ngram,employer,emploter,employer,employeer
1542,2.3991751082316374e-06,0.0,2.3991751082316374e-06,0.0
1543,1.5046463366681046e-06,0.0,1.5046463366681046e-06,0.0
1544,1.6437512613265426e-06,0.0,1.6437512613265426e-06,0.0
1545,1.6437512613265426e-06,0.0,1.6437512613265426e-06,0.0
1546,1.6437512613265426e-06,0.0,1.6437512613265426e-06,0.0
1547,1.6437512613265426e-06,0.0,1.6437512613265426e-06,0.0
1548,1.1749977391316082e-05,0.0,1.1749977391316082e-05,0.0
1549,1.0245331054647977e-05,0.0,1.0245331054647977e-05,0.0
1550,1.0245331054647977e-05,0.0,1.0245331054647977e-05,0.0
1551,1.010622612998954e-05,0.0,1.010622612998954e-05,0.0
1552,2.0201780509004103e-05,0.0,2.0201780509004103e-05,0.0
1553,2.0201780509004103e-05,0.0,2.0201780509004103e-05,0.0
1554,2.0201780509004103e-05,0.0,2.0201780509004103e-05,0.0
1555,1.0095554379014565e-05,0.0,1.0095554379014565e-05,0.0
1556,1.0095554379014565e-05,0.0,1.0095554379014565e-05,0.0
1557,1.0095554379014565e-05,0.0,1.0095554379014565e-05,0.0
1558,1.145965169208856e-05,0.0,1.145965169208856e-05,0.0
1559,1.3640973130739958e-06,0.0,1.3640973130739958e-06,0.0
1560,1.8127875591744669e-06,0.0,1.8127875591744669e-06,0.0
1561,1.8127875591744669e-06,0.0,1.8127875591744669e-06,0.0
1562,1.8127875591744669e-06,0.0,1.8127875591744669e-06,0.0
1563,1.8127875591744669e-06,0.0,1.8127875591744669e-06,0.0
1564,1.8127875591744669e-06,0.0,1.8127875591744669e-06,0.0
1565,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0
1566,4.4869024610047094e-07,0.0,4.4869024610047094e-07,0.0
1567,0.0,0.0,0.0,0.0
1568,2.9410813502701264e-06,0.0,2.9410813502701264e-06,0.0
1569,6.654607984403681e-06,0.0,6.654607984403681e-06,0.0
1570,6.654607984403681e-06,0.0,6.654607984403681e-06,0.0
1571,6.654607984403681e-06,0.0,6.654607984403681e-06,0.0
1572,7.174568768927461e-06,0.0,7.174568768927461e-06,0.0
1573,7.174568768927461e-06,0.0,7.174568768927461e-06,0.0
1574,7.174568768927461e-06,0.0,7.174568768927461e-06,0.0
1575,4.233487418657335e-06,0.0,4.233487418657335e-06,0.0
1576,1.4213216802870323e-06,0.0,1.4213216802870323e-06,0.0
1577,1.4213216802870323e-06,0.0,1.4213216802870323e-06,0.0
1578,1.4213216802870323e-06,0.0,1.4213216802870323e-06,0.0
1579,1.5481157009032489e-06,0.0,1.5481157009032489e-06,0.0
1580,1.5481157009032489e-06,0.0,1.5481157009032489e-06,0.0
1581,1.5481157009032489e-06,0.0,1.5481157009032489e-06,0.0
1582,1.5481157009032489e-06,0.0,1.5481157009032489e-06,0.0
1583,1.3676887127595755e-06,0.0,1.3676887127595755e-06,0.0
1584,1.3676887127595755e-06,0.0,1.3676887127595755e-06,0.0
1585,1.3676887127595755e-06,0.0,1.3676887127595755e-06,0.0
1586,7.209339076195777e-07,0.0,7.209339076195777e-07,0.0
1587,7.209339076195777e-07,0.0,7.209339076195777e-07,0.0
1588,7.209339076195777e-07,0.0,7.209339076195777e-07,0.0
1589,6.696181052185628e-06,0.0,6.696181052185628e-06,0.0
1590,5.975247144566051e-06,0.0,5.975247144566051e-06,0.0
1591,5.975247144566051e-06,0.0,5.975247144566051e-06,0.0
1592,5.975247144566051e-06,0.0,5.975247144566051e-06,0.0
1593,5.975247144566051e-06,0.0,5.975247144566051e-06,0.0
1594,5.975247144566051e-06,0.0,5.975247144566051e-06,0.0
1595,5.975247144566051e-06,0.0,5.975247144566051e-06,0.0
1596,0.0,0.0,0.0,0.0
1597,2.421241723433403e-06,0.0,2.421241723433403e-06,0.0
1598,1.0339112902459289e-05,0.0,1.0339112902459289e-05,0.0
1599,2.2366050481131034e-05,0.0,2.2366050481131034e-05,0.0
1600,2.2579062650558107e-05,0.0,2.2579062650558107e-05,0.0
1601,2.2579062650558107e-05,0.0,2.2579062650558107e-05,0.0
1602,2.2579062650558107e-05,0.0,2.2579062650558107e-05,0.0
1603,2.2579062650558107e-05,0.0,2.2579062650558107e-05,0.0
1604,2.0157820927124703e-05,0.0,2.0157820927124703e-05,0.0
1605,1.2239949748098817e-05,0.0,1.2239949748098817e-05,0.0
1606,2.1301216942707209e-07,0.0,2.1301216942707209e-07,0.0
1607,0.0,0.0,0.0,0.0
1608,0.0,0.0,0.0,0.0
1609,0.0,0.0,0.0,0.0
1610,0.0,0.0,0.0,0.0
1611,2.8675437663748326e-06,0.0,2.8675437663748326e-06,0.0
1612,2.8675437663748326e-06,0.0,2.8675437663748326e-06,0.0
1613,2.8675437663748326e-06,0.0,2.8675437663748326e-06,0.0
1614,2.8675437663748326e-06,0.0,2.8675437663748326e-06,0.0
1615,2.8675437663748326e-06,0.0,2.8675437663748326e-06,0.0
1616,2.8675437663748326e-06,0.0,2.8675437663748326e-06,0.0
1617,2.8675437663748326e-06,0.0,2.8675437663748326e-06,0.0
1618,6.89339945633297e-07,0.0,6.89339945633297e-07,0.0
1619,6.89339945633297e-07,0.0,6.89339945633297e-07,0.0
1620,8.908177733246703e-07,0.0,8.908177733246703e-07,0.0
1621,8.908177733246703e-07,0.0,8.908177733246703e-07,0.0
1622,8.908177733246703e-07,0.0,8.908177733246703e-07,0.0
1623,1.4296461553645453e-06,0.0,1.4296461553645453e-06,0.0
1624,1.4296461553645453e-06,0.0,1.4296461553645453e-06,0.0
1625,7.403062097312483e-07,0.0,7.403062097312483e-07,0.0
1626,7.403062097312483e-07,0.0,7.403062097312483e-07,0.0
1627,5.388283820398751e-07,0.0,5.388283820398751e-07,0.0
1628,5.388283820398751e-07,0.0,5.388283820398751e-07,0.0
1629,5.388283820398751e-07,0.0,5.388283820398751e-07,0.0
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,9.162613423541188e-08,0.0,9.162613423541188e-08,0.0
1633,9.162613423541188e-08,0.0,9.162613423541188e-08,0.0
1634,9.162613423541188e-08,0.0,9.162613423541188e-08,0.0
1635,9.162613423541188e-08,0.0,9.162613423541188e-08,0.0
1636,9.162613423541188e-08,0.0,9.162613423541188e-08,0.0
1637,9.162613423541188e-08,0.0,9.162613423541188e-08,0.0
1638,9.162613423541188e-08,0.0,9.162613423541188e-08,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,9.166146648047808e-08,0.0,9.166146648047808e-08,0.0
1645,9.166146648047808e-08,0.0,9.166146648047808e-08,0.0
1646,9.166146648047808e-08,0.0,9.166146648047808e-08,0.0
1647,9.166146648047808e-08,0.0,9.166146648047808e-08,0.0
1648,5.04304604679159e-07,0.0,5.04304604679159e-07,0.0
1649,5.04304604679159e-07,0.0,5.04304604679159e-07,0.0
1650,5.04304604679159e-07,0.0,5.04304604679159e-07,0.0
1651,4.126431381986809e-07,0.0,4.126431381986809e-07,0.0
1652,4.6831453508795154e-07,0.0,4.6831453508795154e-07,0.0
1653,4.6831453508795154e-07,0.0,4.6831453508795154e-07,0.0
1654,4.6831453508795154e-07,0.0,4.6831453508795154e-07,0.0
1655,5.567139688927065e-08,0.0,5.567139688927065e-08,0.0
1656,5.567139688927065e-08,0.0,5.567139688927065e-08,0.0
1657,5.567139688927065e-08,0.0,5.567139688927065e-08,0.0
1658,3.755150235714869e-06,0.0,3.755150235714869e-06,0.0
1659,3.6994788388255984e-06,0.0,3.6994788388255984e-06,0.0
1660,4.100352855727708e-06,0.0,4.100352855727708e-06,0.0
1661,4.100352855727708e-06,0.0,4.100352855727708e-06,0.0
1662,4.100352855727708e-06,0.0,4.100352855727708e-06,0.0
1663,4.16604783432766e-06,0.0,4.16604783432766e-06,0.0
1664,4.4411687148177795e-06,0.0,4.4411687148177795e-06,0.0
1665,7.416898759921813e-07,0.0,7.416898759921813e-07,0.0
1666,7.416898759921813e-07,0.0,7.416898759921813e-07,0.0
1667,3.813213619910779e-06,0.0,3.813213619910779e-06,0.0
1668,3.813213619910779e-06,0.0,3.813213619910779e-06,0.0
1669,3.813213619910779e-06,0.0,3.813213619910779e-06,0.0
1670,3.747518641310827e-06,0.0,3.747518641310827e-06,0.0
1671,3.472397760820708e-06,0.0,3.472397760820708e-06,0.0
1672,3.472397760820708e-06,0.0,3.472397760820708e-06,0.0
1673,3.472397760820708e-06,0.0,3.472397760820708e-06,0.0
1674,3.2530524306041893e-08,0.0,3.2530524306041893e-08,0.0
1675,3.2530524306041893e-08,0.0,3.2530524306041893e-08,0.0
1676,3.2530524306041893e-08,0.0,3.2530524306041893e-08,0.0
1677,3.2530524306041893e-08,0.0,3.2530524306041893e-08,0.0
1678,3.2530524306041893e-08,0.0,3.2530524306041893e-08,0.0
1679,3.2530524306041893e-08,0.0,3.2530524306041893e-08,0.0
1680,6.873438199558482e-08,0.0,6.873438199558482e-08,0.0
1681,1.0333140007138094e-07,0.0,1.0333140007138094e-07,0.0
1682,1.0333140007138094e-07,0.0,1.0333140007138094e-07,0.0
1683,1.0333140007138094e-07,0.0,1.0333140007138094e-07,0.0
1684,1.0333140007138094e-07,0.0,1.0333140007138094e-07,0.0
1685,2.851838912322689e-07,0.0,2.851838912322689e-07,0.0
1686,3.1281309783740395e-07,0.0,3.1281309783740395e-07,0.0
1687,2.76609240147861e-07,0.0,2.76609240147861e-07,0.0
1688,2.09481697766023e-07,0.0,2.09481697766023e-07,0.0
1689,2.410528675714626e-07,0.0,2.410528675714626e-07,0.0
1690,2.410528675714626e-07,0.0,2.410528675714626e-07,0.0
1691,2.410528675714626e-07,0.0,2.410528675714626e-07,0.0
1692,5.920037641057466e-08,0.0,5.920037641057466e-08,0.0
1693,3.157116980543963e-08,0.0,3.157116980543963e-08,0.0
1694,3.157116980543963e-08,0.0,3.157116980543963e-08,0.0
1695,4.707797326578397e-08,0.0,4.707797326578397e-08,0.0
1696,7.849058647479978e-08,0.0,7.849058647479978e-08,0.0
1697,3.503323487815838e-07,0.0,3.503323487815838e-07,0.0
1698,4.768493381236892e-06,0.0,4.768493381236892e-06,0.0
1699,4.768493381236892e-06,0.0,4.768493381236892e-06,0.0
1700,4.768493381236892e-06,0.0,4.768493381236892e-06,0.0
1701,4.768493381236892e-06,0.0,4.768493381236892e-06,0.0
1702,4.752986577776548e-06,0.0,4.752986577776548e-06,0.0
1703,4.822497317036323e-06,0.0,4.822497317036323e-06,0.0
1704,4.550655554729539e-06,0.0,4.550655554729539e-06,0.0
1705,1.5996793730924504e-07,0.0,1.5996793730924504e-07,0.0
1706,8.90943186147654e-07,0.0,8.90943186147654e-07,0.0
1707,8.90943186147654e-07,0.0,8.90943186147654e-07,0.0
1708,8.90943186147654e-07,0.0,8.90943186147654e-07,0.0
1709,8.90943186147654e-07,0.0,8.90943186147654e-07,0.0
1710,7.756636871850528e-07,0.0,7.756636871850528e-07,0.0
1711,7.756636871850528e-07,0.0,7.756636871850528e-07,0.0
1712,7.481902721500384e-07,0.0,7.481902721500384e-07,0.0
1713,1.4703120549646493e-07,0.0,1.4703120549646493e-07,0.0
1714,7.69185868015094e-07,0.0,7.69185868015094e-07,0.0
1715,7.69185868015094e-07,0.0,7.69185868015094e-07,0.0
1716,7.69185868015094e-07,0.0,7.69185868015094e-07,0.0
1717,7.519708447034645e-07,0.0,7.519708447034645e-07,0.0
1718,7.519708447034645e-07,0.0,7.519708447034645e-07,0.0
1719,7.519708447034645e-07,0.0,7.519708447034645e-07,0.0
1720,7.037048135316581e-07,0.0,7.037048135316581e-07,0.0
1721,8.155015101302914e-08,0.0,8.155015101302914e-08,0.0
1722,2.940757229095782e-06,0.0,2.940757229095782e-06,0.0
1723,2.996333815222637e-06,0.0,2.996333815222637e-06,0.0
1724,3.0022047349729874e-06,0.0,3.0022047349729874e-06,0.0
1725,3.0095576880130792e-06,0.0,3.0095576880130792e-06,0.0
1726,3.0351076801033675e-06,0.0,3.0351076801033675e-06,0.0
1727,2.9809283925073615e-06,0.0,2.9809283925073615e-06,0.0
1728,3.000367071491285e-06,0.0,3.000367071491285e-06,0.0
1729,1.4115999340853185e-07,0.0,1.4115999340853185e-07,0.0
1730,1.1831635912277047e-07,0.0,1.1831635912277047e-07,0.0
1731,1.6817935590194922e-07,0.0,1.6817935590194922e-07,0.0
1732,1.733434505776391e-07,0.0,1.733434505776391e-07,0.0
1733,1.5481822807877116e-07,0.0,1.5481822807877116e-07,0.0
1734,1.7390294918381448e-07,0.0,1.7390294918381448e-07,0.0
1735,2.191335296077211e-07,0.0,2.191335296077211e-07,0.0
1736,2.191335296077211e-07,0.0,2.191335296077211e-07,0.0
1737,1.9332220598958623e-07,0.0,1.9332220598958623e-07,0.0
1738,1.6504737183303015e-07,0.0,1.6504737183303015e-07,0.0
1739,1.5253032411724883e-07,0.0,1.5253032411724883e-07,0.0
1740,1.5299283313246243e-07,0.0,1.5299283313246243e-07,0.0
1741,1.2436130043218846e-07,0.0,1.2436130043218846e-07,0.0
1742,6.606941330541563e-08,0.0,6.606941330541563e-08,0.0
1743,3.7427400810331945e-07,0.0,3.7427400810331945e-07,0.0
1744,3.852086213182052e-07,0.0,3.852086213182052e-07,0.0
1745,3.7037269099268346e-07,0.0,3.7037269099268346e-07,0.0
1746,3.8530662241750437e-07,0.0,3.8530662241750437e-07,0.0
1747,4.194108613424825e-07,0.0,4.194108613424825e-07,0.0
1748,1.1477318453095059e-06,0.0,1.1477318453095059e-06,0.0
1749,1.1463097534049536e-06,0.0,1.1463097534049536e-06,0.0
1750,1.2570440465050784e-06,0.0,1.2570440465050784e-06,0.0
1751,1.5853942392547132e-06,0.0,1.5853942392547132e-06,0.0
1752,2.8398128425318906e-06,0.0,2.8398128425318906e-06,0.0
1753,3.0059355944039064e-06,0.0,3.0059355944039064e-06,0.0
1754,3.0229210372973673e-06,0.0,3.0229210372973673e-06,0.0
1755,2.334575615999971e-06,0.0,2.334575615999971e-06,0.0
1756,3.701652989970431e-06,0.0,3.701652989970431e-06,0.0
1757,3.4684666202013304e-06,0.0,3.4684666202013304e-06,0.0
1758,3.190627048914913e-06,0.0,3.190627048914913e-06,0.0
1759,3.1202907564420457e-06,0.0,3.1202907564420457e-06,0.0
1760,2.9844773134105447e-06,0.0,2.9844773134105447e-06,0.0
1761,3.4643604546350356e-06,0.0,3.4643604546350356e-06,0.0
1762,3.559468012781508e-06,0.0,3.559468012781508e-06,0.0
1763,2.3435624671362476e-06,0.0,2.3435624671362476e-06,0.0
1764,2.2477516990550484e-06,0.0,2.2477516990550484e-06,0.0
1765,2.244227821230587e-06,0.0,2.244227821230587e-06,0.0
1766,1.1903665405757887e-06,0.0,1.1903665405757887e-06,0.0
1767,1.2334583711240806e-06,0.0,1.2334583711240806e-06,0.0
1768,1.4084667847263127e-06,0.0,1.4084667847263127e-06,0.0
1769,1.3225773248645315e-06,0.0,1.3225773248645315e-06,0.0
1770,1.489337433570524e-06,0.0,1.489337433570524e-06,0.0
1771,1.6047419007593687e-06,0.0,1.6047419007593687e-06,0.0
1772,2.0038493135286572e-06,0.0,2.0038493135286572e-06,0.0
1773,2.1464761264918967e-06,0.0,2.1464761264918967e-06,0.0
1774,2.202454071818595e-06,0.0,2.202454071818595e-06,0.0
1775,1.7518562742679933e-06,0.0,1.7518562742679933e-06,0.0
1776,1.947938406894017e-06,0.0,1.947938406894017e-06,0.0
1777,2.2553500522397892e-06,0.0,2.2553500522397892e-06,0.0
1778,2.1918421647829485e-06,0.0,2.1918421647829485e-06,0.0
1779,1.9379499950186333e-06,0.0,1.9379499950186333e-06,0.0
1780,1.8333627979570468e-06,0.0,1.8333627979570468e-06,0.0
1781,1.886039025781169e-06,0.0,1.886039025781169e-06,0.0
1782,1.7958189865956747e-06,0.0,1.7958189865956747e-06,0.0
1783,1.7523536501227812e-06,0.0,1.7523536501227812e-06,0.0
1784,1.2951598884163623e-06,0.0,1.2951598884163623e-06,0.0
1785,1.3280787730504277e-06,0.0,1.3280787730504277e-06,0.0
1786,3.31310159903556e-06,0.0,3.31310159903556e-06,0.0
1787,3.7677646430113654e-06,0.0,3.7677646430113654e-06,0.0
1788,3.9392230714189025e-06,0.0,3.9392230714189025e-06,0.0
1789,4.044621359103725e-06,0.0,4.044621359103725e-06,0.0
1790,4.159755901257865e-06,0.0,4.159755901257865e-06,0.0
1791,4.340675803047946e-06,0.0,4.340675803047946e-06,0.0
1792,4.439072362012146e-06,0.0,4.439072362012146e-06,0.0
1793,2.660092637337844e-06,0.0,2.660092637337844e-06,0.0
1794,2.3309273728955304e-06,0.0,2.3309273728955304e-06,0.0
1795,2.354273452250969e-06,0.0,2.354273452250969e-06,0.0
1796,2.4023920884376693e-06,0.0,2.4023920884376693e-06,0.0
1797,2.6810344024852384e-06,0.0,2.6810344024852384e-06,0.0
1798,2.8396992287785646e-06,0.0,2.8396992287785646e-06,0.0
1799,2.858519467606259e-06,0.0,2.858519467606259e-06,0.0
1800,2.7602226769626474e-06,0.0,2.7602226769626474e-06,0.0
1801,2.9557931416742837e-06,0.0,2.9557931416742837e-06,0.0
1802,2.857034977361244e-06,0.0,2.857034977361244e-06,0.0
1803,2.8622113339744307e-06,0.0,2.8622113339744307e-06,0.0
1804,2.6179437944457665e-06,0.0,2.6179437944457665e-06,0.0
1805,2.4415363181365786e-06,0.0,2.4415363181365786e-06,0.0
1806,2.3752765433268256e-06,0.0,2.3752765433268256e-06,0.0
1807,2.3041438258327877e-06,0.0,2.3041438258327877e-06,0.0
1808,2.1324063449615745e-06,0.0,2.1324063449615745e-06,0.0
1809,2.130659725350727e-06,0.0,2.130659725350727e-06,0.0
1810,2.18593715674485e-06,0.0,2.18593715674485e-06,0.0
1811,2.080240879617382e-06,0.0,2.080240879617382e-06,0.0
1812,2.0213375202209657e-06,0.0,2.0213375202209657e-06,0.0
1813,2.0877562617118073e-06,0.0,2.0877562617118073e-06,0.0
1814,2.2086418149618633e-06,0.0,2.2086418149618633e-06,0.0
1815,2.3226508736635358e-06,0.0,2.3226508736635358e-06,0.0
1816,2.450502571654007e-06,0.0,2.450502571654007e-06,0.0
1817,2.4536969119383556e-06,0.0,2.4536969119383556e-06,0.0
1818,2.5988069215340407e-06,0.0,2.5988069215340407e-06,1.790348662973023e-10
1819,2.6762801813414886e-06,0.0,2.6762801813414886e-06,1.790348662973023e-10
1820,2.7504285883748836e-06,0.0,2.7504285883748836e-06,1.790348662973023e-10
1821,2.7903882125558866e-06,0.0,2.7903882125558866e-06,1.790348662973023e-10
1822,2.9642697297406684e-06,0.0,2.9642697297406684e-06,1.790348662973023e-10
1823,3.069757505207755e-06,0.0,3.069757505207755e-06,1.790348662973023e-10
1824,3.100810382810388e-06,0.0,3.100810382810388e-06,1.790348662973023e-10
1825,3.1217370113673885e-06,0.0,3.1217370113673885e-06,0.0
1826,3.1240384552282715e-06,0.0,3.1240384552282715e-06,0.0
1827,3.1851371399430458e-06,0.0,3.1851371399430458e-06,0.0
1828,3.319668037095523e-06,0.0,3.319668037095523e-06,0.0
1829,7.1088141534606364e-06,0.0,7.1088141534606364e-06,0.0
1830,7.075575922499411e-06,0.0,7.075575922499411e-06,0.0
1831,7.310357822072027e-06,0.0,7.310357822072027e-06,0.0
1832,7.554235578157074e-06,0.0,7.554235578157074e-06,0.0
1833,7.82985508911744e-06,0.0,7.82985508911744e-06,0.0
1834,7.945522578925843e-06,0.0,7.945522578925843e-06,0.0
1835,8.044417687155406e-06,0.0,8.044417687155406e-06,0.0
1836,4.235629213716103e-06,0.0,4.235629213716103e-06,0.0
1837,4.332561372523612e-06,0.0,4.332561372523612e-06,0.0
1838,4.276296976968297e-06,0.0,4.276296976968297e-06,0.0
1839,4.315204770526699e-06,0.0,4.315204770526699e-06,0.0
1840,4.3051843476860086e-06,0.0,4.3051843476860086e-06,0.0
1841,4.343860642360856e-06,0.0,4.343860642360856e-06,0.0
1842,4.259074817777478e-06,0.0,4.259074817777478e-06,0.0
1843,4.26907809014665e-06,0.0,4.26907809014665e-06,0.0
1844,4.298630691274801e-06,0.0,4.298630691274801e-06,0.0
1845,4.365364215378317e-06,0.0,4.365364215378317e-06,0.0
1846,4.251623002866316e-06,0.0,4.251623002866316e-06,0.0
1847,4.2648033351205024e-06,0.0,4.2648033351205024e-06,0.0
1848,4.336433123951013e-06,0.0,4.336433123951013e-06,0.0
1849,4.4482046307946026e-06,0.0,4.4482046307946026e-06,0.0
1850,4.454948598972156e-06,0.0,4.454948598972156e-06,0.0
1851,4.443152517654068e-06,0.0,4.443152517654068e-06,0.0
1852,4.3844795852367365e-06,0.0,4.3844795852367365e-06,0.0
1853,4.367331322490438e-06,0.0,4.367331322490438e-06,0.0
1854,4.6048278688561235e-06,0.0,4.6048278688561235e-06,0.0
1855,4.497649894931653e-06,0.0,4.497649894931653e-06,0.0
1856,4.5341520750038655e-06,0.0,4.5341520750038655e-06,0.0
1857,4.637586049024581e-06,0.0,4.637586049024581e-06,0.0
1858,4.749938203271345e-06,0.0,4.749938203271345e-06,0.0
1859,4.828008059121203e-06,0.0,4.828008059121203e-06,0.0
1860,5.113613691979221e-06,0.0,5.113613691979221e-06,0.0
1861,4.941127242221098e-06,0.0,4.941127242221098e-06,0.0
1862,5.177737550963814e-06,0.0,5.177737550963814e-06,0.0
1863,5.366291458942994e-06,0.0,5.366291458942994e-06,0.0
1864,5.577305143690735e-06,0.0,5.577305143690735e-06,0.0
1865,5.694844341113432e-06,0.0,5.694844341113432e-06,0.0
1866,5.943270415238138e-06,0.0,5.943270415238138e-06,0.0
1867,5.9360828085378415e-06,0.0,5.9360828085378415e-06,0.0
1868,6.038478919176019e-06,0.0,6.038478919176019e-06,0.0
1869,6.1556384675246334e-06,0.0,6.1556384675246334e-06,0.0
1870,6.047998405327755e-06,0.0,6.047998405327755e-06,0.0
1871,5.991862183561482e-06,0.0,5.991862183561482e-06,4.057606235135276e-11
1872,6.090123341501956e-06,0.0,6.090123341501956e-06,4.057606235135276e-11
1873,6.182578999869293e-06,0.0,6.182578999869293e-06,4.057606235135276e-11
1874,6.163098143068575e-06,0.0,6.163098143068575e-06,8.031677703864863e-11
1875,6.255928578216949e-06,0.0,6.255928578216949e-06,8.031677703864863e-11
1876,6.262227803485335e-06,0.0,6.262227803485335e-06,8.031677703864863e-11
1877,6.582684168928868e-06,0.0,6.582684168928868e-06,8.031677703864863e-11
1878,6.616042680564403e-06,0.0,6.616042680564403e-06,7.60260743248864e-11
1879,6.5731260292523075e-06,0.0,6.5731260292523075e-06,7.60260743248864e-11
1880,6.576048040837382e-06,0.0,6.576048040837382e-06,7.60260743248864e-11
1881,6.792325815955077e-06,0.0,6.792325815955077e-06,3.6285359637590526e-11
1882,7.172088771767449e-06,0.0,7.172088771767449e-06,2.3074282564015747e-10
1883,7.915854894235963e-06,0.0,7.915854894235963e-06,3.9135596747413055e-10
1884,8.30640023455739e-06,3.051090729273247e-11,8.30640023455739e-06,3.9135596747413055e-10
1885,8.95026304143747e-06,3.051090729273247e-11,8.95026304143747e-06,3.5507060783654e-10
1886,9.537642979142089e-06,3.051090729273247e-11,9.537642979142089e-06,3.5507060783654e-10
1887,9.954739912895352e-06,3.051090729273247e-11,9.954739912895352e-06,4.1033854488884257e-10
1888,1.0458720030978189e-05,5.7513749715124416e-11,1.0458720030978189e-05,4.6434422973362643e-10
1889,1.1051153705921024e-05,8.368464453147238e-11,1.1051153705921024e-05,3.2222855336375543e-10
1890,1.1432108554540069e-05,8.368464453147238e-11,1.1432108554540069e-05,2.3750248593198565e-10
1891,1.163027887482063e-05,5.3173737238739907e-11,1.163027887482063e-05,2.6310753774096337e-10
1892,1.1717894267349038e-05,7.564531937350897e-11,1.1717894267349038e-05,2.6310753774096337e-10
1893,1.2114413428727338e-05,7.564531937350897e-11,1.2114413428727338e-05,3.0923088494600696e-10
1894,1.2908366963009549e-05,7.564531937350897e-11,1.2908366963009549e-05,2.5396294789370444e-10
1895,1.320120385831355e-05,4.8642476951117026e-11,1.320120385831355e-05,2.211284706930629e-10
1896,1.3193261500938596e-05,2.247158213476906e-11,1.3193261500938596e-05,1.881671068959534e-10
1897,1.3337540882015933e-05,2.247158213476906e-11,1.3337540882015933e-05,1.865870533476358e-10
1898,1.4544517528390446e-05,4.0509750316124786e-11,1.4544517528390446e-05,1.7902016972001381e-10
1899,1.5228414278161445e-05,1.803816818135573e-11,1.5228414278161445e-05,1.9723407629346212e-10
1900,1.612982097347932e-05,1.803816818135573e-11,1.612982097347932e-05,1.5111072908841853e-10
1901,1.7148025498110136e-05,1.803816818135573e-11,1.7148025498110136e-05,1.8538410290996106e-10
1902,1.814603092498146e-05,3.525645846697805e-11,1.814603092498146e-05,1.8143118555144103e-10
1903,1.9001828409922643e-05,3.525645846697805e-11,1.9001828409922643e-05,1.9392904940637327e-10
1904,2.013188194333842e-05,3.525645846697805e-11,2.013188194333842e-05,2.1474447022194554e-10
1905,2.0676469180866013e-05,1.721829028562232e-11,2.0676469180866013e-05,2.1195316434503246e-10
1906,2.172518621331879e-05,1.721829028562232e-11,2.172518621331879e-05,2.0925424389282655e-10
1907,2.299245326347383e-05,1.721829028562232e-11,2.299245326347383e-05,3.411058053079e-10
