ngram,drawer,drwer,drawr,drawr
1625,8.661267202114686e-06,0.0,0.0,0.0
1626,8.661267202114686e-06,0.0,0.0,0.0
1627,8.661267202114686e-06,0.0,0.0,0.0
1628,8.792290454299031e-06,0.0,0.0,0.0
1629,8.792290454299031e-06,0.0,0.0,0.0
1630,8.792290454299031e-06,0.0,0.0,0.0
1631,1.310232521843448e-07,0.0,0.0,0.0
1632,1.310232521843448e-07,0.0,0.0,0.0
1633,5.423016286191082e-07,0.0,0.0,0.0
1634,5.423016286191082e-07,0.0,0.0,0.0
1635,4.112783764347634e-07,0.0,0.0,0.0
1636,5.849671944296071e-07,0.0,0.0,0.0
1637,7.312874491357693e-07,0.0,0.0,0.0
1638,1.0006275975423965e-06,0.0,0.0,0.0
1639,1.0006275975423965e-06,0.0,0.0,0.0
1640,6.921572760022952e-07,0.0,0.0,0.0
1641,8.116014506802977e-07,0.0,0.0,0.0
1642,8.116014506802977e-07,0.0,0.0,0.0
1643,6.37912632685454e-07,0.0,0.0,0.0
1644,5.832538444597699e-07,0.0,0.0,0.0
1645,3.139136960531427e-07,0.0,0.0,0.0
1646,4.14652106428548e-07,0.0,0.0,0.0
1647,4.158896038981246e-07,0.0,0.0,0.0
1648,3.422946649932003e-07,0.0,0.0,0.0
1649,3.422946649932003e-07,0.0,0.0,0.0
1650,4.301349382071099e-07,0.0,4.392013660695479e-08,4.392013660695479e-08
1651,3.384734717266318e-07,0.0,4.392013660695479e-08,4.392013660695479e-08
1652,3.384734717266318e-07,0.0,4.392013660695479e-08,4.392013660695479e-08
1653,3.884866178590788e-07,0.0,4.392013660695479e-08,4.392013660695479e-08
1654,2.8444106549484006e-07,0.0,4.392013660695479e-08,4.392013660695479e-08
1655,2.966948743830601e-07,0.0,4.392013660695479e-08,4.392013660695479e-08
1656,4.326168680433641e-07,0.0,4.392013660695479e-08,4.392013660695479e-08
1657,4.2818989446199597e-07,0.0,0.0,0.0
1658,4.818055288069445e-07,0.0,0.0,0.0
1659,5.783070824756058e-07,0.0,0.0,0.0
1660,4.275555259677536e-07,0.0,0.0,0.0
1661,4.275555259677536e-07,0.0,0.0,0.0
1662,6.130516396751773e-07,0.0,0.0,0.0
1663,6.085196032147775e-07,0.0,0.0,0.0
1664,8.002271840723552e-07,0.0,0.0,0.0
1665,7.466115497274066e-07,0.0,0.0,0.0
1666,6.90058393664523e-07,0.0,0.0,0.0
1667,1.3715570007986701e-06,0.0,0.0,0.0
1668,1.7215827280584302e-06,0.0,0.0,0.0
1669,1.7475704022932144e-06,0.0,0.0,0.0
1670,1.6548296132766284e-06,0.0,0.0,0.0
1671,1.3797087327865093e-06,0.0,0.0,0.0
1672,1.3797087327865093e-06,0.0,0.0,0.0
1673,1.3892460758922555e-06,0.0,2.4742870355761885e-08,2.4742870355761885e-08
1674,8.378695659822759e-07,0.0,2.4742870355761885e-08,2.4742870355761885e-08
1675,5.221623382567486e-07,0.0,2.4742870355761885e-08,2.4742870355761885e-08
1676,3.384685263491909e-07,0.0,2.4742870355761885e-08,2.4742870355761885e-08
1677,4.341641499649995e-07,0.0,2.4742870355761885e-08,2.4742870355761885e-08
1678,4.740012928193339e-07,0.0,2.4742870355761885e-08,2.4742870355761885e-08
1679,5.201448313333199e-07,0.0,2.4742870355761885e-08,2.4742870355761885e-08
1680,6.878822367590536e-07,0.0,1.8101928844771464e-08,1.8101928844771464e-08
1681,6.472635293773367e-07,0.0,1.8101928844771464e-08,1.8101928844771464e-08
1682,6.734281287533252e-07,0.0,1.8101928844771464e-08,1.8101928844771464e-08
1683,5.875351080573767e-07,0.0,1.8101928844771464e-08,1.8101928844771464e-08
1684,5.99298220192525e-07,0.0,1.8101928844771464e-08,1.8101928844771464e-08
1685,8.019310655527079e-07,0.0,1.8101928844771464e-08,1.8101928844771464e-08
1686,7.834167336438571e-07,0.0,1.8101928844771464e-08,1.8101928844771464e-08
1687,7.3099394626297e-07,0.0,0.0,0.0
1688,8.74448448127753e-07,0.0,0.0,0.0
1689,8.139653492175317e-07,0.0,0.0,0.0
1690,1.125519710447926e-06,0.0,0.0,0.0
1691,1.0283439126266915e-06,0.0,0.0,0.0
1692,8.095419689522844e-07,0.0,0.0,0.0
1693,8.446151501370228e-07,0.0,0.0,0.0
1694,8.261280949487368e-07,0.0,2.4385550594680742e-08,2.4385550594680742e-08
1695,6.39690613622536e-07,0.0,2.4385550594680742e-08,2.4385550594680742e-08
1696,7.026743966369915e-07,0.0,2.4385550594680742e-08,2.4385550594680742e-08
1697,4.352024843358647e-07,0.0,2.4385550594680742e-08,2.4385550594680742e-08
1698,4.07012919367844e-07,0.0,2.4385550594680742e-08,2.4385550594680742e-08
1699,4.0948395556889796e-07,0.0,2.4385550594680742e-08,2.4385550594680742e-08
1700,3.5977942047793476e-07,0.0,2.4385550594680742e-08,2.4385550594680742e-08
1701,2.714666728869426e-07,0.0,0.0,0.0
1702,3.2082754078796173e-07,0.0,0.0,0.0
1703,2.9096738834206395e-07,0.0,1.104120985116554e-08,1.104120985116554e-08
1704,2.4688493941279634e-07,0.0,1.104120985116554e-08,1.104120985116554e-08
1705,3.2687825068933307e-07,0.0,2.0199014524483313e-08,2.0199014524483313e-08
1706,4.1149300094340493e-07,0.0,3.127439742099471e-08,3.127439742099471e-08
1707,4.471049602930829e-07,0.0,3.127439742099471e-08,3.127439742099471e-08
1708,4.373337390006782e-07,0.0,4.0920264763956634e-08,4.0920264763956634e-08
1709,3.41452460718626e-07,0.0,4.0920264763956634e-08,4.0920264763956634e-08
1710,3.255438534616977e-07,0.0,2.9879054912791096e-08,2.9879054912791096e-08
1711,3.255438534616977e-07,0.0,2.9879054912791096e-08,2.9879054912791096e-08
1712,2.5739826168903945e-07,0.0,2.072125023947332e-08,2.072125023947332e-08
1713,1.466444306938034e-07,0.0,9.645867342961928e-09,9.645867342961928e-09
1714,9.803461864521523e-08,0.0,9.645867342961928e-09,9.645867342961928e-09
1715,6.11276373011346e-08,0.0,0.0,0.0
1716,1.585321811603535e-07,0.0,0.0,0.0
1717,1.565999688019864e-07,0.0,0.0,0.0
1718,1.9530874949071274e-07,0.0,7.741756442263587e-09,7.741756442263587e-09
1719,1.890579730862945e-07,0.0,7.741756442263587e-09,7.741756442263587e-09
1720,2.524858696720652e-07,0.0,7.741756442263587e-09,7.741756442263587e-09
1721,3.838867408083908e-07,0.0,1.6501814518018624e-08,1.6501814518018624e-08
1722,4.343850810479515e-07,0.0,2.4229401215539577e-08,2.4229401215539577e-08
1723,5.037102915090535e-07,0.0,2.4229401215539577e-08,2.4229401215539577e-08
1724,5.060402392993118e-07,0.0,3.010032096588995e-08,3.010032096588995e-08
1725,5.040962227959816e-07,0.0,2.2358564523626357e-08,2.2358564523626357e-08
1726,5.160817246568123e-07,0.0,2.8746062546198507e-08,2.8746062546198507e-08
1727,4.8686740683479e-07,0.0,2.8746062546198507e-08,2.8746062546198507e-08
1728,4.202621377252009e-07,0.0,1.998600447044347e-08,1.998600447044347e-08
1729,3.9030132776523327e-07,0.0,1.2258417772922518e-08,1.2258417772922518e-08
1730,3.872363306202585e-07,0.0,2.044165573319593e-08,2.044165573319593e-08
1731,3.835570510091202e-07,0.0,4.940443178367916e-08,4.940443178367916e-08
1732,3.780849056056468e-07,0.0,4.940443178367916e-08,4.940443178367916e-08
1733,3.4678468909175665e-07,0.0,4.3016933761107016e-08,4.3016933761107016e-08
1734,3.7451188969076353e-07,0.0,4.3016933761107016e-08,4.3016933761107016e-08
1735,3.485178449328227e-07,0.0,6.241771239550481e-08,6.241771239550481e-08
1736,3.607565618933352e-07,0.0,6.241771239550481e-08,6.241771239550481e-08
1737,2.0401343294094788e-07,0.0,5.423447443523141e-08,5.423447443523141e-08
1738,4.427035083917222e-07,0.0,3.03844111775626e-08,3.03844111775626e-08
1739,4.6633646836166266e-07,0.0,3.03844111775626e-08,3.03844111775626e-08
1740,5.341844858516456e-07,0.0,3.03844111775626e-08,3.03844111775626e-08
1741,5.673053189119466e-07,0.0,3.03844111775626e-08,3.03844111775626e-08
1742,6.050322269857134e-07,0.0,1.0983632543164795e-08,1.0983632543164795e-08
1743,6.283533805019812e-07,0.0,1.0983632543164795e-08,1.0983632543164795e-08
1744,8.089222823010849e-07,0.0,1.9911753262087066e-08,1.9911753262087066e-08
1745,6.383492145037703e-07,0.0,8.92812071892227e-09,8.92812071892227e-09
1746,5.98357567176728e-07,0.0,8.92812071892227e-09,8.92812071892227e-09
1747,7.522381265191922e-07,0.0,8.92812071892227e-09,8.92812071892227e-09
1748,7.627287337592341e-07,0.0,1.2567852536449209e-08,1.2567852536449209e-08
1749,8.299034033955519e-07,0.0,1.2567852536449209e-08,1.2567852536449209e-08
1750,9.274202211275094e-07,0.0,1.2567852536449209e-08,1.2567852536449209e-08
1751,1.0040459455597426e-06,0.0,3.639731817526938e-09,3.639731817526938e-09
1752,1.19099818464617e-06,0.0,3.639731817526938e-09,3.639731817526938e-09
1753,1.3017980628709275e-06,0.0,3.639731817526938e-09,3.639731817526938e-09
1754,1.2445915282504366e-06,0.0,3.639731817526938e-09,3.639731817526938e-09
1755,1.3085848422633717e-06,0.0,0.0,0.0
1756,1.231662058184416e-06,0.0,0.0,0.0
1757,1.2798841169114894e-06,0.0,0.0,0.0
1758,1.3265263508596296e-06,0.0,0.0,0.0
1759,1.2175481945827675e-06,0.0,0.0,0.0
1760,1.161009927435381e-06,0.0,0.0,0.0
1761,1.297551100216359e-06,0.0,8.326702121459156e-09,8.326702121459156e-09
1762,1.4499154019631533e-06,0.0,1.1009284150986787e-08,1.1009284150986787e-08
1763,1.922483209325167e-06,0.0,2.520265748476699e-08,2.520265748476699e-08
1764,1.9763391492233495e-06,0.0,3.082401686275002e-08,3.082401686275002e-08
1765,1.9986378155018817e-06,0.0,3.966624210046835e-08,3.966624210046835e-08
1766,2.0766868991423896e-06,0.0,4.646834637713125e-08,4.646834637713125e-08
1767,2.2489405507388127e-06,0.0,4.941284866991477e-08,4.941284866991477e-08
1768,2.2975868237803558e-06,0.0,4.3768359095760645e-08,4.3768359095760645e-08
1769,2.179776385803832e-06,0.0,4.4132036691735266e-08,4.4132036691735266e-08
1770,1.992144672970296e-06,0.0,3.570450652594965e-08,3.570450652594965e-08
1771,2.2990464653308403e-06,0.0,3.0083147147966626e-08,3.0083147147966626e-08
1772,2.356129406117751e-06,0.0,2.124092191024829e-08,2.124092191024829e-08
1773,2.390550792240122e-06,0.0,1.703400848945031e-08,1.703400848945031e-08
1774,2.304104457704982e-06,0.0,1.676196933634141e-08,1.676196933634141e-08
1775,2.1264689361747254e-06,0.0,1.4079756789036374e-08,1.4079756789036374e-08
1776,2.0823993379183648e-06,0.0,1.1033497163534126e-08,1.1033497163534126e-08
1777,2.0399962262932344e-06,0.0,8.185704304862286e-09,8.185704304862286e-09
1778,1.7636622422807186e-06,0.0,8.185704304862286e-09,8.185704304862286e-09
1779,1.8269405310482917e-06,0.0,1.3309075746243643e-08,1.3309075746243643e-08
1780,2.1863642294712397e-06,0.0,1.0713884890378722e-08,1.0713884890378722e-08
1781,2.3603142673372143e-06,0.0,9.953938625731747e-09,9.953938625731747e-09
1782,2.522200621310081e-06,0.0,9.953938625731747e-09,9.953938625731747e-09
1783,2.5948529258000363e-06,0.0,1.430313670677411e-08,1.430313670677411e-08
1784,2.5751577530692364e-06,0.0,1.4714030628835774e-08,1.4714030628835774e-08
1785,2.9960217489133356e-06,0.0,1.6332153026813297e-08,1.6332153026813297e-08
1786,2.696714675818969e-06,0.0,1.2548879903460732e-08,1.2548879903460732e-08
1787,2.768667270304702e-06,0.0,1.3838021522311855e-08,1.3838021522311855e-08
1788,3.0838445711976547e-06,0.0,1.3232056720166189e-08,1.3232056720166189e-08
1789,3.195416184098576e-06,0.0,1.555882635427354e-08,1.555882635427354e-08
1790,3.8598709579673596e-06,2.2096968064845767e-09,1.5629021886200334e-08,1.5629021886200334e-08
1791,4.51938730553333e-06,2.2096968064845767e-09,1.6643942605095878e-08,1.6643942605095878e-08
1792,4.4430155412555905e-06,2.2096968064845767e-09,1.829060623594257e-08,1.829060623594257e-08
1793,4.716837825721346e-06,2.2096968064845767e-09,1.9908574217757698e-08,1.9908574217757698e-08
1794,4.745487883285802e-06,2.2096968064845767e-09,2.1613389173629523e-08,2.1613389173629523e-08
1795,4.468493086408541e-06,2.2096968064845767e-09,2.213338134993137e-08,2.213338134993137e-08
1796,5.0627067724105605e-06,2.2096968064845767e-09,1.9806611715824018e-08,1.9806611715824018e-08
1797,4.709249684050779e-06,0.0,1.878876000814346e-08,1.878876000814346e-08
1798,4.6981176637928e-06,0.0,1.5602208414122742e-08,1.5602208414122742e-08
1799,4.5943326248172e-06,0.0,1.353896157090568e-08,1.353896157090568e-08
1800,4.7645466695809906e-06,0.0,1.1404223089682221e-08,1.1404223089682221e-08
1801,4.451789079342104e-06,0.0,9.338947456630616e-09,9.338947456630616e-09
1802,4.393751948685219e-06,0.0,8.380656803451205e-09,8.380656803451205e-09
1803,3.717988517694591e-06,0.0,9.784656640476896e-09,9.784656640476896e-09
1804,3.931206135478403e-06,0.0,7.603424937282658e-09,7.603424937282658e-09
1805,3.3697360127657054e-06,0.0,7.484821587918792e-09,7.484821587918792e-09
1806,3.4173209704541866e-06,0.0,7.058932676479961e-09,7.058932676479961e-09
1807,3.3794678009663973e-06,0.0,7.072489768436949e-09,7.072489768436949e-09
1808,3.862557183050999e-06,2.35363189255671e-10,6.614535205276947e-09,6.614535205276947e-09
1809,3.996001006661183e-06,2.35363189255671e-10,6.108131238897434e-09,6.108131238897434e-09
1810,4.311061762304494e-06,2.35363189255671e-10,4.704131401871743e-09,4.704131401871743e-09
1811,3.962695570537887e-06,2.35363189255671e-10,4.186973022259264e-09,4.186973022259264e-09
1812,4.131372861593263e-06,2.35363189255671e-10,4.8192208636420125e-09,4.8192208636420125e-09
1813,4.0690487302137105e-06,2.35363189255671e-10,4.431529397410015e-09,4.431529397410015e-09
1814,4.248048136495137e-06,2.35363189255671e-10,4.221518912217448e-09,4.221518912217448e-09
1815,4.054793894933287e-06,0.0,4.5233553728049205e-09,4.5233553728049205e-09
1816,4.192849116537088e-06,0.0,4.351678462022335e-09,4.351678462022335e-09
1817,4.157216803183214e-06,0.0,4.351678462022335e-09,4.351678462022335e-09
1818,4.835785310725831e-06,0.0,4.006596372135058e-09,4.006596372135058e-09
1819,5.123373771961529e-06,0.0,2.335638523856939e-09,2.335638523856939e-09
1820,5.394735061210147e-06,0.0,2.095076651847145e-09,2.095076651847145e-09
1821,5.259646189058133e-06,1.2855425454308796e-10,2.1109735229682005e-09,2.1109735229682005e-09
1822,5.430915669941376e-06,2.533231561027297e-10,1.5879484869886694e-09,1.5879484869886694e-09
1823,5.983150523596643e-06,3.9378592450337434e-10,2.2405524102708796e-09,2.2405524102708796e-09
1824,6.168819319490078e-06,3.9378592450337434e-10,2.9111524936707512e-09,2.9111524936707512e-09
1825,5.685175308047162e-06,3.9378592450337434e-10,2.6796995654189614e-09,2.6796995654189614e-09
1826,5.566566090107829e-06,3.9378592450337434e-10,3.3906890549241707e-09,3.3906890549241707e-09
1827,5.590965104472291e-06,3.9378592450337434e-10,3.975286393715598e-09,3.975286393715598e-09
1828,5.853286503614592e-06,2.6523166996028635e-10,4.766796108628719e-09,4.766796108628719e-09
1829,5.48780963072204e-06,1.4046276840064464e-10,4.7280811408891205e-09,4.7280811408891205e-09
1830,5.296395751689228e-06,0.0,4.457131782701193e-09,4.457131782701193e-09
1831,5.250360637936475e-06,0.0,4.065215695815892e-09,4.065215695815892e-09
1832,5.242695676445562e-06,0.0,4.704944037544781e-09,4.704944037544781e-09
1833,5.5419996637543334e-06,0.0,4.488824121930333e-09,4.488824121930333e-09
1834,5.4836034126180626e-06,1.6612038728729724e-10,4.0890706217869675e-09,4.0890706217869675e-09
1835,5.33417914994061e-06,1.6612038728729724e-10,2.989923213776129e-09,2.989923213776129e-09
1836,5.676661852963402e-06,1.6612038728729724e-10,2.8541615578906286e-09,2.8541615578906286e-09
1837,5.477209729828506e-06,1.6612038728729724e-10,2.82442413901407e-09,2.82442413901407e-09
1838,5.349877093457118e-06,1.6612038728729724e-10,2.698391637118951e-09,2.698391637118951e-09
1839,5.784334981789081e-06,1.6612038728729724e-10,2.538297984498529e-09,2.538297984498529e-09
1840,5.530405490260039e-06,1.6612038728729724e-10,2.270186308780556e-09,2.270186308780556e-09
1841,5.46198946592215e-06,0.0,2.217855978235507e-09,2.217855978235507e-09
1842,5.474672629394003e-06,0.0,2.673323102569165e-09,2.673323102569165e-09
1843,5.308150645890107e-06,0.0,2.9917091026732123e-09,2.9917091026732123e-09
1844,5.329045052349102e-06,0.0,3.050664927022646e-09,3.050664927022646e-09
1845,5.338835113174614e-06,0.0,3.3651847816277123e-09,3.3651847816277123e-09
1846,5.097884955570667e-06,0.0,3.0850357982511613e-09,3.0850357982511613e-09
1847,4.878255659994986e-06,0.0,3.2825161636448487e-09,3.2825161636448487e-09
1848,4.946134692675384e-06,0.0,3.768233154082574e-09,3.768233154082574e-09
1849,4.924206580523917e-06,0.0,3.46128827187288e-09,3.46128827187288e-09
1850,4.9707740734967435e-06,4.746990895603582e-11,3.874829536597093e-09,3.874829536597093e-09
1851,5.142753285066906e-06,4.746990895603582e-11,3.9702127934455285e-09,3.9702127934455285e-09
1852,5.166560738091773e-06,4.746990895603582e-11,4.160341880522976e-09,4.160341880522976e-09
1853,5.070266362443883e-06,4.746990895603582e-11,4.027276734319685e-09,4.027276734319685e-09
1854,5.302909747635047e-06,4.746990895603582e-11,4.108057069121937e-09,4.108057069121937e-09
1855,5.166988103155745e-06,4.746990895603582e-11,3.762443626495074e-09,3.762443626495074e-09
1856,5.279012059742984e-06,9.71687135515558e-11,3.974571021509681e-09,3.974571021509681e-09
1857,5.171987595531391e-06,4.969880459551998e-11,4.7560120286505025e-09,4.7560120286505025e-09
1858,4.804196773225808e-06,4.969880459551998e-11,4.405204169697998e-09,4.405204169697998e-09
1859,4.634109927792451e-06,4.969880459551998e-11,4.9055620835300064e-09,4.9055620835300064e-09
1860,4.701411106517688e-06,4.969880459551998e-11,5.017500764077048e-09,5.017500764077048e-09
1861,4.639436058693848e-06,4.969880459551998e-11,5.3032956756230274e-09,5.3032956756230274e-09
1862,4.6546817234879456e-06,4.969880459551998e-11,4.994718226315951e-09,4.994718226315951e-09
1863,4.567720257650113e-06,4.7737881108440257e-11,4.967265329217493e-09,4.967265329217493e-09
1864,4.655261006649068e-06,4.7737881108440257e-11,4.132357821008879e-09,4.132357821008879e-09
1865,4.8110508227442295e-06,4.7737881108440257e-11,4.229002259492631e-09,4.229002259492631e-09
1866,4.974145472910355e-06,4.7737881108440257e-11,3.557979720371561e-09,3.557979720371561e-09
1867,4.941883681957344e-06,4.7737881108440257e-11,3.685128234311362e-09,3.685128234311362e-09
1868,4.974303984844093e-06,9.254957911153383e-11,5.493393264087234e-09,5.493393264087234e-09
1869,5.0172215456508895e-06,9.254957911153383e-11,6.529947376472072e-09,6.529947376472072e-09
1870,4.988088026688534e-06,4.4811698003093574e-11,6.579636835368774e-09,6.579636835368774e-09
1871,4.936925311734999e-06,4.4811698003093574e-11,6.678212205457612e-09,6.678212205457612e-09
1872,4.909364698895453e-06,8.576340827991049e-11,6.932125730583851e-09,6.932125730583851e-09
1873,4.9749202974323585e-06,1.2477216085723545e-10,7.45971747865123e-09,7.45971747865123e-09
1874,4.884715248668467e-06,1.645128755445313e-10,7.981370041067391e-09,7.981370041067391e-09
1875,4.868135615002497e-06,1.598162078865682e-10,6.224707162415046e-09,6.224707162415046e-09
1876,4.985428404324921e-06,1.598162078865682e-10,5.843356211597341e-09,5.843356211597341e-09
1877,5.008602069470466e-06,1.598162078865682e-10,6.3835965719809855e-09,6.3835965719809855e-09
1878,5.200275804132356e-06,1.9610156752415874e-10,6.329777146873994e-09,6.329777146873994e-09
1879,5.301800683810143e-06,1.5514985724734183e-10,6.26204675415108e-09,6.26204675415108e-09
1880,5.294976680098833e-06,1.1614110467001687e-10,5.87266616288876e-09,5.87266616288876e-09
1881,5.479485155644527e-06,7.640038998272099e-11,5.202979412390261e-09,5.202979412390261e-09
1882,5.402854120412874e-06,6.86949386263791e-11,4.879117015172645e-09,4.879117015172645e-09
1883,5.416383568704727e-06,1.0081756659666548e-10,5.076156162076018e-09,5.076156162076018e-09
1884,5.3865979420412e-06,1.0081756659666548e-10,4.458625056459807e-09,4.458625056459807e-09
1885,5.313136885628669e-06,6.453220695907496e-11,4.327882528544689e-09,4.327882528544689e-09
1886,5.176170751448288e-06,6.453220695907496e-11,4.9409215449206354e-09,4.9409215449206354e-09
1887,5.093246987338976e-06,6.453220695907496e-11,5.200361569939511e-09,5.200361569939511e-09
1888,5.095647858459935e-06,1.1853789180385884e-10,5.672350779560377e-09,5.672350779560377e-09
1889,5.177364658136087e-06,8.612831281507027e-11,5.67721539620639e-09,5.67721539620639e-09
1890,5.131748756476944e-06,5.400568484478388e-11,5.472407225783269e-09,5.472407225783269e-09
1891,5.261310434434563e-06,7.96107366537616e-11,5.804670141377041e-09,5.804670141377041e-09
1892,5.20716204326683e-06,7.96107366537616e-11,5.923640181545611e-09,5.923640181545611e-09
1893,5.278679964249022e-06,7.96107366537616e-11,5.397064382707737e-09,5.397064382707737e-09
1894,5.260377487762266e-06,7.96107366537616e-11,5.08716351583465e-09,5.08716351583465e-09
1895,5.212528321862919e-06,4.677625945312006e-11,4.9450489417576395e-09,4.9450489417576395e-09
1896,5.2719921248873495e-06,1.0491753695987934e-10,5.487554537759414e-09,5.487554537759414e-09
1897,5.199104569848194e-06,1.0491753695987934e-10,5.137372463944903e-09,5.137372463944903e-09
1898,5.028326670851259e-06,7.931248515090163e-11,4.633372859988835e-09,4.633372859988835e-09
1899,5.032357291513888e-06,7.931248515090163e-11,4.575423722436816e-09,4.575423722436816e-09
1900,5.186245224259827e-06,9.738308968744645e-11,4.583336059888714e-09,4.583336059888714e-09
