ngram,drawer,drwer,drawr,drawr
1901,5.26244632835317e-06,1.1451977659821771e-10,4.9686043850678226e-09,4.9686043850678226e-09
1902,5.180839512572025e-06,1.1056685923969769e-10,4.991716119816049e-09,4.991716119816049e-09
1903,5.039861077550865e-06,8.430387142345706e-11,4.6908715641994345e-09,4.6908715641994345e-09
1904,5.094060010638454e-06,1.3186509225818607e-10,4.726087679937255e-09,4.726087679937255e-09
1905,5.215920737100532e-06,1.7760567818024343e-10,4.851722959894492e-09,4.851722959894492e-09
1906,5.200494407680318e-06,1.9312066430148585e-10,4.75928109620684e-09,4.75928109620684e-09
1907,5.13188160766731e-06,1.8970023369606944e-10,4.534562788752591e-09,4.534562788752591e-09
1908,5.198565954093023e-06,2.0001245501103223e-10,4.123886470403753e-09,4.123886470403753e-09
1909,5.265997905163593e-06,1.8279416472540992e-10,3.9553640363010345e-09,3.9553640363010345e-09
1910,5.381398750614608e-06,1.5091587503489124e-10,4.0442662552209185e-09,4.0442662552209185e-09
1911,5.3695559602471936e-06,1.4528845190423364e-10,4.159478793143632e-09,4.159478793143632e-09
1912,5.286482844115069e-06,1.2837608159050566e-10,4.098173102460935e-09,4.098173102460935e-09
1913,5.276790034258738e-06,1.2715901446881872e-10,3.7194212471851937e-09,3.7194212471851937e-09
1914,5.143480978274186e-06,1.5635830824534125e-10,3.747508969809132e-09,3.747508969809132e-09
1915,4.990372872271109e-06,1.607868451476107e-10,3.708569959063165e-09,3.708569959063165e-09
1916,4.8973064882115324e-06,2.0594243076749967e-10,3.902297627890659e-09,3.902297627890659e-09
1917,4.809913856921152e-06,2.338738994134282e-10,3.4812542372618184e-09,3.4812542372618184e-09
1918,4.819069350300456e-06,2.3508081889841593e-10,3.45420581027156e-09,3.45420581027156e-09
1919,4.8301220496276594e-06,2.6307559008215923e-10,3.5175251917556646e-09,3.5175251917556646e-09
1920,4.860910589091613e-06,2.487776710826038e-10,3.909808952786063e-09,3.909808952786063e-09
1921,4.846842719936311e-06,2.0492820337495284e-10,3.973959098299165e-09,3.973959098299165e-09
1922,4.8463392496549725e-06,1.7305075824694934e-10,4.116004965431281e-09,4.116004965431281e-09
1923,4.993599499617371e-06,1.2789517262706036e-10,4.239433217177537e-09,4.239433217177537e-09
1924,4.99237090220309e-06,9.996370398113186e-11,4.6124059809622105e-09,4.6124059809622105e-09
1925,4.914658867554473e-06,5.682298679207268e-11,4.839507905529672e-09,4.839507905529672e-09
1926,4.7907370961703625e-06,0.0,5.228553970734343e-09,5.228553970734343e-09
1927,4.713500922142495e-06,0.0,5.124628721375757e-09,5.124628721375757e-09
1928,4.990955598519317e-06,4.5618972884956375e-11,5.013284168750179e-09,5.013284168750179e-09
1929,5.039877448455497e-06,7.090477015049755e-11,4.968058313942996e-09,4.968058313942996e-09
1930,4.837400410906412e-06,7.090477015049755e-11,4.699668559078012e-09,4.699668559078012e-09
1931,4.6517934281707444e-06,9.713777996253218e-11,4.602049313057981e-09,4.602049313057981e-09
1932,4.525030135482666e-06,9.713777996253218e-11,4.433959707331578e-09,4.433959707331578e-09
1933,4.4669862485794254e-06,9.713777996253218e-11,4.073785594574783e-09,4.073785594574783e-09
1934,5.025257483534265e-06,1.1960565474541544e-10,3.977422042516261e-09,3.977422042516261e-09
1935,5.573646149059641e-06,1.1843134806177602e-10,4.009536480609199e-09,4.009536480609199e-09
1936,6.711248618427947e-06,1.7689528016998476e-10,4.240174655834039e-09,4.240174655834039e-09
1937,7.524055977877911e-06,1.7689528016998476e-10,4.3736843036157325e-09,4.3736843036157325e-09
1938,8.503473574299797e-06,2.1591902274068327e-10,4.252703808152855e-09,4.252703808152855e-09
1939,8.662515223737241e-06,2.4081304807386875e-10,4.383549364764658e-09,4.383549364764658e-09
1940,8.671829326496144e-06,2.4081304807386875e-10,4.3770743537610966e-09,4.3770743537610966e-09
1941,7.955354573953497e-06,2.1834517329098547e-10,4.672338230601472e-09,4.672338230601472e-09
1942,6.9419797910086345e-06,1.988085529536221e-10,4.783925700024838e-09,4.783925700024838e-09
1943,5.668990135226133e-06,1.1505882357987218e-10,4.632934797703976e-09,4.632934797703976e-09
1944,4.801396179183419e-06,1.5300146863747192e-10,4.551244333786794e-09,4.551244333786794e-09
1945,3.908608310406894e-06,8.774471625473877e-11,4.6396326780495656e-09,4.6396326780495656e-09
1946,3.769913681545794e-06,7.939879507836066e-11,4.596178231659158e-09,4.596178231659158e-09
1947,3.7679975061369727e-06,1.125127471349582e-10,4.473849227589913e-09,4.473849227589913e-09
1948,3.822800765971936e-06,1.4671274710981967e-10,4.344827862569543e-09,4.344827862569543e-09
1949,3.908013598317796e-06,1.218047012458661e-10,4.215305438037831e-09,4.215305438037831e-09
1950,3.970505758843501e-06,1.3872467658731276e-10,4.053318252467924e-09,4.053318252467924e-09
1951,4.0122956761479145e-06,1.0078203152971303e-10,3.980651554412264e-09,3.980651554412264e-09
1952,3.979480652560596e-06,1.1646598070878611e-10,3.869574628976937e-09,3.869574628976937e-09
1953,3.915559480966684e-06,1.1560711316820666e-10,3.834361082612401e-09,3.834361082612401e-09
1954,3.895653467874841e-06,1.115250729068405e-10,4.048933632816443e-09,4.048933632816443e-09
1955,3.8130842767714057e-06,9.181932496073384e-11,3.911643929401163e-09,3.911643929401163e-09
1956,3.6995906417100092e-06,9.181932496073384e-11,3.8629094209089285e-09,3.8629094209089285e-09
1957,3.5147272033749947e-06,1.0038680105438149e-10,3.7334457113148895e-09,3.7334457113148895e-09
1958,3.4239303658978315e-06,1.122886089666153e-10,3.6654378262771357e-09,3.6654378262771357e-09
1959,3.416667108727519e-06,1.0789859878584146e-10,3.5638671379091745e-09,3.5638671379091745e-09
1960,3.438978118148433e-06,9.220936216961358e-11,3.4076500351635073e-09,3.4076500351635073e-09
1961,3.3624674610369506e-06,7.443301927193398e-11,3.1465909560474917e-09,3.1465909560474917e-09
1962,3.3583948087263186e-06,5.993876724317917e-11,3.0559473681738123e-09,3.0559473681738123e-09
1963,3.332790713882007e-06,5.993876724317917e-11,2.9977535691878235e-09,2.9977535691878235e-09
1964,3.292983105244015e-06,3.445131580808487e-11,2.9894104017610547e-09,2.9894104017610547e-09
1965,3.200488241158642e-06,4.017967109819815e-11,2.939993835683806e-09,2.939993835683806e-09
1966,3.0398407813793582e-06,4.647187495931959e-11,3.030905812043524e-09,3.030905812043524e-09
1967,2.873951773705942e-06,4.647187495931959e-11,2.8180492542670012e-09,2.8180492542670012e-09
1968,2.76453608551362e-06,5.2929389046266604e-11,2.7309447084685903e-09,2.7309447084685903e-09
1969,2.631270003153726e-06,7.088316045233967e-11,2.765191599505913e-09,2.765191599505913e-09
1970,2.5390336304553784e-06,1.0596119616655488e-10,2.799877631330462e-09,2.799877631330462e-09
1971,2.4993888538509575e-06,1.328138987677363e-10,2.771201300179525e-09,2.771201300179525e-09
1972,2.412202677857879e-06,1.1518373556538921e-10,2.8443159256446346e-09,2.8443159256446346e-09
1973,2.3735297937881635e-06,9.75975927059685e-11,2.76909006835524e-09,2.76909006835524e-09
1974,2.3712258163348972e-06,1.138925987250897e-10,2.8452476565275576e-09,2.8452476565275576e-09
1975,2.4032943721457352e-06,1.123985160897004e-10,2.8389474580693884e-09,2.8389474580693884e-09
1976,2.4407544450306366e-06,9.444474468362734e-11,2.8188554030655108e-09,2.8188554030655108e-09
1977,2.4721135949740917e-06,6.739311985454982e-11,2.815292348452252e-09,2.815292348452252e-09
1978,2.539899404447559e-06,5.686027442537116e-11,3.003971579421513e-09,3.003971579421513e-09
1979,2.609019442648527e-06,6.498797531863585e-11,2.84440569510634e-09,2.84440569510634e-09
1980,2.680851529086275e-06,7.282480273580155e-11,2.788856764571587e-09,2.788856764571587e-09
1981,2.768214309461265e-06,8.704899103127519e-11,2.6674080721988958e-09,2.6674080721988958e-09
1982,2.8329952458859353e-06,7.824148571097415e-11,2.6070498775660714e-09,2.6070498775660714e-09
1983,2.902486357925227e-06,1.1525401367411853e-10,2.493926049800572e-09,2.493926049800572e-09
1984,3.011205827923342e-06,1.2927938382510463e-10,2.377926998166556e-09,2.377926998166556e-09
1985,3.038378508790629e-06,1.1295952665310186e-10,2.0699362224263496e-09,2.0699362224263496e-09
1986,3.110250385621579e-06,1.1864893591427362e-10,2.046772624402544e-09,2.046772624402544e-09
1987,3.177893436908822e-06,1.3087451063352263e-10,1.837582895371424e-09,1.837582895371424e-09
1988,3.217458275425348e-06,1.1421813594132096e-10,1.7958370029142706e-09,1.7958370029142706e-09
1989,3.3161030127562948e-06,1.1345865269122132e-10,1.6257654191141414e-09,1.6257654191141414e-09
1990,3.391149513325737e-06,1.163908984072989e-10,1.4502445435025736e-09,1.4502445435025736e-09
1991,3.428543582880853e-06,1.0747765425660788e-10,1.35908681134619e-09,1.35908681134619e-09
1992,3.487137779042574e-06,1.3928938607680027e-10,1.3048703863459211e-09,1.3048703863459211e-09
1993,3.5217154358438814e-06,1.6412043202637276e-10,1.1900293607679048e-09,1.1900293607679048e-09
1994,3.586410977212446e-06,1.960830689286462e-10,1.190633686880866e-09,1.190633686880866e-09
1995,3.6051616072135014e-06,2.0138164399940983e-10,1.1887124459367522e-09,1.1887124459367522e-09
1996,3.6338195903746443e-06,2.073337107158909e-10,1.2135731705268223e-09,1.2135731705268223e-09
1997,3.713065715211477e-06,2.0190408174723474e-10,1.2672195197944396e-09,1.2672195197944396e-09
1998,3.8130737201364743e-06,2.0609890778138558e-10,1.2707810676764503e-09,1.2707810676764503e-09
1999,3.9810312760632116e-06,1.797104201561872e-10,1.248970355709795e-09,1.248970355709795e-09
2000,4.134972674104834e-06,1.5144712269979773e-10,1.2449581841624179e-09,1.2449581841624179e-09
2001,4.268545580998762e-06,1.0956354375345003e-10,1.1216280364807168e-09,1.1216280364807168e-09
2002,4.471079786786244e-06,1.1187636432343138e-10,1.1779861451368033e-09,1.1779861451368033e-09
2003,4.595579282197702e-06,1.1474669726301606e-10,1.1711650458958088e-09,1.1711650458958088e-09
2004,4.7298607179462645e-06,1.0546428313995548e-10,1.1557382273430505e-09,1.1557382273430505e-09
2005,4.914472486104517e-06,1.1297388718967127e-10,1.0959864841072635e-09,1.0959864841072635e-09
2006,5.1541744271941885e-06,1.1269721515121717e-10,1.0413671671015224e-09,1.0413671671015224e-09
2007,5.471400982060004e-06,1.2914816190685256e-10,9.659269733270597e-10,9.659269733270597e-10
2008,5.929795081881041e-06,1.1900670181451212e-10,9.646021838425968e-10,9.646021838425968e-10
2009,6.269735877140192e-06,1.016811657194345e-10,7.437606522727894e-10,7.437606522727894e-10
2010,6.5902284274800745e-06,9.030065038971382e-11,6.648351393222032e-10,6.648351393222032e-10
2011,7.108074896677863e-06,6.506791980220861e-11,6.944922414930943e-10,6.944922414930943e-10
2012,7.48685416900636e-06,4.022495283290921e-11,6.312434226123693e-10,6.312434226123693e-10
2013,7.664736455938379e-06,3.507838067636929e-11,6.194838134529082e-10,6.194838134529082e-10
2014,7.835101444340711e-06,8.242575273114434e-12,5.859095550001367e-10,5.859095550001367e-10
2015,7.743517081897672e-06,1.3673246562762031e-11,5.882826170644506e-10,5.882826170644506e-10
2016,7.752875782378915e-06,9.524567394701501e-12,6.301240798986133e-10,6.301240798986133e-10
2017,7.88472220847325e-06,6.335783171255531e-12,6.587253659207093e-10,6.587253659207093e-10
2018,7.706255655648419e-06,7.602939805506637e-12,5.369955535794446e-10,5.369955535794446e-10
2019,7.573993457299366e-06,9.503674756883296e-12,5.123836840925655e-10,5.123836840925655e-10
