ngram,candidate,candiate,candate,candiate
1758,3.816995071507076e-06,0.0,0.0,0.0
1759,4.5029232426583936e-06,0.0,0.0,0.0
1760,4.202440582698078e-06,0.0,0.0,0.0
1761,4.018589606857859e-06,0.0,0.0,0.0
1762,4.379698891300775e-06,0.0,0.0,0.0
1763,4.531264266915969e-06,0.0,0.0,0.0
1764,4.843207437131371e-06,0.0,0.0,0.0
1765,5.471807883493186e-06,0.0,0.0,0.0
1766,6.1893702292893844e-06,0.0,0.0,0.0
1767,6.5564720119125146e-06,0.0,0.0,0.0
1768,7.0676906034350395e-06,0.0,0.0,0.0
1769,7.228853974083904e-06,0.0,0.0,0.0
1770,7.298996933968738e-06,0.0,0.0,0.0
1771,7.2527340567570974e-06,0.0,0.0,0.0
1772,6.819159222816649e-06,0.0,0.0,0.0
1773,5.838116067025112e-06,0.0,0.0,0.0
1774,5.689292460634274e-06,2.672463139674619e-09,0.0,2.672463139674619e-09
1775,5.453092918677223e-06,2.672463139674619e-09,0.0,2.672463139674619e-09
1776,5.105098547833872e-06,2.672463139674619e-09,0.0,2.672463139674619e-09
1777,5.510313972730988e-06,2.672463139674619e-09,0.0,2.672463139674619e-09
1778,5.327444471601796e-06,2.672463139674619e-09,0.0,2.672463139674619e-09
1779,5.457381056268267e-06,2.672463139674619e-09,0.0,2.672463139674619e-09
1780,5.926105846551114e-06,2.672463139674619e-09,0.0,2.672463139674619e-09
1781,6.478910433673134e-06,0.0,0.0,0.0
1782,6.92332300137163e-06,0.0,0.0,0.0
1783,7.2507592839039196e-06,0.0,0.0,0.0
1784,7.231328579239614e-06,0.0,0.0,0.0
1785,7.614015560518185e-06,0.0,0.0,0.0
1786,8.247106831861726e-06,1.3400983180287896e-09,0.0,1.3400983180287896e-09
1787,8.185665917283456e-06,1.3400983180287896e-09,0.0,1.3400983180287896e-09
1788,7.89797988025904e-06,1.3400983180287896e-09,0.0,1.3400983180287896e-09
1789,8.113931211742706e-06,1.3400983180287896e-09,0.0,1.3400983180287896e-09
1790,8.266602825252839e-06,1.3400983180287896e-09,0.0,1.3400983180287896e-09
1791,8.099292634662042e-06,1.3400983180287896e-09,0.0,1.3400983180287896e-09
1792,8.130863664389056e-06,1.3400983180287896e-09,0.0,1.3400983180287896e-09
1793,7.391565889390352e-06,0.0,0.0,0.0
1794,7.29053077260947e-06,1.9959711344037193e-09,0.0,1.9959711344037193e-09
1795,7.6281671681499574e-06,1.9959711344037193e-09,0.0,1.9959711344037193e-09
1796,7.3634891383075484e-06,1.9959711344037193e-09,0.0,1.9959711344037193e-09
1797,7.369639986011732e-06,3.1298184361665857e-09,0.0,3.1298184361665857e-09
1798,7.769900873557032e-06,3.1298184361665857e-09,0.0,3.1298184361665857e-09
1799,8.157050030734223e-06,3.1298184361665857e-09,0.0,3.1298184361665857e-09
1800,8.337920267617197e-06,3.953146254787043e-09,0.0,3.953146254787043e-09
1801,8.777130850441089e-06,2.885856062054667e-09,0.0,2.885856062054667e-09
1802,1.0941911568806972e-05,3.754109658059081e-09,0.0,3.754109658059081e-09
1803,1.1298935013266081e-05,3.754109658059081e-09,0.0,3.754109658059081e-09
1804,1.1594028754708624e-05,3.2304174573433944e-09,0.0,3.2304174573433944e-09
1805,1.1356951875183898e-05,4.5288050135435955e-09,0.0,4.5288050135435955e-09
1806,1.0829451184690697e-05,4.5288050135435955e-09,0.0,4.5288050135435955e-09
1807,1.0819665996158229e-05,3.705477194923138e-09,0.0,3.705477194923138e-09
1808,1.0297528530957476e-05,3.7182490102744784e-09,0.0,3.7182490102744784e-09
1809,8.254387921624584e-06,2.8499954142700646e-09,1.809248148124506e-10,2.8499954142700646e-09
1810,8.16044595402283e-06,3.5038083545657628e-09,1.809248148124506e-10,3.5038083545657628e-09
1811,8.011148500892367e-06,2.893653253518583e-09,1.1184605781216256e-09,2.893653253518583e-09
1812,7.950226063258015e-06,1.595265697318382e-09,1.1184605781216256e-09,1.595265697318382e-09
1813,8.045277094684675e-06,1.595265697318382e-09,1.312439982089789e-09,1.595265697318382e-09
1814,8.379256217137612e-06,1.804223833826565e-09,1.312439982089789e-09,1.804223833826565e-09
1815,8.940393724645088e-06,4.146163174694501e-09,1.312439982089789e-09,4.146163174694501e-09
1816,8.866600832594226e-06,4.146163174694501e-09,1.1315151672773384e-09,4.146163174694501e-09
1817,8.631309875844246e-06,3.4923502343988032e-09,1.1315151672773384e-09,3.4923502343988032e-09
1818,8.661184438096825e-06,3.4923502343988032e-09,1.9397940396816337e-10,3.4923502343988032e-09
1819,8.692718048613252e-06,3.4923502343988032e-09,1.9397940396816337e-10,3.4923502343988032e-09
1820,8.837525066545432e-06,3.4923502343988032e-09,0.0,3.4923502343988032e-09
1821,8.60349350010178e-06,3.797609116062972e-09,0.0,3.797609116062972e-09
1822,8.516867248025456e-06,8.885237307814415e-10,0.0,8.885237307814415e-10
1823,8.864902546130387e-06,8.885237307814415e-10,1.4046276840064464e-10,8.885237307814415e-10
1824,9.156908033349151e-06,1.2908837808213646e-09,2.74582785080619e-10,1.2908837808213646e-09
1825,9.465567407979897e-06,1.670734185919644e-09,2.74582785080619e-10,1.670734185919644e-09
1826,9.881254300125875e-06,1.670734185919644e-09,3.9308102804471087e-10,1.670734185919644e-09
1827,1.042009716911707e-05,1.670734185919644e-09,3.9308102804471087e-10,1.670734185919644e-09
1828,1.1229790158852535e-05,1.156517167747292e-09,3.9308102804471087e-10,1.156517167747292e-09
1829,1.1450713697870793e-05,1.063307568977783e-09,3.9308102804471087e-10,1.063307568977783e-09
1830,1.152405444112706e-05,1.5398302632974037e-09,2.5261825964406626e-10,1.5398302632974037e-09
1831,1.1688078822252074e-05,1.2303648734755613e-09,1.1849824296409191e-10,1.2303648734755613e-09
1832,1.1938695414366001e-05,1.020813386202032e-09,1.1849824296409191e-10,1.020813386202032e-09
1833,1.2311744415325978e-05,1.2682481731474127e-09,0.0,1.2682481731474127e-09
1834,1.2252783432943812e-05,1.8496695603736108e-09,0.0,1.8496695603736108e-09
1835,1.1990604694541876e-05,1.9334529612256647e-09,0.0,1.9334529612256647e-09
1836,1.1769838498107024e-05,1.952600565362823e-09,0.0,1.952600565362823e-09
1837,1.1762577871974958e-05,2.0956091544605773e-09,0.0,2.0956091544605773e-09
1838,1.1781704805408871e-05,2.2316917441018394e-09,1.5265149461945223e-10,2.2316917441018394e-09
1839,1.1633268513833173e-05,2.21295569963991e-09,1.5265149461945223e-10,2.21295569963991e-09
1840,1.1587310837057885e-05,2.1922788108673176e-09,3.794093927922404e-10,2.1922788108673176e-09
1841,1.1672061321275709e-05,2.1007007006928244e-09,5.193646148070132e-10,2.1007007006928244e-09
1842,1.152840195572935e-05,2.503440819724899e-09,8.234418226647579e-10,2.503440819724899e-09
1843,1.1673068911477458e-05,2.4654942214803147e-09,1.2168890022629902e-09,2.4654942214803147e-09
1844,1.1497418329651867e-05,2.113094366151813e-09,1.350454716307427e-09,2.113094366151813e-09
1845,1.1759964893696764e-05,2.0843334042857417e-09,1.5982357976745171e-09,2.0843334042857417e-09
1846,1.1664160280945777e-05,2.258873040997652e-09,2.4461022731157657e-09,2.258873040997652e-09
1847,1.1422477005648293e-05,2.2745370031884704e-09,2.7041880956701903e-09,2.2745370031884704e-09
1848,1.1187954182137868e-05,2.05813210918393e-09,3.001734273842617e-09,2.05813210918393e-09
1849,1.1849157220110231e-05,2.0015248823414466e-09,2.912615212505695e-09,2.0015248823414466e-09
1850,1.1924768581853381e-05,1.7866966715653275e-09,2.709047668731606e-09,1.7866966715653275e-09
1851,1.2034110763384628e-05,1.705279623858453e-09,2.9469107154511676e-09,1.705279623858453e-09
1852,1.1859946815612992e-05,1.6567480482747904e-09,3.102655402439528e-09,1.6567480482747904e-09
1853,1.2427413561714015e-05,2.1027949936858192e-09,2.882160351650295e-09,2.1027949936858192e-09
1854,1.2755926945828833e-05,1.961376854581991e-09,3.0033389743420814e-09,1.961376854581991e-09
1855,1.3036095619359653e-05,1.950447216435082e-09,2.6183393231349328e-09,1.950447216435082e-09
1856,1.2712011604370283e-05,1.5702297279889572e-09,2.7512727968875036e-09,1.5702297279889572e-09
1857,1.3286295273116724e-05,2.0041020866644134e-09,2.8983327484054045e-09,2.0041020866644134e-09
1858,1.361909406633848e-05,2.279215812116066e-09,2.8725250749468093e-09,2.279215812116066e-09
1859,1.3520145980042539e-05,2.371248653781117e-09,2.3772772004905717e-09,2.371248653781117e-09
1860,1.3163514787655523e-05,1.6600944071790531e-09,2.420853073559215e-09,1.6600944071790531e-09
1861,1.3213337167274273e-05,1.785037407569285e-09,2.5491575517122556e-09,1.785037407569285e-09
1862,1.3509583628287406e-05,2.079711407056349e-09,2.9424019728655335e-09,2.079711407056349e-09
1863,1.3580569819688598e-05,2.268702004037948e-09,2.9764134014596623e-09,2.268702004037948e-09
1864,1.3311989278008696e-05,1.975740222220119e-09,2.7336640570244495e-09,1.975740222220119e-09
1865,1.3884773839630985e-05,1.8244979654064813e-09,2.8745350227105907e-09,1.8244979654064813e-09
1866,1.4569971816464594e-05,1.7577388909474833e-09,3.0790433536154183e-09,1.7577388909474833e-09
1867,1.5250035955562322e-05,2.388143000813565e-09,2.926645544957093e-09,2.388143000813565e-09
1868,1.571914020002753e-05,2.655124961162666e-09,2.326753821359416e-09,2.655124961162666e-09
1869,1.6722044555146048e-05,3.087589374649115e-09,2.118522960234007e-09,3.087589374649115e-09
1870,1.7111778496265678e-05,3.186791655959301e-09,2.0322751259627125e-09,3.186791655959301e-09
1871,1.7688321219923508e-05,3.3230196689564603e-09,2.059813066144857e-09,3.3230196689564603e-09
1872,1.754143678616466e-05,3.1362889507668967e-09,1.73712785426058e-09,3.1362889507668967e-09
1873,1.7699136411205734e-05,3.8955405647276925e-09,2.0178126471291436e-09,3.8955405647276925e-09
1874,1.820127519230092e-05,3.760511243669892e-09,2.095373874411166e-09,3.760511243669892e-09
1875,1.804834131949714e-05,3.829193002362936e-09,2.4022041181634026e-09,3.829193002362936e-09
1876,1.7430776227099288e-05,2.9162098133131818e-09,2.739668555510174e-09,2.9162098133131818e-09
1877,1.770207303966994e-05,2.927834863442058e-09,2.7935300739301283e-09,2.927834863442058e-09
1878,1.731401217901813e-05,2.8935092417319605e-09,2.9620847679418763e-09,2.8935092417319605e-09
1879,1.71157402551866e-05,3.1896198618827245e-09,3.2870713135529125e-09,3.1896198618827245e-09
1880,1.7624198725180967e-05,2.483616558444725e-09,3.6288892525858175e-09,2.483616558444725e-09
1881,1.7581661398123417e-05,2.6532552742177172e-09,3.1906065091545445e-09,2.6532552742177172e-09
1882,1.775737239638277e-05,2.35092146543587e-09,3.916085963443347e-09,2.35092146543587e-09
1883,1.771164794003458e-05,2.5954837802798026e-09,3.790823020567911e-09,2.5954837802798026e-09
1884,1.7561813625174443e-05,3.0697615402023158e-09,3.593860827980474e-09,3.0697615402023158e-09
1885,1.810859222522205e-05,3.2438511083603724e-09,3.942090051215327e-09,3.2438511083603724e-09
1886,1.836688378326861e-05,3.4318348956270076e-09,3.949891747012657e-09,3.4318348956270076e-09
1887,1.78699959048702e-05,3.6714055605204165e-09,3.2830230438969058e-09,3.6714055605204165e-09
1888,1.7672004365262444e-05,3.2154252593841193e-09,3.989286028500365e-09,3.2154252593841193e-09
1889,1.815503466267338e-05,3.2440284744187207e-09,3.267446456258126e-09,3.2440284744187207e-09
1890,1.8331695693112643e-05,3.2516461586798837e-09,3.0706865463057754e-09,3.2516461586798837e-09
1891,1.860245070669667e-05,2.8375324946848325e-09,3.6094683908416414e-09,2.8375324946848325e-09
1892,1.8509995892860127e-05,2.845063264343496e-09,3.195672107888673e-09,2.845063264343496e-09
1893,1.8903940144809894e-05,2.9991489609264885e-09,3.275618887244036e-09,2.9991489609264885e-09
1894,1.9115325682962846e-05,3.015390508715703e-09,3.452199050433892e-09,3.015390508715703e-09
1895,1.9069827041156323e-05,3.4440119327833988e-09,2.905676223439814e-09,3.4440119327833988e-09
1896,1.8808941344364678e-05,3.4855993329736226e-09,2.6545752580225165e-09,3.4855993329736226e-09
1897,1.9285578153877786e-05,3.6397510085249353e-09,2.7174232070897072e-09,3.6397510085249353e-09
1898,1.9642085005346287e-05,3.4826045380853543e-09,2.314697513026788e-09,3.4826045380853543e-09
1899,1.980468186957296e-05,3.812113212399635e-09,2.4724737336865944e-09,3.812113212399635e-09
1900,1.9870665450330955e-05,3.6474079471001832e-09,2.329626380692673e-09,3.6474079471001832e-09
1901,2.0108605635219385e-05,3.4184392459581302e-09,2.0347945867931524e-09,3.4184392459581302e-09
1902,2.038386264757719e-05,3.6151405044141225e-09,3.1635628402629632e-09,3.6151405044141225e-09
1903,2.0846362791157196e-05,3.6522735946675766e-09,3.208845760533612e-09,3.6522735946675766e-09
1904,2.0658248883721952e-05,3.549767717864987e-09,3.1625545039913406e-09,3.549767717864987e-09
1905,2.084403344529814e-05,3.907107859468795e-09,3.0569061567778786e-09,3.907107859468795e-09
1906,2.10921087792875e-05,3.9435052207841585e-09,2.8916239244328577e-09,3.9435052207841585e-09
1907,2.14517604035791e-05,4.021083228294182e-09,2.7362827242123036e-09,4.021083228294182e-09
1908,2.1785995808646214e-05,4.6012246393952896e-09,2.8256049722230614e-09,4.6012246393952896e-09
1909,2.2394245596452883e-05,4.725668205957894e-09,1.737574830050294e-09,4.725668205957894e-09
1910,2.300249824267147e-05,5.21304900834098e-09,1.567357101249302e-09,5.21304900834098e-09
1911,2.3171214706962928e-05,5.783058603421003e-09,1.3118214471046536e-09,5.783058603421003e-09
1912,2.2958863025581066e-05,6.009202342076898e-09,1.2009296434285182e-09,6.009202342076898e-09
1913,2.2910379162307697e-05,6.043566155459043e-09,1.098103189727568e-09,6.043566155459043e-09
1914,2.2435382041814072e-05,6.129715655691013e-09,1.0097642503893921e-09,6.129715655691013e-09
1915,2.2105234425647984e-05,5.86631797107527e-09,1.072641445903117e-09,5.86631797107527e-09
1916,2.1487457031201173e-05,5.569012679578529e-09,9.40113140113219e-10,5.569012679578529e-09
1917,2.0893014412389937e-05,5.608838536476566e-09,1.0667639727917383e-09,5.608838536476566e-09
1918,2.052275288276308e-05,5.10412658170724e-09,1.1822081964168213e-09,5.10412658170724e-09
1919,2.0424703637088116e-05,4.822132471105078e-09,1.2664008651265745e-09,4.822132471105078e-09
1920,2.0041228708578274e-05,4.994033884843572e-09,1.5000423284458213e-09,4.994033884843572e-09
