ngram,emotion,emoton,emotin,emotion
1599,1.7470805541311814e-06,0.0,0.0,1.7470805541311814e-06
1600,8.334445331976375e-07,0.0,0.0,8.334445331976375e-07
1601,1.22409225663692e-06,0.0,0.0,1.22409225663692e-06
1602,1.6416951292999978e-06,0.0,0.0,1.6416951292999978e-06
1603,1.6416951292999978e-06,0.0,0.0,1.6416951292999978e-06
1604,2.3001307373046335e-06,0.0,0.0,2.3001307373046335e-06
1605,2.255896820965323e-06,0.0,0.0,2.255896820965323e-06
1606,3.2969382378463967e-06,0.0,0.0,3.2969382378463967e-06
1607,2.8709138989922522e-06,0.0,0.0,2.8709138989922522e-06
1608,2.48026617555297e-06,0.0,0.0,2.48026617555297e-06
1609,2.2513372804106827e-06,0.0,0.0,2.2513372804106827e-06
1610,2.2513372804106827e-06,0.0,0.0,2.2513372804106827e-06
1611,1.2297153944018646e-06,0.0,0.0,1.2297153944018646e-06
1612,1.2297153944018646e-06,0.0,0.0,1.2297153944018646e-06
1613,1.886739775207908e-07,0.0,0.0,1.886739775207908e-07
1614,1.886739775207908e-07,0.0,0.0,1.886739775207908e-07
1615,1.886739775207908e-07,0.0,0.0,1.886739775207908e-07
1616,0.0,0.0,0.0,0.0
1617,1.2354133462265183e-07,0.0,0.0,1.2354133462265183e-07
1618,4.189727584551812e-07,0.0,0.0,4.189727584551812e-07
1619,4.189727584551812e-07,0.0,0.0,4.189727584551812e-07
1620,2.1315342613499003e-06,0.0,0.0,2.1315342613499003e-06
1621,2.1315342613499003e-06,0.0,0.0,2.1315342613499003e-06
1622,2.1315342613499003e-06,0.0,0.0,2.1315342613499003e-06
1623,2.1315342613499003e-06,0.0,0.0,2.1315342613499003e-06
1624,2.0079929267272486e-06,0.0,0.0,2.0079929267272486e-06
1625,1.7125615028947192e-06,0.0,0.0,1.7125615028947192e-06
1626,1.7125615028947192e-06,0.0,0.0,1.7125615028947192e-06
1627,0.0,0.0,0.0,0.0
1628,0.0,0.0,0.0,0.0
1629,0.0,0.0,0.0,0.0
1630,1.7249799709264023e-07,0.0,0.0,1.7249799709264023e-07
1631,2.29177983003735e-07,0.0,0.0,2.29177983003735e-07
1632,5.956825199453826e-07,0.0,0.0,5.956825199453826e-07
1633,5.956825199453826e-07,0.0,0.0,5.956825199453826e-07
1634,5.956825199453826e-07,0.0,0.0,5.956825199453826e-07
1635,5.956825199453826e-07,0.0,0.0,5.956825199453826e-07
1636,5.956825199453826e-07,0.0,0.0,5.956825199453826e-07
1637,4.231845228527423e-07,0.0,0.0,4.231845228527423e-07
1638,3.6650453694164753e-07,0.0,0.0,3.6650453694164753e-07
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,1.964673239334453e-07,0.0,0.0,1.964673239334453e-07
1646,2.9720573430885064e-07,0.0,0.0,2.9720573430885064e-07
1647,2.9720573430885064e-07,0.0,0.0,2.9720573430885064e-07
1648,3.889042058550071e-07,0.0,0.0,3.889042058550071e-07
1649,3.889042058550071e-07,0.0,0.0,3.889042058550071e-07
1650,6.085048848295369e-07,0.0,0.0,6.085048848295369e-07
1651,8.235052908795686e-07,0.0,0.0,8.235052908795686e-07
1652,6.82709363835394e-07,0.0,0.0,6.82709363835394e-07
1653,5.819709534599886e-07,0.0,0.0,5.819709534599886e-07
1654,6.234541396159849e-07,0.0,0.0,6.234541396159849e-07
1655,5.317556680698285e-07,0.0,0.0,5.317556680698285e-07
1656,5.317556680698285e-07,0.0,0.0,5.317556680698285e-07
1657,3.121549890952987e-07,0.0,0.0,3.121549890952987e-07
1658,1.507702173902154e-07,0.0,0.0,1.507702173902154e-07
1659,9.509882050094478e-08,0.0,0.0,9.509882050094478e-08
1660,9.509882050094478e-08,0.0,0.0,9.509882050094478e-08
1661,5.910989062028551e-07,0.0,0.0,5.910989062028551e-07
1662,6.316987659309754e-07,0.0,0.0,6.316987659309754e-07
1663,6.316987659309754e-07,0.0,0.0,6.316987659309754e-07
1664,6.710017471180305e-07,0.0,0.0,6.710017471180305e-07
1665,7.937525806158061e-07,0.0,0.0,7.937525806158061e-07
1666,8.736493758273614e-07,0.0,0.0,8.736493758273614e-07
1667,9.061016917095393e-07,0.0,0.0,9.061016917095393e-07
1668,4.561248516665728e-07,0.0,0.0,4.561248516665728e-07
1669,4.45479084224384e-07,0.0,0.0,4.45479084224384e-07
1670,7.93321601934492e-07,0.0,0.0,7.93321601934492e-07
1671,7.931288134191814e-07,0.0,0.0,7.931288134191814e-07
1672,8.627683517456067e-07,0.0,0.0,8.627683517456067e-07
1673,1.0055573877057862e-06,0.0,0.0,1.0055573877057862e-06
1674,1.168288221720104e-06,0.0,0.0,1.168288221720104e-06
1675,1.1151002894393969e-06,0.0,0.0,1.1151002894393969e-06
1676,1.0851461971534654e-06,0.0,0.0,1.0851461971534654e-06
1677,9.38820875262536e-07,0.0,0.0,9.38820875262536e-07
1678,9.594663968722931e-07,0.0,0.0,9.594663968722931e-07
1679,7.365321599601365e-07,0.0,0.0,7.365321599601365e-07
1680,6.224579018570304e-07,0.0,0.0,6.224579018570304e-07
1681,4.944022943423729e-07,0.0,0.0,4.944022943423729e-07
1682,4.6008379480813997e-07,0.0,0.0,4.6008379480813997e-07
1683,6.366216211972642e-07,0.0,0.0,6.366216211972642e-07
1684,6.3965548438968e-07,0.0,0.0,6.3965548438968e-07
1685,6.203114334571833e-07,0.0,0.0,6.203114334571833e-07
1686,6.524980774104603e-07,0.0,0.0,6.524980774104603e-07
1687,5.850865940309242e-07,0.0,0.0,5.850865940309242e-07
1688,1.0770579917464472e-06,0.0,0.0,1.0770579917464472e-06
1689,1.1086291615518867e-06,0.0,0.0,1.1086291615518867e-06
1690,9.736319169308314e-07,0.0,0.0,9.736319169308314e-07
1691,8.180129640322775e-07,0.0,0.0,8.180129640322775e-07
1692,7.776013006832727e-07,0.0,0.0,7.776013006832727e-07
1693,1.0045036467382879e-06,0.0,0.0,1.0045036467382879e-06
1694,9.87689107643876e-07,0.0,0.0,9.87689107643876e-07
1695,5.061241848482365e-07,0.0,0.0,5.061241848482365e-07
1696,8.05217873838566e-07,0.0,0.0,8.05217873838566e-07
1697,2.3286042879330386e-06,0.0,0.0,2.3286042879330386e-06
1698,2.3522710778576894e-06,0.0,0.0,2.3522710778576894e-06
1699,2.3653406182282718e-06,0.0,0.0,2.3653406182282718e-06
1700,2.0831798589629865e-06,0.0,0.0,2.0831798589629865e-06
1701,2.0974613456863674e-06,0.0,0.0,2.0974613456863674e-06
1702,2.0199273283846457e-06,0.0,0.0,2.0199273283846457e-06
1703,1.7113448892912077e-06,0.0,0.0,1.7113448892912077e-06
1704,1.810649601046472e-07,0.0,0.0,1.810649601046472e-07
1705,3.282533843470706e-07,0.0,0.0,3.282533843470706e-07
1706,5.920684295850671e-07,0.0,0.0,5.920684295850671e-07
1707,6.285257886215081e-07,0.0,0.0,6.285257886215081e-07
1708,7.441926287908376e-07,0.0,0.0,7.441926287908376e-07
1709,7.922926934205472e-07,0.0,0.0,7.922926934205472e-07
1710,8.90715438929744e-07,0.0,0.0,8.90715438929744e-07
1711,8.754530296885475e-07,0.0,0.0,8.754530296885475e-07
1712,6.665291292863782e-07,0.0,0.0,6.665291292863782e-07
1713,4.0046255885986935e-07,0.0,0.0,4.0046255885986935e-07
1714,5.650090183654097e-07,0.0,0.0,5.650090183654097e-07
1715,4.333198475592326e-07,0.0,0.0,4.333198475592326e-07
1716,4.117846574201524e-07,0.0,0.0,4.117846574201524e-07
1717,3.6005214403595734e-07,0.0,0.0,3.6005214403595734e-07
1718,5.109861232556665e-07,0.0,0.0,5.109861232556665e-07
1719,5.198773160535503e-07,0.0,0.0,5.198773160535503e-07
1720,5.634260682135001e-07,0.0,0.0,5.634260682135001e-07
1721,4.850630627320893e-07,0.0,0.0,4.850630627320893e-07
1722,5.165114629335221e-07,0.0,0.0,5.165114629335221e-07
1723,6.813770495130354e-07,0.0,0.0,6.813770495130354e-07
1724,6.595717556885055e-07,0.0,0.0,6.595717556885055e-07
1725,8.421948811993778e-07,0.0,0.0,8.421948811993778e-07
1726,8.863152507793919e-07,0.0,0.0,8.863152507793919e-07
1727,9.003756409648693e-07,0.0,0.0,9.003756409648693e-07
1728,8.619691089149586e-07,0.0,0.0,8.619691089149586e-07
1729,8.970836761688718e-07,0.0,0.0,8.970836761688718e-07
1730,7.874855936864021e-07,0.0,0.0,7.874855936864021e-07
1731,8.101856272852663e-07,0.0,0.0,8.101856272852663e-07
1732,5.698972976071153e-07,0.0,0.0,5.698972976071153e-07
1733,5.762700132956005e-07,0.0,0.0,5.762700132956005e-07
1734,6.007540248122365e-07,0.0,0.0,6.007540248122365e-07
1735,6.264574900732052e-07,0.0,0.0,6.264574900732052e-07
1736,5.758360909372381e-07,0.0,0.0,5.758360909372381e-07
1737,6.87809302592411e-07,0.0,0.0,6.87809302592411e-07
1738,1.0190445120120524e-06,0.0,0.0,1.0190445120120524e-06
1739,9.742403262537534e-07,0.0,0.0,9.742403262537534e-07
1740,1.053738202472232e-06,0.0,0.0,1.053738202472232e-06
1741,1.1390675638267567e-06,0.0,0.0,1.1390675638267567e-06
1742,1.1502998883575595e-06,0.0,0.0,1.1502998883575595e-06
1743,1.2080275512614338e-06,0.0,0.0,1.2080275512614338e-06
1744,1.1749281319290667e-06,0.0,0.0,1.1749281319290667e-06
1745,1.171654828015432e-06,0.0,0.0,1.171654828015432e-06
1746,1.3975062367015717e-06,0.0,0.0,1.3975062367015717e-06
1747,1.6220843203232756e-06,0.0,0.0,1.6220843203232756e-06
1748,1.691345557576694e-06,0.0,0.0,1.691345557576694e-06
1749,1.8575817567320233e-06,0.0,0.0,1.8575817567320233e-06
1750,2.216492751878312e-06,0.0,0.0,2.216492751878312e-06
1751,2.8695502091328047e-06,0.0,0.0,2.8695502091328047e-06
1752,2.799402474400787e-06,0.0,0.0,2.799402474400787e-06
1753,3.129341491460634e-06,0.0,0.0,3.129341491460634e-06
1754,3.5374386503203174e-06,0.0,0.0,3.5374386503203174e-06
1755,4.183904301109058e-06,0.0,0.0,4.183904301109058e-06
1756,4.858742191312818e-06,0.0,0.0,4.858742191312818e-06
1757,5.207429824492595e-06,0.0,0.0,5.207429824492595e-06
1758,5.58387111076237e-06,0.0,0.0,5.58387111076237e-06
1759,8.975221395043523e-06,0.0,0.0,8.975221395043523e-06
1760,9.181928232594925e-06,0.0,0.0,9.181928232594925e-06
1761,9.196095301636628e-06,0.0,0.0,9.196095301636628e-06
1762,9.53343299313149e-06,0.0,0.0,9.53343299313149e-06
1763,9.331953606306342e-06,0.0,0.0,9.331953606306342e-06
1764,9.863113908587756e-06,0.0,0.0,9.863113908587756e-06
1765,9.6337641610132e-06,0.0,0.0,9.6337641610132e-06
1766,6.635955352456742e-06,0.0,0.0,6.635955352456742e-06
1767,6.8008506397226095e-06,0.0,0.0,6.8008506397226095e-06
1768,6.731142353341316e-06,0.0,0.0,6.731142353341316e-06
1769,6.471594068508628e-06,0.0,0.0,6.471594068508628e-06
1770,6.676608011600495e-06,0.0,0.0,6.676608011600495e-06
1771,6.781591374809588e-06,0.0,0.0,6.781591374809588e-06
1772,6.616832901532429e-06,0.0,0.0,6.616832901532429e-06
1773,7.304998494614015e-06,0.0,0.0,7.304998494614015e-06
1774,7.611246214115194e-06,0.0,0.0,7.611246214115194e-06
1775,8.100504731243876e-06,0.0,0.0,8.100504731243876e-06
1776,8.509343972816299e-06,0.0,0.0,8.509343972816299e-06
1777,8.789572737961343e-06,0.0,0.0,8.789572737961343e-06
1778,8.603812342958658e-06,0.0,0.0,8.603812342958658e-06
1779,8.801649723214463e-06,0.0,0.0,8.801649723214463e-06
1780,8.89591092345654e-06,0.0,0.0,8.89591092345654e-06
1781,8.780181880346e-06,0.0,0.0,8.780181880346e-06
1782,9.230122811589223e-06,0.0,0.0,9.230122811589223e-06
1783,9.26953992218062e-06,0.0,0.0,9.26953992218062e-06
1784,9.193656361666009e-06,0.0,0.0,9.193656361666009e-06
1785,1.0704731656525318e-05,0.0,0.0,1.0704731656525318e-05
1786,1.047063330718499e-05,0.0,0.0,1.047063330718499e-05
1787,1.0636621937010204e-05,0.0,0.0,1.0636621937010204e-05
1788,1.067902037123401e-05,1.3065520728819786e-09,0.0,1.067902037123401e-05
1789,1.0528831743223626e-05,1.3065520728819786e-09,0.0,1.0528831743223626e-05
1790,1.0503137218620395e-05,1.3065520728819786e-09,0.0,1.0503137218620395e-05
1791,1.0602507830169219e-05,1.3065520728819786e-09,0.0,1.0602507830169219e-05
1792,9.447764503940042e-06,1.3065520728819786e-09,0.0,9.447764503940042e-06
1793,1.0213304968991516e-05,1.3065520728819786e-09,0.0,1.0213304968991516e-05
1794,1.0153617170414822e-05,1.3065520728819786e-09,0.0,1.0153617170414822e-05
1795,1.021134539769264e-05,9.132721245919129e-10,0.0,1.021134539769264e-05
1796,1.0189757631451357e-05,9.132721245919129e-10,0.0,1.0189757631451357e-05
1797,1.0571610800980125e-05,9.132721245919129e-10,0.0,1.0571610800980125e-05
1798,1.086680393720079e-05,9.132721245919129e-10,0.0,1.086680393720079e-05
1799,1.083740166255406e-05,1.51404171739549e-09,0.0,1.083740166255406e-05
1800,1.0440396311293756e-05,1.51404171739549e-09,0.0,1.0440396311293756e-05
1801,1.0136371072024173e-05,1.51404171739549e-09,0.0,1.0136371072024173e-05
1802,1.0321305515909834e-05,6.00769592803577e-10,0.0,1.0321305515909834e-05
1803,1.0402290692062316e-05,6.00769592803577e-10,0.0,1.0402290692062316e-05
1804,1.0140828895341006e-05,6.00769592803577e-10,0.0,1.0140828895341006e-05
1805,9.97632235209624e-06,6.00769592803577e-10,0.0,9.97632235209624e-06
1806,9.736196261656005e-06,0.0,0.0,9.736196261656005e-06
1807,1.02443538188319e-05,0.0,0.0,1.02443538188319e-05
1808,1.0585935342533048e-05,0.0,0.0,1.0585935342533048e-05
1809,1.0464993855358834e-05,0.0,0.0,1.0464993855358834e-05
1810,1.0268815458402969e-05,2.17937652052009e-10,0.0,1.0268815458402969e-05
1811,1.010228191132358e-05,2.17937652052009e-10,0.0,1.010228191132358e-05
1812,1.0185672571034437e-05,2.17937652052009e-10,0.0,1.0185672571034437e-05
1813,1.0089339022150462e-05,2.17937652052009e-10,1.9397940396816337e-10,1.0089339022150462e-05
1814,1.0222686017056861e-05,2.17937652052009e-10,1.9397940396816337e-10,1.0222686017056861e-05
1815,1.0116255647777247e-05,2.17937652052009e-10,1.9397940396816337e-10,1.0116255647777247e-05
1816,1.0380751778679301e-05,2.17937652052009e-10,1.9397940396816337e-10,1.0380751778679301e-05
1817,1.1138003823621797e-05,0.0,1.9397940396816337e-10,1.1138003823621797e-05
1818,1.1730386307005705e-05,0.0,1.9397940396816337e-10,1.1730386307005705e-05
1819,1.2133047416032891e-05,0.0,1.9397940396816337e-10,1.2133047416032891e-05
1820,1.281608599258886e-05,0.0,0.0,1.281608599258886e-05
1821,1.3492983660918461e-05,0.0,0.0,1.3492983660918461e-05
1822,1.3796316255008736e-05,0.0,0.0,1.3796316255008736e-05
1823,1.412538287175786e-05,0.0,0.0,1.412538287175786e-05
1824,1.4054737870797648e-05,0.0,0.0,1.4054737870797648e-05
1825,1.4020394961075258e-05,0.0,0.0,1.4020394961075258e-05
1826,1.392158953551968e-05,0.0,0.0,1.392158953551968e-05
1827,1.4009906408318784e-05,0.0,0.0,1.4009906408318784e-05
1828,1.3394710159835605e-05,0.0,0.0,1.3394710159835605e-05
1829,1.2858867454009929e-05,0.0,0.0,1.2858867454009929e-05
1830,1.3259249109458843e-05,0.0,0.0,1.3259249109458843e-05
1831,1.3194669398736941e-05,0.0,9.289466021808072e-11,1.3194669398736941e-05
1832,1.3499359088850074e-05,0.0,1.780441191304557e-10,1.3499359088850074e-05
1833,1.3886553460906725e-05,0.0,1.780441191304557e-10,1.3886553460906725e-05
1834,1.3686792434392764e-05,0.0,1.780441191304557e-10,1.3686792434392764e-05
1835,1.3807452627848501e-05,0.0,2.618275199825096e-10,1.3807452627848501e-05
1836,1.4499766881012224e-05,0.0,5.620722379592483e-10,1.4499766881012224e-05
1837,1.4140068742563017e-05,0.0,5.620722379592483e-10,1.4140068742563017e-05
1838,1.43558897564487e-05,7.632574730972611e-11,5.455033250508937e-10,1.43558897564487e-05
1839,1.4334916029058928e-05,7.632574730972611e-11,4.603538661385187e-10,1.4334916029058928e-05
1840,1.4221145517824749e-05,7.632574730972611e-11,4.603538661385187e-10,1.4221145517824749e-05
1841,1.4640429981227499e-05,1.463033583171125e-10,4.603538661385187e-10,1.4640429981227499e-05
1842,1.4865446506259364e-05,1.463033583171125e-10,3.7657046528646477e-10,1.4865446506259364e-05
1843,1.528243319626199e-05,2.774524181831899e-10,7.632574730972611e-11,1.528243319626199e-05
1844,1.5525181229999623e-05,3.442352752054083e-10,7.632574730972611e-11,1.5525181229999623e-05
1845,1.5610977763052298e-05,4.0138705851130597e-10,6.673876530781188e-11,1.5610977763052298e-05
1846,1.5549125367085382e-05,4.666075581472029e-10,6.673876530781188e-11,1.5549125367085382e-05
1847,1.5911280440507524e-05,4.666075581472029e-10,6.673876530781188e-11,1.5911280440507524e-05
1848,1.575748605578805e-05,3.966299471398165e-10,1.2142644033121186e-10,1.575748605578805e-05
1849,1.5781726298363147e-05,3.966299471398165e-10,1.2142644033121186e-10,1.5781726298363147e-05
1850,1.5388698037505882e-05,2.654808872737391e-10,1.2142644033121186e-10,1.5388698037505882e-05
1851,1.5351814129514552e-05,2.451266253470205e-10,1.6785503542671165e-10,1.5351814129514552e-05
1852,1.5277409407385028e-05,1.1164909473139671e-10,1.0111627011889977e-10,1.5277409407385028e-05
1853,1.5281958310099852e-05,4.642859509549981e-11,1.0111627011889977e-10,1.5281958310099852e-05
1854,1.4981696559906205e-05,4.642859509549981e-11,1.0111627011889977e-10,1.4981696559906205e-05
1855,1.482550526686412e-05,4.642859509549981e-11,4.642859509549981e-11,1.482550526686412e-05
1856,1.473412339692004e-05,4.642859509549981e-11,4.642859509549981e-11,1.473412339692004e-05
1857,1.4763275430595968e-05,4.642859509549981e-11,4.642859509549981e-11,1.4763275430595968e-05
1858,1.430945485481061e-05,0.0,0.0,1.430945485481061e-05
1859,1.3937867411836383e-05,0.0,0.0,1.3937867411836383e-05
1860,1.3633082354707377e-05,0.0,0.0,1.3633082354707377e-05
1861,1.3277579975173076e-05,0.0,0.0,1.3277579975173076e-05
1862,1.3054336964809668e-05,1.1143654253333222e-10,1.1143654253333222e-10,1.3054336964809668e-05
1863,1.2679735716249394e-05,1.5917442364177248e-10,1.1143654253333222e-10,1.2679735716249394e-05
1864,1.2398887520248536e-05,1.5917442364177248e-10,1.1143654253333222e-10,1.2398887520248536e-05
1865,1.2464595783967525e-05,1.5917442364177248e-10,1.1143654253333222e-10,1.2464595783967525e-05
1866,1.2511287552894959e-05,1.5917442364177248e-10,1.1143654253333222e-10,1.2511287552894959e-05
1867,1.2799730939150322e-05,4.184491681729392e-10,1.1143654253333222e-10,1.2799730939150322e-05
1868,1.2983410800058795e-05,4.184491681729392e-10,1.1143654253333222e-10,1.2983410800058795e-05
1869,1.3062042853562161e-05,3.0701262563960693e-10,0.0,1.3062042853562161e-05
1870,1.3232663669831319e-05,2.592747445311667e-10,0.0,1.3232663669831319e-05
1871,1.3179131331396223e-05,2.592747445311667e-10,0.0,1.3179131331396223e-05
1872,1.3185475966435791e-05,2.592747445311667e-10,0.0,1.3185475966435791e-05
1873,1.2937787557478129e-05,2.592747445311667e-10,0.0,1.2937787557478129e-05
1874,1.2419554358140366e-05,0.0,0.0,1.2419554358140366e-05
1875,1.2066012719255273e-05,0.0,0.0,1.2066012719255273e-05
1876,1.1994954417917012e-05,0.0,0.0,1.1994954417917012e-05
1877,1.1780518824317759e-05,3.4951672508601714e-11,0.0,1.1780518824317759e-05
1878,1.17716363092768e-05,7.123703214619224e-11,0.0,1.17716363092768e-05
1879,1.1579818289776864e-05,7.123703214619224e-11,0.0,1.1579818289776864e-05
1880,1.162399829419363e-05,7.123703214619224e-11,3.2886683455833425e-11,1.162399829419363e-05
1881,1.1608170098043047e-05,7.123703214619224e-11,3.2886683455833425e-11,1.1608170098043047e-05
1882,1.1580904096522967e-05,7.123703214619224e-11,3.2886683455833425e-11,1.1580904096522967e-05
1883,1.1317781692404033e-05,7.123703214619224e-11,3.2886683455833425e-11,1.1317781692404033e-05
1884,1.1139762396591582e-05,3.6285359637590526e-11,3.2886683455833425e-11,1.1139762396591582e-05
1885,1.0941259980817059e-05,0.0,3.2886683455833425e-11,1.0941259980817059e-05
1886,1.072779143994142e-05,0.0,6.047529937142876e-11,1.072779143994142e-05
1887,1.0599804227240384e-05,0.0,2.7588615915595328e-11,1.0599804227240384e-05
1888,1.050254611202815e-05,0.0,2.7588615915595328e-11,1.050254611202815e-05
1889,1.0550290166325535e-05,0.0,2.7588615915595328e-11,1.0550290166325535e-05
1890,1.0769750978007714e-05,5.059138029141406e-11,2.7588615915595328e-11,1.0769750978007714e-05
1891,1.0884581310425087e-05,5.059138029141406e-11,2.7588615915595328e-11,1.0884581310425087e-05
1892,1.0926825000621778e-05,5.059138029141406e-11,2.7588615915595328e-11,1.0926825000621778e-05
1893,1.1118419024569448e-05,5.059138029141406e-11,0.0,1.1118419024569448e-05
1894,1.110501320259313e-05,5.059138029141406e-11,0.0,1.110501320259313e-05
1895,1.122274859101578e-05,5.059138029141406e-11,0.0,1.122274859101578e-05
1896,1.1400622107820319e-05,5.059138029141406e-11,1.9380425835586427e-11,1.1400622107820319e-05
1897,1.1498249607809288e-05,0.0,3.795718104905786e-11,1.1498249607809288e-05
1898,1.1439279790335735e-05,0.0,5.599534923041359e-11,1.1439279790335735e-05
1899,1.1419258823609977e-05,0.0,5.599534923041359e-11,1.1419258823609977e-05
1900,1.1286839253443759e-05,0.0,5.599534923041359e-11,1.1286839253443759e-05
1901,1.1169053712884696e-05,1.7136686910771257e-11,5.599534923041359e-11,1.1169053712884696e-05
1902,1.0889662657323892e-05,1.7136686910771257e-11,5.599534923041359e-11,1.0889662657323892e-05
