ngram,population,populaton,poplation,popuulation
1571,2.970821307306843e-06,0.0,0.0,0.0
1572,2.970821307306843e-06,0.0,0.0,0.0
1573,2.970821307306843e-06,0.0,0.0,0.0
1574,2.970821307306843e-06,0.0,0.0,0.0
1575,2.970821307306843e-06,0.0,0.0,0.0
1576,4.5068044788162555e-07,0.0,0.0,0.0
1577,4.5068044788162555e-07,0.0,0.0,0.0
1578,1.896159087014634e-06,0.0,0.0,0.0
1579,1.896159087014634e-06,0.0,0.0,0.0
1580,1.896159087014634e-06,0.0,0.0,0.0
1581,1.896159087014634e-06,0.0,0.0,0.0
1582,1.896159087014634e-06,0.0,0.0,0.0
1583,6.732327165082097e-06,0.0,0.0,0.0
1584,6.732327165082097e-06,0.0,0.0,0.0
1585,5.286848525949088e-06,0.0,0.0,0.0
1586,5.286848525949088e-06,0.0,0.0,0.0
1587,5.286848525949088e-06,0.0,0.0,0.0
1588,5.956354341053936e-06,0.0,0.0,0.0
1589,8.570524836873769e-06,0.0,0.0,0.0
1590,3.54365196082134e-06,0.0,0.0,0.0
1591,3.54365196082134e-06,0.0,0.0,0.0
1592,3.54365196082134e-06,0.0,0.0,0.0
1593,3.7669286874526212e-06,0.0,0.0,0.0
1594,4.102191854014693e-06,0.0,0.0,0.0
1595,3.4326860389098457e-06,0.0,0.0,0.0
1596,1.0289337686637218e-06,0.0,0.0,0.0
1597,1.4448974557775987e-05,0.0,0.0,0.0
1598,2.0951360154088305e-05,0.0,0.0,0.0
1599,2.378122771265875e-05,0.0,0.0,0.0
1600,2.6114097019152333e-05,0.0,0.0,0.0
1601,2.6560129299468827e-05,0.0,0.0,0.0
1602,2.8961345768558594e-05,0.0,0.0,0.0
1603,2.8750927542984884e-05,0.0,0.0,0.0
1604,1.5922262718959246e-05,0.0,0.0,0.0
1605,9.644750905733548e-06,0.0,0.0,0.0
1606,8.496565556015412e-06,0.0,0.0,0.0
1607,8.179910683533567e-06,0.0,0.0,0.0
1608,7.3986152366550025e-06,0.0,0.0,0.0
1609,5.186072745086026e-06,0.0,0.0,0.0
1610,5.186072745086026e-06,0.0,0.0,0.0
1611,8.123975411373457e-06,0.0,0.0,0.0
1612,7.899101628286839e-06,0.0,0.0,0.0
1613,6.696850846310554e-06,0.0,0.0,0.0
1614,4.457359685667532e-06,0.0,0.0,0.0
1615,4.457359685667532e-06,0.0,0.0,0.0
1616,5.710383837660109e-06,0.0,0.0,0.0
1617,5.710383837660109e-06,0.0,0.0,0.0
1618,5.269352186587639e-06,0.0,0.0,0.0
1619,5.494421186215602e-06,0.0,0.0,0.0
1620,8.037157239674084e-06,0.0,0.0,0.0
1621,8.037157239674084e-06,0.0,0.0,0.0
1622,8.881338138572964e-06,0.0,0.0,0.0
1623,1.4444409170469693e-05,0.0,0.0,0.0
1624,1.9073707059240924e-05,0.0,0.0,0.0
1625,1.572548442904268e-05,0.0,0.0,0.0
1626,2.7440750402872383e-05,0.0,0.0,0.0
1627,2.441858292253788e-05,0.0,0.0,0.0
1628,2.7563141104889966e-05,0.0,0.0,0.0
1629,2.7049077581458342e-05,0.0,0.0,0.0
1630,2.0044308420048245e-05,0.0,0.0,0.0
1631,1.5811770448895652e-05,0.0,0.0,0.0
1632,1.6086648851601888e-05,0.0,0.0,0.0
1633,4.420499473261381e-06,0.0,0.0,0.0
1634,5.161008435347217e-06,0.0,0.0,0.0
1635,2.016450252995128e-06,0.0,0.0,0.0
1636,1.9468661126406265e-06,0.0,0.0,0.0
1637,1.9468661126406265e-06,0.0,0.0,0.0
1638,1.5501061950219861e-06,0.0,0.0,0.0
1639,2.9105026442266535e-06,0.0,0.0,0.0
1640,2.7391251040041553e-06,0.0,0.0,0.0
1641,2.4763928406303293e-06,0.0,0.0,0.0
1642,2.4763928406303293e-06,0.0,0.0,0.0
1643,2.215859605517575e-06,0.0,0.0,0.0
1644,2.3991825384785315e-06,0.0,0.0,0.0
1645,3.823570645116499e-06,0.0,0.0,0.0
1646,2.4905110080908344e-06,0.0,0.0,0.0
1647,3.9483862467802415e-06,0.0,0.0,0.0
1648,4.1583480684234275e-06,0.0,0.0,0.0
1649,4.471259168375192e-06,0.0,0.0,0.0
1650,4.5151793049821464e-06,0.0,0.0,0.0
1651,4.718857086670271e-06,0.0,0.0,0.0
1652,5.911024690671443e-06,0.0,0.0,0.0
1653,5.834936818668471e-06,0.0,0.0,0.0
1654,4.274253525084402e-06,0.0,0.0,0.0
1655,3.760824146833589e-06,0.0,0.0,0.0
1656,4.036908377104607e-06,0.0,0.0,0.0
1657,4.1042059706342116e-06,0.0,0.0,0.0
1658,5.21844306636662e-06,0.0,0.0,0.0
1659,4.145912214426062e-06,0.0,0.0,0.0
1660,4.400833672337155e-06,0.0,0.0,0.0
1661,4.535204490301632e-06,0.0,0.0,0.0
1662,4.48269492738161e-06,0.0,0.0,0.0
1663,4.28786946875854e-06,0.0,0.0,0.0
1664,4.294560678122902e-06,0.0,0.0,0.0
1665,2.7933228677414135e-06,0.0,0.0,0.0
1666,1.5688851898890529e-06,0.0,0.0,0.0
1667,3.846283147725314e-06,0.0,0.0,0.0
1668,3.7556655456683075e-06,0.0,0.0,0.0
1669,3.783636421823238e-06,0.0,0.0,0.0
1670,3.5827123952003603e-06,0.0,0.0,0.0
1671,3.464803455699439e-06,0.0,0.0,0.0
1672,3.563205861415294e-06,0.0,0.0,0.0
1673,3.2931044212805967e-06,0.0,0.0,0.0
1674,5.671881869570175e-07,0.0,0.0,0.0
1675,5.234349710495476e-07,0.0,0.0,0.0
1676,4.166110260582302e-07,0.0,0.0,0.0
1677,2.2336518108139509e-07,0.0,0.0,0.0
1678,2.632023239357295e-07,0.0,0.0,0.0
1679,1.6479991821987433e-07,0.0,0.0,0.0
1680,1.8772189288743642e-07,0.0,0.0,0.0
1681,1.0054735477232107e-06,0.0,0.0,0.0
1682,1.1466007825739716e-06,0.0,0.0,0.0
1683,1.1036542722259973e-06,0.0,0.0,0.0
1684,1.1620974313635607e-06,0.0,0.0,0.0
1685,1.4657594168251568e-06,0.0,0.0,0.0
1686,1.9630851519585642e-06,0.0,0.0,0.0
1687,1.9730776159576635e-06,0.0,0.0,0.0
1688,1.2159785934987407e-06,0.0,0.0,0.0
1689,1.1379936982588594e-06,0.0,0.0,0.0
1690,1.5533995240600364e-06,0.0,0.0,0.0
1691,1.4949563649224729e-06,0.0,0.0,0.0
1692,2.0508429047692644e-06,0.0,0.0,0.0
1693,1.6475707533507894e-06,0.0,0.0,0.0
1694,1.8334116305140924e-06,0.0,0.0,0.0
1695,1.972830525736364e-06,0.0,0.0,0.0
1696,1.9254341318790987e-06,0.0,0.0,0.0
1697,3.067608143883912e-06,0.0,0.0,0.0
1698,4.882580439259852e-06,0.0,0.0,0.0
1699,3.98319477109713e-06,0.0,0.0,0.0
1700,3.915136892780018e-06,0.0,0.0,0.0
1701,3.64689583623853e-06,0.0,0.0,0.0
1702,3.414293784333365e-06,0.0,0.0,0.0
1703,3.4095890484309166e-06,0.0,0.0,0.0
1704,1.8520092106249258e-06,0.0,0.0,0.0
1705,1.9968071336100886e-06,0.0,0.0,0.0
1706,2.3844455339729265e-06,0.0,0.0,0.0
1707,2.358449828575106e-06,0.0,0.0,0.0
1708,2.37774156326103e-06,0.0,0.0,0.0
1709,2.389766579418457e-06,0.0,0.0,0.0
1710,2.843530984770431e-06,0.0,0.0,0.0
1711,2.853223313487823e-06,0.0,0.0,0.0
1712,8.934530951267204e-07,0.0,0.0,0.0
1713,5.490867554921611e-07,0.0,0.0,0.0
1714,1.8412542114479687e-06,0.0,0.0,0.0
1715,1.821962476762045e-06,0.0,0.0,0.0
1716,1.8099374606046176e-06,0.0,0.0,0.0
1717,1.3604146563547407e-06,0.0,0.0,0.0
1718,1.3507223276373485e-06,0.0,0.0,0.0
1719,1.4099861676949591e-06,0.0,0.0,0.0
1720,1.4754476416507195e-06,0.0,0.0,0.0
1721,2.35840534149442e-07,0.0,0.0,0.0
1722,1.240426804827166e-06,0.0,0.0,0.0
1723,1.240426804827166e-06,0.0,0.0,0.0
1724,1.3308205463350272e-06,0.0,0.0,0.0
1725,1.3455264524152102e-06,0.0,0.0,0.0
1726,1.3373625965381767e-06,0.0,0.0,0.0
1727,1.3449552288388337e-06,0.0,0.0,0.0
1728,1.6293320044269421e-06,0.0,0.0,0.0
1729,6.374896871972981e-07,0.0,0.0,0.0
1730,6.374896871972981e-07,0.0,0.0,0.0
1731,7.40815325782153e-07,0.0,0.0,0.0
1732,7.448849917831726e-07,0.0,0.0,0.0
1733,8.272556288245272e-07,0.0,0.0,0.0
1734,8.761048734738454e-07,0.0,0.0,0.0
1735,5.65035453600363e-07,0.0,0.0,0.0
1736,5.52291500152283e-07,0.0,0.0,0.0
1737,1.2098461650923907e-06,0.0,0.0,0.0
1738,1.0832212211653314e-06,0.0,0.0,0.0
1739,1.3907682228721439e-06,0.0,0.0,0.0
1740,1.9012035445647207e-06,0.0,0.0,0.0
1741,2.187570781789613e-06,0.0,0.0,0.0
1742,2.1744578221825705e-06,0.0,0.0,0.0
1743,2.6271333116564425e-06,0.0,0.0,0.0
1744,1.9963630098881628e-06,0.0,0.0,0.0
1745,1.9139857627692436e-06,0.0,0.0,0.0
1746,1.7320245220275865e-06,0.0,0.0,0.0
1747,1.316871925536946e-06,0.0,0.0,0.0
1748,1.0655145337474487e-06,0.0,0.0,0.0
1749,1.0626703499383439e-06,0.0,0.0,0.0
1750,1.5699257208520327e-06,0.0,0.0,0.0
1751,1.8643638424821672e-06,0.0,0.0,0.0
1752,2.347789023003445e-06,0.0,0.0,0.0
1753,2.691274866200339e-06,0.0,0.0,0.0
1754,2.608963922869277e-06,0.0,0.0,0.0
1755,2.539791133975606e-06,0.0,0.0,0.0
1756,2.7757536794784495e-06,0.0,0.0,0.0
1757,2.1934180917274456e-06,0.0,0.0,0.0
1758,1.9094866234224483e-06,0.0,0.0,0.0
1759,1.885262361968541e-06,0.0,0.0,0.0
1760,1.8099270643493322e-06,0.0,0.0,0.0
1761,3.9283476058114634e-06,0.0,0.0,0.0
1762,4.457250331110377e-06,0.0,0.0,0.0
1763,4.747886720224415e-06,0.0,0.0,0.0
1764,6.396791552073669e-06,0.0,0.0,0.0
1765,7.579727610261346e-06,0.0,0.0,0.0
1766,8.089826581324036e-06,0.0,0.0,0.0
1767,9.037674772116588e-06,0.0,0.0,0.0
1768,9.071467957255663e-06,0.0,0.0,0.0
1769,1.232599639219448e-05,0.0,0.0,0.0
1770,1.3106982091163186e-05,0.0,0.0,0.0
1771,1.3863186528137053e-05,0.0,2.6326438172320975e-09,0.0
1772,1.4224608548829565e-05,0.0,2.6326438172320975e-09,0.0
1773,1.5912784095105182e-05,0.0,2.6326438172320975e-09,0.0
1774,1.686944960965775e-05,0.0,2.6326438172320975e-09,0.0
1775,1.69452960108174e-05,0.0,2.6326438172320975e-09,0.0
1776,1.4612163795391098e-05,0.0,2.6326438172320975e-09,0.0
1777,1.5477370132949935e-05,0.0,2.6326438172320975e-09,0.0
1778,1.4672058698904169e-05,0.0,0.0,0.0
1779,1.529858270389793e-05,0.0,0.0,0.0
1780,1.582889061475206e-05,0.0,0.0,0.0
1781,1.5399519205467576e-05,0.0,0.0,0.0
1782,1.537522400342693e-05,0.0,0.0,0.0
1783,1.7258048761245197e-05,0.0,0.0,0.0
1784,1.8302758560041964e-05,0.0,0.0,0.0
1785,1.9472613400596727e-05,0.0,0.0,0.0
1786,1.9956697932294836e-05,0.0,0.0,0.0
1787,1.9905396194579744e-05,0.0,0.0,0.0
1788,2.195438329571126e-05,0.0,0.0,0.0
1789,2.5204710254911333e-05,3.4901544511610284e-09,0.0,0.0
1790,2.614008060066096e-05,3.4901544511610284e-09,0.0,0.0
1791,2.804928953992203e-05,3.4901544511610284e-09,0.0,0.0
1792,2.9355209855046788e-05,3.4901544511610284e-09,0.0,0.0
1793,3.033391268607894e-05,3.4901544511610284e-09,0.0,0.0
1794,3.115344588877633e-05,3.4901544511610284e-09,0.0,0.0
1795,3.1463519917451777e-05,3.4901544511610284e-09,0.0,0.0
1796,3.098305829293427e-05,0.0,0.0,0.0
1797,3.267571316558003e-05,5.66923650881433e-10,0.0,0.0
1798,3.169558372714424e-05,5.66923650881433e-10,2.314626712518475e-09,0.0
1799,3.21392882532174e-05,5.66923650881433e-10,2.915396305322052e-09,0.0
1800,3.34815706862303e-05,5.66923650881433e-10,2.915396305322052e-09,0.0
1801,3.4302226205389684e-05,5.66923650881433e-10,2.915396305322052e-09,0.0
1802,3.528456805465144e-05,1.0010504488836398e-09,2.915396305322052e-09,0.0
1803,3.5643253535714135e-05,1.7030503673964859e-09,2.915396305322052e-09,0.0
1804,3.702000088066727e-05,1.1361267165150529e-09,2.915396305322052e-09,0.0
1805,3.816638439145338e-05,1.1361267165150529e-09,6.00769592803577e-10,0.0
1806,3.8611415220657364e-05,1.6532269204410405e-09,0.0,0.0
1807,3.8125929027696005e-05,1.8624481480854017e-09,0.0,0.0
1808,3.8700476060122515e-05,2.8039009051080856e-09,4.70726378511342e-10,0.0
1809,4.0305130304269756e-05,2.3697741071058788e-09,8.325760081362432e-10,0.0
1810,4.163692366481493e-05,4.065088281863487e-09,8.325760081362432e-10,0.0
1811,4.16617383182581e-05,4.768240104345369e-09,1.0669599489635369e-09,0.0
1812,4.540137108831134e-05,5.484364914590653e-09,1.0669599489635369e-09,0.0
1813,4.7457842031560305e-05,5.161244114632828e-09,1.4549187568998638e-09,0.0
1814,5.390059647782307e-05,4.952022886988467e-09,1.8728350299162297e-09,0.0
1815,5.806349093160991e-05,4.010570129965783e-09,1.4021086514048875e-09,0.0
1816,6.0986020668808904e-05,4.771261005335045e-09,1.4206044594646171e-09,0.0
1817,6.374317464568386e-05,2.5452944831170855e-09,1.7632996015696074e-09,0.0
1818,6.484652632415029e-05,1.8421426606352043e-09,1.8869853933369184e-09,0.0
1819,6.477647548308596e-05,1.5769101897283073e-09,2.037282834496271e-09,1.5029744115935273e-10
1820,6.577839979269941e-05,1.5303277216866767e-09,1.7967209624864771e-09,1.5029744115935273e-10
1821,6.42106034709806e-05,1.5303277216866767e-09,1.893021707642463e-09,1.5029744115935273e-10
1822,6.372389595656256e-05,1.7798655248059602e-09,2.1425595107617467e-09,1.5029744115935273e-10
1823,6.467499146570585e-05,1.581025723039277e-09,1.7622140730771158e-09,1.5029744115935273e-10
1824,6.541615273038457e-05,1.812038202026705e-09,2.2242390310519713e-09,1.5029744115935273e-10
1825,6.81945842058797e-05,2.065271810712334e-09,2.246019703555646e-09,1.5029744115935273e-10
1826,7.082855674005779e-05,2.3253689608791562e-09,2.2142205053603855e-09,2.3699648592818383e-10
1827,7.46562218409963e-05,2.2825426310950955e-09,2.0668235694338524e-09,2.3699648592818383e-10
1828,7.889296830398962e-05,3.496164976571744e-09,1.8835944867337926e-09,2.3699648592818383e-10
1829,8.244726008602552e-05,3.808821401131622e-09,1.7746052405342994e-09,3.07270764388079e-10
1830,8.481265727563628e-05,3.532883969497342e-09,2.060518882502598e-09,4.025753064240689e-10
1831,8.598612787734185e-05,3.780786556844313e-09,1.4415881028589134e-09,4.025753064240689e-10
1832,8.668481418031401e-05,3.868150783808184e-09,1.3171860744977592e-09,4.025753064240689e-10
1833,8.858906741287293e-05,3.487074343563482e-09,1.363644356163921e-09,1.6557882049588509e-10
1834,8.81050675941099e-05,4.13004544849319e-09,1.4467045498075696e-09,1.6557882049588509e-10
1835,8.689847683334457e-05,4.340740909571293e-09,1.2832834160393857e-09,2.4936222134793896e-10
1836,8.662426262162626e-05,4.454097281479465e-09,1.3679183976021493e-09,4.0427148137059786e-10
1837,8.57470794081954e-05,4.5553906995771905e-09,1.3917703973425383e-09,3.0896693933460794e-10
1838,8.657303156464227e-05,4.134105312049639e-09,1.2059810769063768e-09,3.0896693933460794e-10
1839,8.731491938565991e-05,4.627103271965487e-09,1.177877002283318e-09,3.847483760160182e-10
1840,8.557455917720549e-05,4.675120037132631e-09,1.1640924097682565e-09,4.603343420736142e-10
1841,8.538879670335778e-05,3.997555937067838e-09,1.3609426601541535e-09,5.303119530810006e-10
1842,8.525633581614654e-05,2.8773153383708306e-09,1.558268482502813e-09,6.897903121710109e-10
1843,8.446747960988432e-05,2.791935508180846e-09,1.8576811834845687e-09,4.646067736884569e-10
1844,8.422345542515229e-05,2.6050770112513125e-09,2.416092690994885e-09,4.646067736884569e-10
1845,8.458945792101855e-05,2.6430548226232175e-09,2.8165252669814275e-09,4.646067736884569e-10
1846,8.457635703962296e-05,2.7225460298905902e-09,3.4370474403086095e-09,3.888253370070467e-10
1847,8.558100047853909e-05,2.526432618665808e-09,3.588902825717761e-09,9.192940059981375e-10
1848,8.552181264219274e-05,2.565830357705222e-09,3.6918060989218506e-09,8.493163949907512e-10
1849,8.450923113351954e-05,2.7454089953796566e-09,3.756829767910728e-09,6.06054635048687e-10
1850,8.50105082333487e-05,2.202708134938344e-09,3.2322335284464187e-09,8.908741046452308e-10
1851,8.573185290775395e-05,2.5595027288081796e-09,2.503342168478996e-09,8.908741046452308e-10
1852,8.522201720292546e-05,2.4947939507897435e-09,2.2545943049020625e-09,8.908741046452308e-10
1853,8.426482340187899e-05,1.823003644866158e-09,1.599765193332254e-09,8.908741046452308e-10
1854,8.24066436117781e-05,2.1967076966968234e-09,1.4482434616626604e-09,2.848194695965438e-10
1855,8.129132038448006e-05,2.0873323466500236e-09,1.3279384893292801e-09,2.848194695965438e-10
1856,8.017688690285598e-05,1.7030741103088838e-09,1.0968174146697152e-09,3.345182741920638e-10
1857,7.822868584688487e-05,1.848141108405445e-09,1.4818912287749087e-09,1.459672581218184e-10
1858,7.633740668617455e-05,1.5214120043159441e-09,1.3426054395233272e-09,1.459672581218184e-10
1859,7.513305068381928e-05,1.5019538866591274e-09,1.1909207271137185e-09,1.459672581218184e-10
1860,7.401125913020223e-05,1.4436428164010806e-09,2.2177875409162037e-09,3.2895288477290714e-10
1861,7.294947863556445e-05,8.881223613675462e-10,2.348715365054131e-09,3.854395651854097e-10
1862,7.288280591767813e-05,1.1109954464342105e-09,2.6991075882268743e-09,3.854395651854097e-10
1863,7.456129450084907e-05,1.059335718351611e-09,2.8344775415689583e-09,3.3574076058988973e-10
1864,7.645424921065569e-05,1.0080841756592613e-09,2.6848793347308433e-09,2.865674285170071e-10
1865,7.69581674830988e-05,9.54576326713966e-10,3.127144860519999e-09,5.077001914115848e-10
1866,7.667423778912053e-05,1.214184376057454e-09,3.6580202993669833e-09,6.40419051123331e-10
1867,7.670638608812754e-05,1.1176236642500876e-09,2.6541784008721994e-09,4.574334244722422e-10
1868,7.696833927184343e-05,1.3416821503004733e-09,3.13354386882736e-09,4.4575844206283325e-10
1869,7.695244026503392e-05,1.1979808375465036e-09,2.7581582097622815e-09,4.853443282191807e-10
1870,7.546618663971978e-05,1.3191887978817159e-09,2.7618847209254227e-09,7.387630903846595e-10
1871,7.393363609610657e-05,1.3807837492433146e-09,2.972745795558142e-09,8.539722183366547e-10
1872,7.350655401491426e-05,1.695298068593587e-09,3.1447559477117336e-09,6.328394554420771e-10
1873,7.472415226012734e-05,1.564971874312704e-09,2.8869417650107768e-09,5.001205957303309e-10
1874,7.583089089686317e-05,1.6375098182181652e-09,2.8695830632331975e-09,5.001205957303309e-10
1875,7.675082140069987e-05,1.6942565525138571e-09,2.2281292763207514e-09,8.965742394538369e-10
1876,7.656102804633389e-05,1.921740655497217e-09,2.067277936136845e-09,9.719843025684278e-10
1877,7.578830471694735e-05,1.9974565176486945e-09,1.9041446197576306e-09,8.583722304373558e-10
1878,7.60537399660929e-05,1.9397176404772107e-09,1.784376170631065e-09,8.049240639097986e-10
1879,7.546695581238185e-05,1.6577799926460151e-09,1.3446695661707103e-09,9.794931373921907e-10
1880,7.433785400020756e-05,1.6416901330426219e-09,1.4662485035645189e-09,1.07815318577715e-09
1881,7.30275091232865e-05,1.8615144346613631e-09,1.4885040977574704e-09,1.204415567279682e-09
1882,7.413792523688503e-05,2.002033745134619e-09,1.432978164699656e-09,7.955598045418708e-10
1883,7.50987559773161e-05,1.9523588936008552e-09,1.4205594518162152e-09,7.769317371992506e-10
1884,7.535611283466486e-05,1.8297408191766555e-09,1.3678447144790544e-09,7.591686763357736e-10
1885,7.549113278011126e-05,2.3231114809618703e-09,1.8539282688388526e-09,1.0856617470102391e-09
1886,7.526141416747123e-05,2.417103374595188e-09,2.038011192346494e-09,9.110926735278468e-10
1887,7.576493953820318e-05,2.2592930542281967e-09,2.2513182786264098e-09,1.0058703988783231e-09
1888,7.627579179825261e-05,2.0965286332394075e-09,2.651424464904041e-09,9.336137022205752e-10
1889,7.46746508022105e-05,2.015425731067515e-09,2.979168717276437e-09,1.0582295000600389e-09
1890,7.489287132297509e-05,1.9608102284708805e-09,3.496724354512537e-09,1.0630443787145489e-09
1891,7.57746841242936e-05,2.3508676275493403e-09,3.60512619757003e-09,9.41000749543619e-10
1892,7.532284819587533e-05,1.9595429247485997e-09,3.062133403984392e-09,6.629526729172244e-10
1893,7.486127287847921e-05,1.7483148500347617e-09,3.072468184634707e-09,6.860143465197461e-10
1894,7.376744594824101e-05,2.05198046649662e-09,2.8400810592188463e-09,6.472189827728364e-10
1895,7.329620296202068e-05,2.5134363717300393e-09,2.4518989854322673e-09,5.932132979280524e-10
1896,7.312533125514165e-05,3.045333881893494e-09,2.3306615209201756e-09,5.137096244421459e-10
1897,7.265052720738043e-05,3.4374245275589234e-09,2.15754923450971e-09,4.868338847132035e-10
1898,7.29243308472048e-05,3.484506738704596e-09,2.5223632864929915e-09,5.048720528945592e-10
1899,7.459494580481467e-05,3.6198113792121742e-09,3.072330057030115e-09,4.3864050883587625e-10
1900,7.616267664291496e-05,4.286530083267134e-09,3.371955619486349e-09,5.42073063024086e-10
1901,7.662803441884794e-05,4.752939026480314e-09,3.6475895478663543e-09,5.416608372150427e-10
1902,7.68203753978014e-05,4.833065154435141e-09,3.896818391778214e-09,6.277522886431543e-10
1903,7.736800346590047e-05,4.678207503922798e-09,4.023971061124192e-09,5.821088749913272e-10
1904,7.700526163846786e-05,5.0825369627257746e-09,3.900649771436195e-09,5.395093340330805e-10
1905,7.738980951087018e-05,5.9260650672346824e-09,3.7323024036441305e-09,5.977054783652085e-10
1906,7.626671348199514e-05,6.427927206382427e-09,3.2850363064694322e-09,6.307558344679062e-10
1907,7.613472865029638e-05,6.430770836475728e-09,3.1145298721010508e-09,5.921626502639451e-10
1908,7.745008874085865e-05,6.675380629214292e-09,2.8887938707811145e-09,4.928302825359308e-10
1909,7.780808560450428e-05,7.57149695321654e-09,2.806331008845372e-09,4.618628673958014e-10
1910,7.87493190728128e-05,7.57047770503862e-09,2.710877966549674e-09,5.539495826331223e-10
1911,7.957743426751611e-05,7.396390040120033e-09,3.1244072725858783e-09,5.641759004415547e-10
1912,7.936137054847287e-05,6.656727677015592e-09,3.01460548587532e-09,6.032544503613885e-10
1913,7.965318945934996e-05,6.573056955870373e-09,2.871012522958389e-09,5.36326237389671e-10
1914,8.03277559628311e-05,6.702853764092456e-09,2.826017784864275e-09,6.530560457486598e-10
1915,8.055431992813413e-05,6.6816488849700104e-09,2.846843919332035e-09,6.300356744251953e-10
1916,8.17075976686153e-05,6.472906528236828e-09,3.139580357596523e-09,6.9532653841036e-10
1917,8.243189118469932e-05,7.013580383130602e-09,3.2555268163798293e-09,6.411902080711534e-10
1918,8.32385423044408e-05,7.900130835228732e-09,3.2037409392060567e-09,6.999180798431378e-10
1919,8.427461476198264e-05,8.444570312856773e-09,3.6253293858986726e-09,6.698396956153882e-10
1920,8.618007580350553e-05,8.664759639945681e-09,3.8373941167537035e-09,6.358496745002234e-10
1921,8.892731005159606e-05,9.431738691643789e-09,3.86218028986767e-09,4.312188225544641e-10
1922,9.083680924959481e-05,9.894074892713434e-09,4.212888831440458e-09,4.959465615961278e-10
1923,9.326142753707245e-05,9.995963168307753e-09,4.5763012427154794e-09,4.737454397028631e-10
1924,9.530113519368959e-05,1.0033388215496025e-08,4.719024409333932e-09,6.725535921831798e-10
1925,9.709481465896326e-05,9.24234682437535e-09,4.55502232757762e-09,6.179022729987541e-10
1926,9.962650282042367e-05,9.11223769455611e-09,4.389397607289831e-09,5.785137210548693e-10
