ngram,population,populaton,poplation,popuulation
1927,0.00010208827422632436,9.046376790524034e-09,4.8126245845635046e-09,6.690039633383549e-10
1928,0.00010321148770994373,8.961646472524113e-09,4.85934543397499e-09,7.830513935682047e-10
1929,0.0001046544431509184,8.252663885599532e-09,5.023212956700718e-09,7.370178039296199e-10
1930,0.00010745799538978775,8.448350019563122e-09,4.593644893040911e-09,7.204862024450571e-10
1931,0.00010784474995619218,8.150863222462185e-09,4.4254448359838855e-09,5.043153950001766e-10
1932,0.00010928382419349094,8.625607656702933e-09,4.7698497849881144e-09,5.292347829818514e-10
1933,0.00011127195570484869,9.123595085774078e-09,5.1466292180383076e-09,5.297231740554662e-10
1934,0.00011345448001520708,9.404316373259495e-09,4.776864047175065e-09,4.38499151671807e-10
1935,0.00011536934679108006,9.030467738670365e-09,5.0078051546823386e-09,3.688963876432741e-10
1936,0.00011679647078770878,9.590147660125986e-09,4.758817593954388e-09,4.6488682546387746e-10
1937,0.00011577314684732951,8.812618444510787e-09,5.097611475792161e-09,5.178591583332448e-10
1938,0.00011787071187947211,9.229660401034932e-09,5.3784361091808415e-09,5.52402141886153e-10
1939,0.00011946697174737762,9.527502659827697e-09,5.023908971375184e-09,5.312604542792191e-10
1940,0.00012049671724006268,8.932279868137779e-09,4.770473540004007e-09,5.623059220630619e-10
1941,0.00012066799951883565,9.240946611096693e-09,5.1311159765532466e-09,1.0914094707357792e-09
1942,0.00012134687338922439,9.336159083923284e-09,5.1975222221350185e-09,1.1465969879902766e-09
1943,0.00012193103507992678,9.607742220854983e-09,5.1077959639656e-09,1.278928181612317e-09
1944,0.0001245478290781778,9.68614103210744e-09,4.920596247919613e-09,1.2960442520780292e-09
1945,0.0001270057411082754,9.642412455791925e-09,4.790589639266532e-09,1.2090352489010518e-09
1946,0.00012792590132448822,9.041793599554434e-09,5.178104548316956e-09,1.3081801277157824e-09
1947,0.00012786166501298015,1.0230613562660956e-08,5.392320114237594e-09,1.2804712686989968e-09
1948,0.0001281265223432066,9.695113664268514e-09,5.323984427921655e-09,7.630998452182577e-10
1949,0.00012861699048828865,9.658351325063969e-09,5.131246919428836e-09,7.655046358705825e-10
1950,0.00013060647636718516,8.923443888570709e-09,5.372019210422455e-09,5.373713379037375e-10
1951,0.00013029050439529653,8.773672455220094e-09,5.355453540951365e-09,4.683462506704927e-10
1952,0.00013018920019801174,8.234754021531541e-09,5.689441552801457e-09,5.938178441030776e-10
1953,0.00013226216417803829,8.774259731479463e-09,5.707537426807059e-09,5.547095719268416e-10
1954,0.0001342416154719623,7.766572337633955e-09,5.493669646179049e-09,6.06650333142714e-10
1955,0.00013577328978239426,8.062155070527005e-09,5.620207537455306e-09,6.304273412828718e-10
1956,0.0001378450625842171,7.82726740565311e-09,5.920271891771531e-09,5.957303975520237e-10
1957,0.00013997040722253068,8.59179927203968e-09,5.860207874519574e-09,6.469202752855199e-10
1958,0.00014311603029325073,9.007346804931364e-09,5.8963704395255584e-09,7.069964732700892e-10
1959,0.0001460516276503248,9.768542926938802e-09,5.8651146796405234e-09,6.831703337960095e-10
1960,0.00014905205378974124,9.492108559478701e-09,6.108830711123606e-09,6.580485640521922e-10
1961,0.00015221811190713197,1.0142978647463354e-08,6.34627702770071e-09,6.464814279143788e-10
1962,0.0001555092603666708,1.0307548846201695e-08,6.5043235559463545e-09,6.803202287234253e-10
1963,0.00015882839215919375,1.0987443716763729e-08,6.88234022153519e-09,6.525956243651012e-10
1964,0.00016094012659907873,1.0734442794963733e-08,7.086736213730254e-09,6.315856131739699e-10
1965,0.00016199490970133672,1.1232335696474495e-08,7.232528861525875e-09,6.033599849900436e-10
1966,0.00016489038534928113,1.1565572880353362e-08,7.317549042897196e-09,6.16024457635232e-10
1967,0.00016645690941784,1.2306515552649801e-08,6.947033488151939e-09,6.109236806915521e-10
1968,0.00017081262194551528,1.2460521122851072e-08,6.7921969635977214e-09,5.82874918965613e-10
1969,0.00017572593060322106,1.2858660422157949e-08,6.555862900167345e-09,5.628741956658396e-10
1970,0.00017805940089082078,1.2996793990233918e-08,6.26581688121876e-09,5.495672964325341e-10
1971,0.00018087328810776983,1.3687924317805158e-08,5.947785502209107e-09,5.670874087775652e-10
1972,0.0001847147525820349,1.4819893122210357e-08,5.8045527115016935e-09,5.307503484327672e-10
1973,0.00018580752657726407,1.532091494941109e-08,5.829962354145632e-09,4.494568090723001e-10
1974,0.00018692791594990661,1.6736299838068395e-08,5.738112334492078e-09,4.594772300731924e-10
1975,0.0001861211473754208,1.7949071689266864e-08,5.867000663073441e-09,4.704669392158983e-10
1976,0.0001838136252315183,1.923216049907036e-08,5.916157722448848e-09,4.549068701096916e-10
1977,0.00018332253343292644,2.078573554545723e-08,5.870090382030315e-09,5.168888610780036e-10
1978,0.00018111615333639617,2.1620889205970732e-08,5.817345462487213e-09,5.000282370699288e-10
1979,0.0001794630370568484,2.2566869769694416e-08,5.822006876599062e-09,4.94918546621394e-10
1980,0.00017920089677707956,2.430935757453361e-08,5.475804191032044e-09,4.697389867953333e-10
1981,0.00017754703834985515,2.507810086577982e-08,5.563576710443385e-09,4.258952486315058e-10
1982,0.00017389089875255844,2.5708685212423787e-08,5.218586324977943e-09,3.8255573014955857e-10
1983,0.00017135382014592842,2.668900224632255e-08,5.215477066095835e-09,3.4110572501498485e-10
1984,0.00016795095039664635,2.6417832493003905e-08,4.964639493160965e-09,2.895681730111629e-10
1985,0.0001663939412018018,2.6263352635526515e-08,5.0949770117166995e-09,2.2243704001739013e-10
1986,0.00016331719858239273,2.5604606688846487e-08,5.0088243394189445e-09,1.561962830901439e-10
1987,0.00015993511520459184,2.4043526788578414e-08,4.90579932233004e-09,1.684218578093929e-10
1988,0.00015884703732029135,2.1960466714939945e-08,4.733386127497852e-09,1.7116293501587672e-10
1989,0.00015988220651966652,2.1244143714024436e-08,4.516017115818727e-09,1.9473304913031342e-10
1990,0.00016277914983220398,1.8924375336634317e-08,4.0745114901089406e-09,2.1321534716361208e-10
1991,0.00016378239628725817,1.762662980654893e-08,3.827140699590765e-09,2.093087241226778e-10
1992,0.00016366596849236106,1.6352522764455964e-08,3.3529966739617325e-09,2.075652665618171e-10
1993,0.0001634259138622188,1.4388734013794289e-08,2.87927862504692e-09,2.3286350823793963e-10
1994,0.00016287471225950867,1.3094253935110243e-08,2.676678180689253e-09,2.518198863718116e-10
1995,0.00016157597669267228,1.2033906315878085e-08,2.4015663108960847e-09,2.0968714711006824e-10
1996,0.00015908129197279259,9.879724784310286e-09,2.351857534118754e-09,1.8167920987077757e-10
1997,0.0001539653936301225,9.207894954447023e-09,2.2173488124975295e-09,1.6564947280924994e-10
1998,0.00015126443551188068,8.103861772111389e-09,2.0332508692583976e-09,1.3858091757468216e-10
1999,0.0001490092441339844,7.120678523010935e-09,2.033438148022323e-09,1.2585622524311343e-10
2000,0.00014730901083177223,6.6837683958859935e-09,2.011940947177493e-09,9.364942848977265e-11
2001,0.00014510019848655378,6.069896902565526e-09,1.959830361489675e-09,5.463064821948598e-11
2002,0.00014427327966716672,5.534265553766968e-09,1.815323256794597e-09,4.824351682031214e-11
2003,0.00014260283205658197,5.2864521014685445e-09,1.7202947796438446e-09,2.819349714006896e-11
2004,0.00014103958424779454,4.667246462324621e-09,1.5415746298533657e-09,4.121519990375942e-11
2005,0.00013883594406901726,4.536285632842205e-09,1.3769000780808734e-09,4.040600592209691e-11
2006,0.00013558968618911291,4.309728637455887e-09,1.1869763188216658e-09,4.555257807863684e-11
2007,0.00013242300441821238,3.956442538667813e-09,1.0978808893748392e-09,5.628690023993878e-11
2008,0.00012832742504542693,3.785789745184129e-09,9.448748926134597e-10,5.628690023993878e-11
2009,0.00012439748596599593,3.624271739864428e-09,8.680117339184993e-10,7.28816169121809e-11
2010,0.00012222443911014125,3.21556016734194e-09,8.142246480221818e-10,9.638075258523924e-11
2011,0.00011791703270448904,3.726378094981442e-09,7.252001737218755e-10,7.538627162993552e-11
2012,0.00011468352334174727,3.3487098015174054e-09,6.276846245148856e-10,8.643725071017755e-11
2013,0.00011505823100118764,3.2461166294644225e-09,5.836144325746925e-10,8.129067855363762e-11
2014,0.00011266736276281466,2.8569384397896566e-09,4.858056516589469e-10,9.133935671304779e-11
2015,0.00011056761806165534,2.555918675119427e-09,4.178591659195366e-10,9.133935671304779e-11
2016,0.0001090204667499555,2.3539811290694347e-09,3.828436595521012e-10,8.100312583390691e-11
2017,0.00010685429757965419,2.4167526776105084e-09,2.747072916364779e-10,6.107016165916394e-11
2018,0.00010721412400016561,1.4572461792816681e-09,2.7765390264722355e-10,6.028548216185925e-11
2019,0.0001071711303666234,1.4477676973934095e-09,3.00343624970445e-10,4.732260069917338e-11
