ngram,engine,engin,engie,engne
1587,4.806226050797185e-07,0.0,0.0,0.0
1588,4.806226050797185e-07,6.695058151048475e-07,0.0,0.0
1589,1.0408020248827858e-06,6.695058151048475e-07,0.0,0.0
1590,1.6000820193897068e-06,1.1894571148981673e-06,0.0,0.0
1591,1.6000820193897068e-06,1.1894571148981673e-06,0.0,0.0
1592,1.6000820193897068e-06,1.1894571148981673e-06,0.0,0.0
1593,1.8233587460209883e-06,1.8592872947920114e-06,0.0,0.0
1594,2.493885079145132e-06,1.8592872947920114e-06,0.0,0.0
1595,2.493885079145132e-06,1.1897814796871638e-06,0.0,0.0
1596,2.354542110489482e-06,1.1897814796871638e-06,0.0,0.0
1597,1.7988878815750858e-06,7.90892272561905e-07,0.0,0.0
1598,2.0819471761309876e-05,7.90892272561905e-07,0.0,0.0
1599,2.129111635440495e-05,9.088034208356735e-07,0.0,0.0
1600,2.1919888305481955e-05,2.3897324094182946e-07,0.0,0.0
1601,2.1444685834077453e-05,2.3897324094182946e-07,0.0,0.0
1602,2.1549086552243223e-05,2.3897324094182946e-07,0.0,0.0
1603,2.1952470319774875e-05,2.3897324094182946e-07,0.0,0.0
1604,2.1468221949102633e-05,1.1791114827376856e-07,0.0,0.0
1605,2.8973856355410784e-06,1.1791114827376856e-07,0.0,0.0
1606,2.746061470913576e-06,8.008010711689297e-08,0.0,0.0
1607,3.3870069436099063e-06,8.008010711689297e-08,0.0,0.0
1608,3.591038275122368e-06,8.008010711689297e-08,0.0,0.0
1609,3.6753115344773894e-06,8.008010711689297e-08,0.0,0.0
1610,2.85109131579832e-06,8.008010711689297e-08,0.0,0.0
1611,3.4655649707409405e-06,1.8249238564749248e-07,0.0,0.0
1612,3.015817404567705e-06,1.8249238564749248e-07,0.0,0.0
1613,3.654359829852183e-06,1.0241227853059951e-07,0.0,0.0
1614,2.161365679447564e-06,1.0241227853059951e-07,0.0,0.0
1615,1.7620104862154612e-06,1.0241227853059951e-07,0.0,0.0
1616,1.933761041073012e-06,1.0241227853059951e-07,0.0,0.0
1617,1.933761041073012e-06,1.0241227853059951e-07,0.0,0.0
1618,1.9101502337954505e-06,0.0,0.0,0.0
1619,2.360288233051376e-06,0.0,0.0,0.0
1620,2.308075571428552e-06,0.0,0.0,0.0
1621,2.486493566980893e-06,0.0,0.0,0.0
1622,3.330674465879773e-06,0.0,0.0,0.0
1623,3.5090783155413064e-06,0.0,0.0,0.0
1624,3.957074877039954e-06,0.0,0.0,0.0
1625,3.3662120293748946e-06,0.0,0.0,0.0
1626,2.9160740301189695e-06,0.0,0.0,0.0
1627,2.169195178274614e-06,0.0,0.0,0.0
1628,2.1218004349066177e-06,0.0,0.0,0.0
1629,1.4426782237413654e-06,0.0,0.0,0.0
1630,1.1625968292199623e-06,0.0,0.0,0.0
1631,1.3380801289843345e-06,0.0,0.0,0.0
1632,1.5213323974551583e-06,0.0,0.0,0.0
1633,1.6584251950137383e-06,0.0,0.0,0.0
1634,1.6220720177833364e-06,0.0,0.0,0.0
1635,1.7380079059746225e-06,0.0,0.0,0.0
1636,2.2677044902203695e-06,0.0,0.0,0.0
1637,2.4479182668203847e-06,0.0,0.0,0.0
1638,2.026443512802091e-06,0.0,0.0,0.0
1639,2.232542385627312e-06,1.557404597666131e-07,0.0,0.0
1640,2.095449588068732e-06,1.557404597666131e-07,0.0,0.0
1641,2.0914755996922655e-06,1.557404597666131e-07,0.0,0.0
1642,2.168365954600761e-06,1.557404597666131e-07,0.0,0.0
1643,1.4736106826213863e-06,1.557404597666131e-07,0.0,0.0
1644,1.584618701144791e-06,1.557404597666131e-07,0.0,0.0
1645,1.677314563559256e-06,1.557404597666131e-07,0.0,0.0
1646,1.4894402430140223e-06,0.0,0.0,0.0
1647,1.905622452470977e-06,0.0,0.0,0.0
1648,2.1988214159916552e-06,0.0,0.0,0.0
1649,2.579021903719487e-06,7.822777498794104e-08,0.0,0.0
1650,2.8425427314817042e-06,7.822777498794104e-08,0.0,0.0
1651,2.6365745985198634e-06,1.6422793740795377e-07,0.0,0.0
1652,3.2326159790890026e-06,1.6422793740795377e-07,0.0,0.0
1653,3.106514936592118e-06,1.6422793740795377e-07,0.0,0.0
1654,2.9392318359506523e-06,1.6422793740795377e-07,0.0,0.0
1655,2.875206981960738e-06,1.6422793740795377e-07,0.0,0.0
1656,2.578922971809204e-06,8.600016242001272e-08,0.0,0.0
1657,2.537837604320105e-06,1.138045949541525e-07,0.0,0.0
1658,2.6763776515638582e-06,2.7804432534139778e-08,0.0,0.0
1659,2.107307141484073e-06,2.7804432534139778e-08,0.0,0.0
1660,2.352630563759054e-06,2.7804432534139778e-08,0.0,0.0
1661,2.506843900716506e-06,2.7804432534139778e-08,0.0,0.0
1662,3.4980209712947338e-06,8.8040147058369e-07,0.0,0.0
1663,3.155949977034262e-06,8.8040147058369e-07,6.569497859995213e-08,0.0
1664,4.584239734737951e-06,8.525970380495502e-07,6.569497859995213e-08,0.0
1665,6.306279893968687e-06,8.525970380495502e-07,6.569497859995213e-08,0.0
1666,6.10445324257723e-06,8.525970380495502e-07,6.569497859995213e-08,0.0
1667,5.848658673812679e-06,8.850493539317281e-07,6.569497859995213e-08,0.0
1668,5.708065523484558e-06,8.850493539317281e-07,6.569497859995213e-08,0.0
1669,4.577948812668962e-06,9.236050045404096e-08,6.569497859995213e-08,0.0
1670,4.6668505068022825e-06,1.3100966863735915e-07,0.0,0.0
1671,3.368117018810933e-06,1.3100966863735915e-07,0.0,3.911019267174457e-08
1672,1.5079445907823747e-06,2.2941207435321432e-07,0.0,3.911019267174457e-08
1673,1.5365566282201013e-06,2.5415494470897624e-07,0.0,3.911019267174457e-08
1674,1.6993656605076727e-06,2.2170262882679837e-07,0.0,3.911019267174457e-08
1675,1.7457128446299715e-06,2.2170262882679837e-07,0.0,3.911019267174457e-08
1676,2.008445822606778e-06,1.6179444425493523e-07,0.0,3.911019267174457e-08
1677,2.0553663456926837e-06,1.2314527607161706e-07,0.0,3.911019267174457e-08
1678,1.723293187134394e-06,1.2314527607161706e-07,0.0,0.0
1679,1.4942436052933772e-06,2.4742870355761885e-08,0.0,0.0
1680,1.4724998769517178e-06,1.8101928844771464e-08,0.0,0.0
1681,1.468544679385429e-06,6.285362376599681e-08,0.0,0.0
1682,1.2806443976387527e-06,6.285362376599681e-08,0.0,0.0
1683,8.082327756905475e-07,6.285362376599681e-08,0.0,0.0
1684,6.067155798713689e-07,6.285362376599681e-08,0.0,0.0
1685,9.100903152362402e-07,6.285362376599681e-08,0.0,0.0
1686,9.328775100974391e-07,9.048283037113184e-08,0.0,0.0
1687,8.06164012244283e-07,7.238090152636037e-08,0.0,0.0
1688,1.8869696743552465e-06,2.762920660513503e-08,0.0,0.0
1689,1.829145816145683e-06,2.762920660513503e-08,0.0,0.0
1690,1.8706863979137519e-06,2.762920660513503e-08,0.0,0.0
1691,1.8706863979137519e-06,2.762920660513503e-08,0.0,0.0
1692,1.5473930911217134e-06,7.496529568535542e-08,0.0,0.0
1693,1.4719494377654234e-06,4.7336089080220386e-08,0.0,0.0
1694,1.6182627413335077e-06,4.7336089080220386e-08,0.0,0.0
1695,4.842734508006938e-07,4.7336089080220386e-08,0.0,0.0
1696,4.841148942042699e-07,4.7336089080220386e-08,0.0,0.0
1697,6.042099544499382e-07,4.7336089080220386e-08,0.0,0.0
1698,1.1234762378567861e-05,4.7336089080220386e-08,0.0,0.0
1699,1.1247831918938442e-05,0.0,0.0,0.0
1700,1.126311664734203e-05,0.0,0.0,0.0
1701,1.1165137140421524e-05,0.0,0.0,0.0
1702,1.1030517782728566e-05,0.0,0.0,0.0
1703,1.0978575209565275e-05,0.0,0.0,0.0
1704,1.0825601334220534e-05,0.0,0.0,0.0
1705,3.6904719991071033e-07,0.0,0.0,0.0
1706,4.445807227122194e-07,0.0,0.0,0.0
1707,3.7874605953090524e-07,0.0,0.0,0.0
1708,3.400581302262903e-07,0.0,0.0,0.0
1709,3.281526821703145e-07,0.0,0.0,0.0
1710,2.2279790700606228e-06,0.0,0.0,0.0
1711,2.2483942895438043e-06,0.0,0.0,0.0
1712,2.106986260384604e-06,3.2590260648898295e-08,0.0,0.0
1713,2.2563795271578e-06,3.2590260648898295e-08,0.0,0.0
1714,2.5026605620886196e-06,3.2590260648898295e-08,0.0,0.0
1715,2.560948816819421e-06,3.2590260648898295e-08,0.0,0.0
1716,2.581173575322282e-06,3.2590260648898295e-08,0.0,0.0
1717,7.772856572988271e-07,3.2590260648898295e-08,0.0,0.0
1718,8.798185311726619e-07,3.2590260648898295e-08,0.0,0.0
1719,9.064921105813742e-07,0.0,0.0,0.0
1720,7.862904486241209e-07,9.061128228690255e-09,0.0,0.0
1721,7.556184706507858e-07,2.6581244380200327e-08,0.0,0.0
1722,2.7277672367225544e-06,3.4308831077721284e-08,0.0,0.0
1723,2.8193463249083706e-06,3.4308831077721284e-08,0.0,0.0
1724,2.9354616028090926e-06,3.4308831077721284e-08,0.0,0.0
1725,2.884734227239148e-06,3.4308831077721284e-08,0.0,0.0
1726,2.908507862490036e-06,3.4308831077721284e-08,0.0,0.0
1727,2.9275675095569957e-06,2.5247702849031028e-08,0.0,0.0
1728,2.9136314846514973e-06,7.727586697520955e-09,0.0,0.0
1729,9.818722008146454e-07,0.0,0.0,0.0
1730,1.754357705457161e-06,8.18323796027341e-09,0.0,0.0
1731,1.656664055969616e-06,8.18323796027341e-09,0.0,0.0
1732,1.8136054710079667e-06,8.18323796027341e-09,0.0,0.0
1733,1.8991624577730754e-06,8.18323796027341e-09,0.0,0.0
1734,2.2629961173541754e-06,8.18323796027341e-09,0.0,0.0
1735,2.2367114930992623e-06,8.18323796027341e-09,0.0,0.0
1736,2.4370780887953255e-06,8.18323796027341e-09,0.0,0.0
1737,1.881741728279199e-06,4.8451397560711484e-08,0.0,0.0
1738,2.2286366337149436e-06,5.394321383229388e-08,0.0,0.0
1739,2.1103566447371643e-06,5.717413031902652e-08,0.0,0.0
1740,2.0166349697449604e-06,5.717413031902652e-08,0.0,0.0
1741,1.8843107341126597e-06,5.717413031902652e-08,0.0,0.0
1742,2.1559406815997917e-06,5.717413031902652e-08,0.0,0.0
1743,2.0109841654760075e-06,6.680552390646102e-08,0.0,0.0
1744,2.166884030430083e-06,2.2818186705210663e-08,0.0,0.0
1745,3.0452651458290347e-06,1.7326370433628265e-08,0.0,0.0
1746,3.2094659445647267e-06,1.90734310885026e-08,0.0,0.0
1747,3.733511009938541e-06,7.73015556327599e-08,0.0,0.0
1748,3.7545985865758017e-06,1.0277967734038742e-07,0.0,0.0
1749,3.7760899788606494e-06,1.2260079884640618e-07,0.0,0.0
1750,4.212725441123309e-06,1.1296940525897168e-07,0.0,0.0
1751,4.321283508293813e-06,1.1207448353494393e-07,0.0,0.0
1752,3.6255693040792333e-06,1.1597307368406615e-07,0.0,0.0
1753,4.669573692288915e-06,1.1099509654245918e-07,0.0,0.0
1754,5.116673037264263e-06,6.11351094192969e-08,0.0,0.0
1755,5.941013731509364e-06,1.204297545496859e-07,0.0,0.0
1756,6.1372614774362385e-06,1.218569263272684e-07,0.0,0.0
1757,6.395617089895365e-06,1.4317279019491836e-07,0.0,0.0
1758,6.645172301692323e-06,1.4271123635215384e-07,0.0,0.0
1759,6.564210317654735e-06,1.3881264620303163e-07,0.0,0.0
1760,6.061484977440809e-06,1.627649484398879e-07,0.0,0.0
1761,6.48374290384319e-06,1.5994794593560918e-07,0.0,0.0
1762,6.463699849388961e-06,8.858808924523081e-08,0.0,0.0
1763,6.601489531021798e-06,7.30171450921294e-08,0.0,0.0
1764,7.0384880928031635e-06,5.170128122447945e-08,0.0,0.0
1765,7.524332431785297e-06,4.859369643181058e-08,0.0,0.0
1766,7.766583816451852e-06,4.859369643181058e-08,0.0,0.0
1767,7.957413345138775e-06,2.4641394194954306e-08,0.0,0.0
1768,7.91071092213055e-06,1.9090259278138026e-08,0.0,0.0
1769,7.789245371116391e-06,5.677349130499871e-09,0.0,0.0
1770,8.61204521892692e-06,0.0,0.0,0.0
1771,8.416766961870184e-06,1.053057526892839e-08,0.0,0.0
1772,8.603378254130284e-06,1.053057526892839e-08,0.0,0.0
1773,9.030222177638539e-06,1.053057526892839e-08,0.0,0.0
1774,9.134130972857487e-06,1.3203038408603009e-08,0.0,0.0
1775,1.0037953026247643e-05,2.7646484213050826e-08,0.0,0.0
1776,1.0091303010995034e-05,5.7482549260206335e-08,0.0,0.0
1777,9.527646073235832e-06,5.7482549260206335e-08,0.0,0.0
1778,8.930588007517923e-06,5.529540533392005e-08,0.0,0.0
1779,8.208293950571846e-06,6.041877677530141e-08,0.0,0.0
1780,7.928345049939317e-06,6.511705739699534e-08,0.0,0.0
1781,7.870029808795412e-06,6.244459425732072e-08,0.0,0.0
1782,6.185600666088119e-06,5.663368237865793e-08,0.0,0.0
1783,6.238599910700161e-06,3.114681541254478e-08,0.0,0.0
1784,6.516308725882222e-06,4.612706407312674e-08,0.0,0.0
1785,7.1180992823168964e-06,4.425612232239473e-08,0.0,0.0
1786,7.579375375956131e-06,4.0472849199042164e-08,0.0,0.0
1787,7.675902257428138e-06,3.835285181505047e-08,0.0,0.0
1788,7.654470859311654e-06,4.0965955960814426e-08,0.0,0.0
1789,8.144315350883907e-06,3.5823576486190434e-08,0.0,0.0
1790,8.264984379431034e-06,3.478892374175757e-08,0.0,0.0
1791,8.393604990227946e-06,2.5238506142142925e-08,0.0,0.0
1792,8.628078051385404e-06,2.7472112965451093e-08,0.0,0.0
1793,8.241974228440085e-06,2.711803676851738e-08,0.0,0.0
1794,8.726183425876246e-06,2.7533710105538082e-08,0.0,0.0
1795,9.098999921012105e-06,2.583387808436604e-08,0.0,0.0
1796,9.584805346613784e-06,2.234372363320501e-08,0.0,0.0
1797,9.914275389227051e-06,2.6399185884936775e-08,0.0,5.66923650881433e-10
1798,9.989532567747769e-06,3.022786167404336e-08,0.0,5.66923650881433e-10
1799,1.0422152302323542e-05,2.15217652588251e-08,0.0,5.66923650881433e-10
1800,1.1016732319798653e-05,2.259406262083985e-08,0.0,5.66923650881433e-10
1801,1.0639736241760797e-05,2.610087270125762e-08,0.0,5.66923650881433e-10
1802,1.1119263035652693e-05,3.9079658112736327e-08,0.0,5.66923650881433e-10
1803,1.1407875328066958e-05,5.066265679991895e-08,0.0,5.66923650881433e-10
1804,1.1284661273488642e-05,4.7868812405990213e-08,0.0,0.0
1805,1.109461637887372e-05,4.53619206958982e-08,0.0,0.0
1806,1.1224240552110132e-05,4.8981622059938804e-08,0.0,2.5855010196299387e-10
1807,1.1537868366368847e-05,6.763620393915712e-08,0.0,2.5855010196299387e-10
1808,1.1784101453875856e-05,6.348906924001443e-08,0.0,2.5855010196299387e-10
1809,1.1370984014190202e-05,6.08143498733885e-08,0.0,2.5855010196299387e-10
1810,1.107370020950579e-05,5.4025979372746795e-08,2.17937652052009e-10,2.5855010196299387e-10
1811,1.0915850257983298e-05,5.132488770495261e-08,2.17937652052009e-10,2.5855010196299387e-10
1812,1.1535325159327061e-05,4.481198082447893e-08,2.17937652052009e-10,2.5855010196299387e-10
1813,1.125703823033421e-05,4.6429723462740724e-08,4.1191705602017237e-10,0.0
1814,1.180308013967338e-05,2.8642235916365166e-08,4.1191705602017237e-10,0.0
1815,1.2484377423658901e-05,3.2275965931662295e-08,7.981984755695797e-10,0.0
1816,1.325316796802716e-05,2.353087315474868e-08,9.88371194411895e-10,0.0
1817,1.3231559803118995e-05,2.1820501374035317e-08,7.704335423598861e-10,0.0
1818,1.3409945365440632e-05,2.710682462619169e-08,7.704335423598861e-10,0.0
1819,1.4390003863289686e-05,3.738893689891094e-08,9.207309835192388e-10,1.5029744115935273e-10
1820,1.543074332792977e-05,3.68681948462576e-08,7.267515795510754e-10,2.9769437708588546e-10
1821,1.571307802805677e-05,3.715663738595205e-08,7.267515795510754e-10,2.9769437708588546e-10
1822,1.7366717916697132e-05,3.715818281640233e-08,3.404701600016681e-10,6.720010896949751e-10
1823,1.8012359630249974e-05,3.763565560786576e-08,1.5029744115935273e-10,6.720010896949751e-10
1824,2.114905990830656e-05,4.139152005271691e-08,1.5029744115935273e-10,6.720010896949751e-10
1825,2.2588332285522483e-05,3.5876143706608284e-08,1.5029744115935273e-10,6.720010896949751e-10
1826,2.29282120147088e-05,2.8673274040816717e-08,0.0,5.217036485356224e-10
1827,2.3503462216467597e-05,2.5420560640603592e-08,0.0,3.743067126090896e-10
1828,2.426141691103112e-05,2.6619876588743604e-08,0.0,3.743067126090896e-10
1829,2.538849652669991e-05,2.5901540214233265e-08,0.0,4.91919965079595e-10
1830,2.548357354368948e-05,2.6382785480093063e-08,9.530454203598993e-11,5.872245071155849e-10
1831,2.409006784936147e-05,2.4837660055660697e-08,9.530454203598993e-11,6.801191673336657e-10
1832,2.4551882753647597e-05,2.5746125485527826e-08,9.530454203598993e-11,6.801191673336657e-10
1833,2.5410670527240393e-05,2.6139696375691657e-08,9.530454203598993e-11,6.801191673336657e-10
1834,2.5435422035765703e-05,2.8081175733924672e-08,9.530454203598993e-11,6.801191673336657e-10
1835,2.6599814840925058e-05,2.9532841442200412e-08,9.530454203598993e-11,6.801191673336657e-10
1836,2.5875936054425047e-05,3.22938166367034e-08,9.530454203598993e-11,4.884439202308094e-10
1837,2.775639144861738e-05,3.4128869127617434e-08,0.0,4.705807886219913e-10
1838,2.8728045955566423e-05,3.37950475223384e-08,1.5265149461945223e-10,3.776861284039106e-10
1839,3.014898304952242e-05,3.859136324787674e-08,2.2843293130086247e-10,3.776861284039106e-10
1840,2.9242019341576713e-05,3.692066259069244e-08,3.0401889735845854e-10,3.776861284039106e-10
1841,2.9389149079049404e-05,3.582445578282594e-08,3.0401889735845854e-10,3.776861284039106e-10
1842,2.8643210888341336e-05,3.628442359269814e-08,3.0401889735845854e-10,3.776861284039106e-10
1843,2.9375877472505507e-05,3.369556316507831e-08,4.3516795722453594e-10,2.741650002262881e-10
1844,2.893203730179396e-05,3.323791273958575e-08,4.3516795722453594e-10,1.9672358979911612e-10
1845,2.8051547685338717e-05,3.1680416004828005e-08,3.492552279128956e-10,4.6367865103036365e-10
1846,2.753028846720034e-05,3.098210729238612e-08,3.3869429086738224e-10,5.288991506662605e-10
1847,2.8359202717963073e-05,3.2820035958788396e-08,2.631083248097862e-10,5.895046157571621e-10
1848,2.952869207157554e-05,3.428422447525138e-08,2.631083248097862e-10,5.895046157571621e-10
1849,3.0283040749574347e-05,3.145248861358141e-08,3.168478614399918e-10,5.895046157571621e-10
1850,2.9391762187255415e-05,2.871558762202702e-08,2.3316871052995024e-10,3.92781025958046e-10
1851,2.9212755699908094e-05,2.678579491544042e-08,2.3316871052995024e-10,5.320668152096277e-10
1852,2.9862974770367146e-05,2.884276766630072e-08,1.6642994522213835e-10,3.662348955847859e-10
1853,3.0062360175569275e-05,2.6340580002884702e-08,2.942468094576814e-10,4.94051759820329e-10
1854,3.065208459572334e-05,2.756251810913974e-08,2.942468094576814e-10,6.354537372489841e-10
1855,3.072571156995504e-05,2.9406755379974518e-08,2.942468094576814e-10,7.929589841891373e-10
1856,3.05554671545646e-05,2.9740493496482097e-08,3.3990488201851576e-10,9.420554019407795e-10
1857,3.087612848113557e-05,3.2233205311220966e-08,3.8870342658877833e-10,9.901896287039286e-10
1858,3.1268925470482956e-05,3.2234808092620626e-08,3.8870342658877833e-10,9.085073526815535e-10
1859,3.2844825130138944e-05,3.26233795533426e-08,5.105622036261082e-10,1.0511017651498073e-09
1860,3.3030339182005264e-05,3.292572639931482e-08,3.785200486383644e-10,1.041050027929456e-09
1861,3.37267366765965e-05,3.3078299718373016e-08,4.35006729050867e-10,1.0649893070599096e-09
1862,3.4731502247658295e-05,3.275384864918708e-08,4.907250003175331e-10,1.0746388739197548e-09
1863,3.554414667762883e-05,3.4942013726890764e-08,6.300167927036122e-10,1.4029212593223507e-09
1864,3.658032645554548e-05,3.3982078103836754e-08,6.750337035375611e-10,1.5902626398262803e-09
1865,3.6942750739399344e-05,3.508229211896767e-08,8.07713356516209e-10,1.7537918894916515e-09
1866,3.634071306026142e-05,3.4364866761750686e-08,6.858545794788792e-10,1.952470550316475e-09
1867,3.723896900607672e-05,3.643729762359271e-08,7.112842854389051e-10,2.0719721335485784e-09
1868,3.7255873134459504e-05,3.7323238848736244e-08,6.996093030294962e-10,2.249330705821657e-09
1869,3.728199590113945e-05,3.98284227186098e-08,6.834769179191775e-10,2.2009335465256186e-09
1870,3.7392659058761115e-05,3.875511543429054e-08,8.671521358115188e-10,1.7657912037322937e-09
1871,3.794706935877912e-05,4.068411613949203e-08,1.1316274028949636e-09,1.8143480448199308e-09
1872,3.7905764786825914e-05,4.251886918739599e-08,1.1627545910235832e-09,1.5932152819253531e-09
1873,3.932602599629068e-05,4.514981506125488e-08,1.2017633436009083e-09,1.2678453287229274e-09
1874,4.025498908179413e-05,4.542039633292916e-08,1.2743012875063693e-09,1.1640616962412968e-09
1875,4.155147689743899e-05,4.501764345426247e-08,1.3097196501935367e-09,9.212165236987297e-10
1876,4.189300826900373e-05,4.220238177968635e-08,1.346797732861203e-09,1.0324507677366463e-09
1877,4.2337841607929606e-05,4.239861185949069e-08,9.244331133917427e-10,1.3746827010052698e-09
1878,4.2894624389841086e-05,4.1782710370950685e-08,5.549578415856412e-10,1.1632209719257348e-09
1879,4.460142060582127e-05,4.214731268754284e-08,4.958924382236773e-10,1.7218419943811269e-09
1880,4.4941525889693624e-05,4.316531487802422e-08,5.555437340313116e-10,1.802135829453988e-09
1881,4.546822362629298e-05,4.268277160284535e-08,3.9658087528212805e-10,2.045350595241453e-09
1882,4.606943080684037e-05,4.3233780238389434e-08,3.1635081459186713e-10,2.1441671057712395e-09
1883,4.736239238159864e-05,4.3807836850159476e-08,3.039321017084262e-10,2.2354014908973088e-09
1884,4.881327965579528e-05,4.4924677057776666e-08,5.48019360050286e-10,2.217063968920233e-09
1885,5.032317442653168e-05,4.6977115784687026e-08,5.407572782413692e-10,2.579842403197371e-09
1886,5.152252716860468e-05,4.808076527394535e-08,4.636044564116608e-10,2.2971075517931793e-09
1887,5.340506166768526e-05,4.618087956487216e-08,3.92578376552853e-10,2.3208592032324712e-09
1888,5.456985361109089e-05,4.807662483991797e-08,3.92578376552853e-10,2.2299778055869167e-09
1889,5.616906076154139e-05,4.762527642096107e-08,6.019455350836367e-10,2.363264584026581e-09
1890,5.7969318731920794e-05,5.1680424003767e-08,5.377002791430639e-10,2.2949951938855406e-09
1891,5.9914725820168056e-05,5.48995571542881e-08,2.9361302080120414e-10,2.0824946370520283e-09
1892,6.0514699206188584e-05,5.560994357064633e-08,2.6458974297253034e-10,1.9168044770471025e-09
1893,6.185597054094874e-05,5.536035934434429e-08,2.6006280065945676e-10,1.8254116948160766e-09
1894,6.21795718741071e-05,6.372282409675531e-08,2.545206049888092e-10,1.781074129450896e-09
1895,6.275073870451056e-05,6.711578188450013e-08,2.756918126329515e-10,1.5358932221281358e-09
1896,6.269695378640401e-05,7.314049302716999e-08,8.570507993775424e-11,1.5503187622556425e-09
1897,6.29441045540651e-05,7.155328926192592e-08,1.4143534557816854e-10,1.5017061721118402e-09
1898,6.348200258798897e-05,7.360580970125089e-08,1.7751168194088e-10,1.4743430365449228e-09
1899,6.580444460269064e-05,7.56186092790553e-08,1.957255885143283e-10,1.6053899876133926e-09
1900,6.719358602172829e-05,7.749360721374745e-08,2.6301694155961286e-10,1.6919556787366373e-09
