ngram,child,chld,cild,childd
1813,8.85736060029428e-05,6.211382836645335e-10,3.1745915261639978e-09,2.343839408272938e-10
1814,8.8726901075071e-05,6.208751925283553e-10,3.1743284350278192e-09,2.343839408272938e-10
1815,8.765270363905333e-05,8.140159023030589e-10,4.870372406960501e-09,4.275246506019974e-10
1816,8.96670254795546e-05,1.0041886211453743e-09,5.459386355686848e-09,4.275246506019974e-10
1817,9.176255324356524e-05,9.575985401458605e-10,5.802081497791838e-09,4.275246506019974e-10
1818,9.609325414723051e-05,9.575985401458605e-10,5.567697556964544e-09,1.9314070977470366e-10
1819,9.754881154679294e-05,1.258193422464566e-09,6.018589896302931e-09,3.434381509340564e-10
1820,9.894469881796144e-05,1.2116109544229354e-09,6.390564347543862e-09,3.434381509340564e-10
1821,0.0001017138482503859,1.0026528179147525e-09,6.567268982595107e-09,3.434381509340564e-10
1822,0.0001037695276733887,9.342810096996906e-10,7.131239947761563e-09,1.5029744115935273e-10
1823,0.00010567639297473111,1.3059593644599537e-09,7.023153011534841e-09,1.5029744115935273e-10
1824,0.00010487415420357138,1.2687318100874328e-09,7.351057952829722e-09,1.5029744115935273e-10
1825,0.00010513858433114365,1.3953486144302474e-09,7.984141950753302e-09,1.5029744115935273e-10
1826,0.00010662751343001478,1.4502484768641466e-09,1.0495705796539515e-08,0.0
1827,0.00010655761122637029,1.302851540937614e-09,1.2277352880372762e-08,1.0457060614247179e-10
1828,0.00010669195762602612,1.302851540937614e-09,1.2663995249287804e-08,1.0457060614247179e-10
1829,0.00010411573748569936,1.178082639377972e-09,1.0519988499372142e-08,1.0457060614247179e-10
1830,0.00010623774245946802,7.115361078113835e-10,9.772516399283608e-09,3.904842481107705e-10
1831,0.0001069158804187152,7.632054115675707e-10,9.473494956756059e-09,3.904842481107705e-10
1832,0.00010862384494560371,8.068875250495061e-10,9.52160663013148e-09,3.904842481107705e-10
1833,0.00010980226631675447,8.637841077328647e-10,7.301454821703349e-09,3.904842481107705e-10
1834,0.00011103090634735833,1.1129646886638105e-09,3.180180135104698e-09,2.859136419682987e-10
1835,0.0001129844510744858,1.1129646886638105e-09,4.083542979950648e-09,2.859136419682987e-10
1836,0.00011735709163726174,1.3381482271463646e-09,4.783028148150745e-09,2.859136419682987e-10
1837,0.00011832029433987503,1.475167908461726e-09,6.701200229640238e-09,0.0
1838,0.00011986654239340819,1.4420300826450167e-09,7.398182066964409e-09,0.0
1839,0.00011971408405640562,1.7264197690483991e-09,8.232615161014273e-09,0.0
1840,0.00012044388027529099,1.389614407670032e-09,8.09499851277857e-09,0.0
1841,0.0001225178358643981,1.2104114377464725e-09,9.468385567653773e-09,0.0
1842,0.00012229991469731822,1.3928577497728562e-09,8.826580038296633e-09,0.0
1843,0.00012312149608208398,1.1676742112903022e-09,1.2628238581819623e-08,6.557452993303871e-11
1844,0.00012400689385166124,9.35349987938951e-10,1.1215807647703611e-08,1.3235738695525712e-10
1845,0.0001252152703403096,1.1163923277887226e-09,1.1215067414432106e-08,2.658349175708809e-10
1846,0.00012596287914285704,8.573652264333629e-10,1.0873407634599225e-08,2.658349175708809e-10
1847,0.00012755132047459483,9.029901905575701e-10,1.0935380030068537e-08,2.658349175708809e-10
1848,0.0001268307158690212,1.106450962597348e-09,1.0325563071234e-08,3.2052259259428087e-10
1849,0.00012912364659963975,1.0314837238313756e-09,1.0044054096372942e-08,3.2052259259428087e-10
1850,0.000130355593033268,1.1264235417434471e-09,5.476358477807253e-09,2.5494806266124215e-10
1851,0.00013094676874711046,1.4514236955166992e-09,5.339598731422614e-09,2.3459380073452355e-10
1852,0.00013088470274981643,1.57278401413663e-09,5.2830099025616815e-09,1.5167784092210264e-10
1853,0.00013132220816000232,1.570159875135297e-09,4.543374977826277e-09,1.5167784092210264e-10
1854,0.00013226789139610316,1.8024619733278006e-09,4.735246512359887e-09,2.0217970155199184e-10
1855,0.000134257845015132,2.0015393311010955e-09,5.380608498433454e-09,1.4749202652859188e-10
1856,0.00013416283348176097,2.0431566755923266e-09,5.8210263593443705e-09,1.4749202652859188e-10
1857,0.0001351227588851803,2.0926195379697023e-09,6.7395625271058995e-09,2.918947068180395e-10
1858,0.00013582586793095937,1.825222897425657e-09,9.27065931958079e-09,3.0306962495174616e-10
1859,0.0001357908477075398,1.7357450754484915e-09,9.782662648204012e-09,3.134374426672082e-10
1860,0.00013551000405901244,1.6037029204607478e-09,9.531314214074525e-09,3.7443265155090444e-10
1861,0.00013373657878089164,1.5326233020791185e-09,9.46359606552554e-09,3.2393079092101525e-10
1862,0.0001324307855351695,2.1744730500332973e-09,9.894401425165306e-09,3.2393079092101525e-10
1863,0.00013161970127839595,2.1208523944985356e-09,9.131271009163048e-09,3.2393079092101525e-10
1864,0.00012934809949781214,2.353210685836414e-09,1.0188481201568931e-08,2.2662323208498337e-10
1865,0.0001293627220937716,2.472513376578738e-09,8.785254333533641e-09,2.1324626984865957e-10
1866,0.0001298403991053679,2.5050936325321516e-09,8.987364788889555e-09,1.9655650123391004e-10
1867,0.00013149302269864296,2.5305233384921776e-09,1.0619302358096303e-08,2.2198620719393602e-10
1868,0.00013330207938062294,2.472148414549886e-09,1.4578528955461983e-08,2.2198620719393602e-10
1869,0.00013349455132681345,1.5557123605220674e-09,1.3047701744436528e-08,2.2198620719393602e-10
1870,0.00013511152688546905,1.671418908039917e-09,1.7433017125106128e-08,2.2198620719393602e-10
1871,0.00013628575002907643,1.497538252134437e-09,1.8418536346891708e-08,2.1546714809187303e-10
1872,0.0001358841691398993,1.5253906074771555e-09,1.8382545454085986e-08,1.7124059709899038e-10
1873,0.00013590418633871844,1.2052515255664024e-09,2.114320674095893e-08,1.2700097719507498e-10
1874,0.0001343624254721882,1.3572708909162908e-09,2.1672985755267453e-08,4.057606235135276e-11
1875,0.00013173585154748122,1.333787548661393e-09,1.812639657420131e-08,8.069109269648322e-11
1876,0.00013169994365723272,1.3658500124564504e-09,1.941463726292828e-08,8.069109269648322e-11
1877,0.00013035415759077296,1.4692327434038889e-09,1.5473472788788253e-08,1.5059443771368664e-10
1878,0.00013027174801598967,1.701776759193458e-09,1.3461090020427946e-08,1.1001837536233389e-10
1879,0.00012941826363593073,1.7065010753698167e-09,1.3580788049694092e-08,1.4493218926579588e-10
1880,0.00012870911970302195,1.7600303040385005e-09,9.982722014102916e-09,1.4493218926579588e-10
1881,0.00012895632140238637,1.7741107868499535e-09,9.121602838137375e-09,1.4493218926579588e-10
1882,0.00013044575877886797,1.7355835419634908e-09,8.987668070099225e-09,1.0481715892066542e-10
1883,0.0001307785465282255,1.7946953050668973e-09,7.738358810880998e-09,1.0481715892066542e-10
1884,0.000130731169649932,1.7242175227265883e-09,8.512155964217932e-09,3.4913813903461997e-11
1885,0.00012975922436453402,1.462932862152298e-09,8.149151988133343e-09,3.4913813903461997e-11
1886,0.00013073145860939154,1.446570300053399e-09,6.997472696517499e-09,8.27658497293271e-11
1887,0.0001313022096707885,1.3979254737910602e-09,7.297792909659912e-09,1.1039981825547836e-10
1888,0.00013104982956844782,1.1724035532083882e-09,6.5162837665460364e-09,1.3740266067787032e-10
1889,0.000131272548709863,1.1673810311276155e-09,7.017021249769836e-09,1.6357355549421826e-10
1890,0.0001304557788119252,1.0806428906479886e-09,8.020800563406688e-09,1.6357355549421826e-10
1891,0.0001307522034039721,8.621606841151066e-10,7.627859137977161e-09,1.6357355549421826e-10
1892,0.000132053585340535,9.576800067253748e-10,7.970626222534146e-09,1.6357355549421826e-10
1893,0.00013365362662755485,9.721147617039856e-10,8.276662783706407e-09,1.4999272855499767e-10
1894,0.00013397988056697483,1.1322223555535312e-09,7.817430639330984e-09,1.4445053288435006e-10
1895,0.00013531201070041528,2.820087379887656e-09,7.877520223433164e-09,1.1744769046195813e-10
1896,0.00013662122780390616,2.759964132237336e-09,7.566994269276556e-09,1.3003764731678302e-10
1897,0.00013872315009523715,2.706212652779451e-09,6.773746389196081e-09,1.3003764731678302e-10
1898,0.0001393201943886067,2.8249129464213193e-09,6.168472907067521e-09,1.3003764731678302e-10
1899,0.00013883255347276906,2.7556069251818573e-09,5.6289220269028255e-09,1.4825155389023133e-10
1900,0.00013709748288550015,2.801040312393001e-09,5.2504668549399216e-09,9.713713563666967e-11
1901,0.00013660781301691065,3.037858036553891e-09,5.224042468451476e-09,9.218204969193725e-11
1902,0.00013551514088508805,1.51239136293922e-09,5.2883569269722236e-09,9.218204969193725e-11
1903,0.00013411464585390474,1.6386372576298364e-09,4.5068035969819675e-09,6.936034286602372e-11
1904,0.00013376150829052285,1.680268099260981e-09,4.685973291935446e-09,6.936034286602372e-11
1905,0.00013365866782675897,1.8409000038640703e-09,4.5702393932803685e-09,8.460720517046636e-11
1906,0.00013444558551002826,1.7801819066473205e-09,4.5324392810337196e-09,8.190828471826045e-11
1907,0.00013501365486133312,1.7176457082054446e-09,7.142560416133798e-09,6.383768018171563e-11
1908,0.00013355198357852975,1.4299608481443166e-09,7.345770246049353e-09,6.042544738381141e-11
1909,0.0001356596060629402,1.447274792073675e-09,7.594211006077347e-09,8.798746552780251e-11
1910,0.0001352950618768643,1.4169612308886519e-09,8.052661141074883e-09,9.959610021624345e-11
1911,0.00013591661783201353,1.3804735925810568e-09,7.764026945165727e-09,9.959610021624345e-11
1912,0.00013585691548152163,1.392646712236204e-09,7.403356055186399e-09,1.131774535201302e-10
