ngram,child,chld,cild,childd
1913,0.00013485030545520464,1.4674806290772479e-09,6.9245187679050395e-09,1.1196038639844324e-10
1914,0.00013295781224899526,1.48165922388342e-09,4.0234139194897776e-09,1.2657687596475042e-10
1915,0.00013226943493853987,1.496720255670222e-09,3.914536060380312e-09,1.2879114441588513e-10
1916,0.00012873203273297155,1.4706274610785742e-09,3.321276967735035e-09,1.162809888060374e-10
1917,0.00012696986959781498,1.501244747562477e-09,2.7198301071657785e-09,1.0269894359530137e-10
1918,0.0001246333059888067,1.5488108414832676e-09,2.59372926311333e-09,1.3145942172134084e-10
1919,0.00012390095798764378,1.4589924189424762e-09,2.719080643182841e-09,1.4524844521579539e-10
1920,0.0001247707987204194,1.4765401758408204e-09,3.118643248407287e-09,2.005554908654109e-10
1921,0.00012796411673272296,1.356244148732953e-09,3.5200940257900423e-09,2.14050609578401e-10
1922,0.0001313869735375712,1.2697972356130143e-09,3.326940342266279e-09,2.4641447909923286e-10
1923,0.00013502939483649761,1.2364955567381993e-09,3.6309909682127486e-09,2.5591606116006e-10
1924,0.00013830322339864715,1.1351514569593997e-09,3.564450163600392e-09,2.419503268370958e-10
1925,0.00013997122836631855,1.232895396885425e-09,4.1567653129094745e-09,2.1318984871105632e-10
1926,0.00014192125776649585,1.1431412245371015e-09,4.3627498439288306e-09,2.1641853586995552e-10
1927,0.00014367458892853132,1.0702933222234939e-09,4.624491773646306e-09,1.4681357122078457e-10
1928,0.00014325004095943377,1.0771964431555148e-09,4.267544984060123e-09,1.4151144938396547e-10
1929,0.0001433360656457288,1.0575831480405133e-09,4.346479113134397e-09,1.1849465456467304e-10
1930,0.0001416886246131201,1.2642185869588778e-09,4.295908517804037e-09,9.394120996970251e-11
1931,0.00013983277936599085,1.7454701414390934e-09,1.2579233115468064e-08,1.4640722959377176e-10
1932,0.00013947220369508223,1.5409758469253632e-09,1.23018601971836e-08,1.9369372177597503e-10
1933,0.0001384691963072068,1.449772389440694e-09,1.2515736891316465e-08,1.9418211284958987e-10
1934,0.00013778321902334158,1.3804752420552647e-09,1.266327385808706e-08,2.391178624153564e-10
1935,0.0001361341731223677,1.4670159610906198e-09,1.3546882790141775e-08,2.829753732923125e-10
1936,0.00013440037270941372,1.4914973621239979e-09,1.3911037845458298e-08,2.7862700837020885e-10
1937,0.0001336757725636874,1.3395230083875935e-09,1.3871613127999386e-08,3.010694253426292e-10
1938,0.0001327023034848805,7.361638045187493e-10,5.6676877159743205e-09,2.4860340571856e-10
1939,0.00013107960902354016,7.162728981364402e-10,5.436379917662342e-09,2.759989915184542e-10
1940,0.00012886190233984962,7.989048946198198e-10,5.234063278030427e-09,2.554579365503835e-10
1941,0.00012592404943591516,7.917691026624953e-10,4.9022518108391264e-09,2.1052218698461696e-10
1942,0.00012469574929647415,8.63070892531681e-10,4.037529913577689e-09,2.933034688139864e-10
1943,0.00012421457150984288,7.588996276635435e-10,3.4626314672690584e-09,3.367260141353055e-10
1944,0.00012491859316859127,6.328031689920418e-10,3.1084003466424245e-09,3.33254919691685e-10
1945,0.00012611711801063002,7.64189110800752e-10,3.079444493054544e-09,3.520243402332923e-10
1946,0.00012755631074209565,8.218918660731132e-10,2.9536807444330293e-09,2.9389036640800216e-10
1947,0.00012888715718872845,7.92267404459146e-10,2.7855119956652986e-09,2.8465408006907364e-10
1948,0.00012986967547996237,6.933931740290714e-09,2.253804849099745e-09,3.530540800187966e-10
1949,0.0001304845791310072,6.820900584427112e-09,2.6758666155884167e-09,2.2061196322134943e-10
1950,0.00013083011227925972,6.90096711521347e-09,2.373093206069805e-09,1.900919362394861e-10
1951,0.00013074298580509743,7.503594880363198e-09,2.610827863426733e-09,1.8766971211186297e-10
1952,0.00013156064129101912,7.670203964035442e-09,2.8093180401026328e-09,1.8458424074932874e-10
1953,0.00013087061441703035,7.584886841620936e-09,3.492144248376913e-09,2.4648232264747247e-10
1954,0.00013117485338755484,7.558124772869386e-09,3.768633841502325e-09,2.444413025167894e-10
1955,0.00013004237137335752,1.406195989016114e-09,4.1298499064978955e-09,2.0502980662457608e-10
1956,0.000130233631352894,1.2970827011666535e-09,3.995399931535002e-09,2.1495965523461129e-10
1957,0.00012999784043391367,1.2975126508932684e-09,4.501617618351312e-09,1.81119704551718e-10
1958,0.00012769141384134336,8.21330335092669e-10,4.4222750858072655e-09,1.883742219750089e-10
1959,0.00012527526476852863,6.023928796259983e-10,4.266110797956912e-09,2.2915996679616158e-10
1960,0.00012439784664560908,7.988459754804111e-10,3.8035210219484435e-09,1.8247736456787423e-10
1961,0.00012291731815951477,8.050551753013835e-10,3.820902356415396e-09,2.5800595985067277e-10
1962,0.00012327999346390634,7.937944527882022e-10,3.938586409394215e-09,3.004297445739569e-10
1963,0.00012285006544386436,8.361854383512732e-10,4.030937425117795e-09,3.4282073013702785e-10
1964,0.00012293803177141984,8.781285936494093e-10,4.003038345246068e-09,3.7879397039665616e-10
1965,0.0001250120289374276,8.256542354574086e-10,4.0056220879896335e-09,5.489221458329244e-10
1966,0.0001271302192305614,9.928026734051798e-10,4.1893864885115104e-09,5.012455232624089e-10
1967,0.00012947067027978067,9.261754458605204e-10,3.876138394381152e-09,4.694819394357452e-10
1968,0.00013282223621250263,1.0776565354372484e-09,3.703967672257542e-09,4.237200967078485e-10
1969,0.00013640790504203842,1.2318912477406384e-09,3.6700575911652322e-09,3.792384640448938e-10
1970,0.0001386414057508643,1.3028763940730365e-09,4.0042598443384185e-09,3.3621999430609254e-10
1971,0.00014084130192973783,1.3827559414940944e-09,3.813237408374042e-09,3.2709945664764565e-10
1972,0.0001427725053092997,1.3807221239352835e-09,3.754245454195322e-09,1.8534033633229744e-10
1973,0.00014474235649686307,1.2913439524047427e-09,3.605271668506914e-09,2.0130955632627741e-10
1974,0.00014616606183283563,1.326285446547258e-09,3.6099746366805417e-09,2.4204707286098627e-10
1975,0.00014837172264898463,1.8664179091132382e-09,3.5947099265497074e-09,2.626403658049067e-10
1976,0.00014882607294046984,2.543016495794502e-09,3.465014307226154e-09,2.598190036134136e-10
1977,0.0001497275786407824,2.635470270589175e-09,3.0965520306632956e-09,2.816689421385783e-10
1978,0.00014983620868796215,2.803374326327506e-09,3.1949312402040117e-09,2.792960247997657e-10
1979,0.0001508104074413755,2.8587442889106894e-09,3.5073397202418325e-09,2.433787556409074e-10
1980,0.00015090669954328665,2.9683685826802683e-09,3.455963451922831e-09,2.186164642172171e-10
1981,0.00015058332272539183,3.3363981736097716e-09,3.6315592437980673e-09,1.8550874626115695e-10
1982,0.0001500448166292959,2.9439818836708908e-09,3.5850594556511137e-09,1.3545573492233587e-10
1983,0.00014958686577821418,2.4664783548900004e-09,3.4854727675488154e-09,1.1874894668774593e-10
1984,0.00015160038726337786,2.7188516041728607e-09,3.599202745365103e-09,9.999285477005745e-11
1985,0.0001544949586137331,2.681644699948598e-09,3.420499502685256e-09,9.7215294841968e-11
1986,0.0001565656441796039,3.238393236110986e-09,3.307118959635805e-09,1.22411223518748e-10
1987,0.00015893180638418665,5.0249936909909005e-09,3.470546104468651e-09,1.2909869106276465e-10
1988,0.00016123370733112097,5.179858446930601e-09,3.4285902688375406e-09,1.2840030229531252e-10
1989,0.00016284698462446352,5.500333426817454e-09,3.573075010468837e-09,1.335333470781868e-10
1990,0.00016616376316440956,7.688860849595715e-09,3.714132176416537e-09,1.594181508032414e-10
1991,0.0001673444328064631,7.985464607023524e-09,3.372128957021151e-09,1.562928511809693e-10
1992,0.00016909994675578282,8.769854874048276e-09,3.473133019278001e-09,1.600400105098273e-10
1993,0.0001712558337853157,8.744228769635193e-09,3.2944152485368606e-09,1.379127580985224e-10
1994,0.00017498653739624257,7.094370234130208e-09,3.228380547020444e-09,1.7674719822645202e-10
1995,0.0001793805422494188,6.5831904055053366e-09,3.3494150944842917e-09,2.0813857780156908e-10
1996,0.0001842020428739488,6.067488321294588e-09,3.5976570928702198e-09,2.8901517092259713e-10
1997,0.0001866195026585566,3.711779138017489e-09,3.5294638640286688e-09,2.557278615057866e-10
1998,0.0001900101882971025,3.097592055872107e-09,3.632751559885199e-09,2.872286614901449e-10
1999,0.00019188361017898257,2.116006211519813e-09,3.969062221744122e-09,3.0516523038695963e-10
2000,0.0001934845682366618,1.620543001377785e-09,4.429536769125418e-09,3.22188157105988e-10
2001,0.00019385687275124447,1.3593293950770707e-09,4.529892017046677e-09,2.9694916961872254e-10
2002,0.00019385072352763797,1.3129420725225112e-09,4.421371459427194e-09,3.1768047121476835e-10
2003,0.00019261111447121948,1.4035642172314867e-09,4.13682624663839e-09,3.767500934242258e-10
2004,0.000192726037182313,1.2520900427581694e-09,4.5985208656824335e-09,4.2216900808522695e-10
2005,0.0001930901884666777,1.1789374793862756e-09,4.834328556516507e-09,3.892341012993025e-10
2006,0.00019467738664908602,1.1503276981755001e-09,4.4891800118510415e-09,5.156850224619092e-10
2007,0.00019605895171740225,1.0993265900768483e-09,4.037237782179253e-09,5.222753063360841e-10
2008,0.00019695696495806,1.0578766592875662e-09,4.219547568494266e-09,5.813585823062034e-10
2009,0.00019579077447165867,1.0466615510803683e-09,4.162960833196751e-09,5.30601849659965e-10
2010,0.00019641985376698097,9.001910407567339e-10,4.519146961407776e-09,3.829812880519677e-10
2011,0.00019818857461879297,9.25008990039698e-10,4.102666016438304e-09,3.4220477047280136e-10
2012,0.00019749784301633814,9.320630061410944e-10,3.92925514347553e-09,3.3872123360114056e-10
2013,0.00019463093693567707,8.997171103380148e-10,3.963913197679858e-09,2.2239458687321545e-10
2014,0.00019244490041663603,7.794112181055571e-10,3.891675775286834e-09,2.3141480002105856e-10
2015,0.00019072031760255674,8.363701715324063e-10,3.98682924768983e-09,1.7377128902484884e-10
2016,0.0001913177007476666,7.204908971024184e-10,3.9330565153911885e-09,1.9050787386113274e-10
2017,0.00019016079750144854,6.925101418235139e-10,3.571232753962761e-09,2.0793054951451229e-10
2018,0.0001876575348433107,6.620289205727659e-10,3.6745398279691697e-09,2.43017303502846e-10
2019,0.00018664902745513245,6.499858845598894e-10,3.7054234680589104e-09,2.6639262670768993e-10
