ngram,consideration,consideraton,considration,consideration
1564,4.347834016828399e-05,0.0,0.0,4.347834016828399e-05
1565,1.3797952176121595e-05,0.0,0.0,1.3797952176121595e-05
1566,8.640282560788495e-06,0.0,0.0,8.640282560788495e-06
1567,8.930161389538885e-06,0.0,0.0,8.930161389538885e-06
1568,8.930161389538885e-06,0.0,0.0,8.930161389538885e-06
1569,1.38367947459171e-05,0.0,0.0,1.38367947459171e-05
1570,1.3983941893716942e-05,0.0,0.0,1.3983941893716942e-05
1571,2.6243200799009564e-05,0.0,0.0,2.6243200799009564e-05
1572,3.459069414800199e-05,0.0,0.0,3.459069414800199e-05
1573,6.227570039689973e-05,0.0,0.0,6.227570039689973e-05
1574,6.3490746340124e-05,0.0,0.0,6.3490746340124e-05
1575,6.3490746340124e-05,0.0,0.0,6.3490746340124e-05
1576,6.176388355275517e-05,0.0,0.0,6.176388355275517e-05
1577,6.280434718064498e-05,0.0,0.0,6.280434718064498e-05
1578,5.39178719398998e-05,0.0,0.0,5.39178719398998e-05
1579,5.361314548021515e-05,0.0,0.0,5.361314548021515e-05
1580,2.6918600074817993e-05,0.0,0.0,2.6918600074817993e-05
1581,2.5079924788380075e-05,0.0,0.0,2.5079924788380075e-05
1582,3.974427331091387e-05,0.0,0.0,3.974427331091387e-05
1583,4.992640015188954e-05,0.0,0.0,4.992640015188954e-05
1584,5.456781692763408e-05,0.0,0.0,5.456781692763408e-05
1585,5.459195881485357e-05,0.0,0.0,5.459195881485357e-05
1586,4.697517897511716e-05,0.0,0.0,4.697517897511716e-05
1587,5.6367105311697484e-05,0.0,0.0,5.6367105311697484e-05
1588,5.556148270053589e-05,0.0,0.0,5.556148270053589e-05
1589,4.6498928246104955e-05,0.0,0.0,4.6498928246104955e-05
1590,3.941856136537224e-05,0.0,0.0,3.941856136537224e-05
1591,3.542407024984381e-05,0.0,0.0,3.542407024984381e-05
1592,3.799686263456741e-05,0.0,0.0,3.799686263456741e-05
1593,3.812201196394328e-05,0.0,0.0,3.812201196394328e-05
1594,3.2265677353799606e-05,0.0,0.0,3.2265677353799606e-05
1595,3.162293095166595e-05,0.0,0.0,3.162293095166595e-05
1596,2.9177410397096537e-05,0.0,0.0,2.9177410397096537e-05
1597,2.644489749010453e-05,0.0,0.0,2.644489749010453e-05
1598,4.5761560094043876e-05,0.0,0.0,4.5761560094043876e-05
1599,4.238588735461235e-05,0.0,0.0,4.238588735461235e-05
1600,6.137862406571262e-05,0.0,0.0,6.137862406571262e-05
1601,6.505617368800034e-05,0.0,0.0,6.505617368800034e-05
1602,6.882423570329723e-05,0.0,0.0,6.882423570329723e-05
1603,6.731640262712193e-05,0.0,0.0,6.731640262712193e-05
1604,7.016264550786997e-05,0.0,0.0,7.016264550786997e-05
1605,4.944657160064837e-05,0.0,0.0,4.944657160064837e-05
1606,5.213781371691896e-05,0.0,0.0,5.213781371691896e-05
1607,3.456812828517286e-05,0.0,0.0,3.456812828517286e-05
1608,2.736291409226916e-05,0.0,0.0,2.736291409226916e-05
1609,2.1456091352385037e-05,0.0,0.0,2.1456091352385037e-05
1610,3.2297580543984494e-05,0.0,0.0,3.2297580543984494e-05
1611,3.9486447024371175e-05,0.0,0.0,3.9486447024371175e-05
1612,4.817848542058657e-05,0.0,0.0,4.817848542058657e-05
1613,4.9445427651205265e-05,0.0,0.0,4.9445427651205265e-05
1614,4.810748805539333e-05,0.0,0.0,4.810748805539333e-05
1615,4.977570292144914e-05,0.0,0.0,4.977570292144914e-05
1616,5.245350166660501e-05,0.0,0.0,5.245350166660501e-05
1617,4.490522522766176e-05,0.0,0.0,4.490522522766176e-05
1618,3.9686529037550956e-05,0.0,0.0,3.9686529037550956e-05
1619,3.1333655897469725e-05,0.0,0.0,3.1333655897469725e-05
1620,3.455310083414328e-05,0.0,0.0,3.455310083414328e-05
1621,4.200436991855635e-05,0.0,0.0,4.200436991855635e-05
1622,5.256326793252291e-05,0.0,0.0,5.256326793252291e-05
1623,5.470773092903463e-05,0.0,0.0,5.470773092903463e-05
1624,5.603802960000134e-05,0.0,0.0,5.603802960000134e-05
1625,4.7140854543873244e-05,0.0,0.0,4.7140854543873244e-05
1626,5.69430339965038e-05,0.0,0.0,5.69430339965038e-05
1627,5.1325414460734464e-05,0.0,0.0,5.1325414460734464e-05
1628,5.1070166591671295e-05,0.0,0.0,5.1070166591671295e-05
1629,4.6180129564683216e-05,0.0,0.0,4.6180129564683216e-05
1630,4.381056091265886e-05,0.0,0.0,4.381056091265886e-05
1631,4.025924837541035e-05,0.0,5.6679985911094784e-08,4.025924837541035e-05
1632,4.276994955684391e-05,0.0,5.6679985911094784e-08,4.276994955684391e-05
1633,4.5498543840949424e-05,0.0,1.9377278346967485e-07,4.5498543840949424e-05
1634,4.591096096971471e-05,0.0,1.9377278346967485e-07,4.591096096971471e-05
1635,4.521654253559453e-05,0.0,1.9377278346967485e-07,4.521654253559453e-05
1636,4.478391981267903e-05,0.0,1.9377278346967485e-07,4.478391981267903e-05
1637,4.4398969423907276e-05,0.0,1.9377278346967485e-07,4.4398969423907276e-05
1638,5.0701225388495785e-05,0.0,1.3709279755858006e-07,5.0701225388495785e-05
1639,5.4030744649935514e-05,0.0,1.3709279755858006e-07,5.4030744649935514e-05
1640,4.367975374667107e-05,0.0,0.0,4.367975374667107e-05
1641,4.3353549959387495e-05,0.0,0.0,4.3353549959387495e-05
1642,4.545913309682094e-05,0.0,0.0,4.545913309682094e-05
1643,4.207241441430857e-05,0.0,0.0,4.207241441430857e-05
1644,4.9521410931317534e-05,0.0,0.0,4.9521410931317534e-05
1645,4.8013390759089294e-05,0.0,0.0,4.8013390759089294e-05
1646,4.616559739848266e-05,0.0,0.0,4.616559739848266e-05
1647,5.0379394451738335e-05,0.0,0.0,5.0379394451738335e-05
1648,5.434613922261633e-05,0.0,0.0,5.434613922261633e-05
1649,5.089672101478625e-05,0.0,0.0,5.089672101478625e-05
1650,5.261725787672081e-05,0.0,0.0,5.261725787672081e-05
1651,4.928550957369485e-05,0.0,0.0,4.928550957369485e-05
1652,4.850687348932427e-05,0.0,0.0,4.850687348932427e-05
1653,4.9976920438764084e-05,0.0,0.0,4.9976920438764084e-05
1654,5.1069284381810576e-05,0.0,0.0,5.1069284381810576e-05
1655,5.773665075789073e-05,0.0,0.0,5.773665075789073e-05
1656,5.804408543294163e-05,0.0,0.0,5.804408543294163e-05
1657,5.9342427578355584e-05,0.0,0.0,5.9342427578355584e-05
1658,5.822105647114638e-05,0.0,0.0,5.822105647114638e-05
1659,5.71462421378653e-05,0.0,0.0,5.71462421378653e-05
1660,5.54086353596566e-05,0.0,0.0,5.54086353596566e-05
1661,4.981566053174902e-05,0.0,0.0,4.981566053174902e-05
1662,4.204625630726306e-05,0.0,0.0,4.204625630726306e-05
1663,3.894039894346081e-05,0.0,0.0,3.894039894346081e-05
1664,4.170277861703653e-05,0.0,0.0,4.170277861703653e-05
1665,4.656694181903731e-05,0.0,0.0,4.656694181903731e-05
1666,5.045318461530509e-05,0.0,0.0,5.045318461530509e-05
1667,5.1778096479081016e-05,0.0,0.0,5.1778096479081016e-05
1668,5.422244794317521e-05,0.0,0.0,5.422244794317521e-05
1669,5.319815370187696e-05,0.0,0.0,5.319815370187696e-05
1670,5.556787281031055e-05,0.0,0.0,5.556787281031055e-05
1671,5.336630160205199e-05,3.911019267174457e-08,0.0,5.336630160205199e-05
1672,4.7792617156769014e-05,3.911019267174457e-08,0.0,4.7792617156769014e-05
1673,4.641009685916028e-05,3.911019267174457e-08,0.0,4.641009685916028e-05
1674,5.107713462036502e-05,3.911019267174457e-08,0.0,5.107713462036502e-05
1675,4.841101196819052e-05,3.911019267174457e-08,0.0,4.841101196819052e-05
1676,4.787043066504079e-05,3.911019267174457e-08,0.0,4.787043066504079e-05
1677,4.8848695119626685e-05,3.911019267174457e-08,0.0,4.8848695119626685e-05
1678,4.664878230999291e-05,0.0,0.0,4.664878230999291e-05
1679,5.298768545409465e-05,0.0,0.0,5.298768545409465e-05
1680,5.477859901605241e-05,0.0,0.0,5.477859901605241e-05
1681,5.043906250128722e-05,0.0,0.0,5.043906250128722e-05
1682,5.009740691873178e-05,0.0,0.0,5.009740691873178e-05
1683,5.100093793381737e-05,0.0,0.0,5.100093793381737e-05
1684,4.858400773498163e-05,0.0,0.0,4.858400773498163e-05
1685,4.614330776218724e-05,0.0,0.0,4.614330776218724e-05
1686,4.201261929535706e-05,0.0,0.0,4.201261929535706e-05
1687,3.675336899634983e-05,0.0,0.0,3.675336899634983e-05
1688,3.287902135135872e-05,0.0,0.0,3.287902135135872e-05
1689,3.3547146813361906e-05,0.0,0.0,3.3547146813361906e-05
1690,3.362538726443225e-05,0.0,0.0,3.362538726443225e-05
1691,3.3335490245787825e-05,0.0,0.0,3.3335490245787825e-05
1692,3.3738184356479906e-05,0.0,0.0,3.3738184356479906e-05
1693,3.121847450009747e-05,0.0,0.0,3.121847450009747e-05
1694,3.459328140057291e-05,0.0,0.0,3.459328140057291e-05
1695,3.741132059076335e-05,0.0,0.0,3.741132059076335e-05
1696,4.144764300560512e-05,0.0,0.0,4.144764300560512e-05
1697,4.21626404464145e-05,0.0,0.0,4.21626404464145e-05
1698,4.622595770342741e-05,0.0,0.0,4.622595770342741e-05
1699,4.708617052529007e-05,0.0,0.0,4.708617052529007e-05
1700,4.802762850886211e-05,0.0,0.0,4.802762850886211e-05
1701,4.6316738527301436e-05,0.0,0.0,4.6316738527301436e-05
1702,4.4704899015154555e-05,0.0,0.0,4.4704899015154555e-05
1703,4.2682707187071044e-05,0.0,0.0,4.2682707187071044e-05
1704,4.2279972538900825e-05,0.0,0.0,4.2279972538900825e-05
1705,4.0152566725737415e-05,0.0,0.0,4.0152566725737415e-05
1706,3.893428376094172e-05,0.0,0.0,3.893428376094172e-05
1707,3.5365050280233845e-05,0.0,0.0,3.5365050280233845e-05
1708,3.1869145459495485e-05,0.0,0.0,3.1869145459495485e-05
1709,3.4840451917261817e-05,0.0,0.0,3.4840451917261817e-05
1710,3.175477234305747e-05,0.0,0.0,3.175477234305747e-05
1711,2.8855723940068856e-05,0.0,0.0,2.8855723940068856e-05
1712,2.436790249963191e-05,0.0,0.0,2.436790249963191e-05
1713,2.562800818850519e-05,0.0,0.0,2.562800818850519e-05
1714,3.07014352074475e-05,0.0,0.0,3.07014352074475e-05
1715,2.965951158070571e-05,0.0,0.0,2.965951158070571e-05
1716,2.575264326359112e-05,0.0,0.0,2.575264326359112e-05
1717,2.6509071826045067e-05,0.0,0.0,2.6509071826045067e-05
1718,2.8024182678823957e-05,0.0,0.0,2.8024182678823957e-05
1719,2.772521241110683e-05,0.0,0.0,2.772521241110683e-05
1720,2.5103711907701965e-05,0.0,0.0,2.5103711907701965e-05
1721,2.0843893642969696e-05,0.0,0.0,2.0843893642969696e-05
1722,2.2923425993732443e-05,0.0,0.0,2.2923425993732443e-05
1723,2.3893048949373353e-05,0.0,0.0,2.3893048949373353e-05
1724,2.1980395104037598e-05,0.0,0.0,2.1980395104037598e-05
1725,1.941255634717111e-05,0.0,0.0,1.941255634717111e-05
1726,2.0093235694470684e-05,0.0,0.0,2.0093235694470684e-05
1727,2.1335110951830366e-05,0.0,0.0,2.1335110951830366e-05
1728,2.2266399485358435e-05,0.0,0.0,2.2266399485358435e-05
1729,2.155632864742074e-05,0.0,0.0,2.155632864742074e-05
1730,1.9662073749974036e-05,0.0,0.0,1.9662073749974036e-05
1731,2.2561074859238162e-05,0.0,0.0,2.2561074859238162e-05
1732,2.1806615352813553e-05,0.0,0.0,2.1806615352813553e-05
1733,2.4126183883968872e-05,0.0,0.0,2.4126183883968872e-05
1734,2.403390525224885e-05,0.0,0.0,2.403390525224885e-05
1735,2.307600256504624e-05,0.0,0.0,2.307600256504624e-05
1736,2.374778211690552e-05,0.0,0.0,2.374778211690552e-05
1737,2.673334854210095e-05,0.0,0.0,2.673334854210095e-05
1738,3.60347742441393e-05,0.0,0.0,3.60347742441393e-05
1739,3.912157522531093e-05,0.0,0.0,3.912157522531093e-05
1740,3.950485448253208e-05,0.0,0.0,3.950485448253208e-05
1741,4.016188852671933e-05,0.0,0.0,4.016188852671933e-05
1742,4.240665865446707e-05,0.0,0.0,4.240665865446707e-05
1743,4.1961663425484274e-05,0.0,0.0,4.1961663425484274e-05
1744,3.9787291305921304e-05,0.0,0.0,3.9787291305921304e-05
1745,3.407952343487912e-05,0.0,0.0,3.407952343487912e-05
1746,3.4086722475227104e-05,0.0,0.0,3.4086722475227104e-05
1747,3.266123946689602e-05,0.0,0.0,3.266123946689602e-05
1748,3.5591636073409715e-05,0.0,0.0,3.5591636073409715e-05
1749,3.5118058544217744e-05,0.0,0.0,3.5118058544217744e-05
1750,3.972472742524198e-05,0.0,0.0,3.972472742524198e-05
1751,4.503121220165797e-05,0.0,0.0,4.503121220165797e-05
1752,4.358169072864777e-05,0.0,0.0,4.358169072864777e-05
1753,4.676886991156997e-05,0.0,0.0,4.676886991156997e-05
1754,5.307165702106431e-05,0.0,0.0,5.307165702106431e-05
1755,5.529771650409592e-05,0.0,0.0,5.529771650409592e-05
1756,5.90333719238905e-05,0.0,0.0,5.90333719238905e-05
1757,5.7916942751035094e-05,3.045123264655558e-09,0.0,5.7916942751035094e-05
1758,5.7171881053363904e-05,3.045123264655558e-09,0.0,5.7171881053363904e-05
1759,5.896290635324216e-05,3.045123264655558e-09,0.0,5.896290635324216e-05
1760,6.268966275716334e-05,5.706490264450232e-09,0.0,6.268966275716334e-05
1761,6.389163848195625e-05,5.706490264450232e-09,0.0,6.389163848195625e-05
1762,6.330464072691808e-05,5.706490264450232e-09,0.0,6.330464072691808e-05
1763,6.414777089958079e-05,5.706490264450232e-09,0.0,6.414777089958079e-05
1764,6.735121184777069e-05,2.661366999794674e-09,0.0,6.735121184777069e-05
1765,6.900591428607836e-05,2.661366999794674e-09,0.0,6.900591428607836e-05
1766,7.037503019091673e-05,2.661366999794674e-09,0.0,7.037503019091673e-05
1767,6.745843347744085e-05,0.0,0.0,6.745843347744085e-05
1768,6.56527559580614e-05,0.0,0.0,6.56527559580614e-05
1769,7.086468602730227e-05,3.046259625502249e-09,0.0,7.086468602730227e-05
1770,7.081365142117388e-05,3.046259625502249e-09,0.0,7.081365142117388e-05
1771,7.086283065811065e-05,3.046259625502249e-09,0.0,7.086283065811065e-05
1772,7.253535711372803e-05,3.046259625502249e-09,0.0,7.253535711372803e-05
1773,7.442678699070322e-05,5.641450481367169e-09,0.0,7.442678699070322e-05
1774,7.995420206238382e-05,5.641450481367169e-09,0.0,7.995420206238382e-05
1775,8.178551174101553e-05,5.641450481367169e-09,0.0,8.178551174101553e-05
1776,7.714279178929116e-05,2.5951908558649197e-09,0.0,7.714279178929116e-05
1777,7.813160482328385e-05,2.5951908558649197e-09,0.0,7.813160482328385e-05
1778,8.014266599535144e-05,2.5951908558649197e-09,0.0,8.014266599535144e-05
1779,8.285824151244015e-05,2.5951908558649197e-09,0.0,8.285824151244015e-05
1780,8.43583423245166e-05,0.0,0.0,8.43583423245166e-05
1781,8.319438555710284e-05,0.0,0.0,8.319438555710284e-05
1782,8.551099225379793e-05,0.0,0.0,8.551099225379793e-05
1783,8.821141922713391e-05,0.0,0.0,8.821141922713391e-05
1784,9.462743452916454e-05,0.0,0.0,9.462743452916454e-05
1785,9.736860270744987e-05,0.0,0.0,9.736860270744987e-05
1786,0.00010835526960103639,0.0,0.0,0.00010835526960103639
1787,0.00010874677952545295,1.2891416188511228e-09,0.0,0.00010874677952545295
1788,0.00011056310696793454,1.2891416188511228e-09,0.0,0.00011056310696793454
1789,0.0001131570347102492,3.615911252958475e-09,0.0,0.0001131570347102492
1790,0.00011785390545680587,3.615911252958475e-09,0.0,0.00011785390545680587
1791,0.00011743069834275437,3.615911252958475e-09,2.1719324751399783e-09,0.00011743069834275437
1792,0.00011892310327052005,5.79243535676304e-09,2.1719324751399783e-09,0.00011892310327052005
1793,0.0001078991117537953,5.79243535676304e-09,2.1719324751399783e-09,0.0001078991117537953
1794,0.00011114913754032127,5.501279305113777e-09,2.1719324751399783e-09,0.00011114913754032127
1795,0.00010941175215910854,5.501279305113777e-09,2.1719324751399783e-09,0.00010941175215910854
1796,0.00010805478606406333,4.122671283722314e-09,2.1719324751399783e-09,0.00010805478606406333
1797,0.00010597192262399144,4.122671283722314e-09,2.1719324751399783e-09,0.00010597192262399144
1798,0.00010389517930369558,4.122671283722314e-09,0.0,0.00010389517930369558
1799,0.00010547077649139933,6.752303922346365e-09,0.0,0.00010547077649139933
1800,0.00010722768846400348,7.575631740966822e-09,0.0,0.00010722768846400348
1801,0.00010517203814483114,8.899348623105295e-09,0.0,0.00010517203814483114
1802,0.00010785787994141824,1.0635855815114122e-08,0.0,0.00010785787994141824
1803,0.00010952783694457529,1.0038694161654656e-08,0.0,0.00010952783694457529
1804,0.00011192389086188217,1.2479314565843375e-08,0.0,0.00011192389086188217
1805,0.00011560198514156841,1.299866956929106e-08,2.5967750172384285e-10,0.00011560198514156841
1806,0.0001148526301091936,1.0260913642566396e-08,5.182276036868367e-10,0.0001148526301091936
1807,0.00011505528839604397,1.1529798068668891e-08,9.36670058975559e-10,0.00011505528839604397
1808,0.00011914958616086681,1.0149548376351244e-08,9.36670058975559e-10,0.00011914958616086681
1809,0.00012954785987468704,9.136740443592219e-09,9.36670058975559e-10,0.00012954785987468704
1810,0.00013348055862089886,1.0747179368664206e-08,9.36670058975559e-10,0.00013348055862089886
1811,0.00013779988512396812,9.947246550266544e-09,1.4054379406301466e-09,0.00013779988512396812
1812,0.00013939860426554724,9.666599806327066e-09,1.3844686984145126e-09,0.00013939860426554724
1813,0.0001439587275464354,8.180137170806948e-09,1.319898000419682e-09,0.0001439587275464354
1814,0.00015053153245909407,7.341673776853749e-09,9.014555451309597e-10,0.00015053153245909407
1815,0.0001515550642839766,6.593361729605769e-09,1.0945962549056632e-09,0.0001515550642839766
1816,0.00014384674224337296,7.200871518112503e-09,1.0945962549056632e-09,0.00014384674224337296
1817,0.00014274012521907155,6.267518060099064e-09,1.0945962549056632e-09,0.00014274012521907155
1818,0.00013979558051297708,4.984900206902612e-09,8.048632395483781e-10,0.00013979558051297708
1819,0.0001379186297916541,5.04678682971311e-09,7.164524211995221e-10,0.0001379186297916541
1820,0.00013515737061555098,4.759642521382343e-09,9.64663809150628e-10,0.00013515737061555098
1821,0.00013055463620860661,5.048544756850301e-09,1.4788808273229798e-09,0.00013055463620860661
1822,0.00012894898411884372,6.726937578400387e-09,1.4105090191079179e-09,0.00012894898411884372
1823,0.00013177388089908554,7.2217445674332174e-09,1.8318973401701806e-09,0.00013177388089908554
1824,0.00013113060517103544,6.327779157798221e-09,1.966017356850155e-09,0.00013113060517103544
1825,0.00013550231233239174,6.729410235400175e-09,2.166832895651132e-09,0.00013550231233239174
1826,0.00013748273132867844,6.547313596045561e-09,2.0165354544917793e-09,0.00013748273132867844
1827,0.00013829033144117733,6.879943361047327e-09,1.7834858748574538e-09,0.00013829033144117733
1828,0.0001411921382116686,6.440585350756375e-09,1.48992747504652e-09,0.0001411921382116686
1829,0.00014668531574508443,6.044811651229054e-09,2.1381756524060538e-09,0.00014668531574508443
1830,0.00014530393361513103,4.790622898376284e-09,1.812091873379781e-09,0.00014530393361513103
1831,0.00014855172568266944,6.235712152984669e-09,1.7708665169178873e-09,0.00014855172568266944
1832,0.00014532922068610787,5.646310260612861e-09,1.816763422241812e-09,0.00014532922068610787
1833,0.00014749609856932824,7.672246742680094e-09,2.0641982091871925e-09,0.00014749609856932824
1834,0.0001483161488847275,7.377063880399857e-09,2.0211773841895463e-09,0.0001483161488847275
1835,0.00014885063865222037,6.776471225425748e-09,1.968085567532236e-09,0.00014885063865222037
1836,0.0001448824685732169,5.901200829581756e-09,1.6454355655781683e-09,0.0001448824685732169
1837,0.00014391257718671113,6.103787665777207e-09,1.6275724339693503e-09,0.00014391257718671113
1838,0.00014219050145974116,5.28783585172578e-09,1.992632273469955e-09,0.00014219050145974116
1839,0.00014107947520512556,5.7995698402432285e-09,2.6278250607271657e-09,0.00014107947520512556
1840,0.00013873764172395959,3.730721081269499e-09,3.0606639524398206e-09,0.00013873764172395959
1841,0.00013775441038887948,4.728054979276562e-09,3.5243420642190007e-09,0.00013775441038887948
1842,0.0001345357678863885,5.2592170142671895e-09,3.539221574541277e-09,0.0001345357678863885
1843,0.00013436777434045716,8.003028668340001e-09,3.285578087375285e-09,0.00013436777434045716
1844,0.00013413840081609254,8.631054490163389e-09,3.809182366357586e-09,0.00013413840081609254
1845,0.00013274611514394304,8.46844589690627e-09,4.218831823570619e-09,0.00013274611514394304
1846,0.00013480751866674318,1.0330012353446501e-08,3.4839942359659356e-09,0.00013480751866674318
1847,0.00013479906608284052,1.1345324806606122e-08,4.561279100455197e-09,0.00013479906608284052
1848,0.00013533743497516428,1.0453251534211664e-08,4.150231301482319e-09,0.00013533743497516428
1849,0.0001386854419251904,1.0279221664331674e-08,4.343961730007046e-09,0.0001386854419251904
1850,0.00014073014192815338,7.457089580751943e-09,5.476395622697591e-09,0.00014073014192815338
1851,0.0001416166716288509,6.936792949576085e-09,5.8039218193377855e-09,0.0001416166716288509
1852,0.0001436565487113382,7.600183371536673e-09,5.7958645819208445e-09,0.0001436565487113382
1853,0.00014235674253931002,6.407845587474981e-09,5.952355465664385e-09,0.00014235674253931002
1854,0.00014182374330370555,5.720962053296879e-09,4.699815520885815e-09,0.00014182374330370555
1855,0.0001411394415689366,5.755976393930138e-09,4.796075314672521e-09,0.0001411394415689366
1856,0.00013864065113011748,5.393131845871884e-09,4.5689949918730525e-09,0.00013864065113011748
1857,0.00013543472076500102,5.4004393338199665e-09,3.5286428699622873e-09,0.00013543472076500102
1858,0.0001348817750113085,4.748710075957214e-09,3.636934214108172e-09,0.0001348817750113085
1859,0.00013250785247821893,4.2767528724801144e-09,3.6303989338547028e-09,0.00013250785247821893
1860,0.00013205973040645143,3.840419426914821e-09,3.208800748920128e-09,0.00013205973040645143
1861,0.00013233468884469142,4.566138181846416e-09,3.155675593851421e-09,0.00013233468884469142
1862,0.00013196374181591506,5.430860951425944e-09,3.2306929829774488e-09,0.00013196374181591506
1863,0.00013295743597804436,5.602203256849236e-09,3.3680238598066126e-09,0.00013295743597804436
1864,0.00013394779359389628,6.9094364674171516e-09,3.455979470855043e-09,0.00013394779359389628
1865,0.00013331124708721681,7.342420703184059e-09,2.7287020896795055e-09,0.00013331124708721681
1866,0.00013309830267514502,7.081214059567742e-09,2.1411283698416892e-09,0.00013309830267514502
1867,0.00013388117908367088,7.116960005453572e-09,2.814744960920125e-09,0.00013388117908367088
1868,0.000134357251226902,6.928272019582746e-09,2.810968489720876e-09,0.000134357251226902
1869,0.00013434106741832302,6.184821829283546e-09,3.173072423859732e-09,0.00013434106741832302
1870,0.00013441196434931562,6.276747788191983e-09,3.351246185318806e-09,0.00013441196434931562
1871,0.00013413233058859726,5.170407181763283e-09,3.7048543122253363e-09,0.00013413233058859726
1872,0.00013448458048515022,4.916526011708047e-09,3.55907530431259e-09,0.00013448458048515022
1873,0.00013491414054962142,5.087808143043406e-09,3.48868134381064e-09,0.00013491414054962142
1874,0.00013539398163889667,5.051170529465512e-09,3.2706988228881073e-09,0.00013539398163889667
1875,0.00013554399317529584,4.8321954057176495e-09,3.1033870711334136e-09,0.00013554399317529584
1876,0.00013626594487245062,4.660058910183855e-09,2.772907078555217e-09,0.00013626594487245062
1877,0.00013529924867076,4.878449422207609e-09,2.9374361038796745e-09,0.00013529924867076
