ngram,shopping,shoping,shoping,shoping
1952,5.492146816063073e-06,4.018363673554047e-09,4.018363673554047e-09,4.018363673554047e-09
1953,5.8093917557146464e-06,4.046765906500533e-09,4.046765906500533e-09,4.046765906500533e-09
1954,6.2335472778483696e-06,4.470684901645785e-09,4.470684901645785e-09,4.470684901645785e-09
1955,6.559995654242812e-06,4.889062995719737e-09,4.889062995719737e-09,4.889062995719737e-09
1956,6.809745432942041e-06,5.327345612268378e-09,5.327345612268378e-09,5.327345612268378e-09
1957,7.008543954205899e-06,5.534039956448364e-09,5.534039956448364e-09,5.534039956448364e-09
1958,7.20335700472268e-06,5.8744351605355405e-09,5.8744351605355405e-09,5.8744351605355405e-09
1959,7.264020561186564e-06,6.116072664192578e-09,6.116072664192578e-09,6.116072664192578e-09
1960,7.3354950862787e-06,6.092781517403572e-09,6.092781517403572e-09,6.092781517403572e-09
1961,7.368216691767364e-06,5.807113773974899e-09,5.807113773974899e-09,5.807113773974899e-09
1962,7.328796527872328e-06,6.02581305488213e-09,6.02581305488213e-09,6.02581305488213e-09
1963,7.294825666446871e-06,6.114252152197455e-09,6.114252152197455e-09,6.114252152197455e-09
1964,7.22555341781117e-06,6.02110348881167e-09,6.02110348881167e-09,6.02110348881167e-09
1965,7.21824121033673e-06,6.131606841311818e-09,6.131606841311818e-09,6.131606841311818e-09
1966,7.218869151464398e-06,6.193959059938184e-09,6.193959059938184e-09,6.193959059938184e-09
1967,7.286517627237897e-06,6.287566213712483e-09,6.287566213712483e-09,6.287566213712483e-09
1968,7.302963565182706e-06,6.4019434198314684e-09,6.4019434198314684e-09,6.4019434198314684e-09
1969,7.530090117922685e-06,6.1166475693953865e-09,6.1166475693953865e-09,6.1166475693953865e-09
1970,7.796419530287884e-06,5.880963462244284e-09,5.880963462244284e-09,5.880963462244284e-09
1971,8.154507213475881e-06,5.931021642067793e-09,5.931021642067793e-09,5.931021642067793e-09
1972,8.386284922120727e-06,5.515478359744261e-09,5.515478359744261e-09,5.515478359744261e-09
1973,8.690304769386006e-06,5.471451926451567e-09,5.471451926451567e-09,5.471451926451567e-09
1974,8.985075250425975e-06,5.590739871053074e-09,5.590739871053074e-09,5.590739871053074e-09
1975,9.217204803592591e-06,6.139936051649134e-09,6.139936051649134e-09,6.139936051649134e-09
1976,9.394253148846993e-06,6.35118985974665e-09,6.35118985974665e-09,6.35118985974665e-09
1977,9.524879585244759e-06,6.354914880038873e-09,6.354914880038873e-09,6.354914880038873e-09
1978,9.550120271991805e-06,6.943099619048456e-09,6.943099619048456e-09,6.943099619048456e-09
1979,9.591507088251611e-06,6.8385152144198204e-09,6.8385152144198204e-09,6.8385152144198204e-09
1980,9.68109075724247e-06,6.915175226091768e-09,6.915175226091768e-09,6.915175226091768e-09
1981,1.000793274995106e-05,6.821114149703687e-09,6.821114149703687e-09,6.821114149703687e-09
1982,1.0218389044374427e-05,6.254108722966326e-09,6.254108722966326e-09,6.254108722966326e-09
1983,1.022760261548683e-05,6.015816416444457e-09,6.015816416444457e-09,6.015816416444457e-09
1984,1.024279208650114e-05,5.932098431519048e-09,5.932098431519048e-09,5.932098431519048e-09
1985,1.039758054892965e-05,5.374051679853307e-09,5.374051679853307e-09,5.374051679853307e-09
1986,1.0628665872250817e-05,5.6325137569907775e-09,5.6325137569907775e-09,5.6325137569907775e-09
1987,1.0782281346369668e-05,5.3488243041093546e-09,5.3488243041093546e-09,5.3488243041093546e-09
1988,1.0636962932559462e-05,5.249164595052694e-09,5.249164595052694e-09,5.249164595052694e-09
1989,1.0707246214483998e-05,5.618324916412121e-09,5.618324916412121e-09,5.618324916412121e-09
1990,1.0987541567633993e-05,5.546055741640592e-09,5.546055741640592e-09,5.546055741640592e-09
1991,1.1355907580374541e-05,5.4519780436278e-09,5.4519780436278e-09,5.4519780436278e-09
1992,1.1589860800346027e-05,5.190055369601916e-09,5.190055369601916e-09,5.190055369601916e-09
1993,1.1818191653998969e-05,4.7953036462290905e-09,4.7953036462290905e-09,4.7953036462290905e-09
1994,1.2208101777235112e-05,4.6161349980573215e-09,4.6161349980573215e-09,4.6161349980573215e-09
1995,1.2571571590212574e-05,4.581412804682827e-09,4.581412804682827e-09,4.581412804682827e-09
1996,1.3033697281831077e-05,4.1227865883135854e-09,4.1227865883135854e-09,4.1227865883135854e-09
1997,1.3479412570762048e-05,3.965977324327241e-09,3.965977324327241e-09,3.965977324327241e-09
1998,1.402748655112061e-05,3.6007891589053186e-09,3.6007891589053186e-09,3.6007891589053186e-09
1999,1.4441463723155071e-05,3.524299169959428e-09,3.524299169959428e-09,3.524299169959428e-09
2000,1.479472017048725e-05,3.559191195736032e-09,3.559191195736032e-09,3.559191195736032e-09
2001,1.5087045539985411e-05,3.542146163683567e-09,3.542146163683567e-09,3.542146163683567e-09
2002,1.5426959829970395e-05,3.2771946743638735e-09,3.2771946743638735e-09,3.2771946743638735e-09
2003,1.562851282090248e-05,3.1799841807408515e-09,3.1799841807408515e-09,3.1799841807408515e-09
2004,1.5797481994793217e-05,3.0442778139619773e-09,3.0442778139619773e-09,3.0442778139619773e-09
2005,1.57149040335623e-05,3.047953127983354e-09,3.047953127983354e-09,3.047953127983354e-09
2006,1.5961389700740775e-05,2.8003667004331388e-09,2.8003667004331388e-09,2.8003667004331388e-09
2007,1.639356300334579e-05,2.6999370675692293e-09,2.6999370675692293e-09,2.6999370675692293e-09
2008,1.6839746292264734e-05,2.6646542432879575e-09,2.6646542432879575e-09,2.6646542432879575e-09
2009,1.703818582297702e-05,2.5062957106517356e-09,2.5062957106517356e-09,2.5062957106517356e-09
2010,1.7050342389016544e-05,2.244466628426827e-09,2.244466628426827e-09,2.244466628426827e-09
2011,1.734811667120084e-05,2.7546942663444642e-09,2.7546942663444642e-09,2.7546942663444642e-09
2012,1.7527748111336094e-05,2.5845930792404e-09,2.5845930792404e-09,2.5845930792404e-09
2013,1.7569363470621674e-05,2.5096081244870204e-09,2.5096081244870204e-09,2.5096081244870204e-09
2014,1.7140601033003933e-05,2.257062156222186e-09,2.257062156222186e-09,2.257062156222186e-09
2015,1.633313903377192e-05,2.060468066008728e-09,2.060468066008728e-09,2.060468066008728e-09
2016,1.5985976720652877e-05,2.101405605081652e-09,2.101405605081652e-09,2.101405605081652e-09
2017,1.5992353686063627e-05,2.179395774959403e-09,2.179395774959403e-09,2.179395774959403e-09
2018,1.556463885208359e-05,1.4063947340048343e-09,1.4063947340048343e-09,1.4063947340048343e-09
2019,1.5155811752265436e-05,1.412237632392177e-09,1.412237632392177e-09,1.412237632392177e-09
