ngram,bottom,botom,botom,botom
1545,0.00022890524581141238,0.0,0.0,0.0
1546,0.0002183935073714695,0.0,0.0,0.0
1547,2.9226998776721302e-06,0.0,0.0,0.0
1548,1.2731683390094467e-05,0.0,0.0,0.0
1549,1.3944341130159696e-05,0.0,0.0,0.0
1550,1.772676120838566e-05,0.0,0.0,0.0
1551,1.50837675261885e-05,0.0,0.0,0.0
1552,2.013154471569578e-05,0.0,0.0,0.0
1553,1.9851838520220815e-05,0.0,0.0,0.0
1554,1.9851838520220815e-05,0.0,0.0,0.0
1555,1.244679502373661e-05,0.0,0.0,0.0
1556,1.8520271364000758e-05,0.0,0.0,0.0
1557,1.4737851285774792e-05,0.0,0.0,0.0
1558,1.4737851285774792e-05,0.0,0.0,0.0
1559,1.8286190814771025e-05,0.0,0.0,0.0
1560,2.187571278357479e-05,0.0,0.0,0.0
1561,2.187571278357479e-05,0.0,0.0,0.0
1562,2.1249487352698842e-05,0.0,0.0,0.0
1563,1.3963353272369464e-05,0.0,0.0,0.0
1564,1.3963353272369464e-05,0.0,0.0,0.0
1565,1.5986954557385097e-05,0.0,0.0,0.0
1566,2.262020188936731e-05,0.0,0.0,0.0
1567,2.1760269191872794e-05,0.0,0.0,0.0
1568,2.1760269191872794e-05,0.0,0.0,0.0
1569,2.2953375914117453e-05,0.0,0.0,0.0
1570,2.4464388193986713e-05,0.0,0.0,0.0
1571,2.4464388193986713e-05,0.0,0.0,0.0
1572,2.296074769349486e-05,0.0,0.0,0.0
1573,1.2765021048315767e-05,0.0,0.0,0.0
1574,1.0580143322970668e-05,0.0,0.0,0.0
1575,1.0580143322970668e-05,0.0,0.0,0.0
1576,9.412043807190327e-06,0.0,0.0,0.0
1577,1.0452507435080147e-05,0.0,0.0,0.0
1578,1.2138899267353867e-05,0.0,0.0,0.0
1579,1.8733241469297874e-05,0.0,0.0,0.0
1580,1.3699604063991241e-05,0.0,0.0,0.0
1581,1.5528122016153896e-05,0.0,0.0,0.0
1582,1.594710339044728e-05,0.0,0.0,0.0
1583,1.6307183386743418e-05,0.0,0.0,0.0
1584,1.3755707478984342e-05,0.0,0.0,0.0
1585,1.263546992699308e-05,0.0,0.0,0.0
1586,2.277461924547554e-05,0.0,0.0,0.0
1587,2.6927573961594525e-05,0.0,0.0,0.0
1588,2.5223850278572562e-05,0.0,0.0,0.0
1589,2.4991595377546867e-05,0.0,0.0,0.0
1590,2.4128671871689482e-05,0.0,0.0,0.0
1591,2.4395205335687414e-05,0.0,0.0,0.0
1592,2.4426022849054008e-05,0.0,0.0,0.0
1593,8.288954242224073e-06,0.0,0.0,0.0
1594,4.303631109386126e-06,0.0,0.0,0.0
1595,4.535719475435533e-06,0.0,0.0,0.0
1596,4.559411227741553e-06,0.0,0.0,0.0
1597,3.864843376634651e-06,0.0,0.0,0.0
1598,4.615689980320374e-06,0.0,0.0,0.0
1599,4.372451631492627e-06,0.0,0.0,0.0
1600,4.214622728276092e-06,0.0,0.0,0.0
1601,4.632962730153979e-06,0.0,0.0,0.0
1602,6.75898935956606e-06,0.0,0.0,0.0
1603,7.784901462010957e-06,0.0,0.0,0.0
1604,1.1266078575187879e-05,0.0,0.0,0.0
1605,1.1260630507032537e-05,0.0,0.0,0.0
1606,1.3869861114861643e-05,0.0,0.0,0.0
1607,1.2911306319957866e-05,0.0,0.0,0.0
1608,1.3124045121263147e-05,0.0,0.0,0.0
1609,1.0851120220779973e-05,0.0,0.0,0.0
1610,1.1144169028349487e-05,0.0,0.0,0.0
1611,7.5697428850877e-06,0.0,0.0,0.0
1612,6.826811613791506e-06,0.0,0.0,0.0
1613,4.503089485297096e-06,0.0,0.0,0.0
1614,6.1511381902944e-06,0.0,0.0,0.0
1615,6.495257529033032e-06,0.0,0.0,0.0
1616,6.461410683706552e-06,0.0,0.0,0.0
1617,6.4145275311083035e-06,0.0,0.0,0.0
1618,7.773531771298231e-06,0.0,0.0,0.0
1619,9.192548532155342e-06,0.0,0.0,0.0
1620,1.1676212839769765e-05,0.0,0.0,0.0
1621,1.0563418137670461e-05,0.0,0.0,0.0
1622,1.1249646961784623e-05,0.0,0.0,0.0
1623,1.0798212088047876e-05,0.0,0.0,0.0
1624,1.3049020870831945e-05,0.0,0.0,0.0
1625,1.4085219488281706e-05,0.0,0.0,0.0
1626,1.4463798346956277e-05,0.0,0.0,0.0
1627,1.2778834161508712e-05,0.0,0.0,0.0
1628,1.276767316734809e-05,0.0,0.0,0.0
1629,1.2836789567570253e-05,0.0,0.0,0.0
1630,1.3516114384921301e-05,0.0,0.0,0.0
1631,1.0349609445776358e-05,0.0,0.0,0.0
1632,7.625597455834006e-06,0.0,0.0,0.0
1633,6.107372298304524e-06,0.0,0.0,0.0
1634,6.273866347328294e-06,0.0,0.0,0.0
1635,6.490650775958784e-06,0.0,0.0,0.0
1636,5.63460876687064e-06,0.0,0.0,0.0
1637,5.417471064512418e-06,0.0,0.0,0.0
1638,5.322016509775754e-06,0.0,0.0,0.0
1639,5.995336745659838e-06,0.0,0.0,0.0
1640,6.4750460881311615e-06,0.0,0.0,0.0
1641,5.467830858054055e-06,0.0,0.0,0.0
1642,7.533649133100491e-06,0.0,0.0,0.0
1643,7.1237733274236755e-06,0.0,0.0,0.0
1644,7.58377106129566e-06,0.0,0.0,0.0
1645,7.750944600307516e-06,0.0,0.0,0.0
1646,7.700279378955851e-06,0.0,0.0,0.0
1647,8.649064316809277e-06,0.0,0.0,0.0
1648,1.2178274703598748e-05,0.0,0.0,0.0
1649,1.0857906675352882e-05,0.0,0.0,0.0
1650,2.0063759750753108e-05,0.0,0.0,0.0
1651,2.3774169806399315e-05,4.300008121000636e-08,4.300008121000636e-08,4.300008121000636e-08
1652,2.55851925560689e-05,4.300008121000636e-08,4.300008121000636e-08,4.300008121000636e-08
1653,2.7342061782422077e-05,4.300008121000636e-08,4.300008121000636e-08,4.300008121000636e-08
1654,2.9181649421973687e-05,4.300008121000636e-08,4.300008121000636e-08,4.300008121000636e-08
1655,2.9412946397704737e-05,4.300008121000636e-08,4.300008121000636e-08,4.300008121000636e-08
1656,3.069036600728785e-05,8.83074124301077e-08,8.83074124301077e-08,8.83074124301077e-08
1657,2.3299045746430886e-05,1.995251425666668e-07,1.995251425666668e-07,1.995251425666668e-07
1658,2.091697154225715e-05,1.5652506135666044e-07,1.5652506135666044e-07,1.5652506135666044e-07
1659,2.123380779396809e-05,1.8869224658958827e-07,1.8869224658958827e-07,1.8869224658958827e-07
1660,2.243924687458535e-05,1.8869224658958827e-07,1.8869224658958827e-07,1.8869224658958827e-07
1661,2.3057030505567256e-05,1.8869224658958827e-07,1.8869224658958827e-07,1.8869224658958827e-07
1662,2.7793671376587425e-05,2.698919660458289e-07,2.698919660458289e-07,2.698919660458289e-07
1663,3.015413260852386e-05,2.245846348257276e-07,2.245846348257276e-07,2.245846348257276e-07
1664,3.953754042283565e-05,1.1336690468916849e-07,1.1336690468916849e-07,1.1336690468916849e-07
1665,4.521864606691192e-05,1.1336690468916849e-07,1.1336690468916849e-07,1.1336690468916849e-07
1666,5.140070970810484e-05,1.211481170620183e-07,1.211481170620183e-07,1.211481170620183e-07
1667,5.483690828051684e-05,1.211481170620183e-07,1.211481170620183e-07,1.211481170620183e-07
1668,5.635310870794845e-05,1.211481170620183e-07,1.211481170620183e-07,1.211481170620183e-07
1669,5.2111302336145726e-05,3.9948397605777634e-08,3.9948397605777634e-08,3.9948397605777634e-08
1670,5.2707170522938084e-05,3.9948397605777634e-08,3.9948397605777634e-08,3.9948397605777634e-08
1671,4.4748881919076666e-05,3.9948397605777634e-08,3.9948397605777634e-08,3.9948397605777634e-08
1672,4.161556509123849e-05,6.454899903474143e-08,6.454899903474143e-08,6.454899903474143e-08
1673,3.7219811929389834e-05,2.4600601428963794e-08,2.4600601428963794e-08,2.4600601428963794e-08
1674,3.707452145005975e-05,2.4600601428963794e-08,2.4600601428963794e-08,2.4600601428963794e-08
1675,3.6752318140185836e-05,2.4600601428963794e-08,2.4600601428963794e-08,2.4600601428963794e-08
1676,3.602262040658388e-05,2.4600601428963794e-08,2.4600601428963794e-08,2.4600601428963794e-08
1677,3.570992157619912e-05,5.818679937874549e-08,5.818679937874549e-08,5.818679937874549e-08
1678,3.882943123504187e-05,5.818679937874549e-08,5.818679937874549e-08,5.818679937874549e-08
1679,3.805305667421115e-05,3.35861979497817e-08,3.35861979497817e-08,3.35861979497817e-08
1680,4.0668732253834605e-05,6.979005563932463e-08,6.979005563932463e-08,6.979005563932463e-08
1681,3.8107153938783866e-05,6.979005563932463e-08,6.979005563932463e-08,6.979005563932463e-08
1682,3.8950611529539204e-05,8.995108860939841e-08,8.995108860939841e-08,8.995108860939841e-08
1683,4.6699915141549096e-05,8.995108860939841e-08,8.995108860939841e-08,8.995108860939841e-08
1684,4.8802483433973975e-05,5.636489065961671e-08,5.636489065961671e-08,5.636489065961671e-08
1685,4.534708516855192e-05,9.677655400862153e-08,9.677655400862153e-08,9.677655400862153e-08
1686,4.586321795483984e-05,9.677655400862153e-08,9.677655400862153e-08,9.677655400862153e-08
1687,4.240286216372624e-05,6.05726963190786e-08,6.05726963190786e-08,6.05726963190786e-08
1688,4.382244722884414e-05,1.537558530019721e-07,1.537558530019721e-07,1.537558530019721e-07
1689,4.1328723195225135e-05,1.3359482003189832e-07,1.3359482003189832e-07,1.3359482003189832e-07
1690,3.3922167338979694e-05,1.3359482003189832e-07,1.3359482003189832e-07,1.3359482003189832e-07
1691,3.052251798050877e-05,1.3359482003189832e-07,1.3359482003189832e-07,1.3359482003189832e-07
1692,3.250115202847935e-05,9.31831566828935e-08,9.31831566828935e-08,9.31831566828935e-08
1693,3.2270944367545394e-05,9.31831566828935e-08,9.31831566828935e-08,9.31831566828935e-08
1694,3.47812518677009e-05,9.31831566828935e-08,9.31831566828935e-08,9.31831566828935e-08
1695,3.356268280185759e-05,0.0,0.0,0.0
1696,3.92684723919956e-05,0.0,0.0,0.0
1697,4.053357796302797e-05,0.0,0.0,0.0
1698,4.1992653547952485e-05,0.0,0.0,0.0
1699,3.983687072052687e-05,1.3069540370582087e-08,1.3069540370582087e-08,1.3069540370582087e-08
1700,4.131659573301606e-05,1.3069540370582087e-08,1.3069540370582087e-08,1.3069540370582087e-08
1701,4.0414998043810814e-05,1.3069540370582087e-08,1.3069540370582087e-08,1.3069540370582087e-08
1702,3.945580647268798e-05,2.5054700155838613e-08,2.5054700155838613e-08,2.5054700155838613e-08
1703,3.4221657188027166e-05,2.5054700155838613e-08,2.5054700155838613e-08,2.5054700155838613e-08
1704,3.3705322493915446e-05,2.5054700155838613e-08,2.5054700155838613e-08,2.5054700155838613e-08
1705,3.326432046638469e-05,2.5054700155838613e-08,2.5054700155838613e-08,2.5054700155838613e-08
1706,3.389258641358798e-05,1.1985159785256525e-08,1.1985159785256525e-08,1.1985159785256525e-08
1707,3.134764613475584e-05,1.1985159785256525e-08,1.1985159785256525e-08,1.1985159785256525e-08
1708,2.8384519932192882e-05,3.127689447118038e-08,3.127689447118038e-08,3.127689447118038e-08
1709,2.75311540463008e-05,1.9291734685923856e-08,1.9291734685923856e-08,1.9291734685923856e-08
1710,2.661062613437285e-05,1.9291734685923856e-08,1.9291734685923856e-08,1.9291734685923856e-08
1711,2.466255734491694e-05,1.9291734685923856e-08,1.9291734685923856e-08,1.9291734685923856e-08
1712,2.2173997941925855e-05,1.9291734685923856e-08,1.9291734685923856e-08,1.9291734685923856e-08
1713,2.146471888408996e-05,1.9291734685923856e-08,1.9291734685923856e-08,1.9291734685923856e-08
1714,2.0364705830745932e-05,1.9291734685923856e-08,1.9291734685923856e-08,1.9291734685923856e-08
1715,2.1045504711634878e-05,0.0,0.0,0.0
1716,2.0550339416201625e-05,8.854958163543155e-09,8.854958163543155e-09,8.854958163543155e-09
1717,2.0841962395934388e-05,8.854958163543155e-09,8.854958163543155e-09,8.854958163543155e-09
1718,2.1655553220106022e-05,8.854958163543155e-09,8.854958163543155e-09,8.854958163543155e-09
1719,2.2176480342750438e-05,8.854958163543155e-09,8.854958163543155e-09,8.854958163543155e-09
1720,2.2405278286896646e-05,8.854958163543155e-09,8.854958163543155e-09,8.854958163543155e-09
1721,2.2735130447212475e-05,8.854958163543155e-09,8.854958163543155e-09,8.854958163543155e-09
1722,2.8000167990934903e-05,1.6582544861064108e-08,1.6582544861064108e-08,1.6582544861064108e-08
1723,3.02283614083925e-05,7.727586697520955e-09,7.727586697520955e-09,7.727586697520955e-09
1724,3.0487947827038753e-05,7.727586697520955e-09,7.727586697520955e-09,7.727586697520955e-09
1725,3.001098905640122e-05,1.5080539737612397e-08,1.5080539737612397e-08,1.5080539737612397e-08
1726,3.0069549861114604e-05,1.5080539737612397e-08,1.5080539737612397e-08,1.5080539737612397e-08
1727,3.1339108837918115e-05,2.192325559186819e-08,2.192325559186819e-08,2.192325559186819e-08
1728,3.111775965537943e-05,2.192325559186819e-08,2.192325559186819e-08,2.192325559186819e-08
1729,2.6647889431582632e-05,1.4195668894347234e-08,1.4195668894347234e-08,1.4195668894347234e-08
1730,2.6676936613512225e-05,2.2378906854620643e-08,2.2378906854620643e-08,2.2378906854620643e-08
1731,2.636565347659468e-05,2.9345646420811785e-08,2.9345646420811785e-08,2.9345646420811785e-08
1732,2.7193741386456948e-05,2.1992693380720344e-08,2.1992693380720344e-08,2.1992693380720344e-08
1733,2.7290133792640908e-05,2.1992693380720344e-08,2.1992693380720344e-08,2.1992693380720344e-08
1734,2.7309166658337096e-05,1.5149977526464553e-08,1.5149977526464553e-08,1.5149977526464553e-08
1735,2.819668770825956e-05,1.5149977526464553e-08,1.5149977526464553e-08,1.5149977526464553e-08
1736,2.877699002315889e-05,1.5149977526464553e-08,1.5149977526464553e-08,1.5149977526464553e-08
1737,2.7748922418270793e-05,1.3888367789149925e-08,1.3888367789149925e-08,1.3888367789149925e-08
1738,2.7664925125593853e-05,1.2413444494541181e-08,1.2413444494541181e-08,1.2413444494541181e-08
1739,2.633880103530828e-05,1.2413444494541181e-08,1.2413444494541181e-08,1.2413444494541181e-08
1740,2.657956715016293e-05,1.2413444494541181e-08,1.2413444494541181e-08,1.2413444494541181e-08
1741,2.501641340911322e-05,1.2413444494541181e-08,1.2413444494541181e-08,1.2413444494541181e-08
1742,2.739899745003121e-05,1.2413444494541181e-08,1.2413444494541181e-08,1.2413444494541181e-08
1743,2.5917080815166367e-05,1.2413444494541181e-08,1.2413444494541181e-08,1.2413444494541181e-08
1744,2.5493336319673938e-05,5.491816271582398e-09,5.491816271582398e-09,5.491816271582398e-09
1745,2.817039629527634e-05,0.0,0.0,0.0
1746,2.9928969005205935e-05,0.0,0.0,0.0
1747,3.0157339746697937e-05,4.159151753161236e-09,4.159151753161236e-09,4.159151753161236e-09
1748,3.021920227703439e-05,4.159151753161236e-09,4.159151753161236e-09,4.159151753161236e-09
1749,2.7139086731559864e-05,4.159151753161236e-09,4.159151753161236e-09,4.159151753161236e-09
1750,2.7463692406724605e-05,7.457883199890603e-09,7.457883199890603e-09,7.457883199890603e-09
1751,2.920354407771291e-05,7.457883199890603e-09,7.457883199890603e-09,7.457883199890603e-09
1752,2.7422318973029697e-05,1.1356473349012828e-08,1.1356473349012828e-08,1.1356473349012828e-08
1753,3.0319126121217517e-05,1.1356473349012828e-08,1.1356473349012828e-08,1.1356473349012828e-08
1754,3.270579951017031e-05,1.1381390306399096e-08,1.1381390306399096e-08,1.1381390306399096e-08
1755,3.675624689744187e-05,1.1381390306399096e-08,1.1381390306399096e-08,1.1381390306399096e-08
1756,3.935778165344216e-05,1.4416860847989353e-08,1.4416860847989353e-08,1.4416860847989353e-08
1757,4.292021809046024e-05,1.1118129401259985e-08,1.1118129401259985e-08,1.1118129401259985e-08
1758,4.3037032030822176e-05,1.7333298986597712e-08,1.7333298986597712e-08,1.7333298986597712e-08
1759,4.319082810460324e-05,1.3434708837475488e-08,1.3434708837475488e-08,1.3434708837475488e-08
1760,4.0540362013936306e-05,1.3434708837475488e-08,1.3434708837475488e-08,1.3434708837475488e-08
1761,4.124949243435237e-05,9.250640126927984e-09,9.250640126927984e-09,9.250640126927984e-09
1762,3.989797603156019e-05,9.250640126927984e-09,9.250640126927984e-09,9.250640126927984e-09
1763,4.058969976280683e-05,1.756986784633747e-08,1.756986784633747e-08,1.756986784633747e-08
1764,4.132419988828977e-05,2.0380547535328982e-08,2.0380547535328982e-08,2.0380547535328982e-08
1765,4.440316687188377e-05,5.248168731343737e-08,5.248168731343737e-08,5.248168731343737e-08
1766,4.680393457030212e-05,6.268484347466646e-08,6.268484347466646e-08,6.268484347466646e-08
1767,4.9279147788183764e-05,7.740735493858405e-08,7.740735493858405e-08,7.740735493858405e-08
1768,5.3119319220838535e-05,8.008956748588908e-08,8.008956748588908e-08,8.008956748588908e-08
1769,5.461109114029179e-05,8.008956748588908e-08,8.008956748588908e-08,8.008956748588908e-08
1770,6.040420963212715e-05,6.873486922488934e-08,6.873486922488934e-08,6.873486922488934e-08
1771,6.522814978130295e-05,6.855683335312993e-08,6.855683335312993e-08,6.855683335312993e-08
1772,6.619600441938798e-05,3.814876922295493e-08,3.814876922295493e-08,3.814876922295493e-08
1773,6.884187158513149e-05,2.7945613061725842e-08,2.7945613061725842e-08,2.7945613061725842e-08
1774,7.01213939464651e-05,1.5895564737482866e-08,1.5895564737482866e-08,1.5895564737482866e-08
1775,6.914991640119947e-05,1.321335219017783e-08,1.321335219017783e-08,1.321335219017783e-08
1776,7.048316911095753e-05,1.863809119738237e-08,1.863809119738237e-08,1.863809119738237e-08
1777,6.805027702025004e-05,3.322834325152664e-08,3.322834325152664e-08,3.322834325152664e-08
1778,6.281882815528661e-05,3.6157986826879096e-08,3.6157986826879096e-08,3.6157986826879096e-08
1779,5.986968140600116e-05,3.081142731429866e-08,3.081142731429866e-08,3.081142731429866e-08
1780,5.738718599397024e-05,4.0207988557686547e-08,4.0207988557686547e-08,4.0207988557686547e-08
1781,5.830706244783609e-05,4.709811004691541e-08,4.709811004691541e-08,4.709811004691541e-08
1782,5.797367287284162e-05,5.357251049125418e-08,5.357251049125418e-08,5.357251049125418e-08
1783,5.7260490783456976e-05,5.249696956509199e-08,5.249696956509199e-08,5.249696956509199e-08
1784,5.513026345787304e-05,4.1235661742332145e-08,4.1235661742332145e-08,4.1235661742332145e-08
1785,5.641546782239207e-05,4.2145863941657676e-08,4.2145863941657676e-08,4.2145863941657676e-08
1786,5.657806364719623e-05,4.226437485702458e-08,4.226437485702458e-08,4.226437485702458e-08
1787,5.8158892248424566e-05,3.415695523248782e-08,3.415695523248782e-08,3.415695523248782e-08
1788,5.560360815642136e-05,3.374023511375819e-08,3.374023511375819e-08,3.374023511375819e-08
1789,5.3541427145579033e-05,2.9592604303526774e-08,2.9592604303526774e-08,2.9592604303526774e-08
1790,5.235415249314558e-05,3.076764811181322e-08,3.076764811181322e-08,3.076764811181322e-08
1791,5.3911252637460295e-05,3.069660272002141e-08,3.069660272002141e-08,3.069660272002141e-08
1792,5.276236801624431e-05,2.8577161335720447e-08,2.8577161335720447e-08,2.8577161335720447e-08
1793,5.550183414015919e-05,2.786900894185302e-08,2.786900894185302e-08,2.786900894185302e-08
1794,5.5581143117576304e-05,2.857583845740562e-08,2.857583845740562e-08,2.857583845740562e-08
1795,6.0216308546452115e-05,2.673615094396707e-08,2.673615094396707e-08,2.673615094396707e-08
1796,6.213936701117615e-05,2.725386608456607e-08,2.725386608456607e-08,2.725386608456607e-08
1797,6.403133790757108e-05,3.080040260934018e-08,3.080040260934018e-08,3.080040260934018e-08
1798,6.500932327721134e-05,3.1014443965407934e-08,3.1014443965407934e-08,3.1014443965407934e-08
1799,6.675218277710624e-05,2.7862934943405955e-08,2.7862934943405955e-08,2.7862934943405955e-08
1800,6.541162500590352e-05,2.6714218519836256e-08,2.6714218519836256e-08,2.6714218519836256e-08
1801,6.475140097401371e-05,2.6575609268775224e-08,2.6575609268775224e-08,2.6575609268775224e-08
1802,6.13955344306305e-05,2.100593946404875e-08,2.100593946404875e-08,2.100593946404875e-08
1803,6.096321781764605e-05,2.1671454345347944e-08,2.1671454345347944e-08,2.1671454345347944e-08
1804,6.145224948081054e-05,1.778699435358736e-08,1.778699435358736e-08,1.778699435358736e-08
1805,5.923608789869052e-05,1.7690861727917958e-08,1.7690861727917958e-08,1.7690861727917958e-08
1806,6.076765410918077e-05,1.7782073083846432e-08,1.7782073083846432e-08,1.7782073083846432e-08
1807,6.149155160528608e-05,1.905095750994893e-08,1.905095750994893e-08,1.905095750994893e-08
1808,6.00904126518539e-05,1.8135048383628927e-08,1.8135048383628927e-08,1.8135048383628927e-08
1809,5.7824771959401134e-05,1.9655187953406183e-08,1.9655187953406183e-08,1.9655187953406183e-08
1810,5.729699374309608e-05,2.268331782724025e-08,2.268331782724025e-08,2.268331782724025e-08
1811,5.577140992889846e-05,2.1715910339789194e-08,2.1715910339789194e-08,2.1715910339789194e-08
1812,5.701747639769954e-05,2.6456183783401295e-08,2.6456183783401295e-08,2.6456183783401295e-08
1813,5.284396060492976e-05,2.6715268473610976e-08,2.6715268473610976e-08,2.6715268473610976e-08
1814,5.154867747998131e-05,2.5876805079657776e-08,2.5876805079657776e-08,2.5876805079657776e-08
1815,5.1890037346830855e-05,2.6094196517841998e-08,2.6094196517841998e-08,2.6094196517841998e-08
1816,5.4698497219110974e-05,2.6070485960514944e-08,2.6070485960514944e-08,2.6070485960514944e-08
1817,5.309706102707423e-05,2.1074484633589108e-08,2.1074484633589108e-08,2.1074484633589108e-08
1818,5.318059421759764e-05,1.7929782864760975e-08,1.7929782864760975e-08,1.7929782864760975e-08
1819,5.264155385832835e-05,1.3571137864281419e-08,1.3571137864281419e-08,1.3571137864281419e-08
1820,5.4160464579971244e-05,1.378806580021319e-08,1.378806580021319e-08,1.378806580021319e-08
1821,5.490692741919442e-05,1.5233956318638775e-08,1.5233956318638775e-08,1.5233956318638775e-08
1822,5.535702231489787e-05,2.0937401907466276e-08,2.0937401907466276e-08,2.0937401907466276e-08
1823,5.318210657735888e-05,1.854724234513177e-08,1.854724234513177e-08,1.854724234513177e-08
1824,5.3792056860402226e-05,2.63935153098162e-08,2.63935153098162e-08,2.63935153098162e-08
1825,5.2685717361912664e-05,2.7218558200965097e-08,2.7218558200965097e-08,2.7218558200965097e-08
1826,5.2161181104435984e-05,2.5949585210785893e-08,2.5949585210785893e-08,2.5949585210785893e-08
1827,5.149433023429343e-05,3.4637882530473366e-08,3.4637882530473366e-08,3.4637882530473366e-08
1828,5.0857983296737075e-05,3.833734333166408e-08,3.833734333166408e-08,3.833734333166408e-08
1829,5.030448457026588e-05,3.295081337942715e-08,3.295081337942715e-08,3.295081337942715e-08
1830,5.0053892274653276e-05,3.2870473073590544e-08,3.2870473073590544e-08,3.2870473073590544e-08
1831,4.97261353302747e-05,2.5432859754711704e-08,2.5432859754711704e-08,2.5432859754711704e-08
1832,5.0154847225972586e-05,2.4810849628766263e-08,2.4810849628766263e-08,2.4810849628766263e-08
1833,4.941965016769245e-05,2.4714256165379667e-08,2.4714256165379667e-08,2.4714256165379667e-08
1834,4.883286705340392e-05,1.6001459712811084e-08,1.6001459712811084e-08,1.6001459712811084e-08
1835,4.8719281559377646e-05,1.203207819092508e-08,1.203207819092508e-08,1.203207819092508e-08
1836,4.8299195311431375e-05,1.1907419558302275e-08,1.1907419558302275e-08,1.1907419558302275e-08
1837,4.8295602547503745e-05,1.277125288063579e-08,1.277125288063579e-08,1.277125288063579e-08
1838,4.831704219603645e-05,1.1583722489153355e-08,1.1583722489153355e-08,1.1583722489153355e-08
1839,4.8900023622471576e-05,1.303461218325554e-08,1.303461218325554e-08,1.303461218325554e-08
1840,4.815920900520203e-05,1.4119696967185291e-08,1.4119696967185291e-08,1.4119696967185291e-08
1841,4.784979838794763e-05,1.3355119486492737e-08,1.3355119486492737e-08,1.3355119486492737e-08
1842,4.770254703804052e-05,1.2020078710150983e-08,1.2020078710150983e-08,1.2020078710150983e-08
1843,4.759867546714044e-05,1.3226384241806142e-08,1.3226384241806142e-08,1.3226384241806142e-08
1844,4.804587193315716e-05,1.3670383111222658e-08,1.3670383111222658e-08,1.3670383111222658e-08
1845,4.7702901481118586e-05,1.497602740231839e-08,1.497602740231839e-08,1.497602740231839e-08
1846,4.6954300030068096e-05,1.9487371081895943e-08,1.9487371081895943e-08,1.9487371081895943e-08
1847,4.775357800619011e-05,1.782858064355456e-08,1.782858064355456e-08,1.782858064355456e-08
1848,4.858603590816658e-05,1.8817650422014206e-08,1.8817650422014206e-08,1.8817650422014206e-08
1849,4.91539592206079e-05,1.9711335421033838e-08,1.9711335421033838e-08,1.9711335421033838e-08
1850,4.930919541428531e-05,1.8388146370641933e-08,1.8388146370641933e-08,1.8388146370641933e-08
1851,4.9736561777535826e-05,2.216788073740515e-08,2.216788073740515e-08,2.216788073740515e-08
1852,5.049817316051174e-05,2.0705717838710924e-08,2.0705717838710924e-08,2.0705717838710924e-08
1853,5.1320881798996455e-05,1.457620735223486e-08,1.457620735223486e-08,1.457620735223486e-08
1854,5.231730080725226e-05,1.3818582532211719e-08,1.3818582532211719e-08,1.3818582532211719e-08
1855,5.29407147301494e-05,1.2899861179249683e-08,1.2899861179249683e-08,1.2899861179249683e-08
1856,5.303143240910556e-05,1.1259389928345139e-08,1.1259389928345139e-08,1.1259389928345139e-08
