ngram,father,fathr,fathr,father
1500,3.4733574807432888e-06,0.0,0.0,3.4733574807432888e-06
1501,2.778685984594631e-06,0.0,0.0,2.778685984594631e-06
1502,2.7969356438006798e-05,0.0,0.0,2.7969356438006798e-05
1503,2.3973734089720112e-05,0.0,0.0,2.3973734089720112e-05
1504,2.6926873943011742e-05,0.0,0.0,2.6926873943011742e-05
1505,3.580832994235347e-05,0.0,0.0,3.580832994235347e-05
1506,3.580832994235347e-05,0.0,0.0,3.580832994235347e-05
1507,3.580832994235347e-05,0.0,0.0,3.580832994235347e-05
1508,3.580832994235347e-05,0.0,0.0,3.580832994235347e-05
1509,1.3819371555915236e-05,0.0,0.0,1.3819371555915236e-05
1510,1.3819371555915236e-05,0.0,0.0,1.3819371555915236e-05
1511,1.0732570704671421e-05,0.0,0.0,1.0732570704671421e-05
1512,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,1.7139668800934616e-05,0.0,0.0,1.7139668800934616e-05
1515,1.7139668800934616e-05,0.0,0.0,1.7139668800934616e-05
1516,1.7139668800934616e-05,0.0,0.0,1.7139668800934616e-05
1517,1.820222236606891e-05,0.0,0.0,1.820222236606891e-05
1518,1.820222236606891e-05,0.0,0.0,1.820222236606891e-05
1519,1.820222236606891e-05,0.0,0.0,1.820222236606891e-05
1520,7.986987969031491e-05,0.0,0.0,7.986987969031491e-05
1521,6.273021088938029e-05,0.0,0.0,6.273021088938029e-05
1522,9.446778001022591e-05,0.0,0.0,9.446778001022591e-05
1523,9.569987001408922e-05,0.0,0.0,9.569987001408922e-05
1524,9.876667263597483e-05,0.0,0.0,9.876667263597483e-05
1525,9.876667263597483e-05,0.0,0.0,9.876667263597483e-05
1526,9.876667263597483e-05,0.0,0.0,9.876667263597483e-05
1527,3.709901531172883e-05,0.0,0.0,3.709901531172883e-05
1528,3.709901531172883e-05,0.0,0.0,3.709901531172883e-05
1529,5.3614461908832056e-06,0.0,0.0,5.3614461908832056e-06
1530,0.00020240334223282325,0.0,0.0,0.00020240334223282325
1531,0.00022699822771496007,0.0,0.0,0.00022699822771496007
1532,0.00022699822771496007,0.0,0.0,0.00022699822771496007
1533,0.00029883386533973474,0.0,0.0,0.00029883386533973474
1534,0.0003086651600564697,0.0,0.0,0.0003086651600564697
1535,0.0003433040401432663,0.0,0.0,0.0003433040401432663
1536,0.00034643489094118455,0.0,0.0,0.00034643489094118455
1537,0.0001481609048953812,0.0,0.0,0.0001481609048953812
1538,0.00012261310179643,0.0,0.0,0.00012261310179643
1539,0.00012261310179643,0.0,0.0,0.00012261310179643
1540,5.077746417165534e-05,0.0,0.0,5.077746417165534e-05
1541,0.0003821382901410938,0.0,0.0,0.0003821382901410938
1542,0.0003821062759275914,0.0,0.0,0.0003821062759275914
1543,0.0003789754251296732,0.0,0.0,0.0003789754251296732
1544,0.0004033187877731897,0.0,0.0,0.0004033187877731897
1545,0.00042880980098353963,0.0,0.0,0.00042880980098353963
1546,0.0005510414069119309,0.0,0.0,0.0005510414069119309
1547,0.0006296927957529468,0.0,0.0,0.0006296927957529468
1548,0.00029206757816219967,0.0,0.0,0.00029206757816219967
1549,0.0005994301879711981,0.0,0.0,0.0005994301879711981
1550,0.0006140195224101522,0.0,0.0,0.0006140195224101522
1551,0.0006321777099011732,0.0,0.0,0.0006321777099011732
1552,0.0006200958107781064,0.0,0.0,0.0006200958107781064
1553,0.0004978642048497152,0.0,0.0,0.0004978642048497152
1554,0.0004377260203390116,0.0,0.0,0.0004377260203390116
1555,0.00043956798201959046,0.0,0.0,0.00043956798201959046
1556,0.00011112989782954433,0.0,0.0,0.00011112989782954433
1557,0.00010588557155902631,0.0,0.0,0.00010588557155902631
1558,6.815836189032e-05,0.0,0.0,6.815836189032e-05
1559,7.90803819005045e-05,0.0,0.0,7.90803819005045e-05
