ngram,order,oder,ordr
1500,0.00015962092584231868,0.0,0.0
1501,0.00012769674067385494,0.0,0.0
1502,0.00029354601186544943,1.7571085209056037e-07,0.0
1503,0.0003765562058626009,1.506093017919089e-07,0.0
1504,0.00039291815483011305,1.506093017919089e-07,0.0
1505,0.00038878141536510417,1.506093017919089e-07,0.0
1506,0.00038878141536510417,1.506093017919089e-07,0.0
1507,0.00038878141536510417,1.506093017919089e-07,0.0
1508,0.00038878141536510417,1.506093017919089e-07,0.0
1509,0.00022838250567604388,0.0,0.0
1510,0.00010343716712668538,0.0,0.0
1511,5.7135155657306314e-05,0.0,0.0
1512,0.0,0.0,0.0
1513,0.0,0.0,0.0
1514,2.799479157796928e-05,0.0,0.0
1515,2.799479157796928e-05,0.0,0.0
1516,2.799479157796928e-05,0.0,0.0
1517,6.624672096222639e-05,1.1156812044126646e-05,0.0
1518,6.624672096222639e-05,1.1156812044126646e-05,0.0
1519,6.624672096222639e-05,1.1156812044126646e-05,0.0
1520,0.00012225406161243363,1.1156812044126646e-05,0.0
1521,0.0005175396924771901,1.1156812044126646e-05,0.0
1522,0.000692096318484151,1.1156812044126646e-05,0.0
1523,0.0007992881458319191,1.1156812044126646e-05,0.0
1524,0.0007651655726346819,8.258712374039792e-06,0.0
1525,0.0007651655726346819,8.258712374039792e-06,0.0
1526,0.0008738616356172965,8.258712374039792e-06,0.0
1527,0.0008759027080356775,8.258712374039792e-06,0.0
1528,0.0005958191351445359,8.258712374039792e-06,0.0
1529,0.000421262509137575,8.258712374039792e-06,0.0
1530,0.00032063121839850543,1.3361351843091793e-05,0.0
1531,0.00036246064805059826,1.0847487698941092e-05,0.0
1532,0.0003998867271418151,1.0847487698941092e-05,0.0
1533,0.00029119066415920055,5.075617757808816e-05,0.0
1534,0.00023735566303782565,5.075617757808816e-05,0.0
1535,0.0001318097695600175,5.075617757808816e-05,0.0
1536,0.0003782524410261041,5.075617757808816e-05,0.0
1537,0.00037169190441740544,0.00018794153324311731,0.0
1538,0.00032890955714849824,0.0002266668265552393,0.0
1539,0.0003288384814368328,0.0002266668265552393,0.0
1540,0.0003288384814368328,0.00018675813667609224,0.0
1541,0.00032462506948961945,0.00022087734916047857,0.0
1542,0.0003351227961892229,0.00022087734916047857,0.0
1543,8.868012472313629e-05,0.00024369433439070626,0.0
1544,0.0001137190107069078,0.0001014063392566251,0.0
1545,0.00012152729634960582,5.88116384148764e-05,0.0
1546,9.703877835168637e-05,5.88116384148764e-05,0.0
1547,0.00010031591955339536,6.20887796165854e-05,0.0
1548,0.0001594670642849191,2.796956713219905e-05,0.0
1549,0.00015254874285476814,2.796956713219905e-05,0.0
1550,0.0002627792678790034,5.152581901971384e-06,0.0
1551,0.0002377403818952319,5.001532580146366e-05,0.0
1552,0.0002671378751983866,4.8139885101201276e-05,0.0
1553,0.00025427138981675465,4.8139885101201276e-05,0.0
1554,0.00027876405511051416,4.4862743899492284e-05,0.0
1555,0.0004852482774627528,4.546372890347682e-05,0.0
1556,0.0005012661110543247,5.066811016669297e-05,0.0
1557,0.00039103558603008944,6.0013118335129025e-05,0.0
1558,0.0005506349719196026,1.5150374435636746e-05,0.0
1559,0.0005102527544035443,1.5150374435636746e-05,0.0
1560,0.0005981960400406804,1.5150374435636746e-05,0.0
1561,0.0005704262335452118,1.5150374435636746e-05,0.0
1562,0.0003101240103465638,7.854711605302458e-05,0.0
1563,0.00025878589752080316,7.334273478980842e-05,0.0
1564,0.00027150919101716554,7.035937336955353e-05,0.0
1565,0.00012101601117007834,7.035937336955353e-05,0.0
1566,0.00019145182107292515,7.035937336955353e-05,0.0
1567,0.0001239804545808251,9.902006058837287e-05,0.0
1568,0.0001239804545808251,9.902006058837287e-05,0.0
1569,0.00016766586122685112,3.502233396700051e-05,0.0
1570,0.00016326679139768072,6.977561705363249e-05,0.0
1571,0.00019712868132566136,6.341397030545133e-05,0.0
1572,0.000195821887116056,6.393393108997511e-05,0.0
1573,0.00016062154008977814,6.896756849528174e-05,0.0
1574,0.0001603039486976091,7.19001515270585e-05,0.0
1575,0.00016281850795556757,7.315743115603774e-05,0.0
1576,0.00013723534084419953,9.073396820115574e-05,0.0
1577,0.0001765479430884755,5.5980685114523764e-05,0.0
1578,0.00015453589704910492,5.9353468779071204e-05,0.0
1579,0.00023275487676853248,5.948026279968742e-05,0.0
1580,0.0002302046224420857,5.543708623788136e-05,0.0
1581,0.00024149558651385763,2.384381598728526e-05,0.0
1582,0.0002494555613208961,3.976477293170839e-05,0.0
1583,0.00035747046370358603,2.3389792464253594e-05,0.0
1584,0.0003382255267102404,2.5188015635129496e-05,0.0
1585,0.0003289385546980027,2.5778311737667536e-05,0.0
1586,0.0002501091013462948,2.5131556932527538e-05,0.0
1587,0.0002374965073873422,2.621757344708645e-05,0.0
1588,0.00022613639053556005,3.692966648876401e-05,0.0
1589,0.00031892159833140407,2.0124882861897015e-05,0.0
1590,0.00021294892628377835,1.8923326284233815e-05,0.0
1591,0.00021295945979155867,1.7924703505351708e-05,0.0
