ngram,location,loation,locaton,locaion
1933,3.779068460322118e-05,1.2766745359295483e-09,1.4062824476341567e-09,1.7206200115487442e-09
1934,3.769893737626262e-05,1.2747810188403923e-09,1.561123032432578e-09,1.6724382355194832e-09
1935,3.7804814512907926e-05,1.2274005859299768e-09,1.2166321125154207e-09,1.4630427821619004e-09
1936,3.849225998107743e-05,1.339175683044504e-09,1.4801219932231951e-09,1.646326916063653e-09
1937,3.966211703040504e-05,1.2832384440767238e-09,1.4337547022640657e-09,1.7331316699247574e-09
1938,4.1223269363399595e-05,1.286416108557477e-09,1.4721268965749751e-09,1.758061585199755e-09
1939,4.233692067958016e-05,1.22174026451205e-09,1.4162065171368405e-09,1.8477530140868582e-09
1940,4.3274702745423254e-05,1.3459221356474212e-09,1.5788443964913158e-09,2.069855747117393e-09
1941,4.385024242635284e-05,1.4092755692577237e-09,1.4124083886584466e-09,2.4519055674687706e-09
1942,4.4285172147543305e-05,1.6913212179987219e-09,1.5725995109302664e-09,2.744694059332785e-09
1943,4.482278226143015e-05,1.8063262393778042e-09,1.709057879344706e-09,2.9460282784705375e-09
1944,4.458313352578054e-05,2.221840084930855e-09,2.093571268727398e-09,2.9663760654179735e-09
1945,4.433353491809352e-05,2.3204148840478514e-09,2.1605728951966186e-09,2.949351524910477e-09
1946,4.488885731136959e-05,2.344877688845567e-09,2.1100661535505036e-09,3.0723842834947034e-09
1947,4.483356990801569e-05,2.2505992307892645e-09,2.192509348678381e-09,3.0424181269544145e-09
1948,4.487028231129183e-05,2.2693706596450217e-09,2.153359363837077e-09,2.8802895624124858e-09
1949,4.4987912718040335e-05,2.17575045282002e-09,2.2614083145760286e-09,2.874104954031509e-09
1950,4.4924497550320143e-05,2.0512435083830383e-09,1.946248273654305e-09,2.7946111456701927e-09
1951,4.578816567248266e-05,1.6500170436322443e-09,1.7863980770828546e-09,2.9116576451469557e-09
1952,4.634340335282364e-05,1.4062711788704568e-09,1.9000409658330243e-09,3.1538575877882683e-09
1953,4.6328546886797994e-05,1.5083660352490013e-09,1.8557794666053594e-09,3.379119301832085e-09
1954,4.728013923990407e-05,1.5398966070532894e-09,1.8460319939350711e-09,3.527006306062016e-09
1955,4.8089407625541624e-05,1.5758874046970357e-09,1.8080860063131509e-09,3.5027396221616006e-09
1956,4.920622242415058e-05,1.5497510576421648e-09,1.7876567289957075e-09,3.693575667540472e-09
1957,4.9897246624043744e-05,1.525553461334539e-09,1.932658882137466e-09,3.5425857485600024e-09
1958,4.990613940338205e-05,1.6384513428541985e-09,1.8562621836463018e-09,3.6531050248303896e-09
1959,5.022079442694251e-05,1.8944597478056023e-09,1.875135277210457e-09,3.5960722970835538e-09
1960,5.0405929609301635e-05,1.897540632559266e-09,1.96763530072427e-09,3.4778755431119635e-09
1961,5.0586781851182294e-05,1.9884364472438118e-09,1.9216783006140557e-09,3.5391163333287068e-09
1962,5.074999873093995e-05,1.8966772755543306e-09,2.2035927844348588e-09,3.588063782597065e-09
1963,5.0638788317363446e-05,1.875702165016995e-09,2.1243929314098052e-09,3.390837198326478e-09
1964,5.059350275717277e-05,1.8921194452506793e-09,2.2397366025320562e-09,3.5436466142410185e-09
1965,5.067037636763416e-05,1.9652527700435893e-09,2.3014132028669518e-09,3.4214838581395466e-09
1966,5.079046448892248e-05,1.9141051125056865e-09,2.1435382675199274e-09,3.4671400353910744e-09
1967,5.1261692403516334e-05,1.96956021333453e-09,2.289312104965445e-09,3.190885048251094e-09
1968,5.169787722739524e-05,1.9241590067307713e-09,2.437834933921579e-09,2.987166292101051e-09
1969,5.3025168329311e-05,2.0996028249342658e-09,2.4708569317561616e-09,2.9667298141942767e-09
1970,5.409224000426808e-05,2.163476635936539e-09,2.643062578324061e-09,2.99574409723391e-09
1971,5.553065160971268e-05,2.1441753134914573e-09,2.677000192947381e-09,2.9846302889475443e-09
1972,5.753080092420403e-05,2.0439792398312714e-09,2.785973340913017e-09,2.760664173452808e-09
1973,5.961010122389e-05,2.0586704721888995e-09,2.91174065810854e-09,2.6820349750624116e-09
1974,6.114529553867345e-05,2.0831543157129317e-09,3.1294544416177975e-09,2.6480919679272574e-09
1975,6.27062477828336e-05,2.2288014608510107e-09,3.4032515535845474e-09,2.6683614048498126e-09
1976,6.364734092910242e-05,2.2072561239078983e-09,3.6956398893498286e-09,2.5490107802284e-09
1977,6.489529810746067e-05,2.224352131057523e-09,3.980284514680323e-09,2.509626601770216e-09
1978,6.645439238387294e-05,2.3222309472207112e-09,4.276874885990521e-09,2.355839015929665e-09
1979,6.654012499244086e-05,2.445072747444702e-09,4.583426622366866e-09,2.5257438045806727e-09
1980,6.692776618625171e-05,2.585953070724908e-09,4.745313824423241e-09,2.529225337103266e-09
1981,6.719077854151172e-05,2.686803985645676e-09,4.9170141291909886e-09,2.6021455783770922e-09
1982,6.73658910922573e-05,2.7306381600311624e-09,4.902850665138609e-09,2.5714333519642553e-09
1983,6.72389630511004e-05,2.785440862090078e-09,4.808784830651851e-09,2.6490774970458884e-09
1984,6.721100362483412e-05,3.0330833717633662e-09,4.7339358782189885e-09,2.5177014441522617e-09
1985,6.618705083383247e-05,3.0773029838623447e-09,4.456214920876635e-09,2.4626684818380387e-09
1986,6.648290166465034e-05,3.023660591746794e-09,4.28675314293311e-09,2.446413643093186e-09
1987,6.620601301879756e-05,2.956997726043044e-09,4.223120964041982e-09,2.320921613626784e-09
1988,6.622291402891278e-05,2.7924241649149704e-09,3.842014579496273e-09,2.169564972120952e-09
1989,6.610519838951794e-05,2.6964936632773676e-09,3.540840668289239e-09,2.102887657657553e-09
1990,6.644116989004292e-05,2.6570063609605246e-09,3.284445572658358e-09,1.935418476277968e-09
1991,6.684619438601658e-05,2.908725260653e-09,3.2230395812555504e-09,1.8319035336286253e-09
1992,6.748217336800215e-05,3.1381082177261987e-09,3.607994252569873e-09,1.815861175710357e-09
1993,6.81017357107651e-05,3.3043510150321254e-09,3.468024026683939e-09,1.6203540731396515e-09
1994,6.881323497509584e-05,3.137584303480878e-09,3.305732735167258e-09,1.5477649320924262e-09
1995,6.94576499102238e-05,3.1227445867238704e-09,3.129837754047214e-09,1.5436665596573513e-09
1996,7.009609648126311e-05,2.9511972389682585e-09,2.990850519627283e-09,1.580433926586165e-09
1997,7.018769766935813e-05,2.7766799970407874e-09,2.9056588246589854e-09,1.6111339405457313e-09
1998,7.028011064643838e-05,2.173256987068685e-09,2.5008968388259436e-09,1.5592920605505307e-09
1999,7.081209540566695e-05,1.6978415023111942e-09,1.8735127893521053e-09,1.4830375499081632e-09
2000,7.086197001626715e-05,1.3626254410529067e-09,1.6546346039346206e-09,1.4665360830485546e-09
2001,7.05948457055326e-05,1.3088531211228167e-09,1.5076125268821882e-09,1.4677682561422704e-09
2002,7.030472001393459e-05,1.2090559347350499e-09,1.4047595943621006e-09,1.5039463959912576e-09
2003,6.973990301568327e-05,1.0824749350847794e-09,1.3584209947379934e-09,1.300597034832001e-09
2004,6.941961847977447e-05,1.0404034142145031e-09,1.2726566308732652e-09,1.1513454872031608e-09
2005,6.82824372363809e-05,9.35011710913512e-10,1.298066749327071e-09,1.13689342067553e-09
2006,6.680212495016999e-05,8.026404739260227e-10,1.2052080603349884e-09,1.0419315410459262e-09
2007,6.576720209393118e-05,7.642462020372522e-10,1.0719522135018066e-09,9.145670570071778e-10
2008,6.477908755186945e-05,6.868604534344363e-10,1.0097786614807598e-09,7.646486539185965e-10
2009,6.385858224738123e-05,6.141459682077307e-10,9.873373904171041e-10,5.965200872941929e-10
2010,6.282061180432461e-05,5.510210125482726e-10,9.050560895967103e-10,5.446125812229902e-10
2011,6.118230677592302e-05,4.3333386482277293e-10,8.331813612055023e-10,4.467074666519062e-10
2012,6.021060523510512e-05,4.018950846721278e-10,6.98515915744023e-10,3.54531774969326e-10
2013,5.964754797917392e-05,4.0888171023592944e-10,6.173974625196215e-10,4.3684161645161726e-10
2014,5.77873652218841e-05,3.590345639839906e-10,6.104876009478082e-10,3.617013573574214e-10
2015,5.559392177799184e-05,2.7994755620795534e-10,5.802766362655071e-10,3.0879056256427617e-10
2016,5.387769851949997e-05,2.2200791899296135e-10,4.935090431550699e-10,2.54999598817537e-10
2017,5.2949244491173886e-05,2.3035196551150308e-10,4.611314570931076e-10,2.497374089934408e-10
2018,5.256821314105764e-05,2.5042493495552877e-10,3.7137578567936205e-10,2.671881105253959e-10
2019,5.181480901228497e-05,2.2892841615440584e-10,3.520827240865998e-10,2.7791663415044354e-10
