ngram,contribution,contributon,contribtion,contributin
1926,2.5651573066300314e-05,1.4918816103128206e-09,5.473925598512405e-10,4.063867052396728e-09
1927,2.6754878490464762e-05,1.6714722463260857e-09,5.241909049681835e-10,4.6216710775886276e-09
1928,2.766560230936323e-05,1.7133900964694249e-09,6.117277240313967e-10,4.610068612568138e-09
1929,2.8720022133451755e-05,2.0511814786366197e-09,5.43811844761726e-10,5.092441040283851e-09
1930,2.9792799458456492e-05,2.1761347327295e-09,4.728254593411307e-10,5.360577283651326e-09
1931,3.0694922575743734e-05,1.9147438317419177e-09,6.058019919041868e-10,6.260684764265128e-09
1932,3.153294034875996e-05,1.9716013980161253e-09,5.367864684492827e-10,6.392300498449442e-09
1933,3.283495139580087e-05,2.0662235969811806e-09,5.370306639860902e-10,6.4671742881573985e-09
1934,3.375819999616526e-05,2.107642814243503e-09,5.819664135518567e-10,6.13963990758748e-09
1935,3.481698045756535e-05,2.2585019330913424e-09,4.2053855041159135e-10,6.141898989397987e-09
1936,3.58981778845191e-05,2.1881236901753555e-09,3.193953613494267e-10,5.854580502934985e-09
1937,3.649686654430947e-05,2.2300436180217834e-09,3.370528023349806e-10,5.839418282249653e-09
1938,3.733800622285344e-05,2.451395340687311e-09,2.884159934689125e-10,5.3236394974882324e-09
1939,3.868203150757056e-05,2.3979765157682617e-09,3.382040441352834e-10,5.804252253430572e-09
1940,3.993806915657062e-05,2.7905954372694654e-09,4.4400319928631204e-10,6.385770071456623e-09
1941,4.150738927169836e-05,3.2809344130413365e-09,4.2664602010030906e-10,6.752583761989886e-09
1942,4.277519890040692e-05,3.919013209190731e-09,4.347031623552766e-10,6.971123932077359e-09
1943,4.325043846620247e-05,4.359429388906782e-09,6.492364106642461e-10,7.312011821422207e-09
1944,4.4474585592979565e-05,4.614375199401317e-09,7.750934735309808e-10,7.504238563882382e-09
1945,4.509872971019442e-05,4.8324046034561465e-09,7.789487388443206e-10,7.93222141938697e-09
1946,4.506047584332659e-05,4.699013590934799e-09,8.119012089619864e-10,8.011799668139474e-09
1947,4.491662444447034e-05,4.409199227950467e-09,7.657197772673438e-10,8.67237018705883e-09
1948,4.4945308348230484e-05,3.8896421321916415e-09,8.407412068121647e-10,8.943848772702268e-09
1949,4.471454563567282e-05,3.3603885388596868e-09,8.68054041345902e-10,9.222989102600617e-09
1950,4.5381266578000835e-05,2.7977483504518628e-09,7.888805957685057e-10,9.224134598996768e-09
1951,4.573782020348257e-05,2.675434350253779e-09,7.008841919540844e-10,9.126026220432744e-09
1952,4.654079852376266e-05,2.538903849063396e-09,6.980553198968461e-10,9.229893103780893e-09
1953,4.756194383454775e-05,2.6846309302592478e-09,7.408286920426324e-10,9.372873588375796e-09
1954,4.843097225862688e-05,2.811878920182055e-09,7.74171457099523e-10,9.01771781057294e-09
1955,4.911665486620872e-05,2.6055386737056097e-09,7.875254734049772e-10,8.934494731351248e-09
1956,5.0104128604289144e-05,2.6078226562325265e-09,7.797645386529797e-10,8.844217104707143e-09
1957,5.072789281257428e-05,2.5752725666247247e-09,7.336108149529658e-10,8.721509292541896e-09
1958,5.127006962928655e-05,2.5926174223351542e-09,7.103743625082513e-10,8.864449618783965e-09
1959,5.149432243862455e-05,2.467183219628006e-09,6.344685332670963e-10,8.478128738736196e-09
1960,5.165461542284382e-05,2.4557301906266306e-09,6.148332478060427e-10,7.933146710976352e-09
1961,5.181350466695481e-05,2.2965943749905395e-09,6.225168555243751e-10,7.367480657295898e-09
1962,5.1946606877858616e-05,2.7256259471641897e-09,5.677733759336587e-10,6.813635433644549e-09
1963,5.227745870277951e-05,2.6872398592051437e-09,5.131127625964841e-10,6.4504710144725715e-09
1964,5.2782498512117725e-05,2.858035871459005e-09,4.868598540192742e-10,6.544650916444945e-09
1965,5.2959263744664243e-05,2.8610646867528136e-09,5.155016334436522e-10,6.611940074817215e-09
1966,5.3401408097540427e-05,2.9304390660099345e-09,6.223089583328495e-10,6.479794415322918e-09
1967,5.3556926494431014e-05,2.970205541836484e-09,6.314111773113901e-10,6.547125064315651e-09
1968,5.385345346959574e-05,2.9578314718138797e-09,6.315915013210827e-10,6.4349117780336334e-09
1969,5.4373670406805885e-05,2.8582306362981822e-09,7.0503425320112e-10,6.504630421590361e-09
1970,5.481229683417561e-05,2.9081869928100038e-09,9.109650771816596e-10,6.568330704733885e-09
1971,5.5292816146642766e-05,2.941742912757458e-09,9.285700145308543e-10,6.249917662769024e-09
1972,5.6084304690427545e-05,3.074529297819595e-09,9.360690952523294e-10,5.824004072658389e-09
1973,5.6536678000286755e-05,3.333609610578492e-09,8.531586310438805e-10,5.886741951042853e-09
1974,5.696996127621138e-05,3.4658839290610135e-09,9.09275369284249e-10,5.771625209506835e-09
1975,5.715883474165041e-05,4.151132358489105e-09,9.474737978314757e-10,5.818671512867825e-09
1976,5.714018750170778e-05,6.018661093319468e-09,9.655127015355853e-10,5.843719286247051e-09
1977,5.715637650739934e-05,8.171230200407616e-09,8.80494677168997e-10,5.632217422605176e-09
1978,5.685926745562548e-05,9.366453993361494e-09,9.223355016249205e-10,5.572353753028178e-09
1979,5.672864114915553e-05,9.538599846489352e-09,1.0705166197944038e-09,5.647325781613485e-09
1980,5.674436969067236e-05,9.492048258508134e-09,1.1694744855057187e-09,5.216587035355198e-09
1981,5.666804853327838e-05,9.580991936327824e-09,1.0975643013492027e-09,4.956876972376076e-09
1982,5.633715253290055e-05,9.426339835678327e-09,1.2688915711806764e-09,4.647814609372501e-09
1983,5.623164802922734e-05,7.557265924162948e-09,1.2346394700253021e-09,4.409726964535057e-09
1984,5.5779905648835537e-05,5.867506544124776e-09,1.3975373556819802e-09,4.088336938831308e-09
1985,5.54656601577465e-05,4.755275538416624e-09,1.4198199282944302e-09,3.8269358158617345e-09
1986,5.455503976138841e-05,4.432200067278862e-09,1.3072514578763413e-09,3.3782873324180886e-09
1987,5.384657924878411e-05,4.4363832607530185e-09,1.2775767983213321e-09,3.5934387846278273e-09
1988,5.339694949465671e-05,4.165638469087542e-09,1.2754291591120038e-09,3.5924255316542387e-09
1989,5.3121277492859266e-05,3.737526351902229e-09,1.0949081482739383e-09,3.5185461845697675e-09
1990,5.2279668515049184e-05,3.940639941341877e-09,1.2627389372228087e-09,3.4559625320237532e-09
1991,5.188850367890804e-05,3.4816645439710622e-09,1.0969752645933234e-09,3.5761213672864348e-09
1992,5.1345838853324365e-05,3.2447617925868144e-09,1.0350042569027907e-09,3.751118653789425e-09
1993,5.116824987843367e-05,3.0598014281021537e-09,1.0454516220979671e-09,3.919031512010309e-09
1994,5.097026275637161e-05,2.790510647951042e-09,1.0159366839853794e-09,3.5743352087637602e-09
1995,5.07613985973876e-05,2.6169369845722e-09,1.0147039161293288e-09,3.6400626639882763e-09
1996,5.054770632081532e-05,2.474100035954052e-09,9.436341628722899e-10,3.528035990336369e-09
1997,5.027549403686342e-05,2.146524926059458e-09,6.861259060908509e-10,3.3657333428241796e-09
1998,4.985819136241584e-05,1.906232061088531e-09,5.862413411859637e-10,3.2336354863612573e-09
1999,4.94185255125298e-05,1.7506007120106558e-09,6.011492414970121e-10,2.8812877480735975e-09
2000,4.887766356530067e-05,1.6838172919467605e-09,5.06171192262071e-10,2.6797572097844326e-09
2001,4.8082513135990924e-05,1.5063708375911184e-09,4.94826655840695e-10,2.782089098778735e-09
2002,4.7495435345419014e-05,1.544310473151305e-09,4.580737733572704e-10,2.5740704171336606e-09
2003,4.67044031081189e-05,1.4544401397539479e-09,4.432030417270535e-10,2.4865090145606163e-09
2004,4.604128688307745e-05,1.3009527264985975e-09,5.00231697334438e-10,2.452936155781872e-09
2005,4.49023864348419e-05,1.2702033551954222e-09,5.318885054617084e-10,2.330664788147934e-09
2006,4.328446344256268e-05,1.1724747680677945e-09,4.702961115781485e-10,2.3116846215032183e-09
2007,4.1396286958063554e-05,1.0986071655568912e-09,4.557672136521315e-10,2.074105522252369e-09
2008,3.9299182390095666e-05,1.0351115163422163e-09,3.907291216766394e-10,1.750457524961137e-09
2009,3.77333167957009e-05,1.2044876009285689e-09,4.104999376134241e-10,1.544507315693571e-09
2010,3.6311864408032435e-05,1.092321713239538e-09,3.761953248915262e-10,1.447326639488925e-09
2011,3.428215469674407e-05,1.0894820323681387e-09,3.275432227032939e-10,1.1861080609750933e-09
2012,3.267044823067928e-05,9.487341904154282e-10,2.541281133940286e-10,1.063607384705583e-09
2013,3.214035989783172e-05,9.100150196886655e-10,2.341551773905286e-10,8.809886391831461e-10
2014,3.1409013899974525e-05,8.333320620858484e-10,2.2273521122733493e-10,7.239696818230255e-10
2015,3.0883349869067646e-05,8.457289115058688e-10,2.2872424985744188e-10,6.29986570846849e-10
2016,2.987242312104042e-05,5.036402049375863e-10,1.9370874349000644e-10,6.077008420289433e-10
2017,2.9055804892171484e-05,4.777273622987485e-10,1.8778383709117108e-10,5.274882567777676e-10
2018,2.9058692962280475e-05,3.652934454922985e-10,1.7334575719285538e-10,4.900000738494725e-10
2019,2.905698147515068e-05,3.72514054325368e-10,1.8864794448791855e-10,4.4429458723183046e-10
