ngram,contribution,contributon,contribtion,contributin
1568,1.9036705063107156e-06,0.0,0.0,0.0
1569,2.6463758331374265e-06,0.0,0.0,0.0
1570,2.6463758331374265e-06,0.0,0.0,0.0
1571,2.6463758331374265e-06,0.0,0.0,0.0
1572,2.6463758331374265e-06,0.0,0.0,0.0
1573,7.427053268267108e-07,0.0,0.0,0.0
1574,7.427053268267108e-07,0.0,0.0,0.0
1575,3.2572645847851945e-06,0.0,0.0,0.0
1576,2.9652397058401092e-06,0.0,0.0,0.0
1577,2.9652397058401092e-06,0.0,0.0,0.0
1578,4.169805281760221e-06,0.0,0.0,0.0
1579,5.463314892040216e-06,0.0,0.0,0.0
1580,6.453775735540798e-06,0.0,0.0,0.0
1581,7.640390484604203e-06,0.0,0.0,0.0
1582,5.544812600939102e-06,0.0,0.0,0.0
1583,7.977867783535788e-06,0.0,0.0,0.0
1584,1.0675202474885737e-05,0.0,0.0,0.0
1585,9.470636898965625e-06,0.0,0.0,0.0
1586,9.614914980764816e-06,0.0,0.0,0.0
1587,9.316613256617399e-06,0.0,0.0,0.0
1588,8.799504322658841e-06,0.0,0.0,0.0
1589,1.0621240627577727e-05,0.0,0.0,0.0
1590,7.737504997099417e-06,0.0,0.0,0.0
1591,5.573237233745333e-06,0.0,0.0,0.0
1592,6.170209027394387e-06,0.0,0.0,0.0
1593,5.402251515209043e-06,0.0,0.0,0.0
1594,7.392197728352455e-06,0.0,0.0,0.0
1595,6.722691913247607e-06,0.0,0.0,0.0
1596,7.63824774756878e-06,0.0,0.0,0.0
1597,8.24355817842713e-06,0.0,0.0,0.0
1598,1.3062795330500063e-05,0.0,0.0,0.0
1599,1.3173290426493622e-05,0.0,0.0,0.0
1600,1.3568521093735139e-05,0.0,0.0,0.0
1601,1.1277063484677846e-05,0.0,0.0,0.0
1602,1.263427280459187e-05,0.0,0.0,0.0
1603,9.47799929105843e-06,0.0,0.0,0.0
1604,1.2959176404235353e-05,0.0,0.0,0.0
1605,1.2329221915154318e-05,0.0,0.0,0.0
1606,1.3463597432356827e-05,0.0,0.0,0.0
1607,1.2398536585221467e-05,0.0,0.0,0.0
1608,1.2207566458398236e-05,0.0,0.0,0.0
1609,1.1416379087287559e-05,0.0,0.0,0.0
1610,1.3965344269958482e-05,0.0,0.0,0.0
1611,1.4180172375485459e-05,0.0,0.0,0.0
1612,9.457822784497694e-06,0.0,0.0,0.0
1613,8.255222301808576e-06,0.0,0.0,0.0
1614,8.584832049304428e-06,0.0,0.0,0.0
1615,8.385154452688376e-06,0.0,0.0,0.0
1616,7.819132503885027e-06,0.0,0.0,0.0
1617,5.76433265970471e-06,0.0,0.0,0.0
1618,8.35641672633106e-06,0.0,0.0,0.0
1619,9.14415821690844e-06,0.0,0.0,0.0
1620,9.91526115155596e-06,0.0,0.0,0.0
1621,1.1191413412754108e-05,0.0,0.0,0.0
1622,1.1402458637478827e-05,0.0,0.0,0.0
1623,1.3827186324176313e-05,0.0,0.0,0.0
1624,3.3642199826187736e-05,0.0,0.0,0.0
1625,2.6748800109999138e-05,0.0,0.0,0.0
1626,2.6649924068676357e-05,0.0,0.0,0.0
1627,2.5559121890442577e-05,0.0,0.0,0.0
1628,2.4477452890485957e-05,0.0,0.0,0.0
1629,2.583446514238728e-05,0.0,0.0,0.0
1630,2.487597037413382e-05,0.0,0.0,0.0
1631,5.0769113905906645e-06,0.0,0.0,0.0
1632,5.260163659061488e-06,0.0,0.0,0.0
1633,5.8051334040750846e-06,0.0,0.0,0.0
1634,1.1286244508872706e-05,0.0,0.0,0.0
1635,1.1091430353969503e-05,0.0,0.0,0.0
1636,1.0478661351953633e-05,0.0,0.0,0.0
1637,9.524549308740202e-06,0.0,0.0,0.0
1638,1.0226460160213588e-05,0.0,0.0,0.0
1639,1.0744039952572035e-05,0.0,0.0,0.0
1640,1.0743901449521737e-05,0.0,0.0,0.0
1641,5.958523161098128e-06,0.0,0.0,0.0
1642,6.384893172902853e-06,0.0,0.0,0.0
1643,6.332829148699862e-06,0.0,0.0,0.0
1644,7.103968787954987e-06,0.0,0.0,0.0
1645,6.9725083449156955e-06,0.0,0.0,0.0
1646,8.084967703325674e-06,0.0,0.0,0.0
1647,7.579589886777935e-06,0.0,0.0,0.0
1648,7.206203658175322e-06,0.0,0.0,0.0
1649,6.607010342512305e-06,0.0,0.0,0.0
1650,5.967306719867338e-06,0.0,0.0,0.0
1651,5.888048544225707e-06,0.0,0.0,0.0
1652,6.199263209184989e-06,0.0,0.0,0.0
1653,5.1397295562440244e-06,0.0,0.0,0.0
1654,4.701792980605595e-06,0.0,0.0,0.0
1655,5.45437684909952e-06,0.0,0.0,0.0
1656,6.249375279107231e-06,0.0,0.0,0.0
1657,6.4307253718912505e-06,0.0,0.0,0.0
1658,5.977341938237909e-06,0.0,0.0,0.0
1659,5.454070982783118e-06,0.0,0.0,0.0
1660,5.98311001860046e-06,0.0,0.0,0.0
1661,5.961469355497684e-06,0.0,0.0,0.0
1662,4.729395657575099e-06,0.0,0.0,0.0
1663,4.500586409709026e-06,0.0,0.0,0.0
1664,5.156199011123265e-06,0.0,0.0,0.0
1665,4.714221420597044e-06,0.0,0.0,0.0
1666,4.005501036122691e-06,0.0,0.0,0.0
1667,3.209488958028877e-06,0.0,0.0,0.0
1668,3.5532923285635273e-06,0.0,0.0,0.0
1669,4.07983701019735e-06,0.0,0.0,0.0
1670,3.898280624525796e-06,0.0,0.0,0.0
1671,2.915127684640798e-06,0.0,0.0,0.0
1672,3.024696590208415e-06,0.0,0.0,0.0
1673,3.211303188826215e-06,0.0,0.0,0.0
1674,3.4727205177529996e-06,0.0,0.0,0.0
1675,3.237679022406935e-06,0.0,0.0,0.0
1676,2.849360482416939e-06,0.0,0.0,0.0
1677,2.5769617195692263e-06,0.0,0.0,0.0
1678,2.599061141544163e-06,0.0,0.0,0.0
1679,2.5961427679378957e-06,0.0,0.0,0.0
1680,2.5393734404133284e-06,0.0,0.0,0.0
1681,2.2834400397186982e-06,0.0,0.0,0.0
1682,2.3494792620632713e-06,0.0,0.0,0.0
1683,2.3136604210906498e-06,0.0,0.0,0.0
1684,3.5060497793892864e-06,0.0,0.0,0.0
1685,3.528266428734891e-06,0.0,0.0,0.0
1686,3.3616374496757217e-06,0.0,0.0,0.0
1687,3.4016073056721197e-06,0.0,0.0,0.0
1688,3.0491133884424926e-06,0.0,0.0,0.0
1689,2.605570654980381e-06,0.0,0.0,0.0
1690,2.9015617915969675e-06,0.0,0.0,0.0
1691,1.636211274152239e-06,0.0,0.0,0.0
1692,1.5929048393965267e-06,0.0,0.0,0.0
1693,1.4069443596196964e-06,0.0,0.0,0.0
1694,1.2236569456750398e-06,0.0,0.0,0.0
1695,1.145909424492077e-06,0.0,0.0,0.0
1696,1.350606717258935e-06,0.0,0.0,0.0
1697,1.443698502206254e-06,0.0,0.0,0.0
1698,2.0984142768806384e-06,0.0,0.0,0.0
1699,2.1630476315489692e-06,0.0,0.0,0.0
1700,2.2173259139890433e-06,0.0,0.0,0.0
1701,2.1096796477390204e-06,0.0,0.0,0.0
1702,2.263385308002138e-06,0.0,0.0,0.0
1703,2.2684710074827308e-06,0.0,0.0,0.0
1704,2.0563314332581025e-06,0.0,0.0,0.0
1705,1.5905150446217573e-06,0.0,0.0,0.0
1706,1.5182953023083558e-06,0.0,0.0,0.0
1707,1.4377719911148494e-06,0.0,0.0,0.0
1708,1.4955636231661629e-06,0.0,0.0,0.0
1709,1.508306049962422e-06,0.0,0.0,0.0
1710,1.4190282229264994e-06,0.0,0.0,0.0
1711,1.0451244349951594e-06,0.0,0.0,0.0
1712,6.713600443829039e-07,0.0,0.0,0.0
1713,6.255143044800857e-07,0.0,0.0,0.0
1714,1.2399264345422774e-06,0.0,0.0,0.0
1715,1.1434677651729025e-06,0.0,0.0,0.0
1716,1.0123970081313667e-06,0.0,0.0,0.0
1717,9.224574648263635e-07,0.0,0.0,0.0
1718,1.0094462885896455e-06,0.0,0.0,0.0
1719,1.0841861909836683e-06,0.0,0.0,0.0
1720,1.1189505093917823e-06,0.0,0.0,0.0
1721,6.4328218180825e-07,0.0,0.0,0.0
1722,1.663323625881016e-06,0.0,0.0,0.0
1723,1.7696998964668507e-06,0.0,0.0,0.0
1724,1.833068990565932e-06,0.0,0.0,0.0
1725,1.7444104441567885e-06,0.0,0.0,0.0
1726,1.8632070586071286e-06,0.0,0.0,0.0
1727,1.92775983366898e-06,0.0,0.0,0.0
1728,2.0117410802608253e-06,0.0,0.0,0.0
1729,1.1255111473928991e-06,0.0,0.0,0.0
1730,9.790129971471678e-07,0.0,0.0,0.0
1731,9.686791559358556e-07,0.0,0.0,0.0
1732,1.2529799034512377e-06,0.0,0.0,0.0
1733,1.5473386107649795e-06,0.0,0.0,0.0
1734,1.857992734650387e-06,0.0,0.0,0.0
1735,1.7475496260236208e-06,0.0,0.0,0.0
1736,1.7460339125006743e-06,0.0,0.0,0.0
1737,2.360149202169331e-06,0.0,0.0,0.0
1738,2.6390082114500857e-06,0.0,0.0,0.0
1739,2.702088197890719e-06,0.0,0.0,0.0
1740,2.465384308639581e-06,0.0,0.0,0.0
1741,2.269748490237232e-06,0.0,0.0,0.0
1742,2.2613113839854904e-06,0.0,0.0,0.0
1743,2.3890632162095116e-06,0.0,0.0,0.0
1744,1.8917636128078032e-06,0.0,0.0,0.0
1745,1.680781549241926e-06,0.0,0.0,0.0
1746,1.401629625823781e-06,0.0,0.0,0.0
1747,1.4473521007727998e-06,0.0,0.0,0.0
1748,1.754105401882303e-06,3.639731817526938e-09,0.0,0.0
1749,2.1836604316506836e-06,3.639731817526938e-09,0.0,0.0
1750,2.7318020069547596e-06,3.639731817526938e-09,0.0,0.0
1751,3.0395373836914326e-06,3.639731817526938e-09,0.0,0.0
1752,3.6365889042956823e-06,3.639731817526938e-09,0.0,0.0
1753,3.93973716329908e-06,3.639731817526938e-09,0.0,0.0
1754,4.0419986687213945e-06,3.639731817526938e-09,0.0,0.0
1755,4.1149175363638534e-06,0.0,0.0,0.0
1756,4.416240342054932e-06,0.0,0.0,0.0
1757,4.1165867189972365e-06,0.0,0.0,0.0
1758,4.74105312215605e-06,0.0,0.0,0.0
1759,4.872658889455904e-06,0.0,0.0,0.0
1760,5.073833303218375e-06,0.0,0.0,0.0
1761,5.810103890066135e-06,2.7755674584081393e-09,0.0,0.0
1762,6.157156479145799e-06,5.458149487935771e-09,0.0,0.0
1763,6.273835229616712e-06,5.458149487935771e-09,0.0,0.0
1764,6.5298045228701085e-06,5.458149487935771e-09,0.0,0.0
1765,6.080776464451836e-06,5.458149487935771e-09,0.0,0.0
1766,6.176743292079274e-06,5.458149487935771e-09,0.0,0.0
1767,6.135749182638912e-06,5.458149487935771e-09,0.0,0.0
1768,5.692179521637237e-06,2.6825820295276313e-09,0.0,0.0
1769,5.231491741142236e-06,0.0,0.0,0.0
1770,5.212294581724564e-06,0.0,0.0,0.0
1771,5.140175029997149e-06,0.0,0.0,0.0
1772,5.4002594619565314e-06,2.6360818290121254e-09,0.0,0.0
1773,5.420710814567948e-06,2.6360818290121254e-09,0.0,0.0
1774,5.531179600179062e-06,2.6360818290121254e-09,0.0,0.0
1775,6.16879164486558e-06,2.6360818290121254e-09,0.0,0.0
1776,6.3422891279125385e-06,2.6360818290121254e-09,0.0,0.0
1777,5.9747458830575595e-06,2.6360818290121254e-09,0.0,0.0
1778,6.208481408975786e-06,2.6360818290121254e-09,0.0,0.0
1779,6.10830264642053e-06,0.0,0.0,0.0
1780,6.0889917352012295e-06,0.0,0.0,0.0
1781,6.055907436218279e-06,0.0,0.0,0.0
1782,5.555069622330068e-06,0.0,0.0,0.0
1783,5.873575446457835e-06,0.0,0.0,0.0
1784,6.274469277351662e-06,0.0,0.0,0.0
1785,6.2658238156083305e-06,0.0,0.0,0.0
1786,7.079545736944835e-06,0.0,0.0,0.0
1787,7.413360370784565e-06,0.0,0.0,0.0
1788,7.961174625441864e-06,0.0,0.0,1.3065520728819786e-09
1789,8.658492138887855e-06,0.0,0.0,1.3065520728819786e-09
1790,8.763621670888305e-06,0.0,0.0,1.3065520728819786e-09
1791,8.74875279675637e-06,0.0,0.0,1.3065520728819786e-09
1792,9.212281968627525e-06,0.0,0.0,1.3065520728819786e-09
1793,8.620649623480858e-06,0.0,0.0,1.3065520728819786e-09
1794,8.279634585051099e-06,0.0,0.0,1.3065520728819786e-09
1795,8.230256558558072e-06,9.132721245919129e-10,0.0,0.0
1796,7.96396170699154e-06,9.132721245919129e-10,0.0,0.0
1797,7.963899601496191e-06,9.132721245919129e-10,0.0,1.700770952644299e-09
1798,8.025860812007782e-06,9.132721245919129e-10,0.0,1.700770952644299e-09
1799,7.642133758573827e-06,9.132721245919129e-10,0.0,2.3015405454478763e-09
1800,7.522935253031651e-06,9.132721245919129e-10,0.0,3.124868364068334e-09
1801,7.4890036947700926e-06,9.132721245919129e-10,0.0,4.053549305739677e-09
1802,8.116641051206638e-06,0.0,0.0,4.487676103741884e-09
1803,7.940873404420148e-06,1.052999846048611e-09,0.0,5.18967602225473e-09
1804,7.83944681513406e-06,1.3580773965722009e-09,0.0,3.488905069610431e-09
1805,7.592486066901724e-06,1.3580773965722009e-09,0.0,3.488905069610431e-09
1806,7.384820556970746e-06,1.3580773965722009e-09,0.0,3.1466855787698478e-09
1807,7.413779258058639e-06,1.3580773965722009e-09,0.0,2.7418002154381125e-09
1808,7.342628578044241e-06,1.3580773965722009e-09,0.0,2.2838456522781112e-09
1809,6.497443272175067e-06,1.3580773965722009e-09,0.0,2.392493314573585e-09
1810,6.3873166514635415e-06,3.0507755052358986e-10,0.0,1.690493396060739e-09
1811,6.205174811059676e-06,0.0,0.0,2.1592612777153265e-09
1812,6.4955986869920575e-06,4.774165190164175e-10,0.0,2.3979695372235354e-09
1813,6.993428022334618e-06,4.774165190164175e-10,0.0,4.273192974072312e-09
1814,7.277044525315952e-06,4.774165190164175e-10,0.0,4.272666791799955e-09
1815,7.68893804498865e-06,4.774165190164175e-10,0.0,4.381362510892066e-09
1816,7.850956795404532e-06,4.774165190164175e-10,0.0,4.979624395368936e-09
1817,7.969450117733296e-06,4.774165190164175e-10,0.0,5.150971966421431e-09
1818,7.962515220632277e-06,4.774165190164175e-10,0.0,5.040273817361449e-09
1819,7.86521721758098e-06,0.0,0.0,5.252457897191627e-09
1820,7.621788362095165e-06,0.0,0.0,3.855669053872848e-09
1821,7.4761991137555535e-06,0.0,0.0,4.080524077362416e-09
1822,7.07435018349705e-06,0.0,0.0,4.00017758599753e-09
1823,7.092668576141088e-06,0.0,0.0,3.4209923148255582e-09
1824,6.953721757391966e-06,0.0,0.0,3.920244827172934e-09
1825,7.14975457023164e-06,0.0,0.0,3.942025499676609e-09
1826,7.095242446147105e-06,0.0,0.0,3.96512613219459e-09
1827,6.977830123235305e-06,1.0457060614247179e-10,0.0,3.4372826489865408e-09
1828,6.851302324711079e-06,1.0457060614247179e-10,1.103293091807091e-10,3.235828589203444e-09
1829,7.216498488560319e-06,1.0457060614247179e-10,1.103293091807091e-10,3.088124359404024e-09
1830,6.956384562987036e-06,1.0457060614247179e-10,1.103293091807091e-10,3.002795980121066e-09
1831,6.931360790726363e-06,1.974652663605525e-10,1.103293091807091e-10,2.7037745375935174e-09
1832,6.88568921499869e-06,2.826147252729275e-10,1.103293091807091e-10,3.175418753339646e-09
1833,7.066801052652798e-06,2.826147252729275e-10,1.103293091807091e-10,3.031338830743786e-09
1834,7.1814435094503485e-06,1.780441191304557e-10,1.103293091807091e-10,3.569739329531022e-09
1835,7.239220004911269e-06,1.780441191304557e-10,0.0,3.3797723032945116e-09
1836,6.988325886985487e-06,1.780441191304557e-10,0.0,3.703951526442698e-09
1837,7.1158140469508775e-06,3.329269399847996e-10,0.0,3.4597530554744284e-09
1838,7.280548353654532e-06,3.16358027076445e-10,0.0,3.3171516644614485e-09
1839,7.3432200094560225e-06,3.069900048454802e-10,0.0,3.223471426291472e-09
1840,7.306160439059438e-06,3.069900048454802e-10,0.0,3.1203162752037527e-09
1841,7.4280156435893985e-06,3.069900048454802e-10,0.0,2.7226626191685047e-09
1842,7.525249787119849e-06,3.069900048454802e-10,0.0,2.714574168624243e-09
1843,7.652021914899315e-06,3.725645347785189e-10,0.0,2.3668962187021035e-09
1844,7.884921940006149e-06,2.1768171392417505e-10,6.678285702221842e-11,2.7356176847602244e-09
1845,8.051061286096228e-06,2.0809473192226084e-10,6.678285702221842e-11,2.9738117841254005e-09
1846,8.382942723983433e-06,2.627542945126444e-10,1.9722385629401222e-10,3.12908440428369e-09
1847,8.585150551100793e-06,3.23359759603546e-10,1.9722385629401222e-10,3.872013947565327e-09
1848,8.766658538661432e-06,4.874227767435815e-10,1.9722385629401222e-10,4.123690341576289e-09
1849,8.869557469941875e-06,4.874227767435815e-10,1.9722385629401222e-10,5.438875159770516e-09
1850,9.035403828810168e-06,4.693181557665785e-10,1.9722385629401222e-10,5.965460855453639e-09
1851,9.025057806866243e-06,5.621753459575782e-10,1.304409992717938e-10,6.7572730585599825e-09
1852,9.008794352536955e-06,4.954365806497663e-10,1.8100257007499668e-10,7.1496484288502415e-09
1853,8.891821640385647e-06,7.028109760831569e-10,9.882091177106287e-11,7.250007578412416e-09
1854,8.900934257586154e-06,1.0967222526961758e-09,9.882091177106287e-11,6.4318257228127405e-09
1855,8.83427349305878e-06,9.851609845361914e-10,9.882091177106287e-11,6.6702892574456635e-09
1856,9.087120426037082e-06,1.3827514213003512e-09,9.882091177106287e-11,6.20521632489966e-09
1857,9.07781642516576e-06,1.3352815123443155e-09,9.882091177106287e-11,6.313442514814329e-09
1858,9.15257727943494e-06,1.3576313486117287e-09,9.882091177106287e-11,5.439016237396288e-09
1859,9.311206278133405e-06,1.3576313486117287e-09,4.825934096786e-11,5.493410313940826e-09
1860,9.35379297776048e-06,1.0198159539065443e-09,0.0,5.821858756987248e-09
1861,9.465536745015665e-06,6.217858926151263e-10,0.0,6.574140057732539e-09
1862,9.616486750019249e-06,7.364389574350736e-10,5.571827126666611e-11,6.737040988572371e-09
1863,9.499049545930965e-06,3.3884852067091384e-10,5.571827126666611e-11,7.2667552927388866e-09
1864,9.624824087950401e-06,3.859436421243296e-10,5.571827126666611e-11,7.198878033370144e-09
1865,9.808830327528995e-06,2.7073661566591664e-10,5.571827126666611e-11,7.741883642101551e-09
1866,1.0008871738266731e-05,8.458516823469811e-10,5.571827126666611e-11,7.668495616286464e-09
1867,1.0294128644870528e-05,8.890641397688423e-10,5.571827126666611e-11,7.27727509998642e-09
1868,1.0488810533258533e-05,9.222008553625269e-10,5.571827126666611e-11,7.045663671537536e-09
1869,1.059557078925926e-05,8.342178138752234e-10,0.0,6.953210134647796e-09
1870,1.0845147309217801e-05,8.764542742361365e-10,0.0,5.921432614083447e-09
1871,1.113816506403964e-05,9.510873358716969e-10,8.115212470270551e-11,5.83814660107659e-09
1872,1.1266049893622818e-05,1.1148941769789644e-09,1.6305554525633933e-10,5.513840178090439e-09
1873,1.1306678191301347e-05,5.397791102978999e-10,1.6305554525633933e-10,5.570488705229439e-09
1874,1.14132608359796e-05,6.157887929728442e-10,1.6305554525633933e-10,5.414628935694412e-09
1875,1.150195462936868e-05,5.662804273117875e-10,2.031705756014698e-10,5.785444250656318e-09
1876,1.1683073872908218e-05,5.254406394110995e-10,2.031705756014698e-10,5.7566045263968135e-09
1877,1.1763657572113776e-05,5.531075240673897e-10,2.3812224811007153e-10,6.318699341534284e-09
1878,1.1846671051379027e-05,5.402354238562676e-10,1.56970123407366e-10,6.269170642931548e-09
1879,1.1907585108669341e-05,3.7642858274899993e-10,2.496357763361244e-10,6.4048851936401465e-09
1880,1.1969091376938326e-05,5.079753165723336e-10,3.1540914324779123e-10,6.32985099256546e-09
1881,1.2090067814694652e-05,5.46581149388611e-10,3.1540914324779123e-10,6.7976604662638755e-09
1882,1.2143749829972097e-05,5.38875698032269e-10,3.077036918914493e-10,6.208403791063688e-09
1883,1.2374795135526386e-05,5.005437136202622e-10,4.040715738197674e-10,6.483182784273416e-09
1884,1.2488735332486353e-05,5.221730865161739e-10,5.521853371373961e-10,6.30612657331093e-09
1885,1.2716247381052068e-05,4.4234028146699396e-10,5.521853371373961e-10,6.6470185228999816e-09
1886,1.2790672241992849e-05,5.25106131196321e-10,3.7761626365500385e-10,6.519065826842458e-09
1887,1.2983582044918357e-05,4.211933658991386e-10,3.11842896743337e-10,7.133865085963618e-09
1888,1.2992117003055423e-05,3.713767626756237e-10,4.198542664329048e-10,7.032363548629763e-09
1889,1.3105973136719382e-05,3.651380785031831e-10,4.659573758582423e-10,7.625465211650147e-09
1890,1.328478720097337e-05,3.904337686488901e-10,3.6958949392992425e-10,7.455582500577001e-09
1891,1.3524490506305093e-05,4.781364074509956e-10,1.8652405810369388e-10,7.375410250785665e-09
1892,1.3527084385194549e-05,5.165278780091701e-10,2.3146722237323202e-10,6.924201593047233e-09
1893,1.3745105856547265e-05,4.3376202827984297e-10,3.237139167833192e-10,6.9634058519341124e-09
1894,1.3930988123839988e-05,5.828622425977212e-10,4.120810082053339e-10,6.2112844391646965e-09
1895,1.417472088048401e-05,5.595357034847228e-10,3.252408461599085e-10,5.939352882527211e-09
1896,1.4327039804941575e-05,5.91506086175134e-10,2.4672815774578234e-10,5.512690748332716e-09
1897,1.4254586338730796e-05,6.405174168833128e-10,2.4672815774578234e-10,5.882261979093885e-09
1898,1.4267803895303846e-05,5.875492394201234e-10,2.4672815774578234e-10,6.15856610153287e-09
1899,1.4409707416364523e-05,7.204874633412065e-10,2.5642671319658916e-10,6.454013387216914e-09
1900,1.4637591967974523e-05,8.65052299633565e-10,1.64180018786502e-10,6.2843170032879564e-09
1901,1.4615702379420067e-05,7.225914906110781e-10,1.100863011860298e-10,6.164982746525993e-09
1902,1.4693580201960035e-05,7.58434692033865e-10,1.0613338382750977e-10,6.412199216043746e-09
1903,1.4826272490608972e-05,8.118674264613799e-10,1.0613338382750977e-10,6.4455305220129895e-09
1904,1.4974509342989353e-05,9.119515420596969e-10,1.0613338382750977e-10,6.135774174457051e-09
1905,1.5083359877670383e-05,1.0601278783400098e-09,1.0613338382750977e-10,5.740883260837595e-09
1906,1.525528166114652e-05,1.1700746284569264e-09,6.700665022840724e-11,5.724659286292828e-09
1907,1.5452035768248606e-05,1.1866617093720627e-09,9.630699809066406e-11,6.238322112851944e-09
1908,1.607917874935083e-05,1.3033573347571397e-09,6.203362426912155e-11,6.866838907017479e-09
1909,1.664759370864236e-05,1.2930773753337478e-09,9.993937027148142e-11,6.474606247966871e-09
1910,1.734344732540194e-05,1.2916944815342747e-09,1.2748714980518169e-10,6.71640413126998e-09
1911,1.777816266569841e-05,1.3828840453708073e-09,1.4146508171235846e-10,6.536689094766806e-09
1912,1.8062414320801118e-05,1.281409819523357e-09,1.7029329732068784e-10,6.595117341134937e-09
1913,1.8423743832889678e-05,1.0997913690857786e-09,1.976720672068412e-10,6.55068913398996e-09
1914,1.8802660114098607e-05,1.1871197675666118e-09,3.437695901751882e-10,6.3288481122469875e-09
1915,1.899927156046033e-05,1.2752316028549364e-09,3.756470353031917e-10,6.1389601338898305e-09
1916,1.9100627469015308e-05,1.2251909804155454e-09,3.5062672408349624e-10,6.403260398103936e-09
1917,1.9272140759442535e-05,1.2965544114530913e-09,3.6497614850995927e-10,6.457627512089305e-09
1918,1.964776882752111e-05,1.3329587195925236e-09,3.941389337918417e-10,6.77017527753573e-09
1919,2.0320781394340364e-05,1.3588698816973427e-09,4.0792795728629624e-10,7.113234065262272e-09
1920,2.075709952415699e-05,1.346196884125358e-09,3.8823585616195745e-10,6.760401191233509e-09
1921,2.137060463220613e-05,1.2382746098335166e-09,3.5339602672784006e-10,6.641303887785657e-09
1922,2.1946271122682708e-05,1.192404143677907e-09,4.905776499316719e-10,6.216795459376304e-09
1923,2.2759043141767116e-05,1.2795173571460744e-09,5.586877032432674e-10,5.920370606458749e-09
1924,2.3644820820274098e-05,1.4642857482094485e-09,5.41212029557338e-10,5.434709761585412e-09
1925,2.4695878372377983e-05,1.5073783570558013e-09,5.670868358231829e-10,4.738638878113274e-09
