ngram,fat,ft,fat,faat
1640,2.6824579176068903e-05,4.8110113181922187e-05,2.6824579176068903e-05,0.0
1641,3.077429729663501e-05,5.323054106806272e-05,3.077429729663501e-05,0.0
1642,2.792656258472042e-05,4.932438865320624e-05,2.792656258472042e-05,0.0
1643,2.6078696464537643e-05,4.818171224282456e-05,2.6078696464537643e-05,0.0
1644,2.28294099672764e-05,4.865016230074356e-05,2.28294099672764e-05,0.0
1645,2.4698335827062173e-05,4.1910556059779734e-05,2.4698335827062173e-05,0.0
1646,2.4344863309774416e-05,4.406134939927142e-05,2.4344863309774416e-05,0.0
1647,2.624490818042042e-05,4.517852955489486e-05,2.624490818042042e-05,0.0
1648,2.362510505398469e-05,4.434399280788577e-05,2.362510505398469e-05,0.0
1649,2.438716494777639e-05,4.754536998266953e-05,2.438716494777639e-05,0.0
1650,2.6696038860661376e-05,5.129616225271353e-05,2.6696038860661376e-05,0.0
1651,2.8031202548715684e-05,5.615612306948086e-05,2.8031202548715684e-05,0.0
1652,2.7108196653508848e-05,5.570155657811223e-05,2.7108196653508848e-05,0.0
1653,2.7379352364472913e-05,7.70186587552806e-05,2.7379352364472913e-05,0.0
1654,2.7282882521311486e-05,7.541799173590594e-05,2.7282882521311486e-05,0.0
1655,3.0507454409546752e-05,7.443117595227835e-05,3.0507454409546752e-05,0.0
1656,2.9503881575822432e-05,7.040282902640424e-05,2.9503881575822432e-05,0.0
1657,2.7370589772804772e-05,7.01712274998759e-05,2.7370589772804772e-05,0.0
1658,3.502740608902448e-05,6.64045442785469e-05,3.502740608902448e-05,0.0
1659,3.424196230688332e-05,6.288992595468048e-05,3.424196230688332e-05,0.0
1660,3.448050483711995e-05,3.977778344830897e-05,3.448050483711995e-05,0.0
1661,3.364005221685927e-05,3.899326163393978e-05,3.364005221685927e-05,0.0
1662,3.17035145209437e-05,3.5030156401002645e-05,3.17035145209437e-05,0.0
1663,3.185526605063517e-05,3.15573213031582e-05,3.185526605063517e-05,0.0
1664,3.0153997743452366e-05,2.9031988690673772e-05,3.0153997743452366e-05,0.0
1665,2.0660846140734585e-05,2.7666181787416072e-05,2.0660846140734585e-05,0.0
1666,2.3677120095401604e-05,3.2797150977005784e-05,2.3677120095401604e-05,0.0
1667,2.4942811640877543e-05,3.5427777350248236e-05,2.4942811640877543e-05,0.0
1668,2.5743208035627113e-05,3.399695664744026e-05,2.5743208035627113e-05,0.0
1669,2.763145779941364e-05,3.6006276007226135e-05,2.763145779941364e-05,0.0
1670,2.8671490456742633e-05,4.029283913301437e-05,2.8671490456742633e-05,0.0
1671,2.8034159965630223e-05,4.417860327521339e-05,2.8034159965630223e-05,0.0
1672,2.9475577840847628e-05,4.515281086371813e-05,2.9475577840847628e-05,2.4600601428963794e-08
1673,2.6372565636328155e-05,4.4656080717686564e-05,2.6372565636328155e-05,4.9343471784725675e-08
1674,2.534120851903156e-05,4.3338909433389616e-05,2.534120851903156e-05,4.9343471784725675e-08
1675,2.7321650122758e-05,4.6115517242079864e-05,2.7321650122758e-05,4.9343471784725675e-08
1676,2.4389056956611705e-05,4.6028217184357345e-05,2.4389056956611705e-05,9.228998213269993e-08
1677,2.2707243000955452e-05,4.435773423340704e-05,2.2707243000955452e-05,9.228998213269993e-08
1678,2.4312796085723676e-05,3.960577227449643e-05,2.4312796085723676e-05,9.228998213269993e-08
1679,2.4729480823485312e-05,4.004469649641708e-05,2.4729480823485312e-05,6.768938070373614e-08
1680,2.5634149226659376e-05,3.909215047315229e-05,2.5634149226659376e-05,4.2946510347974254e-08
1681,2.562748341006227e-05,3.952615822657078e-05,2.562748341006227e-05,4.2946510347974254e-08
1682,2.212171394993285e-05,3.8437115238463904e-05,2.212171394993285e-05,4.2946510347974254e-08
1683,2.1459335974733612e-05,3.7793564063446994e-05,2.1459335974733612e-05,0.0
1684,2.222761265459537e-05,3.9716438030674385e-05,2.222761265459537e-05,0.0
1685,2.0840971046709456e-05,4.198063470539637e-05,2.0840971046709456e-05,0.0
1686,1.9358970738332054e-05,4.327608517736995e-05,1.9358970738332054e-05,0.0
1687,1.8327964166279082e-05,4.4337671299997184e-05,1.8327964166279082e-05,0.0
1688,1.8449396520736627e-05,4.160235455076743e-05,1.8449396520736627e-05,0.0
1689,1.9201258900076417e-05,4.160661826192934e-05,1.9201258900076417e-05,0.0
1690,1.9904990040231496e-05,4.180160249234177e-05,1.9904990040231496e-05,0.0
1691,2.1333033925787148e-05,3.9844762276126335e-05,2.1333033925787148e-05,0.0
1692,2.4410899641225114e-05,4.0658834872634285e-05,2.4410899641225114e-05,0.0
1693,2.413746447668278e-05,3.803605224155555e-05,2.413746447668278e-05,0.0
1694,2.604984053635105e-05,3.4438443305719246e-05,2.604984053635105e-05,0.0
1695,2.771987809475312e-05,3.920955688434853e-05,2.771987809475312e-05,0.0
1696,2.851475567565233e-05,3.905436642526183e-05,2.851475567565233e-05,0.0
1697,3.0093000272505117e-05,4.011006317991165e-05,3.0093000272505117e-05,0.0
1698,2.9208695195848122e-05,4.1693301682244055e-05,2.9208695195848122e-05,1.0371270572509924e-08
1699,2.761528906246115e-05,4.057977977416678e-05,2.761528906246115e-05,1.0371270572509924e-08
1700,2.974820849236234e-05,4.304427290792644e-05,2.974820849236234e-05,3.6366975970330325e-08
1701,2.933340095166516e-05,4.6387798127917836e-05,2.933340095166516e-05,3.6366975970330325e-08
1702,2.8771139893381458e-05,4.5498429244617e-05,2.8771139893381458e-05,3.6366975970330325e-08
1703,2.927341042128059e-05,4.5972744244084295e-05,2.927341042128059e-05,3.6366975970330325e-08
1704,2.7871183192473836e-05,4.513445258323502e-05,2.7871183192473836e-05,3.6366975970330325e-08
1705,2.9312121893911224e-05,4.5030885043420964e-05,2.9312121893911224e-05,2.59957053978204e-08
1706,3.139236754837579e-05,4.474220103085307e-05,3.139236754837579e-05,3.7071088294331796e-08
1707,3.1562498147000694e-05,4.563915146198789e-05,3.1562498147000694e-05,1.1075382896511395e-08
1708,3.2189744940426734e-05,4.750559622022722e-05,3.2189744940426734e-05,2.072125023947332e-08
1709,3.25403551479602e-05,4.6471148899789636e-05,3.25403551479602e-05,2.072125023947332e-08
1710,3.229513250906686e-05,4.875548152735324e-05,3.229513250906686e-05,2.072125023947332e-08
1711,3.262157432410666e-05,5.209076282751214e-05,3.262157432410666e-05,3.0413578956865554e-08
1712,3.333449551843971e-05,5.348201999108174e-05,3.333449551843971e-05,3.0413578956865554e-08
1713,3.368257681099099e-05,5.489053208813337e-05,3.368257681099099e-05,1.9338196060354155e-08
1714,3.3000405632524886e-05,5.4036468230021584e-05,3.3000405632524886e-05,1.9338196060354155e-08
1715,3.209750892502987e-05,5.348884068163378e-05,3.209750892502987e-05,9.692328717392229e-09
1716,3.29390378673062e-05,5.519906075538269e-05,3.29390378673062e-05,9.692328717392229e-09
1717,3.351049885428178e-05,5.467123368621937e-05,3.351049885428178e-05,9.692328717392229e-09
1718,3.489820405125751e-05,5.137730165318187e-05,3.489820405125751e-05,7.741756442263587e-09
1719,3.427348253483485e-05,4.967107711958566e-05,3.427348253483485e-05,2.0911498564503616e-08
1720,3.3214273051791156e-05,4.793096949080271e-05,3.3214273051791156e-05,2.0911498564503616e-08
1721,3.4103886978950216e-05,4.6201018059426655e-05,3.4103886978950216e-05,2.0911498564503616e-08
