ngram,stuff,stuf,stufff,suff
1648,2.238378223345145e-06,0.0,0.0,2.2976172431299346e-07
1649,2.0303237745013447e-06,0.0,0.0,2.2976172431299346e-07
1650,2.945200053870524e-06,0.0,0.0,1.8087724486446989e-07
1651,2.982538831020065e-06,0.0,0.0,2.2387732607447625e-07
1652,3.319886884258137e-06,0.0,0.0,2.3043189198038556e-07
1653,4.047569892203942e-06,4.522546857645336e-07,0.0,2.3043189198038556e-07
1654,4.628334490267402e-06,4.522546857645336e-07,0.0,3.963646366043706e-07
1655,4.759960396378509e-06,4.522546857645336e-07,0.0,3.963646366043706e-07
1656,4.937283279105031e-06,4.522546857645336e-07,0.0,3.963646366043706e-07
1657,4.1963105721671516e-06,4.522546857645336e-07,0.0,3.2021308779154166e-07
1658,4.925160478056309e-06,4.522546857645336e-07,0.0,2.7721300658153527e-07
1659,6.526132567939515e-06,4.522546857645336e-07,0.0,3.1804316336092597e-07
1660,6.918817169727325e-06,0.0,0.0,3.1804316336092597e-07
1661,7.816131528670667e-06,0.0,0.0,1.521104187369409e-07
1662,8.871005093169515e-06,0.0,0.0,1.521104187369409e-07
1663,8.737342633529416e-06,0.0,0.0,1.521104187369409e-07
1664,9.628773048981592e-06,0.0,0.0,1.7510751604277175e-07
1665,9.740938496958864e-06,0.0,0.0,2.1919913300345278e-07
1666,9.198193116130174e-06,0.0,0.0,2.025943745463467e-07
1667,8.778250568346785e-06,0.0,0.0,2.3504669042852454e-07
1668,8.744027711925031e-06,0.0,0.0,2.3504669042852454e-07
1669,8.36078015709063e-06,0.0,0.0,2.9495487500038766e-07
1670,8.23331531916795e-06,3.864916818331819e-08,0.0,2.9495487500038766e-07
1671,7.4445566886944496e-06,7.775936085506276e-08,0.0,2.1634891262627726e-07
1672,7.1387573500812455e-06,1.0235996228402655e-07,0.0,2.2145849852352383e-07
1673,5.944445742248458e-06,1.0235996228402655e-07,0.0,1.9104744402349233e-07
1674,5.263963852745032e-06,1.0235996228402655e-07,0.0,1.911256524473564e-07
1675,4.300566745639246e-06,1.0235996228402655e-07,0.0,1.911256524473564e-07
1676,4.167042659121632e-06,1.0235996228402655e-07,0.0,1.3121746787549326e-07
1677,5.0131143325415906e-06,6.371079410070837e-08,0.0,1.6480366582527495e-07
1678,4.923698757660791e-06,2.4600601428963794e-08,0.0,1.6480366582527495e-07
1679,4.836276762684325e-06,0.0,0.0,1.1560246296734736e-07
1680,4.591204547718267e-06,0.0,0.0,1.0232057994536653e-07
1681,4.973838226110924e-06,0.0,0.0,1.1454175056054997e-07
1682,6.08610077636383e-06,2.016103297007378e-08,0.0,1.5486381650069753e-07
1683,6.465311214144874e-06,6.429548956735484e-08,0.0,2.4313272969525966e-07
1684,6.47042062545162e-06,6.429548956735484e-08,0.0,2.387681113142597e-07
1685,6.598262611337954e-06,8.450132124185724e-08,0.0,2.791797746632645e-07
1686,7.0990073969109546e-06,8.450132124185724e-08,0.0,3.344381878735346e-07
1687,7.277566250455233e-06,8.450132124185724e-08,0.0,2.982343301839917e-07
1688,7.124317822412454e-06,8.450132124185724e-08,0.0,2.534826352627663e-07
1689,5.784165637123806e-06,9.591145807722309e-08,0.0,2.1316056932261874e-07
1690,5.1040110033032505e-06,5.1777001479942035e-08,0.0,1.2489165612805664e-07
1691,4.058166496179183e-06,5.1777001479942035e-08,0.0,1.446021826723154e-07
1692,4.442587234214963e-06,3.157116980543963e-08,0.0,1.0419051932331058e-07
1693,5.152066250957432e-06,6.292236370037635e-08,0.0,4.893210611304052e-08
1694,4.965433780463562e-06,6.292236370037635e-08,0.0,7.331765670772126e-08
1695,5.135012315804488e-06,6.292236370037635e-08,0.0,8.882446016806561e-08
1696,5.370567269632634e-06,3.135119389493671e-08,0.0,1.0457040592167946e-07
1697,5.373230789830684e-06,3.8698268716481314e-08,0.0,1.1191748074322407e-07
1698,5.601925197749681e-06,3.8698268716481314e-08,0.0,6.298537463018355e-08
1699,4.919065239456748e-06,3.8698268716481314e-08,0.0,7.605491500076564e-08
1700,4.106886145953987e-06,2.0344927520454803e-08,0.0,8.905276769967583e-08
1701,4.2677226182214715e-06,3.0011686849970176e-08,0.0,9.366749509354122e-08
1702,4.224897436090812e-06,4.199684663522671e-08,0.0,9.014585141845341e-08
1703,4.0680094051432595e-06,4.199684663522671e-08,0.0,1.296059539056062e-07
1704,3.8978639947475e-06,3.46497718136821e-08,0.0,1.6556771344409883e-07
1705,4.031931536831378e-06,4.3807576486999874e-08,0.0,1.8388332279073438e-07
1706,4.86301528975933e-06,4.3807576486999874e-08,0.0,1.929645482131751e-07
1707,4.629475954841057e-06,5.511462981238375e-08,0.0,1.9211914852641193e-07
1708,4.4835970974028375e-06,4.544787048286837e-08,0.0,1.8241060522378965e-07
1709,4.113412225186559e-06,5.751274301246667e-08,0.0,1.7042544543853312e-07
1710,4.384701761799599e-06,5.751274301246667e-08,0.0,1.3243442050939587e-07
1711,4.315382414331127e-06,5.751274301246667e-08,0.0,1.085102435841431e-07
1712,4.118030671764115e-06,4.83549383391489e-08,0.0,9.019463423750754e-08
1713,3.561953787669024e-06,4.83549383391489e-08,0.0,8.967989880862401e-08
1714,3.2418050263264116e-06,2.4050032314854823e-08,0.0,1.0624227643672515e-07
1715,3.051803316468847e-06,2.4050032314854823e-08,0.0,1.20917602787683e-07
1716,3.2273800343318726e-06,1.770991632708631e-08,0.0,1.2977256095122618e-07
1717,3.1291869910481703e-06,2.535132180371745e-08,0.0,1.2784034859285904e-07
1718,3.0162959287086518e-06,2.535132180371745e-08,0.0,1.4716447184680093e-07
1719,3.306094949298962e-06,3.8521063925957474e-08,0.0,1.8008882765993155e-07
1720,3.22379798944894e-06,3.8521063925957474e-08,0.0,1.85636180966802e-07
1721,3.2318899587023353e-06,3.8521063925957474e-08,0.0,1.569213503265538e-07
1722,3.619517006622378e-06,6.170382401852034e-08,0.0,1.4613704938223497e-07
1723,3.5970307895435586e-06,4.399390769143403e-08,0.0,1.496324435785417e-07
1724,3.450824124229257e-06,3.635250221480289e-08,0.0,1.4609147212598016e-07
1725,3.590461606758514e-06,4.370545525489433e-08,0.0,1.1473564447734524e-07
1726,3.153563219322158e-06,3.6923211155226454e-08,0.0,8.819878668678679e-08
1727,3.097571802105189e-06,3.6923211155226454e-08,0.0,9.522898177952552e-08
1728,2.9793478201359643e-06,3.6923211155226454e-08,0.0,1.1466766076344876e-07
1729,2.918214087393218e-06,1.3740451062663591e-08,0.0,1.1060083084300589e-07
1730,3.289162155592099e-06,1.3740451062663591e-08,0.0,1.1461695440370282e-07
1731,3.1818386625153446e-06,1.3740451062663591e-08,0.0,1.0287511490300208e-07
1732,4.262577249392052e-06,2.5163070103774643e-08,0.0,1.2681478064483338e-07
1733,4.2280315385921445e-06,1.8775572081202492e-08,0.0,1.5555113159442563e-07
1734,4.609013249786845e-06,2.9099035308328373e-08,0.0,1.471462108984919e-07
1735,4.673076107662512e-06,2.9099035308328373e-08,0.0,1.4064138399914684e-07
1736,4.478734565184693e-06,3.4611360380917433e-08,0.0,1.2152545382702685e-07
1737,3.926534986931074e-06,3.4611360380917433e-08,0.0,1.0515897790648004e-07
1738,3.944831373051524e-06,4.0103176652499835e-08,0.0,1.0515897790648004e-07
1739,2.782438449295504e-06,2.1327604571297343e-08,0.0,7.709727561128992e-08
1740,2.9263724984827732e-06,2.1327604571297343e-08,0.0,4.1973426639125526e-08
1741,2.7093361398198923e-06,1.694549212061247e-08,0.0,3.398882039310333e-08
1742,3.26535078849182e-06,1.694549212061247e-08,0.0,3.380971287063923e-08
1743,3.19738470417568e-06,2.1064560635457904e-08,0.0,4.344110645807372e-08
1744,3.972886799731766e-06,2.999268135438017e-08,0.0,7.468952948183219e-08
1745,4.069859219920805e-06,2.4500865082797774e-08,0.0,8.731268152928351e-08
1746,4.693372829933651e-06,2.4500865082797774e-08,0.0,8.905974218415785e-08
1747,5.165809755323737e-06,2.4500865082797774e-08,0.0,1.0153719744364156e-07
1748,5.072619550056905e-06,1.8559514306356765e-08,0.0,9.463234107442986e-08
1749,4.8451729851097165e-06,1.8559514306356765e-08,0.0,1.0169871801833454e-07
1750,5.153036779250085e-06,1.2226852165651638e-08,0.0,1.1185971361880678e-07
1751,5.074724997809556e-06,3.298731446729367e-09,0.0,1.2344095523530996e-07
1752,5.500067345565185e-06,7.197321595851593e-09,0.0,1.1861498348610309e-07
1753,5.691193564416608e-06,7.197321595851593e-09,0.0,1.5387182575718077e-07
1754,5.579247304662463e-06,1.1381390306399096e-08,0.0,1.5394657688310482e-07
1755,5.824078860834041e-06,1.1381390306399096e-08,0.0,1.5844061250293505e-07
1756,5.700203928427072e-06,1.1381390306399096e-08,0.0,1.507613731632773e-07
1757,6.395026567978286e-06,8.082658859669728e-09,0.0,1.4923972356330394e-07
1758,5.898265044379514e-06,8.082658859669728e-09,0.0,1.0951764371571113e-07
1759,6.028731929421026e-06,7.66286361348583e-09,0.0,1.0867805322334334e-07
1760,6.150023831911053e-06,7.66286361348583e-09,0.0,7.90887018098374e-08
1761,6.54734341359082e-06,3.4787949029383267e-09,0.0,8.041433297023559e-08
1762,7.360723364919457e-06,3.4787949029383267e-09,0.0,8.109659407499034e-08
1763,7.876676915787226e-06,3.4787949029383267e-09,0.0,7.463206103912918e-08
1764,7.78078694046209e-06,3.4787949029383267e-09,0.0,9.008947771909398e-08
1765,8.349157919188396e-06,6.426203315511105e-09,0.0,1.0761375181443458e-07
1766,8.433988698795605e-06,2.9474084125727782e-09,0.0,1.10859318169787e-07
1767,8.26774242211416e-06,1.4725417583706855e-08,0.0,1.296588730984435e-07
1768,8.36838190869977e-06,1.740763013101189e-08,0.0,1.2114546064724762e-07
1769,7.87221896254258e-06,1.740763013101189e-08,0.0,1.294200454740998e-07
1770,7.771098483187546e-06,2.0290551715009186e-08,0.0,1.410402258475837e-07
1771,7.703865256709313e-06,3.608641411087124e-08,0.0,1.2574057604654497e-07
1772,7.258209799536937e-06,3.313900569829846e-08,0.0,1.1565304447458402e-07
1773,7.037841182214574e-06,3.313900569829846e-08,0.0,1.262114151602743e-07
1774,6.8486754441567295e-06,2.4033459666839008e-08,0.0,1.1280117157801734e-07
1775,7.329502165833089e-06,2.135124711953397e-08,0.0,1.3921232725319248e-07
1776,7.194655674019097e-06,2.6775986126738516e-08,0.0,1.4196594427013614e-07
1777,7.562777162612682e-06,2.6811114852063967e-08,0.0,1.3342256518659008e-07
1778,7.0863477178915805e-06,1.1015252456201909e-08,0.0,1.2611863350489978e-07
1779,7.10234754868517e-06,1.1015252456201909e-08,0.0,1.3350610674121655e-07
1780,7.0090011052213545e-06,1.1015252456201909e-08,0.0,1.221411411376851e-07
1781,7.139670872545269e-06,1.2167823066582578e-08,0.0,1.1566894642101033e-07
1782,6.402784492820501e-06,1.2167823066582578e-08,0.0,8.605149913267138e-08
1783,6.628767226045186e-06,6.743084059378037e-09,0.0,7.197539986236734e-08
1784,6.321313126786013e-06,1.214739445539895e-08,0.0,7.986597085261695e-08
1785,6.557509420547701e-06,1.214739445539895e-08,0.0,7.84501302015477e-08
1786,6.41793829864972e-06,1.348749277342774e-08,0.0,7.793960727602617e-08
1787,6.727894093013934e-06,1.348749277342774e-08,0.0,8.401274495132124e-08
1788,7.039027553089129e-06,1.4888667314900367e-08,0.0,9.404844141564744e-08
1789,7.027525433451436e-06,1.721543694900772e-08,0.0,1.1050446500706e-07
1790,6.910160664119758e-06,1.721543694900772e-08,0.0,1.1955383781371764e-07
1791,6.6889074332721066e-06,9.979042481234046e-09,0.0,1.1919861009346278e-07
1792,6.816909327816185e-06,1.4332090688843176e-08,0.0,1.2363728225344467e-07
1793,7.0363106975232114e-06,1.5950058670658303e-08,0.0,1.2889451284081588e-07
1794,7.21497339587326e-06,1.9942000939465743e-08,0.0,1.3338452577370064e-07
1795,6.977504329240349e-06,1.562906477252974e-08,0.0,1.247455096680434e-07
1796,7.054576079618917e-06,1.4250456751138278e-08,0.0,1.250945851032676e-07
1797,7.2415044607104e-06,1.9352769735953805e-08,0.0,1.2397379326297857e-07
1798,7.856438644791655e-06,1.9424116854643055e-08,0.0,1.5108355151076986e-07
1799,7.821841466336212e-06,1.987722538946254e-08,0.0,1.7418385920921408e-07
1800,8.08303541686785e-06,1.6919159089618622e-08,0.0,1.8485012682439056e-07
1801,7.870499108061527e-06,1.6641940587496558e-08,0.0,1.9692990755564616e-07
1802,7.738913024825575e-06,1.963580974008648e-08,0.0,2.16359517984139e-07
1803,7.786797401162662e-06,2.465464746645044e-08,0.0,2.395162803330615e-07
1804,7.819863380323763e-06,2.656911808023616e-08,0.0,2.5820018428086247e-07
1805,7.640730083429454e-06,3.709729209536558e-08,0.0,2.459622326763825e-07
1806,7.973328657889006e-06,4.237458942465569e-08,0.0,2.433602332985174e-07
1807,8.250440519727168e-06,4.530368664339741e-08,0.0,2.41189419674421e-07
1808,8.362149726183685e-06,4.3471868390757406e-08,0.0,2.3809960022650296e-07
1809,8.298063871084846e-06,4.318322334638326e-08,0.0,2.368396191546448e-07
1810,8.470136500753661e-06,3.852384988789481e-08,0.0,2.182568904020497e-07
1811,8.253654933858862e-06,3.2444602052602734e-08,9.375357633091751e-10,2.1867646385739396e-07
1812,7.948690706273607e-06,2.362361392219522e-08,9.375357633091751e-10,2.1234082225873863e-07
1813,7.553034395511661e-06,1.6837809749655922e-08,1.5194739434930072e-09,2.0524018395917665e-07
1814,7.08474843642242e-06,1.808787519763655e-08,1.5194739434930072e-09,2.0540994276936025e-07
1815,7.0100306532237615e-06,1.7363813878798088e-08,1.5194739434930072e-09,2.0562451652494929e-07
1816,7.227210971905151e-06,1.6407735741503464e-08,1.5194739434930072e-09,2.1110705615358582e-07
1817,6.946736643190629e-06,1.612819528722704e-08,1.5194739434930072e-09,2.1841235309238982e-07
1818,7.337696843023878e-06,2.539564685528311e-08,5.819381801838322e-10,2.0554599952252568e-07
1819,7.5591358056824125e-06,2.523650152344966e-08,5.819381801838322e-10,2.0702239364059745e-07
1820,7.893883646050068e-06,2.3412821015256213e-08,0.0,2.101358802519826e-07
1821,8.260249030302344e-06,2.4761491523861423e-08,1.2855425454308796e-10,2.109307238080354e-07
1822,8.459696216180288e-06,3.096401268720683e-08,1.2855425454308796e-10,2.1557884874060358e-07
1823,8.368962036391686e-06,3.349871681633333e-08,1.2855425454308796e-10,2.047056223578433e-07
1824,8.429070346340137e-06,4.7760313291535435e-08,1.2855425454308796e-10,2.0135766273402362e-07
1825,7.878569314405987e-06,4.072074614011204e-08,1.2855425454308796e-10,2.0820428200555137e-07
1826,7.755556323120669e-06,3.920037462888461e-08,1.2855425454308796e-10,2.0690535913152936e-07
1827,7.515907977254496e-06,6.167307388592138e-08,1.2855425454308796e-10,2.0249401749034795e-07
1828,7.334386347273332e-06,6.055841301438087e-08,1.103293091807091e-10,1.9595185360036078e-07
1829,7.163517368878404e-06,5.361869332658793e-08,1.103293091807091e-10,1.8343258797618285e-07
1830,7.0730674711480134e-06,5.1090098342397387e-08,1.103293091807091e-10,1.812332064738647e-07
1831,6.9258400279587865e-06,3.691515242693859e-08,1.103293091807091e-10,1.771480567315718e-07
1832,6.9714250067980695e-06,3.868840064186989e-08,1.103293091807091e-10,1.6837752728601378e-07
1833,6.822329331563586e-06,4.583372281707909e-08,1.103293091807091e-10,1.7710800648274017e-07
1834,6.78730566505692e-06,2.3382137591200702e-08,1.933895028243577e-10,1.7395151985510893e-07
1835,6.646352306103966e-06,2.2990568655194872e-08,1.6684359449570252e-10,1.748306743820649e-07
1836,6.55792531948204e-06,2.6171859600156366e-08,1.6684359449570252e-10,1.846128969061413e-07
1837,6.521877561941178e-06,2.8459582627046335e-08,1.6684359449570252e-10,1.8406069354374006e-07
1838,6.647643593688761e-06,3.047420220931534e-08,1.6684359449570252e-10,1.8110654106554387e-07
1839,6.87883786148242e-06,4.773949489690819e-08,1.6684359449570252e-10,1.7203437912322833e-07
1840,6.935550507997894e-06,4.3717590563525325e-08,1.6684359449570252e-10,1.5545878337011994e-07
1841,6.956950333655446e-06,5.698778312738081e-08,1.5376101185944028e-10,1.4874280956129432e-07
1842,7.0648931276602e-06,5.7040814230699e-08,1.9160849097841848e-10,1.3923476213254356e-07
1843,7.078486305545084e-06,5.6585455051764e-08,1.9160849097841848e-10,1.2927443293619945e-07
1844,7.051109410635295e-06,5.343234197953604e-08,1.9160849097841848e-10,1.28122318341996e-07
1845,6.9369977739240444e-06,5.177123923212028e-08,1.9160849097841848e-10,1.2435170861278622e-07
1846,6.627615286041484e-06,3.380661059030185e-08,1.9160849097841848e-10,1.253526938122767e-07
1847,6.585189307120995e-06,3.028608138880681e-08,1.9160849097841848e-10,1.383155959290759e-07
1848,6.6112606873502955e-06,1.7161435637648636e-08,1.7631855499443206e-10,1.422299626645846e-07
1849,6.557485318938104e-06,1.4806466338715803e-08,5.4687675023399966e-11,1.6137542400786386e-07
1850,6.629144601382515e-06,1.5978650720021344e-08,1.0215758397943579e-10,1.514158530621249e-07
1851,6.715525289889358e-06,1.5986228785180856e-08,1.0215758397943579e-10,1.4393135115499588e-07
1852,6.828593606249862e-06,1.5428084270447632e-08,2.0328072558584154e-10,1.5556114009638934e-07
1853,7.013504858020626e-06,1.2540013408620813e-08,2.0328072558584154e-10,1.5257943277090037e-07
1854,7.228795246711732e-06,1.4630748422307858e-08,2.0328072558584154e-10,1.4043717909219466e-07
1855,7.271011002428297e-06,2.1232893031099464e-08,2.010947995424926e-10,1.417787710725601e-07
1856,7.353106931467275e-06,2.691834996174488e-08,3.998900179245725e-10,1.226130947884485e-07
1857,7.402727987937396e-06,2.6641863064875386e-08,3.524201089685367e-10,1.2777516949264672e-07
1858,7.441418477225982e-06,2.8229755168394732e-08,3.524201089685367e-10,1.2901959272377489e-07
1859,7.47068543205387e-06,2.872102276642506e-08,3.731557443994607e-10,1.1362214280552507e-07
1860,7.555036648097614e-06,3.041952175867177e-08,3.731557443994607e-10,1.1097472756611231e-07
1861,7.53032814567892e-06,3.2059850266616e-08,3.731557443994607e-10,1.1943183255068236e-07
1862,7.559142821784397e-06,2.7438763007735034e-08,3.206539954194097e-10,1.1128493428356836e-07
1863,7.527029148539961e-06,2.165672885467984e-08,1.218587770373298e-10,1.1185744292723549e-07
1864,7.579843700763636e-06,1.9026307513619097e-08,1.218587770373298e-10,1.0915042939326927e-07
1865,7.630237502910728e-06,1.7927480833179743e-08,1.218587770373298e-10,1.076740748625785e-07
1866,7.71273542860789e-06,2.1259744187318574e-08,0.0,1.1032939032215186e-07
1867,7.75954738076377e-06,2.0068119229880007e-08,4.321245742186111e-11,1.1235222428597678e-07
1868,7.755763363093138e-06,2.41530309403564e-08,4.321245742186111e-11,9.971846079029742e-08
1869,7.764608718779137e-06,2.4252416582929267e-08,1.2238422973455598e-10,1.0060431573525161e-07
1870,7.950792873348941e-06,2.5121279913418804e-08,1.2238422973455598e-10,9.841634960951393e-08
1871,8.042443044230043e-06,2.7928336849518994e-08,1.2238422973455598e-10,9.791192821597048e-08
