ngram,mother,mother,moter,moher
1500,4.688151591381029e-06,4.688151591381029e-06,0.0,0.0
1501,3.750521273104823e-06,3.750521273104823e-06,0.0,0.0
1502,8.748181661151952e-06,8.748181661151952e-06,0.0,0.0
1503,7.498441423844529e-06,7.498441423844529e-06,0.0,0.0
1504,7.364780425892345e-06,7.364780425892345e-06,0.0,0.0
1505,6.713480745799773e-06,6.713480745799773e-06,0.0,0.0
1506,6.713480745799773e-06,6.713480745799773e-06,0.0,0.0
1507,6.713480745799773e-06,6.713480745799773e-06,0.0,0.0
1508,6.713480745799773e-06,6.713480745799773e-06,0.0,0.0
1509,1.8939830884586887e-06,1.8939830884586887e-06,0.0,0.0
1510,1.8939830884586887e-06,1.8939830884586887e-06,0.0,0.0
1511,1.8939830884586887e-06,1.8939830884586887e-06,0.0,0.0
1512,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,9.141156624536961e-06,9.141156624536961e-06,0.0,0.0
1515,9.141156624536961e-06,9.141156624536961e-06,0.0,0.0
1516,9.141156624536961e-06,9.141156624536961e-06,0.0,0.0
1517,1.0203710189671256e-05,1.0203710189671256e-05,0.0,0.0
1518,1.0203710189671256e-05,1.0203710189671256e-05,0.0,0.0
1519,1.0203710189671256e-05,1.0203710189671256e-05,0.0,0.0
1520,2.897212808810374e-05,2.897212808810374e-05,0.0,0.0
1521,1.9830971463566778e-05,1.9830971463566778e-05,0.0,0.0
1522,3.8873512104536144e-05,3.8873512104536144e-05,0.0,0.0
1523,3.94895571064678e-05,3.94895571064678e-05,0.0,0.0
1524,4.049168163484345e-05,4.049168163484345e-05,0.0,0.0
1525,4.049168163484345e-05,4.049168163484345e-05,0.0,0.0
1526,4.049168163484345e-05,4.049168163484345e-05,0.0,0.0
1527,2.1723263736410964e-05,2.1723263736410964e-05,0.0,0.0
1528,2.1723263736410964e-05,2.1723263736410964e-05,0.0,0.0
1529,2.6807230954416028e-06,2.6807230954416028e-06,0.0,0.0
1530,3.559630918711524e-05,3.559630918711524e-05,0.0,0.0
1531,4.502132755338347e-05,4.502132755338347e-05,0.0,0.0
1532,4.6374077360919076e-05,4.6374077360919076e-05,0.0,0.0
1533,7.031929128840732e-05,7.031929128840732e-05,0.0,0.0
1534,7.874611518283408e-05,7.874611518283408e-05,0.0,0.0
1535,0.00010171319926095228,0.00010171319926095228,0.0,0.0
1536,0.00010439678551067897,0.00010439678551067897,0.0,0.0
1537,0.00010643715320059397,0.00010643715320059397,0.0,0.0
1538,9.81238953110213e-05,9.81238953110213e-05,0.0,0.0
1539,9.677114550348571e-05,9.677114550348571e-05,0.0,0.0
1540,7.282593157599746e-05,7.282593157599746e-05,0.0,0.0
1541,9.851832016595705e-05,9.851832016595705e-05,0.0,0.0
1542,8.909305298792398e-05,8.909305298792398e-05,0.0,0.0
1543,9.781795935331112e-05,9.781795935331112e-05,0.0,0.0
1544,7.212240987947942e-05,7.212240987947942e-05,0.0,0.0
1545,7.725149459604706e-05,7.725149459604706e-05,0.0,0.0
1546,9.291504102293402e-05,9.291504102293402e-05,0.0,0.0
1547,0.00010602360582977002,0.00010602360582977002,0.0,0.0
1548,7.547129644080997e-05,7.547129644080997e-05,0.0,0.0
1549,0.0001080104723639254,0.0001080104723639254,0.0,0.0
1550,0.00010848958585743926,0.00010848958585743926,0.0,0.0
1551,0.00011750271369237453,0.00011750271369237453,0.0,0.0
1552,0.00012434052145441195,0.00012434052145441195,0.0,0.0
1553,0.000108676975027525,0.000108676975027525,0.0,0.0
1554,0.00010482501238584518,0.00010482501238584518,0.0,0.0
1555,0.00010185909429440341,0.00010185909429440341,0.0,0.0
1556,5.5778101471202846e-05,5.5778101471202846e-05,0.0,0.0
1557,4.3890495362575166e-05,4.3890495362575166e-05,0.0,0.0
1558,3.386755088286009e-05,3.386755088286009e-05,0.0,0.0
1559,4.6231792501722726e-05,4.6231792501722726e-05,0.0,0.0
1560,6.866630558631317e-05,6.866630558631317e-05,0.0,0.0
1561,0.0001283340225199936,0.0001283340225199936,0.0,0.0
1562,0.0001383993252862378,0.0001383993252862378,0.0,0.0
1563,0.0001397631904183072,0.0001397631904183072,0.0,0.0
1564,0.00014612483716648837,0.00014612483716648837,0.0,0.0
1565,0.00014535260964164211,0.00014535260964164211,0.0,0.0
1566,0.00012736338963545028,0.00012736338963545028,0.0,0.0
1567,0.0001083408630750325,0.0001083408630750325,0.0,0.0
1568,3.9416543976195885e-05,3.9416543976195885e-05,0.0,0.0
1569,3.320648816692743e-05,3.320648816692743e-05,0.0,0.0
1570,3.939768430427648e-05,3.939768430427648e-05,0.0,0.0
1571,3.303603755609531e-05,3.303603755609531e-05,0.0,0.0
1572,4.7299945435952395e-05,4.7299945435952395e-05,0.0,0.0
1573,4.4073639271248665e-05,4.4073639271248665e-05,0.0,0.0
1574,4.937703748250247e-05,4.937703748250247e-05,0.0,0.0
1575,5.94352745143364e-05,5.94352745143364e-05,0.0,0.0
1576,0.00011086341951990366,0.00011086341951990366,0.0,0.0
1577,0.00010585983415824427,0.00010585983415824427,0.0,0.0
1578,0.00011380996693333145,0.00011380996693333145,0.0,0.0
1579,0.00010309324014607617,0.00010309324014607617,0.0,0.0
1580,0.00010967718454984216,0.00010967718454984216,0.0,0.0
1581,0.00013834016525444376,0.00013834016525444376,0.0,0.0
1582,0.00014210831406152074,0.00014210831406152074,0.0,0.0
1583,9.367358740876495e-05,9.367358740876495e-05,0.0,0.0
1584,0.0001064070087782706,0.0001064070087782706,0.0,0.0
1585,0.00010940252520543124,0.00010940252520543124,0.0,0.0
1586,0.00010207430204900447,0.00010207430204900447,0.0,0.0
1587,0.00012449842610554436,0.00012449842610554436,0.0,0.0
1588,9.180660163110588e-05,9.180660163110588e-05,0.0,0.0
1589,9.086434225277376e-05,9.086434225277376e-05,1.867264732676891e-07,0.0
1590,0.00010629254990947499,0.00010629254990947499,1.867264732676891e-07,0.0
1591,0.00011392953014624904,0.00011392953014624904,1.867264732676891e-07,0.0
1592,0.00011731120399157849,0.00011731120399157849,1.867264732676891e-07,0.0
1593,0.00013621862100470544,0.00013621862100470544,1.867264732676891e-07,0.0
1594,0.00010779140107583121,0.00010779140107583121,1.867264732676891e-07,0.0
1595,0.000129251090714076,0.000129251090714076,1.867264732676891e-07,0.0
1596,0.00012162741976291207,0.00012162741976291207,0.0,0.0
1597,0.00010734497014449776,0.00010734497014449776,0.0,0.0
1598,8.592704580223653e-05,8.592704580223653e-05,0.0,0.0
1599,8.056096989353787e-05,8.056096989353787e-05,0.0,0.0
1600,8.886599113923564e-05,8.886599113923564e-05,0.0,0.0
1601,9.918159594235476e-05,9.918159594235476e-05,0.0,0.0
1602,8.472824603294222e-05,8.472824603294222e-05,1.0440071816576944e-07,0.0
1603,9.471586417930666e-05,9.471586417930666e-05,5.165108275053041e-07,0.0
1604,9.446370131627191e-05,9.446370131627191e-05,5.165108275053041e-07,0.0
1605,0.00010656461225672891,0.00010656461225672891,5.165108275053041e-07,0.0
1606,0.0001142600277879475,0.0001142600277879475,5.965909346221971e-07,0.0
1607,0.00011334060660114378,0.00011334060660114378,5.965909346221971e-07,0.0
1608,0.00013389117261145396,0.00013389117261145396,5.965909346221971e-07,0.0
1609,0.00015257480169696334,0.00015257480169696334,6.808641939772185e-07,0.0
1610,0.00017097306980368949,0.00017097306980368949,2.687540846376838e-07,0.0
