ngram,machine,machne,mahin,macine
1598,1.1138568230048154e-05,0.0,0.0,0.0
1599,1.1256479378321923e-05,0.0,0.0,0.0
1600,1.1575997632462531e-05,0.0,0.0,0.0
1601,1.1575997632462531e-05,0.0,0.0,0.0
1602,1.178479906879407e-05,0.0,0.0,0.0
1603,1.1574380843220361e-05,0.0,0.0,0.0
1604,5.158090094222903e-06,0.0,0.0,0.0
1605,6.462308387459156e-07,0.0,0.0,0.0
1606,1.1689605474072908e-06,0.0,0.0,0.0
1607,8.494422932666826e-07,0.0,0.0,0.0
1608,8.494422932666826e-07,0.0,0.0,0.0
1609,1.395336767018307e-06,0.0,0.0,0.0
1610,1.395336767018307e-06,0.0,0.0,0.0
1611,1.907398167791793e-06,0.0,0.0,0.0
1612,1.907398167791793e-06,0.0,0.0,0.0
1613,1.2667573108566493e-06,0.0,0.0,0.0
1614,2.2555865858261574e-06,0.0,0.0,0.0
1615,2.2555865858261574e-06,0.0,0.0,0.0
1616,2.221739740499678e-06,0.0,0.0,0.0
1617,2.3452810751223296e-06,0.0,0.0,0.0
1618,2.7195139458464316e-06,0.0,0.0,0.0
1619,2.7195139458464316e-06,0.0,0.0,0.0
1620,2.920991773537805e-06,0.0,0.0,0.0
1621,2.110580494120638e-06,0.0,0.0,0.0
1622,2.8140645765363715e-06,0.0,0.0,0.0
1623,3.1708722758594377e-06,0.0,0.0,0.0
1624,3.4953275027354332e-06,0.0,0.0,0.0
1625,2.609033231237845e-06,0.0,0.0,0.0
1626,2.8386550476560453e-06,0.0,0.0,0.0
1627,2.637177219964672e-06,0.0,0.0,0.0
1628,2.458759224412331e-06,0.0,0.0,0.0
1629,1.7552751419965977e-06,0.0,0.0,0.0
1630,8.501163750094877e-07,0.0,0.0,0.0
1631,4.0211981351084045e-07,0.0,0.0,0.0
1632,4.0211981351084045e-07,0.0,0.0,0.0
1633,1.7249799709264023e-07,0.0,0.0,0.0
1634,5.427524781355584e-07,0.0,1.2341816305446889e-07,0.0
1635,6.25072191594102e-07,0.0,1.2341816305446889e-07,0.0
1636,6.25072191594102e-07,0.0,1.2341816305446889e-07,0.0
1637,4.5257419450146177e-07,0.0,1.2341816305446889e-07,0.0
1638,5.199092316031186e-07,0.0,1.2341816305446889e-07,0.0
1639,5.199092316031186e-07,0.0,1.2341816305446889e-07,0.0
1640,5.199092316031186e-07,0.0,1.2341816305446889e-07,0.0
1641,1.4965475056020035e-07,0.0,0.0,0.0
1642,9.309337128472959e-07,0.0,0.0,0.0
1643,9.309337128472959e-07,0.0,0.0,0.0
1644,9.309337128472959e-07,0.0,0.0,0.0
1645,9.127155067290005e-07,0.0,0.0,0.0
1646,1.114192327479811e-06,0.0,0.0,0.0
1647,1.2182378798440498e-06,0.0,0.0,0.0
1648,1.3099363513902063e-06,0.0,0.0,0.0
1649,5.245654506325081e-07,0.0,0.0,0.0
1650,5.68485587239463e-07,0.0,0.0,0.0
1651,6.114856684494693e-07,0.0,0.0,0.0
1652,6.737116312446492e-07,0.0,0.0,0.0
1653,4.7223481049383865e-07,0.0,0.0,0.0
1654,4.0967244428559623e-07,0.0,0.0,0.0
1655,3.1797397273943974e-07,0.0,0.0,0.0
1656,4.2097552263190406e-07,0.0,0.0,0.0
1657,3.7705538602494926e-07,0.0,0.0,0.0
1658,8.165960017387468e-07,0.0,0.0,0.0
1659,8.339219488919168e-07,0.0,0.0,0.0
1660,1.0744463492885968e-06,0.0,0.0,0.0
1661,1.0329631631326005e-06,0.0,0.0,0.0
1662,1.2359624617732022e-06,0.0,4.059985972812033e-08,0.0
1663,1.2518180726926533e-06,0.0,4.059985972812033e-08,0.0
1664,1.762756832184615e-06,0.0,4.059985972812033e-08,0.0
1665,1.3243077522214923e-06,0.0,4.059985972812033e-08,0.0
1666,1.2355874088955585e-06,0.0,4.059985972812033e-08,0.0
1667,1.0275153243810564e-06,0.0,4.059985972812033e-08,0.0
1668,1.1587749721034664e-06,0.0,4.059985972812033e-08,0.0
1669,9.557756734628647e-07,0.0,0.0,0.0
1670,7.586907376630084e-07,0.0,0.0,0.0
1671,2.4775197817104656e-07,0.0,0.0,0.0
1672,2.0366036121036553e-07,0.0,0.0,0.0
1673,1.637119636045879e-07,0.0,0.0,0.0
1674,1.6379017202845197e-07,0.0,0.0,0.0
1675,2.0412302197720627e-07,0.0,0.0,0.0
1676,2.0412302197720627e-07,0.0,4.2946510347974254e-08,0.0
1677,3.720540076658706e-07,0.0,4.2946510347974254e-08,0.0
1678,3.720540076658706e-07,0.0,4.2946510347974254e-08,0.0
1679,3.720540076658706e-07,0.0,4.2946510347974254e-08,0.0
1680,5.711752208981125e-07,0.0,4.2946510347974254e-08,0.0
1681,7.176514762769719e-07,0.0,4.2946510347974254e-08,0.0
1682,6.670251764262503e-07,0.0,4.2946510347974254e-08,0.0
1683,7.552940896208124e-07,0.0,0.0,0.0
1684,7.626925854050828e-07,0.0,0.0,0.0
1685,1.025368395143492e-06,0.0,0.0,0.0
1686,1.1082560149588971e-06,0.0,0.0,0.0
1687,9.091348017266552e-07,0.0,0.0,0.0
1688,7.767196003832006e-07,0.0,0.0,0.0
1689,6.873245723681976e-07,0.0,0.0,0.0
1690,6.405962409417043e-07,0.0,0.0,0.0
1691,4.652667594687695e-07,0.0,0.0,0.0
1692,2.0259094973036034e-07,0.0,0.0,0.0
1693,4.33215281045055e-07,0.0,0.0,0.0
1694,4.819863822344164e-07,0.0,0.0,0.0
1695,5.594492315757244e-07,0.0,0.0,0.0
1696,5.751159010612485e-07,0.0,0.0,0.0
1697,8.421524496173203e-07,0.0,0.0,0.0
1698,3.5490539858074044e-06,0.0,0.0,0.0
1699,3.5490539858074044e-06,0.0,0.0,0.0
1700,3.248539887376215e-06,0.0,0.0,0.0
1701,3.219102304845884e-06,0.0,0.0,0.0
1702,3.0950478771631296e-06,0.0,0.0,0.0
1703,3.158222134353699e-06,0.0,0.0,0.0
1704,2.8583067706985536e-06,0.0,0.0,0.0
1705,2.8877230968354137e-07,0.0,0.0,0.0
1706,4.3275228835325053e-07,0.0,0.0,0.0
1707,4.5621179469078144e-07,0.0,0.0,0.0
1708,4.851076107164382e-07,0.0,0.0,0.0
1709,4.851076107164382e-07,0.0,0.0,0.0
1710,7.53426031150996e-07,0.0,0.0,0.0
1711,7.447642644820007e-07,0.0,0.0,0.0
1712,6.182606091848746e-07,0.0,0.0,0.0
1713,5.716427691839141e-07,0.0,0.0,0.0
1714,6.691879558421274e-07,0.0,0.0,0.0
1715,6.888927432312033e-07,0.0,0.0,0.0
1716,7.685873626428474e-07,0.0,0.0,0.0
1717,6.802302447031902e-07,0.0,0.0,0.0
1718,9.744169925543896e-07,0.0,0.0,0.0
1719,9.89893056920924e-07,0.0,0.0,0.0
1720,1.0103255862402096e-06,0.0,0.0,0.0
1721,9.902037955303707e-07,0.0,0.0,0.0
1722,1.6795731698136609e-06,0.0,0.0,0.0
1723,1.7789586580972485e-06,0.0,0.0,0.0
1724,1.570778138670903e-06,0.0,0.0,0.0
1725,1.644239032673665e-06,0.0,0.0,0.0
1726,1.9053369685804813e-06,0.0,0.0,0.0
1727,2.2186334019482146e-06,0.0,0.0,0.0
1728,2.331537245936488e-06,0.0,0.0,0.0
1729,1.8418567719891143e-06,0.0,6.371976724039996e-09,0.0
1730,2.7756970065898453e-06,0.0,6.371976724039996e-09,0.0
1731,2.791038485026677e-06,0.0,6.371976724039996e-09,0.0
1732,2.6549562335276278e-06,0.0,6.371976724039996e-09,0.0
1733,3.2877636125964012e-06,0.0,6.371976724039996e-09,0.0
1734,4.023223807182928e-06,0.0,6.371976724039996e-09,0.0
1735,4.055116245841159e-06,0.0,6.371976724039996e-09,0.0
1736,4.3166764141590515e-06,0.0,0.0,0.0
1737,3.5083077136732754e-06,0.0,0.0,0.0
1738,3.679872358069198e-06,0.0,0.0,0.0
1739,4.575896809910773e-06,0.0,0.0,0.0
1740,4.052477769229361e-06,0.0,0.0,0.0
1741,3.1592286242292696e-06,0.0,0.0,0.0
1742,3.602062520258187e-06,0.0,0.0,0.0
1743,6.347553202041516e-06,0.0,0.0,0.0
1744,6.708146543132898e-06,0.0,0.0,0.0
1745,7.505703901447955e-06,0.0,0.0,0.0
1746,7.712211949443112e-06,0.0,0.0,0.0
1747,8.155534845043024e-06,0.0,0.0,0.0
1748,8.519185744911997e-06,0.0,0.0,0.0
1749,8.536190437423232e-06,0.0,0.0,0.0
1750,6.300616990172005e-06,0.0,0.0,0.0
1751,7.4521636374161715e-06,0.0,0.0,0.0
1752,7.788999742583006e-06,0.0,0.0,0.0
1753,8.622552806108225e-06,0.0,0.0,0.0
1754,8.891182395538116e-06,0.0,0.0,0.0
1755,1.0257949335417444e-05,3.85330776810276e-09,0.0,0.0
1756,1.0738444611238915e-05,3.85330776810276e-09,0.0,0.0
1757,1.1157958267306509e-05,3.85330776810276e-09,0.0,0.0
1758,1.0602946011723751e-05,3.85330776810276e-09,0.0,0.0
1759,1.0618801882498832e-05,3.85330776810276e-09,0.0,0.0
1760,1.0356689667137939e-05,3.85330776810276e-09,0.0,0.0
1761,1.1673757269038885e-05,3.85330776810276e-09,0.0,0.0
1762,1.1453954357421026e-05,0.0,0.0,0.0
1763,1.1836085182689463e-05,0.0,2.8386745652499356e-09,0.0
1764,1.3724990562228154e-05,0.0,2.8386745652499356e-09,0.0
1765,1.5472615294649067e-05,0.0,2.8386745652499356e-09,0.0
1766,1.629796146776893e-05,0.0,2.8386745652499356e-09,0.0
1767,1.6642022533882743e-05,0.0,2.8386745652499356e-09,0.0
1768,1.7078097438830548e-05,0.0,2.8386745652499356e-09,0.0
1769,1.7469209784134625e-05,0.0,2.8386745652499356e-09,0.0
1770,1.9171715783678727e-05,0.0,0.0,0.0
1771,1.959150969404228e-05,0.0,0.0,0.0
1772,1.922619555573744e-05,0.0,0.0,0.0
1773,2.0331892431256294e-05,0.0,0.0,0.0
1774,2.0869671711157673e-05,0.0,2.672463139674619e-09,0.0
1775,2.0015389964100905e-05,0.0,2.672463139674619e-09,0.0
1776,2.08592278535694e-05,0.0,2.672463139674619e-09,0.0
1777,2.0050086797190098e-05,0.0,2.672463139674619e-09,0.0
1778,1.7998739037596222e-05,0.0,2.672463139674619e-09,0.0
1779,1.7642334309389946e-05,0.0,2.672463139674619e-09,0.0
1780,1.675384191912599e-05,0.0,2.672463139674619e-09,0.0
1781,1.6244270487472283e-05,0.0,0.0,0.0
1782,1.784934686708896e-05,0.0,0.0,0.0
1783,1.847728201807643e-05,0.0,0.0,0.0
1784,1.8589365026855376e-05,0.0,0.0,0.0
1785,2.006595501110756e-05,0.0,0.0,0.0
1786,2.124922450873003e-05,0.0,0.0,0.0
1787,2.151643820980098e-05,0.0,0.0,0.0
1788,2.185434771360763e-05,0.0,0.0,0.0
1789,2.0556768244465013e-05,0.0,0.0,0.0
1790,1.9349470936244222e-05,0.0,0.0,0.0
1791,2.032702234698393e-05,0.0,0.0,0.0
1792,2.022839570210116e-05,0.0,0.0,0.0
1793,1.9863510585439925e-05,0.0,0.0,0.0
1794,2.0884827660795834e-05,0.0,0.0,0.0
1795,2.2006220076166627e-05,0.0,0.0,0.0
1796,2.35501018843414e-05,0.0,0.0,9.481616127158888e-10
1797,2.385790867265314e-05,0.0,0.0,9.481616127158888e-10
1798,2.2983942471910268e-05,0.0,0.0,9.481616127158888e-10
1799,2.37265282651476e-05,0.0,0.0,1.548931205519466e-09
1800,2.451037081690239e-05,0.0,0.0,1.548931205519466e-09
1801,2.3942995020271545e-05,0.0,0.0,1.548931205519466e-09
1802,2.3489186527772938e-05,0.0,0.0,1.983058003521673e-09
1803,2.310892939151797e-05,0.0,0.0,1.034896390805784e-09
1804,2.444538560147131e-05,0.0,0.0,1.034896390805784e-09
1805,2.4905618244831983e-05,0.0,5.193550034476857e-10,1.034896390805784e-09
1806,2.4592365662101656e-05,0.0,5.193550034476857e-10,4.341267980022069e-10
1807,2.3836478378923077e-05,2.092212276443612e-10,5.193550034476857e-10,4.341267980022069e-10
1808,2.316780929894386e-05,2.092212276443612e-10,7.547181927033567e-10,4.341267980022069e-10
1809,2.202991462192066e-05,2.092212276443612e-10,7.547181927033567e-10,0.0
1810,2.1765516456590766e-05,2.092212276443612e-10,9.726558447553657e-10,0.0
1811,2.0626782575813456e-05,2.092212276443612e-10,9.726558447553657e-10,0.0
1812,2.125250089842926e-05,2.092212276443612e-10,4.5330084130768e-10,0.0
1813,2.0331860469013918e-05,2.092212276443612e-10,6.472802452758433e-10,1.3578557960564857e-09
1814,1.992525709023799e-05,0.0,6.472802452758433e-10,1.3578557960564857e-09
1815,2.035356413086577e-05,0.0,4.1191705602017237e-10,1.3578557960564857e-09
1816,2.2325206893063815e-05,0.0,4.1191705602017237e-10,1.548028514898801e-09
1817,2.158990121513073e-05,0.0,5.366745460731539e-10,1.548028514898801e-09
1818,2.125967122473022e-05,0.0,5.366745460731539e-10,1.548028514898801e-09
1819,2.0801511709578335e-05,3.0059488231870546e-10,8.372694283918593e-10,1.548028514898801e-09
1820,2.1948373354721946e-05,4.479918182452382e-10,9.380838962767614e-10,1.901727188423154e-10
1821,2.2496871419467164e-05,4.479918182452382e-10,1.5808551927826947e-09,1.901727188423154e-10
1822,2.3226502630028074e-05,4.479918182452382e-10,1.5808551927826947e-09,1.901727188423154e-10
1823,2.2227024601306766e-05,4.479918182452382e-10,2.283169018925589e-09,1.4046276840064464e-10
1824,2.279986879979593e-05,4.479918182452382e-10,2.0745938935005726e-09,1.4046276840064464e-10
1825,2.3368084449819954e-05,4.479918182452382e-10,2.2012106978433874e-09,2.6707957274345924e-10
1826,2.3996109510855085e-05,1.4739693592653273e-10,2.1376123014528657e-09,9.780690622486686e-10
1827,2.3847514967201278e-05,1.0457060614247179e-10,1.947389035742272e-09,1.291780880676084e-09
1828,2.50094713659824e-05,1.0457060614247179e-10,1.3046177392363388e-09,1.291780880676084e-09
1829,2.6872231631257038e-05,1.0457060614247179e-10,1.3748920176962339e-09,1.5026037160557694e-09
1830,2.6994729133938173e-05,1.0457060614247179e-10,7.678827335893296e-10,1.3621409476551248e-09
1831,2.7192933755161774e-05,1.0457060614247179e-10,8.195520373455167e-10,1.4550356078732056e-09
1832,2.809547004289925e-05,1.0457060614247179e-10,6.929352330027022e-10,1.413568262442766e-09
1833,2.80323903487962e-05,1.0457060614247179e-10,7.03373534019899e-10,7.025787729375566e-10
1834,2.8191138231444972e-05,0.0,9.310437024520216e-10,3.8886695451014116e-10
1835,2.714692501675537e-05,0.0,9.310437024520216e-10,3.8886695451014116e-10
1836,2.4839097022777423e-05,0.0,8.607694239921265e-10,2.531052986246404e-10
1837,2.5201370590366423e-05,0.0,7.654648819561366e-10,4.0798811947898427e-10
1838,2.5572921783480395e-05,0.0,5.796755615199751e-10,3.9141920657062966e-10
1839,2.5801299541074384e-05,0.0,5.796755615199751e-10,3.062697476582546e-10
1840,2.5677277985128706e-05,0.0,1.0125144532326301e-09,4.5744167977344677e-10
1841,2.5265860001257223e-05,0.0,8.202289006728084e-10,7.373521238029923e-10
1842,2.531803927143171e-05,0.0,8.202289006728084e-10,1.1630601957714403e-09
1843,2.5442035881236995e-05,0.0,8.202289006728084e-10,1.1535735462102942e-09
1844,2.6194002722539672e-05,0.0,8.202289006728084e-10,1.1322564394003872e-09
1845,2.5948192809924615e-05,0.0,8.869676659806203e-10,1.0559306920906612e-09
1846,2.5946442682262777e-05,0.0,8.869676659806203e-10,1.251592194963434e-09
1847,2.6104847295625533e-05,0.0,3.2790491750438784e-10,1.1004202628482419e-09
1848,2.824065398142141e-05,0.0,3.5201271262965047e-10,8.751974938420964e-10
1849,3.0273174291193883e-05,0.0,4.057522492598561e-10,6.644475683944709e-10
1850,3.129366372637118e-05,9.493981791207164e-11,6.431017861098707e-10,5.988730384614322e-10
1851,3.209436805004121e-05,2.806541982940709e-10,7.359589763008703e-10,4.653073244169954e-10
1852,3.377948139261987e-05,3.3121576909727375e-10,7.197817817962613e-10,5.664304660234012e-10
1853,3.5069531285054314e-05,3.3121576909727375e-10,8.645598126300058e-10,4.672876450863481e-10
1854,3.6744105662884454e-05,4.3221949035705213e-10,7.938507430780919e-10,4.672876450863481e-10
1855,3.739133951187666e-05,4.847212393371031e-10,6.297877259380564e-10,7.276104639432544e-10
1856,3.6971321865816466e-05,4.847212393371031e-10,6.257469939033708e-10,7.114475358045119e-10
1857,3.798045768884809e-05,4.8604987495133e-10,4.846659105796545e-10,7.59581762567661e-10
1858,3.8166096471416366e-05,3.003354945693307e-10,6.222227733054808e-10,7.59581762567661e-10
1859,3.867432626845714e-05,4.934914778407875e-10,1.3637432849655795e-09,7.803173979985851e-10
1860,3.851896482436652e-05,5.544866867244837e-10,1.3409556718992276e-09,6.837987160628651e-10
1861,3.8752680016581765e-05,5.099696458772079e-10,1.346940491681841e-09,6.837987160628651e-10
1862,3.7816146816892016e-05,4.5746789689715683e-10,2.071278034008829e-09,4.24506493449225e-10
1863,3.8427730032708496e-05,4.5746789689715683e-10,2.2602686309904284e-09,4.1666279950090615e-10
1864,4.03222485536909e-05,3.6119944337085844e-10,2.3994757847312087e-09,3.6852857273775696e-10
1865,4.088349669473246e-05,5.823322062654362e-10,2.301741384793031e-09,4.127551237306396e-10
1866,4.1613630206224374e-05,3.3861465219077655e-10,1.5538989222336446e-09,2.908963466933098e-10
1867,4.241739640877183e-05,2.776194433070803e-10,1.5183334193099744e-09,2.908963466933098e-10
1868,4.227272542526147e-05,2.2113276289457773e-10,1.5066584369005653e-09,3.3570804469640336e-10
1869,4.406142449754823e-05,2.2113276289457773e-10,8.614926668862718e-10,2.7998977342973726e-10
1870,4.448682479310914e-05,2.633692232554909e-10,6.65039725670066e-10,1.3127470935688938e-10
1871,4.4212909935075527e-05,3.445213479581964e-10,5.107162431056927e-10,1.3127470935688938e-10
1872,4.398626125683742e-05,1.6434029534043556e-10,5.827951494412937e-10,8.704815836400672e-11
1873,4.454885025292502e-05,2.0334904791776053e-10,6.165730346920282e-10,2.430831686733066e-10
1874,4.4732034958932286e-05,2.0334904791776053e-10,6.891109785974895e-10,4.815274488669172e-10
1875,4.625265189263571e-05,4.841542682638383e-10,6.442992805943959e-10,4.3671575086382374e-10
1876,4.606211431174805e-05,4.841542682638383e-10,1.1401072546363927e-09,7.050396536431183e-10
1877,4.680339822828371e-05,4.768694804115268e-10,1.2027258078362024e-09,6.97754865790807e-10
1878,4.684733669689324e-05,3.957173557088213e-10,1.2304297660113507e-09,7.340402254283975e-10
1879,4.905848722306213e-05,3.8967945933546643e-10,1.1304126444424055e-09,9.086092989107897e-10
1880,5.00490927411842e-05,3.8355739021397485e-10,1.2168285585494638e-09,1.2458745463866145e-09
1881,5.281540922754045e-05,4.1512298558960785e-10,1.1841280813028122e-09,1.1652582391060866e-09
1882,5.376855032019583e-05,2.9636566415255517e-10,1.2813568143040958e-09,1.1652582391060866e-09
1883,5.466919278010859e-05,4.2485617603370077e-10,8.027449498777222e-10,1.153915360089083e-09
1884,5.542123160142053e-05,4.204154108178315e-10,8.199335654879292e-10,1.1494745948732137e-09
1885,5.697648313278998e-05,4.204154108178315e-10,7.69124038267423e-10,1.3453754578650135e-09
1886,5.727918219885656e-05,4.1309021282996486e-10,6.919712164377145e-10,1.225983616213812e-09
1887,5.7901698580410865e-05,4.6310543693512633e-10,6.380736712806114e-10,7.879512954809899e-10
1888,5.718733726618146e-05,4.855455264042772e-10,5.928198150627142e-10,7.38134692257475e-10
1889,5.862610435412664e-05,4.5435209761190976e-10,5.741037704755567e-10,8.428182715228668e-10
1890,6.0981742405731764e-05,4.270443463135923e-10,5.536229629494421e-10,6.617243221627791e-10
1891,6.328900625313898e-05,4.477435426388153e-10,6.364197482503339e-10,7.080285722795208e-10
1892,6.472153680598629e-05,4.702151247735844e-10,6.682595211320625e-10,7.230297471849667e-10
1893,6.61659188543646e-05,5.118115316480955e-10,8.021026144864964e-10,7.600992097638632e-10
1894,6.854600828124344e-05,4.289096240871006e-10,8.020256046594097e-10,8.594736827000865e-10
1895,7.011075233874311e-05,5.231023927513131e-10,8.057019099513444e-10,8.573183512312304e-10
1896,7.096911888636117e-05,4.503892001414148e-10,7.659500732083911e-10,7.913956236370114e-10
1897,7.050366132586663e-05,4.0493670519900094e-10,9.501375638646233e-10,7.712388148752223e-10
1898,7.166612756139199e-05,6.603754666117162e-10,9.256788272412767e-10,7.304999938284595e-10
1899,7.324562154410939e-05,7.654012304910854e-10,8.540064052756488e-10,5.925960357343132e-10
1900,7.633391630536477e-05,1.0576283142922043e-09,8.009983232248885e-10,6.810553946198386e-10
1901,7.870236835775099e-05,1.177585120685062e-09,8.961796939464608e-10,5.949597322743979e-10
1902,8.214793758400316e-05,1.2532244408891557e-09,9.836777662261147e-10,7.99032919194888e-10
1903,8.426953614356794e-05,1.4819877587018177e-09,9.927343471081785e-10,1.0790549723590663e-09
1904,8.806956923633282e-05,1.6640635853398017e-09,7.96074741841021e-10,1.1501546263012079e-09
1905,9.161415385148888e-05,1.6471051189625996e-09,7.834085562803089e-10,1.3732749540703741e-09
1906,9.530540929907667e-05,1.8299074953733096e-09,8.58284566434315e-10,1.5587762509332898e-09
1907,9.750153757132856e-05,1.6882480017140926e-09,8.524121606980271e-10,1.627123150501778e-09
1908,9.911590833715829e-05,1.9663003764896256e-09,7.428431084540879e-10,1.7781676686645653e-09
1909,0.00010107880163039746,2.1007688445960427e-09,7.084703022654435e-10,1.550924499937878e-09
1910,0.00010531194025783666,2.2408548191624587e-09,7.157484287796073e-10,1.2872371541699274e-09
1911,0.00010716616920295305,2.25465149724816e-09,7.082451966170364e-10,1.2862086197694212e-09
1912,0.00010918137143432562,2.5126971773100794e-09,5.981861355459322e-10,1.3008799949952378e-09
1913,0.00011091975362173148,2.4883558229810934e-09,6.051816508240953e-10,1.2205640506238576e-09
1914,0.00011345234192309103,2.619398951710293e-09,9.265086317203749e-10,1.2492244104235694e-09
1915,0.00011897142706272592,2.5561029483510212e-09,9.420085029481535e-10,1.3484076117580607e-09
1916,0.00012229183838436647,2.7095600366574703e-09,9.095614420370371e-10,1.4011883201333779e-09
1917,0.00012281309942149425,2.6456785651163273e-09,9.941232321469024e-10,1.5416130435700178e-09
1918,0.00012487970213572095,2.7104410462084972e-09,1.0532534170223533e-09,1.6315152403681817e-09
1919,0.00012466378809352006,2.375791166972111e-09,1.0808314640112622e-09,1.499704662043046e-09
1920,0.00012216791843197176,2.437857614191939e-09,1.189560933883322e-09,1.4708491091752762e-09
1921,0.00011974082943717284,2.3119547387651096e-09,8.500175563419532e-10,1.4180286627458421e-09
1922,0.00011318437983780833,2.049695445118159e-09,7.867490944438568e-10,1.3407671639598107e-09
