ngram,ball,bal,ball,bll
1535,3.007602182541242e-06,0.0,3.007602182541242e-06,0.0
1536,3.007602182541242e-06,0.0,3.007602182541242e-06,0.0
1537,3.007602182541242e-06,0.0,3.007602182541242e-06,0.0
1538,1.2536917633302177e-05,0.0,1.2536917633302177e-05,0.0
1539,1.6093112857821063e-05,0.0,1.6093112857821063e-05,0.0
1540,1.6093112857821063e-05,0.0,1.6093112857821063e-05,0.0
1541,1.6093112857821063e-05,0.0,1.6093112857821063e-05,0.0
1542,1.5340093731148435e-05,0.0,1.5340093731148435e-05,0.0
1543,1.5340093731148435e-05,0.0,1.5340093731148435e-05,0.0
1544,1.6870247886150276e-05,0.0,1.6870247886150276e-05,0.0
1545,7.6088525377469655e-06,0.0,7.6088525377469655e-06,0.0
1546,2.077780452834434e-06,0.0,2.077780452834434e-06,0.0
1547,2.077780452834434e-06,0.0,2.077780452834434e-06,0.0
1548,2.3750223882806106e-06,0.0,2.3750223882806106e-06,0.0
1549,2.3750223882806106e-06,0.0,2.3750223882806106e-06,0.0
1550,2.9153680998206255e-06,0.0,2.9153680998206255e-06,0.0
1551,1.385213944818783e-06,0.0,1.385213944818783e-06,0.0
1552,3.2806267751896357e-06,0.0,3.2806267751896357e-06,0.0
1553,3.0009205797146673e-06,0.0,3.0009205797146673e-06,0.0
1554,3.0009205797146673e-06,0.0,3.0009205797146673e-06,0.0
1555,3.304663648253024e-06,0.0,3.304663648253024e-06,0.0
1556,3.304663648253024e-06,0.0,3.304663648253024e-06,0.0
1557,7.752438328420144e-05,0.0,7.752438328420144e-05,0.0
1558,7.888848059727544e-05,0.0,7.888848059727544e-05,0.0
1559,8.016359424800612e-05,0.0,8.016359424800612e-05,0.0
1560,8.913739865030428e-05,0.0,8.913739865030428e-05,0.0
1561,8.913739865030428e-05,0.0,8.913739865030428e-05,0.0
1562,8.853641364631975e-05,1.7777145850621828e-06,8.853641364631975e-05,0.0
1563,9.44464957553594e-05,1.7777145850621828e-06,9.44464957553594e-05,0.0
1564,1.968643040787096e-05,1.7777145850621828e-06,1.968643040787096e-05,0.0
1565,1.8322333094796966e-05,1.7777145850621828e-06,1.8322333094796966e-05,0.0
1566,1.488388651133781e-05,1.7777145850621828e-06,1.488388651133781e-05,0.0
1567,6.5924794268669625e-06,1.7777145850621828e-06,6.5924794268669625e-06,0.0
1568,6.5924794268669625e-06,1.7777145850621828e-06,6.5924794268669625e-06,0.0
1569,1.1791416714653938e-05,0.0,1.1791416714653938e-05,0.0
1570,5.881334605614289e-06,0.0,5.881334605614289e-06,0.0
1571,5.881334605614289e-06,0.0,5.881334605614289e-06,0.0
1572,6.40129539013807e-06,0.0,6.40129539013807e-06,0.0
1573,1.2693341886915732e-05,0.0,1.2693341886915732e-05,0.0
1574,1.2010944569088419e-05,0.0,1.2010944569088419e-05,0.0
1575,1.2010944569088419e-05,0.0,1.2010944569088419e-05,0.0
1576,9.065409553191525e-06,0.0,9.065409553191525e-06,0.0
1577,9.065409553191525e-06,0.0,9.065409553191525e-06,0.0
1578,1.099271444867814e-05,0.0,1.099271444867814e-05,0.0
1579,1.2413018079574353e-05,0.0,1.2413018079574353e-05,0.0
1580,1.0082814956799016e-05,0.0,1.0082814956799016e-05,0.0
1581,1.0082814956799016e-05,0.0,1.0082814956799016e-05,0.0
1582,1.1339759112161119e-05,0.0,1.1339759112161119e-05,0.0
1583,9.807290747890615e-06,0.0,9.807290747890615e-06,0.0
1584,1.7000183431394233e-05,0.0,1.7000183431394233e-05,0.0
1585,1.5827750887962922e-05,7.548723520553072e-07,1.5827750887962922e-05,0.0
1586,1.6044168010661713e-05,7.548723520553072e-07,1.6044168010661713e-05,0.0
1587,1.3812722500006203e-05,7.548723520553072e-07,1.3812722500006203e-05,0.0
1588,1.448222831511105e-05,7.548723520553072e-07,1.448222831511105e-05,0.0
1589,1.4158916526087393e-05,7.548723520553072e-07,1.4158916526087393e-05,0.0
1590,1.473786090043307e-05,7.548723520553072e-07,1.473786090043307e-05,0.0
1591,9.943769327946939e-06,7.548723520553072e-07,9.943769327946939e-06,0.0
1592,1.097981235683879e-05,0.0,1.097981235683879e-05,0.0
1593,1.1055898214960638e-05,2.2327672663128135e-07,1.1055898214960638e-05,0.0
1594,1.3013395086350751e-05,2.2327672663128135e-07,1.3013395086350751e-05,0.0
1595,1.5048671944636485e-05,2.2327672663128135e-07,1.5048671944636485e-05,0.0
1596,1.432545780387175e-05,4.336949522049898e-07,1.432545780387175e-05,0.0
1597,1.4478324633923226e-05,6.758191375411116e-07,1.4478324633923226e-05,0.0
1598,1.2698798335415112e-05,2.4894096506094295e-06,1.2698798335415112e-05,0.0
1599,1.586015124693014e-05,2.843143095430735e-06,1.586015124693014e-05,0.0
1600,1.5864011662155724e-05,2.619866368799454e-06,1.5864011662155724e-05,0.0
1601,1.608259416181162e-05,2.619866368799454e-06,1.608259416181162e-05,0.0
1602,1.4735020808335061e-05,2.724267086965223e-06,1.4735020808335061e-05,0.0
1603,1.4524602582761353e-05,2.513848861391515e-06,1.4524602582761353e-05,0.0
1604,1.4434020028732317e-05,2.6122653155523168e-06,1.4434020028732317e-05,0.0
1605,1.66256674804442e-05,9.11111694027308e-07,1.66256674804442e-05,0.0
1606,1.4155882386798371e-05,7.175384634397883e-07,1.4155882386798371e-05,0.0
1607,1.5651740016307614e-05,7.175384634397883e-07,1.5651740016307614e-05,0.0
1608,1.3941716393414286e-05,7.175384634397883e-07,1.3941716393414286e-05,0.0
1609,1.258450707350026e-05,6.131377452740188e-07,1.258450707350026e-05,0.0
1610,1.3858989664835722e-05,6.131377452740188e-07,1.3858989664835722e-05,0.0
1611,1.3316125335092823e-05,7.846585065505809e-07,1.3316125335092823e-05,0.0
1612,1.3733211809657015e-05,1.2102230714715136e-06,1.3733211809657015e-05,0.0
1613,1.540580115033663e-05,1.0500628572377276e-06,1.540580115033663e-05,0.0
1614,1.4969413119355782e-05,1.379672604733579e-06,1.4969413119355782e-05,0.0
1615,1.4677675803146226e-05,1.7606158572951763e-06,1.4677675803146226e-05,0.0
1616,1.9002770061758512e-05,1.7606158572951763e-06,1.9002770061758512e-05,0.0
1617,2.4152436773355085e-05,2.00769852654048e-06,2.4152436773355085e-05,0.0
1618,2.441638707750826e-05,1.495637125766994e-06,2.441638707750826e-05,0.0
1619,2.287639582781204e-05,1.0701701691167337e-06,2.287639582781204e-05,0.0
1620,2.0736101565229808e-05,1.1709090829624204e-06,2.0736101565229808e-05,0.0
1621,2.671773985899303e-05,1.1981353265712511e-06,2.671773985899303e-05,0.0
1622,2.593859809556826e-05,8.875404822512272e-07,2.593859809556826e-05,0.0
1623,2.242174644249774e-05,8.875404822512272e-07,2.242174644249774e-05,0.0
1624,1.7490919097846408e-05,9.39122198165673e-07,1.7490919097846408e-05,0.0
1625,2.0145581532103408e-05,9.39122198165673e-07,2.0145581532103408e-05,0.0
1626,1.983529494152338e-05,8.265876983516916e-07,1.983529494152338e-05,0.0
1627,1.9897544137035895e-05,1.0453914650757464e-06,1.9897544137035895e-05,0.0
1628,1.1143901442015444e-05,1.0161135963114378e-06,1.1143901442015444e-05,0.0
1629,1.5300204917626354e-05,1.2758825635371198e-06,1.5300204917626354e-05,0.0
1630,1.613069324386223e-05,1.2758825635371198e-06,1.613069324386223e-05,0.0
1631,1.9965289993706392e-05,1.1472581361106547e-06,1.9965289993706392e-05,0.0
1632,1.870128465140754e-05,1.2388842703460666e-06,1.870128465140754e-05,0.0
1633,1.910576007243695e-05,1.3759770679046466e-06,1.910576007243695e-05,0.0
1634,1.8509750524182372e-05,1.0564343873349053e-06,1.8509750524182372e-05,0.0
1635,2.177236443198386e-05,9.758354053701623e-07,2.177236443198386e-05,0.0
1636,2.0051107250245487e-05,7.325624389003289e-07,2.0051107250245487e-05,0.0
1637,2.1485101569851395e-05,8.0572256625341e-07,2.1485101569851395e-05,0.0
1638,1.945659966752698e-05,7.030176456217825e-07,1.945659966752698e-05,0.0
1639,2.0253243746992666e-05,6.892617412696771e-07,2.0253243746992666e-05,0.0
1640,2.3919864361232612e-05,6.549769986057592e-07,2.3919864361232612e-05,0.0
1641,2.4768007798619302e-05,6.549769986057592e-07,2.4768007798619302e-05,5.972208733900125e-08
1642,4.181561884511861e-05,5.159676926983334e-07,4.181561884511861e-05,5.972208733900125e-08
1643,4.403563460592912e-05,7.000906318158481e-07,4.403563460592912e-05,5.972208733900125e-08
1644,4.3621091858117976e-05,6.269305044627669e-07,4.3621091858117976e-05,5.972208733900125e-08
1645,4.317045126559346e-05,7.560627912945555e-07,4.317045126559346e-05,5.972208733900125e-08
1646,4.382869961513539e-05,7.789309717866542e-07,4.382869961513539e-05,5.972208733900125e-08
1647,4.098101141737841e-05,8.842140216204695e-07,4.098101141737841e-05,5.972208733900125e-08
1648,4.296167831593526e-05,1.0676109647127824e-06,4.296167831593526e-05,0.0
1649,2.7290393388414357e-05,9.596611302445775e-07,2.7290393388414357e-05,0.0
1650,2.8317378174896085e-05,8.204541960107495e-07,2.8317378174896085e-05,0.0
1651,3.408721178337666e-05,1.1214547807217708e-06,3.408721178337666e-05,0.0
1652,3.680557529150974e-05,1.147673044345408e-06,3.680557529150974e-05,0.0
1653,3.551492955011781e-05,1.122310412223929e-06,3.551492955011781e-05,0.0
1654,3.498795013001654e-05,1.0801520521194367e-06,3.498795013001654e-05,0.0
1655,3.5152056235736904e-05,9.54858153688422e-07,3.5152056235736904e-05,0.0
1656,3.229969713304724e-05,1.0001654849085234e-06,3.229969713304724e-05,0.0
1657,2.7549603795965334e-05,8.684050710274147e-07,2.7549603795965334e-05,0.0
1658,2.303552901139483e-05,8.890982842655961e-07,2.303552901139483e-05,0.0
1659,2.1714457813816678e-05,6.664126967085135e-07,2.1714457813816678e-05,0.0
1660,2.236347219357932e-05,7.513865187190407e-07,2.236347219357932e-05,0.0
1661,2.1633021008580856e-05,7.198245920595323e-07,2.1633021008580856e-05,0.0
1662,1.9189079596669346e-05,7.83521126582595e-07,1.9189079596669346e-05,0.0
1663,1.819230523584078e-05,8.039087739624457e-07,1.819230523584078e-05,0.0
1664,1.8453653215796555e-05,8.039087739624457e-07,1.8453653215796555e-05,0.0
1665,1.718520901964179e-05,6.14489822835042e-07,1.718520901964179e-05,0.0
1666,1.5056405572977383e-05,6.943866180465972e-07,1.5056405572977383e-05,0.0
1667,1.3197140755697287e-05,5.664893336643217e-07,1.3197140755697287e-05,0.0
1668,1.3559808004564339e-05,6.508846033576836e-07,1.3559808004564339e-05,4.3753215907470026e-08
1669,1.3776371945693557e-05,6.788554795126142e-07,1.3776371945693557e-05,4.3753215907470026e-08
1670,1.42016849297631e-05,6.518096690959802e-07,1.42016849297631e-05,4.3753215907470026e-08
1671,1.4385861244850925e-05,6.909198617677248e-07,1.4385861244850925e-05,4.3753215907470026e-08
1672,1.3782214019946487e-05,5.832456163748898e-07,1.3782214019946487e-05,4.3753215907470026e-08
1673,1.4312436048515207e-05,5.775774342607422e-07,1.4312436048515207e-05,4.3753215907470026e-08
1674,1.5486976086062248e-05,5.776556426846062e-07,1.5486976086062248e-05,4.3753215907470026e-08
1675,1.6388806735838963e-05,4.961635531636992e-07,1.6388806735838963e-05,0.0
1676,1.8222168234517865e-05,4.752326288683305e-07,1.8222168234517865e-05,0.0
1677,1.8430955216380035e-05,5.373420585946016e-07,1.8430955216380035e-05,0.0
1678,1.8158782950195018e-05,4.98231865922857e-07,1.8158782950195018e-05,0.0
1679,2.006220568416341e-05,6.351336492928437e-07,2.006220568416341e-05,0.0
1680,1.911629988171626e-05,6.152108227297504e-07,1.911629988171626e-05,0.0
1681,1.9087080415504586e-05,7.169353831873845e-07,1.9087080415504586e-05,0.0
1682,1.8152240175238277e-05,6.199834509906006e-07,1.8152240175238277e-05,0.0
1683,1.5087414275123073e-05,6.23547289738521e-07,1.5087414275123073e-05,0.0
1684,1.4308277968666516e-05,5.812318509664952e-07,1.4308277968666516e-05,0.0
1685,1.4623332650184498e-05,5.812318509664952e-07,1.4623332650184498e-05,0.0
1686,1.2556846091423982e-05,6.131339042830015e-07,1.2556846091423982e-05,0.0
1687,1.3656870968199136e-05,6.412282971268723e-07,1.3656870968199136e-05,0.0
1688,1.2248437997186556e-05,5.535647907046431e-07,1.2248437997186556e-05,0.0
1689,1.4426754985054555e-05,6.079562362109365e-07,1.4426754985054555e-05,3.157116980543963e-08
1690,1.5426380741700996e-05,5.586340299552311e-07,1.5426380741700996e-05,3.157116980543963e-08
1691,1.687538523193715e-05,6.225211401605131e-07,1.687538523193715e-05,3.157116980543963e-08
1692,1.6388570397144315e-05,7.881974560015286e-07,1.6388570397144315e-05,3.157116980543963e-08
1693,1.632815357360024e-05,6.574954056759452e-07,1.632815357360024e-05,3.157116980543963e-08
1694,1.4697053822081735e-05,7.214085298658444e-07,1.4697053822081735e-05,3.157116980543963e-08
1695,1.5144971907180402e-05,7.213373619054307e-07,1.5144971907180402e-05,3.157116980543963e-08
1696,1.4001591807755176e-05,6.896076334734451e-07,1.4001591807755176e-05,0.0
1697,1.5844087881435242e-05,6.946913677958426e-07,1.5844087881435242e-05,0.0
1698,1.639982890212975e-05,6.449599944906887e-07,1.639982890212975e-05,0.0
1699,1.664094816078432e-05,5.054227593908373e-07,1.664094816078432e-05,0.0
1700,1.6980222426354885e-05,5.597010418309115e-07,1.6980222426354885e-05,0.0
1701,1.7491732121145886e-05,4.230544975923424e-07,1.7491732121145886e-05,0.0
1702,1.7628857936610336e-05,4.36459885122531e-07,1.7628857936610336e-05,0.0
1703,1.7879599389354034e-05,4.176409415127377e-07,1.7879599389354034e-05,1.104120985116554e-08
1704,1.539960599724769e-05,3.9877017700616436e-07,1.539960599724769e-05,1.104120985116554e-08
1705,1.5055758792316607e-05,3.9027591469675826e-07,1.5055758792316607e-05,1.104120985116554e-08
1706,1.4715862432370028e-05,4.084383655416397e-07,1.4715862432370028e-05,1.104120985116554e-08
1707,1.4016513237688091e-05,4.008297764812596e-07,1.4016513237688091e-05,1.104120985116554e-08
1708,1.4167211962298357e-05,4.3939235183643177e-07,1.4167211962298357e-05,1.104120985116554e-08
1709,1.4028730739872636e-05,3.914915700826376e-07,1.4028730739872636e-05,1.104120985116554e-08
1710,1.5975968251171124e-05,4.1618682392449304e-07,1.5975968251171124e-05,0.0
1711,1.666321337065061e-05,4.050466628768845e-07,1.666321337065061e-05,0.0
1712,1.541951119829069e-05,3.6266886890449055e-07,1.541951119829069e-05,0.0
1713,1.534150305815274e-05,3.400033676825842e-07,1.534150305815274e-05,0.0
1714,1.5864532152980765e-05,2.88060947793513e-07,1.5864532152980765e-05,0.0
1715,1.557165731875492e-05,2.5115396644943236e-07,1.557165731875492e-05,0.0
1716,1.5731296766067055e-05,2.745487829461776e-07,1.5731296766067055e-05,0.0
1717,1.2880553185823373e-05,2.7446134152699286e-07,1.2880553185823373e-05,0.0
1718,1.3138614121999126e-05,3.401754722988569e-07,1.3138614121999126e-05,0.0
1719,1.3106584317158973e-05,3.908822116776329e-07,1.3106584317158973e-05,6.584871061120014e-09
1720,1.235689069289947e-05,4.326740778992644e-07,1.235689069289947e-05,6.584871061120014e-09
1721,1.415115236471008e-05,5.679656942853788e-07,1.415115236471008e-05,6.584871061120014e-09
1722,1.4504571091882618e-05,5.952812744323767e-07,1.4504571091882618e-05,6.584871061120014e-09
1723,1.3937738783299989e-05,7.01890489348703e-07,1.3937738783299989e-05,6.584871061120014e-09
1724,1.2903740753245074e-05,7.035688724954525e-07,1.2903740753245074e-05,6.584871061120014e-09
1725,1.2728276098122088e-05,6.899950619754236e-07,1.2728276098122088e-05,6.584871061120014e-09
1726,1.3480133410277112e-05,6.878239600739886e-07,1.3480133410277112e-05,0.0
1727,1.420186838783723e-05,6.859805076991117e-07,1.420186838783723e-05,0.0
1728,1.1767552158354582e-05,5.710139459681938e-07,1.1767552158354582e-05,0.0
1729,1.1620215056089883e-05,6.02467756445029e-07,1.1620215056089883e-05,0.0
1730,1.4974119429617921e-05,5.095381376512316e-07,1.4974119429617921e-05,0.0
1731,1.5199625782510598e-05,4.5998732137572264e-07,1.5199625782510598e-05,0.0
1732,1.5061549545082795e-05,3.6846860090073666e-07,1.5061549545082795e-05,0.0
1733,1.4413508324651048e-05,3.6142905100535116e-07,1.4413508324651048e-05,0.0
1734,1.4809647317244007e-05,3.4113845970296097e-07,1.4809647317244007e-05,0.0
1735,1.7574876437720377e-05,3.151191521055807e-07,1.7574876437720377e-05,0.0
1736,1.84197476430979e-05,2.8361368314173366e-07,1.84197476430979e-05,0.0
1737,1.551595310697199e-05,2.968089083716612e-07,1.551595310697199e-05,0.0
1738,1.6300878736988773e-05,3.582859367920069e-07,1.6300878736988773e-05,0.0
1739,1.715771564444627e-05,4.68747028240354e-07,1.715771564444627e-05,0.0
1740,1.7416613315747653e-05,5.178332815246125e-07,1.7416613315747653e-05,0.0
1741,1.725745382178242e-05,5.537769912474946e-07,1.725745382178242e-05,5.9413507764410105e-09
1742,1.585496180008964e-05,5.530605611576383e-07,1.585496180008964e-05,5.9413507764410105e-09
1743,1.543123250615151e-05,5.529998605067834e-07,1.543123250615151e-05,5.9413507764410105e-09
1744,1.5629548475512172e-05,5.710582919553937e-07,1.5629548475512172e-05,5.9413507764410105e-09
1745,1.5686708138673566e-05,5.959778377473413e-07,1.5686708138673566e-05,5.9413507764410105e-09
1746,1.4468595509242732e-05,5.51366781564866e-07,1.4468595509242732e-05,5.9413507764410105e-09
1747,1.4960001083506671e-05,5.305589395123076e-07,1.4960001083506671e-05,5.9413507764410105e-09
1748,1.5274508249214186e-05,4.6788030415102965e-07,1.5274508249214186e-05,0.0
1749,1.4503061590533304e-05,4.664141296676202e-07,1.4503061590533304e-05,0.0
1750,1.4694590910429334e-05,4.905644540745666e-07,1.4694590910429334e-05,0.0
1751,1.546532270627462e-05,4.923015564729991e-07,1.546532270627462e-05,0.0
1752,1.5212427050365867e-05,4.629765645144549e-07,1.5212427050365867e-05,0.0
1753,1.7130527599614913e-05,4.2864447940311426e-07,1.7130527599614913e-05,5.029352426585579e-09
1754,1.714077032894628e-05,4.082723096741704e-07,1.714077032894628e-05,5.029352426585579e-09
1755,1.7963979449372607e-05,5.016059999109399e-07,1.7963979449372607e-05,5.029352426585579e-09
1756,1.888476253952831e-05,5.582946666241437e-07,1.888476253952831e-05,5.029352426585579e-09
1757,1.963524040807637e-05,5.565212331605705e-07,1.963524040807637e-05,5.029352426585579e-09
1758,2.085911338716479e-05,5.76981339658492e-07,2.085911338716479e-05,5.029352426585579e-09
1759,2.1663282625792946e-05,5.616278469590595e-07,2.1663282625792946e-05,5.029352426585579e-09
1760,2.1208609853472027e-05,5.938367004481344e-07,2.1208609853472027e-05,0.0
1761,2.1921058370415786e-05,5.782188817907549e-07,2.1921058370415786e-05,0.0
1762,2.1347742793815477e-05,6.125031047434147e-07,2.1347742793815477e-05,0.0
1763,2.0915789718856104e-05,5.715511487583821e-07,2.0915789718856104e-05,0.0
1764,2.1986199759079943e-05,5.668622772451012e-07,2.1986199759079943e-05,0.0
1765,2.1233788824507167e-05,5.291549679701088e-07,2.1233788824507167e-05,0.0
1766,2.258281762936219e-05,5.039482329850995e-07,2.258281762936219e-05,0.0
1767,2.3358422497819576e-05,4.5972438605141566e-07,2.3358422497819576e-05,0.0
1768,2.4390376243640537e-05,4.4176400950034024e-07,2.4390376243640537e-05,0.0
1769,2.441532836071149e-05,3.3614228657695223e-07,2.441532836071149e-05,0.0
1770,2.6136697280370364e-05,3.342770469316747e-07,2.6136697280370364e-05,0.0
1771,2.6445874287414233e-05,3.0438989183169595e-07,2.6445874287414233e-05,0.0
1772,2.8359650968923233e-05,2.9754070648583107e-07,2.8359650968923233e-05,5.272163658024251e-09
1773,2.777251211227849e-05,3.1722333306203966e-07,2.777251211227849e-05,1.046254536975409e-08
1774,2.7870411681111102e-05,3.4041145673719644e-07,2.7870411681111102e-05,1.046254536975409e-08
1775,2.6925617411117336e-05,3.8374377960995585e-07,2.6925617411117336e-05,1.046254536975409e-08
1776,3.22518239305022e-05,3.932989431275148e-07,3.22518239305022e-05,1.046254536975409e-08
1777,3.212430289879974e-05,3.911537252828826e-07,3.212430289879974e-05,1.046254536975409e-08
1778,3.050300438189879e-05,4.148878726287616e-07,3.050300438189879e-05,1.046254536975409e-08
1779,2.8476251048102442e-05,4.1837453019460167e-07,2.8476251048102442e-05,1.0313753153111195e-08
1780,2.797044596393659e-05,4.270562580391665e-07,2.797044596393659e-05,7.472511752228326e-09
1781,2.7135718742751385e-05,4.248776284449767e-07,2.7135718742751385e-05,9.38502862725597e-09
1782,2.804622844061149e-05,4.0442206942056404e-07,2.804622844061149e-05,1.1543162108702226e-08
1783,2.4401559390493537e-05,5.192321127976487e-07,2.4401559390493537e-05,1.3717761149223406e-08
1784,2.4217937087606905e-05,5.012293310561031e-07,2.4217937087606905e-05,1.3717761149223406e-08
1785,2.4368376086515908e-05,4.819130704650629e-07,2.4368376086515908e-05,1.3717761149223406e-08
1786,2.4137795532754224e-05,4.686761505874009e-07,2.4137795532754224e-05,2.065527406257063e-08
1787,2.4773553377599455e-05,4.493093216849177e-07,2.4773553377599455e-05,1.8306133751723663e-08
1788,2.451765093220664e-05,4.435899358311092e-07,2.451765093220664e-05,1.6393616876696016e-08
1789,2.3088194471451322e-05,4.0642989469168764e-07,2.3088194471451322e-05,1.539886821230344e-08
1790,2.1458238864267643e-05,2.9191320395836685e-07,2.1458238864267643e-05,1.4329117575024547e-08
1791,2.0904069970129058e-05,3.094510390155847e-07,2.0904069970129058e-05,1.4329117575024547e-08
1792,2.133932710941216e-05,3.200606702843548e-07,2.133932710941216e-05,1.4329117575024547e-08
1793,2.1598430976155214e-05,3.1618812710933396e-07,2.1598430976155214e-05,3.254255341391042e-09
1794,2.136452530976385e-05,3.3365010462408205e-07,2.136452530976385e-05,8.244183304282972e-09
1795,2.2311734937829897e-05,3.5588305178992285e-07,2.2311734937829897e-05,1.0070727553466798e-08
1796,2.318914760378123e-05,3.686454955901094e-07,2.318914760378123e-05,9.855504349129011e-09
1797,2.434028439373443e-05,3.9140654653887654e-07,2.434028439373443e-05,1.045142689853102e-08
1798,2.4154022477367626e-05,3.7283437239109064e-07,2.4154022477367626e-05,1.2187396996361194e-08
1799,2.40418467001291e-05,3.6512351389969157e-07,2.40418467001291e-05,1.3388936181968347e-08
1800,2.4040784150461798e-05,3.755038205456783e-07,2.4040784150461798e-05,1.528456148948619e-08
1801,2.429603955533821e-05,3.6271019407000236e-07,2.429603955533821e-05,1.2151995409936944e-08
1802,2.330399105890787e-05,3.4160858522877137e-07,2.330399105890787e-05,1.2061958352761946e-08
1803,2.3320712248927782e-05,3.7542743517146195e-07,2.3320712248927782e-05,1.286879656804883e-08
1804,2.3537527470450315e-05,3.700239566179724e-07,2.3537527470450315e-05,1.2693413431463796e-08
1805,2.316127159117189e-05,3.768610667975736e-07,2.316127159117189e-05,1.2775185861560852e-08
1806,2.4579523596912622e-05,3.8665438393893835e-07,2.4579523596912622e-05,1.3124947224290345e-08
1807,2.4971360939421823e-05,3.955063375217703e-07,2.4971360939421823e-05,1.087096349447084e-08
1808,2.423176556476392e-05,3.9573806377900057e-07,2.423176556476392e-05,1.0896507125173521e-08
1809,2.3899436720447348e-05,3.9223981015571295e-07,2.3899436720447348e-05,1.1512022509866223e-08
1810,2.3783009445261477e-05,3.6183753390365124e-07,2.3783009445261477e-05,1.0846710894542509e-08
1811,2.274757155516584e-05,3.4167174232736996e-07,2.274757155516584e-05,1.0493242782619712e-08
1812,2.3801608092201475e-05,3.439149704068508e-07,2.3801608092201475e-05,9.86904152051287e-09
1813,2.1667211642904605e-05,3.334550545527496e-07,2.1667211642904605e-05,1.006355563961035e-08
1814,2.1209913549163112e-05,3.149867576926876e-07,2.1209913549163112e-05,1.1734431458267279e-08
1815,2.1431890023190397e-05,2.9670464333061576e-07,2.1431890023190397e-05,1.1203510880924178e-08
1816,2.250151218114687e-05,2.9761024831844095e-07,2.250151218114687e-05,9.9925246489972e-09
1817,2.2731514815989484e-05,3.0082907999582987e-07,2.2731514815989484e-05,1.0444964639231915e-08
1818,2.3110804249881767e-05,3.0951184726291103e-07,2.3110804249881767e-05,1.1421463267221758e-08
1819,2.302021909729644e-05,3.1004218824039397e-07,2.302021909729644e-05,1.1730896381274242e-08
1820,2.4345426936633885e-05,3.3248693804515436e-07,2.4345426936633885e-05,1.175384488151719e-08
1821,2.4887887515693103e-05,3.2681813471364354e-07,2.4887887515693103e-05,1.035518515379863e-08
1822,2.5450742863800508e-05,3.431995594382897e-07,2.5450742863800508e-05,1.0625195961162198e-08
1823,2.525701321636526e-05,3.377258711420187e-07,2.525701321636526e-05,1.1872026790220908e-08
1824,2.50880688586871e-05,3.293950499028142e-07,2.50880688586871e-05,1.1536978737426904e-08
1825,2.4902331850691034e-05,3.173810106155932e-07,2.4902331850691034e-05,1.1414429274785626e-08
1826,2.4873224122399862e-05,3.318874105064294e-07,2.4873224122399862e-05,1.1096437292833019e-08
