ngram,ball,bal,ball,bll
1827,2.4324649140388438e-05,3.1996753234255137e-07,2.4324649140388438e-05,1.0477950824443788e-08
1828,2.4097734629841788e-05,3.261777123952925e-07,2.4097734629841788e-05,1.1122681315660948e-08
1829,2.3440300667841386e-05,3.30810146514133e-07,2.3440300667841386e-05,1.1608913957112626e-08
1830,2.3786264916582566e-05,3.430747150494946e-07,2.3786264916582566e-05,1.2080182949197088e-08
1831,2.334927090227471e-05,3.607610007553116e-07,2.334927090227471e-05,1.514625707394706e-08
1832,2.374927550720583e-05,3.700538440755606e-07,2.374927550720583e-05,1.4312480597514617e-08
1833,2.3185515341797975e-05,3.589552639888487e-07,2.3185515341797975e-05,1.6674063399843168e-08
1834,2.3055057681631297e-05,3.6703427294274403e-07,2.3055057681631297e-05,1.9344555671604472e-08
1835,2.3705796723204132e-05,3.8235225474636536e-07,2.3705796723204132e-05,1.972696355474162e-08
1836,2.416451778637046e-05,3.8137958670501705e-07,2.416451778637046e-05,1.9119958695666484e-08
1837,2.366379599802063e-05,3.766903660107346e-07,2.366379599802063e-05,1.9281037465036987e-08
1838,2.4252024689173724e-05,4.302278609559705e-07,2.4252024689173724e-05,1.8060913019114977e-08
1839,2.4414639223583174e-05,4.4220540270803864e-07,2.4414639223583174e-05,1.8763356582748462e-08
1840,2.4668969022708813e-05,4.4612878014049784e-07,2.4668969022708813e-05,1.7937886097131794e-08
1841,2.471443752126236e-05,4.6508582889665764e-07,2.471443752126236e-05,1.7196132010407642e-08
1842,2.4375858369499577e-05,4.6326493523857995e-07,2.4375858369499577e-05,1.654623803050624e-08
1843,2.42589225568476e-05,4.7000065299991025e-07,2.42589225568476e-05,1.661880322245679e-08
1844,2.446693776749141e-05,4.7636371748792173e-07,2.446693776749141e-05,1.5268159688933532e-08
1845,2.424729999412583e-05,4.302694540975998e-07,2.424729999412583e-05,1.501815801877423e-08
1846,2.3671435233804266e-05,4.2117220898165086e-07,2.3671435233804266e-05,1.625420610805252e-08
1847,2.4221434224663036e-05,4.145939393700766e-07,2.4221434224663036e-05,1.6320962866903495e-08
1848,2.4353441403945908e-05,4.264708357888074e-07,2.4353441403945908e-05,1.745289906247243e-08
1849,2.434416585726597e-05,4.355466265743806e-07,2.434416585726597e-05,1.8002919155435393e-08
1850,2.4535777681324233e-05,4.440043832281455e-07,2.4535777681324233e-05,1.927732500612527e-08
1851,2.471269830753694e-05,4.4416093406393233e-07,2.471269830753694e-05,1.960418316571122e-08
1852,2.5088592207924065e-05,4.5715142554010005e-07,2.5088592207924065e-05,1.862137161927941e-08
1853,2.5710019534536904e-05,4.674512865676661e-07,2.5710019534536904e-05,1.6745530422619074e-08
1854,2.6114705698481494e-05,4.81154687901965e-07,2.6114705698481494e-05,1.6482771972700253e-08
1855,2.6785396974966197e-05,4.567547965247546e-07,2.6785396974966197e-05,1.4529396098948512e-08
1856,2.7212039900145362e-05,4.775658380497459e-07,2.7212039900145362e-05,1.60320717971071e-08
1857,2.7969974066114185e-05,4.850192526971244e-07,2.7969974066114185e-05,1.5783125536675665e-08
1858,2.83636935429448e-05,4.884609633596224e-07,2.83636935429448e-05,1.5745215417187604e-08
1859,2.8829382894660478e-05,4.7480308954358665e-07,2.8829382894660478e-05,1.581380981718894e-08
1860,2.9078862228613745e-05,4.763548945772657e-07,2.9078862228613745e-05,1.614494239886101e-08
1861,2.875359807928492e-05,4.828572782246608e-07,2.875359807928492e-05,1.6218236658411504e-08
1862,2.8693485416754682e-05,4.869129993169606e-07,2.8693485416754682e-05,1.6189392429818587e-08
1863,2.901739311969972e-05,4.525603571892134e-07,2.901739311969972e-05,1.548515601460362e-08
1864,2.8931716899803306e-05,4.420248639494925e-07,2.8931716899803306e-05,1.5099378509424762e-08
1865,2.893470004242512e-05,4.5940830822084014e-07,2.893470004242512e-05,1.5352186569625052e-08
1866,2.8358897647454535e-05,4.615736445755049e-07,2.8358897647454535e-05,1.6073513187109256e-08
1867,2.8174954163010364e-05,4.6534431622343876e-07,2.8174954163010364e-05,1.699396027074077e-08
1868,2.769266913154362e-05,4.7131194946814503e-07,2.769266913154362e-05,1.7218710013366945e-08
1869,2.7204232537769713e-05,4.861967559983376e-07,2.7204232537769713e-05,1.6850515649480258e-08
1870,2.644965986421864e-05,5.218751653046638e-07,2.644965986421864e-05,1.709701129876911e-08
1871,2.5787763921211342e-05,5.362651782953825e-07,2.5787763921211342e-05,1.670946327335189e-08
1872,2.543352820794098e-05,5.211760480960947e-07,2.543352820794098e-05,1.6218107618775386e-08
1873,2.538746853783128e-05,5.432634842301403e-07,2.538746853783128e-05,1.5558407641589967e-08
1874,2.495539878769445e-05,5.465781904539264e-07,2.495539878769445e-05,1.5277565117750262e-08
1875,2.4901465492023688e-05,5.436166402107898e-07,2.4901465492023688e-05,1.5302595254443726e-08
1876,2.481496968747316e-05,5.278011932270082e-07,2.481496968747316e-05,1.6700277224604828e-08
1877,2.4653222811009202e-05,5.065495827238919e-07,2.4653222811009202e-05,1.5890346689267128e-08
1878,2.4958649841469844e-05,4.977726583937121e-07,2.4958649841469844e-05,1.5987547920458056e-08
1879,2.4692126576805356e-05,5.054998837294988e-07,2.4692126576805356e-05,1.671154313344557e-08
1880,2.445418509263878e-05,4.882565057024684e-07,2.445418509263878e-05,1.6964513222766138e-08
1881,2.4405783603599828e-05,4.839590701521956e-07,2.4405783603599828e-05,1.5812263498560242e-08
1882,2.4307199055328965e-05,4.791834596419773e-07,2.4307199055328965e-05,1.571891061757924e-08
1883,2.4228807887993753e-05,4.818073599770807e-07,2.4228807887993753e-05,1.4612908216804499e-08
1884,2.436135764583014e-05,4.79034172583072e-07,2.436135764583014e-05,1.5449295810908226e-08
1885,2.41171546804253e-05,4.801901403490254e-07,2.41171546804253e-05,1.6399476189730777e-08
1886,2.4388353527423794e-05,4.7552159847847566e-07,2.4388353527423794e-05,1.6576427722522372e-08
1887,2.5051995180547237e-05,4.743235625223211e-07,2.5051995180547237e-05,1.6196861883445634e-08
1888,2.5209672977715464e-05,4.897673591131024e-07,2.5209672977715464e-05,1.71758476647759e-08
1889,2.5450445329105215e-05,4.855136808146199e-07,2.5450445329105215e-05,1.6750242970431373e-08
1890,2.5732131689437665e-05,4.924011299018665e-07,2.5732131689437665e-05,1.7810579550874602e-08
1891,2.5837627098163856e-05,4.985790188324504e-07,2.5837627098163856e-05,1.7190892899675092e-08
1892,2.575274369779176e-05,4.970562486050767e-07,2.575274369779176e-05,1.6991706708324728e-08
1893,2.612465868878644e-05,4.965795921764636e-07,2.612465868878644e-05,1.6676955562542972e-08
1894,2.587199482409882e-05,5.102867126944537e-07,2.587199482409882e-05,1.938192730120493e-08
1895,2.6115153949441655e-05,5.018652546238757e-07,2.6115153949441655e-05,1.9573859231871082e-08
1896,2.6302108381059952e-05,5.059901094942429e-07,2.6302108381059952e-05,1.9705963844834125e-08
1897,2.642734424236031e-05,5.031444020785005e-07,2.642734424236031e-05,1.8852659116370367e-08
1898,2.6377145591790656e-05,5.001604636488212e-07,2.6377145591790656e-05,1.9279534667150855e-08
1899,2.6665889111297603e-05,5.024444403391369e-07,2.6665889111297603e-05,1.880929926098166e-08
1900,2.6307427625787178e-05,5.055175660930087e-07,2.6307427625787178e-05,1.9466710909910034e-08
1901,2.610438371318326e-05,4.980966983631723e-07,2.610438371318326e-05,1.745699026603883e-08
1902,2.581912589708476e-05,4.982255217912877e-07,2.581912589708476e-05,1.78472406377393e-08
1903,2.5459628107325572e-05,5.008238831903457e-07,2.5459628107325572e-05,1.796806792242478e-08
1904,2.5331236039554434e-05,5.050581210395779e-07,2.5331236039554434e-05,1.793931961710119e-08
1905,2.5187837569059672e-05,5.060044340357958e-07,2.5187837569059672e-05,1.7856054666611143e-08
1906,2.5045169812593876e-05,5.042755820535863e-07,2.5045169812593876e-05,1.782427005991849e-08
1907,2.521053673782652e-05,5.009383698961756e-07,2.521053673782652e-05,1.729261990744492e-08
1908,2.536443233631352e-05,5.019463173994154e-07,2.536443233631352e-05,1.8067395960283e-08
1909,2.5672111535511378e-05,4.930126838839247e-07,2.5672111535511378e-05,1.801004627972296e-08
1910,2.578047003355875e-05,4.831504887598774e-07,2.578047003355875e-05,1.9009116059010012e-08
1911,2.5745811009463588e-05,4.81993189233825e-07,2.5745811009463588e-05,1.934840123039651e-08
1912,2.5876239305944182e-05,4.91216131389852e-07,2.5876239305944182e-05,1.950786376880842e-08
1913,2.58991053020249e-05,4.976583016156968e-07,2.58991053020249e-05,2.008096596942518e-08
1914,2.5432014289045973e-05,5.585824607935917e-07,2.5432014289045973e-05,2.1230076997978487e-08
1915,2.480187374333452e-05,5.648594765261805e-07,2.480187374333452e-05,2.0374832487846106e-08
1916,2.403604984075563e-05,5.788883754576091e-07,2.403604984075563e-05,2.1229608547303413e-08
1917,2.4168481364280785e-05,5.946902937077019e-07,2.4168481364280785e-05,2.0134298038345022e-08
1918,2.412119023834488e-05,6.09456906529106e-07,2.412119023834488e-05,1.9679070056050866e-08
1919,2.4287992865928182e-05,6.205072021917399e-07,2.4287992865928182e-05,2.0107646087857186e-08
1920,2.4425221584221746e-05,6.51296488740627e-07,2.4425221584221746e-05,1.9891426157008548e-08
1921,2.4731198729049148e-05,6.08285964582527e-07,2.4731198729049148e-05,1.861553806341882e-08
1922,2.5250443546350914e-05,6.132352885807839e-07,2.5250443546350914e-05,1.8229773627150995e-08
1923,2.574555713051398e-05,6.105923781823159e-07,2.574555713051398e-05,1.6590350299899067e-08
1924,2.5746771955579917e-05,5.972015547480883e-07,2.5746771955579917e-05,1.7083876281885424e-08
1925,2.570246215327643e-05,5.714813287990442e-07,2.570246215327643e-05,1.6548697142785126e-08
1926,2.5814437321969308e-05,5.377389373149657e-07,2.5814437321969308e-05,1.615772277878997e-08
1927,2.563870319655897e-05,4.876911938416535e-07,2.563870319655897e-05,1.5470550935552703e-08
1928,2.5442500243246157e-05,4.788893883349894e-07,2.5442500243246157e-05,1.8115057517523577e-08
1929,2.5085759002000225e-05,4.549293959956101e-07,2.5085759002000225e-05,1.7301201487336064e-08
1930,2.4805146884838386e-05,4.3509978451896e-07,2.4805146884838386e-05,1.831322166927813e-08
1931,2.44942753592373e-05,4.536934698405405e-07,2.44942753592373e-05,1.9636008374845915e-08
1932,2.434836824249942e-05,4.596587156616546e-07,2.434836824249942e-05,2.145583101663208e-08
1933,2.375298130833211e-05,4.589689126532903e-07,2.375298130833211e-05,2.0883521071165693e-08
1934,2.393054767578308e-05,4.69151416382374e-07,2.393054767578308e-05,2.0816674606294328e-08
1935,2.3882736059022136e-05,4.493906422859644e-07,2.3882736059022136e-05,1.728924546386322e-08
1936,2.3763619018219678e-05,4.5688666107577903e-07,2.3763619018219678e-05,1.7934610241354676e-08
1937,2.4134550715513926e-05,4.747017823904441e-07,2.4134550715513926e-05,1.6925581951860684e-08
1938,2.3768083857638495e-05,4.6311366678050294e-07,2.3768083857638495e-05,1.4037264810846345e-08
1939,2.379576186025848e-05,4.660021326279613e-07,2.379576186025848e-05,1.2878102647765185e-08
1940,2.3654612959944643e-05,4.693452118382473e-07,2.3654612959944643e-05,1.2849108697667231e-08
1941,2.3207638670490788e-05,4.695858381507735e-07,2.3207638670490788e-05,1.2977067928180271e-08
1942,2.2830516952256274e-05,4.742204932231938e-07,2.2830516952256274e-05,1.3746746725067688e-08
1943,2.287517132312392e-05,4.7000633734179633e-07,2.287517132312392e-05,1.3728817194191834e-08
1944,2.2391843750873314e-05,4.565229362794655e-07,2.2391843750873314e-05,1.4058211991344446e-08
1945,2.295903323101811e-05,4.416798690596936e-07,2.295903323101811e-05,1.495295430333142e-08
1946,2.284553660761698e-05,4.328845518232681e-07,2.284553660761698e-05,1.5293709029354626e-08
1947,2.3365730677531766e-05,4.28035645784673e-07,2.3365730677531766e-05,1.590673129722323e-08
1948,2.3580405728093217e-05,4.2261514262723464e-07,2.3580405728093217e-05,1.7372510033705372e-08
1949,2.4012998827467008e-05,4.2110306302285086e-07,2.4012998827467008e-05,1.68301997100733e-08
1950,2.4274644082262447e-05,4.468224241398795e-07,2.4274644082262447e-05,1.7129517233221188e-08
1951,2.459509518562949e-05,4.523327723810715e-07,2.459509518562949e-05,1.7619486568167175e-08
1952,2.4299176272636813e-05,5.173388168649191e-07,2.4299176272636813e-05,1.761638860183926e-08
1953,2.4191794571899144e-05,5.297420752218127e-07,2.4191794571899144e-05,1.7351738078121215e-08
1954,2.3741919254202264e-05,5.469190317139042e-07,2.3741919254202264e-05,1.6799500457409522e-08
1955,2.3566425755104448e-05,5.555561577758843e-07,2.3566425755104448e-05,1.631515646392602e-08
1956,2.319850162686115e-05,5.637544648249917e-07,2.319850162686115e-05,1.718407562277337e-08
1957,2.288498451110042e-05,5.591450888329876e-07,2.288498451110042e-05,1.7477857891127054e-08
1958,2.2296278984867968e-05,5.558769576704695e-07,2.2296278984867968e-05,1.6374630032852825e-08
1959,2.215968041647492e-05,4.92991688361144e-07,2.215968041647492e-05,1.6056822665128882e-08
1960,2.2008709233237562e-05,4.847004626234204e-07,2.2008709233237562e-05,1.58429553920314e-08
1961,2.175343979615718e-05,4.7562794439467583e-07,2.175343979615718e-05,1.807743339148666e-08
1962,2.131779755083179e-05,4.6996140261918687e-07,2.131779755083179e-05,1.8049568950573303e-08
1963,2.1194003888272812e-05,4.602667697132087e-07,2.1194003888272812e-05,1.8710189968779948e-08
1964,2.0640181901399046e-05,4.365566366816763e-07,2.0640181901399046e-05,1.884072428229696e-08
1965,2.0591566551177364e-05,4.332595762792023e-07,2.0591566551177364e-05,1.943599922274838e-08
1966,2.0095717835439636e-05,4.394971954622763e-07,2.0095717835439636e-05,1.9611361550581867e-08
1967,1.9740769338178715e-05,4.308013542088572e-07,1.9740769338178715e-05,2.00359560054153e-08
1968,1.9427616280154325e-05,4.2465721402809973e-07,1.9427616280154325e-05,1.9047376374560698e-08
1969,1.9245522188222302e-05,4.19526145378768e-07,1.9245522188222302e-05,1.910837266194676e-08
1970,1.886634527181741e-05,4.410947026047195e-07,1.886634527181741e-05,1.898979322995891e-08
1971,1.892659253956351e-05,4.6143533641692815e-07,1.892659253956351e-05,2.0230705111146108e-08
1972,1.8675517172336447e-05,4.5406292770167056e-07,1.8675517172336447e-05,2.1828160358592996e-08
1973,1.8827205816965682e-05,4.390946587916135e-07,1.8827205816965682e-05,2.319781826949046e-08
1974,1.872892062237952e-05,4.386953824970468e-07,1.872892062237952e-05,2.46039625498692e-08
1975,1.8683302446983623e-05,4.4239525160654533e-07,1.8683302446983623e-05,2.4849976552689312e-08
1976,1.8715498039715124e-05,4.471665257759534e-07,1.8715498039715124e-05,2.514706106840744e-08
1977,1.8829578818570424e-05,4.2236008214656196e-07,1.8829578818570424e-05,2.5497727104298714e-08
1978,1.875204699380057e-05,4.0572665024488484e-07,1.875204699380057e-05,2.403312114397847e-08
1979,1.88356196823796e-05,4.40401062665582e-07,1.88356196823796e-05,2.3425515495643723e-08
1980,1.88341764442157e-05,4.85424111827472e-07,1.88341764442157e-05,2.283940909413624e-08
1981,1.8837269765624243e-05,5.093658493089086e-07,1.8837269765624243e-05,2.2247434370927166e-08
1982,1.8833965961156146e-05,5.258373546114723e-07,1.8833965961156146e-05,2.176722066086053e-08
1983,1.8662723700150048e-05,5.463131580134879e-07,1.8662723700150048e-05,2.1817153290320286e-08
1984,1.869360650224345e-05,5.895901803601841e-07,1.869360650224345e-05,2.236789851752162e-08
1985,1.8745967411502663e-05,5.890195901819035e-07,1.8745967411502663e-05,2.3358129906471603e-08
1986,1.8802259936429827e-05,5.812248308042658e-07,1.8802259936429827e-05,2.3142343152926514e-08
1987,1.897514084703289e-05,5.726628639227524e-07,1.897514084703289e-05,2.315155660832196e-08
1988,1.9330849941720123e-05,5.669407455245943e-07,1.9330849941720123e-05,2.2704886351984247e-08
1989,1.96787194519337e-05,5.790295054859078e-07,1.96787194519337e-05,2.224793961756534e-08
1990,2.0024552993293453e-05,5.557218197996658e-07,2.0024552993293453e-05,2.1839485902270487e-08
1991,2.0269249944249168e-05,5.505531208070482e-07,2.0269249944249168e-05,2.166798397849691e-08
1992,2.052238882502674e-05,5.782485459349118e-07,2.052238882502674e-05,2.1607068642229673e-08
1993,2.078961214075597e-05,5.854946851156586e-07,2.078961214075597e-05,2.1180359307696302e-08
1994,2.1141715218878483e-05,6.092355501355737e-07,2.1141715218878483e-05,2.0734706903827567e-08
1995,2.152257340120351e-05,5.988998371516832e-07,2.152257340120351e-05,2.1329905714700155e-08
1996,2.2181504651338662e-05,6.052240654038801e-07,2.2181504651338662e-05,2.0720768593004583e-08
1997,2.3108854553096796e-05,6.031739831411999e-07,2.3108854553096796e-05,1.9981646178938003e-08
1998,2.3780533021116363e-05,5.681415505672963e-07,2.3780533021116363e-05,1.9062738562273092e-08
1999,2.4636683260074017e-05,5.272064527162001e-07,2.4636683260074017e-05,1.8169540411910086e-08
2000,2.560827592138334e-05,4.968397969865432e-07,2.560827592138334e-05,1.8296019810293274e-08
2001,2.6513698945304247e-05,4.38754438748999e-07,2.6513698945304247e-05,1.8853603250030508e-08
2002,2.7362297519825267e-05,4.29471750099505e-07,2.7362297519825267e-05,1.698197278037534e-08
2003,2.8014501887290472e-05,3.865899072609734e-07,2.8014501887290472e-05,1.6010780130264786e-08
2004,2.860184784887159e-05,3.730353301177404e-07,2.860184784887159e-05,1.567023539499652e-08
2005,2.9463964632928503e-05,3.6490214532542656e-07,2.9463964632928503e-05,1.3906671496905737e-08
2006,3.0971338804062854e-05,3.587822163808596e-07,3.0971338804062854e-05,1.2435703831771759e-08
2007,3.2628785837524834e-05,3.480282292197704e-07,3.2628785837524834e-05,1.1035841891120818e-08
2008,3.462781985165618e-05,3.3644751543501374e-07,3.462781985165618e-05,8.645308469112933e-09
2009,3.5940157821252274e-05,3.3141939021723896e-07,3.5940157821252274e-05,7.48744285620059e-09
2010,3.711528864057202e-05,3.310187902830616e-07,3.711528864057202e-05,6.561527226318325e-09
2011,3.868999036577796e-05,3.291447805103027e-07,3.868999036577796e-05,5.346873007841932e-09
2012,4.015932375166033e-05,3.1888242801869637e-07,4.015932375166033e-05,4.361693371558926e-09
2013,4.020038613816723e-05,3.0727010726293103e-07,4.020038613816723e-05,3.6228005991948262e-09
2014,3.9742066811803465e-05,2.9348953489716223e-07,3.9742066811803465e-05,2.790140372712001e-09
2015,3.870867086724112e-05,2.842723846794927e-07,3.870867086724112e-05,2.3898464160002473e-09
2016,3.857662990672647e-05,2.8990650540501e-07,3.857662990672647e-05,2.1239235766959806e-09
2017,3.87052605219651e-05,2.7744218063692944e-07,3.87052605219651e-05,2.095813855795825e-09
2018,3.7990091368556025e-05,2.6927592386982726e-07,3.7990091368556025e-05,1.7285545883538588e-09
2019,3.695066061482066e-05,2.6449081147461584e-07,3.695066061482066e-05,1.945763966615388e-09
