ngram,worker,workr,workr,woker
1570,7.427053268267108e-07,0.0,0.0,0.0
1571,7.427053268267108e-07,0.0,0.0,0.0
1572,7.502195720527587e-06,0.0,0.0,0.0
1573,7.502195720527587e-06,0.0,0.0,0.0
1574,7.502195720527587e-06,0.0,0.0,0.0
1575,7.502195720527587e-06,0.0,0.0,0.0
1576,6.759490393700876e-06,0.0,0.0,0.0
1577,6.759490393700876e-06,0.0,0.0,0.0
1578,7.000403505636703e-06,0.0,0.0,0.0
1579,2.40913111935827e-07,0.0,0.0,0.0
1580,2.22183479893699e-06,0.0,0.0,0.0
1581,2.22183479893699e-06,0.0,0.0,0.0
1582,4.31674163792195e-06,0.0,0.0,0.0
1583,4.31674163792195e-06,0.0,0.0,0.0
1584,7.913187979673758e-06,0.0,0.0,0.0
1585,9.182019571848546e-06,0.0,0.0,0.0
1586,9.182019571848546e-06,0.0,0.0,0.0
1587,8.239336563877129e-06,0.0,0.0,0.0
1588,8.239336563877129e-06,0.0,0.0,0.0
1589,6.891335617962925e-06,0.0,0.0,0.0
1590,7.151311267859585e-06,0.0,0.0,0.0
1591,3.5548649261077766e-06,0.0,0.0,0.0
1592,3.239063809295268e-06,0.0,0.0,0.0
1593,4.1321707158203935e-06,0.0,0.0,0.0
1594,3.0939320367906475e-06,0.0,0.0,0.0
1595,3.5447291273677754e-06,0.0,0.0,0.0
1596,3.0082414598707274e-06,0.0,0.0,0.0
1597,5.169507533407471e-06,0.0,0.0,0.0
1598,6.62922678072521e-06,0.0,0.0,0.0
1599,9.915906762866403e-06,0.0,0.0,0.0
1600,1.0513884977366875e-05,0.0,0.0,0.0
1601,1.1099856562525798e-05,0.0,0.0,0.0
1602,1.0753460190114441e-05,0.0,0.0,0.0
1603,1.0955152073880267e-05,0.0,0.0,0.0
1604,8.704180670195325e-06,0.0,0.0,0.0
1605,9.15588861971628e-06,0.0,0.0,0.0
1606,6.437027358125695e-06,0.0,0.0,0.0
1607,5.692439312302408e-06,0.0,0.0,0.0
1608,5.705500500750661e-06,0.0,0.0,0.0
1609,5.789773760105683e-06,0.0,0.0,0.0
1610,5.632560178777826e-06,0.0,0.0,0.0
1611,6.588824947227424e-06,0.0,0.0,0.0
1612,4.946398478620852e-06,0.0,0.0,0.0
1613,4.3033095867680715e-06,0.0,0.0,0.0
1614,3.886422259061614e-06,0.0,0.0,0.0
1615,3.287389485454436e-06,0.0,0.0,0.0
1616,5.26126263723979e-06,0.0,0.0,0.0
1617,5.2534487784734144e-06,0.0,0.0,0.0
1618,4.225390828846035e-06,0.0,0.0,0.0
1619,5.869476605572085e-06,0.0,0.0,0.0
1620,5.05301993111321e-06,0.0,0.0,0.0
1621,4.9018281791697e-06,0.0,0.0,0.0
1622,1.1022139728668532e-05,0.0,0.0,0.0
1623,9.667835204904155e-06,0.0,0.0,0.0
1624,9.868749097157498e-06,0.0,0.0,0.0
1625,9.770271958586818e-06,0.0,0.0,0.0
1626,9.694159984974249e-06,0.0,0.0,0.0
1627,1.0989656613803942e-05,0.0,0.0,0.0
1628,1.1269820009017297e-05,0.0,0.0,0.0
1629,6.057331250173904e-06,0.0,0.0,0.0
1630,5.335337643178459e-06,0.0,0.0,0.0
1631,6.4177006525564395e-06,0.0,0.0,0.0
1632,6.692579055262675e-06,0.0,0.0,0.0
1633,5.6781612767866e-06,0.0,0.0,0.0
1634,4.574120558637722e-06,0.0,0.0,0.0
1635,4.197858881330571e-06,0.0,0.0,0.0
1636,4.41901343200308e-06,0.0,0.0,0.0
1637,5.357006183917942e-06,0.0,0.0,0.0
1638,4.297991884933643e-06,0.0,0.0,0.0
1639,4.412464623523452e-06,0.0,0.0,0.0
1640,3.8983320434584e-06,0.0,0.0,0.0
1641,3.6435477405965296e-06,0.0,0.0,0.0
1642,4.100977207599499e-06,0.0,0.0,0.0
1643,3.513934562501423e-06,0.0,0.0,0.0
1644,3.1313230692830984e-06,0.0,0.0,0.0
1645,2.758211459357491e-06,0.0,0.0,0.0
1646,2.771813959563068e-06,0.0,0.0,0.0
1647,2.6714808914870706e-06,0.0,0.0,0.0
1648,2.7535371763016362e-06,0.0,0.0,0.0
1649,3.07429354506894e-06,0.0,0.0,0.0
1650,2.576278985446022e-06,0.0,0.0,0.0
1651,2.321649442852244e-06,0.0,0.0,0.0
1652,2.8914725110748156e-06,0.0,0.0,0.0
1653,2.6392704260810466e-06,0.0,0.0,0.0
1654,2.970460729199788e-06,0.0,0.0,0.0
1655,2.7076191396905154e-06,0.0,0.0,0.0
1656,2.028342915342104e-06,0.0,0.0,0.0
1657,2.318075977265315e-06,5.5608865068279556e-08,5.5608865068279556e-08,0.0
1658,2.4672316141862083e-06,5.5608865068279556e-08,5.5608865068279556e-08,0.0
1659,2.1208467241454594e-06,5.5608865068279556e-08,5.5608865068279556e-08,0.0
1660,2.290794368166514e-06,5.5608865068279556e-08,5.5608865068279556e-08,0.0
1661,2.1546254060922365e-06,5.5608865068279556e-08,5.5608865068279556e-08,0.0
1662,2.218321940615299e-06,5.5608865068279556e-08,5.5608865068279556e-08,0.0
1663,2.2341775515347502e-06,5.5608865068279556e-08,5.5608865068279556e-08,0.0
1664,2.1363422320064274e-06,0.0,0.0,0.0
1665,1.8647355740800516e-06,0.0,0.0,0.0
1666,1.9025993002027723e-06,0.0,0.0,0.0
1667,2.068684823695678e-06,0.0,0.0,0.0
1668,1.8843384655805754e-06,0.0,0.0,0.0
1669,1.9422634360515597e-06,0.0,0.0,0.0
1670,1.7838276684350213e-06,0.0,0.0,0.0
1671,2.095552494958091e-06,0.0,0.0,0.0
1672,2.2246124241779138e-06,0.0,0.0,0.0
1673,2.3104485202501176e-06,0.0,0.0,0.0
1674,1.8887248448403885e-06,0.0,0.0,0.0
1675,1.7385957562510157e-06,0.0,0.0,0.0
1676,1.6018177169436448e-06,0.0,0.0,0.0
1677,1.9997891180472446e-06,0.0,0.0,0.0
1678,1.6115949839396698e-06,0.0,0.0,0.0
1679,1.3102724381042208e-06,0.0,0.0,0.0
1680,9.7351234882938e-07,1.8101928844771464e-08,1.8101928844771464e-08,0.0
1681,1.042706384980972e-06,1.8101928844771464e-08,1.8101928844771464e-08,0.0
1682,1.074874546702631e-06,1.8101928844771464e-08,1.8101928844771464e-08,0.0
1683,1.1201969495492188e-06,1.8101928844771464e-08,1.8101928844771464e-08,0.0
1684,7.420195393998646e-07,1.8101928844771464e-08,1.8101928844771464e-08,0.0
1685,7.241117836136774e-07,1.8101928844771464e-08,1.8101928844771464e-08,0.0
1686,8.52858359426786e-07,1.8101928844771464e-08,1.8101928844771464e-08,0.0
1687,9.090471451145277e-07,0.0,0.0,0.0
1688,1.0543415303995322e-06,0.0,0.0,0.0
1689,1.079821048831166e-06,0.0,0.0,0.0
1690,1.220025341451349e-06,0.0,0.0,0.0
1691,1.234980337423102e-06,0.0,0.0,0.0
1692,1.1408756108721718e-06,0.0,0.0,0.0
1693,1.0452467336108384e-06,0.0,0.0,0.0
1694,1.0023741278278716e-06,0.0,0.0,0.0
1695,7.383314612395355e-07,0.0,0.0,0.0
1696,8.16744074784635e-07,0.0,0.0,0.0
1697,9.041950923866742e-07,0.0,0.0,0.0
1698,1.390845519771184e-06,0.0,0.0,0.0
1699,1.4349962173452826e-06,0.0,0.0,0.0
1700,1.335587147163356e-06,0.0,0.0,0.0
1701,1.2426596721784984e-06,0.0,0.0,0.0
1702,1.2750935078591802e-06,1.1985159785256525e-08,1.1985159785256525e-08,0.0
1703,1.1145610544969844e-06,1.1985159785256525e-08,1.1985159785256525e-08,0.0
1704,8.33283897756181e-07,1.1985159785256525e-08,1.1985159785256525e-08,0.0
1705,3.8312897540241207e-07,1.1985159785256525e-08,1.1985159785256525e-08,0.0
1706,3.0271757164460465e-07,1.1985159785256525e-08,1.1985159785256525e-08,0.0
1707,4.347037594649399e-07,1.1985159785256525e-08,1.1985159785256525e-08,0.0
1708,4.2499521616231763e-07,1.1985159785256525e-08,1.1985159785256525e-08,0.0
1709,4.371796557783065e-07,0.0,0.0,0.0
1710,4.1022983968527373e-07,0.0,0.0,0.0
1711,4.531214027484306e-07,0.0,0.0,0.0
1712,4.627253582205932e-07,1.086341987794575e-08,1.086341987794575e-08,0.0
1713,5.165580664164995e-07,2.1681435060015375e-08,2.1681435060015375e-08,0.0
1714,4.2557744604567104e-07,2.1681435060015375e-08,2.1681435060015375e-08,0.0
1715,4.5157512472217475e-07,2.1681435060015375e-08,2.1681435060015375e-08,0.0
1716,4.1801492045578925e-07,2.1681435060015375e-08,2.1681435060015375e-08,0.0
1717,4.08441302620791e-07,2.1681435060015375e-08,2.1681435060015375e-08,0.0
1718,4.625125329076647e-07,2.1681435060015375e-08,2.1681435060015375e-08,0.0
1719,3.693544015399246e-07,1.0818015182069627e-08,1.0818015182069627e-08,0.0
1720,3.769353362770289e-07,9.061128228690255e-09,9.061128228690255e-09,0.0
1721,4.2381481841451727e-07,9.061128228690255e-09,9.061128228690255e-09,0.0
1722,5.253495523049878e-07,9.061128228690255e-09,9.061128228690255e-09,0.0
1723,5.852371433182466e-07,9.061128228690255e-09,9.061128228690255e-09,0.0
1724,6.304340140721771e-07,9.061128228690255e-09,9.061128228690255e-09,0.0
1725,6.311773067376894e-07,9.061128228690255e-09,9.061128228690255e-09,0.0
1726,8.986627213809178e-07,1.5448626251262406e-08,1.5448626251262406e-08,0.0
1727,8.398591272599074e-07,6.3874980225721495e-09,6.3874980225721495e-09,0.0
1728,8.49090011253598e-07,6.3874980225721495e-09,6.3874980225721495e-09,0.0
1729,9.125411040145082e-07,6.3874980225721495e-09,6.3874980225721495e-09,0.0
1730,8.670048278044565e-07,6.3874980225721495e-09,6.3874980225721495e-09,0.0
1731,8.559669889710417e-07,6.3874980225721495e-09,6.3874980225721495e-09,0.0
1732,7.861990738433633e-07,6.3874980225721495e-09,6.3874980225721495e-09,0.0
1733,5.204732533213376e-07,0.0,0.0,0.0
1734,5.738903325891442e-07,0.0,0.0,0.0
1735,5.154479530184679e-07,0.0,0.0,0.0
1736,3.768329374257259e-07,0.0,0.0,0.0
1737,3.9128977391555964e-07,0.0,0.0,0.0
1738,4.977683829565649e-07,0.0,0.0,0.0
1739,6.451927155077491e-07,0.0,0.0,0.0
1740,6.844791430791832e-07,7.48727860663426e-09,7.48727860663426e-09,0.0
1741,6.946141947342507e-07,1.3428629383075271e-08,1.3428629383075271e-08,0.0
1742,8.40398225169078e-07,1.3428629383075271e-08,1.3428629383075271e-08,0.0
1743,8.361577548449921e-07,1.3428629383075271e-08,1.3428629383075271e-08,0.0
1744,8.209612717889416e-07,1.3428629383075271e-08,1.3428629383075271e-08,0.0
1745,7.168632570093385e-07,1.3428629383075271e-08,1.3428629383075271e-08,0.0
1746,6.3628109257609e-07,1.3428629383075271e-08,1.3428629383075271e-08,0.0
1747,5.98009648911102e-07,5.9413507764410105e-09,5.9413507764410105e-09,0.0
1748,6.299640387754022e-07,0.0,0.0,0.0
1749,5.087057957098295e-07,9.910560753009382e-09,9.910560753009382e-09,0.0
1750,5.303517939734905e-07,9.910560753009382e-09,9.910560753009382e-09,0.0
1751,6.936161582871136e-07,1.3479699388442766e-08,1.3479699388442766e-08,0.0
1752,8.755533583228368e-07,2.127687968668722e-08,2.127687968668722e-08,0.0
1753,9.523294011160033e-07,2.127687968668722e-08,2.127687968668722e-08,0.0
1754,1.115682493946224e-06,3.382908607209499e-08,3.382908607209499e-08,0.0
1755,1.1143831589574153e-06,3.768239384019775e-08,3.768239384019775e-08,0.0
1756,1.0707201697966542e-06,2.777183308718837e-08,2.777183308718837e-08,0.0
1757,1.0516922494779074e-06,3.386207961649948e-08,3.386207961649948e-08,0.0
1758,9.321561346301419e-07,3.3400525773734964e-08,3.3400525773734964e-08,0.0
1759,9.2172319097829e-07,2.5603345475490513e-08,2.5603345475490513e-08,0.0
1760,9.018154401019274e-07,3.3587446221109274e-08,3.3587446221109274e-08,0.0
1761,1.1145811202238422e-06,3.2137509669334056e-08,3.2137509669334056e-08,0.0
1762,1.3044551191602035e-06,2.8284201901231298e-08,2.8284201901231298e-08,0.0
1763,1.4633076343021197e-06,2.8284201901231298e-08,2.8284201901231298e-08,0.0
1764,1.4888329116859365e-06,2.2193955371920182e-08,2.2193955371920182e-08,0.0
1765,1.5051400055199338e-06,2.2033778991824094e-08,2.2033778991824094e-08,0.0
1766,1.371079966767346e-06,3.223693515305318e-08,3.223693515305318e-08,0.0
1767,1.258396829533532e-06,2.719733670021794e-08,2.719733670021794e-08,0.0
1768,1.0462833058357189e-06,1.6095066866585383e-08,1.6095066866585383e-08,0.0
1769,8.459969974085522e-07,1.914132649208763e-08,1.914132649208763e-08,0.0
1770,8.981924435959497e-07,2.4907169660082218e-08,2.4907169660082218e-08,0.0
1771,8.868739363216654e-07,3.0172457294546414e-08,3.0172457294546414e-08,0.0
1772,9.131939740265287e-07,2.986113071098576e-08,2.986113071098576e-08,0.0
1773,9.068292570191261e-07,1.9657974549756674e-08,1.9657974549756674e-08,0.0
1774,9.267529078117929e-07,3.007578770158099e-08,3.007578770158099e-08,0.0
1775,9.358418456680997e-07,3.296447686247055e-08,3.296447686247055e-08,0.0
1776,9.441439488000469e-07,2.99182172369683e-08,2.99182172369683e-08,0.0
1777,9.093357513328166e-07,2.998847468761921e-08,2.998847468761921e-08,0.0
1778,9.113066019900933e-07,3.0285474445739576e-08,3.0285474445739576e-08,0.0
1779,9.30790771950082e-07,3.5334449778799485e-08,3.5334449778799485e-08,0.0
1780,8.907673450916523e-07,3.768359008964646e-08,3.768359008964646e-08,2.349140310846971e-09
1781,8.431315369047557e-07,2.4321274645038623e-08,2.4321274645038623e-08,2.349140310846971e-09
1782,6.776115567065842e-07,2.5748852447041567e-08,2.5748852447041567e-08,2.349140310846971e-09
1783,6.609877069812293e-07,2.792345148756275e-08,2.792345148756275e-08,2.349140310846971e-09
1784,5.80696020538848e-07,2.708076708911124e-08,2.708076708911124e-08,2.349140310846971e-09
1785,6.223122405961996e-07,2.4754724492481728e-08,2.4754724492481728e-08,2.349140310846971e-09
1786,9.01107317271713e-07,1.7069667330409695e-08,1.7069667330409695e-08,2.349140310846971e-09
1787,1.1829990609969952e-06,1.4720527019562724e-08,1.4720527019562724e-08,0.0
1788,1.2128786823138528e-06,1.994673531109064e-08,1.994673531109064e-08,0.0
1789,1.2343596560120723e-06,2.144739243346651e-08,2.144739243346651e-08,0.0
1790,1.2744683561192817e-06,2.2587338729554825e-08,2.2587338729554825e-08,0.0
1791,1.1992321609406126e-06,2.736761852060811e-08,2.736761852060811e-08,0.0
1792,1.1573731870027717e-06,2.8484421932262194e-08,2.8484421932262194e-08,0.0
1793,8.193319607536458e-07,3.3414532347413635e-08,3.3414532347413635e-08,0.0
1794,5.970117383315352e-07,3.940244549685953e-08,3.940244549685953e-08,0.0
1795,6.60049075967046e-07,3.965586969911783e-08,3.965586969911783e-08,0.0
1796,6.97644151971742e-07,3.857975374087021e-08,3.857975374087021e-08,0.0
1797,7.53760917047787e-07,3.7532903007786445e-08,3.7532903007786445e-08,0.0
1798,8.206080143021868e-07,3.123114719219952e-08,3.123114719219952e-08,0.0
1799,8.325607560826549e-07,2.988194682172564e-08,2.988194682172564e-08,0.0
1800,8.412968424766274e-07,2.6186828197946203e-08,2.6186828197946203e-08,0.0
1801,8.175323062330011e-07,2.159193649272798e-08,2.159193649272798e-08,0.0
1802,7.668426828136685e-07,1.7848811190950594e-08,1.7848811190950594e-08,0.0
1803,7.669013533424212e-07,1.3810002982442678e-08,1.3810002982442678e-08,0.0
1804,7.087346684134641e-07,1.3067696194976212e-08,1.3067696194976212e-08,0.0
1805,6.906807681973857e-07,1.1153821041379582e-08,1.1153821041379582e-08,0.0
1806,7.049660715503186e-07,1.1252574300917623e-08,1.1252574300917623e-08,0.0
1807,7.117692218473946e-07,1.0645246208339034e-08,1.0645246208339034e-08,0.0
1808,7.513458269516247e-07,1.0664403836204071e-08,1.0664403836204071e-08,0.0
1809,7.459007308950407e-07,9.651595903445046e-09,9.651595903445046e-09,0.0
1810,7.389963018665315e-07,9.821346593140236e-09,9.821346593140236e-09,0.0
1811,6.987353994450782e-07,9.233494540390147e-09,9.233494540390147e-09,0.0
1812,7.094975152150645e-07,8.391554308571716e-09,8.391554308571716e-09,0.0
1813,6.96410243758042e-07,6.258850263459895e-09,6.258850263459895e-09,0.0
1814,7.142519880939549e-07,6.25806099005136e-09,6.25806099005136e-09,0.0
1815,7.635518061631177e-07,6.0047261131655566e-09,6.0047261131655566e-09,0.0
1816,7.723422429860096e-07,6.041717729285015e-09,6.041717729285015e-09,0.0
1817,8.165607466383205e-07,5.684009834234465e-09,5.684009834234465e-09,0.0
1818,8.449027615954816e-07,5.4626135361144995e-09,5.4626135361144995e-09,0.0
1819,8.250632065807752e-07,5.49797591580565e-09,5.49797591580565e-09,0.0
1820,8.712731057260368e-07,5.265063559737168e-09,5.265063559737168e-09,1.4739693592653273e-10
1821,8.783908924669959e-07,5.9237317273641565e-09,5.9237317273641565e-09,1.4739693592653273e-10
1822,1.0861643399299022e-06,4.889656433716892e-09,4.889656433716892e-09,1.4739693592653273e-10
1823,1.1535546491359128e-06,4.5503538794098935e-09,4.5503538794098935e-09,1.4739693592653273e-10
1824,1.128115960519998e-06,4.304551199612356e-09,4.304551199612356e-09,1.4739693592653273e-10
1825,1.1723546841884463e-06,4.094878951794405e-09,4.094878951794405e-09,2.7401374026934736e-10
1826,1.178257329164418e-06,3.343391761857971e-09,3.343391761857971e-09,2.7401374026934736e-10
1827,1.1790090914993406e-06,3.129260097077337e-09,3.129260097077337e-09,1.266168043428146e-10
1828,1.2070840398337168e-06,2.174705439537762e-09,2.174705439537762e-09,1.266168043428146e-10
1829,1.2675712517713173e-06,2.4013079144172676e-09,2.4013079144172676e-09,1.266168043428146e-10
1830,1.260813917269843e-06,2.2658332353233034e-09,2.2658332353233034e-09,1.266168043428146e-10
1831,1.2929220117387428e-06,2.276277198477926e-09,2.276277198477926e-09,1.266168043428146e-10
1832,1.4407743914749257e-06,1.9401088989314174e-09,1.9401088989314174e-09,8.5149458912375e-11
1833,1.4623618734991136e-06,2.270021948191925e-09,2.270021948191925e-09,8.5149458912375e-11
1834,1.4798222553378894e-06,1.8302291111232145e-09,1.8302291111232145e-09,8.5149458912375e-11
1835,1.4960670000618848e-06,1.6668079773550305e-09,1.6668079773550305e-09,8.5149458912375e-11
1836,1.192787627652641e-06,1.8408648732355054e-09,1.8408648732355054e-09,8.5149458912375e-11
1837,1.2299483793347982e-06,2.0970410963272457e-09,2.0970410963272457e-09,8.5149458912375e-11
1838,1.2995034320998196e-06,2.123660089051579e-09,2.123660089051579e-09,8.5149458912375e-11
1839,1.299483390734427e-06,2.180705473340895e-09,2.180705473340895e-09,0.0
1840,1.350160979589938e-06,2.0775503222531758e-09,2.0775503222531758e-09,7.558596605759606e-11
1841,1.4269885631230345e-06,2.484333405661232e-09,2.484333405661232e-09,7.558596605759606e-11
1842,1.4230683323798336e-06,2.5600283638991884e-09,2.5600283638991884e-09,7.558596605759606e-11
1843,1.4798079876397554e-06,2.3624727412447602e-09,2.3624727412447602e-09,7.558596605759606e-11
1844,1.4819408501612737e-06,1.9539485902291584e-09,1.9539485902291584e-09,7.558596605759606e-11
1845,1.453307910586383e-06,1.7153843662980656e-09,1.7153843662980656e-09,1.4232473136540794e-10
1846,1.3758406599403576e-06,1.5532605638198964e-09,1.5532605638198964e-09,1.4232473136540794e-10
1847,1.4360744801576532e-06,1.6295299831714516e-09,1.6295299831714516e-09,6.673876530781188e-11
1848,1.4725303896869133e-06,1.6865634722140754e-09,1.6865634722140754e-09,6.673876530781188e-11
1849,1.562865723566834e-06,2.1419157043250134e-09,2.1419157043250134e-09,6.673876530781188e-11
1850,1.610171645032616e-06,2.3362120611063783e-09,2.3362120611063783e-09,1.6167858321988352e-10
1851,1.6566256623004198e-06,2.666932290086775e-09,2.666932290086775e-09,1.6167858321988352e-10
1852,1.7291094179329645e-06,3.2069323744173974e-09,3.2069323744173974e-09,9.493981791207164e-11
1853,1.7673360486826693e-06,3.5277866025243807e-09,3.5277866025243807e-09,9.493981791207164e-11
1854,2.1778324383246528e-06,3.6287741700391507e-09,3.6287741700391507e-09,9.493981791207164e-11
1855,2.222419149282879e-06,3.6069148937453323e-09,3.6069148937453323e-09,9.493981791207164e-11
1856,2.272100947006298e-06,3.206493737195615e-09,3.206493737195615e-09,9.493981791207164e-11
1857,2.401031549327724e-06,3.1175327716173993e-09,3.1175327716173993e-09,0.0
1858,2.633049721875328e-06,2.998867915897969e-09,2.998867915897969e-09,5.7603513229206473e-11
1859,2.75473590655955e-06,2.8795641744088537e-09,2.8795641744088537e-09,1.1853290174787138e-10
1860,2.889724360751903e-06,2.7374702822007588e-09,2.7374702822007588e-09,1.1853290174787138e-10
1861,2.6384640737627966e-06,2.6723754637763317e-09,2.6723754637763317e-09,1.1853290174787138e-10
1862,2.737275540961751e-06,2.4816676015758178e-09,2.4816676015758178e-09,1.1853290174787138e-10
1863,2.843525408025016e-06,2.6131156920834134e-09,2.6131156920834134e-09,1.1853290174787138e-10
1864,2.9125175972564776e-06,2.8863344412956492e-09,2.8863344412956492e-09,1.1853290174787138e-10
1865,2.9175946565374034e-06,3.1598850520302743e-09,3.1598850520302743e-09,6.09293885186649e-11
1866,3.0174314815667458e-06,2.982127275278198e-09,2.982127275278198e-09,4.4239619903915386e-11
1867,3.0905586234959107e-06,3.2999083782974434e-09,3.2999083782974434e-09,1.3066453474763762e-10
1868,3.1673875063071525e-06,3.3194818957075054e-09,3.3194818957075054e-09,1.3066453474763762e-10
1869,3.24032128316633e-06,3.460202886123349e-09,3.460202886123349e-09,1.7025042090398505e-10
1870,3.3843297322684e-06,3.833054699039654e-09,3.833054699039654e-09,1.7025042090398505e-10
1871,3.5460153477678043e-06,3.6946928056685077e-09,3.6946928056685077e-09,2.5140254560669055e-10
1872,3.6351762316501535e-06,3.5259899127433006e-09,3.5259899127433006e-09,2.5140254560669055e-10
1873,3.7731903960645596e-06,3.996487617032228e-09,3.996487617032228e-09,2.4617167828010015e-10
1874,3.889400496908431e-06,3.6731699586718084e-09,3.6731699586718084e-09,1.9948747812367377e-10
1875,4.0534222145132456e-06,4.116976949829012e-09,4.116976949829012e-09,2.3960250846880426e-10
1876,4.269249659825748e-06,4.1402621331343425e-09,4.1402621331343425e-09,2.000166223124568e-10
1877,4.386467480799183e-06,4.036802860239521e-09,4.036802860239521e-09,2.349682948210585e-10
1878,4.5551871283220994e-06,4.085589105124703e-09,4.085589105124703e-09,1.5381617011835302e-10
1879,4.775590696226573e-06,4.403224229676539e-09,4.403224229676539e-09,1.5381617011835302e-10
1880,4.972971769997717e-06,4.083462774267283e-09,4.083462774267283e-09,1.1480741754102804e-10
1881,5.175181026321038e-06,4.2869368372626985e-09,4.2869368372626985e-09,1.0663229822936517e-10
1882,5.3340692959734175e-06,4.262466126091015e-09,4.262466126091015e-09,6.65172678842347e-11
1883,5.939346075527803e-06,4.984810215396302e-09,4.984810215396302e-09,6.65172678842347e-11
1884,6.132494555848618e-06,4.926505806476403e-09,4.926505806476403e-09,3.156559537563299e-11
1885,6.3766382741700256e-06,4.8320736618328346e-09,4.8320736618328346e-09,8.961215103298059e-11
1886,6.546304770641395e-06,4.7536851280735195e-09,4.7536851280735195e-09,8.961215103298059e-11
1887,6.755536040665382e-06,4.8735848690029115e-09,4.8735848690029115e-09,8.961215103298059e-11
1888,6.997079253778793e-06,5.025729039281097e-09,5.025729039281097e-09,8.504939807973955e-11
1889,7.240500313595735e-06,4.7451461807465225e-09,4.7451461807465225e-09,1.1122029289608752e-10
1890,7.036134125623253e-06,4.05569577921483e-09,4.05569577921483e-09,1.1122029289608752e-10
1891,7.261723242533792e-06,3.850252592942281e-09,3.850252592942281e-09,1.3682534470506524e-10
1892,7.364310476987157e-06,3.7098504902997676e-09,3.7098504902997676e-09,1.0125037118248668e-10
1893,7.5214034690621446e-06,3.5966769562634227e-09,3.5966769562634227e-09,1.2431204478500846e-10
1894,7.607359228651538e-06,3.45819909216719e-09,3.45819909216719e-09,1.4640381764051214e-10
1895,7.720854552774523e-06,3.668642500898045e-09,3.668642500898045e-09,1.4057218286226255e-10
