ngram,worker,workr,workr,woker
1896,7.848841830439466e-06,3.6946669850530203e-09,3.6946669850530203e-09,1.3378171388150102e-10
1897,7.95937986757573e-06,3.813643940325002e-09,3.813643940325002e-09,1.3378171388150102e-10
1898,8.155065578258863e-06,3.919503103030511e-09,3.919503103030511e-09,1.4425299843523476e-10
1899,8.389198488397856e-06,4.211400720218908e-09,4.211400720218908e-09,1.3999532287391403e-10
1900,8.702250722438163e-06,4.2854006375238535e-09,4.2854006375238535e-09,1.1693364927139223e-10
1901,9.019466623223188e-06,4.511895967951318e-09,4.511895967951318e-09,1.119785633266598e-10
1902,9.322781287275056e-06,4.29281191546441e-09,4.29281191546441e-09,9.080735568251746e-11
1903,9.553072361865946e-06,4.199897350533531e-09,4.199897350533531e-09,1.033052195374497e-10
1904,9.941726472918941e-06,4.072884315523392e-09,4.072884315523392e-09,1.984276612069077e-10
1905,1.0498719737889977e-05,4.278835508131351e-09,4.278835508131351e-09,1.6235132484419624e-10
1906,1.0941002723744272e-05,4.178975451399733e-09,4.178975451399733e-09,1.9068237663447515e-10
1907,1.143845812683659e-05,4.407444123951823e-09,4.407444123951823e-09,2.1998272449673196e-10
1908,1.1970890747241875e-05,4.644927299933345e-09,4.644927299933345e-09,2.440193999245618e-10
1909,1.2870484949546932e-05,4.748555897699751e-09,4.748555897699751e-09,2.99143436212544e-10
1910,1.4317649921784842e-05,4.9931196003224645e-09,4.9931196003224645e-09,3.361345963475466e-10
1911,1.5196602622121905e-05,5.084975171091141e-09,5.084975171091141e-09,2.689680184924421e-10
1912,1.5952664788138854e-05,4.900029144343827e-09,4.900029144343827e-09,2.9779623410077146e-10
1913,1.729859676353434e-05,4.812103921685613e-09,4.812103921685613e-09,2.9414503174444006e-10
1914,1.8386468322465328e-05,4.649301451767737e-09,4.649301451767737e-09,3.817766004126406e-10
1915,2.0043057312640095e-05,4.6838721472803564e-09,4.6838721472803564e-09,4.521742920569695e-10
1916,2.1856891960071933e-05,4.852777862091833e-09,4.852777862091833e-09,5.776725982485433e-10
1917,2.3287060425250923e-05,4.890109713987353e-09,4.890109713987353e-09,5.227688827459862e-10
1918,2.4656141769290635e-05,4.9797124519151174e-09,4.9797124519151174e-09,5.523339751837117e-10
1919,2.6139543219220025e-05,4.999997876049227e-09,4.999997876049227e-09,6.797689682972294e-10
1920,2.6650002057847034e-05,4.954700078790048e-09,4.954700078790048e-09,6.600768671728905e-10
1921,2.7505246440081726e-05,4.6039430046107555e-09,4.6039430046107555e-09,6.555913837596223e-10
1922,2.790174377358718e-05,4.146584282287742e-09,4.146584282287742e-09,6.889280981010287e-10
1923,2.781266734278428e-05,4.074338327037757e-09,4.074338327037757e-09,6.065195340013549e-10
1924,2.7586421440771248e-05,3.752830332207477e-09,3.752830332207477e-09,6.658183924836334e-10
1925,2.7783705393501024e-05,3.5773176484557976e-09,3.5773176484557976e-09,7.003181368148148e-10
1926,2.7796266554755027e-05,3.6825709148757824e-09,3.6825709148757824e-09,5.899008543546508e-10
1927,2.8713927999238615e-05,3.992105979122584e-09,3.992105979122584e-09,5.89437578111886e-10
1928,2.9324686173432773e-05,4.082844792411119e-09,4.082844792411119e-09,5.226101178796532e-10
1929,2.9577012485658217e-05,4.080248995817572e-09,4.080248995817572e-09,4.788455386174815e-10
1930,2.997893040758624e-05,3.893541394057414e-09,3.893541394057414e-09,3.806317602375994e-10
1931,3.0460252414091622e-05,3.9225250666622256e-09,3.9225250666622256e-09,4.3853221450998857e-10
1932,3.0954283439703954e-05,3.88991420027399e-09,3.88991420027399e-09,4.883709904733382e-10
1933,3.187894617440179e-05,3.781404300795543e-09,3.781404300795543e-09,5.12026540214602e-10
1934,3.248356733820401e-05,3.6601383194120476e-09,3.6601383194120476e-09,6.016275374712673e-10
1935,3.3370317396475e-05,4.115064225881529e-09,4.115064225881529e-09,6.671202320721445e-10
1936,3.500478903463643e-05,4.199944741196353e-09,4.199944741196353e-09,6.287893380577511e-10
1937,3.6130315753065846e-05,4.094675297240867e-09,4.094675297240867e-09,7.185590059474326e-10
1938,3.7185700680960766e-05,4.479780419635355e-09,4.479780419635355e-09,9.57182222371955e-10
1939,3.86490927277399e-05,4.680304968981577e-09,4.680304968981577e-09,9.148988471580871e-10
1940,3.9778732441066366e-05,5.081269944489415e-09,5.081269944489415e-09,9.227771562742809e-10
1941,4.107343608796198e-05,5.1967908072063955e-09,5.1967908072063955e-09,8.93173487551532e-10
1942,4.185816266856689e-05,4.933284384175554e-09,4.933284384175554e-09,9.315100992145021e-10
1943,4.185435266533334e-05,4.9901201900784795e-09,4.9901201900784795e-09,9.116044546215412e-10
1944,4.245627237001567e-05,5.008612730910451e-09,5.008612730910451e-09,9.736053669622586e-10
1945,4.338641675920891e-05,4.748092617491904e-09,4.748092617491904e-09,7.727418823869467e-10
1946,4.361141587391363e-05,5.6231297396180935e-09,5.6231297396180935e-09,8.220987105353064e-10
1947,4.313968903651195e-05,5.123138072501579e-09,5.123138072501579e-09,7.943898515185208e-10
1948,4.278566484572366e-05,6.858016725936571e-09,6.858016725936571e-09,7.971541482465483e-10
1949,4.227859348507731e-05,6.856641698860244e-09,6.856641698860244e-09,6.817181938004576e-10
1950,4.242927025188692e-05,6.674414608300237e-09,6.674414608300237e-09,9.43371095526605e-10
1951,4.1907896437416116e-05,6.757956448412626e-09,6.757956448412626e-09,1.0067387875726093e-09
1952,4.1210191869010616e-05,6.6214259472222434e-09,6.6214259472222434e-09,1.0887571955109365e-09
1953,4.059879886751462e-05,5.394519307446087e-09,5.394519307446087e-09,1.096716638139737e-09
1954,4.0258083962336446e-05,5.378877597296748e-09,5.378877597296748e-09,1.2212371828087702e-09
1955,3.9545750041725114e-05,3.624090170818915e-09,3.624090170818915e-09,1.2371969401340062e-09
1956,3.9482131147191725e-05,3.5435122138137233e-09,3.5435122138137233e-09,1.364800685164726e-09
1957,3.928197215178183e-05,3.702547950774309e-09,3.702547950774309e-09,1.251397017755705e-09
1958,3.9030656418097874e-05,3.6542635266962567e-09,3.6542635266962567e-09,1.2385894849436291e-09
1959,3.8573000243299506e-05,3.856353585669175e-09,3.856353585669175e-09,1.1570553880093014e-09
1960,3.829863531531633e-05,4.051171271462246e-09,4.051171271462246e-09,1.2225080947558808e-09
1961,3.8369962047519425e-05,4.081905702335575e-09,4.081905702335575e-09,1.2284057263453212e-09
1962,3.826871397905052e-05,3.7856668593556316e-09,3.7856668593556316e-09,1.2391652783248576e-09
1963,3.772877036161455e-05,3.774626611274812e-09,3.774626611274812e-09,1.2756263347211772e-09
1964,3.678550846026545e-05,3.688290181206152e-09,3.688290181206152e-09,1.3093032055369998e-09
1965,3.6314716583417195e-05,3.6961571581173303e-09,3.6961571581173303e-09,1.3097193488472873e-09
1966,3.5648291876506324e-05,3.6754202221394347e-09,3.6754202221394347e-09,1.2634132628974726e-09
1967,3.5305464864775005e-05,3.648430700410797e-09,3.648430700410797e-09,1.3683212975377857e-09
1968,3.4812066587619483e-05,3.6048692919621317e-09,3.6048692919621317e-09,1.3476499440199875e-09
1969,3.4888970341333856e-05,3.6611473535381425e-09,3.6611473535381425e-09,1.4508758797556913e-09
1970,3.515379025234974e-05,3.764244566844306e-09,3.764244566844306e-09,1.4106499143399072e-09
1971,3.5600533010438085e-05,3.851336202334973e-09,3.851336202334973e-09,1.3290315673383395e-09
1972,3.6080968649392684e-05,4.000317156892054e-09,4.000317156892054e-09,1.3523662507302398e-09
1973,3.663857205538079e-05,3.914681277551933e-09,3.914681277551933e-09,1.4521238655973434e-09
1974,3.717101883791786e-05,3.8742450834762715e-09,3.8742450834762715e-09,1.295968316788227e-09
1975,3.76488507234691e-05,3.74694148724026e-09,3.74694148724026e-09,1.3879450763302055e-09
1976,3.780484517587216e-05,3.5756104743711603e-09,3.5756104743711603e-09,1.3412648769417501e-09
1977,3.877646512202253e-05,3.27105935988519e-09,3.27105935988519e-09,1.3840739824086005e-09
1978,3.939856157688025e-05,3.0875053942074668e-09,3.0875053942074668e-09,1.4040581395948136e-09
1979,3.963354382514288e-05,2.708282360280074e-09,2.708282360280074e-09,1.324275197437227e-09
1980,3.942140964292256e-05,2.4869082348999427e-09,2.4869082348999427e-09,1.3130089238089226e-09
1981,3.8825672943078515e-05,2.4416217936362727e-09,2.4416217936362727e-09,1.4699926989944094e-09
1982,3.858300260617398e-05,2.4655820559818918e-09,2.4655820559818918e-09,1.4557660315312709e-09
1983,3.828932520783772e-05,2.433456452217391e-09,2.433456452217391e-09,1.486868628219895e-09
1984,3.719965908593232e-05,2.3302145609907907e-09,2.3302145609907907e-09,1.4773237871119299e-09
1985,3.6550067826673125e-05,2.2468256461698796e-09,2.2468256461698796e-09,1.5383815491328993e-09
1986,3.5718654024614284e-05,2.204968366622698e-09,2.204968366622698e-09,1.5855224752162452e-09
1987,3.5430129043691393e-05,2.2304660975334757e-09,2.2304660975334757e-09,1.5411148230575528e-09
1988,3.5042879712169194e-05,2.0596595381608805e-09,2.0596595381608805e-09,1.3031418087474022e-09
1989,3.463767175812141e-05,1.910879613272901e-09,1.910879613272901e-09,1.1657541440105286e-09
1990,3.4284874605613626e-05,1.7827060304144636e-09,1.7827060304144636e-09,1.0724058942455729e-09
1991,3.364633500625912e-05,1.8875263415755026e-09,1.8875263415755026e-09,9.535524195644233e-10
1992,3.2666848450649665e-05,1.7583539862237834e-09,1.7583539862237834e-09,8.247312832665443e-10
1993,3.229907425910434e-05,1.7778471234868626e-09,1.7778471234868626e-09,7.472362014862962e-10
1994,3.2030168378176836e-05,1.671820634311213e-09,1.671820634311213e-09,6.515839375989937e-10
1995,3.1982823721981344e-05,1.6133595412018816e-09,1.6133595412018816e-09,6.508954486506013e-10
1996,3.1707401181587814e-05,1.5650481387043312e-09,1.5650481387043312e-09,6.015315864463641e-10
1997,3.1101357048360766e-05,1.613264870898539e-09,1.613264870898539e-09,6.158152004205014e-10
1998,3.073256760087263e-05,1.472302517997142e-09,1.472302517997142e-09,6.013311237840213e-10
1999,3.0530189178534783e-05,1.6483345323590827e-09,1.6483345323590827e-09,5.492818858484786e-10
2000,2.9989387777667226e-05,1.480593806288003e-09,1.480593806288003e-09,4.696844223074845e-10
2001,2.936617628230514e-05,1.4463308804581386e-09,1.4463308804581386e-09,4.640694852207718e-10
2002,2.8790212257133264e-05,1.4577034024298996e-09,1.4577034024298996e-09,4.1222952432537086e-10
2003,2.8149713086479877e-05,1.574677578806773e-09,1.574677578806773e-09,4.3402713566033565e-10
2004,2.753972122653587e-05,1.5651079638650295e-09,1.5651079638650295e-09,3.3845685579577834e-10
2005,2.6829298544076403e-05,1.5103248175916762e-09,1.5103248175916762e-09,3.452706989362905e-10
2006,2.616908906410182e-05,1.3314140425078692e-09,1.3314140425078692e-09,3.2761760566340266e-10
2007,2.5663985070423223e-05,1.2930197706190987e-09,1.2930197706190987e-09,3.2884073043946774e-10
2008,2.5034967101029387e-05,1.1733053893538325e-09,1.1733053893538325e-09,2.787944775833091e-10
2009,2.4096661685949323e-05,1.017864621953381e-09,1.017864621953381e-09,2.702553557926939e-10
2010,2.342933138217112e-05,8.274255209566356e-10,8.274255209566356e-10,2.2260480760292823e-10
2011,2.293203163260062e-05,6.495839679646462e-10,6.495839679646462e-10,2.1129926776529218e-10
2012,2.2563421485496553e-05,5.012686912378836e-10,5.012686912378836e-10,1.6806698096719482e-10
2013,2.245128884429245e-05,4.717851010654123e-10,4.717851010654123e-10,1.6908923467744737e-10
2014,2.2097804633501384e-05,3.8556770573913314e-10,3.8556770573913314e-10,1.419106052907055e-10
2015,2.1567361078008878e-05,3.922547019339996e-10,3.922547019339996e-10,1.6948273637692627e-10
2016,2.1441328239494135e-05,3.821312720618332e-10,3.821312720618332e-10,2.343192693448388e-10
2017,2.1322273823898286e-05,3.5507178794413896e-10,3.5507178794413896e-10,2.447152075886934e-10
2018,2.1163735073059798e-05,4.065880784831499e-10,4.065880784831499e-10,2.741601820566153e-10
2019,2.103507767969859e-05,4.895455967685036e-10,4.895455967685036e-10,3.0532122489990154e-10
