ngram,black,blak,blac,blackk
1887,0.00010843450581887737,6.21107330646607e-08,5.476568024472986e-08,2.7633968526151266e-11
1888,0.00010812461135044162,6.148130893279813e-08,5.447000615634222e-08,5.4636810948543206e-11
1889,0.0001072560075304604,5.804203999965856e-08,5.50093451425125e-08,5.4636810948543206e-11
1890,0.0001087967975763604,5.929497198004745e-08,5.2429694363809176e-08,1.0522819123995727e-10
1891,0.00010977044647526262,6.584202897183136e-08,4.941672874078254e-08,1.0522819123995727e-10
1892,0.00011000791917987434,6.68942042076586e-08,4.8498874503723396e-08,1.2769977337472634e-10
1893,0.00011084867375237601,6.474510629215859e-08,4.58349031110369e-08,1.2769977337472634e-10
1894,0.0001094821428913357,6.502506013004807e-08,4.2239021423386344e-08,1.0006580484857506e-10
1895,0.00011003663322688746,6.357272295888703e-08,4.158752123625423e-08,7.306296242618312e-11
1896,0.00011016259356568168,6.90479911976841e-08,3.991493713328964e-08,7.306296242618312e-11
1897,0.00011099547555204481,6.72125405490728e-08,3.973082383725211e-08,2.247158213476906e-11
1898,0.00011100171624483275,5.926266258679139e-08,3.931418187822341e-08,2.247158213476906e-11
1899,0.00011058929313938799,5.636717251685955e-08,3.801984860274388e-08,0.0
1900,0.00010946923430310562,5.970468462481091e-08,3.700958270006335e-08,0.0
1901,0.00011029801576764189,5.522070267716117e-08,3.740271686020995e-08,1.7136686910771257e-11
1902,0.00010976797057082877,5.79313765212776e-08,3.698128482808118e-08,1.7136686910771257e-11
1903,0.00010909158923563414,5.41171039409554e-08,3.7911043193616933e-08,1.7136686910771257e-11
1904,0.00010729242577716442,6.457813889986547e-08,3.658633472371418e-08,1.7136686910771257e-11
1905,0.00010566754021315969,7.254766641397379e-08,3.624479510173322e-08,3.2383549215213896e-11
1906,0.00010437112151911216,6.904712763449489e-08,3.9023800318156125e-08,4.78985353364563e-11
1907,0.0001032026598945127,6.437500209090428e-08,3.975678402363363e-08,4.78985353364563e-11
1908,0.0001011615916338217,6.737031783237463e-08,4.008864960626722e-08,3.076184842568505e-11
1909,0.00010046023713325017,5.8170024479815245e-08,4.0056412789876306e-08,3.076184842568505e-11
1910,9.894217406066932e-05,5.617007811257021e-08,3.8295007799758555e-08,3.076184842568505e-11
1911,9.769405733095482e-05,4.788862538264636e-08,3.842214521146811e-08,4.473978033286181e-11
1912,9.734992948194434e-05,3.629327162611519e-08,3.70887018874555e-08,4.390702583258386e-11
1913,9.65509534580633e-05,3.828825003081095e-08,3.260451134475975e-08,4.26899587108969e-11
1914,9.497260284011386e-05,3.4913724990458054e-08,3.126258769319585e-08,4.26899587108969e-11
1915,9.327086445409805e-05,3.172502489284008e-08,2.9312538935804307e-08,4.26899587108969e-11
1916,9.122533914965711e-05,3.6020322978304516e-08,2.975098339114928e-08,4.26899587108969e-11
1917,9.057087715648646e-05,3.319237989225192e-08,2.8963341693253952e-08,4.26899587108969e-11
1918,9.100225932862876e-05,3.00031184658727e-08,2.8589174202612152e-08,7.185274399277932e-11
1919,9.089888356226896e-05,3.0253724604887925e-08,2.8587030901202785e-08,5.743863618861462e-11
1920,9.435983832060759e-05,2.9194253363990745e-08,2.8931486539818252e-08,6.634237207211616e-11
1921,9.545436893988932e-05,3.265333451249067e-08,2.8251587735894645e-08,6.634237207211616e-11
1922,9.877254134542974e-05,3.108006195264222e-08,2.955360883000984e-08,6.634237207211616e-11
1923,0.00010196436778642237,2.8671686992863343e-08,3.3764685523708845e-08,6.634237207211616e-11
1924,0.00010395810282456555,3.125135071359507e-08,3.7386641084578646e-08,6.634237207211616e-11
1925,0.00010570484612669264,3.288697847381172e-08,4.293606587728911e-08,2.3201654883056986e-11
1926,0.0001070628994576899,3.4493208543397354e-08,4.6125596041081603e-08,2.3201654883056986e-11
1927,0.00010512369460359748,3.4853893231862846e-08,4.9589393163224875e-08,0.0
1928,0.00010471647588669189,3.233366184320273e-08,5.4087373310299624e-08,2.2809486442478187e-11
1929,0.0001031476619703296,3.22631318486596e-08,5.6195632782061825e-08,2.2809486442478187e-11
1930,0.00010029321856563911,3.3476908356533386e-08,5.495988172502361e-08,2.2809486442478187e-11
1931,9.894410218943708e-05,3.26614697192846e-08,5.724376198453943e-08,2.2809486442478187e-11
1932,9.733692942453282e-05,2.9377368347484534e-08,5.2972249063389295e-08,2.2809486442478187e-11
1933,9.673630847828463e-05,2.899213643762063e-08,5.328133058567021e-08,2.2809486442478187e-11
1934,9.54706857945504e-05,3.137186967348628e-08,5.1887304611649854e-08,4.527736122536144e-11
1935,9.496365860936098e-05,3.1314239074780355e-08,5.500232244263056e-08,2.2467874782883257e-11
1936,9.389614777839077e-05,3.1006006651068674e-08,5.5362980231978195e-08,2.2467874782883257e-11
1937,9.38256790894749e-05,2.8314677586698574e-08,5.516182000064873e-08,2.2467874782883257e-11
1938,9.252524510624685e-05,2.6313070072043436e-08,5.315142205729119e-08,2.2467874782883257e-11
1939,9.128470056956368e-05,2.5961530576117705e-08,5.2689778889154175e-08,2.2467874782883257e-11
1940,9.007116126927681e-05,2.299462410957988e-08,5.153664009835016e-08,2.2467874782883257e-11
1941,8.921696696363921e-05,1.8280708502516063e-08,5.135785638036136e-08,0.0
1942,8.92539371436994e-05,1.750288092239316e-08,4.680166501965946e-08,0.0
1943,8.968140069295519e-05,1.5800368759398353e-08,4.600001750938125e-08,2.1453325227405173e-11
1944,8.93329779501073e-05,1.6563291183047113e-08,4.4179667924026944e-08,2.1453325227405173e-11
1945,8.965679444372654e-05,1.73899353330041e-08,4.289552992174452e-08,5.899216631061982e-11
1946,8.967448229668662e-05,1.924462570254296e-08,4.331155015587943e-08,7.554027046742716e-11
1947,8.898871913385977e-05,2.1429328407001387e-08,4.384295796252705e-08,1.086542225240247e-10
1948,8.813783123124657e-05,2.136877138728518e-08,4.398297243873068e-08,1.2575422251145544e-10
1949,8.64727220947056e-05,2.4952258925736714e-08,4.294163856245957e-08,1.597665472141685e-10
1950,8.565287862438709e-05,2.4881123193511356e-08,4.169189996413739e-08,1.3831322198676332e-10
1951,8.416045186874856e-05,2.379889504514462e-08,4.155251431825491e-08,1.5486232038794005e-10
1952,8.26394181266161e-05,2.3164833860635425e-08,4.010209916519411e-08,1.1732347930472542e-10
1953,8.190685704383733e-05,2.1499836323966648e-08,3.932262972382107e-08,1.321538483803738e-10
1954,8.076900017580815e-05,2.28514771549726e-08,3.7623475890313784e-08,9.903989632377628e-11
1955,7.985168278017747e-05,2.5573787151448154e-08,3.561950912001066e-08,9.643414836510037e-11
1956,7.945207575435884e-05,2.300986093725247e-08,3.4779941466516514e-08,6.24218236623873e-11
1957,7.800604570158092e-05,2.4412777323488755e-08,3.3520218727695853e-08,6.24218236623873e-11
1958,7.785379836734916e-05,2.530179875139181e-08,3.127386730536078e-08,4.5872725261210585e-11
1959,7.77023087721318e-05,2.689773254920575e-08,3.156064083092198e-08,4.5872725261210585e-11
1960,7.690718796636377e-05,2.984135833677166e-08,3.1071399421632254e-08,2.5082112973885883e-11
1961,7.666844924512719e-05,2.924933666698897e-08,2.941840523565783e-08,3.6337681871437664e-11
1962,7.665782946527802e-05,2.981345735366046e-08,2.9989494062679766e-08,2.1843429842682838e-11
1963,7.602584186575509e-05,3.083544137487999e-08,2.988253175065633e-08,2.1843429842682838e-11
1964,7.62685906790596e-05,3.262418779570453e-08,2.960717893074616e-08,3.083673990758992e-11
1965,7.831709288958726e-05,3.3509238558541e-08,3.0033371599204525e-08,3.083673990758992e-11
1966,8.289360578471263e-05,3.299977281910417e-08,2.9524946804875592e-08,3.083673990758992e-11
1967,8.832816092763096e-05,3.2121724201163356e-08,3.1471846842886664e-08,2.9093557919944247e-11
1968,9.412432492743912e-05,3.1640726863965285e-08,3.3166276836027464e-08,1.7837989022392466e-11
1969,9.993133841947253e-05,3.028037401772313e-08,3.4370461016968486e-08,1.7837989022392466e-11
1970,0.00010468211361772514,2.8804748047101773e-08,3.389940138122581e-08,4.414651580805387e-11
1971,0.00010909927888340982,2.6514427478982076e-08,3.4104640889154325e-08,3.5153205743146796e-11
1972,0.00011118674280753891,2.5524675198848205e-08,3.3656518334217774e-08,4.384865090071141e-11
1973,0.00011016837899140748,2.352098021114151e-08,3.2406919053024856e-08,6.035684452232459e-11
1974,0.00010843877160888431,2.170261583143786e-08,3.0058216233490905e-08,5.15121655648392e-11
1975,0.00010693946907330038,2.227513462571551e-08,2.8265308316122173e-08,5.15121655648392e-11
1976,0.00010470198737623702,2.153440701947927e-08,2.542091032913569e-08,5.954859670840941e-11
1977,0.00010375576883754028,2.2634796893937292e-08,2.549110459223617e-08,4.126648080788569e-11
1978,0.00010283821445357586,2.1718318318367632e-08,2.4742158797965075e-08,4.126648080788569e-11
1979,0.0001023483439764407,2.015639502924874e-08,2.491254161692983e-08,4.069873654358577e-11
1980,0.00010219794369602044,2.1064045618857108e-08,2.5565488519825e-08,2.4190542921972582e-11
1981,0.00010173222835874185,2.0173277905298293e-08,2.4591913521427548e-08,2.4190542921972582e-11
1982,0.0001016526813535685,1.7577589161987817e-08,2.43348442349348e-08,2.4190542921972582e-11
1983,0.0001024024885347379,1.6459582649222933e-08,2.443553118577516e-08,3.0959123161914246e-11
1984,0.00010318084553416287,1.4511301493769224e-08,2.3381485953726562e-08,2.293271227677656e-11
1985,0.00010427219136285462,1.4270234010333688e-08,2.241853077781083e-08,3.7400862169206e-11
1986,0.00010522956810226398,1.559302160407989e-08,2.120344306482431e-08,3.618171635315954e-11
1987,0.00010694220587278583,1.5212374724983746e-08,2.188266456926158e-08,3.618171635315954e-11
1988,0.00010858947644010186,1.4790289374185965e-08,2.135124711953397e-08,1.1935863408751857e-10
1989,0.00010942044900730252,1.4653294070196158e-08,2.072590505568834e-08,1.1935863408751857e-10
1990,0.00011049632511068401,1.5137393433966347e-08,1.9920983719755114e-08,1.1786854726374736e-10
1991,0.00011129980079463817,1.4900158694177077e-08,1.9768285548187644e-08,1.1786854726374736e-10
1992,0.00011132783609874812,1.4734166268023533e-08,1.972438796420712e-08,1.0340039737131792e-10
1993,0.00011276994129210445,1.4586005673119677e-08,1.932317544068545e-08,1.09374560995436e-10
1994,0.00011359474488667079,1.5759294187083535e-08,1.6653310096005824e-08,1.09374560995436e-10
1995,0.00011487251218308561,1.6609308341384932e-08,1.901864215320919e-08,2.619764326107697e-11
1996,0.00011692774257556136,1.6592897722489397e-08,1.869799375648589e-08,2.619764326107697e-11
1997,0.00011910435776891453,1.732694419688739e-08,1.8344681456434435e-08,2.4387767599038616e-11
1998,0.00012127988884458318,1.8202634193593374e-08,1.7738962299063132e-08,3.59433425483375e-11
1999,0.00012387466475567116,1.8657009397721984e-08,1.7252157036296012e-08,4.678983093832554e-11
2000,0.00012567344570665488,2.0106496784982094e-08,1.7285241428664577e-08,3.390711223698923e-11
2001,0.00012777156682984372,2.0582376945656377e-08,1.796658466446388e-08,3.390711223698923e-11
2002,0.00013047457157102014,2.0475225324746915e-08,1.52355552935595e-08,3.390711223698923e-11
2003,0.00013254351090706353,2.0822747209032448e-08,1.5369951914375894e-08,4.4223386857262477e-11
2004,0.00013442396967937903,2.1293652047964836e-08,1.570553947211855e-08,3.271833795956017e-11
2005,0.0001372461868283738,2.1905091074359007e-08,1.546854377920681e-08,3.1099949996235157e-11
2006,0.00014178019773680717,2.254432805516769e-08,1.559328780384054e-08,2.0253461606247113e-11
2007,0.0001466408305402313,2.1717075122345316e-08,1.4839657756583944e-08,3.098778376754905e-11
2008,0.00015166584593576511,1.9961011637243635e-08,1.3762859931075257e-08,4.1569942924432215e-11
2009,0.00015377534977493009,1.9496497622688887e-08,1.3021087763576134e-08,4.571862209249275e-11
2010,0.0001561688633436071,1.95908203945042e-08,1.4037601367026094e-08,4.359013968232731e-11
2011,0.00016037378061030592,1.8616624432508744e-08,1.2377420739133932e-08,5.751733043219647e-11
2012,0.00016349448664446494,1.7630150038274095e-08,1.2154932552529577e-08,5.2920000970632255e-11
2013,0.00016340843077549444,1.765057306662194e-08,1.1630411554465679e-08,6.36220463713049e-11
2014,0.00016318244784737805,1.6760875354293603e-08,1.3585747511107066e-08,6.847497395490176e-11
2015,0.000162040935330359,1.7615998057099854e-08,1.3888031423294121e-08,6.87541573773138e-11
2016,0.000164467710419558,2.0098456486396443e-08,1.4953854725925046e-08,6.460547820925327e-11
2017,0.000166062399027093,2.0491723873306e-08,1.341981688736856e-08,6.58206336656697e-11
2018,0.00016502512444276362,2.1340390787827346e-08,1.505088462749882e-08,5.948669334898682e-11
2019,0.0001640252085053362,2.2741348360000302e-08,1.6159696691886438e-08,6.501361601851663e-11
