ngram,meat,met,mat,meatt
1824,2.5758046571614352e-05,0.00011042463302146643,3.400707977821834e-06,1.271871798356829e-09
1825,2.5716092880299713e-05,0.00011036995212115081,3.310827131437171e-06,1.472687337157806e-09
1826,2.5139110221061856e-05,0.0001109262479336134,3.2158989142772043e-06,2.3888740668149514e-09
1827,2.429715589512073e-05,0.0001103802808626954,3.2268173007261273e-06,2.2414771308884187e-09
1828,2.413916653105324e-05,0.00010984988226222672,3.160438317146535e-06,1.727260112716067e-09
1829,2.3154446742929785e-05,0.00010830856315026592,3.1444141248877192e-06,1.7975343911759622e-09
1830,2.3125105404428075e-05,0.00010883675401730995,3.036287028278041e-06,1.516608854374673e-09
1831,2.2755031230709782e-05,0.00010864604804997466,3.0339500816418356e-06,1.9810821396047474e-09
1832,2.2289721008356927e-05,0.00010884878117524619,3.0386455754134138e-06,1.771530652331218e-09
1833,2.2258158683793488e-05,0.00010914516730865995,2.9834460682260603e-06,1.0349595307752273e-09
1834,2.2494118508932714e-05,0.00010930334766661482,2.9289047103832544e-06,1.8655614672117136e-09
1835,2.2199763926827082e-05,0.00011033818529020729,2.932489776087875e-06,2.0331282689158213e-09
1836,2.3100480705449756e-05,0.00011267595774760204,2.91707488031534e-06,2.4882822627755476e-09
1837,2.3164867993078326e-05,0.0001136473469419538,2.8905230919917813e-06,2.720606486126899e-09
1838,2.3241352859518622e-05,0.00011411334084446676,2.862992135175903e-06,2.8667391793746333e-09
1839,2.3838905170643037e-05,0.00011444166219527168,2.8402148797925164e-06,3.4542546442243147e-09
1840,2.4095220526630457e-05,0.00011432289362086781,2.856729127285819e-06,3.2755135270789992e-09
1841,2.4402632074530368e-05,0.00011525803607323073,2.8926078812219203e-06,2.8647772566868314e-09
1842,2.4307491133056048e-05,0.00011522546161099203,2.8999092722057995e-06,3.062103079035491e-09
1843,2.424474093589067e-05,0.00011454805748404137,2.916919973878456e-06,4.766208697556554e-09
1844,2.4380051919641638e-05,0.00011410124404522191,2.932482500130261e-06,5.001364465430567e-09
1845,2.4384157118869814e-05,0.00011462693094342415,2.9188482975379363e-06,5.1916236389258435e-09
1846,2.385329519581449e-05,0.00011377866238555206,2.9274250599493305e-06,5.151234740351031e-09
1847,2.3800327783517006e-05,0.00011327606625854969,2.9519103788646006e-06,5.424301071802315e-09
1848,2.334344753762707e-05,0.00011215509792756555,2.9328973596420838e-06,5.605999854805889e-09
1849,2.343164955423812e-05,0.00011255806748522446,2.931972630904056e-06,5.509804929764479e-09
1850,2.3397118638968095e-05,0.00011398773390932806,2.9529145909431724e-06,3.3752108568358655e-09
1851,2.3080925270083492e-05,0.00011389056245596813,2.97662375357634e-06,3.743445601119991e-09
1852,2.3174267750748966e-05,0.00011367394888241376,3.0008355419600515e-06,2.9425804491469064e-09
1853,2.3401597250735256e-05,0.00011463240454239505,3.015261589618084e-06,2.7560077236239114e-09
1854,2.3346830598062036e-05,0.00011567003821255639,2.9864924532116025e-06,2.382271320687325e-09
1855,2.3194249869058175e-05,0.00011674524077014732,2.9571175608517867e-06,2.2007208634798404e-09
1856,2.3416697721196605e-05,0.00011666518548736349,2.9416981176057433e-06,2.528408835475052e-09
1857,2.3581601323842604e-05,0.00011614362301770598,2.9457920780779593e-06,2.9148112851944727e-09
1858,2.3857497840903568e-05,0.00011658597941277549,2.9248157521318978e-06,3.1159597798805348e-09
1859,2.3696901085453908e-05,0.00011596929315211517,2.9252003384629333e-06,3.420606722473859e-09
1860,2.36686973948963e-05,0.00011556631631849865,2.9149296096875332e-06,3.6216964705015897e-09
1861,2.4192716799526742e-05,0.00011533336614125542,2.895752394189393e-06,4.474981496471742e-09
1862,2.4912815466190557e-05,0.00011580683453108318,2.888102147023476e-06,4.500713674764662e-09
1863,2.563590091345499e-05,0.00011609261959425307,2.8440846823026992e-06,4.143017405335212e-09
1864,2.592727651062887e-05,0.0001154918915874857,2.7904958902321856e-06,3.944245866424215e-09
1865,2.6530115064815618e-05,0.00011470423799307485,2.795206650521972e-06,3.0842888402001935e-09
1866,2.7153132967734045e-05,0.00011465574165673129,2.7412626358065088e-06,3.0008400050566107e-09
1867,2.7141884856973775e-05,0.0001143346744356677,2.77293747785734e-06,2.398534870717839e-09
1868,2.6987922735445735e-05,0.00011393555178074166,2.8010374860189458e-06,1.6739947761301721e-09
1869,2.6555085891491865e-05,0.00011323046679275908,2.8386233939922282e-06,1.505349805126193e-09
1870,2.5889213637648417e-05,0.00011218919410436814,2.8607615994198047e-06,1.6890250230185343e-09
1871,2.5573778527489465e-05,0.00011180795471383525,2.9323775834200205e-06,1.4470303566493925e-09
1872,2.5189553395778474e-05,0.00011203213320446334,2.95645440928638e-06,2.621530631463642e-09
1873,2.466787295166536e-05,0.00011222166358493268,3.0322805092250097e-06,2.7124025446325005e-09
1874,2.485334438720851e-05,0.00011207485450930628,2.992279275661401e-06,3.337838763320785e-09
1875,2.456768197589554e-05,0.00011157637345604599,3.0175646575766483e-06,3.399282153379194e-09
1876,2.448637236999015e-05,0.00011092711793025956,3.0481177353587034e-06,3.198844923073858e-09
1877,2.4407976525253616e-05,0.00011064680958432811,3.1330233209051324e-06,2.811431976112999e-09
1878,2.449104327492283e-05,0.00011046849145454221,3.133244685419153e-06,3.0611387908623708e-09
1879,2.424365266051609e-05,0.00010985728814765545,3.1694233127512106e-06,1.8843013855589827e-09
1880,2.4399085564904715e-05,0.00010931460045477641,3.2121040476340568e-06,1.7037780987637164e-09
1881,2.441394203093036e-05,0.00010906148548071672,3.3418210218120033e-06,1.106532480722931e-09
1882,2.4509481331084055e-05,0.00010887549641276044,3.5522518179017685e-06,1.1899380964701984e-09
1883,2.4410371354731198e-05,0.00010795306817661705,3.6142744517876835e-06,1.1775193835867575e-09
1884,2.4320529389245037e-05,0.00010738663591577538,3.5702285978394296e-06,1.6002313323643896e-09
1885,2.4081622281560806e-05,0.00010669522557041741,3.5869561543222517e-06,1.7743209005224462e-09
1886,2.428080759792855e-05,0.000105953479110862,3.5974214499999235e-06,1.7652835264987082e-09
1887,2.4302529969385694e-05,0.00010516076872590929,3.5800477949773527e-06,1.8548085408845845e-09
1888,2.395324398613801e-05,0.00010428737212870536,3.55478264931922e-06,2.2370373926288475e-09
1889,2.3729972391655402e-05,0.00010358736783798252,3.4439549381204415e-06,2.4363594752774276e-09
1890,2.379402810350127e-05,0.00010364740904021476,3.4570150221822715e-06,2.599775426683136e-09
1891,2.4161486310601633e-05,0.00010302958669074412,3.588510740623211e-06,2.5005825188273434e-09
1892,2.450378763439533e-05,0.00010262427635357849,3.635562312151056e-06,2.597999609094919e-09
1893,2.4713835955481045e-05,0.00010218515464137974,3.6628569952361952e-06,2.5708379552164776e-09
1894,2.4972849132609554e-05,0.00010116809010339369,3.6739442878440187e-06,2.681142783979494e-09
1895,2.559333292343321e-05,0.0001006016121079613,3.6013243191389066e-06,2.4374828663401414e-09
1896,2.5957941293849478e-05,0.0001006690612744673,3.5520811577173717e-06,2.2629126667743957e-09
1897,2.7046320870535317e-05,0.00010020138766516798,3.4788669966344188e-06,2.2581725219897717e-09
1898,2.7263675032632557e-05,9.963736686456417e-05,3.3670063917920094e-06,2.044007154010176e-09
1899,2.787409903248772e-05,9.894940636253782e-05,3.3156863667370218e-06,1.8100679368058893e-09
1900,2.7978982481207432e-05,9.810684839197035e-05,3.263440995786888e-06,1.9066157541658413e-09
1901,2.8188717156548853e-05,9.796507427901295e-05,3.280340998961557e-06,1.917972923339205e-09
1902,2.8516666394092942e-05,9.702424826433084e-05,3.3148296552099055e-06,1.7076674677493235e-09
1903,2.909650746525066e-05,9.518344242159011e-05,3.285991169832414e-06,1.6457243821678601e-09
1904,2.9042573390013005e-05,9.363887719311086e-05,3.296862327520752e-06,1.692316905658028e-09
1905,2.948442124761641e-05,9.285356541762926e-05,3.264086899434915e-06,2.41708272444693e-09
1906,2.962137867663322e-05,9.170473328725035e-05,3.2839516929275954e-06,2.1823223228523148e-09
1907,3.029862299237201e-05,9.094606918681945e-05,3.451105320501873e-06,2.167157072844158e-09
1908,3.088872524261076e-05,8.973116200650111e-05,3.4549153886993215e-06,2.2087080577191743e-09
1909,3.108765018363816e-05,8.874837346541296e-05,3.4665495149965864e-06,2.3568937595237163e-09
1910,3.149716602430479e-05,8.77471549236881e-05,3.499538739301248e-06,2.3316930767133417e-09
1911,3.172514100567371e-05,8.638733041672302e-05,3.5207640394219197e-06,2.537429171540444e-09
1912,3.196733112937571e-05,8.47880874061957e-05,3.5739455402758073e-06,1.7836708697340141e-09
1913,3.259050988292854e-05,8.352404984179884e-05,3.6290495505194746e-06,1.890751817017795e-09
1914,3.3285352401435375e-05,8.2108165120839e-05,3.536062487390674e-06,1.7586981395010882e-09
1915,3.440050984084207e-05,8.128752233460546e-05,3.5179946930189284e-06,1.4541070252655735e-09
1916,3.546381776686758e-05,8.118800386520369e-05,3.537087422955665e-06,1.5058152661292672e-09
1917,3.564627175884587e-05,8.126135591217982e-05,3.541779376194297e-06,1.886535118598788e-09
1918,3.562793686536939e-05,8.13501184373828e-05,3.526841607838703e-06,1.7995519043166398e-09
1919,3.569314295808519e-05,8.173557996217693e-05,3.5445478131025865e-06,1.7552677723996014e-09
1920,3.574563223602516e-05,8.218582557414525e-05,3.5709739937114397e-06,1.6479035279205944e-09
1921,3.515281527402944e-05,8.275835092977754e-05,3.5723680541975355e-06,6.8451869490131804e-09
1922,3.389712427243856e-05,8.281404214877901e-05,3.652577593779175e-06,6.934552400559925e-09
1923,3.29753799763109e-05,8.265697605176163e-05,3.6729177281813463e-06,6.722227338265949e-09
1924,3.271624830501553e-05,8.236327266786247e-05,3.7193060506979236e-06,6.6414987715773015e-09
1925,3.257808046847848e-05,8.23150112410076e-05,3.775012276361979e-06,6.529294398800139e-09
1926,3.257914275829015e-05,8.218128641601652e-05,3.823296700440031e-06,6.481188631414701e-09
1927,3.232372442393431e-05,8.175650249800778e-05,3.889754972468447e-06,6.683980922311023e-09
1928,3.268435050683495e-05,8.12696515432825e-05,3.913588086236684e-06,1.7183313799629119e-09
1929,3.3393308383113306e-05,8.082496060524136e-05,3.926073954322159e-06,1.8527018788175705e-09
1930,3.337443298992834e-05,7.965761116273435e-05,3.9624887254571405e-06,2.568635968607553e-09
1931,3.3759099876208764e-05,7.919183865721737e-05,4.028152294007928e-06,2.5316009586281598e-09
1932,3.407142295535388e-05,7.86255779010909e-05,4.1308067011414096e-06,2.35011184917295e-09
1933,3.395654545913983e-05,7.801633390564737e-05,4.226402714786153e-06,3.3002095342230373e-09
1934,3.368944557483441e-05,7.767009914719633e-05,4.2394700098416905e-06,3.184353622057553e-09
1935,3.362549094682825e-05,7.700727707872699e-05,4.330723186285468e-06,3.042799472703044e-09
1936,3.358876659019318e-05,7.625628391646646e-05,4.361076727426345e-06,2.8440570692162784e-09
1937,3.428741755279978e-05,7.586314105927678e-05,4.4585566294179964e-06,2.256444396410627e-09
1938,3.4642503513688485e-05,7.526951230829582e-05,4.434035093124424e-06,1.8405454620713207e-09
1939,3.605885909304821e-05,7.499145223326715e-05,4.393936965893122e-06,1.895336633671109e-09
1940,3.8654366237876404e-05,7.48272577766329e-05,4.351697043603053e-06,1.0254890349590896e-09
1941,4.069315816325668e-05,7.506972906412557e-05,4.404045219936441e-06,1.0663745997341323e-09
1942,4.2558478266333365e-05,7.537103790257658e-05,4.4236323576894525e-06,1.0131361622660912e-09
1943,4.35308351630478e-05,7.62610268014084e-05,4.442700823606824e-06,1.0586222692105756e-09
1944,4.375496947821895e-05,7.696705142734572e-05,4.385674661274866e-06,9.514971350504148e-10
1945,4.422620310963664e-05,7.71965434458772e-05,4.386125640719131e-06,9.365829857697706e-10
1946,4.357224887436522e-05,7.66259098392246e-05,4.425213449264577e-06,8.865074547464197e-10
1947,4.158723874882396e-05,7.671609221558486e-05,4.4378330780351206e-06,9.489041695255806e-10
1948,4.112251346149216e-05,7.639197117116834e-05,4.3829316902182266e-06,8.479756024344048e-10
1949,3.953389802648287e-05,7.601205600492124e-05,4.35069594979203e-06,7.914600245026041e-10
1950,3.827677522037577e-05,7.51477065412993e-05,4.4014188590933505e-06,7.59726583231059e-10
1951,3.743680125418385e-05,7.44001185272022e-05,4.433402799414969e-06,7.807136603865672e-10
1952,3.6380352997054744e-05,7.404602885279539e-05,4.462508643752829e-06,7.652863025826256e-10
1953,3.562976468986433e-05,7.439093418984808e-05,4.461058194595223e-06,7.758223349466472e-10
1954,3.528705877085615e-05,7.356811797113291e-05,4.466708495393894e-06,7.699280816072676e-10
1955,3.395939607539081e-05,7.282022124854848e-05,4.484408951351984e-06,8.096648510377439e-10
1956,3.3228459610005044e-05,7.208295989715095e-05,4.532396685265537e-06,9.840642983023023e-10
1957,3.2847623515408486e-05,7.143608153065932e-05,4.534211516979017e-06,1.0058054468663003e-09
1958,3.296094135813681e-05,7.072830339893699e-05,4.534589022244161e-06,1.008979836189131e-09
1959,3.240321088274608e-05,6.999984803509765e-05,4.6105341035789545e-06,9.870297833027207e-10
1960,3.194757482560817e-05,6.930131244839035e-05,4.665739002770611e-06,9.93671597385567e-10
1961,3.149579450629452e-05,6.912398904595258e-05,4.6360757031444725e-06,8.902739299733651e-10
1962,3.104516924525212e-05,6.909501410388787e-05,4.608893115281327e-06,9.246705266553943e-10
1963,3.07350775463939e-05,6.929393774563713e-05,4.527944968555987e-06,8.010927120073928e-10
1964,3.0477440824532615e-05,6.959009936378737e-05,4.425822096111785e-06,1.155543783675534e-09
1965,2.9794597399554084e-05,7.029924017842859e-05,4.339188210776358e-06,1.0982312717963287e-09
1966,2.948507218596725e-05,7.091458038693028e-05,4.212185850909529e-06,1.1560715043997964e-09
1967,2.919227309965728e-05,7.138032898572939e-05,4.0834209552745704e-06,1.1545858594593943e-09
1968,2.8633733953548862e-05,7.135390166825215e-05,4.028389054967972e-06,1.1868734328679409e-09
1969,2.8549196161163438e-05,7.106056416107873e-05,3.961223196061578e-06,1.1725777888343153e-09
1970,2.8648728402913548e-05,7.078954617359809e-05,3.91601162976128e-06,1.1765046318120857e-09
1971,2.876624889073095e-05,7.062845959028761e-05,3.90857806970806e-06,8.161360872830211e-10
1972,2.8712387055358185e-05,6.985474361239799e-05,3.931976282599083e-06,7.805168535300413e-10
1973,2.8767475409300198e-05,6.91988378613522e-05,3.915042920458031e-06,7.570019888714086e-10
1974,2.8793156941121977e-05,6.858929659106902e-05,3.988594601521202e-06,6.74611174462341e-10
1975,2.9036353225819767e-05,6.825668346469424e-05,4.010440209510437e-06,6.590312561544869e-10
1976,2.8853923920126234e-05,6.796755561871188e-05,4.027355771540897e-06,5.598578485731056e-10
1977,2.833273096517327e-05,6.767033067132746e-05,4.005489667438919e-06,4.932695977867749e-10
1978,2.7844029578513334e-05,6.707991997245699e-05,3.994266827638577e-06,4.2428552139904344e-10
1979,2.7639763045174603e-05,6.679348423079188e-05,3.995568379520721e-06,4.6322079307246714e-10
1980,2.7129466616315767e-05,6.648203582569425e-05,4.024162503161019e-06,4.507940033165221e-10
1981,2.6736155112822807e-05,6.63982510949219e-05,3.944107870016264e-06,4.63982784732713e-10
1982,2.6132737860150102e-05,6.635212152364797e-05,3.94169855358736e-06,4.5028924636599955e-10
1983,2.5543552900282e-05,6.63603308826818e-05,3.911658333371244e-06,4.513524990265186e-10
1984,2.5098943816764014e-05,6.655882316408679e-05,3.9610150841846396e-06,4.5397237159937124e-10
1985,2.4804630811559036e-05,6.705107599762934e-05,3.967581960750977e-06,5.044381420507957e-10
1986,2.4438359105261043e-05,6.729236650114347e-05,4.004784451743555e-06,5.085020817117782e-10
1987,2.4259996800018208e-05,6.75943904622857e-05,4.03564789459259e-06,5.036959500286692e-10
1988,2.3967006719820866e-05,6.781888701620378e-05,4.128727141505806e-06,6.312023998716094e-10
1989,2.3800071306011106e-05,6.794823379355616e-05,4.224226358928718e-06,6.517345790031064e-10
1990,2.371455983458353e-05,6.796384488032865e-05,4.370583545616162e-06,7.101137217928916e-10
1991,2.3605375775202576e-05,6.781076600808384e-05,4.493446730131316e-06,7.695558079667819e-10
1992,2.3417470791693112e-05,6.749096584306764e-05,4.619228093361016e-06,7.74695188951061e-10
1993,2.3282384063350037e-05,6.760355816887958e-05,4.696635512248447e-06,7.764645989663929e-10
1994,2.3360266693219144e-05,6.781599430334089e-05,4.783812203511063e-06,7.744368876342175e-10
1995,2.3336614114149207e-05,6.826358003308997e-05,4.866182864913883e-06,6.330873008370779e-10
1996,2.3477795496416676e-05,6.895745692807915e-05,4.896236987406155e-06,6.477937511803081e-10
1997,2.374941712852368e-05,7.012356945779175e-05,4.917308420512459e-06,6.287900557376349e-10
1998,2.392303446997955e-05,7.156747597036883e-05,4.878084642509098e-06,6.20321187273985e-10
1999,2.3898879070267348e-05,7.297926328776936e-05,4.851482896940849e-06,5.753620238976456e-10
2000,2.40145849862269e-05,7.449473508001705e-05,4.8183876840214775e-06,6.187405151728395e-10
2001,2.418763012558754e-05,7.618709371724566e-05,4.7409399225476335e-06,6.080548485355917e-10
2002,2.4401981915746417e-05,7.764061904578869e-05,4.624295862803203e-06,6.673846078949655e-10
2003,2.4547222762651343e-05,7.91798489184917e-05,4.514427278731351e-06,8.101283294997025e-10
2004,2.4618940577576203e-05,8.07227853718879e-05,4.374667696538381e-06,7.650235127926968e-10
2005,2.5062311968732892e-05,8.268768579000607e-05,4.268856888042397e-06,7.546174161733785e-10
2006,2.588037464842533e-05,8.54213150367806e-05,4.165095560892951e-06,7.095714333565135e-10
2007,2.702795219582705e-05,8.832951217690217e-05,4.105766752867826e-06,6.221737906621425e-10
2008,2.8049292398333948e-05,9.162402316828125e-05,4.111322271325792e-06,6.036536647530915e-10
2009,2.8675497690398644e-05,9.389800210815988e-05,4.078271363791178e-06,5.414290028220898e-10
2010,2.911587164687392e-05,9.599613154672884e-05,4.130632143122577e-06,4.0240820001599277e-10
2011,2.9767580209798844e-05,0.00010007346697550799,4.211687610222725e-06,3.406371970208052e-10
2012,3.027207042448156e-05,0.00010263264890194737,4.233818344800966e-06,2.733044742900656e-10
2013,3.0190089871341896e-05,0.00010355399094156123,4.224303536050554e-06,2.7988220074881554e-10
2014,2.9925648050266318e-05,0.00010529275251818555,4.2127764702724694e-06,3.30982648035137e-10
2015,2.9783098008400494e-05,0.00010641467607846218,4.155248981468114e-06,2.940846826972519e-10
2016,3.0012783879231263e-05,0.0001083933696333718,4.150005939404114e-06,2.838193861479496e-10
2017,3.027058846782893e-05,0.0001101145135180559,4.0993499320999644e-06,2.164935239181339e-10
2018,3.028614155482501e-05,0.00010925589449470863,4.001712386525469e-06,2.402941616519438e-10
2019,3.0112616514088586e-05,0.00010931458564300556,3.9840111867306405e-06,2.4429919805862843e-10
