ngram,success,succes,succss,scucess
1500,2.3033414890960557e-06,0.0,0.0,0.0
1501,1.8426731912768447e-06,0.0,0.0,0.0
1502,2.9412478094551866e-06,0.0,0.0,0.0
1503,2.037040303548565e-05,0.0,0.0,0.0
1504,3.204930141821803e-05,0.0,0.0,0.0
1505,3.297973047925292e-05,0.0,0.0,0.0
1506,3.297973047925292e-05,0.0,0.0,0.0
1507,3.297973047925292e-05,0.0,0.0,0.0
1508,3.297973047925292e-05,0.0,0.0,0.0
1509,3.1774856064917655e-05,0.0,0.0,0.0
1510,1.392552258039359e-05,0.0,0.0,0.0
1511,1.5783191754183333e-06,0.0,0.0,0.0
1512,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,4.570578312268481e-06,0.0,0.0,0.0
1515,4.570578312268481e-06,0.0,0.0,0.0
1516,4.570578312268481e-06,0.0,0.0,0.0
1517,5.633131877402775e-06,0.0,0.0,0.0
1518,5.633131877402775e-06,0.0,0.0,0.0
1519,5.633131877402775e-06,0.0,0.0,0.0
1520,2.291199286576427e-05,2.979113885105887e-07,0.0,0.0
1521,1.834141455349579e-05,2.979113885105887e-07,0.0,0.0
1522,2.1515171413609225e-05,2.979113885105887e-07,0.0,0.0
1523,2.6443531429062466e-05,2.979113885105887e-07,0.0,0.0
1524,2.538097786392817e-05,2.979113885105887e-07,0.0,0.0
1525,2.538097786392817e-05,2.979113885105887e-07,0.0,0.0
1526,2.9830524259263518e-05,2.979113885105887e-07,0.0,0.0
1527,1.2551663270902022e-05,0.0,0.0,0.0
1528,1.3596895704332773e-05,0.0,0.0,0.0
1529,1.0423138844219335e-05,0.0,0.0,0.0
1530,6.952675838484927e-06,0.0,0.0,0.0
1531,6.952675838484927e-06,0.0,0.0,0.0
1532,8.756342205223128e-06,0.0,0.0,0.0
1533,4.306795809887782e-06,0.0,0.0,0.0
1534,4.306795809887782e-06,0.0,0.0,0.0
1535,6.273639883147553e-06,0.0,0.0,0.0
1536,6.720904268929319e-06,0.0,0.0,0.0
1537,5.263007259210488e-06,0.0,0.0,0.0
1538,8.43944582941601e-06,0.0,0.0,0.0
1539,1.4106779514934584e-05,0.0,0.0,0.0
1540,1.4106779514934584e-05,0.0,0.0,0.0
1541,1.4106779514934584e-05,0.0,0.0,0.0
1542,2.9150459567972575e-05,0.0,0.0,0.0
1543,2.870319518219081e-05,0.0,0.0,0.0
1544,3.677128058500655e-05,0.0,0.0,0.0
1545,3.413068221951627e-05,2.679201023576232e-07,0.0,0.0
1546,2.721909455820943e-05,2.679201023576232e-07,0.0,0.0
1547,3.0496235759918428e-05,2.679201023576232e-07,0.0,0.0
1548,3.227968730763158e-05,2.679201023576232e-07,0.0,0.0
1549,1.54365884879683e-05,2.679201023576232e-07,0.0,0.0
1550,1.759797133412836e-05,2.679201023576232e-07,0.0,0.0
1551,9.529885931312623e-06,2.679201023576232e-07,0.0,0.0
1552,1.2599600787715254e-05,0.0,0.0,0.0
1553,1.2040188396765319e-05,0.0,0.0,0.0
1554,8.76304719505632e-06,0.0,0.0,0.0
1555,6.979595647343169e-06,0.0,0.0,0.0
1556,1.0971319170494098e-05,0.0,0.0,0.0
1557,8.809936324334039e-06,0.0,0.0,0.0
1558,1.2220179736946843e-05,0.0,0.0,0.0
1559,8.614624675828964e-06,0.0,0.0,0.0
1560,1.4896288381091186e-05,0.0,0.0,0.0
1561,1.4896288381091186e-05,0.0,0.0,0.0
1562,1.4896288381091186e-05,0.0,0.0,0.0
1563,9.691907117875026e-06,0.0,0.0,0.0
1564,1.6053553866056192e-05,0.0,0.0,0.0
1565,1.2643310453443388e-05,0.0,0.0,0.0
1566,1.2643310453443388e-05,0.0,0.0,0.0
1567,8.408838766627014e-06,0.0,0.0,0.0
1568,8.408838766627014e-06,0.0,0.0,0.0
1569,1.2122365400760568e-05,0.0,0.0,0.0
1570,1.2122365400760568e-05,0.0,0.0,0.0
1571,1.0664422006811947e-05,0.0,0.0,0.0
1572,1.2744265144907071e-05,0.0,0.0,0.0
1573,1.400267449623373e-05,0.0,0.0,0.0
1574,1.2500194023752037e-05,0.0,0.0,0.0
1575,1.2500194023752037e-05,0.0,0.0,0.0
1576,1.4194832634270174e-05,0.0,0.0,0.0
1577,1.4194832634270174e-05,0.0,0.0,0.0
1578,1.4350304776858788e-05,0.0,0.0,0.0
1579,2.9086086312547976e-05,0.0,0.0,0.0
1580,2.7827676961221315e-05,0.0,0.0,0.0
1581,2.8469580164320568e-05,0.0,0.0,0.0
1582,2.8469580164320568e-05,0.0,0.0,0.0
1583,2.6666084392802857e-05,2.403113025398592e-07,0.0,0.0
1584,2.9363419084152804e-05,2.403113025398592e-07,0.0,0.0
1585,2.5059115939386955e-05,2.403113025398592e-07,0.0,0.0
1586,8.243491265602643e-06,2.403113025398592e-07,0.0,0.0
1587,8.935650384955807e-06,9.324704218930233e-07,0.0,0.0
1588,7.749035635892401e-06,2.2714820521027183e-06,0.0,0.0
1589,8.682668002230847e-06,2.4582085253704074e-06,0.0,0.0
1590,5.857925446304892e-06,2.2178972228305483e-06,0.0,0.0
1591,5.5593918659724295e-06,2.2178972228305483e-06,0.0,0.0
1592,5.998463101215228e-06,2.2178972228305483e-06,0.0,0.0
1593,6.445016554477791e-06,2.2178972228305483e-06,0.0,0.0
1594,5.920489018405663e-06,2.028632869561469e-06,0.0,0.0
1595,7.723677380714175e-06,6.896212393517739e-07,0.0,0.0
1596,7.842136142244271e-06,7.133129916577932e-07,0.0,0.0
1597,7.909643906194625e-06,1.076499269661976e-06,0.0,0.0
1598,8.695684836571413e-06,1.076499269661976e-06,0.0,0.0
1599,8.091297023124103e-06,1.1944104179357446e-06,0.0,0.0
1600,1.3289566092160904e-05,1.3009165026492804e-06,0.0,0.0
1601,1.5270496987795923e-05,9.93345598284837e-07,0.0,0.0
1602,1.7538936585229487e-05,1.0977463164506065e-06,0.0,0.0
1603,1.6486845457360948e-05,8.87328090876898e-07,0.0,0.0
1604,2.006643912214453e-05,5.241418128727153e-07,0.0,0.0
1605,1.7556218413769136e-05,5.241418128727153e-07,0.0,0.0
1606,2.4093792100237416e-05,4.863107717158397e-07,0.0,0.0
1607,1.9195466653140363e-05,3.798046870023037e-07,0.0,0.0
1608,1.744625936745641e-05,1.844808252826624e-07,0.0,0.0
1609,1.6393415048046984e-05,8.008010711689297e-08,0.0,0.0
1610,1.6393415048046984e-05,4.6242489101392235e-07,0.0,0.0
1611,1.3297746363605256e-05,5.648371695445218e-07,0.0,0.0
1612,1.4775130856443347e-05,5.648371695445218e-07,0.0,0.0
1613,1.0844211081868188e-05,4.847570624276289e-07,0.0,0.0
1614,1.2404982271618792e-05,4.847570624276289e-07,0.0,0.0
1615,1.3910343373676629e-05,4.847570624276289e-07,0.0,0.0
1616,1.0891559733343975e-05,4.847570624276289e-07,0.0,0.0
1617,1.1262183729091443e-05,1.0241227853059951e-07,0.0,0.0
1618,1.8990720718647935e-05,9.847713857068032e-08,0.0,0.0
1619,1.7964059842207852e-05,9.847713857068032e-08,0.0,0.0
1620,1.587597824124844e-05,9.847713857068032e-08,0.0,0.0
1621,1.4282381958504889e-05,2.7689513412302145e-07,0.0,0.0
1622,1.3010801304907155e-05,2.7689513412302145e-07,0.0,0.0
1623,1.9207327470992042e-05,2.7689513412302145e-07,0.0,0.0
1624,2.1972679405735107e-05,2.7689513412302145e-07,0.0,0.0
1625,1.3328106206245138e-05,5.937414471191005e-07,0.0,0.0
1626,1.771368485086506e-05,5.937414471191005e-07,0.0,0.0
1627,1.7084870803176144e-05,7.535127874039713e-07,0.0,0.0
1628,1.787796622920723e-05,7.716296782486356e-07,0.0,0.0
1629,2.3682119230475758e-05,8.541590221154496e-07,0.0,0.0
1630,1.8434332072761856e-05,8.541590221154496e-07,0.0,0.0
1631,1.6828715713147956e-05,9.67518993937639e-07,0.0,0.0
1632,2.2827221658060027e-05,6.438216766062916e-07,0.0,0.0
1633,1.8275947630692307e-05,9.180072717234517e-07,0.0,0.0
1634,1.8537142555682555e-05,7.58235931438581e-07,0.0,0.0
1635,1.842981022751441e-05,5.617010450415754e-07,0.0,0.0
1636,1.2947810059163853e-05,5.660161101721834e-07,0.0,0.0
1637,1.2364871703799249e-05,7.123363648783457e-07,0.0,0.0
1638,1.1171187322491147e-05,6.66311430157813e-07,0.0,0.0
1639,6.003281604145221e-06,5.746852959224011e-07,0.0,0.0
1640,5.866096476633434e-06,3.004997008052409e-07,0.0,0.0
1641,6.200585111011085e-06,3.004997008052409e-07,0.0,0.0
1642,6.85219687771418e-06,3.004997008052409e-07,0.0,0.0
1643,5.987230849768821e-06,4.846226399227557e-07,0.0,0.0
1644,7.54632103345492e-06,3.383023852165934e-07,0.0,0.0
1645,1.2219562587948271e-05,2.709673481149366e-07,0.0,0.0
1646,1.4600221748293865e-05,2.709673481149366e-07,0.0,0.0
1647,1.7315306073279707e-05,2.709673481149366e-07,0.0,0.0
1648,2.0962779680238392e-05,2.709673481149366e-07,0.0,0.0
1649,2.1571477069366146e-05,2.709673481149366e-07,0.0,0.0
1650,2.7146852387107045e-05,0.0,0.0,0.0
1651,2.7715966228112977e-05,8.600016242001272e-08,0.0,0.0
1652,2.459887699452728e-05,8.600016242001272e-08,0.0,0.0
1653,2.564559235906927e-05,8.600016242001272e-08,0.0,0.0
1654,3.0404680858607336e-05,2.519329070439978e-07,0.0,0.0
1655,2.7657713222392237e-05,2.519329070439978e-07,0.0,0.0
1656,2.6810262170329224e-05,2.519329070439978e-07,0.0,0.0
1657,2.403622537323307e-05,2.519329070439978e-07,0.0,0.0
1658,2.492000554151933e-05,1.6593274462398506e-07,0.0,0.0
1659,2.798092438232353e-05,1.9809992985691289e-07,0.0,0.0
1660,2.9481086000617195e-05,1.9809992985691289e-07,0.0,0.0
1661,2.4812460781374413e-05,3.2167185232927816e-08,0.0,0.0
1662,2.8683336755161042e-05,3.2167185232927816e-08,0.0,0.0
1663,3.028718258844622e-05,1.635571424328321e-07,0.0,0.0
1664,3.796802333714108e-05,2.421631048069425e-07,0.0,0.0
1665,4.274718776287045e-05,2.8625472176762354e-07,0.0,0.0
1666,4.3905546200611365e-05,3.3398433174625097e-07,0.0,0.0
1667,4.347614620720768e-05,3.664366476284288e-07,0.0,0.0
1668,4.457348144829406e-05,3.664366476284288e-07,0.0,0.0
1669,4.2770904266425145e-05,3.664366476284288e-07,0.0,0.0
1670,5.0099234223515463e-05,2.7369585861184274e-07,0.0,0.0
1671,4.26555478562867e-05,2.342000889094769e-07,0.0,0.0
1672,3.7991884060569904e-05,2.88510877664651e-07,0.0,0.0
1673,3.724898228288761e-05,2.0861408245309576e-07,0.0,0.0
1674,3.697005065207902e-05,2.0869229087695983e-07,0.0,0.0
1675,3.5058820295879354e-05,2.0869229087695983e-07,0.0,0.0
1676,3.586797356547322e-05,2.0869229087695983e-07,0.0,0.0
1677,2.965764126981542e-05,2.3721551859320504e-07,0.0,0.0
1678,3.1030422958013203e-05,2.1802389734862766e-07,0.0,0.0
1679,3.5081605996570685e-05,1.888367994037513e-07,0.0,0.0
1680,3.516108336043544e-05,2.2504065709329423e-07,0.0,1.8101928844771464e-08
1681,3.571505814241911e-05,2.14885980247865e-07,0.0,1.8101928844771464e-08
1682,3.814280976907217e-05,2.5520804618801254e-07,0.0,1.8101928844771464e-08
1683,3.730608971506756e-05,2.5520804618801254e-07,0.0,1.8101928844771464e-08
1684,3.548955984505093e-05,1.8803565028844916e-07,0.0,1.8101928844771464e-08
1685,3.434213093506904e-05,1.6811707886128196e-07,0.0,1.8101928844771464e-08
1686,3.4671986473508044e-05,1.265309776954382e-07,0.0,1.8101928844771464e-08
1687,3.243691311841498e-05,9.032712000589527e-08,0.0,0.0
1688,3.0098544812062755e-05,1.611344292281761e-07,0.0,0.0
1689,2.7098229371144305e-05,1.5238353309346815e-07,0.0,0.0
1690,2.6239078059526427e-05,1.5238353309346815e-07,0.0,0.0
1691,2.5919144328716876e-05,1.7684958614998842e-07,0.0,0.0
1692,2.5452477659980233e-05,1.7684958614998842e-07,0.0,0.0
1693,1.9710034783721702e-05,1.492203795448534e-07,0.0,0.0
1694,1.8934982888042994e-05,1.492203795448534e-07,0.0,0.0
1695,1.8650238286811926e-05,7.154402632230423e-08,0.0,0.0
1696,2.0093236603965386e-05,5.571880227047846e-08,0.0,0.0
1697,2.4613845718184685e-05,7.041295191356767e-08,0.0,0.0
1698,2.4871217907015568e-05,4.5946898857047406e-08,0.0,0.0
1699,2.518575391669791e-05,4.5946898857047406e-08,0.0,0.0
1700,2.6823250144453986e-05,5.8944751555957605e-08,0.0,0.0
1701,2.7565058709504748e-05,6.861151088547299e-08,0.0,0.0
1702,2.607470897990944e-05,6.508986721038517e-08,0.0,0.0
1703,2.4752976449755287e-05,4.934392145677131e-08,0.0,0.0
1704,2.1596725283805946e-05,6.063507080560677e-08,0.0,0.0
1705,2.186301961566122e-05,6.979287547892454e-08,0.0,0.0
1706,2.0997887986595742e-05,8.086825837543593e-08,0.0,0.0
1707,1.879617697600874e-05,9.217531170081981e-08,0.0,0.0
1708,1.7014463992381934e-05,9.215441971426636e-08,0.0,0.0
1709,1.9413779357689365e-05,9.219427608643724e-08,0.0,0.0
1710,1.8531452432008727e-05,1.0940929939806665e-07,0.0,0.0
1711,1.5231243586250847e-05,8.342400040614198e-08,0.0,0.0
1712,1.3559197213908192e-05,8.512961561076996e-08,0.0,0.0
1713,1.4034975200567195e-05,8.487224789632819e-08,0.0,0.0
1714,1.718611292744754e-05,9.885378407911308e-08,0.0,0.0
1715,1.674986223016666e-05,1.0053027007675805e-07,0.0,0.0
1716,1.4525821695445171e-05,9.736021208287379e-08,0.0,0.0
1717,1.4993888076527842e-05,9.542799972450666e-08,0.0,0.0
1718,1.659065414319879e-05,9.542799972450666e-08,0.0,0.0
1719,1.6539807412690216e-05,9.773432196880094e-08,0.0,0.0
1720,1.582024417855012e-05,8.691630678673132e-08,0.0,0.0
