ngram,success,succes,succss,scucess
1721,1.3948458867421973e-05,6.614998073116243e-08,0.0,0.0
1722,1.7591700530569403e-05,1.0119314757568126e-07,0.0,0.0
1723,1.895653362485713e-05,9.23381894121381e-08,0.0,0.0
1724,2.0471817801340615e-05,9.46681372023964e-08,0.0,0.0
1725,2.177147195782579e-05,1.0202109024248784e-07,0.0,0.0
1726,2.3811486893724316e-05,9.523884614281997e-08,0.0,0.0
1727,2.373696744533455e-05,1.1576699421311787e-07,0.0,0.0
1728,2.4447227198314586e-05,1.1120599806093066e-07,0.0,0.0
1729,2.1982569705869537e-05,9.670036149600492e-08,0.0,0.0
1730,2.0705379548806896e-05,1.0488359945627832e-07,0.0,0.0
1731,2.0181500985927414e-05,1.0120431984514003e-07,0.0,0.0
1732,1.876752958196448e-05,1.063684145208299e-07,0.0,0.0
1733,1.9596409791639807e-05,9.998091649825775e-08,0.0,0.0
1734,2.1779458230802057e-05,9.493796326864867e-08,0.0,0.0
1735,2.0854218616607666e-05,1.0784654743848218e-07,0.0,0.0
1736,2.275376859220809e-05,1.4764688823934842e-07,0.0,0.0
1737,2.4987365967327995e-05,1.8099341961682773e-07,0.0,0.0
1738,2.8912172378373464e-05,2.3845355303007766e-07,0.0,0.0
1739,3.068330962768024e-05,2.7440025413787747e-07,0.0,0.0
1740,2.9161642617379713e-05,2.818875327445117e-07,0.0,0.0
1741,2.8043554006477018e-05,2.842263897256154e-07,0.0,0.0
1742,2.8995598248522064e-05,2.774908018920996e-07,0.0,0.0
1743,2.9857443223590963e-05,2.636189369655183e-07,0.0,0.0
1744,3.173622072998634e-05,2.488735307995934e-07,0.0,0.0
1745,3.1864676722242234e-05,1.901030703014125e-07,0.0,0.0
1746,3.3263870396435126e-05,1.8644111575229415e-07,0.0,0.0
1747,3.839598996689476e-05,1.9559044415830484e-07,0.0,0.0
1748,4.0200588825557914e-05,1.9232531960662008e-07,0.0,0.0
1749,4.4604417780647054e-05,1.8310376402398886e-07,0.0,0.0
1750,4.842388495619941e-05,1.6160144968223123e-07,0.0,0.0
1751,5.307522379942904e-05,1.5266277943380503e-07,0.0,0.0
1752,5.4124789000655126e-05,2.0631565941390102e-07,0.0,0.0
1753,5.7570166453453044e-05,1.8163127484578062e-07,0.0,0.0
1754,6.108894012868404e-05,2.2775569773005243e-07,0.0,0.0
1755,7.077784331548693e-05,2.671430792133833e-07,0.0,0.0
1756,8.020139024925552e-05,3.482966336930206e-07,0.0,0.0
1757,8.768264524405822e-05,3.8204842058218803e-07,0.0,0.0
1758,9.147721825034491e-05,4.2324683948079057e-07,0.0,0.0
1759,9.771835902938619e-05,4.195891157061331e-07,0.0,0.0
1760,9.996260840645326e-05,4.846354499932204e-07,0.0,0.0
1761,0.00010029019696438419,5.356726871598636e-07,0.0,0.0
1762,9.492780372966081e-05,5.836644934983529e-07,0.0,0.0
1763,8.84963374119252e-05,5.550512176861438e-07,0.0,0.0
1764,8.496096935622128e-05,5.552803778690369e-07,0.0,0.0
1765,8.292271793054949e-05,5.316051669979061e-07,0.0,0.0
1766,8.069551508274994e-05,5.063984320128969e-07,0.0,0.0
1767,8.292392366066841e-05,4.4479070636173545e-07,0.0,0.0
1768,8.336243523185008e-05,3.5513235323898176e-07,0.0,0.0
1769,8.717966453072481e-05,2.806105742690436e-07,0.0,0.0
1770,8.950147145826901e-05,2.7581816652855196e-07,0.0,0.0
1771,9.028918118149574e-05,2.266123248416209e-07,0.0,0.0
1772,9.171417020427595e-05,2.3342073315494156e-07,0.0,0.0
1773,9.37597079817871e-05,2.2455625980910554e-07,0.0,0.0
1774,9.757651839338775e-05,2.597944290170874e-07,0.0,0.0
1775,9.969332105746227e-05,2.876509199722932e-07,0.0,0.0
1776,0.00010447355245040464,2.8193353987912164e-07,0.0,0.0
1777,0.00010752742465618732,2.768000147820463e-07,0.0,0.0
1778,0.00011241362517466769,3.252674604579754e-07,0.0,0.0
1779,0.00011369833581349147,3.881192652345687e-07,0.0,0.0
1780,0.00011596252859037901,3.877618480276267e-07,0.0,0.0
1781,0.00011270710924041591,3.691305161217835e-07,0.0,0.0
1782,0.0001122756750971478,3.408735795216801e-07,0.0,0.0
1783,0.00011041205393017403,3.6701580289185844e-07,0.0,0.0
1784,0.00011043811641034804,3.6775400401113855e-07,0.0,0.0
1785,0.00010703497849005674,3.532415705974147e-07,0.0,0.0
1786,0.00010498674445053828,2.9377579835454526e-07,0.0,0.0
1787,0.00010090193661328937,2.9652551347680856e-07,0.0,0.0
1788,9.946115148652877e-05,4.170685688872514e-07,0.0,0.0
1789,9.995522123062983e-05,4.3986449327348964e-07,0.0,0.0
1790,9.807916649151593e-05,4.4616088449142157e-07,1.1048484032422883e-09,0.0
1791,9.765244820820434e-05,4.591417166466272e-07,2.1908146408122775e-09,0.0
1792,9.900740198125797e-05,4.476560369377174e-07,2.1908146408122775e-09,0.0
1793,0.00010039738741137885,4.375894897228656e-07,2.1908146408122775e-09,0.0
1794,0.00010245978150383703,4.615392989697804e-07,2.1908146408122775e-09,0.0
1795,0.00010362430371709966,3.4741026817235774e-07,2.1908146408122775e-09,0.0
1796,0.00010660030758507284,3.425939861959445e-07,3.1389762535281663e-09,9.481616127158888e-10
1797,0.00010804115195891686,3.4571570495245396e-07,2.034127850285878e-09,9.481616127158888e-10
1798,0.00010815369543187054,3.356014620489337e-07,1.5268182908455076e-09,9.481616127158888e-10
1799,0.00010985688900940918,3.689694868366392e-07,2.1275878836490847e-09,9.481616127158888e-10
1800,0.00010988405223802797,4.067488695065029e-07,2.1275878836490847e-09,9.481616127158888e-10
1801,0.0001144925263361074,4.4240605591637306e-07,2.1275878836490847e-09,9.481616127158888e-10
1802,0.0001198199502791145,4.917711951942952e-07,2.1275878836490847e-09,9.481616127158888e-10
1803,0.00011981379066128284,5.736040731920054e-07,1.1794262709331959e-09,0.0
1804,0.00012038601042669532,6.072578904487662e-07,1.1794262709331959e-09,0.0
1805,0.00012032497241826994,6.503250022303421e-07,6.00769592803577e-10,0.0
1806,0.00011743281668584262,6.763294371532018e-07,0.0,0.0
1807,0.00011849654194000843,6.963659302527958e-07,2.092212276443612e-10,0.0
1808,0.00011485251369387177,7.084378889235918e-07,2.092212276443612e-10,0.0
1809,0.0001147191204446634,7.107380416268175e-07,2.092212276443612e-10,0.0
1810,0.00011404141280633797,6.763225509790313e-07,4.271588796963702e-10,0.0
1811,0.00011565141383990911,6.868976925034076e-07,4.271588796963702e-10,0.0
1812,0.0001161217296612449,6.71010062498161e-07,4.271588796963702e-10,0.0
1813,0.00011530071164348296,6.643209076173662e-07,6.211382836645335e-10,0.0
1814,0.00011609407062808584,6.589796157641103e-07,6.208751925283553e-10,0.0
1815,0.00011733039822762034,6.336175439563314e-07,8.140159023030589e-10,0.0
1816,0.00011278996992457126,6.234253403038435e-07,1.1943613399876897e-09,0.0
1817,0.00011168893563860496,6.254457503018784e-07,9.764236879356807e-10,0.0
1818,0.0001078342434733973,6.059554737346064e-07,9.764236879356807e-10,0.0
1819,0.0001059451252720984,6.132756555286636e-07,1.1267211290950335e-09,0.0
1820,0.0001073159375144834,6.102167325090184e-07,9.3274172512687e-10,0.0
1821,0.00010632371413521469,5.897363369708078e-07,8.523378431617751e-10,0.0
1822,0.00010576054254280669,6.05807197676508e-07,6.591971333870714e-10,0.0
1823,0.00010617417865432799,5.983828543776326e-07,2.788516957024407e-10,0.0
1824,0.00010708961053751409,5.914533167989638e-07,4.1297171238241503e-10,0.0
1825,0.00010855675437986585,5.80487368649431e-07,4.1297171238241503e-10,0.0
1826,0.00010904224888820733,5.736362668683017e-07,2.626742712230623e-10,0.0
1827,0.0001087571176218002,5.557722399121953e-07,3.672448773655341e-10,0.0
1828,0.00010763445607153699,5.527135726879351e-07,3.490199320031552e-10,0.0
1829,0.00010346970936682607,5.151139329687535e-07,4.192942104630504e-10,0.0
1830,0.00010284398844565399,5.171173467845489e-07,5.145987524990403e-10,0.0
1831,0.0001008078595207605,5.012604447074409e-07,3.80478735819066e-10,0.0
1832,9.98842712890889e-05,4.970707477371304e-07,5.50777653643816e-10,0.0
1833,9.89715855601909e-05,4.904096653847643e-07,6.332559159589429e-10,0.0
1834,9.773445240820624e-05,4.792412978206682e-07,5.28685309816471e-10,0.0
1835,9.76289198401251e-05,4.9188971372262e-07,4.18356000635762e-10,0.0
1836,9.985086113114708e-05,4.989884213760629e-07,4.982040811642361e-10,0.0
1837,9.993893347979923e-05,4.882250144484195e-07,5.577823599825901e-10,0.0
1838,0.00010011939697765879,4.874791597688142e-07,7.104338546020423e-10,0.0
1839,9.939931624103338e-05,4.870213712950187e-07,8.432606835029333e-10,0.0
1840,9.879513111497675e-05,4.804259024889948e-07,7.607824211878064e-10,0.0
1841,9.851202360420887e-05,4.787234623953347e-07,8.307600321951928e-10,1.3995522201477277e-10
1842,9.830265480559319e-05,4.845949896597241e-07,1.0132063442215765e-09,1.3995522201477277e-10
1843,9.795020014280453e-05,4.786874723907073e-07,9.286585151662458e-10,1.3995522201477277e-10
1844,9.735467756399885e-05,4.7039912130588034e-07,8.405585513341204e-10,1.3995522201477277e-10
1845,9.74173194013669e-05,4.6911284000218855e-07,7.5464582202248e-10,1.3995522201477277e-10
1846,9.770361689983733e-05,4.6807924393630985e-07,4.515200752968391e-10,1.3995522201477277e-10
1847,9.768762538442388e-05,4.5567817811128665e-07,5.727310054786422e-10,1.3995522201477277e-10
1848,9.727546733172079e-05,4.5647710018264273e-07,5.574410694946558e-10,0.0
1849,9.719737032095768e-05,4.281242118915023e-07,5.36213367358889e-10,0.0
1850,9.710005023017792e-05,4.3068531648974127e-07,7.554583070223941e-10,0.0
1851,9.72804960578547e-05,4.2974020938605205e-07,8.743898303821749e-10,0.0
1852,9.744172400262739e-05,4.24581376786851e-07,9.593357774839717e-10,0.0
1853,9.770610631676391e-05,4.2018198444436295e-07,1.2006324743931073e-09,0.0
1854,9.828900406968646e-05,4.155428143803874e-07,1.1804252654710824e-09,0.0
1855,9.876326346004914e-05,4.102332898777864e-07,1.6507550802481929e-09,0.0
1856,9.904375370492094e-05,4.114953761862645e-07,1.7380304893700936e-09,4.969880459551998e-11
1857,9.977172989498026e-05,4.0794755104148604e-07,1.6457479268261466e-09,4.969880459551998e-11
1858,9.985851128086714e-05,3.982530074608803e-07,1.8056546337495506e-09,4.969880459551998e-11
1859,9.97581539974947e-05,3.847812186969739e-07,1.653969921339942e-09,4.969880459551998e-11
1860,0.00010017830105165817,3.726258382487556e-07,1.534663642198199e-09,4.969880459551998e-11
1861,0.00010079688945552334,3.7387995835810474e-07,1.8855533642384412e-09,4.969880459551998e-11
1862,0.00010180371152403365,3.733603486060539e-07,1.5834089595045953e-09,4.969880459551998e-11
1863,0.0001016068272292614,3.6848294777363275e-07,1.430390702708958e-09,0.0
1864,0.0001013918050115795,3.7287982682495825e-07,1.4262342814700242e-09,0.0
1865,0.00010120081736074229,3.738543625786406e-07,1.390199043184635e-09,0.0
1866,0.00010048687025638563,3.722443336430713e-07,1.6556367626081275e-09,0.0
1867,9.958716587529384e-05,3.770316132951328e-07,1.749708624019876e-09,0.0
1868,9.83211918667491e-05,3.775040348890408e-07,1.6114970548462638e-09,0.0
1869,9.662036401485758e-05,3.7133835511277926e-07,1.4677957420922943e-09,0.0
1870,9.585944228872125e-05,3.7640208055173776e-07,1.921393972497449e-09,0.0
1871,9.495721938687243e-05,3.627762786046722e-07,2.017045935038502e-09,0.0
1872,9.42055370874836e-05,3.6066802522327635e-07,1.9531703476793894e-09,4.0951710276816906e-11
1873,9.358417134665485e-05,3.586112232564379e-07,1.9217851516500114e-09,4.0951710276816906e-11
1874,9.268980543960684e-05,3.528358547555399e-07,1.8646857312200537e-09,4.0951710276816906e-11
1875,9.254645348326968e-05,3.460065686665205e-07,1.831809077439723e-09,4.0951710276816906e-11
1876,9.280822892573528e-05,3.459556288427328e-07,2.020961207906323e-09,4.0951710276816906e-11
1877,9.303317762844796e-05,3.4135670797955496e-07,1.821403948300469e-09,4.0951710276816906e-11
1878,9.335232399670141e-05,3.4175205801797605e-07,1.609942219220934e-09,4.0951710276816906e-11
1879,9.33591862641541e-05,3.420395557895972e-07,1.678456286656273e-09,0.0
1880,9.336836748324069e-05,3.407184781930742e-07,1.641723860032077e-09,0.0
1881,9.401894931215793e-05,3.3785980641758737e-07,1.5458921920341595e-09,3.156559537563299e-11
1882,9.403811522393621e-05,3.346924423957327e-07,1.394725287643236e-09,2.2602306137819994e-10
1883,9.406139724887908e-05,3.2727026320701823e-07,1.5118729125772136e-09,2.2602306137819994e-10
1884,9.365684672957286e-05,3.2116061074053247e-07,1.2538888974741473e-09,2.2602306137819994e-10
1885,9.391150732491431e-05,3.177712691077821e-07,1.3554578491360913e-09,2.2602306137819994e-10
1886,9.406580128208069e-05,3.059040604317228e-07,1.123999369769178e-09,2.2602306137819994e-10
1887,9.458590024483524e-05,3.043865035579074e-07,1.0924830881212495e-09,2.2602306137819994e-10
1888,9.484829206485301e-05,3.0131850183222143e-07,1.2993803096986563e-09,1.9445746600256697e-10
1889,9.503018580809501e-05,2.9164721533041824e-07,1.3267673705717543e-09,0.0
1890,9.490874903609178e-05,2.871804026329171e-07,1.1436613640241384e-09,0.0
1891,9.50599299228218e-05,2.8099131960906174e-07,1.8458852621020379e-09,0.0
1892,9.403065424911412e-05,2.751244088423326e-07,1.7841034998562171e-09,0.0
1893,9.378011496404984e-05,2.7048436988609736e-07,1.9319543821870256e-09,0.0
1894,9.342466676441421e-05,2.6359064772155503e-07,2.0533436300469124e-09,0.0
1895,9.306032214746145e-05,2.579543466449e-07,2.164396955312802e-09,0.0
1896,9.276083021956895e-05,2.654000549487786e-07,2.3755996614305275e-09,0.0
1897,9.27246583160013e-05,2.592753572473937e-07,2.414731962005082e-09,0.0
