ngram,sand,sand,sand,sand
1788,2.3096026260256103e-05,2.3096026260256103e-05,2.3096026260256103e-05,2.3096026260256103e-05
1789,2.2306092172844467e-05,2.2306092172844467e-05,2.2306092172844467e-05,2.2306092172844467e-05
1790,2.1993351245847797e-05,2.1993351245847797e-05,2.1993351245847797e-05,2.1993351245847797e-05
1791,2.2994996990226874e-05,2.2994996990226874e-05,2.2994996990226874e-05,2.2994996990226874e-05
1792,2.2757427879176767e-05,2.2757427879176767e-05,2.2757427879176767e-05,2.2757427879176767e-05
1793,2.3748152671032585e-05,2.3748152671032585e-05,2.3748152671032585e-05,2.3748152671032585e-05
1794,2.421705929529188e-05,2.421705929529188e-05,2.421705929529188e-05,2.421705929529188e-05
1795,2.483453525720896e-05,2.483453525720896e-05,2.483453525720896e-05,2.483453525720896e-05
1796,2.6899158391253358e-05,2.6899158391253358e-05,2.6899158391253358e-05,2.6899158391253358e-05
1797,2.859810774680227e-05,2.859810774680227e-05,2.859810774680227e-05,2.859810774680227e-05
1798,2.961679274449125e-05,2.961679274449125e-05,2.961679274449125e-05,2.961679274449125e-05
1799,3.155886848357373e-05,3.155886848357373e-05,3.155886848357373e-05,3.155886848357373e-05
1800,3.2258127508352376e-05,3.2258127508352376e-05,3.2258127508352376e-05,3.2258127508352376e-05
1801,3.2821455533849075e-05,3.2821455533849075e-05,3.2821455533849075e-05,3.2821455533849075e-05
1802,3.341974635467133e-05,3.341974635467133e-05,3.341974635467133e-05,3.341974635467133e-05
1803,3.288300311916308e-05,3.288300311916308e-05,3.288300311916308e-05,3.288300311916308e-05
1804,3.350687490767866e-05,3.350687490767866e-05,3.350687490767866e-05,3.350687490767866e-05
1805,3.32195870994058e-05,3.32195870994058e-05,3.32195870994058e-05,3.32195870994058e-05
1806,3.379828454593995e-05,3.379828454593995e-05,3.379828454593995e-05,3.379828454593995e-05
1807,3.494300809896751e-05,3.494300809896751e-05,3.494300809896751e-05,3.494300809896751e-05
1808,3.472299977147486e-05,3.472299977147486e-05,3.472299977147486e-05,3.472299977147486e-05
1809,3.3252633719322535e-05,3.3252633719322535e-05,3.3252633719322535e-05,3.3252633719322535e-05
1810,3.384814954188187e-05,3.384814954188187e-05,3.384814954188187e-05,3.384814954188187e-05
1811,3.302172808616888e-05,3.302172808616888e-05,3.302172808616888e-05,3.302172808616888e-05
1812,3.455460838657538e-05,3.455460838657538e-05,3.455460838657538e-05,3.455460838657538e-05
1813,3.283748524804001e-05,3.283748524804001e-05,3.283748524804001e-05,3.283748524804001e-05
1814,3.267518825720929e-05,3.267518825720929e-05,3.267518825720929e-05,3.267518825720929e-05
1815,3.270806311255521e-05,3.270806311255521e-05,3.270806311255521e-05,3.270806311255521e-05
1816,3.4717805257449595e-05,3.4717805257449595e-05,3.4717805257449595e-05,3.4717805257449595e-05
1817,3.362266995411899e-05,3.362266995411899e-05,3.362266995411899e-05,3.362266995411899e-05
1818,3.4104594565828196e-05,3.4104594565828196e-05,3.4104594565828196e-05,3.4104594565828196e-05
1819,3.4413760399080017e-05,3.4413760399080017e-05,3.4413760399080017e-05,3.4413760399080017e-05
1820,3.502078340846181e-05,3.502078340846181e-05,3.502078340846181e-05,3.502078340846181e-05
1821,3.491616397306123e-05,3.491616397306123e-05,3.491616397306123e-05,3.491616397306123e-05
1822,3.4706129944035115e-05,3.4706129944035115e-05,3.4706129944035115e-05,3.4706129944035115e-05
1823,3.373112251990408e-05,3.373112251990408e-05,3.373112251990408e-05,3.373112251990408e-05
1824,3.413110867508554e-05,3.413110867508554e-05,3.413110867508554e-05,3.413110867508554e-05
1825,3.36781917472503e-05,3.36781917472503e-05,3.36781917472503e-05,3.36781917472503e-05
1826,3.295214264653623e-05,3.295214264653623e-05,3.295214264653623e-05,3.295214264653623e-05
1827,3.3471513493818096e-05,3.3471513493818096e-05,3.3471513493818096e-05,3.3471513493818096e-05
1828,3.347676985348309e-05,3.347676985348309e-05,3.347676985348309e-05,3.347676985348309e-05
1829,3.356809507490003e-05,3.356809507490003e-05,3.356809507490003e-05,3.356809507490003e-05
1830,3.400704476267232e-05,3.400704476267232e-05,3.400704476267232e-05,3.400704476267232e-05
1831,3.449206685348015e-05,3.449206685348015e-05,3.449206685348015e-05,3.449206685348015e-05
1832,3.5534268785600685e-05,3.5534268785600685e-05,3.5534268785600685e-05,3.5534268785600685e-05
1833,3.5866904779270824e-05,3.5866904779270824e-05,3.5866904779270824e-05,3.5866904779270824e-05
1834,3.6332336354202456e-05,3.6332336354202456e-05,3.6332336354202456e-05,3.6332336354202456e-05
1835,3.751536600507929e-05,3.751536600507929e-05,3.751536600507929e-05,3.751536600507929e-05
1836,3.84879692449301e-05,3.84879692449301e-05,3.84879692449301e-05,3.84879692449301e-05
1837,3.846534777299634e-05,3.846534777299634e-05,3.846534777299634e-05,3.846534777299634e-05
1838,3.8983925021187004e-05,3.8983925021187004e-05,3.8983925021187004e-05,3.8983925021187004e-05
1839,3.9161747346432616e-05,3.9161747346432616e-05,3.9161747346432616e-05,3.9161747346432616e-05
1840,3.8958985117330614e-05,3.8958985117330614e-05,3.8958985117330614e-05,3.8958985117330614e-05
1841,3.838996937182466e-05,3.838996937182466e-05,3.838996937182466e-05,3.838996937182466e-05
1842,3.8027392292860895e-05,3.8027392292860895e-05,3.8027392292860895e-05,3.8027392292860895e-05
1843,3.722051717756715e-05,3.722051717756715e-05,3.722051717756715e-05,3.722051717756715e-05
1844,3.76674288418144e-05,3.76674288418144e-05,3.76674288418144e-05,3.76674288418144e-05
1845,3.7149210194391867e-05,3.7149210194391867e-05,3.7149210194391867e-05,3.7149210194391867e-05
1846,3.656225713452191e-05,3.656225713452191e-05,3.656225713452191e-05,3.656225713452191e-05
1847,3.6258807605398556e-05,3.6258807605398556e-05,3.6258807605398556e-05,3.6258807605398556e-05
1848,3.6955586048342024e-05,3.6955586048342024e-05,3.6955586048342024e-05,3.6955586048342024e-05
1849,3.7130427829522106e-05,3.7130427829522106e-05,3.7130427829522106e-05,3.7130427829522106e-05
1850,3.7235892835139695e-05,3.7235892835139695e-05,3.7235892835139695e-05,3.7235892835139695e-05
1851,3.732393296169383e-05,3.732393296169383e-05,3.732393296169383e-05,3.732393296169383e-05
1852,3.781276973313652e-05,3.781276973313652e-05,3.781276973313652e-05,3.781276973313652e-05
1853,3.8107411195856654e-05,3.8107411195856654e-05,3.8107411195856654e-05,3.8107411195856654e-05
1854,3.8552781396512205e-05,3.8552781396512205e-05,3.8552781396512205e-05,3.8552781396512205e-05
1855,3.861776089511945e-05,3.861776089511945e-05,3.861776089511945e-05,3.861776089511945e-05
1856,3.792699031432026e-05,3.792699031432026e-05,3.792699031432026e-05,3.792699031432026e-05
1857,3.845238513479542e-05,3.845238513479542e-05,3.845238513479542e-05,3.845238513479542e-05
1858,3.824705761092316e-05,3.824705761092316e-05,3.824705761092316e-05,3.824705761092316e-05
1859,3.803102455484415e-05,3.803102455484415e-05,3.803102455484415e-05,3.803102455484415e-05
1860,3.791605922742747e-05,3.791605922742747e-05,3.791605922742747e-05,3.791605922742747e-05
1861,3.7158551484545956e-05,3.7158551484545956e-05,3.7158551484545956e-05,3.7158551484545956e-05
1862,3.684999007548738e-05,3.684999007548738e-05,3.684999007548738e-05,3.684999007548738e-05
1863,3.6592809919966385e-05,3.6592809919966385e-05,3.6592809919966385e-05,3.6592809919966385e-05
1864,3.6610112666884174e-05,3.6610112666884174e-05,3.6610112666884174e-05,3.6610112666884174e-05
1865,3.6407482964153e-05,3.6407482964153e-05,3.6407482964153e-05,3.6407482964153e-05
1866,3.650726024976133e-05,3.650726024976133e-05,3.650726024976133e-05,3.650726024976133e-05
1867,3.674871030463172e-05,3.674871030463172e-05,3.674871030463172e-05,3.674871030463172e-05
1868,3.734061257481309e-05,3.734061257481309e-05,3.734061257481309e-05,3.734061257481309e-05
1869,3.771429224538484e-05,3.771429224538484e-05,3.771429224538484e-05,3.771429224538484e-05
1870,3.8912294777609145e-05,3.8912294777609145e-05,3.8912294777609145e-05,3.8912294777609145e-05
1871,3.957013177569024e-05,3.957013177569024e-05,3.957013177569024e-05,3.957013177569024e-05
1872,4.089100080558897e-05,4.089100080558897e-05,4.089100080558897e-05,4.089100080558897e-05
1873,4.1986880595296885e-05,4.1986880595296885e-05,4.1986880595296885e-05,4.1986880595296885e-05
1874,4.191464488810327e-05,4.191464488810327e-05,4.191464488810327e-05,4.191464488810327e-05
1875,4.2702069289849275e-05,4.2702069289849275e-05,4.2702069289849275e-05,4.2702069289849275e-05
1876,4.2839119227470034e-05,4.2839119227470034e-05,4.2839119227470034e-05,4.2839119227470034e-05
1877,4.301145807923084e-05,4.301145807923084e-05,4.301145807923084e-05,4.301145807923084e-05
1878,4.27310837299696e-05,4.27310837299696e-05,4.27310837299696e-05,4.27310837299696e-05
1879,4.262161123084037e-05,4.262161123084037e-05,4.262161123084037e-05,4.262161123084037e-05
1880,4.239416895351107e-05,4.239416895351107e-05,4.239416895351107e-05,4.239416895351107e-05
1881,4.32394548884726e-05,4.32394548884726e-05,4.32394548884726e-05,4.32394548884726e-05
1882,4.3299906662598785e-05,4.3299906662598785e-05,4.3299906662598785e-05,4.3299906662598785e-05
1883,4.3373788815058235e-05,4.3373788815058235e-05,4.3373788815058235e-05,4.3373788815058235e-05
1884,4.3002748238255405e-05,4.3002748238255405e-05,4.3002748238255405e-05,4.3002748238255405e-05
1885,4.325113539899965e-05,4.325113539899965e-05,4.325113539899965e-05,4.325113539899965e-05
1886,4.320855233735139e-05,4.320855233735139e-05,4.320855233735139e-05,4.320855233735139e-05
1887,4.325222679264178e-05,4.325222679264178e-05,4.325222679264178e-05,4.325222679264178e-05
1888,4.305291284773765e-05,4.305291284773765e-05,4.305291284773765e-05,4.305291284773765e-05
1889,4.318072907543475e-05,4.318072907543475e-05,4.318072907543475e-05,4.318072907543475e-05
1890,4.3638777112521764e-05,4.3638777112521764e-05,4.3638777112521764e-05,4.3638777112521764e-05
1891,4.4187707577033765e-05,4.4187707577033765e-05,4.4187707577033765e-05,4.4187707577033765e-05
1892,4.456646430688644e-05,4.456646430688644e-05,4.456646430688644e-05,4.456646430688644e-05
1893,4.555794917645731e-05,4.555794917645731e-05,4.555794917645731e-05,4.555794917645731e-05
1894,4.591412757041066e-05,4.591412757041066e-05,4.591412757041066e-05,4.591412757041066e-05
1895,4.663884621030385e-05,4.663884621030385e-05,4.663884621030385e-05,4.663884621030385e-05
1896,4.684083043165239e-05,4.684083043165239e-05,4.684083043165239e-05,4.684083043165239e-05
1897,4.719122028161239e-05,4.719122028161239e-05,4.719122028161239e-05,4.719122028161239e-05
1898,4.7097394729332465e-05,4.7097394729332465e-05,4.7097394729332465e-05,4.7097394729332465e-05
1899,4.757902362533579e-05,4.757902362533579e-05,4.757902362533579e-05,4.757902362533579e-05
1900,4.798394521848033e-05,4.798394521848033e-05,4.798394521848033e-05,4.798394521848033e-05
1901,4.879443752413083e-05,4.879443752413083e-05,4.879443752413083e-05,4.879443752413083e-05
1902,5.0142080518915986e-05,5.0142080518915986e-05,5.0142080518915986e-05,5.0142080518915986e-05
1903,5.1818385795091414e-05,5.1818385795091414e-05,5.1818385795091414e-05,5.1818385795091414e-05
1904,5.319733723549039e-05,5.319733723549039e-05,5.319733723549039e-05,5.319733723549039e-05
1905,5.4979855901495155e-05,5.4979855901495155e-05,5.4979855901495155e-05,5.4979855901495155e-05
1906,5.6620198717739966e-05,5.6620198717739966e-05,5.6620198717739966e-05,5.6620198717739966e-05
1907,5.739619414920786e-05,5.739619414920786e-05,5.739619414920786e-05,5.739619414920786e-05
1908,5.9085953710434425e-05,5.9085953710434425e-05,5.9085953710434425e-05,5.9085953710434425e-05
1909,5.9645629205208805e-05,5.9645629205208805e-05,5.9645629205208805e-05,5.9645629205208805e-05
1910,5.995577677302728e-05,5.995577677302728e-05,5.995577677302728e-05,5.995577677302728e-05
1911,6.041492296000277e-05,6.041492296000277e-05,6.041492296000277e-05,6.041492296000277e-05
1912,6.0973579820711166e-05,6.0973579820711166e-05,6.0973579820711166e-05,6.0973579820711166e-05
1913,6.158956551059549e-05,6.158956551059549e-05,6.158956551059549e-05,6.158956551059549e-05
1914,6.180916066763789e-05,6.180916066763789e-05,6.180916066763789e-05,6.180916066763789e-05
1915,6.040477767653231e-05,6.040477767653231e-05,6.040477767653231e-05,6.040477767653231e-05
1916,5.9527462976153144e-05,5.9527462976153144e-05,5.9527462976153144e-05,5.9527462976153144e-05
1917,5.8726928338208904e-05,5.8726928338208904e-05,5.8726928338208904e-05,5.8726928338208904e-05
1918,5.813959640883175e-05,5.813959640883175e-05,5.813959640883175e-05,5.813959640883175e-05
1919,5.692647339726266e-05,5.692647339726266e-05,5.692647339726266e-05,5.692647339726266e-05
1920,5.795374402493637e-05,5.795374402493637e-05,5.795374402493637e-05,5.795374402493637e-05
1921,5.7673831698983645e-05,5.7673831698983645e-05,5.7673831698983645e-05,5.7673831698983645e-05
1922,5.9685831989294714e-05,5.9685831989294714e-05,5.9685831989294714e-05,5.9685831989294714e-05
1923,6.119732747070625e-05,6.119732747070625e-05,6.119732747070625e-05,6.119732747070625e-05
1924,6.242657452405962e-05,6.242657452405962e-05,6.242657452405962e-05,6.242657452405962e-05
1925,6.490140575416652e-05,6.490140575416652e-05,6.490140575416652e-05,6.490140575416652e-05
1926,6.669768273630845e-05,6.669768273630845e-05,6.669768273630845e-05,6.669768273630845e-05
1927,6.555811601823994e-05,6.555811601823994e-05,6.555811601823994e-05,6.555811601823994e-05
1928,6.562261634306716e-05,6.562261634306716e-05,6.562261634306716e-05,6.562261634306716e-05
1929,6.393214945481824e-05,6.393214945481824e-05,6.393214945481824e-05,6.393214945481824e-05
1930,6.256712939440539e-05,6.256712939440539e-05,6.256712939440539e-05,6.256712939440539e-05
1931,6.113858450719687e-05,6.113858450719687e-05,6.113858450719687e-05,6.113858450719687e-05
1932,5.903930234905731e-05,5.903930234905731e-05,5.903930234905731e-05,5.903930234905731e-05
1933,5.802635080596831e-05,5.802635080596831e-05,5.802635080596831e-05,5.802635080596831e-05
1934,5.6396870994441474e-05,5.6396870994441474e-05,5.6396870994441474e-05,5.6396870994441474e-05
1935,5.6812110934905445e-05,5.6812110934905445e-05,5.6812110934905445e-05,5.6812110934905445e-05
1936,5.576349732499304e-05,5.576349732499304e-05,5.576349732499304e-05,5.576349732499304e-05
1937,5.568683107932364e-05,5.568683107932364e-05,5.568683107932364e-05,5.568683107932364e-05
1938,5.5277593284180125e-05,5.5277593284180125e-05,5.5277593284180125e-05,5.5277593284180125e-05
1939,5.468136129950706e-05,5.468136129950706e-05,5.468136129950706e-05,5.468136129950706e-05
1940,5.358389898901805e-05,5.358389898901805e-05,5.358389898901805e-05,5.358389898901805e-05
1941,5.368045354511456e-05,5.368045354511456e-05,5.368045354511456e-05,5.368045354511456e-05
1942,5.170371722280314e-05,5.170371722280314e-05,5.170371722280314e-05,5.170371722280314e-05
1943,5.1571660670950746e-05,5.1571660670950746e-05,5.1571660670950746e-05,5.1571660670950746e-05
1944,4.9815697171392716e-05,4.9815697171392716e-05,4.9815697171392716e-05,4.9815697171392716e-05
1945,4.961771992384456e-05,4.961771992384456e-05,4.961771992384456e-05,4.961771992384456e-05
1946,5.051962840038219e-05,5.051962840038219e-05,5.051962840038219e-05,5.051962840038219e-05
1947,5.154218420752191e-05,5.154218420752191e-05,5.154218420752191e-05,5.154218420752191e-05
1948,5.113295732631481e-05,5.113295732631481e-05,5.113295732631481e-05,5.113295732631481e-05
1949,5.122430281647082e-05,5.122430281647082e-05,5.122430281647082e-05,5.122430281647082e-05
1950,5.157415840325744e-05,5.157415840325744e-05,5.157415840325744e-05,5.157415840325744e-05
1951,5.25180455172501e-05,5.25180455172501e-05,5.25180455172501e-05,5.25180455172501e-05
1952,5.2729129882728944e-05,5.2729129882728944e-05,5.2729129882728944e-05,5.2729129882728944e-05
1953,5.109744337719998e-05,5.109744337719998e-05,5.109744337719998e-05,5.109744337719998e-05
1954,4.9930738376653085e-05,4.9930738376653085e-05,4.9930738376653085e-05,4.9930738376653085e-05
1955,5.0281846467571866e-05,5.0281846467571866e-05,5.0281846467571866e-05,5.0281846467571866e-05
1956,5.046126534580253e-05,5.046126534580253e-05,5.046126534580253e-05,5.046126534580253e-05
1957,5.035797481208907e-05,5.035797481208907e-05,5.035797481208907e-05,5.035797481208907e-05
1958,4.961882846795821e-05,4.961882846795821e-05,4.961882846795821e-05,4.961882846795821e-05
1959,4.8687264227607686e-05,4.8687264227607686e-05,4.8687264227607686e-05,4.8687264227607686e-05
1960,4.9338892754998854e-05,4.9338892754998854e-05,4.9338892754998854e-05,4.9338892754998854e-05
1961,4.8567567968608015e-05,4.8567567968608015e-05,4.8567567968608015e-05,4.8567567968608015e-05
1962,4.7190661592009875e-05,4.7190661592009875e-05,4.7190661592009875e-05,4.7190661592009875e-05
1963,4.583227824436368e-05,4.583227824436368e-05,4.583227824436368e-05,4.583227824436368e-05
1964,4.449668631423265e-05,4.449668631423265e-05,4.449668631423265e-05,4.449668631423265e-05
1965,4.344824057105663e-05,4.344824057105663e-05,4.344824057105663e-05,4.344824057105663e-05
1966,4.241735431215992e-05,4.241735431215992e-05,4.241735431215992e-05,4.241735431215992e-05
1967,4.0078105874792005e-05,4.0078105874792005e-05,4.0078105874792005e-05,4.0078105874792005e-05
1968,3.889694458588825e-05,3.889694458588825e-05,3.889694458588825e-05,3.889694458588825e-05
1969,3.810520710041081e-05,3.810520710041081e-05,3.810520710041081e-05,3.810520710041081e-05
1970,3.737872456050744e-05,3.737872456050744e-05,3.737872456050744e-05,3.737872456050744e-05
1971,3.675700541602315e-05,3.675700541602315e-05,3.675700541602315e-05,3.675700541602315e-05
1972,3.654026035552046e-05,3.654026035552046e-05,3.654026035552046e-05,3.654026035552046e-05
1973,3.627023137856408e-05,3.627023137856408e-05,3.627023137856408e-05,3.627023137856408e-05
1974,3.619028679427824e-05,3.619028679427824e-05,3.619028679427824e-05,3.619028679427824e-05
1975,3.615488458308391e-05,3.615488458308391e-05,3.615488458308391e-05,3.615488458308391e-05
1976,3.5883427959301374e-05,3.5883427959301374e-05,3.5883427959301374e-05,3.5883427959301374e-05
1977,3.5699653900727366e-05,3.5699653900727366e-05,3.5699653900727366e-05,3.5699653900727366e-05
1978,3.533435613332715e-05,3.533435613332715e-05,3.533435613332715e-05,3.533435613332715e-05
1979,3.503242935819019e-05,3.503242935819019e-05,3.503242935819019e-05,3.503242935819019e-05
1980,3.464018092407579e-05,3.464018092407579e-05,3.464018092407579e-05,3.464018092407579e-05
1981,3.399181306511829e-05,3.399181306511829e-05,3.399181306511829e-05,3.399181306511829e-05
1982,3.324983741289803e-05,3.324983741289803e-05,3.324983741289803e-05,3.324983741289803e-05
1983,3.24492734112677e-05,3.24492734112677e-05,3.24492734112677e-05,3.24492734112677e-05
1984,3.193321624296784e-05,3.193321624296784e-05,3.193321624296784e-05,3.193321624296784e-05
1985,3.124310855387843e-05,3.124310855387843e-05,3.124310855387843e-05,3.124310855387843e-05
1986,3.0543624494125e-05,3.0543624494125e-05,3.0543624494125e-05,3.0543624494125e-05
1987,3.015030233655125e-05,3.015030233655125e-05,3.015030233655125e-05,3.015030233655125e-05
1988,2.983144804602489e-05,2.983144804602489e-05,2.983144804602489e-05,2.983144804602489e-05
1989,2.94849349821951e-05,2.94849349821951e-05,2.94849349821951e-05,2.94849349821951e-05
1990,2.912162095266727e-05,2.912162095266727e-05,2.912162095266727e-05,2.912162095266727e-05
1991,2.8562748671642373e-05,2.8562748671642373e-05,2.8562748671642373e-05,2.8562748671642373e-05
1992,2.8221766894733135e-05,2.8221766894733135e-05,2.8221766894733135e-05,2.8221766894733135e-05
1993,2.7741782884861876e-05,2.7741782884861876e-05,2.7741782884861876e-05,2.7741782884861876e-05
1994,2.716430546050625e-05,2.716430546050625e-05,2.716430546050625e-05,2.716430546050625e-05
1995,2.6553883019784864e-05,2.6553883019784864e-05,2.6553883019784864e-05,2.6553883019784864e-05
1996,2.619595371860279e-05,2.619595371860279e-05,2.619595371860279e-05,2.619595371860279e-05
1997,2.586266418802552e-05,2.586266418802552e-05,2.586266418802552e-05,2.586266418802552e-05
1998,2.5572813683538698e-05,2.5572813683538698e-05,2.5572813683538698e-05,2.5572813683538698e-05
1999,2.5122078503565198e-05,2.5122078503565198e-05,2.5122078503565198e-05,2.5122078503565198e-05
2000,2.4795928506396842e-05,2.4795928506396842e-05,2.4795928506396842e-05,2.4795928506396842e-05
2001,2.4495148734006633e-05,2.4495148734006633e-05,2.4495148734006633e-05,2.4495148734006633e-05
2002,2.4163258006280686e-05,2.4163258006280686e-05,2.4163258006280686e-05,2.4163258006280686e-05
2003,2.3939962764935835e-05,2.3939962764935835e-05,2.3939962764935835e-05,2.3939962764935835e-05
2004,2.395324892339496e-05,2.395324892339496e-05,2.395324892339496e-05,2.395324892339496e-05
2005,2.4053133009666844e-05,2.4053133009666844e-05,2.4053133009666844e-05,2.4053133009666844e-05
2006,2.4301674784510396e-05,2.4301674784510396e-05,2.4301674784510396e-05,2.4301674784510396e-05
2007,2.4631086489534937e-05,2.4631086489534937e-05,2.4631086489534937e-05,2.4631086489534937e-05
2008,2.5077352932255182e-05,2.5077352932255182e-05,2.5077352932255182e-05,2.5077352932255182e-05
2009,2.5291220611377086e-05,2.5291220611377086e-05,2.5291220611377086e-05,2.5291220611377086e-05
2010,2.534934251993296e-05,2.534934251993296e-05,2.534934251993296e-05,2.534934251993296e-05
2011,2.5560484573361464e-05,2.5560484573361464e-05,2.5560484573361464e-05,2.5560484573361464e-05
2012,2.5487672506382557e-05,2.5487672506382557e-05,2.5487672506382557e-05,2.5487672506382557e-05
2013,2.5142308784000177e-05,2.5142308784000177e-05,2.5142308784000177e-05,2.5142308784000177e-05
2014,2.4987047384326744e-05,2.4987047384326744e-05,2.4987047384326744e-05,2.4987047384326744e-05
2015,2.472589169753649e-05,2.472589169753649e-05,2.472589169753649e-05,2.472589169753649e-05
2016,2.490573985726639e-05,2.490573985726639e-05,2.490573985726639e-05,2.490573985726639e-05
2017,2.5076975058861233e-05,2.5076975058861233e-05,2.5076975058861233e-05,2.5076975058861233e-05
2018,2.4889908672776073e-05,2.4889908672776073e-05,2.4889908672776073e-05,2.4889908672776073e-05
2019,2.496562365195132e-05,2.496562365195132e-05,2.496562365195132e-05,2.496562365195132e-05
