ngram,drama,draam,draama
1985,1.3253216561029798e-05,2.2963325140211233e-10,4.7491195499991894e-11
1986,1.3334102342404159e-05,1.934650103809142e-10,3.5706057158587814e-11
1987,1.3438772709508027e-05,2.2899237317860636e-10,4.908099224662113e-11
1988,1.3477500942826737e-05,2.185690205214197e-10,4.1451193667972423e-11
1989,1.3828614490713725e-05,2.288351100871682e-10,4.1451193667972423e-11
1990,1.3960418073111214e-05,2.058825496000148e-10,4.810865594784275e-11
1991,1.417476440630188e-05,2.0854519351489109e-10,4.732733104227473e-11
1992,1.4237075057670673e-05,2.2039815607475888e-10,9.186375321149472e-11
1993,1.4371638826560229e-05,2.3832064694711315e-10,8.402080668117634e-11
1994,1.4435080889338029e-05,1.974584940001023e-10,7.064587159314303e-11
1995,1.4811572457672031e-05,1.8889424944847277e-10,7.064587159314303e-11
1996,1.4845745161957374e-05,1.8679441723560127e-10,9.585402858352282e-11
1997,1.504872943769442e-05,1.9739452731101385e-10,9.494909075250365e-11
1998,1.5064085736022597e-05,1.86867854523598e-10,1.0571318522937086e-10
1999,1.5371748564315828e-05,1.8947379379749155e-10,7.202325145013892e-11
2000,1.5582247215206735e-05,1.6121049634110207e-10,7.471782022459652e-11
2001,1.6010931566207936e-05,1.5041016745590393e-10,1.0007146995981233e-10
2002,1.617051488470419e-05,1.3124877276274712e-10,1.0544002377559686e-10
2003,1.6420085168127635e-05,1.140690845351828e-10,1.0602255383153545e-10
2004,1.6749794147991842e-05,1.220442427674051e-10,1.1540966694217098e-10
2005,1.6816168291760342e-05,1.2296686783898536e-10,1.1298208499718346e-10
2006,1.671773601888812e-05,1.167136080242643e-10,1.0728216876373534e-10
2007,1.661530950514134e-05,1.1169591045729582e-10,9.70720423685924e-11
2008,1.6318132760976107e-05,1.0177479940159146e-10,8.230055179025975e-11
2009,1.577754963883698e-05,1.0177479940159146e-10,7.69319979744752e-11
