ngram,agent,agnt,agt,agentt
1731,5.5546700618184075e-06,0.0,7.60075690006293e-08,8.18323796027341e-09
1732,5.116160066011487e-06,0.0,7.272428094649643e-08,8.18323796027341e-09
1733,5.474349417714361e-06,7.024769591420668e-09,8.038632210676561e-08,8.18323796027341e-09
1734,4.162192762383451e-06,7.024769591420668e-09,8.38670694796357e-08,8.18323796027341e-09
1735,3.972958942150788e-06,7.024769591420668e-09,8.385443552226337e-08,2.1117090044851594e-08
1736,3.475243358609857e-06,7.024769591420668e-09,7.748245879822337e-08,2.1117090044851594e-08
1737,5.719553736785851e-06,7.024769591420668e-09,9.132571524414093e-08,1.2933852084578185e-08
1738,6.681218906123831e-06,7.024769591420668e-09,6.345875697937637e-08,1.2933852084578185e-08
1739,1.0269772701576585e-05,7.024769591420668e-09,5.114501787163915e-08,1.9395685058043455e-08
1740,1.173158170786337e-05,0.0,3.709547868879781e-08,1.9395685058043455e-08
1741,1.3221837434684858e-05,0.0,2.6772015461671928e-08,1.9395685058043455e-08
1742,1.3518548127779337e-05,0.0,1.7973939695333945e-07,6.461832973465269e-09
1743,1.4403665188313295e-05,0.0,1.7973939695333945e-07,6.461832973465269e-09
1744,1.2288120030591796e-05,0.0,1.6589614050742186e-07,6.461832973465269e-09
1745,1.2431090648793283e-05,0.0,1.848308680710683e-07,6.461832973465269e-09
1746,9.843958196142921e-06,0.0,1.88324989380817e-07,0.0
1747,8.874642259927765e-06,0.0,1.9664329288713945e-07,0.0
1748,8.850279885207004e-06,0.0,2.002830247046664e-07,0.0
1749,9.153004222233513e-06,0.0,4.580399754721449e-08,0.0
1750,1.055998784847491e-05,0.0,4.580399754721449e-08,0.0
1751,1.2639542222002223e-05,0.0,4.937313618264787e-08,0.0
1752,1.437005663059868e-05,0.0,3.043840861900142e-08,0.0
1753,1.5140534482530451e-05,0.0,3.5570511615544224e-08,0.0
1754,1.5641455580147783e-05,0.0,2.725220810922175e-08,0.0
1755,1.5260768902537946e-05,0.0,3.517239959600309e-08,0.0
1756,1.6310512494653396e-05,0.0,3.932353033673865e-08,0.0
1757,1.5212879718871721e-05,0.0,5.150402339536088e-08,0.0
1758,1.3945022926366488e-05,0.0,6.036522393060295e-08,0.0
1759,1.3061037472133258e-05,0.0,8.123799334823292e-08,0.0
1760,1.3418583746118071e-05,0.0,7.147267006806552e-08,0.0
1761,1.4871488149635428e-05,0.0,7.424823752647366e-08,0.0
1762,1.662061536730367e-05,2.6825820295276313e-09,7.610122436980354e-08,0.0
1763,1.6918183583974106e-05,2.6825820295276313e-09,6.983348781781323e-08,0.0
1764,1.7700592512223272e-05,2.6825820295276313e-09,6.889571351515705e-08,0.0
1765,1.9575468676131485e-05,2.6825820295276313e-09,7.414982481991825e-08,2.9474084125727782e-09
1766,1.988490320010377e-05,2.6825820295276313e-09,5.667810754061975e-08,2.9474084125727782e-09
1767,1.9697709051667645e-05,2.6825820295276313e-09,5.429987583381392e-08,2.9474084125727782e-09
1768,1.8824451477225273e-05,2.6825820295276313e-09,6.225315856462593e-08,2.9474084125727782e-09
1769,1.7094469772668424e-05,0.0,4.884024841698777e-08,2.9474084125727782e-09
1770,1.727954414881034e-05,0.0,5.465033860372971e-08,5.830329996570072e-09
1771,1.7804969892105354e-05,0.0,5.393819511669205e-08,5.830329996570072e-09
1772,1.7290522269572e-05,0.0,4.4161989874526494e-08,2.8829215839972935e-09
1773,1.761510923513145e-05,0.0,7.190322800657409e-08,2.8829215839972935e-09
1774,1.8033283075575518e-05,0.0,8.499350505936881e-08,2.8829215839972935e-09
1775,1.8604745101973614e-05,0.0,8.293072235281735e-08,2.8829215839972935e-09
1776,1.885103678692498e-05,0.0,1.0462967838163553e-07,5.595291087599565e-09
1777,1.824915242260821e-05,0.0,1.630960722666584e-07,2.712369503602271e-09
1778,1.780214850961264e-05,0.0,1.6925235968301422e-07,2.712369503602271e-09
1779,1.7979754894830486e-05,2.5616857206906776e-09,1.895226578848711e-07,5.274055224292949e-09
1780,1.7705297198387727e-05,2.5616857206906776e-09,1.63078648236186e-07,5.274055224292949e-09
1781,1.8150541109207552e-05,2.5616857206906776e-09,1.5660645351951124e-07,5.274055224292949e-09
1782,1.8522925919179606e-05,2.5616857206906776e-09,1.6304732040696634e-07,7.432188705739204e-09
1783,1.9370318633653888e-05,2.5616857206906776e-09,1.5439595912880577e-07,4.719819202136932e-09
1784,2.042871320944479e-05,4.226157836382884e-09,1.139123543428663e-07,4.719819202136932e-09
1785,2.110878371500543e-05,4.226157836382884e-09,1.1340671589112259e-07,4.719819202136932e-09
1786,2.0176383778951796e-05,3.0045704337209956e-09,9.058856572810977e-08,2.1581334814462546e-09
1787,2.054268666792528e-05,3.0045704337209956e-09,9.749255980295857e-08,2.1581334814462546e-09
1788,2.2228040376960833e-05,3.0045704337209956e-09,1.0099549590287487e-07,2.1581334814462546e-09
1789,2.203108488174621e-05,3.0045704337209956e-09,9.98491793373952e-08,0.0
1790,2.2046144035162536e-05,3.0045704337209956e-09,9.78500683653952e-08,0.0
1791,2.174781704005519e-05,2.426064555598779e-09,9.402380588393758e-08,0.0
1792,2.1258284894949092e-05,2.426064555598779e-09,8.872520242318518e-08,1.0882620519022827e-09
1793,2.186008298719701e-05,1.0859662375699892e-09,9.914116308859125e-08,1.0882620519022827e-09
1794,2.2100085126502173e-05,1.0859662375699892e-09,1.0151068607910929e-07,1.0882620519022827e-09
1795,2.0625251896230372e-05,1.0859662375699892e-09,9.75778868499739e-08,2.0015341764941954e-09
1796,2.0868851736720118e-05,1.0859662375699892e-09,1.044768243981967e-07,2.0015341764941954e-09
1797,2.1157678929739632e-05,1.0859662375699892e-09,1.0533373690740128e-07,2.5684578273756286e-09
1798,2.156973823730368e-05,0.0,8.889366906065074e-08,3.725771183634866e-09
1799,2.2293115242583944e-05,0.0,8.642182284087799e-08,2.6375091317325835e-09
1800,2.2758532525455977e-05,0.0,8.546536938475973e-08,3.460836950353041e-09
1801,2.2951573035762912e-05,0.0,7.613697659637961e-08,4.853858394580714e-09
1802,2.32874587839303e-05,4.341267980022069e-10,7.047726948071289e-08,3.940586269988801e-09
1803,2.3432091568663183e-05,4.341267980022069e-10,5.4531713493994564e-08,4.291586229245224e-09
1804,2.396236699756368e-05,4.341267980022069e-10,5.574465156144015e-08,4.029740128887381e-09
1805,2.402927384537179e-05,6.938042997260498e-10,5.872781854472058e-08,3.1321042743519864e-09
1806,2.425422488678513e-05,9.523544016890435e-10,5.7556446719786436e-08,3.1321042743519864e-09
1807,2.4336171138981755e-05,1.161575629333405e-09,4.859474067586689e-08,2.3087764557315283e-09
1808,2.4771891081140245e-05,1.3969388185890758e-09,4.88939629101586e-08,2.5632973045728947e-09
1809,2.552744055200102e-05,9.62812020586869e-10,5.37434899123517e-08,2.7442221193853454e-09
1810,2.604004138057852e-05,1.1807496726388779e-09,5.536762007604271e-08,2.3932221601289225e-09
1811,2.618994533674725e-05,1.1807496726388779e-09,4.881203606389915e-08,2.0881446096053325e-09
1812,2.7182398428392063e-05,1.1597804304232439e-09,4.7579726571354645e-08,1.8284671078814897e-09
1813,2.745120972187059e-05,9.012303284602499e-10,4.4995829284744104e-08,2.2164259158178166e-09
1814,2.902484733827545e-05,6.920091008158888e-10,4.3107839329893845e-08,2.6343421888341823e-09
1815,3.012710086685339e-05,4.5664591156021773e-10,4.318687046073981e-08,9.86799895765143e-10
1816,3.132358194436945e-05,1.0271640839474928e-09,1.8548111795675076e-07,8.058750809526925e-10
1817,3.206936941881265e-05,8.092264318954839e-10,1.8374072016261574e-07,8.058750809526925e-10
1818,3.3806986331390885e-05,8.092264318954839e-10,1.832651554321631e-07,9.849099472499949e-10
1819,3.437474697420839e-05,7.208156135466279e-10,1.8146156704241484e-07,1.1352073884093476e-09
1820,3.568616999213451e-05,1.0156094853996933e-09,1.941988992472586e-07,1.4842332759660133e-09
1821,3.60757320387555e-05,1.1441637399427812e-09,1.9575652793995297e-07,1.1948712574927356e-09
1822,3.6352414878950056e-05,1.1441637399427812e-09,2.2716738813853355e-07,1.1948712574927356e-09
1823,3.716488364651533e-05,7.141083359561508e-10,8.638299320296028e-08,1.3353340258933803e-09
1824,3.8051168043499016e-05,8.482283526361251e-10,9.124190266821383e-08,1.3353340258933803e-09
1825,3.835026135285651e-05,9.748451569789397e-10,9.351142590422309e-08,1.4095327682817071e-09
1826,3.9065515011316165e-05,9.430459587836788e-10,9.513831551138147e-08,1.2592353271223544e-09
1827,3.980931121207375e-05,9.619639053580288e-10,8.935281467107156e-08,5.222506316293618e-10
1828,4.108512491386916e-05,8.334096508149408e-10,9.408560736850241e-08,3.936963770862738e-10
1829,4.624084976967424e-05,1.1145067646545215e-09,6.601572824901528e-08,3.936963770862738e-10
1830,4.669892015434536e-05,1.0693485382898667e-09,6.066264798424267e-08,3.4853815072161913e-10
1831,4.993275589575725e-05,9.352285216098925e-10,5.8066001023299966e-08,4.4143281093969987e-10
1832,5.070011892322717e-05,8.937611761794528e-10,5.83093877943546e-08,2.7334866116644566e-10
1833,5.231474486728465e-05,7.752629332153609e-10,6.109217969602859e-08,6.032617104269531e-10
1834,5.411091894659746e-05,9.599122766498373e-10,5.920288513396242e-08,6.863219040706018e-10
1835,5.459239296864585e-05,9.599122766498373e-10,9.183936049745561e-08,6.863219040706018e-10
1836,5.139534239008624e-05,6.788151628102566e-10,8.813051418802128e-08,2.788034993349088e-09
1837,5.1889550897093227e-05,7.383934416286106e-10,9.39509082594928e-08,2.7701718617402703e-09
1838,5.0040754493758346e-05,7.383934416286106e-10,9.276799671299938e-08,2.7536029488319157e-09
1839,5.037969042729985e-05,6.532439827162356e-10,8.886635021505234e-08,2.9715792366451818e-09
1840,5.043058107340974e-05,8.044159148314276e-10,8.494691324959344e-08,2.71725215344227e-09
1841,4.944669802041192e-05,3.0605475296953596e-10,8.362618432654147e-08,2.8441247928207805e-09
1842,4.964974141330458e-05,4.2768563294056806e-10,4.8635090113943336e-08,2.8441247928207805e-09
1843,5.073911129979284e-05,4.932601628736068e-10,5.316173152485655e-08,9.391352933414104e-10
1844,5.1728820835705847e-05,4.719430560636998e-10,6.069304703260059e-08,1.1288253110031121e-09
1845,5.223827767102713e-05,6.054205866793236e-10,6.689568112148794e-08,1.38619339816261e-09
1846,5.2590366976801306e-05,8.663025852229111e-10,8.195904348846333e-08,1.2135086507087627e-09
1847,5.243864714949658e-05,1.0787634595134575e-09,1.0551964483137713e-07,1.1379226846511666e-09
1848,5.3302859929057634e-05,1.0787634595134575e-09,1.7915384071492163e-07,9.826775266524074e-10
1849,5.400380957455907e-05,1.0646116528028366e-09,4.379571549861794e-07,9.826775266524074e-10
1850,5.3210738509993204e-05,1.7110857651404997e-09,5.263273844694336e-07,9.283636716515633e-10
1851,5.29283715877682e-05,2.4132347866055527e-09,5.369106606930732e-07,8.005180328142712e-10
1852,5.386271420450482e-05,2.63368823575202e-09,6.469371364963601e-07,7.196320523610617e-10
1853,5.4969056301550676e-05,3.1449556926941925e-09,7.697334223978812e-07,6.85709735024988e-10
1854,5.6112931425949295e-05,3.3873452297074535e-09,8.971378885494882e-07,1.9987580717512846e-09
1855,5.7493855690284234e-05,3.6498539746077086e-09,1.0006475536426609e-06,2.101575643668038e-09
1856,5.833392684248143e-05,3.6914713190989393e-09,1.1310316746663114e-06,2.2009732528590777e-09
1857,5.9236281750989815e-05,3.0756911303545363e-09,1.925937693515932e-06,2.2029661983502535e-09
1858,5.9420480413661737e-05,2.4127869384977477e-09,2.012442402181997e-06,2.121283922327878e-09
1859,5.8796012516333053e-05,2.2416441242916515e-09,3.1011250679772014e-06,1.990334845349194e-09
1860,5.897071917258602e-05,1.5914850865732839e-09,3.1723551826092134e-06,2.44277304336674e-09
1861,5.8955598173529976e-05,1.2678961531469619e-09,3.2586098411359543e-06,1.2991847399477864e-09
1862,5.76692951394112e-05,1.0053874082467068e-09,3.2173789869765253e-06,1.2531160355409655e-09
1863,5.718989840326165e-05,9.040288716035048e-10,3.0299503188351603e-06,3.3973987155290685e-09
1864,5.6506502525215705e-05,9.490457824374537e-10,2.6064668483221406e-06,3.441376521053284e-09
1865,5.690525254716964e-05,9.089148917634e-10,2.6911422667451135e-06,3.914491619738669e-09
1866,5.7312411497280535e-05,8.588455859191515e-10,1.690845514141464e-06,4.013830950151081e-09
1867,5.795348988613114e-05,8.664925404173423e-10,1.7254857149444952e-06,4.026636008751845e-09
1868,5.83459649143541e-05,7.184942283990279e-10,1.74204327712297e-06,4.21566955946925e-09
1869,6.055725836111898e-05,1.1143530978926668e-09,1.7586495784728738e-06,4.4605059963081266e-09
1870,6.135437173985078e-05,1.3200339789497052e-09,1.6592219692159103e-06,2.3435350882117234e-09
1871,6.325625352993873e-05,1.909117713123314e-09,1.287955918931922e-06,2.236306727100766e-09
1872,6.372146110931811e-05,2.145003460566183e-09,1.2958638129540695e-06,2.033201797400709e-09
1873,6.520668518662984e-05,2.2073283597759794e-09,1.2697660736193939e-06,1.9680387002602676e-09
1874,6.543408692648103e-05,2.1969131276072015e-09,1.1693320841134534e-06,1.5652396204554213e-09
1875,6.654882703774742e-05,2.303168211703621e-09,1.069693561411051e-06,1.4875512567767503e-09
1876,6.59804417019976e-05,2.6356170420730305e-09,1.0936904329485384e-06,1.3229382034296577e-09
1877,6.675372424069792e-05,2.6618116599763653e-09,1.141994061981677e-06,1.3360355123813251e-09
1878,6.692972134000488e-05,2.7297204496790073e-09,1.231882216805908e-06,1.4000248262289817e-09
1879,6.803852946697069e-05,3.4783970941682743e-09,1.1968541327535474e-06,1.3517216552421424e-09
