ngram,agent,agnt,agt,agentt
1880,6.841264985268936e-05,3.842426948048277e-09,1.2290185752915152e-06,1.2614600118445095e-09
1881,6.956704913006564e-05,3.8810327808645545e-09,1.249237210946116e-06,1.2603251260084087e-09
1882,6.9973584946378e-05,3.834800064796338e-09,1.2328748328270324e-06,1.1091582216174852e-09
1883,7.228021318691649e-05,3.2992281287899263e-09,1.2904550560831142e-06,1.142356697331997e-09
1884,7.39849783712998e-05,3.3857456203735735e-09,1.1809452920325775e-06,1.12459363646852e-09
1885,7.513420963992498e-05,3.051840177395856e-09,1.0514255523373452e-06,1.0084754757468316e-09
1886,7.654338073085196e-05,2.0449525961474535e-09,9.097677998884787e-07,8.119308142484627e-10
1887,7.71649761840568e-05,1.6240488239941238e-09,7.294371247975764e-07,9.395952210722314e-10
1888,7.762134919175878e-05,1.6012350572453776e-09,5.745634703251718e-07,9.70787143133351e-10
1889,7.815518620191142e-05,1.537632061359468e-09,4.5633843675269805e-07,1.0766868765602462e-09
1890,7.699305569985881e-05,2.1037669780835498e-09,2.5376131824421986e-07,1.1553767724294316e-09
1891,7.656092410408226e-05,1.8656613634934362e-09,3.283002720471424e-07,1.4942240877153473e-09
1892,7.692438001478357e-05,1.5136468269259596e-09,3.0276354680479146e-07,1.8472177041952064e-09
1893,7.742836377084521e-05,1.4494157104686219e-09,3.485348807024431e-07,1.879760220495947e-09
1894,7.835086060887469e-05,1.6205306897974582e-09,3.7548921787739733e-07,1.995607266737563e-09
1895,7.882842016572665e-05,1.5702013142096912e-09,4.3392020846308045e-07,1.8489297870516452e-09
1896,7.840582527153726e-05,1.5750098170119742e-09,4.814442990306946e-07,1.710293866847528e-09
1897,7.796203759166278e-05,8.161391364312567e-10,4.965892048046174e-07,1.6296666318003717e-09
1898,7.853121808563759e-05,8.504573989487341e-10,4.0274612242033723e-07,1.4573863782452179e-09
1899,7.756976888880931e-05,7.563133968308782e-10,3.9514210925517546e-07,1.1482251102304782e-09
1900,7.687800929748587e-05,9.451079125659995e-10,4.3774799759635895e-07,1.1051991623465896e-09
1901,7.686551335999476e-05,8.928733942679758e-10,4.6621253042238617e-07,9.501445265490206e-10
1902,7.745018021004009e-05,1.0836812082613635e-09,5.101146111233643e-07,1.062766723831337e-09
1903,7.981987541175581e-05,1.0436531004488968e-09,5.340709045802734e-07,1.1411951859687163e-09
1904,8.202680640221973e-05,1.2973129396140086e-09,5.470853596177352e-07,1.060957781946164e-09
1905,8.246225479524583e-05,1.317931763722413e-09,6.022072491467563e-07,8.790751301493824e-10
1906,8.420812186419166e-05,1.423837746118904e-09,6.313111059950773e-07,9.768843511892555e-10
1907,8.52012391468244e-05,1.262170748869299e-09,5.577087409035033e-07,1.0218033244921036e-09
1908,8.614273558902954e-05,1.1835383466924603e-09,5.288648391602432e-07,1.004817673511127e-09
1909,8.688635093026928e-05,1.0182937746984676e-09,4.653534842548522e-07,1.015225173769555e-09
1910,8.679911219847522e-05,9.777544686593943e-10,4.106863806490375e-07,9.500857005890445e-10
1911,8.743260072411172e-05,9.477415400091109e-10,4.0331657861055905e-07,9.891151627908608e-10
1912,8.925410033303447e-05,8.945061635845519e-10,3.582074847534906e-07,1.0985987437222328e-09
1913,8.999065695596593e-05,8.418758666385782e-10,3.6291893934503605e-07,9.99423488412532e-10
1914,9.032577301175999e-05,1.0901877773543995e-09,3.511647719278699e-07,1.0430034851666952e-09
1915,9.065760968951508e-05,1.0552183848933083e-09,3.4825939110305626e-07,1.0332687324802033e-09
1916,8.933062885522045e-05,1.0352814835571218e-09,3.333516320123765e-07,1.033467113474375e-09
1917,8.866185713226773e-05,1.1477747403303746e-09,3.439244064143817e-07,9.65173199299737e-10
1918,8.72023738338612e-05,9.672685470046056e-10,3.3277255186346467e-07,9.847834175109276e-10
1919,8.57685528379599e-05,9.795990407734934e-10,3.291722764840545e-07,9.816579969536475e-10
1920,8.397670379573745e-05,1.0241177231648128e-09,2.9573513212913636e-07,1.1653866007131442e-09
1921,8.206961605797655e-05,8.150013798756208e-10,3.014228805601046e-07,1.3138329035822238e-09
1922,8.044840173429943e-05,7.92309357011689e-10,2.695406635666586e-07,1.4036847914170432e-09
1923,7.913186189918113e-05,8.002119641517932e-10,2.684545238805315e-07,1.2626677421888134e-09
1924,7.735026468123709e-05,9.74524576115497e-10,2.539353545216727e-07,1.367299723839136e-09
1925,7.598124960038279e-05,1.0003993823813418e-09,2.338276772206882e-07,1.3730229552517364e-09
1926,7.398356891436768e-05,9.041878476104667e-10,2.2104675524912765e-07,1.2516286082961007e-09
1927,7.309957332576491e-05,8.563947051509757e-10,2.786151408632317e-07,1.0646255444684322e-09
1928,7.335661731693628e-05,9.264241635736121e-10,2.96957886852007e-07,1.0291116986360649e-09
1929,7.263732030488817e-05,8.815250711930694e-10,2.9974048386195916e-07,9.381790166169373e-10
1930,7.360923024992059e-05,1.709042657394022e-09,3.495845979679351e-07,9.953077489172862e-10
1931,7.337980891212023e-05,1.6294713237449292e-09,3.497131371789562e-07,9.012445829308697e-10
1932,7.338121940847486e-05,1.6077422924722283e-09,3.3927568259579335e-07,7.651277508394624e-10
1933,7.337388940088983e-05,1.67773215954879e-09,3.6579607711116425e-07,7.429373743190431e-10
1934,7.377585799466553e-05,1.6544527771587626e-09,3.626756413918234e-07,8.095294870954664e-10
1935,7.310716422840155e-05,1.649755550424205e-09,3.390081449846808e-07,7.580389768272308e-10
1936,7.366577483480796e-05,1.6576478880013313e-09,3.3932306767578015e-07,7.991094492470247e-10
1937,7.326077320612967e-05,7.992437783028399e-10,3.033134358279962e-07,9.194090211384065e-10
1938,7.392041464169909e-05,6.674271889130421e-10,2.863034812402735e-07,1.0409610078682923e-09
1939,7.418106127131199e-05,8.690809460976112e-10,2.946030568702034e-07,1.0696073709277292e-09
1940,7.402733172057196e-05,8.048316774938208e-10,2.9930270427160265e-07,1.1290722087434597e-09
1941,7.377639225783891e-05,8.426316351022628e-10,2.3622678416554015e-07,1.0494221047707697e-09
1942,7.434965352461274e-05,7.395771098713969e-10,2.15975118424337e-07,8.770148615270098e-10
1943,7.288731805082145e-05,8.274539823168884e-10,2.0614379333697537e-07,8.811420045987514e-10
1944,7.126228904650946e-05,8.360120175497445e-10,1.81184233838394e-07,7.360742214159086e-10
1945,7.032616433986862e-05,1.0058092414499953e-09,1.724900410441218e-07,6.559033197525313e-10
1946,6.942170979787729e-05,8.56157617024067e-10,1.721878005257947e-07,6.721639475174409e-10
1947,6.848988830045397e-05,9.039129444943228e-10,1.399446197020942e-07,7.418813381081841e-10
1948,6.715556602492663e-05,1.949777180979392e-09,1.4017148381688977e-07,7.380241973109491e-10
1949,6.590081881898056e-05,2.963447431891808e-09,1.3906263010962254e-07,8.412635627801685e-10
1950,6.581424323875191e-05,2.9102606594452342e-09,1.365959444602335e-07,8.21916737051406e-10
1951,6.714463857601263e-05,2.9502190611120837e-09,1.5065931892520113e-07,8.146500656598071e-10
1952,6.645402962541474e-05,2.696960178992315e-09,1.6195143055191303e-07,8.149066540611269e-10
1953,6.549417490272649e-05,2.7388746826062516e-09,1.638758766781783e-07,8.088945822683411e-10
1954,6.561379372474871e-05,2.7846923973078627e-09,1.5392262651760446e-07,7.408544849025439e-10
1955,6.602222336888579e-05,1.945977490258599e-09,1.5863615183369412e-07,9.359567644727308e-10
1956,6.54145935966101e-05,1.2481552458254441e-09,1.6539244792771308e-07,9.44517377009037e-10
1957,6.452763357499083e-05,1.4355648257437436e-09,1.5655577202876104e-07,9.451623055640417e-10
1958,6.275615253668678e-05,2.081436840344659e-09,1.3400566700738636e-07,1.0859439379475232e-09
1959,6.189565205464273e-05,2.599081917940639e-09,1.237390137021066e-07,1.1386614508422456e-09
1960,6.153608098559613e-05,2.669636004323398e-09,1.1184393144958449e-07,1.1770668408215913e-09
1961,5.9922899319125076e-05,2.8283768026073274e-09,1.1660405212816321e-07,1.1702344886772259e-09
1962,5.834725951509816e-05,2.783333912554602e-09,1.1630029713874787e-07,1.087060306849606e-09
1963,5.7226496470060996e-05,2.5215119040363933e-09,1.0291406685577645e-07,1.083905941192041e-09
1964,5.632793181575835e-05,2.4404952503331856e-09,1.068843533045895e-07,1.0119210310958034e-09
1965,5.519789452331939e-05,1.9696772308413254e-09,1.0594044803318476e-07,9.360881672978598e-10
1966,5.454565845346744e-05,1.4665318086899098e-09,1.1283902523473444e-07,8.94783818467764e-10
1967,5.353047059283459e-05,1.3874447781146516e-09,1.0363954164712855e-07,8.969133055306397e-10
1968,5.341281004283311e-05,2.4297386800954867e-09,1.0461779455437994e-07,8.793805445732922e-10
1969,5.30466230494702e-05,3.360868615155864e-09,8.984027439445136e-08,9.405745944006988e-10
1970,5.248532969354918e-05,4.161686392326455e-09,9.421535297958274e-08,8.961165063960306e-10
1971,5.184679788986354e-05,5.172077877091397e-09,9.548325964812778e-08,9.136366187410618e-10
1972,5.179456430986258e-05,5.837679133741907e-09,8.831502792564347e-08,8.772995583962637e-10
1973,5.175796364450694e-05,6.00724234641906e-09,8.778531628601221e-08,8.295613799066562e-10
1974,5.204005356063135e-05,6.1515872713207335e-09,8.571736285846652e-08,9.399219418655085e-10
1975,5.1899611467628605e-05,4.91081650741013e-09,8.01747133445068e-08,9.228479488524296e-10
1976,5.190578979506556e-05,3.8795001893505395e-09,8.151430260941847e-08,8.350451362128451e-10
1977,5.1938725456628685e-05,3.0863812537442114e-09,7.764761176888766e-08,7.852528072227472e-10
1978,5.248506152253997e-05,2.25099352649646e-09,7.01095740193328e-08,8.010318995412189e-10
1979,5.271750809957406e-05,1.4976871092515459e-09,6.842854410089266e-08,8.20305307807396e-10
1980,5.27615868902233e-05,1.509514045507286e-09,5.920678753617332e-08,7.93873938809142e-10
1981,5.2665785915451124e-05,9.686315630538393e-09,6.339524257928783e-08,5.865624335450142e-10
1982,5.307510322641714e-05,1.8252341463639458e-08,5.591651636953949e-08,5.788843769418049e-10
1983,5.31084110012411e-05,2.540655628737097e-08,6.844888693941747e-08,5.459001187598947e-10
1984,5.362201565211373e-05,3.068014417121187e-08,7.136740925212897e-08,5.257923937510408e-10
1985,5.367317810721163e-05,3.5293521629041284e-08,7.347662034362656e-08,5.200645152620658e-10
1986,5.3606998075598055e-05,3.9719060786401276e-08,7.347784856749837e-08,4.778005451606354e-10
1987,5.3771419126340856e-05,4.380959798108311e-08,7.742227430591292e-08,5.200153759979795e-10
1988,5.3998631691294054e-05,4.0914771761078687e-08,7.927650967433562e-08,5.289894712743961e-10
1989,5.342980356155229e-05,3.978670396317544e-08,8.273188813388645e-08,5.206351540363942e-10
1990,5.3386881128452455e-05,4.1102589522422154e-08,7.734832812340236e-08,4.702597755645854e-10
1991,5.313225171578649e-05,5.641202552705441e-08,7.311820786932393e-08,5.11556701760745e-10
1992,5.336939804172809e-05,6.86853053163564e-08,6.807045187835164e-08,4.6030669752030104e-10
1993,5.392275852500461e-05,7.304226962950062e-08,6.497210972408343e-08,4.37245053655896e-10
1994,5.4438161896541715e-05,7.986165836574141e-08,5.635668820502815e-08,4.157079521885773e-10
1995,5.536564796264949e-05,8.814358157646243e-08,4.8952686222086024e-08,3.8526092237058304e-10
1996,5.654197905511994e-05,8.071993878073463e-08,4.661831225811446e-08,3.7510918577637094e-10
1997,5.754369859849768e-05,7.228351089112145e-08,3.651567607018283e-08,3.621171576880958e-10
1998,5.885965012047174e-05,5.1997372090590536e-08,3.771317911928561e-08,2.998278193182864e-10
1999,5.939845712938612e-05,3.483018970066151e-08,3.61024431936942e-08,2.913759015811733e-10
2000,6.019333730884162e-05,2.601065144222251e-08,3.550084315406821e-08,3.0590096923775537e-10
2001,6.069171493956154e-05,1.4938915541115198e-08,3.223301194209073e-08,4.009270950947449e-10
2002,6.0685978366694015e-05,1.178530162349034e-09,3.287233190414034e-08,4.065713143137322e-10
2003,6.066344680480792e-05,1.1877448548501336e-09,3.0954105564465606e-08,3.693416108666422e-10
2004,6.041604553632039e-05,1.0952078767699292e-09,4.146662238976465e-08,3.3412048673432867e-10
2005,5.952211098961665e-05,7.513084916104568e-10,4.817347333739365e-08,3.358523038050303e-10
2006,5.901694696928773e-05,6.834628418772581e-10,6.402996532983707e-08,3.7968140685034387e-10
2007,5.749414257089873e-05,5.441409089186016e-10,6.391300339763412e-08,3.38316703521072e-10
2008,5.636377474209959e-05,5.000467837420633e-10,6.293340629578584e-08,2.0184769778227744e-10
2009,5.51761056288212e-05,5.107894206808033e-10,6.125569334309538e-08,1.642678220630562e-10
2010,5.382811494720434e-05,4.268688438438925e-10,6.098629436378036e-08,1.6713440799993277e-10
2011,5.229836096987128e-05,3.6893194650072e-10,4.906744344168601e-08,1.7601505273142796e-10
2012,5.0854583865397475e-05,3.06196552240274e-10,3.9724095505074986e-08,2.0991052051317586e-10
2013,4.9739296498176244e-05,2.761349224674906e-10,2.458577696984321e-08,1.3867630952299085e-10
2014,4.849734302427221e-05,2.752778679607612e-10,2.630498891725048e-08,1.8007089767703632e-10
2015,4.723900981064487e-05,2.653936693424492e-10,2.7798890554566113e-08,1.8035008109944835e-10
2016,4.6048706280998886e-05,1.8038121195131295e-10,2.8886204920094575e-08,3.80621626478688e-10
2017,4.53204186972774e-05,1.579064124827371e-10,2.8996003524165797e-08,4.106250790780752e-10
2018,4.50420229753945e-05,1.5049156087965089e-10,2.9862193073881825e-08,4.732520278438734e-10
2019,4.487174919631798e-05,1.4139069776097912e-10,3.038459173154706e-08,4.88772773990509e-10
