ngram,shoulder,shouler,shouler,shouder
1922,1.7533998158926677e-05,1.1210501178154126e-09,1.1210501178154126e-09,2.169325766640132e-09
1923,1.7638888623748373e-05,1.0877484389405977e-09,1.0877484389405977e-09,2.166127800938357e-09
1924,1.7826752290212816e-05,1.087674418785513e-09,1.087674418785513e-09,2.047382045646172e-09
1925,1.7856255778627072e-05,1.0157411657805783e-09,1.0157411657805783e-09,1.8000323176448063e-09
1926,1.7873513570521027e-05,1.0570674097947525e-09,1.0570674097947525e-09,1.4632919201737086e-09
1927,1.7803481179206366e-05,9.396693026860907e-10,9.396693026860907e-10,1.4800076917977277e-09
1928,1.77267258030562e-05,9.359681839095556e-10,9.359681839095556e-10,1.4550980777437518e-09
1929,1.75802903998244e-05,1.0405148726760111e-09,1.0405148726760111e-09,1.1996443243551219e-09
1930,1.7303710202603334e-05,9.476489949898438e-10,9.476489949898438e-10,1.4062797632734864e-09
1931,1.7243039630037466e-05,9.548949131410467e-10,9.548949131410467e-10,1.5935337969809537e-09
1932,1.7179653566147734e-05,7.721296499000171e-10,7.721296499000171e-10,1.7136642422548626e-09
1933,1.7137865143013187e-05,7.97250364931961e-10,7.97250364931961e-10,1.808042255595816e-09
1934,1.712509375855526e-05,9.31246100074493e-10,9.31246100074493e-10,1.6694479608249578e-09
1935,1.7114400179707445e-05,9.943901773430091e-10,9.943901773430091e-10,1.7524657598093946e-09
1936,1.706031772690559e-05,1.0895762268616137e-09,1.0895762268616137e-09,1.6295807401890882e-09
1937,1.7303273125435226e-05,1.1697759507077267e-09,1.1697759507077267e-09,1.544933657195356e-09
1938,1.718551954711854e-05,1.1301006638423213e-09,1.1301006638423213e-09,1.6786248264415755e-09
1939,1.747465155079096e-05,1.1574962496422155e-09,1.1574962496422155e-09,1.7384191070795347e-09
1940,1.7613403023070922e-05,1.0005783542979936e-09,1.0005783542979936e-09,1.7930994942817945e-09
1941,1.796058521514559e-05,1.0189960502377765e-09,1.0189960502377765e-09,1.9994564734052543e-09
1942,1.8142883813457695e-05,1.0431674611423502e-09,1.0431674611423502e-09,1.9125162247541586e-09
1943,1.8289866472644333e-05,9.211541093393346e-10,9.211541093393346e-10,2.1296289493782136e-09
1944,1.8143032970588786e-05,9.003275307823649e-10,9.003275307823649e-10,2.182832422751143e-09
1945,1.808621761613592e-05,1.0227649877807871e-09,1.0227649877807871e-09,2.019507783224128e-09
1946,1.7658122877557097e-05,1.0970158392797913e-09,1.0970158392797913e-09,2.068433392819559e-09
1947,1.752599252670604e-05,1.2441130189547574e-09,1.2441130189547574e-09,2.0238258687957764e-09
1948,1.7134427253040485e-05,1.1773844597686077e-09,1.1773844597686077e-09,1.7745258913086965e-09
1949,1.707343419963893e-05,1.1232736645589674e-09,1.1232736645589674e-09,1.8564643949099085e-09
1950,1.698259153012519e-05,1.243819999377901e-09,1.243819999377901e-09,1.8223041012685064e-09
1951,1.692934685187148e-05,1.2127375611673381e-09,1.2127375611673381e-09,1.5659880019709099e-09
1952,1.6870777471922338e-05,1.0877791485024752e-09,1.0877791485024752e-09,1.5634157103848268e-09
1953,1.6939971828833222e-05,1.1428062900759833e-09,1.1428062900759833e-09,1.3910637443524466e-09
1954,1.676912039069326e-05,1.1328300163006487e-09,1.1328300163006487e-09,1.2132478632853605e-09
1955,1.663993888152098e-05,1.0369070205637092e-09,1.0369070205637092e-09,1.3373444058511247e-09
1956,1.6299714843626134e-05,1.0553974836925916e-09,1.0553974836925916e-09,1.2736575881268563e-09
1957,1.6100729096381527e-05,8.738839572610044e-10,8.738839572610044e-10,1.177173878216412e-09
1958,1.5826067932981198e-05,9.577637809827471e-10,9.577637809827471e-10,1.2418973706550064e-09
1959,1.5584737931411447e-05,9.74085554280738e-10,9.74085554280738e-10,1.2751787641691286e-09
1960,1.5314469367565054e-05,8.336526508794557e-10,8.336526508794557e-10,1.3190706463614025e-09
1961,1.5203750340983138e-05,7.012230637418579e-10,7.012230637418579e-10,1.3782973096176931e-09
1962,1.494651561578004e-05,6.63649567839946e-10,6.63649567839946e-10,1.3724446737814082e-09
1963,1.4773496721837936e-05,5.444244856521254e-10,5.444244856521254e-10,1.4370401297496877e-09
1964,1.4565704727179504e-05,5.81124747529265e-10,5.81124747529265e-10,1.4257504462758926e-09
1965,1.4531201226678345e-05,5.290954936081655e-10,5.290954936081655e-10,1.585728247123695e-09
1966,1.4368776127022492e-05,4.94003278759893e-10,4.94003278759893e-10,1.4452793089298715e-09
1967,1.421440837085746e-05,5.543016165113609e-10,5.543016165113609e-10,1.558903260447307e-09
1968,1.3870288577371476e-05,5.245933965003502e-10,5.245933965003502e-10,1.5897116956153923e-09
1969,1.374591348784244e-05,5.76004969911535e-10,5.76004969911535e-10,1.5231823897415048e-09
1970,1.3549550333534302e-05,5.768340448155027e-10,5.768340448155027e-10,1.4090920335314244e-09
1971,1.3364955520955846e-05,4.777804065079851e-10,4.777804065079851e-10,1.4171947425113883e-09
1972,1.3186978061899676e-05,5.11006907423704e-10,5.11006907423704e-10,1.4567239795379043e-09
1973,1.3023255373160022e-05,5.2482023092461e-10,5.2482023092461e-10,1.5250821240795987e-09
1974,1.2934541960670945e-05,4.254372350441317e-10,4.254372350441317e-10,1.4783299822391476e-09
1975,1.3002315556929847e-05,6.016051208788755e-10,6.016051208788755e-10,1.5201556521507849e-09
1976,1.3015051341166587e-05,6.9855508480884e-10,6.9855508480884e-10,1.508442529615398e-09
1977,1.321704140926678e-05,7.889272390133278e-10,7.889272390133278e-10,1.5884112913866488e-09
1978,1.3487154969230428e-05,8.926333937881686e-10,8.926333937881686e-10,1.7676391620266178e-09
1979,1.3759042433645976e-05,8.017047363275052e-10,8.017047363275052e-10,1.6241493546890036e-09
1980,1.4167913182713424e-05,8.536416434834493e-10,8.536416434834493e-10,1.6863354205095708e-09
1981,1.4500707688317302e-05,8.749779274135656e-10,8.749779274135656e-10,1.6026538033183817e-09
1982,1.4787470198435975e-05,8.130588226494342e-10,8.130588226494342e-10,1.6134536405333831e-09
1983,1.5204689329298812e-05,7.405263505574514e-10,7.405263505574514e-10,1.7253498947005547e-09
1984,1.560082260506793e-05,6.902570221749877e-10,6.902570221749877e-10,1.6876709236462212e-09
1985,1.597023544621022e-05,6.682092855227393e-10,6.682092855227393e-10,1.5664326978383413e-09
1986,1.6293072154180015e-05,6.734923729823095e-10,6.734923729823095e-10,1.5453009031115732e-09
1987,1.670537728516917e-05,6.440263957051075e-10,6.440263957051075e-10,1.525344406339002e-09
1988,1.706208266633829e-05,6.675616963975578e-10,6.675616963975578e-10,1.6084163683467117e-09
1989,1.7352880604448728e-05,6.730875460167088e-10,6.730875460167088e-10,1.544960318408276e-09
1990,1.7688595107756555e-05,6.700594444377015e-10,6.700594444377015e-10,1.4559864583826458e-09
1991,1.8012694844011484e-05,6.32062497578951e-10,6.32062497578951e-10,1.3455835731360617e-09
1992,1.828773071922894e-05,5.74450146181452e-10,5.74450146181452e-10,1.1950602095213624e-09
1993,1.8772259604052772e-05,5.702453866250425e-10,5.702453866250425e-10,1.2160543048724192e-09
1994,1.911864715761372e-05,5.615302072532152e-10,5.615302072532152e-10,1.1192960130174917e-09
1995,1.959393869453509e-05,5.880230865721156e-10,5.880230865721156e-10,1.088016288175453e-09
1996,2.0210140064591542e-05,5.04699222890283e-10,5.04699222890283e-10,1.1296832913565424e-09
1997,2.1211692001088522e-05,4.63267468037947e-10,4.63267468037947e-10,1.0852775741579786e-09
1998,2.2220938262762502e-05,4.661167523385095e-10,4.661167523385095e-10,1.0817950107140056e-09
1999,2.3316720346753884e-05,4.4233420497847524e-10,4.4233420497847524e-10,1.1273641702708964e-09
2000,2.4440542152400928e-05,4.6224841414905475e-10,4.6224841414905475e-10,1.0703754866574806e-09
2001,2.5740818143406485e-05,4.5663347706234193e-10,4.5663347706234193e-10,1.1018027204886697e-09
2002,2.7198870936574948e-05,4.4135480984205545e-10,4.4135480984205545e-10,1.0047855959958797e-09
2003,2.8577921122112976e-05,4.0928324221819624e-10,4.0928324221819624e-10,9.46404280341032e-10
2004,2.988455032339386e-05,4.1806907142521206e-10,4.1806907142521206e-10,8.667843189234605e-10
2005,3.1759648274081496e-05,3.7773799167948955e-10,3.7773799167948955e-10,8.696656172979544e-10
2006,3.453709255804175e-05,4.072340639308233e-10,4.072340639308233e-10,8.521790019676092e-10
2007,3.7699863761580286e-05,3.93753553572042e-10,3.93753553572042e-10,8.565473013406282e-10
2008,4.2200335883535445e-05,3.54289458881496e-10,3.54289458881496e-10,8.468438490132663e-10
2009,4.604488432440641e-05,3.3599134189162983e-10,3.3599134189162983e-10,9.17865973702549e-10
2010,4.956327081475008e-05,3.5007537741676183e-10,3.5007537741676183e-10,8.951907707174403e-10
2011,5.523198862127694e-05,3.1272881308362447e-10,3.1272881308362447e-10,1.0005460666333882e-09
2012,5.961887758790648e-05,3.099878032835386e-10,3.099878032835386e-10,9.884682358344117e-10
2013,6.201450897996048e-05,2.854816442767115e-10,2.854816442767115e-10,1.0201301628828423e-09
2014,6.486110682349786e-05,2.2627146138907784e-10,2.2627146138907784e-10,9.898661335050463e-10
2015,6.527923739797967e-05,2.2153874915109562e-10,2.2153874915109562e-10,9.66202570332594e-10
2016,6.619256704912655e-05,1.780840172747679e-10,1.780840172747679e-10,8.566527090866519e-10
2017,6.783348726457916e-05,1.552263520267679e-10,1.552263520267679e-10,8.513655891384531e-10
2018,6.65225408738479e-05,1.537748421653884e-10,1.537748421653884e-10,7.681638214407371e-10
2019,6.562943235621788e-05,1.3615004870043412e-10,1.3615004870043412e-10,7.639650162483136e-10
