ngram,shoulder,shouler,shouler,shouder
1714,2.040410298117682e-06,0.0,0.0,0.0
1715,2.0110353570349356e-06,0.0,0.0,0.0
1716,2.1709738088507687e-06,0.0,0.0,0.0
1717,2.396001767530314e-06,0.0,0.0,0.0
1718,2.807902254582067e-06,0.0,0.0,0.0
1719,2.311493541843187e-06,0.0,0.0,0.0
1720,2.3304458847763143e-06,0.0,0.0,0.0
1721,2.2279033130091974e-06,0.0,0.0,0.0
1722,2.3831647126826283e-06,0.0,0.0,0.0
1723,2.3873595296208805e-06,0.0,0.0,0.0
1724,2.09903976968105e-06,0.0,0.0,0.0
1725,1.8833340342488164e-06,0.0,0.0,0.0
1726,2.052441134635176e-06,0.0,0.0,0.0
1727,2.0559718905133195e-06,0.0,0.0,0.0
1728,2.041311989030094e-06,0.0,0.0,0.0
1729,1.808266168674371e-06,0.0,0.0,0.0
1730,1.8882866632858558e-06,0.0,0.0,0.0
1731,1.7671093408872757e-06,0.0,0.0,0.0
1732,1.955067822174377e-06,0.0,0.0,0.0
1733,1.8355876168893052e-06,0.0,0.0,0.0
1734,2.1618457139993552e-06,0.0,0.0,0.0
1735,2.090191531221665e-06,0.0,0.0,0.0
1736,2.223550576932861e-06,0.0,0.0,0.0
1737,2.0547704804942313e-06,0.0,0.0,0.0
1738,2.2808454137443083e-06,0.0,0.0,0.0
1739,1.8579308484082243e-06,0.0,0.0,0.0
1740,2.2354451922573e-06,0.0,0.0,0.0
1741,1.9442637559612715e-06,0.0,0.0,0.0
1742,2.1711625614833404e-06,0.0,0.0,0.0
1743,2.520254351371217e-06,0.0,0.0,0.0
1744,3.1786332458848065e-06,0.0,0.0,0.0
1745,3.098554770986084e-06,0.0,0.0,0.0
1746,3.4818819553298193e-06,0.0,0.0,0.0
1747,3.32959902087688e-06,0.0,0.0,0.0
1748,3.510139549689484e-06,0.0,0.0,0.0
1749,3.6937771515762767e-06,0.0,0.0,0.0
1750,3.5023747061911436e-06,0.0,0.0,0.0
1751,3.428695760833632e-06,0.0,0.0,0.0
1752,3.9136244985067085e-06,0.0,0.0,0.0
1753,4.442533931329048e-06,0.0,0.0,0.0
1754,5.206351715969504e-06,0.0,0.0,0.0
1755,5.6691221418857045e-06,0.0,0.0,0.0
1756,6.196808434261973e-06,0.0,0.0,0.0
1757,7.100467493208791e-06,0.0,0.0,0.0
1758,6.966926646003101e-06,0.0,0.0,0.0
1759,6.934189449176691e-06,0.0,0.0,0.0
1760,6.481841410277411e-06,0.0,0.0,0.0
1761,6.308222249832138e-06,0.0,0.0,0.0
1762,6.27668175314154e-06,0.0,0.0,0.0
1763,6.1890835110846505e-06,0.0,0.0,0.0
1764,5.987088245871876e-06,0.0,0.0,0.0
1765,6.392294705749789e-06,0.0,0.0,0.0
1766,6.808057865522901e-06,0.0,0.0,0.0
1767,7.332974486676644e-06,0.0,0.0,0.0
1768,7.868742613936774e-06,0.0,0.0,0.0
1769,7.932742521786298e-06,0.0,0.0,0.0
1770,8.493897634512645e-06,0.0,0.0,0.0
1771,8.650158958646767e-06,0.0,0.0,0.0
1772,8.347972197952913e-06,0.0,0.0,0.0
1773,8.280433576146606e-06,0.0,0.0,2.5951908558649197e-09
1774,8.078897800649948e-06,0.0,0.0,2.5951908558649197e-09
1775,7.4471801261617136e-06,0.0,0.0,2.5951908558649197e-09
1776,7.736885241424066e-06,0.0,0.0,2.5951908558649197e-09
1777,7.13198915036628e-06,0.0,0.0,2.5951908558649197e-09
1778,6.630353449768986e-06,0.0,0.0,2.5951908558649197e-09
1779,7.0110375937864385e-06,0.0,0.0,2.5951908558649197e-09
1780,6.665108100735649e-06,0.0,0.0,0.0
1781,7.005838012576403e-06,0.0,0.0,0.0
1782,8.142642660199531e-06,0.0,0.0,0.0
1783,8.168588854979525e-06,0.0,0.0,0.0
1784,8.199670316701355e-06,0.0,0.0,0.0
1785,8.41498285808484e-06,0.0,0.0,0.0
1786,8.142194863986723e-06,0.0,0.0,0.0
1787,8.568803098439406e-06,0.0,0.0,0.0
1788,8.28628487527437e-06,0.0,0.0,0.0
1789,7.446938850210115e-06,0.0,0.0,0.0
1790,7.322858047181009e-06,0.0,0.0,1.1048484032422883e-09
1791,7.332326926448981e-06,0.0,0.0,1.1048484032422883e-09
1792,7.43344870508216e-06,0.0,0.0,1.1048484032422883e-09
1793,7.896826770905005e-06,0.0,0.0,1.1048484032422883e-09
1794,7.884033688502054e-06,0.0,0.0,1.1048484032422883e-09
1795,8.114139550993319e-06,0.0,0.0,1.1048484032422883e-09
1796,8.33985807600714e-06,0.0,0.0,1.1048484032422883e-09
1797,9.421170229221129e-06,0.0,0.0,0.0
1798,9.999388631903067e-06,0.0,0.0,0.0
1799,1.035555877544019e-05,6.00769592803577e-10,6.00769592803577e-10,0.0
1800,1.036571627212522e-05,6.00769592803577e-10,6.00769592803577e-10,0.0
1801,1.0571211143022602e-05,6.00769592803577e-10,6.00769592803577e-10,0.0
1802,1.0829262074756635e-05,6.00769592803577e-10,6.00769592803577e-10,0.0
1803,1.0971891502517142e-05,6.00769592803577e-10,6.00769592803577e-10,0.0
1804,1.0395608244704948e-05,9.058471433271669e-10,9.058471433271669e-10,0.0
1805,1.019093100954446e-05,9.058471433271669e-10,9.058471433271669e-10,0.0
1806,1.0524517295250138e-05,5.636276524865837e-10,5.636276524865837e-10,2.5855010196299387e-10
1807,1.077782508218661e-05,5.636276524865837e-10,5.636276524865837e-10,1.0954350125404387e-09
1808,1.077043504795126e-05,5.636276524865837e-10,5.636276524865837e-10,1.0954350125404387e-09
1809,1.03818062728221e-05,7.445524672990343e-10,7.445524672990343e-10,1.0954350125404387e-09
1810,1.0331745345735857e-05,7.445524672990343e-10,7.445524672990343e-10,1.0954350125404387e-09
1811,9.944044644985947e-06,6.738588576027382e-10,6.738588576027382e-10,1.0954350125404387e-09
1812,1.0018840189981607e-05,1.1512753766191557e-09,1.1512753766191557e-09,1.0954350125404387e-09
1813,9.643000209637518e-06,1.0867046786243252e-09,1.0867046786243252e-09,1.0308643145456082e-09
1814,9.617589317453426e-06,1.0867046786243252e-09,1.0867046786243252e-09,1.9397940396816337e-10
1815,9.725829451261753e-06,1.279845388399029e-09,1.279845388399029e-09,1.9397940396816337e-10
1816,1.0296047938546898e-05,1.2890932924288938e-09,1.2890932924288938e-09,1.9397940396816337e-10
1817,1.0569786614463997e-05,1.2890932924288938e-09,1.2890932924288938e-09,1.9397940396816337e-10
1818,1.117228644683824e-05,1.5918139346331778e-09,1.5918139346331778e-09,1.9397940396816337e-10
1819,1.1611275242882715e-05,1.5652897549551475e-09,1.5652897549551475e-09,3.442768451275161e-10
1820,1.2126354834305988e-05,1.6661042228400496e-09,1.6661042228400496e-09,5.924882330786221e-10
1821,1.2367942092948527e-05,2.6945382591847533e-09,2.6945382591847533e-09,1.3638137761974788e-09
1822,1.2849078042823489e-05,2.5013975494100495e-09,2.5013975494100495e-09,2.2371960950451353e-09
1823,1.3017769560974557e-05,2.4516875989683787e-09,2.4516875989683787e-09,2.7990471686477137e-09
1824,1.3239587912851545e-05,2.5858076156483533e-09,2.5858076156483533e-09,2.9331671853276883e-09
1825,1.3372358418044833e-05,2.3019366413024045e-09,2.3019366413024045e-09,3.0597839896705027e-09
1826,1.3397153322460196e-05,2.0880407878922013e-09,2.0880407878922013e-09,3.738974265120123e-09
1827,1.3448924489369216e-05,1.8978175221816075e-09,1.8978175221816075e-09,3.6104952916282684e-09
1828,1.3767081197459316e-05,1.090042104198322e-09,1.090042104198322e-09,3.05982836687083e-09
1829,1.3516996399890299e-05,1.4414134806374689e-09,1.4414134806374689e-09,2.186446048023173e-09
1830,1.3753427083429415e-05,1.8727779961734215e-09,1.8727779961734215e-09,1.624594974420595e-09
1831,1.3943912953046883e-05,2.11023662036577e-09,2.11023662036577e-09,2.5123162359998373e-09
1832,1.4029934391146526e-05,2.027301929504891e-09,2.027301929504891e-09,2.470848890569398e-09
1833,1.4188558192732412e-05,2.285175017467468e-09,2.285175017467468e-09,1.6413611739604254e-09
1834,1.430640947676563e-05,2.512845185899591e-09,2.512845185899591e-09,1.32764935553301e-09
1835,1.4266994315091455e-05,2.2921865675381727e-09,2.2921865675381727e-09,2.5313085437263437e-09
1836,1.4717733003115946e-05,2.4662434634186478e-09,2.4662434634186478e-09,2.5313085437263437e-09
1837,1.4623340705709e-05,2.049299000336394e-09,2.049299000336394e-09,2.763632767077695e-09
1838,1.4660588931292295e-05,1.7540461067737973e-09,1.7540461067737973e-09,2.352397467296287e-09
1839,1.4930975729449919e-05,2.1899986824003292e-09,2.1899986824003292e-09,2.267248008383912e-09
1840,1.5016451860511942e-05,1.997472972739952e-09,1.997472972739952e-09,2.3428339744415082e-09
1841,1.5175850031872479e-05,2.085097864209676e-09,2.085097864209676e-09,2.482789196456281e-09
1842,1.5209864614007529e-05,2.6324368002888274e-09,2.6324368002888274e-09,1.058471389901529e-09
1843,1.5318711900493198e-05,2.434881177634399e-09,2.434881177634399e-09,1.2551949797006451e-09
1844,1.547174867612609e-05,2.547129784868929e-09,2.547129784868929e-09,1.3567850493905504e-09
1845,1.5666203580622096e-05,2.6042815681748266e-09,2.6042815681748266e-09,8.129178362205534e-10
1846,1.5652221788643927e-05,2.324132584798276e-09,2.324132584798276e-09,8.129178362205534e-10
1847,1.582859723774683e-05,2.4460269841343673e-09,2.4460269841343673e-09,7.373318701629574e-10
1848,1.5930776628790356e-05,2.1902243352300843e-09,2.1902243352300843e-09,6.520643231715845e-10
1849,1.630996926646081e-05,1.7503644724113444e-09,1.7503644724113444e-09,7.058038598017902e-10
1850,1.6462305731173338e-05,1.564901557544423e-09,1.564901557544423e-09,5.565501789587099e-10
1851,1.6659493277464727e-05,1.4834845098375483e-09,1.4834845098375483e-09,2.2263588591745328e-10
1852,1.663196313269769e-05,1.4005685500251275e-09,1.4005685500251275e-09,1.558971206096414e-10
1853,1.685495798093533e-05,1.3157627368595319e-09,1.3157627368595319e-09,2.041564615775014e-10
1854,1.713322775945666e-05,1.043030059147806e-09,1.043030059147806e-09,4.0616390409705817e-10
1855,1.72455555522382e-05,1.0364722889479238e-09,1.0364722889479238e-09,3.5147622907365823e-10
1856,1.7298115251053658e-05,1.0283908248785524e-09,1.0283908248785524e-09,4.468331101950948e-10
1857,1.7533856537608828e-05,9.341153168434297e-10,9.341153168434297e-10,7.844370153442526e-10
1858,1.7899220828050083e-05,8.636079629198434e-10,8.636079629198434e-10,1.418075680690935e-09
1859,1.830417646228203e-05,1.2395521117472948e-09,1.2395521117472948e-09,1.5399344577282648e-09
1860,1.8744749468169175e-05,1.1812410414892481e-09,1.1812410414892481e-09,1.552670325644101e-09
1861,1.9121484001516365e-05,1.3686555222491847e-09,1.3686555222491847e-09,1.5766096047745544e-09
1862,1.949919767087392e-05,1.5454599029090283e-09,1.5454599029090283e-09,1.6880461473078867e-09
1863,1.977304080875391e-05,2.0189168828796002e-09,2.0189168828796002e-09,1.7776391311333635e-09
1864,2.0079199332810405e-05,2.20625826338353e-09,2.20625826338353e-09,1.5338506813884172e-09
1865,2.0342606148915365e-05,2.356410542882413e-09,2.356410542882413e-09,9.444385670346174e-10
1866,2.027858655700194e-05,2.1511029307014998e-09,2.1511029307014998e-09,9.110590298051185e-10
1867,2.0153904967758406e-05,2.0977546763159947e-09,2.0977546763159947e-09,1.3686133099837556e-09
1868,1.994356378937872e-05,1.893269707675671e-09,1.893269707675671e-09,1.2322899843399325e-09
1869,1.9840861568809487e-05,1.6777177345796345e-09,1.6777177345796345e-09,1.1604393279629477e-09
1870,1.9880451873177662e-05,1.4849912965964052e-09,1.4849912965964052e-09,1.006222847107655e-09
1871,1.9648816045706292e-05,1.4523960050511725e-09,1.4523960050511725e-09,1.3518502151033118e-09
1872,1.945992465022885e-05,1.2279884093706934e-09,1.2279884093706934e-09,1.348575374387246e-09
1873,1.9614567593505073e-05,1.1628253122302518e-09,1.1628253122302518e-09,1.572166155198015e-09
1874,1.953690636063194e-05,1.1524100800614739e-09,1.1524100800614739e-09,1.0536166661356816e-09
1875,1.9399534461886754e-05,1.098205042777372e-09,1.098205042777372e-09,1.084338361164886e-09
1876,1.9380727930443493e-05,1.1711073142985283e-09,1.1711073142985283e-09,1.0447524750085385e-09
1877,1.9262172177799846e-05,9.657375296282363e-10,9.657375296282363e-10,9.95231226795314e-10
1878,1.917565376580959e-05,9.442840081292608e-10,9.442840081292608e-10,7.260306601951174e-10
1879,1.9117510808947763e-05,1.0429875534662919e-09,1.0429875534662919e-09,1.3484413942586671e-09
1880,1.9074553555193624e-05,1.1500460108036593e-09,1.1500460108036593e-09,1.233691470409986e-09
1881,1.926581769242018e-05,1.3780454238038991e-09,1.3780454238038991e-09,1.3599538519125177e-09
1882,1.973664464977836e-05,1.3950440961149217e-09,1.3950440961149217e-09,1.498885392787435e-09
1883,1.9746733284721684e-05,1.2355067980600915e-09,1.2355067980600915e-09,1.5310080207577214e-09
1884,1.9798861103481613e-05,1.2743247786360458e-09,1.2743247786360458e-09,1.6180999774200495e-09
1885,2.005501950666907e-05,1.3541074828886985e-09,1.3541074828886985e-09,1.4874576471329043e-09
1886,2.0175422832835466e-05,1.2972180770041776e-09,1.2972180770041776e-09,1.2379244276486796e-09
1887,2.029654803793944e-05,1.1999284244795e-09,1.1999284244795e-09,1.1235062384397564e-09
1888,2.0217224508607095e-05,9.607182410720227e-10,9.607182410720227e-10,1.0782523822218592e-09
1889,2.0010132045302142e-05,1.0205148848989915e-09,1.0205148848989915e-09,9.236593295769424e-10
1890,2.0308067957687725e-05,1.0642793313309085e-09,1.0642793313309085e-09,9.927194621894841e-10
1891,2.0369092453620397e-05,1.004333299065812e-09,1.004333299065812e-09,8.96280884827532e-10
1892,2.0353791634469026e-05,9.678396179728971e-10,9.678396179728971e-10,1.0563984468938058e-09
1893,2.0696244713950102e-05,1.2079371867836285e-09,1.2079371867836285e-09,6.656308956401854e-10
1894,2.0751609554281458e-05,1.3072346459276828e-09,1.3072346459276828e-09,9.141055650514168e-10
1895,2.1018768425814676e-05,1.2839081068146844e-09,1.2839081068146844e-09,9.389530779874938e-10
1896,2.1473342193140915e-05,1.3206869883422963e-09,1.3206869883422963e-09,1.105595444559983e-09
1897,2.1689343286977548e-05,1.4305674740049718e-09,1.4305674740049718e-09,1.227333746538812e-09
1898,2.1817910237587057e-05,1.5294715176900858e-09,1.5294715176900858e-09,1.3460340401806802e-09
1899,2.1922883076643173e-05,1.4686808594685123e-09,1.4686808594685123e-09,1.3720552412475685e-09
1900,2.180213466220136e-05,1.2180998590746332e-09,1.2180998590746332e-09,1.439346594292853e-09
1901,2.184160231471261e-05,1.2957323309541786e-09,1.2957323309541786e-09,1.3992936809259504e-09
1902,2.162482347297815e-05,1.3832304032338323e-09,1.3832304032338323e-09,1.4828388358470841e-09
1903,2.0884951611930903e-05,1.3328784425376788e-09,1.3328784425376788e-09,1.5143566400865893e-09
1904,2.0500633192049073e-05,1.226379585185709e-09,1.226379585185709e-09,1.5450954166900438e-09
1905,2.0327697711763903e-05,1.248288742213991e-09,1.248288742213991e-09,1.6599867353710757e-09
1906,2.0187230152909512e-05,1.2084834720228953e-09,1.2084834720228953e-09,1.6660478869517143e-09
1907,1.999246628007053e-05,1.2534024453257432e-09,1.2534024453257432e-09,2.3521540746886315e-09
1908,1.959685271555957e-05,1.075362148534558e-09,1.075362148534558e-09,2.5411862931384074e-09
1909,1.9444363975448402e-05,1.0823323665880886e-09,1.0823323665880886e-09,2.806558398381144e-09
1910,1.9383566593335543e-05,1.186810078784057e-09,1.186810078784057e-09,2.8342879947779967e-09
1911,1.9264456308779438e-05,1.2473206911778334e-09,1.2473206911778334e-09,2.9160985372454563e-09
1912,1.9171816477734994e-05,1.1890887956817713e-09,1.1890887956817713e-09,2.9019417028105667e-09
1913,1.9095072795088136e-05,1.2937356107047192e-09,1.2937356107047192e-09,2.8228428166394384e-09
1914,1.9110597090080512e-05,1.4250145349440198e-09,1.4250145349440198e-09,2.2656309526882167e-09
1915,1.9178165270464626e-05,1.4675244828867206e-09,1.4675244828867206e-09,1.9765397414011385e-09
1916,1.890088372290068e-05,1.4689937044565227e-09,1.4689937044565227e-09,1.6722850723230716e-09
1917,1.876801330321801e-05,1.3188238358528638e-09,1.3188238358528638e-09,1.509300541689486e-09
1918,1.8520350879823256e-05,1.481029529174346e-09,1.481029529174346e-09,1.4901954115131844e-09
1919,1.832628290035895e-05,1.4068753701706222e-09,1.4068753701706222e-09,1.742356719220644e-09
1920,1.8107198359627675e-05,1.363721905242191e-09,1.363721905242191e-09,1.843807376619314e-09
1921,1.77021101990249e-05,1.2557996309503494e-09,1.2557996309503494e-09,1.877564500699488e-09
