ngram,people,peple,poeple,peoople
1884,0.0004064531240146607,1.3305662248187999e-07,3.0987882736001534e-08,1.618711692463748e-10
1885,0.0004051784219752465,1.5895011732222235e-07,3.0370630962498324e-08,1.618711692463748e-10
1886,0.0004032181334748332,1.5332872749240778e-07,2.8421740389766066e-08,1.618711692463748e-10
1887,0.0004042556559267853,1.283745965403276e-07,2.632453138013651e-08,4.0007144224458406e-10
1888,0.0004035098785867116,1.2369482403430864e-07,2.573937786719073e-08,5.035200530332875e-10
1889,0.00040108134271577,1.1533199995028554e-07,2.0753910082557273e-08,5.234522636771948e-10
1890,0.000399262344996844,1.1846091447458613e-07,1.9225607391807183e-08,5.672167101091117e-10
1891,0.0004014213669246861,1.5395622300827328e-07,2.8255797574721394e-08,7.208470249280602e-10
1892,0.00039666122341129394,1.4391119305758237e-07,3.029342199312168e-08,8.107333534671365e-10
1893,0.0003946832605704133,1.4007807739143834e-07,3.109101205061344e-08,8.107333534671365e-10
1894,0.00039215322716959884,1.4348236173792168e-07,3.0023062512287065e-08,5.288514864127641e-10
1895,0.00039128921343944967,1.4762886177014218e-07,2.8307300503627175e-08,3.938372802484277e-10
1896,0.000393511910390641,1.8890143087852656e-07,3.183281511403331e-08,3.4149549061573177e-10
1897,0.0003972487715405545,1.8582345110270841e-07,3.691891820827615e-08,2.8418517142699985e-10
1898,0.0003960110355235104,1.5335553779241957e-07,4.7364229363974375e-08,2.3878386966126794e-10
1899,0.0003979686797330422,1.3432240615023667e-07,4.5354336667255013e-08,1.8532535426908836e-10
1900,0.00039603508776053786,1.4561941189380638e-07,4.483181572010965e-08,2.756783809168947e-10
1901,0.0003963597659354231,1.420951087587647e-07,4.596284546615996e-08,4.420901700274982e-10
1902,0.000393436909819554,1.4742134015120557e-07,4.6134617649938395e-08,5.453999117412321e-10
1903,0.0003873197128996253,1.0637892091023917e-07,4.3085390747218555e-08,7.844870903677454e-10
1904,0.0003802837454713881,1.0253489790557069e-07,3.918111803256709e-08,9.244477405800922e-10
1905,0.00037742688436992466,9.547320648347782e-08,2.133565628931982e-08,8.619593134489329e-10
1906,0.0003759544134871768,9.50505137455236e-08,2.5161026785878804e-08,8.875914447870059e-10
1907,0.0003736316866707057,8.263668911061878e-08,2.5093278312380918e-08,9.876906752787867e-10
1908,0.00036911546236037144,8.059881701732203e-08,2.499704240424957e-08,9.776050128148687e-10
1909,0.0003688570037151554,6.660569822664846e-08,2.5714802731613418e-08,1.0672294000916134e-09
1910,0.0003691459507016199,7.164386239821852e-08,2.5683359692964458e-08,9.383333395999012e-10
1911,0.0003680676912024085,7.584917506773894e-08,2.6232617348195423e-08,8.636635295822259e-10
1912,0.00036412996788775284,6.683886891575444e-08,2.5044526706454106e-08,9.044075885026156e-10
1913,0.0003631223849619606,5.9412006235350286e-08,2.2186679414306e-08,8.995393200158678e-10
1914,0.0003641620486242963,5.4981994576256254e-08,2.2632716780078355e-08,9.86800375540093e-10
1915,0.0003677498399546104,4.800702032728818e-08,2.3589599099490703e-08,9.199535300208339e-10
1916,0.00037193449679762125,5.168336311304042e-08,2.4305889110922052e-08,9.076417435099111e-10
1917,0.00037454111484943757,4.079796361062498e-08,2.465687590610547e-08,8.253820940210385e-10
1918,0.00037359018876616446,3.492958811079916e-08,2.4274559251580285e-08,8.709366541451555e-10
1919,0.000375052893234949,3.60062110920418e-08,2.561084449277067e-08,9.123037305761425e-10
1920,0.00037228349330169816,4.042200428346275e-08,2.6794848498720318e-08,9.247170192270917e-10
1921,0.0003741514478211424,5.317481363168294e-08,2.754523897863237e-08,7.032269231218738e-10
1922,0.00036934846762700805,6.379004956004661e-08,2.710112718367392e-08,6.158071651813606e-10
1923,0.0003640073326615883,8.179885467386936e-08,2.868761482334646e-08,5.579520476591984e-10
1924,0.00035894343662740927,8.362340661197517e-08,2.841982319320583e-08,6.032851718185128e-10
1925,0.0003586480161175132,8.987372826904253e-08,2.8985862599029133e-08,5.198733665778832e-10
1926,0.0003575863582747323,1.0141141412337415e-07,2.9786884831699874e-08,4.607905327144327e-10
1927,0.0003582525075346764,1.0006918823738228e-07,2.94014100684795e-08,4.594007000210557e-10
1928,0.0003522421632494245,9.188613045044544e-08,2.8390202189143565e-08,4.487964563474175e-10
1929,0.0003551593981683254,9.655064252862238e-08,3.125461261228273e-08,5.257883493671654e-10
1930,0.0003524413082881698,8.514826380486998e-08,3.019270598615874e-08,6.480676630258943e-10
1931,0.0003555833162473781,8.450572102398318e-08,3.064168525262241e-08,6.272690898447206e-10
1932,0.00035876562469638884,7.664593429776037e-08,3.193168167976117e-08,6.049019856441922e-10
1933,0.00036159795542646734,9.22664357614979e-08,3.040979354044079e-08,5.361330982342086e-10
1934,0.0003642133711504617,9.68829638736679e-08,2.995641068537225e-08,5.353215886445233e-10
1935,0.0003724617708940059,1.0547994224095549e-07,2.9805780700696364e-08,5.563696130790013e-10
1936,0.0003758112808489906,9.087927667548814e-08,2.8229236091549736e-08,5.180387190646079e-10
1937,0.00038278012237112435,8.417373464908451e-08,2.8548963574134438e-08,5.647435971248679e-10
1938,0.0003862051941853549,9.332386495332554e-08,3.033615720531608e-08,6.210388314720205e-10
1939,0.00039287586280676933,8.961296923562908e-08,3.2900327795459816e-08,6.720776633630164e-10
1940,0.00040310895669140985,6.090396859852782e-08,3.528295065637264e-08,8.26837233601298e-10
1941,0.00041426670837349126,5.2410531026225726e-08,3.62538870035678e-08,1.0076407486181438e-09
1942,0.00042222963280177543,4.458444940220423e-08,3.7950013417490224e-08,1.2896863973591417e-09
1943,0.00043077333663989393,4.400421690523412e-08,3.849412420566166e-08,1.3126874032209912e-09
1944,0.00044105206533069056,4.4046767756965114e-08,3.923801524966361e-08,1.096821276659808e-09
1945,0.0004483685604230102,3.5413352250657226e-08,3.925887120154974e-08,1.0819071273791637e-09
1946,0.0004485689486110849,3.466467214861625e-08,3.745759867358954e-08,1.1230617784947177e-09
1947,0.00044835140995149104,3.7263848134167736e-08,3.606367522073535e-08,1.0842010384719864e-09
1948,0.00044806253780344766,3.704341240100868e-08,3.603037512789342e-08,1.0069939088935038e-09
1949,0.0004468707775231451,4.7307738678828825e-08,3.4420280720886305e-08,7.263059122384976e-10
1950,0.00044548114029956717,4.7940213830445696e-08,3.2658797571067614e-08,7.589324407015446e-10
1951,0.0004417852573429367,4.7100888269012235e-08,3.238662874390944e-08,6.995962489875218e-10
1952,0.00044199380707660954,4.4571365519020997e-08,3.1046520529035404e-08,6.841688911835802e-10
1953,0.00044769221650702614,4.964517964976624e-08,2.8902546641721268e-08,8.507384191954895e-10
1954,0.0004473361644029085,5.995364128961813e-08,3.38074302521006e-08,9.96126803067186e-10
1955,0.0004461150716191956,6.702731906013274e-08,3.436748409667091e-08,9.120923094177843e-10
1956,0.0004467348044272512,5.3842192165071926e-08,3.639591155441784e-08,8.844716774457164e-10
1957,0.0004492536827456206,5.64731436217666e-08,3.75447216173695e-08,8.552379271046081e-10
1958,0.00045182009593450597,6.334256065697121e-08,3.677838452834489e-08,1.0291177552991725e-09
1959,0.00045238962047733366,6.662459282681863e-08,3.74829219091615e-08,1.1991646683576614e-09
1960,0.0004508028505370021,7.19973810094286e-08,3.938239601097848e-08,9.591098550286249e-10
1961,0.0004543664524265166,7.381960947278848e-08,3.598979044941838e-08,8.103783279343548e-10
1962,0.0004594722912380738,7.627001252785703e-08,3.8583171451429214e-08,9.27447935910359e-10
1963,0.000464364154530423,9.420317681474444e-08,3.896316818392214e-08,1.2732943152230343e-09
1964,0.0004720142626735781,9.956367971345312e-08,4.432727048911797e-08,1.3549611234596271e-09
1965,0.00048093750540699275,1.004175084671845e-07,4.949897710762993e-08,1.3760941552920514e-09
1966,0.0004927402062873755,1.183324899654638e-07,5.357005150585792e-08,1.3562473485543132e-09
1967,0.0005043381991397057,1.11320762385958e-07,5.8850029103853426e-08,1.623459676215942e-09
1968,0.000514326267875731,1.0311920003605987e-07,5.98651916610444e-08,1.7677436974545507e-09
1969,0.0005196223833731242,1.0009677353650659e-07,6.040649935812326e-08,1.7612000588077388e-09
1970,0.0005211067785109792,8.75660559935503e-08,6.299163806439928e-08,1.70819100134675e-09
1971,0.0005188594805076718,8.193137393927178e-08,6.133348660698954e-08,1.6715816191543403e-09
1972,0.0005141637229826301,7.38287379168209e-08,6.154184615882383e-08,1.6687103445077257e-09
1973,0.0005061316312224205,5.177961247073069e-08,6.214264556904579e-08,1.836287154079384e-09
1974,0.0004983020771760494,5.1468606900227446e-08,6.058491257882842e-08,1.722263458831768e-09
1975,0.0004893426459083068,4.80642058217232e-08,6.324516580288478e-08,1.651942249658589e-09
1976,0.0004818779499536114,4.5732080725510316e-08,6.452191263812373e-08,1.671434403581275e-09
1977,0.00047807342655557605,3.88092557455723e-08,6.476694888338638e-08,1.5549061562124068e-09
1978,0.00047119034986410825,3.671380938945796e-08,6.539563455833428e-08,1.7307199483086931e-09
1979,0.0004677786824426481,3.47193545024993e-08,6.483422459219973e-08,1.8146265125450002e-09
1980,0.00046450464703541784,3.5224093102621216e-08,6.417286562460894e-08,1.614350542133991e-09
1981,0.00046236552381222803,3.18270603522868e-08,6.429922955979756e-08,1.7621514089175401e-09
1982,0.00045928517439668734,2.9541118503776228e-08,6.331086765953842e-08,1.9091501871467844e-09
1983,0.00045941875682079366,2.635238973068356e-08,6.183781969022156e-08,1.9956692964839817e-09
1984,0.00045841694892650206,3.141377951416351e-08,6.078940830077175e-08,2.058278737924825e-09
1985,0.00046212641505657563,3.1055204122562175e-08,5.850963548579914e-08,2.131607414389082e-09
1986,0.0004642747891401606,3.246943234915177e-08,5.633670444435016e-08,2.1153523535996246e-09
1987,0.0004687775466923735,3.375553779351646e-08,5.3693746845543244e-08,2.1334306226401215e-09
1988,0.00047243663824961653,3.4499132439691493e-08,5.052576617410003e-08,1.9564435151307536e-09
1989,0.00048043155194526274,3.52359599276042e-08,4.690832712737704e-08,1.8224865902130967e-09
1990,0.00048541664727963507,3.421999521841761e-08,4.3430264590987074e-08,1.6987353270079909e-09
1991,0.0004928946187387087,2.843784230321944e-08,3.951806120434347e-08,1.5705059633727307e-09
1992,0.0004980990862739938,2.784081181468017e-08,3.606933494739094e-08,1.3334339505582144e-09
1993,0.0005059070203320257,2.542287802498322e-08,3.270286187882578e-08,1.1150639974858274e-09
1994,0.0005129487752648336,2.3670506824454866e-08,2.9533669478252833e-08,9.72599465251126e-10
1995,0.0005220368205170546,2.6423914231291486e-08,2.5871303068112994e-08,9.084397321691893e-10
1996,0.0005296112420702619,2.6596960062923765e-08,2.3405211990734642e-08,7.782018085489284e-10
1997,0.0005408027708264333,3.254634555511464e-08,2.1609422822572403e-08,7.07748292511872e-10
1998,0.0005508365076301354,3.940497376017252e-08,2.0052505307026943e-08,6.375441484264752e-10
1999,0.0005635884590446949,3.9795909805613e-08,1.8912138775663478e-08,5.508658727583691e-10
2000,0.0005750515598005482,4.134029728066123e-08,1.712206237109675e-08,5.396255030122785e-10
2001,0.0005881531563188348,4.3583512925644234e-08,1.5691089570525818e-08,5.593642136782404e-10
2002,0.0006009957786383373,4.2112659010789296e-08,1.513471735238779e-08,4.947499870106802e-10
2003,0.000613261155584561,4.5094568840957957e-08,1.4249634868893476e-08,5.079577552231334e-10
2004,0.0006239926193042525,4.602210929809709e-08,1.3822254579005339e-08,4.642648844731058e-10
2005,0.000633579063495355,4.5388206716877125e-08,1.3965995471210135e-08,4.380303857726935e-10
2006,0.0006477649024288569,4.5335376595647044e-08,1.2944493603989876e-08,4.349869948366043e-10
2007,0.0006641818742666926,4.480281669470644e-08,1.2022635077966827e-08,4.258252599737793e-10
2008,0.0006777371496095189,4.3150338921041764e-08,1.1515978646871515e-08,3.9804507705782603e-10
2009,0.0006789173348806798,4.2286755938139975e-08,1.0104582313731823e-08,3.8120859643545456e-10
2010,0.0006817981567499894,4.028664310088256e-08,9.541401319828374e-09,3.5189904958242227e-10
2011,0.0006884586099269134,3.546656987144356e-08,8.105268202638984e-09,3.4200271582994294e-10
2012,0.0006993206500607942,3.051100350148772e-08,6.8763196406759366e-09,3.193873340404504e-10
2013,0.0007023731928451785,3.060605813232087e-08,6.548602549116822e-09,3.376893606013961e-10
2014,0.0007018516272572535,2.841928597214454e-08,6.894981347776203e-09,3.7805548374387447e-10
2015,0.0006971060231860195,3.3039772314883264e-08,6.652622389477106e-09,3.742999124930638e-10
2016,0.0007097294021930013,3.416841565240247e-08,8.496873236753442e-09,4.349168327065302e-10
2017,0.0007172607098861287,3.354899943038466e-08,8.566126992922326e-09,4.4531221303027263e-10
2018,0.000720599212218076,3.3837435609029855e-08,8.933985728987181e-09,4.5638238743705984e-10
2019,0.0007189813914010301,3.5465781866861334e-08,9.709701043192354e-09,5.144094802900234e-10
