ngram,branch,brnch,brnch,branch
1546,2.5038885464060253e-06,0.0,0.0,2.5038885464060253e-06
1547,2.5038885464060253e-06,0.0,0.0,2.5038885464060253e-06
1548,5.541295182151121e-05,0.0,0.0,5.541295182151121e-05
1549,5.541295182151121e-05,0.0,0.0,5.541295182151121e-05
1550,5.973571751383133e-05,0.0,0.0,5.973571751383133e-05
1551,5.7231828967425304e-05,0.0,0.0,5.7231828967425304e-05
1552,6.0116272964348483e-05,0.0,0.0,6.0116272964348483e-05
1553,6.0116272964348483e-05,0.0,0.0,6.0116272964348483e-05
1554,6.937287512950466e-05,0.0,0.0,6.937287512950466e-05
1555,1.7064796858384007e-05,0.0,0.0,1.7064796858384007e-05
1556,2.1228301972899188e-05,0.0,0.0,2.1228301972899188e-05
1557,1.6905536280579065e-05,0.0,0.0,1.6905536280579065e-05
1558,1.8269633593653062e-05,0.0,0.0,1.8269633593653062e-05
1559,1.882363618018904e-05,0.0,0.0,1.882363618018904e-05
1560,2.0169706918490453e-05,0.0,0.0,2.0169706918490453e-05
1561,1.0913104753334274e-05,0.0,0.0,1.0913104753334274e-05
1562,1.0312119749349741e-05,0.0,0.0,1.0312119749349741e-05
1563,8.421723058355773e-06,0.0,0.0,8.421723058355773e-06
1564,8.421723058355773e-06,0.0,0.0,8.421723058355773e-06
1565,1.0093027672805224e-05,0.0,0.0,1.0093027672805224e-05
1566,6.654581089346071e-06,0.0,0.0,6.654581089346071e-06
1567,5.308510351044658e-06,0.0,0.0,5.308510351044658e-06
1568,5.308510351044658e-06,0.0,0.0,5.308510351044658e-06
1569,8.279331658351502e-06,0.0,0.0,8.279331658351502e-06
1570,6.006223234830291e-06,0.0,0.0,6.006223234830291e-06
1571,8.458074911946564e-06,0.0,0.0,8.458074911946564e-06
1572,5.422672984423116e-06,0.0,0.0,5.422672984423116e-06
1573,1.0456310389729748e-05,0.0,0.0,1.0456310389729748e-05
1574,1.0456310389729748e-05,0.0,0.0,1.0456310389729748e-05
1575,1.422814914673966e-05,0.0,0.0,1.422814914673966e-05
1576,1.2158688735196068e-05,0.0,0.0,1.2158688735196068e-05
1577,1.726164055071422e-05,0.0,0.0,1.726164055071422e-05
1578,1.673709376908456e-05,0.0,0.0,1.673709376908456e-05
1579,1.8677358184504556e-05,0.0,0.0,1.8677358184504556e-05
1580,1.3643720779197923e-05,0.0,0.0,1.3643720779197923e-05
1581,1.3643720779197923e-05,0.0,0.0,1.3643720779197923e-05
1582,9.871882022188011e-06,0.0,0.0,9.871882022188011e-06
1583,1.0652700179239868e-05,0.0,0.0,1.0652700179239868e-05
1584,5.549748363721717e-06,0.0,0.0,5.549748363721717e-06
1585,4.188597748517557e-06,0.0,0.0,4.188597748517557e-06
1586,3.686121025176752e-06,0.0,0.0,3.686121025176752e-06
1587,4.032200584853334e-06,0.0,0.0,4.032200584853334e-06
1588,5.371212215063029e-06,0.0,0.0,5.371212215063029e-06
1589,6.491571054669164e-06,0.0,0.0,6.491571054669164e-06
1590,5.069367651750716e-06,0.0,0.0,5.069367651750716e-06
1591,6.402034906776473e-06,0.0,0.0,6.402034906776473e-06
1592,7.626796007441174e-06,0.0,0.0,7.626796007441174e-06
1593,7.751945336817048e-06,0.0,0.0,7.751945336817048e-06
1594,8.24402367730467e-06,0.0,0.0,8.24402367730467e-06
1595,9.158997435016708e-06,0.0,0.0,9.158997435016708e-06
1596,8.669893272131698e-06,0.0,0.0,8.669893272131698e-06
1597,9.499476423765632e-06,0.0,0.0,9.499476423765632e-06
1598,1.0024633606267993e-05,0.0,0.0,1.0024633606267993e-05
1599,1.0474030010040483e-05,0.0,0.0,1.0474030010040483e-05
1600,1.2638805921077229e-05,0.0,0.0,1.2638805921077229e-05
1601,1.2972591191230873e-05,0.0,0.0,1.2972591191230873e-05
1602,1.2806620101660623e-05,0.0,0.0,1.2806620101660623e-05
1603,1.3411695752958102e-05,0.0,0.0,1.3411695752958102e-05
1604,1.3173488566410794e-05,0.0,0.0,1.3173488566410794e-05
1605,1.3227091325721371e-05,0.0,0.0,1.3227091325721371e-05
1606,1.5150945208526017e-05,0.0,0.0,1.5150945208526017e-05
1607,1.4409220576843446e-05,0.0,0.0,1.4409220576843446e-05
1608,1.6232441469453208e-05,0.0,0.0,1.6232441469453208e-05
1609,1.4333101148622518e-05,0.0,0.0,1.4333101148622518e-05
1610,1.551828773114851e-05,0.0,0.0,1.551828773114851e-05
1611,1.866101510066593e-05,0.0,0.0,1.866101510066593e-05
1612,1.7287589360291478e-05,0.0,0.0,1.7287589360291478e-05
1613,1.5360770524759054e-05,0.0,0.0,1.5360770524759054e-05
1614,1.3034001718941518e-05,0.0,0.0,1.3034001718941518e-05
1615,1.1181667381216747e-05,0.0,0.0,1.1181667381216747e-05
1616,1.31555405330021e-05,0.0,0.0,1.31555405330021e-05
1617,1.1475271613952437e-05,0.0,0.0,1.1475271613952437e-05
1618,1.2109617923020518e-05,0.0,0.0,1.2109617923020518e-05
1619,1.4384979034990206e-05,0.0,0.0,1.4384979034990206e-05
1620,1.2852804632400097e-05,0.0,0.0,1.2852804632400097e-05
1621,1.3799347146102394e-05,0.0,0.0,1.3799347146102394e-05
1622,1.4907666484629902e-05,0.0,0.0,1.4907666484629902e-05
1623,1.7055746411642758e-05,0.0,0.0,1.7055746411642758e-05
1624,2.0495799747420407e-05,0.0,0.0,2.0495799747420407e-05
1625,1.7528668260118658e-05,0.0,0.0,1.7528668260118658e-05
1626,1.747076748870313e-05,0.0,0.0,1.747076748870313e-05
1627,1.852307975371202e-05,0.0,0.0,1.852307975371202e-05
1628,1.855510838920184e-05,0.0,0.0,1.855510838920184e-05
1629,1.7541899459112236e-05,0.0,0.0,1.7541899459112236e-05
1630,1.7198726319682983e-05,0.0,0.0,1.7198726319682983e-05
1631,1.4434424623946793e-05,0.0,0.0,1.4434424623946793e-05
1632,1.54302887105067e-05,0.0,0.0,1.54302887105067e-05
1633,1.4457033233026908e-05,0.0,0.0,1.4457033233026908e-05
1634,1.4550820976312804e-05,0.0,0.0,1.4550820976312804e-05
1635,1.6041179411071687e-05,0.0,0.0,1.6041179411071687e-05
1636,1.6019061019635827e-05,0.0,0.0,1.6019061019635827e-05
1637,1.475853176608715e-05,0.0,0.0,1.475853176608715e-05
1638,1.6169603571013014e-05,0.0,0.0,1.6169603571013014e-05
1639,1.72502168425126e-05,0.0,0.0,1.72502168425126e-05
1640,1.752417158838528e-05,0.0,0.0,1.752417158838528e-05
1641,1.740483964697757e-05,0.0,0.0,1.740483964697757e-05
1642,1.783903501616026e-05,0.0,0.0,1.783903501616026e-05
1643,1.707482549915897e-05,0.0,0.0,1.707482549915897e-05
1644,1.7026083339390296e-05,0.0,0.0,1.7026083339390296e-05
1645,1.665385340337317e-05,0.0,0.0,1.665385340337317e-05
1646,1.8053741411806967e-05,0.0,0.0,1.8053741411806967e-05
1647,1.6933990309553337e-05,0.0,0.0,1.6933990309553337e-05
1648,1.7081868431237774e-05,0.0,0.0,1.7081868431237774e-05
1649,1.524053508157002e-05,0.0,0.0,1.524053508157002e-05
1650,1.663356858573804e-05,0.0,0.0,1.663356858573804e-05
1651,1.6598391149662867e-05,0.0,0.0,1.6598391149662867e-05
1652,1.6981790979895906e-05,0.0,0.0,1.6981790979895906e-05
1653,1.4633035724338178e-05,0.0,0.0,1.4633035724338178e-05
1654,1.8840540698355263e-05,0.0,0.0,1.8840540698355263e-05
1655,2.1144141231031555e-05,0.0,0.0,2.1144141231031555e-05
1656,2.1915033357799985e-05,0.0,0.0,2.1915033357799985e-05
1657,2.254498213005718e-05,0.0,0.0,2.254498213005718e-05
1658,2.6248621777215574e-05,0.0,0.0,2.6248621777215574e-05
1659,2.501773971224403e-05,0.0,0.0,2.501773971224403e-05
1660,2.3752157046276678e-05,0.0,0.0,2.3752157046276678e-05
1661,1.9817579413938802e-05,0.0,0.0,1.9817579413938802e-05
1662,1.7176954965439757e-05,0.0,0.0,1.7176954965439757e-05
1663,1.4947831654613505e-05,0.0,0.0,1.4947831654613505e-05
1664,1.5774687588938313e-05,0.0,0.0,1.5774687588938313e-05
1665,1.1432165592850652e-05,0.0,0.0,1.1432165592850652e-05
1666,1.2580245701039011e-05,0.0,0.0,1.2580245701039011e-05
1667,1.3977632858898556e-05,0.0,0.0,1.3977632858898556e-05
1668,1.4868449917620247e-05,0.0,0.0,1.4868449917620247e-05
1669,1.7219687184219117e-05,0.0,0.0,1.7219687184219117e-05
1670,2.0473981489236133e-05,0.0,0.0,2.0473981489236133e-05
1671,1.9323591654288714e-05,0.0,0.0,1.9323591654288714e-05
1672,2.083275441171801e-05,0.0,0.0,2.083275441171801e-05
1673,1.9560887267289218e-05,0.0,0.0,1.9560887267289218e-05
1674,1.8949846110314995e-05,0.0,0.0,1.8949846110314995e-05
1675,1.873720923738022e-05,0.0,0.0,1.873720923738022e-05
1676,1.707639577424353e-05,0.0,0.0,1.707639577424353e-05
1677,1.4667666099350235e-05,0.0,0.0,1.4667666099350235e-05
1678,1.4010498359441823e-05,0.0,0.0,1.4010498359441823e-05
1679,1.2662887456826866e-05,0.0,0.0,1.2662887456826866e-05
1680,1.2735081067408568e-05,0.0,0.0,1.2735081067408568e-05
1681,1.1611333710399257e-05,0.0,0.0,1.1611333710399257e-05
1682,1.0953639243130705e-05,0.0,0.0,1.0953639243130705e-05
1683,1.022099227806653e-05,0.0,0.0,1.022099227806653e-05
1684,1.013540304484195e-05,0.0,0.0,1.013540304484195e-05
1685,9.894271702900628e-06,0.0,0.0,9.894271702900628e-06
1686,9.54449550200869e-06,0.0,0.0,9.54449550200869e-06
1687,8.811731471983616e-06,0.0,0.0,8.811731471983616e-06
1688,8.65082626790224e-06,0.0,0.0,8.65082626790224e-06
1689,8.399709518666246e-06,0.0,0.0,8.399709518666246e-06
1690,8.228436594695917e-06,0.0,0.0,8.228436594695917e-06
1691,7.988594981205616e-06,0.0,0.0,7.988594981205616e-06
1692,7.729891357095247e-06,0.0,0.0,7.729891357095247e-06
1693,6.874528805513234e-06,0.0,0.0,6.874528805513234e-06
1694,6.95279238373457e-06,0.0,0.0,6.95279238373457e-06
1695,6.610077044959846e-06,0.0,0.0,6.610077044959846e-06
1696,6.733587010135775e-06,0.0,0.0,6.733587010135775e-06
1697,7.76269936458058e-06,0.0,0.0,7.76269936458058e-06
1698,8.825871775895524e-06,0.0,0.0,8.825871775895524e-06
1699,8.354595495672714e-06,0.0,0.0,8.354595495672714e-06
1700,9.389733317480672e-06,0.0,0.0,9.389733317480672e-06
1701,9.115807285655006e-06,0.0,0.0,9.115807285655006e-06
1702,9.296439429817838e-06,0.0,0.0,9.296439429817838e-06
1703,9.033355159512471e-06,0.0,0.0,9.033355159512471e-06
1704,7.211973719937045e-06,0.0,0.0,7.211973719937045e-06
1705,6.931872219086342e-06,0.0,0.0,6.931872219086342e-06
1706,7.450176586384519e-06,0.0,0.0,7.450176586384519e-06
1707,6.215802581469429e-06,0.0,0.0,6.215802581469429e-06
1708,5.86719339220768e-06,0.0,0.0,5.86719339220768e-06
1709,5.461212497591207e-06,0.0,0.0,5.461212497591207e-06
1710,5.5516917590076834e-06,0.0,0.0,5.5516917590076834e-06
1711,5.324816746516652e-06,0.0,0.0,5.324816746516652e-06
1712,4.323729951595721e-06,0.0,0.0,4.323729951595721e-06
1713,4.2454473389495566e-06,0.0,0.0,4.2454473389495566e-06
1714,4.834601505925613e-06,0.0,0.0,4.834601505925613e-06
1715,6.46834905637661e-06,0.0,0.0,6.46834905637661e-06
1716,6.445291416769448e-06,0.0,0.0,6.445291416769448e-06
1717,6.4784972632229e-06,0.0,0.0,6.4784972632229e-06
1718,7.1515458200467815e-06,0.0,0.0,7.1515458200467815e-06
1719,7.2187956123213685e-06,0.0,0.0,7.2187956123213685e-06
1720,7.361449921258359e-06,0.0,0.0,7.361449921258359e-06
1721,7.301204472501663e-06,0.0,0.0,7.301204472501663e-06
1722,7.78327863112541e-06,0.0,0.0,7.78327863112541e-06
1723,8.436216700959318e-06,0.0,0.0,8.436216700959318e-06
1724,9.017451507783594e-06,0.0,0.0,9.017451507783594e-06
1725,9.25483865492944e-06,0.0,0.0,9.25483865492944e-06
1726,9.72772815137952e-06,0.0,0.0,9.72772815137952e-06
1727,1.0134510700611696e-05,0.0,0.0,1.0134510700611696e-05
1728,1.061378348562617e-05,0.0,0.0,1.061378348562617e-05
1729,9.11030831827832e-06,0.0,0.0,9.11030831827832e-06
1730,9.291879125937288e-06,0.0,0.0,9.291879125937288e-06
1731,9.259609734207125e-06,0.0,0.0,9.259609734207125e-06
1732,9.290724327521665e-06,0.0,0.0,9.290724327521665e-06
1733,9.176179706368462e-06,0.0,0.0,9.176179706368462e-06
1734,9.36214915522474e-06,0.0,0.0,9.36214915522474e-06
1735,8.608574652108863e-06,0.0,0.0,8.608574652108863e-06
1736,8.730765785003314e-06,0.0,0.0,8.730765785003314e-06
1737,1.0023366420292795e-05,0.0,0.0,1.0023366420292795e-05
1738,1.1361836641299305e-05,0.0,0.0,1.1361836641299305e-05
1739,1.1402498460353985e-05,0.0,0.0,1.1402498460353985e-05
1740,1.2882807888152975e-05,0.0,0.0,1.2882807888152975e-05
1741,1.2943238094261947e-05,0.0,0.0,1.2943238094261947e-05
1742,1.4173034417451294e-05,0.0,0.0,1.4173034417451294e-05
1743,1.4719052290144776e-05,0.0,0.0,1.4719052290144776e-05
1744,1.3948138075647876e-05,0.0,0.0,1.3948138075647876e-05
1745,1.313652436303008e-05,0.0,0.0,1.313652436303008e-05
1746,1.380050278904881e-05,0.0,0.0,1.380050278904881e-05
1747,1.3176364258729986e-05,0.0,0.0,1.3176364258729986e-05
1748,1.388182278917936e-05,0.0,0.0,1.388182278917936e-05
1749,1.4792812180530746e-05,0.0,0.0,1.4792812180530746e-05
1750,1.6300346682588236e-05,0.0,0.0,1.6300346682588236e-05
1751,1.9853259150944984e-05,0.0,0.0,1.9853259150944984e-05
1752,2.112062455645563e-05,0.0,0.0,2.112062455645563e-05
1753,2.3293377905377254e-05,0.0,0.0,2.3293377905377254e-05
1754,2.6107767293329482e-05,0.0,0.0,2.6107767293329482e-05
1755,2.7535509746355403e-05,0.0,0.0,2.7535509746355403e-05
1756,3.0056934649889756e-05,0.0,0.0,3.0056934649889756e-05
1757,3.1882627289243306e-05,0.0,0.0,3.1882627289243306e-05
1758,3.0125779500979532e-05,0.0,0.0,3.0125779500979532e-05
1759,3.1310899430536665e-05,0.0,0.0,3.1310899430536665e-05
1760,3.14160359786391e-05,0.0,0.0,3.14160359786391e-05
1761,3.221174873553017e-05,0.0,0.0,3.221174873553017e-05
1762,3.2960774530822944e-05,0.0,0.0,3.2960774530822944e-05
1763,3.126260838014007e-05,0.0,0.0,3.126260838014007e-05
1764,3.324682854456894e-05,0.0,0.0,3.324682854456894e-05
1765,3.494537876187158e-05,0.0,0.0,3.494537876187158e-05
1766,3.6293861090338654e-05,0.0,0.0,3.6293861090338654e-05
1767,3.720956088467834e-05,0.0,0.0,3.720956088467834e-05
1768,4.071406744645044e-05,0.0,0.0,4.071406744645044e-05
1769,4.155646794450669e-05,0.0,0.0,4.155646794450669e-05
1770,4.478075736967314e-05,0.0,0.0,4.478075736967314e-05
1771,4.4150288366446535e-05,0.0,0.0,4.4150288366446535e-05
1772,4.46807815543642e-05,0.0,0.0,4.46807815543642e-05
1773,4.502032451065523e-05,0.0,0.0,4.502032451065523e-05
1774,4.653551306026722e-05,0.0,0.0,4.653551306026722e-05
1775,4.619697834381701e-05,0.0,0.0,4.619697834381701e-05
1776,4.685722836126972e-05,0.0,0.0,4.685722836126972e-05
1777,4.631155232865629e-05,0.0,0.0,4.631155232865629e-05
1778,4.543745775923266e-05,0.0,0.0,4.543745775923266e-05
1779,4.497106108049463e-05,0.0,0.0,4.497106108049463e-05
1780,4.5341314814452615e-05,2.349140310846971e-09,2.349140310846971e-09,4.5341314814452615e-05
1781,4.64964728702658e-05,2.349140310846971e-09,2.349140310846971e-09,4.64964728702658e-05
1782,4.466538147036252e-05,2.349140310846971e-09,2.349140310846971e-09,4.466538147036252e-05
1783,4.560670796698625e-05,2.349140310846971e-09,2.349140310846971e-09,4.560670796698625e-05
1784,4.629681435679751e-05,2.349140310846971e-09,2.349140310846971e-09,4.629681435679751e-05
1785,4.749645813717507e-05,2.349140310846971e-09,2.349140310846971e-09,4.749645813717507e-05
1786,4.8537247494095936e-05,2.349140310846971e-09,2.349140310846971e-09,4.8537247494095936e-05
1787,4.769100684955317e-05,0.0,0.0,4.769100684955317e-05
1788,4.7439581456793735e-05,0.0,0.0,4.7439581456793735e-05
1789,4.662307972986517e-05,1.163384817053676e-09,1.163384817053676e-09,4.662307972986517e-05
1790,4.626123856204296e-05,2.2682332202959644e-09,2.2682332202959644e-09,4.626123856204296e-05
1791,4.5454881079162336e-05,2.2682332202959644e-09,2.2682332202959644e-09,4.5454881079162336e-05
1792,4.549978932897959e-05,2.2682332202959644e-09,2.2682332202959644e-09,4.549978932897959e-05
1793,4.5184096442036594e-05,2.2682332202959644e-09,2.2682332202959644e-09,4.5184096442036594e-05
1794,4.642192340855088e-05,2.2682332202959644e-09,2.2682332202959644e-09,4.642192340855088e-05
1795,4.629440861338351e-05,2.2682332202959644e-09,2.2682332202959644e-09,4.629440861338351e-05
1796,4.7250326003579956e-05,1.1048484032422883e-09,1.1048484032422883e-09,4.7250326003579956e-05
1797,4.772782059652465e-05,0.0,0.0,4.772782059652465e-05
1798,4.87830163495216e-05,5.786566781296187e-10,5.786566781296187e-10,4.87830163495216e-05
1799,4.936611938839113e-05,5.786566781296187e-10,5.786566781296187e-10,4.936611938839113e-05
1800,4.999205339117907e-05,5.786566781296187e-10,5.786566781296187e-10,4.999205339117907e-05
1801,4.946314116490872e-05,5.786566781296187e-10,5.786566781296187e-10,4.946314116490872e-05
1802,4.869389470383924e-05,5.786566781296187e-10,5.786566781296187e-10,4.869389470383924e-05
1803,4.873720224298138e-05,5.786566781296187e-10,5.786566781296187e-10,4.873720224298138e-05
1804,4.91755417897366e-05,5.786566781296187e-10,5.786566781296187e-10,4.91755417897366e-05
1805,4.742961027659476e-05,2.5967750172384285e-10,2.5967750172384285e-10,4.742961027659476e-05
1806,4.703046319523959e-05,2.5967750172384285e-10,2.5967750172384285e-10,4.703046319523959e-05
1807,4.706734762294218e-05,4.68898729368204e-10,4.68898729368204e-10,4.706734762294218e-05
1808,4.7074330463406765e-05,7.04261918623875e-10,7.04261918623875e-10,4.7074330463406765e-05
1809,4.737779194588906e-05,8.851867334363256e-10,8.851867334363256e-10,4.737779194588906e-05
1810,4.754306012598265e-05,8.851867334363256e-10,8.851867334363256e-10,4.754306012598265e-05
1811,4.67191707035194e-05,8.851867334363256e-10,8.851867334363256e-10,4.67191707035194e-05
1812,4.820233048771375e-05,6.255092317124828e-10,6.255092317124828e-10,4.820233048771375e-05
1813,4.781225444665844e-05,8.194886356806461e-10,8.194886356806461e-10,4.781225444665844e-05
1814,4.871609417023137e-05,6.10267408036285e-10,6.10267408036285e-10,4.871609417023137e-05
1815,4.9799005085203263e-05,5.680449285553177e-10,5.680449285553177e-10,4.9799005085203263e-05
1816,5.1102808356517926e-05,3.8712011374286703e-10,3.8712011374286703e-10,5.1102808356517926e-05
1817,5.02822980966552e-05,3.8712011374286703e-10,3.8712011374286703e-10,5.02822980966552e-05
1818,5.034604951755942e-05,3.8712011374286703e-10,3.8712011374286703e-10,5.034604951755942e-05
1819,5.016638273705861e-05,3.8712011374286703e-10,3.8712011374286703e-10,5.016638273705861e-05
1820,5.021120939220834e-05,1.9314070977470366e-10,1.9314070977470366e-10,5.021120939220834e-05
1821,4.938994399188752e-05,1.9314070977470366e-10,1.9314070977470366e-10,4.938994399188752e-05
1822,4.92158999674887e-05,0.0,0.0,4.92158999674887e-05
1823,4.84684351249598e-05,1.4046276840064464e-10,1.4046276840064464e-10,4.84684351249598e-05
1824,4.947910097793543e-05,1.4046276840064464e-10,1.4046276840064464e-10,4.947910097793543e-05
1825,5.001698186138778e-05,1.4046276840064464e-10,1.4046276840064464e-10,5.001698186138778e-05
1826,5.1241369614477404e-05,2.5896101136473655e-10,2.5896101136473655e-10,5.1241369614477404e-05
1827,5.289606529653871e-05,2.5896101136473655e-10,2.5896101136473655e-10,5.289606529653871e-05
1828,5.431065281819818e-05,2.5896101136473655e-10,2.5896101136473655e-10,5.431065281819818e-05
1829,5.595028622857561e-05,2.5896101136473655e-10,2.5896101136473655e-10,5.595028622857561e-05
1830,5.7462030651679796e-05,1.1849824296409191e-10,1.1849824296409191e-10,5.7462030651679796e-05
1831,6.006407056702301e-05,1.1849824296409191e-10,1.1849824296409191e-10,6.006407056702301e-05
1832,6.130037893724096e-05,1.1849824296409191e-10,1.1849824296409191e-10,6.130037893724096e-05
1833,6.252489505901135e-05,0.0,0.0,6.252489505901135e-05
1834,6.296199405499334e-05,0.0,0.0,6.296199405499334e-05
1835,6.346957473267269e-05,8.37834008520539e-11,8.37834008520539e-11,6.346957473267269e-05
1836,6.323050339623088e-05,8.37834008520539e-11,8.37834008520539e-11,6.323050339623088e-05
1837,6.24871120505434e-05,8.37834008520539e-11,8.37834008520539e-11,6.24871120505434e-05
1838,6.1001486236429105e-05,8.37834008520539e-11,8.37834008520539e-11,6.1001486236429105e-05
1839,6.058482800394164e-05,8.37834008520539e-11,8.37834008520539e-11,6.058482800394164e-05
1840,5.954236985417083e-05,8.37834008520539e-11,8.37834008520539e-11,5.954236985417083e-05
1841,5.914024066961636e-05,8.37834008520539e-11,8.37834008520539e-11,5.914024066961636e-05
1842,5.958039452837381e-05,6.081543998551605e-11,6.081543998551605e-11,5.958039452837381e-05
1843,5.949823493470571e-05,6.081543998551605e-11,6.081543998551605e-11,5.949823493470571e-05
1844,5.9590321533115844e-05,6.081543998551605e-11,6.081543998551605e-11,5.9590321533115844e-05
1845,5.925494354284767e-05,6.081543998551605e-11,6.081543998551605e-11,5.925494354284767e-05
1846,5.9365307346784645e-05,1.2603593962141295e-10,1.2603593962141295e-10,5.9365307346784645e-05
1847,5.907625537864598e-05,1.8664140471231454e-10,1.8664140471231454e-10,5.907625537864598e-05
1848,5.9393188816362196e-05,2.413290797357145e-10,2.413290797357145e-10,5.9393188816362196e-05
1849,5.881205340431604e-05,2.342531763804041e-10,2.342531763804041e-10,5.881205340431604e-05
1850,5.836406178007435e-05,2.342531763804041e-10,2.342531763804041e-10,5.836406178007435e-05
1851,5.812886021366077e-05,3.735389656319857e-10,3.735389656319857e-10,5.812886021366077e-05
1852,5.806632075941057e-05,3.735389656319857e-10,3.735389656319857e-10,5.806632075941057e-05
1853,5.813982404236283e-05,4.530964968298333e-10,4.530964968298333e-10,5.813982404236283e-05
1854,5.773469248587e-05,4.429928923688209e-10,4.429928923688209e-10,5.773469248587e-05
1855,5.740381883307626e-05,4.4080696632547196e-10,4.4080696632547196e-10,5.740381883307626e-05
1856,5.695464278687723e-05,3.870674296952663e-10,3.870674296952663e-10,5.695464278687723e-05
1857,5.6559199687658944e-05,4.3520165645841557e-10,4.3520165645841557e-10,5.6559199687658944e-05
1858,5.6740175620819044e-05,2.959158672068339e-10,2.959158672068339e-10,5.6740175620819044e-05
1859,5.655829642949227e-05,2.959158672068339e-10,2.959158672068339e-10,5.655829642949227e-05
1860,5.5835551133246296e-05,2.7312825414048195e-10,2.7312825414048195e-10,5.5835551133246296e-05
1861,5.521704484375992e-05,2.2262639351059273e-10,2.2262639351059273e-10,5.521704484375992e-05
1862,5.4772564388778324e-05,2.2584291579720783e-10,2.2584291579720783e-10,5.4772564388778324e-05
1863,5.442311469648432e-05,2.7358079690564807e-10,2.7358079690564807e-10,5.442311469648432e-05
1864,5.4711632401449606e-05,3.1963681304933035e-10,3.1963681304933035e-10,5.4711632401449606e-05
1865,5.473291665631612e-05,3.1963681304933035e-10,3.1963681304933035e-10,5.473291665631612e-05
1866,5.491134860286755e-05,4.5235567276107654e-10,4.5235567276107654e-10,5.491134860286755e-05
1867,5.531119053817487e-05,4.167901698374063e-10,4.167901698374063e-10,5.531119053817487e-05
1868,5.584150962282105e-05,5.064135658435934e-10,5.064135658435934e-10,5.584150962282105e-05
1869,5.610691836669243e-05,4.902811807332747e-10,4.902811807332747e-10,5.610691836669243e-05
1870,5.680410010557223e-05,4.847797599857476e-10,4.847797599857476e-10,5.680410010557223e-05
1871,5.694536750005292e-05,4.311655794302689e-10,4.311655794302689e-10,5.694536750005292e-05
1872,5.643150299355122e-05,5.130689999839027e-10,5.130689999839027e-10,5.643150299355122e-05
1873,5.6769953516777605e-05,3.803501402721565e-10,3.803501402721565e-10,5.6769953516777605e-05
