ngram,drop,drp,drpp,dropp
1644,1.5360300754504612e-05,0.0,0.0,1.0794983446820489e-07
1645,1.3962155078063785e-05,0.0,0.0,1.0794983446820489e-07
1646,1.1923334568564314e-05,0.0,0.0,1.0794983446820489e-07
1647,1.1027762151830497e-05,0.0,0.0,1.0794983446820489e-07
1648,1.258545541661858e-05,0.0,0.0,1.0794983446820489e-07
1649,1.2136531300451939e-05,0.0,0.0,0.0
1650,1.5744669976161924e-05,0.0,0.0,0.0
1651,1.6336429065891673e-05,0.0,0.0,0.0
1652,1.694566435617162e-05,0.0,0.0,0.0
1653,1.8424968922252966e-05,0.0,0.0,0.0
1654,1.8250933992801167e-05,0.0,0.0,0.0
1655,1.9233584290694644e-05,0.0,0.0,0.0
1656,1.842296010831238e-05,0.0,0.0,0.0
1657,1.646286338135334e-05,0.0,0.0,0.0
1658,1.8923804158735686e-05,0.0,0.0,5.361563434494851e-08
1659,1.8888010475036155e-05,0.0,0.0,8.578281957787632e-08
1660,1.7782777311887393e-05,0.0,0.0,8.578281957787632e-08
1661,1.7744022703222333e-05,0.0,0.0,8.578281957787632e-08
1662,1.94784415725735e-05,0.0,0.0,8.578281957787632e-08
1663,1.9437653333755278e-05,0.0,0.0,8.578281957787632e-08
1664,2.1858585828990078e-05,0.0,0.0,8.578281957787632e-08
1665,1.9672680017330485e-05,0.0,0.0,3.2167185232927816e-08
1666,2.0987292763103532e-05,0.0,0.0,0.0
1667,2.1575284076139462e-05,0.0,0.0,0.0
1668,2.414758741256914e-05,0.0,0.0,0.0
1669,2.146225285417001e-05,0.0,0.0,0.0
1670,2.2637342356444735e-05,0.0,0.0,0.0
1671,1.9442812117631547e-05,0.0,0.0,0.0
1672,1.9453232588213204e-05,0.0,0.0,0.0
1673,1.7500172361906152e-05,0.0,0.0,0.0
1674,1.815625741333601e-05,0.0,0.0,0.0
1675,1.614808583586377e-05,0.0,0.0,0.0
1676,1.6538227620393237e-05,0.0,0.0,0.0
1677,1.6397317527402526e-05,0.0,0.0,0.0
1678,1.600054513671369e-05,0.0,0.0,0.0
1679,1.5272396662372296e-05,0.0,0.0,0.0
1680,1.5774859223581317e-05,0.0,0.0,0.0
1681,1.6181113356391768e-05,0.0,0.0,0.0
1682,1.557055241262008e-05,0.0,0.0,4.032206594014756e-08
1683,1.6039039370038415e-05,0.0,0.0,4.032206594014756e-08
1684,1.5400315533042885e-05,0.0,0.0,6.954364550892933e-08
1685,1.4840774383628741e-05,0.0,0.0,6.954364550892933e-08
1686,1.545431665103284e-05,0.0,0.0,6.954364550892933e-08
1687,1.597254400361895e-05,0.0,0.0,6.954364550892933e-08
1688,1.5154488080172865e-05,0.0,0.0,6.954364550892933e-08
1689,1.6926152056839783e-05,0.0,0.0,2.9221579568781764e-08
1690,1.5355565275448108e-05,0.0,0.0,2.9221579568781764e-08
1691,1.5490223761714462e-05,0.0,0.0,0.0
1692,1.5968691643917866e-05,0.0,0.0,0.0
1693,1.6093231611843555e-05,0.0,0.0,0.0
1694,1.5250832153209817e-05,0.0,0.0,0.0
1695,1.4967866523615417e-05,0.0,0.0,0.0
1696,1.319425233045227e-05,0.0,0.0,0.0
1697,1.3519594956181078e-05,0.0,0.0,7.347074821544603e-09
1698,1.4513872754053278e-05,0.0,0.0,7.347074821544603e-09
1699,1.4291573669262497e-05,0.0,0.0,7.347074821544603e-09
1700,1.4042817513524955e-05,0.0,0.0,7.347074821544603e-09
1701,1.5156969051791488e-05,0.0,0.0,7.347074821544603e-09
1702,1.4697792981418648e-05,1.1985159785256525e-08,0.0,7.347074821544603e-09
1703,1.4659069295573448e-05,1.1985159785256525e-08,0.0,7.347074821544603e-09
1704,1.4418154023587704e-05,1.1985159785256525e-08,0.0,0.0
1705,1.350618224803059e-05,1.1985159785256525e-08,0.0,9.157804673317775e-09
1706,1.4856645585885936e-05,1.1985159785256525e-08,0.0,3.130857046634057e-08
1707,1.4896059967993227e-05,1.1985159785256525e-08,0.0,3.130857046634057e-08
1708,1.4061208795672947e-05,1.1985159785256525e-08,0.0,3.130857046634057e-08
1709,1.3862682343252735e-05,0.0,0.0,3.130857046634057e-08
1710,1.4041154827282298e-05,0.0,0.0,3.130857046634057e-08
1711,1.4769426343264058e-05,0.0,0.0,3.130857046634057e-08
1712,1.4549692423315719e-05,0.0,0.0,2.215076579302279e-08
1713,1.3455065397595587e-05,0.0,0.0,0.0
1714,1.336305467702914e-05,0.0,0.0,9.571610551769742e-09
1715,1.3780572641865416e-05,0.0,0.0,9.571610551769742e-09
1716,1.4427890034442368e-05,0.0,0.0,9.571610551769742e-09
1717,1.4291148545453325e-05,0.0,7.641405476631137e-09,9.571610551769742e-09
1718,1.4844983525108546e-05,0.0,7.641405476631137e-09,1.731336699403333e-08
1719,1.4876496217246832e-05,1.3169742122240028e-08,7.641405476631137e-09,1.731336699403333e-08
1720,1.5021543991419353e-05,1.3169742122240028e-08,7.641405476631137e-09,3.543562345141384e-08
1721,1.4340433023919883e-05,1.3169742122240028e-08,7.641405476631137e-09,2.5864012899644096e-08
1722,1.4821602625098812e-05,1.3169742122240028e-08,7.641405476631137e-09,3.359159959716505e-08
1723,1.5563092607148326e-05,1.3169742122240028e-08,1.3816581656556082e-08,3.9766775777089995e-08
1724,1.52850481234574e-05,1.3169742122240028e-08,6.175176179924944e-09,4.563769552744036e-08
1725,1.5135004364960228e-05,1.3169742122240028e-08,6.175176179924944e-09,4.5248892125268214e-08
1726,1.5444545299812618e-05,0.0,6.175176179924944e-09,4.5248892125268214e-08
1727,1.4978866212394288e-05,0.0,6.175176179924944e-09,4.081206737639929e-08
1728,1.527189721985321e-05,0.0,6.175176179924944e-09,4.081206737639929e-08
1729,1.4231002621402564e-05,6.371976724039996e-09,6.175176179924944e-09,3.9456457402918336e-08
1730,1.4212883667953844e-05,6.371976724039996e-09,0.0,3.3281281222993387e-08
1731,1.4209650284361228e-05,6.371976724039996e-09,0.0,3.4377101038834164e-08
1732,1.4065688706718252e-05,6.371976724039996e-09,0.0,3.3282671856633376e-08
1733,1.3821334375409475e-05,6.371976724039996e-09,0.0,3.3282671856633376e-08
1734,1.4313289544328914e-05,1.1533708337602938e-08,0.0,2.4758971761684734e-08
1735,1.4290464995221036e-05,1.1533708337602938e-08,0.0,2.4758971761684734e-08
1736,1.531476183507558e-05,5.161731613562941e-09,0.0,2.38993201102338e-08
1737,1.4050751945303222e-05,5.161731613562941e-09,0.0,4.466420477911015e-08
1738,1.4806055332883261e-05,1.0653547885145339e-08,0.0,4.86810977560838e-08
1739,1.4019685555207875e-05,1.0653547885145339e-08,0.0,4.242257389819315e-08
1740,1.4728744905109384e-05,1.0653547885145339e-08,0.0,4.242257389819315e-08
1741,1.5404466986573035e-05,5.491816271582398e-09,0.0,3.726084228463021e-08
1742,1.6171260670359645e-05,1.8246560833696483e-08,6.377372281057043e-09,4.3638214565687253e-08
1743,1.560457531013526e-05,1.8246560833696483e-08,6.377372281057043e-09,3.8125889493098187e-08
1744,1.7167991375442527e-05,1.8246560833696483e-08,6.377372281057043e-09,1.7361004824221837e-08
1745,1.8248291261053445e-05,1.2754744562114086e-08,6.377372281057043e-09,6.377372281057043e-09
1746,1.905110002553556e-05,1.2754744562114086e-08,6.377372281057043e-09,1.1355349422664013e-08
1747,1.9560755910268718e-05,1.2754744562114086e-08,6.377372281057043e-09,1.1355349422664013e-08
1748,1.9469270357928637e-05,1.2754744562114086e-08,6.377372281057043e-09,1.1355349422664013e-08
1749,1.994746396251555e-05,0.0,0.0,9.933257518111662e-09
1750,2.0376744162474226e-05,0.0,0.0,1.323198896484103e-08
1751,1.9829641262601528e-05,0.0,0.0,2.3939405124906443e-08
1752,1.8956428123471725e-05,0.0,0.0,2.3939405124906443e-08
1753,1.943552810449286e-05,0.0,0.0,1.8961427983299473e-08
1754,1.9063727190119346e-05,0.0,4.184068710547503e-09,1.8961427983299473e-08
1755,1.9193536510491477e-05,0.0,4.184068710547503e-09,1.8961427983299473e-08
1756,1.826739103957412e-05,0.0,7.2195392521377604e-09,1.4006147606794781e-08
1757,1.8414427488875974e-05,0.0,7.2195392521377604e-09,1.0707416160065414e-08
1758,1.800023346731905e-05,0.0,7.2195392521377604e-09,3.1075847926688637e-09
1759,1.7330969837660503e-05,0.0,1.0698334155076087e-08,6.58637969560719e-09
1760,1.659827830735594e-05,0.0,1.0698334155076087e-08,6.58637969560719e-09
1761,1.6538621691454735e-05,0.0,6.514265444528584e-09,9.36194715401533e-09
1762,1.682180222165438e-05,0.0,9.196847474056215e-09,1.4727111213070593e-08
1763,1.7372888708320844e-05,0.0,6.161376932465958e-09,2.0404460343570463e-08
1764,1.8289691070094705e-05,0.0,8.972056621457471e-09,2.3215140032561976e-08
1765,1.894712970949643e-05,0.0,1.1919465034030249e-08,2.0107555239893112e-08
1766,1.962465518902588e-05,0.0,8.440670131091923e-09,1.6628760336954784e-08
1767,2.0924548412689808e-05,0.0,8.440670131091923e-09,1.6628760336954784e-08
1768,2.2140026755680863e-05,0.0,8.440670131091923e-09,1.6535405425851683e-08
1769,2.217183854164822e-05,0.0,5.758088101564291e-09,1.117024136679642e-08
1770,2.2941792329740046e-05,2.8829215839972935e-09,5.758088101564291e-09,5.492892236296549e-09
1771,2.3482789921607556e-05,2.8829215839972935e-09,2.9474084125727782e-09,2.682212547305036e-09
1772,2.396291061553971e-05,2.8829215839972935e-09,0.0,1.059045778057615e-08
1773,2.417997607803305e-05,2.8829215839972935e-09,2.5951908558649197e-09,1.059045778057615e-08
1774,2.3199719830050265e-05,2.8829215839972935e-09,2.5951908558649197e-09,1.059045778057615e-08
1775,2.2413777904668158e-05,2.8829215839972935e-09,2.5951908558649197e-09,7.908245233271113e-09
1776,2.2889427002935137e-05,2.8829215839972935e-09,2.5951908558649197e-09,1.0620614736873385e-08
1777,2.279629734402988e-05,0.0,2.5951908558649197e-09,1.0620614736873385e-08
1778,2.1284801602762726e-05,0.0,5.3763345521572e-09,1.0620614736873385e-08
1779,2.0424853054074837e-05,2.5616857206906776e-09,5.3763345521572e-09,5.274055224292949e-09
1780,1.9823600658647983e-05,2.5616857206906776e-09,2.7811436962922797e-09,5.274055224292949e-09
1781,2.0324687284301035e-05,2.5616857206906776e-09,2.7811436962922797e-09,5.274055224292949e-09
1782,2.0526445171396646e-05,2.5616857206906776e-09,2.7811436962922797e-09,5.274055224292949e-09
1783,2.0157741476266112e-05,2.5616857206906776e-09,4.95574273681346e-09,2.5616857206906776e-09
1784,1.9677495012209484e-05,2.5616857206906776e-09,6.620214852505666e-09,4.226157836382884e-09
1785,1.981605055334512e-05,2.5616857206906776e-09,3.839071156213387e-09,4.226157836382884e-09
1786,1.9564694542038653e-05,0.0,5.179169474242176e-09,4.344668751749785e-09
1787,1.983863928346961e-05,0.0,5.179169474242176e-09,4.344668751749785e-09
1788,1.942155774616237e-05,0.0,5.179169474242176e-09,4.344668751749785e-09
1789,1.889055732005675e-05,0.0,5.179169474242176e-09,6.671438385857138e-09
1790,1.8199112933611366e-05,1.1048484032422883e-09,4.109418836963284e-09,7.776286789099426e-09
1791,1.7834207028499804e-05,3.276780878382267e-09,3.530912958841067e-09,1.0455679623687177e-08
1792,1.792621593007685e-05,4.365042930284549e-09,3.530912958841067e-09,1.3720465652511393e-08
1793,1.8501973110167974e-05,4.365042930284549e-09,2.1908146408122775e-09,1.1040269016453813e-08
1794,1.8435355741530657e-05,4.365042930284549e-09,3.1888002080141374e-09,1.2038254583655674e-08
1795,1.869252134513642e-05,5.278315054876462e-09,3.1888002080141374e-09,1.2951526708247587e-08
1796,1.9160554594626384e-05,5.278315054876462e-09,6.033284982720488e-09,1.1572918686856123e-08
1797,2.0009325453429483e-05,5.30731395339704e-09,4.9284365794782e-09,1.1601917585376701e-08
1798,2.060617147695406e-05,3.1353814782570613e-09,4.4211270200378294e-09,7.836709313226363e-09
1799,2.0692030895068975e-05,2.047119426354779e-09,5.622666205644984e-09,5.7734624700093005e-09
1800,2.0441004900411436e-05,2.047119426354779e-09,6.034330114955213e-09,1.1536757327235136e-08
1801,2.0486745727664258e-05,2.047119426354779e-09,5.500685018589024e-09,1.1931793204260949e-08
1802,2.0638979549403302e-05,1.133847301762866e-09,5.500685018589024e-09,1.2755028271677865e-08
1803,2.05472632452646e-05,2.8888471297656385e-09,2.6562002438826735e-09,1.461486633301336e-08
1804,2.0135183149250224e-05,2.975310030097132e-09,2.6562002438826735e-09,1.6836872023568665e-08
1805,1.9917466228694787e-05,2.975310030097132e-09,2.3372210674768976e-09,1.7037247866470906e-08
1806,2.0096187654417008e-05,3.49241023402312e-09,1.1356818818697434e-09,1.7387009229200397e-08
1807,2.00868533803649e-05,3.7016314616674808e-09,9.332392002038758e-10,1.2042156827263284e-08
1808,1.9850182330368886e-05,3.7016314616674808e-09,4.68898729368204e-10,1.2061314455128321e-08
1809,1.8792692831734064e-05,3.8825562764799315e-09,6.498235441806547e-10,1.3038679564607897e-08
1810,1.8347520641067865e-05,2.563431752581177e-09,6.498235441806547e-10,1.0884492830852212e-08
1811,1.7783987329624195e-05,1.3431215504868176e-09,6.498235441806547e-10,1.0575631069288858e-08
1812,1.7403036638695214e-05,1.8205380695032351e-09,3.901460424568118e-10,1.1944972978992853e-08
1813,1.653619074204471e-05,3.0492525330113753e-09,5.841254464249752e-10,1.058765183462437e-08
1814,1.61864362390978e-05,3.048989441875197e-09,7.928204917969797e-10,1.0587125652352012e-08
1815,1.604307622723614e-05,3.242130151649901e-09,9.859612015716834e-10,9.947509419358117e-09
1816,1.6411858658622286e-05,3.0612053368374502e-09,9.952091056015482e-10,8.945191571590222e-09
1817,1.649730646542074e-05,2.7966776037859275e-09,1.1665566766540435e-09,9.319464057609496e-09
1818,1.7138359128564063e-05,2.7966776037859275e-09,1.1665566766540435e-09,7.346681992917833e-09
1819,1.762286800450446e-05,2.4695585259288625e-09,1.1665566766540435e-09,5.949794752118416e-09
1820,1.8470415722861488e-05,8.711407944212673e-10,1.1199742086124127e-09,9.145944922041492e-09
1821,1.8771313729562928e-05,6.621826579130844e-10,7.020579355960471e-10,1.0399233918434447e-08
1822,1.901373174665163e-05,9.681175543769476e-10,5.089172258213434e-10,1.2496355759696241e-08
1823,1.9170587880320715e-05,9.681175543769476e-10,4.592072753796726e-10,1.2048966205721205e-08
1824,1.9118016747857576e-05,7.967699833244524e-10,4.219797210071517e-10,1.182560087948608e-08
1825,1.8768480783494723e-05,7.967699833244524e-10,4.219797210071517e-10,1.2144176521543062e-08
1826,1.838063924099385e-05,7.649707851291915e-10,5.404779639712437e-10,1.1629685817534811e-08
1827,1.794162952657124e-05,7.221444553451306e-10,4.976516341871826e-10,1.2108668766077e-08
1828,1.795771900755686e-05,8.324737645258397e-10,4.976516341871826e-10,1.2202732443559024e-08
1829,1.7573274817550555e-05,6.144952721268534e-10,4.976516341871826e-10,9.895241990877577e-09
1830,1.757668386354843e-05,6.144952721268534e-10,3.5718886578653807e-10,9.7747316590053e-09
1831,1.754762316912612e-05,8.002845925630148e-10,2.230688491065637e-10,9.898958129385603e-09
1832,1.774972640435278e-05,8.854340514753898e-10,3.082183080189387e-10,1.012401302474026e-08
1833,1.7699688344561893e-05,1.0143705954566785e-09,1.897200650548468e-10,1.153658184855593e-08
1834,1.7730845034488345e-05,9.097999893142067e-10,1.682096525560236e-10,9.411733360918464e-09
1835,1.766940087171471e-05,1.1346042835417132e-09,2.519930534080775e-10,9.489699185191317e-09
1836,1.813370389364926e-05,1.0786907081846868e-09,2.519930534080775e-10,1.1254401474250893e-08
1837,1.8101496347558816e-05,1.1561321186118585e-09,3.2943446383524947e-10,1.111748521814044e-08
1838,1.82299468828465e-05,9.703427981756973e-10,4.820859584547016e-10,1.1944030780292841e-08
1839,1.8215928191369e-05,1.0367562126261426e-09,3.9693649954232665e-10,1.1538694063720608e-08
1840,1.8309859504889963e-05,1.0160793238535503e-09,3.9693649954232665e-10,1.0947332310503758e-08
1841,1.8389160686638206e-05,1.2260121568757094e-09,3.1387630589867806e-10,1.1162441383914614e-08
1842,1.845768773429362e-05,1.134140313409558e-09,2.909083450321402e-10,1.1082854380260545e-08
1843,1.833487528659004e-05,1.2368294245921975e-09,3.5648287496517893e-10,1.0788768354887322e-08
1844,1.8365394550658364e-05,1.4933023072062822e-09,2.7904146453800697e-10,1.178551580137212e-08
1845,1.8418761101202108e-05,1.560041072514094e-09,2.5986750053417854e-10,1.0697411337698019e-08
1846,1.8251942362569806e-05,1.9954626919092634e-09,2.5986750053417854e-10,1.0397995353628176e-08
1847,1.846516689900974e-05,1.8293102588273769e-09,3.2047296562508013e-10,1.1824615826177315e-08
1848,1.853181804887884e-05,2.111566508945982e-09,4.2984831567188005e-10,1.2380875880069198e-08
1849,1.8746383960076075e-05,2.08326289552474e-09,4.765119489467753e-10,1.2229414179744578e-08
1850,1.8927782418489058e-05,1.8503300637716181e-09,4.109374190137365e-10,1.2427689353801595e-08
1851,1.914545230517563e-05,1.9807017137551952e-09,4.109374190137365e-10,1.2188490217113213e-08
1852,1.9356242773937993e-05,2.2173323732666006e-09,3.280214592013156e-10,1.3493003793639348e-08
1853,1.9801698207239887e-05,1.7268665624443307e-09,3.762808001691756e-10,1.4317253033928928e-08
1854,2.011485308425368e-05,1.7167629579833183e-09,4.1667905633805246e-10,1.3903005350154477e-08
1855,2.0413292077137157e-05,1.4870826197428094e-09,3.073037062912525e-10,1.2174898422756542e-08
1856,2.0638908608816564e-05,1.4709196916040668e-09,1.9982463303084127e-10,1.215307410262767e-08
1857,2.087657100803751e-05,1.7129194610340397e-09,2.479588597939905e-10,1.1991760219741212e-08
1858,2.1090165319037624e-05,1.479047570926032e-09,2.479588597939905e-10,1.3395666924915467e-08
1859,2.1212269920007592e-05,1.4193957001814743e-09,1.973972889907876e-10,1.31297885579735e-08
1860,2.12018026754127e-05,1.749843480431628e-09,2.711283657903201e-10,1.3649275106989275e-08
1861,2.1579663423056316e-05,1.925288341451749e-09,2.2661132494304426e-10,1.2934379028146331e-08
1862,2.1848430281222265e-05,1.71849786781816e-09,2.823295962097104e-10,1.443130199468052e-08
1863,2.192758958179703e-05,1.94934357544696e-09,3.3006747731815066e-10,1.498914490939894e-08
1864,2.2066496187887553e-05,2.0362600811856576e-09,3.7612349346183294e-10,1.386127555593118e-08
1865,2.216765590544258e-05,2.0269787911634094e-09,5.08803146440481e-10,1.4098526536697266e-08
1866,2.250659079956157e-05,1.8717404768965805e-09,5.530427663443963e-10,1.4117848858217843e-08
1867,2.2613711605247643e-05,1.57441138697629e-09,4.310523485770038e-10,1.3373462083775069e-08
1868,2.239295515339888e-05,1.5725231513766654e-09,3.7456566816450124e-10,1.2869204051619526e-08
1869,2.2252886472935124e-05,1.6751484247353891e-09,3.9801916921052994e-10,1.153481608641625e-08
1870,2.2437196093960665e-05,1.6678721181939693e-09,4.34754208823916e-10,1.1287252085371132e-08
1871,2.2503418222186156e-05,1.2845920874645804e-09,4.2171609061979e-10,1.1846663903826636e-08
1872,2.2561356672667898e-05,1.1044110348468195e-09,2.8903643764114205e-10,1.0038336320913492e-08
1873,2.2476618271736826e-05,1.1329580567360458e-09,2.447968177372266e-10,1.1082612605406439e-08
