ngram,sentence,sentnce,senence,sentnce
1924,3.0184041731575106e-05,3.799637281397063e-10,9.199282446914481e-10,3.799637281397063e-10
1925,3.055684828723315e-05,3.253124089552806e-10,8.940373957028974e-10,3.253124089552806e-10
1926,3.0824493608504e-05,3.569525885189455e-10,9.463406923172967e-10,3.569525885189455e-10
1927,3.0704877385038086e-05,3.328243811503587e-10,8.516809678140089e-10,3.328243811503587e-10
1928,3.0932744526320933e-05,4.2406232692027146e-10,6.336912225116517e-10,4.2406232692027146e-10
1929,3.181750902773014e-05,3.7575973483543786e-10,6.12943430138608e-10,3.7575973483543786e-10
1930,3.122630628890225e-05,3.3467468677336344e-10,7.298748470687042e-10,3.3467468677336344e-10
1931,3.096805137049939e-05,3.627191761231988e-10,8.158197887083876e-10,3.627191761231988e-10
1932,3.155497896451769e-05,3.167088258315687e-10,9.825986532366722e-10,3.167088258315687e-10
1933,3.220266808057204e-05,2.7086289956988555e-10,1.0535652984953815e-09,2.7086289956988555e-10
1934,3.222913489610489e-05,2.2538614228930142e-10,1.0524832830657464e-09,2.2538614228930142e-10
1935,3.2040541555034e-05,1.7859286272070563e-10,1.1612463371843011e-09,1.7859286272070563e-10
1936,3.170698619214818e-05,1.995302950641431e-10,1.4203878628826772e-09,1.995302950641431e-10
1937,3.2145195291377604e-05,2.3006019906584337e-10,1.4317778629369116e-09,2.3006019906584337e-10
1938,3.2346303279544895e-05,3.5161218579572914e-10,1.5309260605254694e-09,3.5161218579572914e-10
1939,3.1837851305941255e-05,4.014002364621001e-10,1.4675010016697497e-09,4.014002364621001e-10
1940,3.196535570688346e-05,4.2719349882932734e-10,1.4395494241092877e-09,4.2719349882932734e-10
1941,3.246080112668486e-05,4.5477206920909094e-10,1.5151493393261717e-09,4.5477206920909094e-10
1942,3.279885043281995e-05,4.352354488717276e-10,1.464596618586508e-09,4.352354488717276e-10
1943,3.256970869967647e-05,4.142980165282901e-10,1.4513975894152915e-09,4.142980165282901e-10
1944,3.246445937423102e-05,3.210572581600703e-10,1.5150143520667063e-09,3.210572581600703e-10
1945,3.2804466432675584e-05,2.221169339725445e-10,1.60762351050384e-09,2.221169339725445e-10
1946,3.385734661216182e-05,1.8887698746298095e-10,1.6733847006479762e-09,1.8887698746298095e-10
1947,3.3665158948029526e-05,1.9619767715235119e-10,1.8239713866259016e-09,1.9619767715235119e-10
1948,3.437045857676172e-05,1.8571910676001835e-10,1.9491999760288893e-09,1.8571910676001835e-10
1949,3.5018525003189484e-05,1.778172232474213e-10,2.1398749280468874e-09,1.778172232474213e-10
1950,3.560154904594778e-05,3.300969993379001e-10,2.0549546984684396e-09,3.300969993379001e-10
1951,3.726355966396763e-05,3.4422387361145365e-10,2.1203381590189404e-09,3.4422387361145365e-10
1952,3.78411849461762e-05,2.848301406240975e-10,2.105680582279287e-09,2.848301406240975e-10
1953,3.7756785396985446e-05,2.6828203646729014e-10,2.1886507209753094e-09,2.6828203646729014e-10
1954,3.87640627325579e-05,2.787159521035397e-10,2.104282446703719e-09,2.787159521035397e-10
1955,3.854296405084564e-05,2.7611020414486376e-10,2.1614444995725942e-09,2.7611020414486376e-10
1956,3.8760312496119044e-05,2.5910404179350724e-10,2.0637453650757767e-09,2.5910404179350724e-10
1957,3.888506814421687e-05,1.1956799142057558e-10,2.1454588581905553e-09,1.1956799142057558e-10
1958,3.8195384279658485e-05,1.8168425791609266e-10,2.1953347393934207e-09,1.8168425791609266e-10
1959,3.827003716391378e-05,2.2247000273724537e-10,2.071776623273942e-09,2.2247000273724537e-10
1960,3.8417202241752033e-05,2.4364572462750745e-10,1.985438353407127e-09,2.4364572462750745e-10
1961,3.8243688842547794e-05,2.0009785693466042e-10,2.0200563285602666e-09,2.0009785693466042e-10
1962,3.8852157948505397e-05,1.8560360490590559e-10,1.8966328983540036e-09,1.8560360490590559e-10
1963,3.940836021294152e-05,2.0541131791538903e-10,1.9315167877818696e-09,2.0541131791538903e-10
1964,4.048722933345873e-05,2.5562076265219144e-10,1.891716243968793e-09,2.5562076265219144e-10
1965,4.08384320118265e-05,2.2211186857999466e-10,1.7841259263613146e-09,2.2211186857999466e-10
1966,4.123870114978802e-05,2.0081446029861028e-10,1.7931592084201903e-09,2.0081446029861028e-10
1967,4.192063040266346e-05,1.8848341736583356e-10,1.8998104359521253e-09,1.8848341736583356e-10
1968,4.277224642074933e-05,3.0361845379126406e-10,2.025822113235368e-09,3.0361845379126406e-10
1969,4.325667344216656e-05,3.215722251973371e-10,2.196366453789876e-09,3.215722251973371e-10
1970,4.380913794323403e-05,3.9822911040194546e-10,2.234760789119962e-09,3.9822911040194546e-10
1971,4.361365167174621e-05,3.4422684048423287e-10,2.1707898018823765e-09,3.4422684048423287e-10
1972,4.414179576477701e-05,3.0860760673125295e-10,2.1496901719026643e-09,3.0860760673125295e-10
1973,4.510271017872063e-05,3.0645170825563794e-10,2.192377549345029e-09,3.0645170825563794e-10
1974,4.5608086241242874e-05,3.383445458328614e-10,2.2406067477577706e-09,3.383445458328614e-10
1975,4.5950901299615256e-05,3.2052350753700564e-10,2.06027184201929e-09,3.2052350753700564e-10
1976,4.6093279317054634e-05,5.034805162070935e-10,1.9465639735015218e-09,5.034805162070935e-10
1977,4.5516935123097415e-05,4.4714797440123123e-10,1.7753370519711454e-09,4.4714797440123123e-10
1978,4.5831641598072436e-05,4.789967153076954e-10,1.7155540797477086e-09,4.789967153076954e-10
1979,4.601027311374699e-05,5.423150856958309e-10,1.7072171930111934e-09,5.423150856958309e-10
1980,4.561396833326269e-05,5.406460081212674e-10,1.6064076735489152e-09,5.406460081212674e-10
1981,4.539769413115989e-05,5.304276859011533e-10,1.4381447937290253e-09,5.304276859011533e-10
1982,4.501329229762112e-05,4.924056480020462e-10,1.388954665567813e-09,4.924056480020462e-10
1983,4.506936550439734e-05,3.137023854967883e-10,1.2927422148629424e-09,3.137023854967883e-10
1984,4.6260255788053784e-05,3.3237507587483405e-10,1.2879280816438916e-09,3.3237507587483405e-10
1985,4.623497339447827e-05,3.205117342165918e-10,1.3354435335344306e-09,3.205117342165918e-10
1986,4.610037077717217e-05,2.4492413851019887e-10,1.2988691709482835e-09,2.4492413851019887e-10
1987,4.641958834586798e-05,2.2026429638555278e-10,1.204409849631105e-09,2.2026429638555278e-10
1988,4.680461954974037e-05,2.105393315045477e-10,1.193183147523464e-09,2.105393315045477e-10
1989,4.679121463725876e-05,1.5789938305278894e-10,1.148347512318943e-09,1.5789938305278894e-10
1990,4.665010835326809e-05,1.5566425232149683e-10,1.0564893404563236e-09,1.5566425232149683e-10
1991,4.595636346493848e-05,1.2970584824443876e-10,1.0679212434995732e-09,1.2970584824443876e-10
1992,4.6123510920941566e-05,1.1349424079114862e-10,1.07532455955501e-09,1.1349424079114862e-10
1993,4.60570039909466e-05,1.1900120868871663e-10,9.96895090286744e-10,1.1900120868871663e-10
1994,4.6150233434413425e-05,1.318231312798433e-10,1.059345666742928e-09,1.318231312798433e-10
1995,4.621325518071119e-05,1.3019029653941035e-10,1.0574244257988141e-09,1.3019029653941035e-10
1996,4.68178404844366e-05,1.2984032400829649e-10,1.0693310839978869e-09,1.2984032400829649e-10
1997,4.7574205901972686e-05,1.1562046161753666e-10,1.1429498141574917e-09,1.1562046161753666e-10
1998,4.787204514806425e-05,1.0010748182790304e-10,1.2171903485125313e-09,1.0010748182790304e-10
1999,4.896457124102328e-05,8.738278949633432e-11,1.2187394585591198e-09,8.738278949633432e-11
2000,4.894663028868048e-05,8.882842873956877e-11,1.2560700099076679e-09,8.882842873956877e-11
2001,4.8735970527299545e-05,7.438976865059566e-11,1.2318338730007587e-09,7.438976865059566e-11
2002,4.849637064450819e-05,6.596548158900793e-11,1.2022951206042925e-09,6.596548158900793e-11
2003,4.811964598567491e-05,6.997971696168622e-11,1.1863016600800945e-09,6.997971696168622e-11
2004,4.7734215123845e-05,9.955301414581769e-11,1.0800370042751695e-09,9.955301414581769e-11
2005,4.771275104888316e-05,8.221965122623409e-11,9.342007960861614e-10,8.221965122623409e-11
2006,4.599645658994892e-05,1.0280593985239378e-10,7.69013420403348e-10,1.0280593985239378e-10
2007,4.566517340468376e-05,8.740338363780583e-11,6.994645775280719e-10,8.740338363780583e-11
2008,4.466501507392552e-05,8.76237331700772e-11,5.940809907504071e-10,8.76237331700772e-11
2009,4.3648857951796215e-05,8.933266279487206e-11,5.338125497189594e-10,8.933266279487206e-11
2010,4.250907295499928e-05,9.539197259481443e-11,4.580797645965211e-10,9.539197259481443e-11
2011,4.1449602576904e-05,9.256293003904022e-11,4.0680600852224403e-10,9.256293003904022e-11
2012,4.007207306650733e-05,9.790278756344989e-11,3.379882276832724e-10,9.790278756344989e-11
2013,3.9269065642396784e-05,8.266752163762651e-11,3.2377521199825464e-10,8.266752163762651e-11
2014,3.82031815076646e-05,8.249611063715356e-11,2.531450674081448e-10,8.249611063715356e-11
2015,3.751047032502746e-05,8.263570234835958e-11,2.3212034130121976e-10,8.263570234835958e-11
2016,3.756124403610427e-05,7.018966509199563e-11,1.6173465989096795e-10,7.018966509199563e-11
2017,3.740572780467725e-05,6.278309411707668e-11,1.2659967807878333e-10,6.278309411707668e-11
2018,3.695936829899438e-05,2.984422223240024e-11,1.389209018654025e-10,2.984422223240024e-11
2019,3.6661555895989295e-05,2.7960527122783407e-11,1.5496162599631935e-10,2.7960527122783407e-11
