ngram,tourist,tourst,turist,tuorist
1674,0.0,2.4600601428963794e-08,0.0,0.0
1675,0.0,2.4600601428963794e-08,0.0,0.0
1676,4.2946510347974254e-08,2.4600601428963794e-08,0.0,0.0
1677,4.2946510347974254e-08,2.4600601428963794e-08,0.0,0.0
1678,4.2946510347974254e-08,2.4600601428963794e-08,0.0,0.0
1679,4.2946510347974254e-08,0.0,0.0,0.0
1680,4.2946510347974254e-08,0.0,0.0,0.0
1681,4.2946510347974254e-08,0.0,0.0,0.0
1682,4.2946510347974254e-08,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,4.659157834144675e-08,0.0,0.0,0.0
1689,4.659157834144675e-08,0.0,0.0,0.0
1690,8.813216010951561e-08,0.0,0.0,0.0
1691,8.813216010951561e-08,0.0,0.0,0.0
1692,8.813216010951561e-08,0.0,0.0,0.0
1693,8.813216010951561e-08,0.0,0.0,0.0
1694,8.813216010951561e-08,0.0,0.0,0.0
1695,4.1540581768068867e-08,0.0,0.0,0.0
1696,4.1540581768068867e-08,0.0,0.0,0.0
1697,7.347074821544603e-09,0.0,0.0,0.0
1698,4.88321571115843e-08,0.0,0.0,0.0
1699,4.88321571115843e-08,0.0,0.0,0.0
1700,6.18300098104945e-08,0.0,0.0,0.0
1701,6.18300098104945e-08,0.0,0.0,0.0
1702,6.18300098104945e-08,0.0,0.0,0.0
1703,6.18300098104945e-08,0.0,0.0,0.0
1704,5.4482934988949894e-08,0.0,0.0,0.0
1705,3.4267883311908267e-07,0.0,0.0,0.0
1706,4.3128189629117385e-07,0.0,0.0,0.0
1707,4.3043649660441066e-07,0.0,0.0,0.0
1708,4.3043649660441066e-07,0.0,0.0,0.0
1709,4.3043649660441066e-07,0.0,0.0,0.0
1710,4.3043649660441066e-07,0.0,0.0,0.0
1711,4.3043649660441066e-07,0.0,0.0,0.0
1712,1.007555161842382e-07,0.0,0.0,0.0
1713,1.2152453012147037e-08,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,1.2350352359849888e-08,0.0,0.0,0.0
1724,1.2350352359849888e-08,0.0,0.0,0.0
1725,1.2350352359849888e-08,0.0,0.0,0.0
1726,1.2350352359849888e-08,0.0,6.3874980225721495e-09,0.0
1727,1.2350352359849888e-08,0.0,6.3874980225721495e-09,0.0
1728,1.2350352359849888e-08,0.0,6.3874980225721495e-09,0.0
1729,1.2350352359849888e-08,0.0,6.3874980225721495e-09,0.0
1730,0.0,0.0,6.3874980225721495e-09,0.0
1731,0.0,0.0,6.3874980225721495e-09,0.0
1732,0.0,0.0,6.3874980225721495e-09,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,6.466925940782988e-08,0.0,0.0,0.0
1736,6.466925940782988e-08,0.0,0.0,0.0
1737,6.466925940782988e-08,0.0,0.0,0.0
1738,6.466925940782988e-08,0.0,0.0,0.0
1739,9.697842529021727e-08,0.0,0.0,0.0
1740,9.697842529021727e-08,0.0,0.0,0.0
1741,9.697842529021727e-08,0.0,0.0,0.0
1742,3.23091658823874e-08,0.0,0.0,0.0
1743,7.083474023212538e-08,0.0,0.0,0.0
1744,7.083474023212538e-08,0.0,0.0,0.0
1745,7.083474023212538e-08,0.0,0.0,0.0
1746,3.852557434973798e-08,0.0,0.0,0.0
1747,4.684387785606045e-08,0.0,0.0,0.0
1748,5.048360967358738e-08,0.0,0.0,0.0
1749,5.048360967358738e-08,0.0,0.0,0.0
1750,1.1958035323849409e-08,0.0,0.0,0.0
1751,1.1958035323849409e-08,0.0,3.569138635433384e-09,0.0
1752,1.1958035323849409e-08,0.0,3.569138635433384e-09,0.0
1753,1.1958035323849409e-08,0.0,3.569138635433384e-09,0.0
1754,3.639731817526938e-09,0.0,3.569138635433384e-09,0.0
1755,0.0,0.0,3.569138635433384e-09,0.0
1756,9.106411117240247e-09,0.0,3.569138635433384e-09,0.0
1757,1.2151534381895805e-08,0.0,3.569138635433384e-09,0.0
1758,1.2151534381895805e-08,0.0,0.0,0.0
1759,1.2151534381895805e-08,0.0,0.0,0.0
1760,1.2151534381895805e-08,0.0,0.0,0.0
1761,1.7702669298712082e-08,0.0,0.0,0.0
1762,2.0385251328239714e-08,0.0,0.0,0.0
1763,2.5472213544779672e-08,0.0,0.0,0.0
1764,2.2427090280124114e-08,0.0,0.0,0.0
1765,2.2427090280124114e-08,0.0,0.0,0.0
1766,2.2427090280124114e-08,0.0,0.0,0.0
1767,2.2427090280124114e-08,0.0,0.0,0.0
1768,1.6875955363307834e-08,0.0,0.0,0.0
1769,2.02858925847847e-08,0.0,0.0,0.0
1770,6.092519251004498e-09,0.0,0.0,0.0
1771,1.1357806885468693e-08,0.0,0.0,0.0
1772,1.1357806885468693e-08,2.6360818290121254e-09,0.0,0.0
1773,1.1357806885468693e-08,2.6360818290121254e-09,0.0,0.0
1774,1.1357806885468693e-08,2.6360818290121254e-09,0.0,0.0
1775,1.713518520724782e-08,2.6360818290121254e-09,0.0,0.0
1776,2.731688297785695e-08,2.6360818290121254e-09,0.0,0.0
1777,2.731688297785695e-08,2.6360818290121254e-09,0.0,0.0
1778,3.039502668603486e-08,2.6360818290121254e-09,0.0,0.0
1779,3.551839812741621e-08,0.0,0.0,0.0
1780,3.786753843826318e-08,0.0,0.0,0.0
1781,7.420535982508422e-08,0.0,0.0,0.0
1782,7.058611498475134e-08,0.0,0.0,0.0
1783,5.431189796313772e-08,0.0,0.0,0.0
1784,5.764084219452213e-08,0.0,0.0,0.0
1785,6.871487912007979e-08,0.0,0.0,0.0
1786,8.77132763881556e-08,0.0,0.0,0.0
1787,1.1243611070759535e-07,0.0,3.867424729670737e-09,0.0
1788,8.263104968518422e-08,0.0,3.867424729670737e-09,0.0
1789,8.977999474016737e-08,0.0,3.867424729670737e-09,0.0
1790,1.0303817608660535e-07,0.0,3.867424729670737e-09,0.0
1791,1.138267933242787e-07,1.0859662375699892e-09,3.867424729670737e-09,0.0
1792,1.194393521229488e-07,1.0859662375699892e-09,3.867424729670737e-09,0.0
1793,1.475767551336763e-07,1.0859662375699892e-09,4.8534468507658144e-09,0.0
1794,1.374705352727038e-07,1.0859662375699892e-09,9.860221210950775e-10,0.0
1795,2.2043844438712767e-07,1.0859662375699892e-09,9.860221210950775e-10,0.0
1796,2.6328025321780455e-07,1.0859662375699892e-09,1.9341837338109666e-09,0.0
1797,3.3279292718394314e-07,1.0859662375699892e-09,1.9341837338109666e-09,0.0
1798,4.1126043218550225e-07,0.0,1.9341837338109666e-09,0.0
1799,5.238066478341352e-07,0.0,1.9341837338109666e-09,0.0
1800,5.86813367168101e-07,0.0,1.3598255220261179e-09,0.0
1801,7.212226112837275e-07,0.0,1.8241659928617894e-09,0.0
1802,7.545798236411169e-07,0.0,2.2582927908639962e-09,0.0
1803,7.824589260962966e-07,0.0,1.3101311781481074e-09,0.0
1804,8.818193707936319e-07,0.0,2.8355189942073723e-09,0.0
1805,8.463633532431101e-07,0.0,4.133906550407573e-09,0.0
1806,8.970115865330237e-07,0.0,4.133906550407573e-09,0.0
1807,8.618774245405803e-07,2.092212276443612e-10,4.768348763458821e-09,0.0
1808,8.027647920373835e-07,2.092212276443612e-10,4.539371481878821e-09,0.0
1809,7.667508238487894e-07,2.092212276443612e-10,4.828943943126416e-09,0.0
1810,8.414585620032864e-07,2.092212276443612e-10,6.1365698237178125e-09,0.0
1811,7.826132153760617e-07,2.092212276443612e-10,5.548717770967723e-09,0.0
1812,8.565350039394357e-07,2.092212276443612e-10,7.353537556653578e-09,0.0
1813,7.460962722559219e-07,2.092212276443612e-10,8.12945517252623e-09,0.0
1814,7.564434148272474e-07,0.0,7.083349050164754e-09,0.0
1815,9.390202779156555e-07,1.9314070977470366e-10,7.81368944150326e-09,0.0
1816,9.851070948181068e-07,1.9314070977470366e-10,8.61137193299198e-09,0.0
1817,9.712190782400803e-07,1.9314070977470366e-10,7.989136336610564e-09,0.0
1818,9.490878239505816e-07,1.9314070977470366e-10,8.304844684963492e-09,0.0
1819,9.478939741062017e-07,1.9314070977470366e-10,7.60639640162708e-09,0.0
1820,1.0142624254123284e-06,1.9314070977470366e-10,9.63102055249822e-09,0.0
1821,1.0564515459269127e-06,1.9314070977470366e-10,1.3101985528253733e-08,0.0
1822,8.735669975326996e-07,0.0,1.2635357553898124e-08,0.0
1823,8.423313114950101e-07,1.4046276840064464e-10,1.4204156612811808e-08,0.0
1824,8.492838625378292e-07,2.74582785080619e-10,1.6469406695561262e-08,0.0
1825,8.76645222953292e-07,2.74582785080619e-10,1.7621881890203132e-08,0.0
1826,8.895786111549699e-07,2.74582785080619e-10,1.9601557742023245e-08,0.0
1827,9.078225714022535e-07,3.7915339122309074e-10,1.8369575099137185e-08,0.0
1828,9.339184592655718e-07,3.7915339122309074e-10,1.6774208339802906e-08,0.0
1829,1.0142763033270188e-06,4.494276696829859e-10,1.6977875486442632e-08,0.0
1830,1.0852730919655836e-06,3.089649012823413e-10,1.4745435539254004e-08,0.0
1831,1.1616276408078972e-06,2.6773954482044767e-10,1.4117161725327572e-08,0.0
1832,1.2714449115134942e-06,2.6773954482044767e-10,1.315898317295299e-08,0.0
1833,1.3515932713354623e-06,2.6773954482044767e-10,1.0589070001795368e-08,0.0
1834,1.376911151445321e-06,1.6316893867797588e-10,1.0100293363584406e-08,0.0
1835,1.4204841818354907e-06,2.469523395300298e-10,9.649012953717926e-09,0.0
1836,1.4311708095452299e-06,1.7667806107013462e-10,1.0372432627089471e-08,0.0
1837,1.4303214714215886e-06,2.541194714973065e-10,1.098607858653265e-08,0.0
1838,1.395988793514594e-06,1.6122481127922583e-10,9.961249729834826e-09,0.0
1839,1.3965185579374001e-06,1.6122481127922583e-10,1.1923873571057747e-08,0.0
1840,1.411448855443658e-06,1.6122481127922583e-10,1.3208376360905407e-08,0.0
1841,1.4352051656325265e-06,1.6122481127922583e-10,1.3878034087001976e-08,0.0
1842,1.464514265795255e-06,7.744141042717193e-11,1.4825518336790213e-08,0.0
1843,1.4671566077595344e-06,7.744141042717193e-11,1.628463522759408e-08,0.0
1844,1.5681220832318234e-06,0.0,1.748456275001737e-08,0.0
1845,1.5697067315808714e-06,0.0,1.9190269437022574e-08,0.0
1846,1.5677244878783573e-06,0.0,1.9171570743635258e-08,0.0
1847,1.5437927426579075e-06,0.0,1.7890710119721527e-08,0.0
1848,1.5447820130378074e-06,5.4687675023399966e-11,1.9094404279940136e-08,0.0
1849,1.5465268136592516e-06,5.4687675023399966e-11,2.000071397390002e-08,0.0
1850,1.7153905998514216e-06,5.4687675023399966e-11,1.9156640718165363e-08,0.0
1851,1.6912541858411195e-06,5.4687675023399966e-11,1.8528184573897632e-08,0.0
1852,1.712559927519968e-06,5.4687675023399966e-11,1.7547403022685363e-08,0.0
1853,1.7192922346761667e-06,5.4687675023399966e-11,1.690671957987888e-08,0.0
1854,1.7808930903941343e-06,5.4687675023399966e-11,1.726013566992281e-08,0.0
1855,1.8556160544643977e-06,0.0,1.6827085249003304e-08,0.0
1856,1.913062646963226e-06,0.0,1.682909456235393e-08,0.0
1857,1.835377312480497e-06,4.8134226763149204e-11,1.7098331385666044e-08,0.0
1858,1.9371079166116293e-06,4.8134226763149204e-11,1.689878560893833e-08,0.0
1859,2.004670575063626e-06,4.8134226763149204e-11,1.7069780890364783e-08,0.0
1860,2.070974070582971e-06,4.8134226763149204e-11,1.669781151442911e-08,0.0
1861,2.115376478936274e-06,4.8134226763149204e-11,1.6051371914167182e-08,0.0
1862,2.1531408427628255e-06,1.0385249802981531e-10,1.581573716435969e-08,0.0
1863,2.1743182320018865e-06,1.5159037913825557e-10,1.5017985965926073e-08,0.0
1864,2.2500523755297763e-06,1.0345615237510636e-10,1.6333867464928583e-08,0.0
1865,2.181506033593905e-06,1.0345615237510636e-10,1.6834562188705604e-08,0.0
1866,2.1939201815257547e-06,1.0345615237510636e-10,1.6720366170984236e-08,0.0
1867,2.153735684779739e-06,1.0345615237510636e-10,1.6242901246243946e-08,0.0
1868,2.1266843889731845e-06,1.0345615237510636e-10,1.6151735187414877e-08,0.0
1869,2.0808950986455395e-06,4.7737881108440257e-11,1.5252792045267986e-08,0.0
1870,2.0689703563091044e-06,0.0,1.4333171221332058e-08,0.0
1871,2.0491399936872767e-06,4.057606235135276e-11,1.269507394446074e-08,8.115212470270551e-11
1872,2.144121806070741e-06,4.057606235135276e-11,1.243960401353661e-08,8.115212470270551e-11
1873,2.210313011476371e-06,4.057606235135276e-11,1.227177077416692e-08,8.115212470270551e-11
1874,2.2264358189464214e-06,4.057606235135276e-11,1.1681866141088904e-08,8.115212470270551e-11
1875,2.295183548994828e-06,4.057606235135276e-11,1.2333873351216035e-08,8.115212470270551e-11
1876,2.3504321364141234e-06,7.890804676335961e-11,1.2443314696091484e-08,8.115212470270551e-11
1877,2.3414545791768304e-06,7.890804676335961e-11,1.25582458717791e-08,8.115212470270551e-11
1878,2.3442978545062942e-06,3.833198441200685e-11,1.1985147731406544e-08,0.0
1879,2.273479789697116e-06,7.324579831546885e-11,1.1188421617751893e-08,0.0
1880,2.24682051858898e-06,2.7056589508538716e-10,1.0921326953905464e-08,0.0
1881,2.337385272507423e-06,2.7056589508538716e-10,1.0872507212005594e-08,0.0
1882,2.2672724558755623e-06,2.7056589508538716e-10,9.823632193420702e-09,0.0
1883,2.213262632722035e-06,2.322339106733803e-10,1.0320287735510192e-08,0.0
1884,2.2345513051342484e-06,3.237666285864955e-10,9.80202205117361e-09,0.0
1885,2.2413718982404262e-06,4.10836464055058e-10,9.809033712266618e-09,0.0
1886,2.258552967759897e-06,4.586884998809231e-10,1.0696723380070644e-08,0.0
1887,2.263604301333544e-06,2.6136840311100483e-10,1.0378819708429482e-08,0.0
1888,2.2380055010476748e-06,2.6136840311100483e-10,1.1330429039446699e-08,0.0
1889,2.3081892582662737e-06,2.6136840311100483e-10,1.1837405341655734e-08,0.0
1890,2.358810239197088e-06,2.6136840311100483e-10,1.2476554139035606e-08,0.0
1891,2.37717514599873e-06,1.9544073700686734e-10,1.280223267079756e-08,0.0
1892,2.366131021907287e-06,1.757856499251531e-10,1.3537363991693902e-08,0.0
1893,2.39611992063666e-06,1.160814737983478e-10,1.3295043796038693e-08,0.0
1894,2.464872003266854e-06,1.160814737983478e-10,1.3581312709374873e-08,0.0
1895,2.520432417441043e-06,1.3725268144249014e-10,1.323014586773752e-08,0.0
1896,2.5168359830526503e-06,1.76013533113663e-10,1.3701627388229554e-08,1.9380425835586427e-11
1897,2.5605283034175434e-06,1.9459028832713443e-10,1.4228923943855015e-08,3.795718104905786e-11
1898,2.552573278080672e-06,2.0506157288086817e-10,1.4349227837686028e-08,3.795718104905786e-11
1899,2.5670936858140133e-06,1.558607310674682e-10,1.508796693932319e-08,3.795718104905786e-11
1900,2.6010126410775617e-06,1.327990574649464e-10,1.6168577334139756e-08,3.795718104905786e-11
1901,2.5771360664553607e-06,1.8420911621471906e-10,1.7400567970631594e-08,3.795718104905786e-11
1902,2.5631939999064864e-06,2.4912935999868834e-10,1.8963941528227224e-08,3.795718104905786e-11
1903,2.5792061088785497e-06,2.4224679801803413e-10,1.8749500491870615e-08,1.857675521347143e-11
1904,2.5954159030204338e-06,2.236700428045627e-10,1.7160972452602763e-08,0.0
1905,2.643957421761505e-06,2.180874310507365e-10,1.7705383191314794e-08,0.0
1906,2.6739750995017985e-06,2.153885105985306e-10,1.625226581885337e-08,1.5514986121242405e-11
1907,2.6770886571674576e-06,2.153885105985306e-10,1.4582290803437964e-08,1.5514986121242405e-11
1908,2.6886676940713575e-06,1.7770290596162497e-10,1.3782544375625808e-08,1.5514986121242405e-11
1909,2.720821320118765e-06,1.1917347267750448e-10,1.2051168697878114e-08,1.5514986121242405e-11
1910,2.752090852352142e-06,1.0106907275383596e-10,1.1682529864133682e-08,1.5514986121242405e-11
1911,2.796707706563341e-06,1.2902493656818947e-10,1.2377434696223385e-08,1.5514986121242405e-11
1912,2.806997469763571e-06,1.1294531976346889e-10,1.2159117395477942e-08,1.5514986121242405e-11
1913,2.8172026174745824e-06,9.743033364222648e-11,1.2188909437327311e-08,0.0
1914,2.7978740035905503e-06,1.4127980134987743e-10,1.2726620646219544e-08,0.0
1915,2.737696507080857e-06,1.4349406980101216e-10,1.2243671854150762e-08,0.0
1916,2.6715938149988816e-06,1.460357767253078e-10,1.1812964194137164e-08,0.0
1917,2.667087073859875e-06,1.462276212814219e-10,1.1707224523149762e-08,0.0
1918,2.6447648906469112e-06,2.4769391299932815e-10,1.1182808330139388e-08,0.0
1919,2.6971649406602538e-06,2.616912985911998e-10,1.0686098355401036e-08,1.420574669801817e-11
1920,2.8199137237347064e-06,3.0809460835731374e-10,1.102314176445621e-08,3.740740158107516e-11
1921,3.1345218433541177e-06,2.923567489289601e-10,1.0824311098238987e-08,3.740740158107516e-11
1922,3.4477197264745233e-06,2.7641802636495834e-10,1.0590637573264822e-08,3.740740158107516e-11
1923,3.7243534539551807e-06,2.9542119048661265e-10,1.0578506705525927e-08,3.740740158107516e-11
1924,3.945165937173962e-06,2.814554561636484e-10,1.1132219717475372e-08,6.182893185530907e-11
1925,4.153020492075095e-06,1.980436509230188e-10,1.0933557551392629e-08,8.483410700112413e-11
1926,4.430438139024773e-06,1.6963215752698246e-10,1.0622002325330219e-08,7.062836030310597e-11
1927,4.705167157226242e-06,1.687056050414526e-10,1.0449436490692473e-08,4.742670542004898e-11
1928,4.744368587645502e-06,2.09022458072131e-10,1.076997475329173e-08,7.023619186252716e-11
1929,4.769894530909369e-06,2.5959405260321336e-10,1.0756514916871701e-08,9.552198912806834e-11
1930,4.731567839501492e-06,3.1939673525041966e-10,1.132852465803223e-08,9.552198912806834e-11
1931,4.741900868663963e-06,4.5056178232805166e-10,1.1284377495915772e-08,9.733346866586906e-11
1932,4.839868519671395e-06,4.991244164008281e-10,1.2178285047070858e-08,7.432829352005399e-11
1933,4.9638394037694e-06,5.454587337361261e-10,1.3371775813603953e-08,7.432829352005399e-11
1934,4.993499650091897e-06,5.673855988216506e-10,1.3217492243557314e-08,7.432829352005399e-11
1935,5.116845321546342e-06,5.878464699143088e-10,1.3365823876248278e-08,5.1518807077575805e-11
1936,5.20390969021329e-06,5.372748753832265e-10,1.4060955828248162e-08,2.6233009812034627e-11
1937,5.320758841012971e-06,4.732501374909199e-10,1.4817598449821747e-08,4.8675426784455005e-11
1938,5.400895653500422e-06,3.8558959200177666e-10,1.4373431841566538e-08,2.2442416972420378e-11
1939,5.211054453216743e-06,2.9101660763737007e-10,1.3257560890370509e-08,2.2442416972420378e-11
1940,4.890070158580784e-06,2.446822903020721e-10,1.2178921490349888e-08,2.2442416972420378e-11
1941,4.702299780287181e-06,2.60014375110172e-10,1.1633713167416967e-08,2.2442416972420378e-11
1942,4.492594533595755e-06,2.209411344354452e-10,1.0449560581905968e-08,2.2442416972420378e-11
1943,4.512269827370931e-06,2.6384778489025555e-10,9.984206604331445e-09,2.2442416972420378e-11
1944,4.6450099944195244e-06,2.569055960030145e-10,8.332923430641261e-09,1.8971322528799864e-11
1945,4.79630970013594e-06,2.509399354977404e-10,8.010636344733614e-09,1.8971322528799864e-11
1946,5.080187065686914e-06,3.171323521249698e-10,7.717235485569875e-09,3.551942668560721e-11
1947,5.345756172963385e-06,3.6680327822732496e-10,7.985843732326105e-09,3.551942668560721e-11
1948,5.507722627433915e-06,3.866675709777009e-10,8.72397227474104e-09,3.551942668560721e-11
1949,5.770093594037462e-06,3.878699663038633e-10,9.997371819281398e-09,3.551942668560721e-11
