ngram,tourist,tourst,turist,tuorist
1950,5.9065526199576975e-06,3.6188329119049966e-10,9.484850872963437e-09,5.2439402027053865e-11
1951,6.017729966905401e-06,3.901370397376068e-10,1.219605775101432e-08,3.3468079498254004e-11
1952,6.1810897022951394e-06,5.251216386329257e-10,1.1831978508070051e-08,3.3468079498254004e-11
1953,6.402092757135895e-06,6.942677643102207e-10,1.1339430093317202e-08,1.6919975341446657e-11
1954,6.558617444950089e-06,7.316925735935596e-10,1.0631122839198172e-08,3.1435931239062345e-11
1955,6.814478378406161e-06,7.740350919739823e-10,9.853966531636615e-09,3.1435931239062345e-11
1956,6.997116867881102e-06,8.172926442760544e-10,8.51150952893168e-09,9.877596161635336e-11
1957,7.243974388464787e-06,9.150662013838026e-10,8.294989457218499e-09,1.200871624362776e-10
1958,7.332150939224188e-06,1.0154951244979925e-09,5.761055886312403e-09,1.200871624362776e-10
1959,7.335680103486604e-06,9.672050144920214e-10,6.139496339890067e-09,1.5396898042244596e-10
1960,7.338948177805703e-06,8.165693597485455e-10,6.506030444545072e-09,1.6455684136757702e-10
1961,7.440024871487237e-06,8.420293113558281e-10,7.182132476048407e-09,1.5004088546996134e-10
1962,7.506408499986199e-06,7.991043541163581e-10,7.171041601797665e-09,1.6024264157651506e-10
1963,7.515599528622781e-06,7.939630223116215e-10,6.922339780755595e-09,1.0280646770396577e-10
1964,7.459365990923418e-06,7.332293502518691e-10,6.7992261979351756e-09,6.457529154259487e-11
1965,7.5478620991426785e-06,7.340905819727287e-10,6.7501678532469864e-09,6.457529154259487e-11
1966,7.572462306727955e-06,7.945117500415425e-10,6.668359832571826e-09,3.0693473556426505e-11
1967,7.559056289859914e-06,7.717216151828918e-10,6.6440148620878455e-09,2.0105612611295445e-11
1968,7.540711976616876e-06,7.831575070988655e-10,5.895771680388049e-09,2.0105612611295445e-11
1969,7.457481647829159e-06,7.529550316576206e-10,5.9238612745308015e-09,9.90385650474173e-12
1970,7.3640478928739735e-06,7.602849223203074e-10,5.936689425770478e-09,0.0
1971,7.41987709521449e-06,8.137358723355906e-10,6.0229328825909894e-09,8.950900536636957e-12
1972,7.305398867174517e-06,7.940718876093505e-10,5.6955404836855905e-09,8.950900536636957e-12
1973,7.267098421185178e-06,6.837042598739629e-10,5.625843283293566e-09,6.672957920355366e-11
1974,7.237113355326333e-06,7.195615452688336e-10,5.49164288646661e-09,6.672957920355366e-11
1975,7.17274230867458e-06,6.361174682239274e-10,5.543918467156215e-09,7.483907937810841e-11
1976,7.1707352487594885e-06,6.607395583050188e-10,5.407809945877164e-09,9.091194166524882e-11
1977,7.193563825629619e-06,6.846711213854511e-10,5.287123183705944e-09,9.091194166524882e-11
1978,7.065134208720078e-06,7.241390265200209e-10,5.226468591246203e-09,8.196104112861186e-11
1979,7.056990138413052e-06,6.575934717391516e-10,5.170650384046991e-09,8.196104112861186e-11
1980,7.083007273779783e-06,6.616748736222786e-10,4.919741439631967e-09,2.4182362461695154e-11
1981,7.227922196761938e-06,6.402028193289563e-10,4.666625752491882e-09,2.4182362461695154e-11
1982,7.333012490562396e-06,6.811817617905344e-10,4.288334512888728e-09,1.607286228714041e-11
1983,7.365351393673336e-06,6.587696420114395e-10,4.056586114639263e-09,0.0
1984,7.452749481931928e-06,6.412817895754383e-10,3.981228172530596e-09,1.470118669656882e-11
1985,7.530385898592483e-06,5.522756736058604e-10,3.906987114784702e-09,1.470118669656882e-11
1986,7.816474668028864e-06,5.815355459087052e-10,3.757438138407565e-09,2.160974177378705e-11
1987,7.924579806837886e-06,5.366046099527669e-10,3.6240064600028585e-09,2.160974177378705e-11
1988,8.000945789327879e-06,5.088264968097381e-10,3.7110063910716917e-09,2.8541151584983636e-11
1989,8.152192029748611e-06,5.60340290040833e-10,3.756470436298644e-09,2.8541151584983636e-11
1990,8.34980424510182e-06,5.662047814729882e-10,3.688022268529981e-09,2.8541151584983636e-11
1991,8.685502897216274e-06,5.289891580328998e-10,3.6445867276516506e-09,1.3839964888414817e-11
1992,8.910908815908312e-06,5.347400221035668e-10,3.4779300074814857e-09,1.3839964888414817e-11
1993,9.059471267391928e-06,4.564099376214159e-10,3.416657686930843e-09,6.931409811196585e-12
1994,9.351430760164345e-06,5.010101619288118e-10,3.277982552063463e-09,1.3434539691032604e-11
1995,9.511529892084322e-06,5.09974475347365e-10,3.2072589029041865e-09,1.2890261279009861e-11
1996,9.706497101953054e-06,4.3995462828405607e-10,3.1838107388588402e-09,1.2890261279009861e-11
1997,9.920139226388918e-06,4.175903273966648e-10,3.1531703914566833e-09,1.2890261279009861e-11
1998,9.915454159324457e-06,3.9234215479641167e-10,3.1248352794222e-09,1.8668048753659303e-11
1999,1.0050090427934524e-05,3.6125815632599105e-10,3.0327096706932774e-09,1.8668048753659303e-11
2000,1.0099197814789867e-05,3.602059345242381e-10,3.9760801000860675e-09,1.8668048753659303e-11
2001,1.0155503722281927e-05,3.4808786607078343e-10,4.9760458927953064e-09,1.2164918873823284e-11
2002,1.0285173370253428e-05,3.174464520615063e-10,5.920972093572832e-09,5.777787474649441e-12
2003,1.0412869024938637e-05,3.3179812270705307e-10,6.318879292826247e-09,5.777787474649441e-12
2004,1.0518946250418334e-05,2.9950560682350565e-10,7.67684588914059e-09,1.5870879511397414e-11
2005,1.048192046125353e-05,2.78935467977272e-10,7.606105745239233e-09,1.5061685529734905e-11
2006,1.044957843987504e-05,3.1844801002505514e-10,7.632781169013875e-09,1.5061685529734905e-11
2007,1.0516956535866484e-05,3.0339491831542023e-10,6.66037291985333e-09,1.5061685529734905e-11
2008,1.0440407874869249e-05,2.3747542622830156e-10,5.74278034650076e-09,1.5061685529734905e-11
2009,1.0275393833580893e-05,2.1478133532616883e-10,5.006843574660382e-09,1.9210364697795436e-11
2010,9.992374413871272e-06,1.6606654717040862e-10,4.551056515771685e-09,1.9210364697795436e-11
2011,9.642819609975309e-06,1.5940340491024267e-10,3.0972151827362335e-09,9.117272661047465e-12
2012,9.505543208173809e-06,1.5020874598711424e-10,3.378031790798478e-09,4.14867916806053e-12
2013,9.537846121280122e-06,8.350776146970329e-11,3.3569306699478473e-09,4.14867916806053e-12
2014,9.174601603133072e-06,6.740627822775038e-11,3.1144333619995533e-09,4.14867916806053e-12
2015,8.858007406940618e-06,1.0542097675964829e-10,3.447824993761474e-09,4.14867916806053e-12
2016,8.726486937251008e-06,1.0127229759158775e-10,3.1347952646397304e-09,0.0
2017,8.721539416001178e-06,8.471752870979159e-11,3.2321782472699567e-09,0.0
2018,8.751486166147516e-06,7.566361079347494e-11,3.3846628388900514e-09,0.0
2019,8.723773362362408e-06,7.589001215640989e-11,3.1655269239205808e-09,0.0
