ngram,pipe,pip
1853,2.309463707206305e-05,1.5383641636747468e-07
1854,2.410977685940452e-05,1.5334032151973327e-07
1855,2.435525597580376e-05,1.5255342792183262e-07
1856,2.468784467574941e-05,1.5221556079073446e-07
1857,2.5340482222548288e-05,1.528882843818532e-07
1858,2.5603622686633442e-05,1.527111318669735e-07
1859,2.55289989062086e-05,1.5746755163295996e-07
1860,2.5495716337380664e-05,1.5552271699042259e-07
1861,2.53082876692393e-05,1.5152578011371327e-07
1862,2.5569778569791068e-05,1.5348847983074977e-07
1863,2.5818309690553827e-05,1.5712939825464544e-07
1864,2.6588994712385882e-05,1.5940267011111636e-07
1865,2.7081099428219852e-05,1.624612053774399e-07
1866,2.7789483803124832e-05,1.6389120917535494e-07
1867,2.8157431058519122e-05,1.717598467264127e-07
1868,2.864561637189971e-05,1.796903461581678e-07
1869,3.008557281905918e-05,1.8336405714437986e-07
1870,3.10585622043748e-05,1.7991040936392112e-07
1871,3.147648437464211e-05,1.792136897295547e-07
1872,3.237168052042502e-05,1.837010959856603e-07
1873,3.420322640782355e-05,1.8908217620199658e-07
1874,3.520898306825464e-05,1.9361160192537292e-07
1875,3.6070198153278655e-05,1.9479024006484126e-07
1876,3.6199587546954195e-05,1.9508307096722482e-07
1877,3.639639856243905e-05,1.9935564361211228e-07
1878,3.6610504009461564e-05,2.0057280534859145e-07
1879,3.736425579908038e-05,2.0699577670971587e-07
1880,3.7020843592472374e-05,2.025324781535736e-07
1881,3.80837004091258e-05,1.9030196085623174e-07
1882,3.904897779908164e-05,1.8848361297127019e-07
1883,3.953509388208788e-05,1.8511614184392654e-07
1884,4.05449910821127e-05,1.826464556740705e-07
1885,4.1688969109340436e-05,1.8799710436009524e-07
1886,4.2552271874488466e-05,1.7867182780914197e-07
1887,4.393280115826721e-05,1.7676624557745007e-07
1888,4.412853065462384e-05,1.8294956102441313e-07
1889,4.453039634557042e-05,1.8625129679808845e-07
1890,4.6525365697951724e-05,1.9102336068499426e-07
1891,4.779369815618598e-05,1.9294859246851308e-07
1892,4.933403553358013e-05,1.924979622052498e-07
1893,5.060537504115408e-05,1.8871548539729182e-07
1894,5.2051844249945134e-05,1.8922797551113035e-07
1895,5.4126587201608345e-05,1.8390368593048022e-07
1896,5.5943516989438126e-05,1.7963986920221942e-07
1897,5.588267231360078e-05,1.7525807598823511e-07
1898,5.612479019743789e-05,1.7535848379728642e-07
1899,5.668154699378647e-05,1.7148167939597313e-07
1900,5.7259366648005585e-05,1.762064008354563e-07
1901,5.762495077630904e-05,1.802941349231852e-07
1902,5.915485443048445e-05,1.8322979704927483e-07
1903,5.9509177455246185e-05,1.862071294616336e-07
1904,6.130687324912287e-05,1.832395802076852e-07
1905,6.398036462737114e-05,1.7993456781693696e-07
1906,6.5774598104846e-05,1.768596657062257e-07
1907,6.7262578730671e-05,1.7281307001277518e-07
1908,6.860868493926578e-05,1.670407040624663e-07
1909,6.892439185841275e-05,1.6687739088995711e-07
1910,7.04853841203398e-05,1.6401188166323015e-07
1911,7.18111841706559e-05,1.7175610318125629e-07
1912,7.264696614583954e-05,1.706812895463372e-07
1913,7.36020686287832e-05,1.7461989898492902e-07
1914,7.339882306821113e-05,1.7491642876978274e-07
1915,7.287598730597113e-05,1.7594413342132092e-07
1916,7.124881865040931e-05,1.7853361709642611e-07
1917,6.972903845183152e-05,1.8315548442972484e-07
1918,6.795402285726076e-05,1.838158933001718e-07
1919,6.621923395349378e-05,1.9430413138772045e-07
1920,6.384551930490748e-05,2.013658542767059e-07
1921,6.249125103100337e-05,2.1246684614847515e-07
1922,6.110443895782478e-05,2.1525183667238578e-07
1923,6.0168534608757387e-05,2.1048190238356517e-07
1924,5.934886887968917e-05,2.1142661970381077e-07
1925,5.8417269298973095e-05,2.1418037882930158e-07
1926,5.750651897480046e-05,2.091532240098916e-07
1927,5.7150811439247006e-05,2.0069564397674965e-07
1928,5.6519850269458925e-05,1.9555430899994723e-07
1929,5.6149045641567295e-05,1.952037373647337e-07
1930,5.644647899316624e-05,1.9745590407183045e-07
1931,5.630450531108571e-05,1.9358978014289668e-07
1932,5.528004995929743e-05,1.9048740438977673e-07
1933,5.4413862796666634e-05,1.9043561800507242e-07
1934,5.3218071635845785e-05,1.9173923452139467e-07
1935,5.3065613298843217e-05,1.8954842216446976e-07
1936,5.25760702398007e-05,1.888235386461799e-07
1937,5.263738837259423e-05,1.9299901664128682e-07
1938,5.237686023714819e-05,1.991142093109894e-07
1939,5.341335470023166e-05,2.032974464327708e-07
1940,5.3338942962000147e-05,2.0419425084128306e-07
1941,5.397954113764821e-05,2.206841896525345e-07
1942,5.398241202263827e-05,2.3757787914746586e-07
1943,5.370584923574435e-05,2.658962025796947e-07
1944,5.282890456978099e-05,2.885939218393625e-07
1945,5.3096342266404205e-05,3.184091578337497e-07
1946,5.260638551720019e-05,3.398528686407839e-07
1947,5.267662085576116e-05,3.671113769801845e-07
1948,5.17683984071482e-05,3.6851344832809575e-07
1949,5.0963704000293675e-05,3.7609384711296503e-07
1950,5.038127242836968e-05,3.768768936294821e-07
1951,4.974003448816282e-05,3.692776959139467e-07
1952,4.8176666106363495e-05,3.5556906498511255e-07
1953,4.6800653633129385e-05,3.5906397702742e-07
1954,4.544193247316538e-05,3.529324073627192e-07
1955,4.4320426760740315e-05,3.599981742549322e-07
1956,4.309175502774971e-05,3.5472593903510384e-07
1957,4.215133698640524e-05,3.398111963243926e-07
1958,4.0756779656346354e-05,3.321900732901538e-07
1959,3.9502654544776306e-05,3.3358055670110585e-07
1960,3.816200894237097e-05,3.1886351134094835e-07
1961,3.6755778897453896e-05,3.043505216737685e-07
1962,3.5268764934569064e-05,2.8383556533689056e-07
1963,3.385421379269766e-05,2.692930962666651e-07
1964,3.23463560302376e-05,2.5496315052870546e-07
1965,3.088951442415626e-05,2.488994437856361e-07
1966,2.957500224251167e-05,2.2526337366863508e-07
1967,2.9049581176617983e-05,2.0991725031243342e-07
1968,2.8126161331394023e-05,2.0283580681734747e-07
1969,2.7439754506173942e-05,1.9546845513624638e-07
1970,2.6822958066726903e-05,1.89643722186312e-07
1971,2.6489125178029228e-05,1.8595466956737384e-07
1972,2.6756348753614085e-05,1.7895161923726327e-07
1973,2.693845635803882e-05,1.8060462788785765e-07
1974,2.6632987230966266e-05,1.8123819448386973e-07
1975,2.6625684508222287e-05,1.8047052411215452e-07
1976,2.6926769351121038e-05,1.8206647212082316e-07
1977,2.7215340066634652e-05,1.8087228933641848e-07
1978,2.736808502439609e-05,1.8632502068222883e-07
1979,2.7125946871819906e-05,1.87341041981069e-07
1980,2.774670766874416e-05,1.863979081560631e-07
1981,2.7321225778515717e-05,1.8604132329918294e-07
1982,2.6956122642981688e-05,1.8339650864618307e-07
1983,2.630721324489319e-05,1.8247908022723485e-07
1984,2.5701988956175876e-05,1.8018651612042698e-07
1985,2.4857415285493645e-05,1.7222385549432927e-07
1986,2.3991624142841568e-05,1.684745772731081e-07
1987,2.231559509319985e-05,1.6440290754157365e-07
1988,2.1676050372272065e-05,1.6160027728671723e-07
1989,2.1011139064544943e-05,1.684925418235902e-07
1990,2.0269214344027985e-05,1.6662629117750578e-07
1991,1.9567064685231473e-05,1.6370697559458286e-07
1992,1.913550633097267e-05,1.6426026304218665e-07
1993,1.889129245163141e-05,1.63657383771871e-07
1994,1.847671124518716e-05,1.625413241462021e-07
1995,1.7981737983063795e-05,1.590045895584678e-07
1996,1.7545621761070963e-05,1.4980393205275634e-07
1997,1.7330458961493734e-05,1.5163418254360295e-07
1998,1.718887610227934e-05,1.5567260699559222e-07
1999,1.6923246740978876e-05,1.5491347734756085e-07
2000,1.6786898153700997e-05,1.5496020263786443e-07
2001,1.6782359515283523e-05,1.555728467954915e-07
2002,1.645502132825121e-05,1.5805186746677335e-07
2003,1.6260683748571735e-05,1.5981685968264564e-07
2004,1.6219399705213228e-05,1.6170273551909175e-07
2005,1.6067769008389276e-05,1.6641160373507903e-07
2006,1.6022576476513806e-05,1.7497233021198815e-07
2007,1.5731362769396844e-05,1.84251123057168e-07
2008,1.57076556206448e-05,1.9501424170747278e-07
2009,1.568899136015846e-05,2.032798493343892e-07
2010,1.5599879848845637e-05,2.1032674218141828e-07
2011,1.526960204500938e-05,2.1882464246963146e-07
2012,1.5049098692543339e-05,2.338115093282665e-07
2013,1.4834035027888604e-05,2.4437603940441477e-07
2014,1.4848780015849375e-05,2.595417214479312e-07
2015,1.4728567423714725e-05,2.7834969427788435e-07
2016,1.4705268248300335e-05,2.9816282522330896e-07
2017,1.4719599827609878e-05,3.1142368328573866e-07
2018,1.483925061620539e-05,3.262241250467923e-07
2019,1.4978153785705217e-05,3.310784393306676e-07
