ngram,web,wb,webb,webb
1836,4.340305525017486e-06,5.1429570443620576e-08,2.058913103500767e-08,2.058913103500767e-08
1837,4.261524054527399e-06,4.98457407413103e-08,2.3025644502183695e-08,2.3025644502183695e-08
1838,4.29160140161652e-06,4.9986985979038375e-08,2.497751986193667e-08,2.497751986193667e-08
1839,4.149496362515492e-06,4.8671276532884026e-08,2.653313238961833e-08,2.653313238961833e-08
1840,4.071805830920182e-06,4.780353535238646e-08,2.4848188395765192e-08,2.4848188395765192e-08
1841,4.075519037931892e-06,5.1204766395228166e-08,2.5951405722781018e-08,2.5951405722781018e-08
1842,4.186810786320296e-06,5.2751323563273086e-08,2.3416537407529503e-08,2.3416537407529503e-08
1843,4.128307019917494e-06,5.415551892643375e-08,2.5418391708902684e-08,2.5418391708902684e-08
1844,4.1844077064264895e-06,5.482318649845703e-08,2.4671625504473534e-08,2.4671625504473534e-08
1845,4.14040290966763e-06,5.588582498359886e-08,2.600343990926441e-08,2.600343990926441e-08
1846,4.106102291448874e-06,5.8730545759999586e-08,2.4962335183025582e-08,2.4962335183025582e-08
1847,4.123630917872236e-06,8.004874528312809e-08,2.4653212297006836e-08,2.4653212297006836e-08
1848,4.233761371454291e-06,9.4861332249658e-08,2.324775343660284e-08,2.324775343660284e-08
1849,4.2514154431825905e-06,1.0014981453667002e-07,2.2181192501794352e-08,2.2181192501794352e-08
1850,4.319759747366854e-06,1.040827741454515e-07,2.0181726385309114e-08,2.0181726385309114e-08
1851,4.28157168893709e-06,1.0802133435358233e-07,1.8790058398110432e-08,1.8790058398110432e-08
1852,4.395272104115325e-06,1.128270272131106e-07,1.6622188958592687e-08,1.6622188958592687e-08
1853,4.551294620926326e-06,1.1508920242217105e-07,1.7589808340038156e-08,1.7589808340038156e-08
1854,4.706555825708035e-06,9.858369358945701e-08,1.7529008974496004e-08,1.7529008974496004e-08
1855,4.8077235338236534e-06,8.431708563096305e-08,1.823565590594204e-08,1.823565590594204e-08
1856,4.797414606270779e-06,8.533122196143137e-08,1.822716377830602e-08,1.822716377830602e-08
1857,4.847574993099053e-06,8.747080418710798e-08,1.931136101822923e-08,1.931136101822923e-08
1858,4.92221832765998e-06,8.91219095982316e-08,2.193957409397334e-08,2.193957409397334e-08
1859,5.017723586726268e-06,9.904868189128787e-08,2.087763346330413e-08,2.087763346330413e-08
1860,5.0387566261633765e-06,9.949054811743605e-08,2.1413224844073804e-08,2.1413224844073804e-08
1861,4.96083306903269e-06,9.973732265474869e-08,2.0657911571829246e-08,2.0657911571829246e-08
1862,4.8754108580137e-06,1.0360263656496369e-07,1.909790433732691e-08,1.909790433732691e-08
1863,4.979074414482706e-06,1.0233554905068689e-07,2.011351669344614e-08,2.011351669344614e-08
1864,5.024988110692773e-06,1.0184478936382999e-07,2.0945977650756375e-08,2.0945977650756375e-08
1865,5.034907904441102e-06,1.0396416273904054e-07,1.9713381403464936e-08,1.9713381403464936e-08
1866,5.11384567809208e-06,9.404950113938477e-08,2.0832065215716155e-08,2.0832065215716155e-08
1867,5.2046895819200604e-06,9.487021454138553e-08,1.927198032904341e-08,1.927198032904341e-08
1868,5.196665370021947e-06,9.766143754014983e-08,1.7242581901959804e-08,1.7242581901959804e-08
1869,5.255915636683182e-06,1.0071272527056863e-07,1.9278955003849367e-08,1.9278955003849367e-08
1870,5.282321386143199e-06,1.0385312115041806e-07,1.9132545135493373e-08,1.9132545135493373e-08
1871,5.495369870394435e-06,1.0279367249462926e-07,1.800889843599813e-08,1.800889843599813e-08
1872,5.669250770422098e-06,9.89315661773357e-08,1.7846810188412325e-08,1.7846810188412325e-08
1873,5.56334582922448e-06,9.821003642075863e-08,1.7706632794909993e-08,1.7706632794909993e-08
1874,5.4535787837396906e-06,9.680198331807333e-08,1.7493304899878533e-08,1.7493304899878533e-08
1875,5.540158781514037e-06,9.402260709683625e-08,1.8567404122141592e-08,1.8567404122141592e-08
1876,5.571854412015195e-06,8.795609980032687e-08,1.7354210513076396e-08,1.7354210513076396e-08
1877,5.502840589802613e-06,8.602819333093845e-08,1.6879226905075484e-08,1.6879226905075484e-08
1878,5.2995297405037234e-06,8.420295216637896e-08,1.591520007845507e-08,1.591520007845507e-08
1879,5.255983199146742e-06,8.277826221306636e-08,1.5883950662701603e-08,1.5883950662701603e-08
1880,5.367884308985335e-06,9.319299160941747e-08,1.492992599391333e-08,1.492992599391333e-08
1881,5.4883162842348355e-06,9.268003761267859e-08,1.557100975142183e-08,1.557100975142183e-08
1882,5.584508991367849e-06,9.321885739512124e-08,2.1715473356006702e-08,2.1715473356006702e-08
1883,5.497625287327017e-06,9.445737500105419e-08,2.1810180962843007e-08,2.1810180962843007e-08
1884,5.554780857762255e-06,9.146951336041248e-08,2.3966270365097638e-08,2.3966270365097638e-08
1885,5.635041686348684e-06,8.992218880621294e-08,3.3188134780053654e-08,3.3188134780053654e-08
1886,5.625708516682997e-06,9.147106843394276e-08,3.287410432761817e-08,3.287410432761817e-08
1887,5.737757549338442e-06,8.043827952925702e-08,3.431449803668686e-08,3.431449803668686e-08
1888,5.7540492629673934e-06,8.080684007641789e-08,3.4291389410563104e-08,3.4291389410563104e-08
1889,5.75600383204541e-06,7.716122090479465e-08,2.8236563309746998e-08,2.8236563309746998e-08
1890,5.952579483294228e-06,7.669462576131991e-08,2.9639397856686045e-08,2.9639397856686045e-08
1891,5.983173650747631e-06,7.532240532879899e-08,2.8099950937538713e-08,2.8099950937538713e-08
1892,5.959108680794348e-06,7.646268938645204e-08,2.0660925795620448e-08,2.0660925795620448e-08
1893,5.9470163640591115e-06,7.125535412504697e-08,2.054792184022095e-08,2.054792184022095e-08
1894,5.815764909909506e-06,6.707715728891475e-08,1.882761032793009e-08,1.882761032793009e-08
1895,5.788847244860205e-06,6.295775228133088e-08,1.8654686557389207e-08,1.8654686557389207e-08
1896,5.8157497083552045e-06,6.190391183784933e-08,1.8713233121811105e-08,1.8713233121811105e-08
1897,5.815317698371862e-06,5.690533352468005e-08,1.7377331319932765e-08,1.7377331319932765e-08
1898,5.827424826877957e-06,5.3848389874084594e-08,1.8031059058541488e-08,1.8031059058541488e-08
1899,5.952472032991604e-06,5.1109735364564454e-08,1.6746405659010373e-08,1.6746405659010373e-08
1900,6.0952130687447995e-06,5.148246527499266e-08,1.7660593241787736e-08,1.7660593241787736e-08
1901,6.256519165097936e-06,5.0751611167600327e-08,1.8333063067643707e-08,1.8333063067643707e-08
1902,6.445583884279975e-06,4.953544723613439e-08,1.8936699319738182e-08,1.8936699319738182e-08
1903,6.482103799498873e-06,4.993506256109218e-08,1.9716100752020793e-08,1.9716100752020793e-08
1904,6.638966364594775e-06,5.2306632422219734e-08,2.1033166319739394e-08,2.1033166319739394e-08
1905,6.8155161118608835e-06,5.3466816751779334e-08,1.967498468908551e-08,1.967498468908551e-08
1906,6.872357451876658e-06,5.159732653835038e-08,2.0895194653901073e-08,2.0895194653901073e-08
1907,6.900275496134002e-06,5.0490920143277303e-08,2.1009120538500222e-08,2.1009120538500222e-08
1908,6.919937277416466e-06,4.9019945436157286e-08,2.1056802523844453e-08,2.1056802523844453e-08
1909,6.83100019419466e-06,4.878876122152828e-08,2.201596949191753e-08,2.201596949191753e-08
1910,6.784218125436123e-06,4.6529639823640016e-08,2.1917640527898844e-08,2.1917640527898844e-08
1911,6.665266612669386e-06,4.3453900287561605e-08,2.2680984709414328e-08,2.2680984709414328e-08
1912,6.601226752016893e-06,4.075842850527676e-08,2.415020818245596e-08,2.415020818245596e-08
1913,6.59557885488279e-06,4.04894251460064e-08,2.4359152916986204e-08,2.4359152916986204e-08
1914,6.401234389029144e-06,3.9247896868995924e-08,2.3942649006260452e-08,2.3942649006260452e-08
1915,6.205475918769869e-06,3.944071888132125e-08,2.464008349737209e-08,2.464008349737209e-08
1916,6.067464710213244e-06,3.840987718360468e-08,2.3936136120791422e-08,2.3936136120791422e-08
1917,5.912435686436116e-06,3.878469152190129e-08,2.4128128066942215e-08,2.4128128066942215e-08
1918,5.641344029884619e-06,3.922376937534214e-08,2.3157129039727157e-08,2.3157129039727157e-08
1919,5.358028439721758e-06,4.088519440464162e-08,2.2248943512944867e-08,2.2248943512944867e-08
1920,5.1245463380057894e-06,4.240546250652447e-08,2.20298002062691e-08,2.20298002062691e-08
1921,5.109409942503719e-06,4.4697622111503476e-08,2.508750794407076e-08,2.508750794407076e-08
1922,5.0330768317508046e-06,4.5384899647972684e-08,2.4833687614237273e-08,2.4833687614237273e-08
1923,5.011209265960913e-06,4.7553243628531816e-08,2.482354004890957e-08,2.482354004890957e-08
1924,5.101327133161249e-06,4.9237102014590816e-08,2.5735371928752622e-08,2.5735371928752622e-08
1925,5.182720087759662e-06,4.9161400791522935e-08,2.5921833822297102e-08,2.5921833822297102e-08
1926,5.367781601047941e-06,4.9487180575624734e-08,2.603871556467701e-08,2.603871556467701e-08
1927,5.398296707426198e-06,5.0782568499536344e-08,2.5130683565878697e-08,2.5130683565878697e-08
1928,5.407761818787549e-06,5.349431729330588e-08,2.3080448028979716e-08,2.3080448028979716e-08
1929,5.464584124378494e-06,5.4685635067893857e-08,2.2855453402874966e-08,2.2855453402874966e-08
1930,5.444154729567734e-06,5.8506897866144366e-08,2.288168587938344e-08,2.288168587938344e-08
1931,5.4013516351655455e-06,5.807072968520645e-08,2.2039880270036908e-08,2.2039880270036908e-08
1932,5.354702092777838e-06,5.8987434873155764e-08,2.1757298946616695e-08,2.1757298946616695e-08
1933,5.325053929742093e-06,6.003444700094665e-08,2.2369200079554374e-08,2.2369200079554374e-08
1934,5.294694152066118e-06,5.840952052186107e-08,2.3238971128388845e-08,2.3238971128388845e-08
1935,5.355976229891114e-06,5.971436932229932e-08,3.056493674031506e-08,3.056493674031506e-08
1936,5.304365913616493e-06,6.002123801148887e-08,3.215346541399608e-08,3.215346541399608e-08
1937,5.3349038872901085e-06,5.606384334555514e-08,3.2813601233020306e-08,3.2813601233020306e-08
1938,5.4066856266997225e-06,5.463456125604742e-08,4.3087429751104926e-08,4.3087429751104926e-08
1939,5.495138923704092e-06,5.4087586980650874e-08,4.469888789263418e-08,4.469888789263418e-08
1940,5.521660438846863e-06,5.574159749650269e-08,4.431684733471489e-08,4.431684733471489e-08
1941,5.561572964195095e-06,6.379250956050392e-08,5.1162984198478105e-08,5.1162984198478105e-08
1942,5.565093293366122e-06,6.15654585089942e-08,4.5999469630178935e-08,4.5999469630178935e-08
1943,5.584504249002618e-06,6.268553828395593e-08,4.506278474179583e-08,4.506278474179583e-08
1944,5.5119272214402116e-06,6.386660698711109e-08,4.405694552035909e-08,4.405694552035909e-08
1945,5.421073053314883e-06,6.579648521259124e-08,3.654730207358625e-08,3.654730207358625e-08
1946,5.430786846513261e-06,6.866393422098684e-08,3.648385872777128e-08,3.648385872777128e-08
1947,5.430962378990703e-06,7.143498592654396e-08,3.839776877409154e-08,3.839776877409154e-08
1948,5.377292187144381e-06,6.707172265204722e-08,3.397735451723552e-08,3.397735451723552e-08
1949,5.436569868574484e-06,6.813485394932936e-08,3.327803328139518e-08,3.327803328139518e-08
1950,5.534512443513709e-06,6.772644515048601e-08,3.284908319959154e-08,3.284908319959154e-08
1951,5.649482643223434e-06,6.710425738885664e-08,3.409787220830042e-08,3.409787220830042e-08
1952,5.649640765373728e-06,6.999622976471593e-08,3.294365593019068e-08,3.294365593019068e-08
1953,5.767071862854729e-06,7.168083726583063e-08,3.2165444656990464e-08,3.2165444656990464e-08
1954,5.80086063044811e-06,7.08613541178238e-08,3.356927307558115e-08,3.356927307558115e-08
1955,5.992081501712424e-06,7.17381506579581e-08,3.446464624801138e-08,3.446464624801138e-08
1956,6.0102196844776956e-06,7.22279348711449e-08,3.394762642423237e-08,3.394762642423237e-08
1957,5.980026604187774e-06,7.43421375253612e-08,3.791633115416257e-08,3.791633115416257e-08
1958,5.989326707224661e-06,7.661553626446351e-08,3.725699165053291e-08,3.725699165053291e-08
1959,6.0876159945369835e-06,7.743578679862497e-08,3.741885683845274e-08,3.741885683845274e-08
1960,5.939054712403699e-06,7.735516252945932e-08,4.2268783013404184e-08,4.2268783013404184e-08
1961,6.008450717282747e-06,7.817180655170627e-08,3.9994156557960584e-08,3.9994156557960584e-08
1962,5.999145092313743e-06,7.835235241567976e-08,3.9991223031522945e-08,3.9991223031522945e-08
1963,5.9960633994446e-06,8.37786393909872e-08,4.3376000442257075e-08,4.3376000442257075e-08
1964,6.005458024966563e-06,8.283536345743414e-08,4.3229535253073795e-08,4.3229535253073795e-08
1965,6.021866413772971e-06,8.256613373954938e-08,4.590668924363074e-08,4.590668924363074e-08
1966,5.915976674129654e-06,8.143738585074192e-08,5.079043776033489e-08,5.079043776033489e-08
1967,5.8702939246099306e-06,7.950529631476197e-08,4.7008601455900134e-08,4.7008601455900134e-08
1968,5.657264149963989e-06,7.953384389176271e-08,4.8225860130709664e-08,4.8225860130709664e-08
1969,5.5023022988669775e-06,8.028870520807427e-08,4.564451902159103e-08,4.564451902159103e-08
1970,5.343658813217189e-06,7.73306153080609e-08,4.4939263231315504e-08,4.4939263231315504e-08
1971,5.269650111066377e-06,8.04793935620702e-08,4.3061874320317525e-08,4.3061874320317525e-08
1972,5.112604022932439e-06,8.103912258710417e-08,4.241268542719874e-08,4.241268542719874e-08
1973,5.0436749786188424e-06,7.971497747608477e-08,3.753593677150288e-08,3.753593677150288e-08
1974,5.07087608119556e-06,7.92485843297592e-08,3.628584746958755e-08,3.628584746958755e-08
1975,5.033225858954081e-06,7.532822873404907e-08,3.568695332895848e-08,3.568695332895848e-08
1976,5.012720456371815e-06,7.306252517277504e-08,3.484585420210351e-08,3.484585420210351e-08
1977,5.053312309298365e-06,7.139672776799801e-08,3.177359683296085e-08,3.177359683296085e-08
1978,5.023427742604067e-06,6.783631180594187e-08,3.0169279138395466e-08,3.0169279138395466e-08
1979,5.094622663039315e-06,6.773112914970625e-08,2.931996436115826e-08,2.931996436115826e-08
1980,5.194667989729039e-06,7.021085224323542e-08,3.033926024694925e-08,3.033926024694925e-08
1981,5.180670281593588e-06,7.473135253478955e-08,2.987170460195492e-08,2.987170460195492e-08
1982,5.252992195892148e-06,7.819265489063452e-08,2.966687035715105e-08,2.966687035715105e-08
1983,5.351599221674925e-06,8.10860417540685e-08,3.0110403567310384e-08,3.0110403567310384e-08
1984,5.3586910715759065e-06,8.24092865059356e-08,2.9381311352137474e-08,2.9381311352137474e-08
1985,5.428186925980429e-06,8.689552239664928e-08,2.8109377428872255e-08,2.8109377428872255e-08
1986,5.4569718486163765e-06,8.684514491668388e-08,2.845603042089806e-08,2.845603042089806e-08
1987,5.5272287551945605e-06,8.839702404981966e-08,2.5061967739199124e-08,2.5061967739199124e-08
1988,5.640583692313937e-06,8.589167777017792e-08,2.6528471356154374e-08,2.6528471356154374e-08
1989,5.7412389001651065e-06,8.812263985191748e-08,2.3978759295622306e-08,2.3978759295622306e-08
1990,5.785117537016049e-06,1.0459666555107106e-07,2.301302640514028e-08,2.301302640514028e-08
1991,6.045497164970064e-06,1.058369970711023e-07,2.2358174486417478e-08,2.2358174486417478e-08
1992,6.4020440991693505e-06,1.0507535717709158e-07,2.2348443603651243e-08,2.2348443603651243e-08
1993,7.283290025433027e-06,1.0897639717606061e-07,1.9650320481900962e-08,1.9650320481900962e-08
1994,8.922363381965884e-06,1.0969019013730628e-07,1.9342974460252142e-08,1.9342974460252142e-08
1995,1.1040566472989407e-05,1.1267771579274008e-07,1.748139817030798e-08,1.748139817030798e-08
1996,1.3893357195878967e-05,1.0953504922131937e-07,1.7062709467552395e-08,1.7062709467552395e-08
1997,1.736872861459103e-05,9.299336462780567e-08,1.7325949563939957e-08,1.7325949563939957e-08
1998,2.095279147137522e-05,9.465482772189457e-08,1.6045099725049894e-08,1.6045099725049894e-08
1999,2.477697190832779e-05,9.404927782595354e-08,1.593270962782104e-08,1.593270962782104e-08
2000,2.800604488584213e-05,9.221273598671229e-08,1.5801278761630655e-08,1.5801278761630655e-08
2001,3.0332888075333487e-05,9.33113578785846e-08,1.5310395110442902e-08,1.5310395110442902e-08
2002,3.199885785371797e-05,1.0611548719095611e-07,1.397390508068546e-08,1.397390508068546e-08
2003,3.335965500030268e-05,1.1447350699102441e-07,1.4366017962532039e-08,1.4366017962532039e-08
2004,3.363315149077347e-05,1.1398718921132708e-07,1.4520010844470172e-08,1.4520010844470172e-08
2005,3.3569454119840104e-05,1.1030532931499692e-07,1.4570059444655011e-08,1.4570059444655011e-08
2006,3.3075911362954814e-05,1.112008923038437e-07,1.4162992683403835e-08,1.4162992683403835e-08
2007,3.308242230559699e-05,1.3493052668828958e-07,1.5418029139116892e-08,1.5418029139116892e-08
2008,3.3286312308129186e-05,1.2997730181041334e-07,1.6208127919169002e-08,1.6208127919169002e-08
2009,3.2960689298176605e-05,1.3673151601421652e-07,1.5825323527808777e-08,1.5825323527808777e-08
2010,3.1978432681561184e-05,1.2765427673652345e-07,1.6038360734731734e-08,1.6038360734731734e-08
2011,3.126830129726191e-05,1.2368533067582836e-07,1.455573972464208e-08,1.455573972464208e-08
2012,3.0387580929008046e-05,1.204490810583333e-07,1.6192406526727154e-08,1.6192406526727154e-08
2013,2.9569913749583066e-05,1.1811205930760999e-07,1.6478823004563636e-08,1.6478823004563636e-08
2014,3.416438370810023e-05,9.267061480094136e-08,1.4544554513154902e-08,1.4544554513154902e-08
2015,3.3958796328598897e-05,9.10750738317542e-08,1.3120204351529147e-08,1.3120204351529147e-08
2016,3.285907899096076e-05,7.128964999278001e-08,1.2853608590189327e-08,1.2853608590189327e-08
2017,3.355943257095836e-05,7.10922177423375e-08,1.2201792613334797e-08,1.2201792613334797e-08
2018,3.480410632619169e-05,7.391079108742815e-08,1.2386874637115852e-08,1.2386874637115852e-08
2019,3.707047790157958e-05,7.7549024979362e-08,9.680503287867737e-09,9.680503287867737e-09
