ngram,master,mastr,maser,mster
1500,7.351646104325482e-06,0.0,0.0,0.0
1501,5.8813168834603856e-06,0.0,0.0,0.0
1502,4.549030343999524e-05,0.0,0.0,0.0
1503,3.899168866285306e-05,0.0,0.0,0.0
1504,3.8724366666948686e-05,0.0,0.0,0.0
1505,3.8578714208727304e-05,0.0,0.0,0.0
1506,3.8578714208727304e-05,0.0,0.0,0.0
1507,3.8578714208727304e-05,0.0,0.0,0.0
1508,3.8578714208727304e-05,0.0,0.0,0.0
1509,3.7879661769173774e-06,0.0,0.0,0.0
1510,3.7879661769173774e-06,0.0,0.0,0.0
1511,3.7879661769173774e-06,0.0,0.0,0.0
1512,0.0,0.0,0.0,0.0
1513,0.0,0.0,0.0,0.0
1514,6.056016094849578e-05,0.0,0.0,0.0
1515,6.056016094849578e-05,0.0,0.0,0.0
1516,6.056016094849578e-05,0.0,0.0,0.0
1517,6.4279098296538e-05,0.0,0.0,0.0
1518,6.4279098296538e-05,0.0,0.0,0.0
1519,6.4279098296538e-05,0.0,0.0,0.0
1520,8.692036291384804e-05,0.0,0.0,0.0
1521,2.6360201965352254e-05,0.0,0.0,0.0
1522,4.222898652577507e-05,0.0,0.0,0.0
1523,4.7157346541228306e-05,0.0,0.0,0.0
1524,4.550308728669604e-05,0.0,0.0,0.0
1525,4.550308728669604e-05,0.0,0.0,0.0
1526,4.550308728669604e-05,0.0,0.0,0.0
1527,2.2861822669386e-05,0.0,0.0,0.0
1528,2.2861822669386e-05,0.0,0.0,0.0
1529,6.993038108963187e-06,0.0,0.0,0.0
1530,2.7936265983693635e-06,0.0,0.0,0.0
1531,1.7963492674815435e-05,0.0,0.0,0.0
1532,1.7963492674815435e-05,0.0,0.0,0.0
1533,1.7963492674815435e-05,0.0,0.0,0.0
1534,2.0772434059576233e-05,0.0,0.0,0.0
1535,8.816764622159618e-05,0.0,2.2590575099457055e-06,0.0
1536,8.816764622159618e-05,0.0,2.2590575099457055e-06,0.0
1537,8.743869771673676e-05,0.0,2.2590575099457055e-06,0.0
1538,7.020415354678075e-05,0.0,2.2590575099457055e-06,0.0
1539,7.518482042152235e-05,0.0,2.2590575099457055e-06,0.0
1540,7.518482042152235e-05,0.0,2.2590575099457055e-06,0.0
1541,7.237587903676155e-05,0.0,2.2590575099457055e-06,0.0
1542,9.676409484070194e-05,0.0,0.0,0.0
1543,9.676409484070194e-05,0.0,0.0,0.0
1544,0.00012027282614976034,0.0,0.0,0.0
1545,0.00013983099311839657,0.0,0.0,0.0
1546,0.0001597441774460354,0.0,0.0,0.0
1547,0.0001597441774460354,0.0,0.0,0.0
1548,0.00016568901628488675,0.0,0.0,0.0
1549,7.996887714918037e-05,0.0,0.0,0.0
1550,7.996887714918037e-05,0.0,0.0,0.0
1551,5.6460145840121966e-05,0.0,0.0,0.0
1552,4.9881976467856604e-05,0.0,0.0,0.0
1553,2.4988125265476162e-05,0.0,0.0,0.0
1554,2.4988125265476162e-05,0.0,0.0,0.0
1555,4.3082686586006146e-05,0.0,0.0,0.0
1556,3.701939775575218e-05,0.0,0.0,0.0
1557,3.701939775575218e-05,0.0,0.0,0.0
1558,4.042964116836499e-05,0.0,0.0,0.0
1559,8.246478890734059e-05,0.0,0.0,0.0
1560,9.996370811547552e-05,0.0,0.0,0.0
1561,9.996370811547552e-05,0.0,0.0,0.0
1562,7.592430795609419e-05,0.0,0.0,0.0
1563,0.00010320161111719375,0.0,4.682603425213269e-05,0.0
1564,0.0001222865518814485,0.0,4.682603425213269e-05,0.0
1565,0.0001249471123238826,0.0,4.682603425213269e-05,0.0
1566,7.183563749484685e-05,0.0,4.682603425213269e-05,0.0
1567,6.0478294342049465e-05,0.0,4.682603425213269e-05,0.0
1568,6.0478294342049465e-05,0.0,4.682603425213269e-05,0.0
1569,0.00013103530091029825,0.0,4.682603425213269e-05,0.0
1570,0.0001037579977491987,0.0,0.0,0.0
1571,9.448046369340903e-05,0.0,0.0,0.0
1572,0.0001378059323542402,0.0,0.0,0.0
1573,0.0002013395470774932,0.0,0.0,0.0
1574,0.0001995556633898689,0.0,0.0,0.0
1575,0.0001995556633898689,0.0,0.0,0.0
1576,0.00014026566844092616,0.0,0.0,0.0
1577,0.00014026566844092616,0.0,0.0,0.0
1578,0.00014081752591924408,0.0,0.0,0.0
1579,0.00010694336872672596,0.0,0.0,0.0
1580,4.546792687116457e-05,0.0,0.0,0.0
1581,4.763661568826397e-05,0.0,0.0,0.0
1582,5.015050399898817e-05,0.0,0.0,0.0
1583,4.8255633633484e-05,0.0,0.0,0.0
1584,5.4549414926441386e-05,0.0,0.0,0.0
1585,5.0040411484327964e-05,0.0,0.0,0.0
1586,3.66749776990868e-05,0.0,0.0,0.0
1587,4.7594555845924856e-05,0.0,0.0,0.0
1588,4.50852095517413e-05,0.0,0.0,0.0
1589,5.433508951162886e-05,0.0,0.0,0.0
1590,5.666185240573084e-05,0.0,0.0,0.0
1591,5.889714196070729e-05,0.0,0.0,0.0
1592,7.69257529619998e-05,0.0,0.0,0.0
1593,8.928205820016697e-05,0.0,0.0,0.0
1594,8.697300498689791e-05,0.0,0.0,0.0
1595,9.107031759672932e-05,0.0,0.0,0.0
1596,9.487749775871634e-05,0.0,0.0,0.0
1597,9.903772817259389e-05,0.0,0.0,0.0
1598,9.625906646501139e-05,0.0,0.0,0.0
1599,7.521006227761973e-05,0.0,0.0,0.0
1600,6.889804379690239e-05,0.0,0.0,0.0
1601,6.491992540499527e-05,0.0,0.0,0.0
1602,7.110847660182376e-05,0.0,0.0,0.0
1603,5.84222988046739e-05,0.0,0.0,0.0
1604,7.270101014000829e-05,0.0,0.0,0.0
1605,7.45963097870117e-05,0.0,0.0,0.0
1606,8.538006035710819e-05,0.0,0.0,0.0
1607,7.86720862119442e-05,0.0,0.0,0.0
1608,8.465430060563708e-05,0.0,0.0,0.0
1609,7.827570919159501e-05,0.0,0.0,0.0
1610,8.813576472935633e-05,0.0,0.0,0.0
1611,5.891962934713645e-05,0.0,0.0,0.0
1612,6.956596904014336e-05,0.0,0.0,0.0
1613,7.193339934019605e-05,0.0,0.0,0.0
1614,7.769181943980843e-05,0.0,0.0,3.296097474958515e-07
1615,6.806761718637842e-05,0.0,0.0,3.296097474958515e-07
1616,6.374755529187886e-05,0.0,0.0,3.296097474958515e-07
1617,6.187436624064244e-05,0.0,0.0,3.296097474958515e-07
1618,7.503488606224502e-05,0.0,0.0,3.296097474958515e-07
1619,6.68709425164187e-05,0.0,0.0,3.296097474958515e-07
1620,7.063472055181461e-05,0.0,0.0,3.296097474958515e-07
1621,7.016319016526853e-05,0.0,0.0,0.0
1622,8.279802984491522e-05,0.0,0.0,0.0
1623,8.485148230517683e-05,0.0,0.0,0.0
1624,7.99531330163258e-05,0.0,0.0,0.0
1625,7.334672461313727e-05,0.0,0.0,0.0
1626,8.686966663974869e-05,0.0,0.0,0.0
1627,7.016049572225061e-05,0.0,0.0,0.0
1628,6.757335592867873e-05,0.0,0.0,0.0
1629,6.046748109968446e-05,0.0,0.0,0.0
1630,5.7397253320751975e-05,0.0,0.0,0.0
1631,5.680856390556853e-05,0.0,0.0,0.0
1632,5.968649514086012e-05,0.0,0.0,0.0
1633,4.028532488778832e-05,0.0,0.0,0.0
1634,4.255665044183843e-05,0.0,0.0,0.0
1635,4.1327416121410874e-05,0.0,0.0,0.0
1636,3.5535787122041385e-05,0.0,0.0,0.0
1637,3.704528405380968e-05,0.0,0.0,0.0
1638,3.879819944683861e-05,0.0,0.0,0.0
1639,3.2415827912960336e-05,0.0,0.0,0.0
1640,3.361477813866388e-05,0.0,0.0,1.028080548946621e-07
1641,3.1532789632495095e-05,0.0,0.0,1.028080548946621e-07
1642,3.5909868789271317e-05,0.0,0.0,1.028080548946621e-07
1643,3.392994429824674e-05,0.0,0.0,1.028080548946621e-07
1644,3.331611307138311e-05,0.0,0.0,1.028080548946621e-07
1645,3.182703481538088e-05,0.0,0.0,1.5192488587802343e-07
1646,3.2489620155372124e-05,0.0,0.0,1.5192488587802343e-07
1647,3.141070633968671e-05,0.0,0.0,4.9116830983361326e-08
1648,3.3641772980835026e-05,0.0,0.0,4.9116830983361326e-08
1649,2.755282847439438e-05,0.0,0.0,4.9116830983361326e-08
1650,2.883988742853814e-05,0.0,0.0,4.9116830983361326e-08
1651,3.184976373761726e-05,0.0,0.0,4.9116830983361326e-08
1652,2.876221242331667e-05,0.0,0.0,0.0
1653,2.917842266469961e-05,0.0,0.0,0.0
1654,3.173620189045323e-05,0.0,0.0,0.0
1655,3.284578646603872e-05,0.0,0.0,0.0
1656,3.46750405567166e-05,0.0,0.0,0.0
1657,3.693430543145431e-05,0.0,0.0,0.0
1658,3.6714322569813316e-05,0.0,0.0,0.0
1659,3.772399577428587e-05,0.0,0.0,0.0
1660,3.6442034148162096e-05,0.0,0.0,0.0
1661,3.3679837153093626e-05,0.0,0.0,0.0
1662,3.3731970428821766e-05,0.0,0.0,0.0
1663,5.0490955670414094e-05,0.0,0.0,0.0
1664,6.0152665485345225e-05,0.0,0.0,0.0
1665,5.6525133394253703e-05,0.0,0.0,0.0
1666,5.6709725218492425e-05,0.0,0.0,0.0
1667,5.4888648524606e-05,0.0,0.0,0.0
1668,5.938628977933799e-05,0.0,0.0,0.0
1669,6.657734892152283e-05,0.0,0.0,0.0
1670,4.859262519728093e-05,0.0,0.0,0.0
1671,3.345712197447678e-05,0.0,0.0,0.0
1672,3.3640694125227e-05,0.0,0.0,0.0
1673,3.159280296521112e-05,0.0,0.0,0.0
1674,3.1011946118399336e-05,0.0,0.0,0.0
1675,2.3412683016691256e-05,0.0,0.0,0.0
1676,1.3340193163458025e-05,0.0,0.0,0.0
1677,1.3533791194017145e-05,0.0,0.0,0.0
1678,1.619750011221705e-05,0.0,0.0,0.0
1679,1.5191100568959623e-05,0.0,0.0,0.0
1680,1.5891398886326768e-05,0.0,0.0,0.0
1681,1.6807453253672327e-05,0.0,0.0,0.0
1682,1.9352404576368697e-05,2.016103297007378e-08,0.0,0.0
1683,1.6498747364883976e-05,2.016103297007378e-08,0.0,0.0
1684,1.5180528797437936e-05,2.016103297007378e-08,0.0,2.9221579568781764e-08
1685,1.3169230117325372e-05,2.016103297007378e-08,0.0,2.9221579568781764e-08
1686,1.4219997930402834e-05,2.016103297007378e-08,0.0,2.9221579568781764e-08
1687,1.3089644263735473e-05,2.016103297007378e-08,0.0,2.9221579568781764e-08
1688,1.355621088805492e-05,2.016103297007378e-08,0.0,7.581315791022852e-08
1689,1.0957663497330422e-05,0.0,0.0,7.581315791022852e-08
1690,1.2152003364462871e-05,0.0,0.0,7.581315791022852e-08
1691,1.4357390227814903e-05,0.0,0.0,4.659157834144675e-08
1692,1.4697879448379223e-05,0.0,0.0,4.659157834144675e-08
1693,1.5053614788484992e-05,0.0,0.0,4.659157834144675e-08
1694,1.9848414337632547e-05,0.0,0.0,4.659157834144675e-08
1695,1.8603671183622543e-05,0.0,0.0,0.0
1696,2.0159982860994724e-05,0.0,0.0,0.0
1697,2.4673279767739587e-05,0.0,0.0,0.0
1698,2.441314115588154e-05,0.0,0.0,0.0
1699,2.427173045102141e-05,0.0,0.0,0.0
1700,2.320020108267532e-05,0.0,0.0,0.0
1701,1.8172208781054777e-05,0.0,0.0,0.0
1702,1.8142223520304208e-05,0.0,0.0,0.0
1703,1.7794917636950102e-05,0.0,0.0,0.0
1704,1.2148724246279536e-05,0.0,0.0,1.732353333799048e-08
1705,1.3713000043935608e-05,0.0,0.0,1.732353333799048e-08
1706,1.5878163659570938e-05,0.0,0.0,1.732353333799048e-08
1707,1.5178814464889001e-05,0.0,0.0,2.9475986350137517e-08
1708,1.5610622150623904e-05,9.645867342961928e-09,0.0,3.912185369309944e-08
1709,1.5350974146193558e-05,2.1670883500389338e-08,0.0,3.912185369309944e-08
1710,1.712557631045846e-05,2.1670883500389338e-08,0.0,3.912185369309944e-08
1711,1.76449853565178e-05,2.1670883500389338e-08,0.0,2.1798320355108965e-08
1712,1.5153932378910082e-05,2.1670883500389338e-08,0.0,2.1798320355108965e-08
1713,1.6742447769502178e-05,2.1670883500389338e-08,0.0,3.261633553717859e-08
1714,1.697832846860235e-05,2.1670883500389338e-08,0.0,2.0463882525031555e-08
1715,1.7268797949197635e-05,1.2025016157427411e-08,0.0,1.0818015182069627e-08
1716,1.808205680780312e-05,0.0,0.0,1.9672973345612784e-08
1717,1.6189557884769912e-05,0.0,0.0,1.9672973345612784e-08
1718,1.9076883290836122e-05,0.0,0.0,1.9672973345612784e-08
1719,1.9026769483129362e-05,0.0,0.0,2.6257844406732796e-08
1720,2.0344633022822173e-05,0.0,0.0,2.4500957453353423e-08
1721,2.3783851897210946e-05,0.0,0.0,2.4500957453353423e-08
1722,2.7164137463842053e-05,0.0,0.0,2.4500957453353423e-08
1723,3.295412521505828e-05,6.175176179924944e-09,0.0,2.1821175469735214e-08
1724,3.384103690353056e-05,6.175176179924944e-09,0.0,2.1821175469735214e-08
1725,4.6541667610914116e-05,6.175176179924944e-09,0.0,2.1821175469735214e-08
1726,4.901380712648721e-05,6.175176179924944e-09,0.0,2.1623802431187348e-08
1727,4.690003437904774e-05,6.175176179924944e-09,0.0,1.2562674202497095e-08
