ngram,master,mastr,maser,mster
1728,4.4040966063870913e-05,6.175176179924944e-09,0.0,1.2562674202497095e-08
1729,4.318273360175746e-05,6.175176179924944e-09,6.371976724039996e-09,1.2562674202497095e-08
1730,4.731248814745673e-05,0.0,6.371976724039996e-09,6.3874980225721495e-09
1731,4.6867049864626355e-05,0.0,6.371976724039996e-09,4.122119382340575e-08
1732,3.370835396968427e-05,6.258523857890655e-09,6.371976724039996e-09,4.122119382340575e-08
1733,3.3822427212726325e-05,6.258523857890655e-09,6.371976724039996e-09,3.4833695800833605e-08
1734,3.595153923795026e-05,6.258523857890655e-09,6.371976724039996e-09,5.0318890641522426e-08
1735,3.8294598717974236e-05,6.258523857890655e-09,6.371976724039996e-09,5.678581668381152e-08
1736,3.74790231165077e-05,6.258523857890655e-09,0.0,7.332279139404818e-08
1737,3.670300377832193e-05,6.258523857890655e-09,0.0,7.332279139404818e-08
1738,4.0212125376066456e-05,6.258523857890655e-09,0.0,4.398091186479698e-08
1739,4.5498357784319e-05,0.0,0.0,4.398091186479698e-08
1740,4.715814741627712e-05,0.0,0.0,5.146819047143124e-08
1741,4.8820819107017345e-05,0.0,0.0,3.598299563074241e-08
1742,5.423504106667159e-05,0.0,0.0,2.951606958845332e-08
1743,5.7350149810580274e-05,0.0,0.0,1.2979094878216659e-08
1744,6.626691382345078e-05,0.0,0.0,1.2979094878216659e-08
1745,6.959393483287255e-05,0.0,0.0,1.3798854630359919e-08
1746,7.716579420957714e-05,0.0,0.0,1.3798854630359919e-08
1747,8.38106477333765e-05,0.0,0.0,6.311576023725658e-09
1748,8.305991910414637e-05,0.0,0.0,9.951307841252595e-09
1749,8.596159386797808e-05,0.0,4.955280376504691e-09,9.951307841252595e-09
1750,9.027602780926307e-05,0.0,9.07222954538156e-08,9.951307841252595e-09
1751,8.561000296530048e-05,0.0,9.429143408924898e-08,1.7089585112119365e-08
1752,9.212165345421195e-05,0.0,9.429143408924898e-08,1.0778009088393707e-08
1753,9.086116551770829e-05,0.0,9.429143408924898e-08,1.0778009088393707e-08
1754,9.373991477852022e-05,0.0,9.429143408924898e-08,1.0778009088393707e-08
1755,0.00010167861390592796,0.0,9.429143408924898e-08,1.0991585038969528e-08
1756,0.0001093652837360943,3.035470541590257e-09,8.93361537127443e-08,1.7062526122150042e-08
1757,0.00012932225633578907,3.035470541590257e-09,6.614261900088942e-09,2.01076493868056e-08
1758,0.00013921750152284012,3.035470541590257e-09,3.045123264655558e-09,1.6076956908607698e-08
1759,0.00014785235336083652,3.035470541590257e-09,3.045123264655558e-09,1.9555751811546022e-08
1760,0.00014969809230283966,3.035470541590257e-09,3.045123264655558e-09,1.9555751811546022e-08
1761,0.0001514825177894506,3.035470541590257e-09,5.8206907230636975e-09,2.2331319269954164e-08
1762,0.00016269688265830546,3.035470541590257e-09,5.8206907230636975e-09,2.1160593531379035e-08
1763,0.0001631228650304755,0.0,5.8206907230636975e-09,1.508965244819852e-08
1764,0.0001535657263177979,0.0,5.5862471473996524e-09,1.204452918354296e-08
1765,0.0001486384041657272,0.0,5.5862471473996524e-09,1.4831761216019653e-08
1766,0.00014337985963460857,0.0,5.5862471473996524e-09,1.8155070589744226e-08
1767,0.0001482658740964585,0.0,5.5862471473996524e-09,1.8155070589744226e-08
1768,0.0001464544444128738,0.0,2.810679688991513e-09,1.5379503131336085e-08
1769,0.00013521697214205882,0.0,2.810679688991513e-09,1.2696921101808454e-08
1770,0.00013574394064822366,0.0,2.810679688991513e-09,1.557984268580575e-08
1771,0.0001324227570356535,0.0,0.0,1.8212486503037846e-08
1772,0.00012869789601869082,0.0,0.0,1.231766967789229e-08
1773,0.00012642165009830414,7.78557256759476e-09,0.0,5.515565401229391e-09
1774,0.00012125515058869496,7.78557256759476e-09,0.0,5.515565401229391e-09
1775,0.00012576005246955901,7.78557256759476e-09,0.0,1.4181632883898082e-08
1776,0.00012809188358785053,7.78557256759476e-09,0.0,1.689400238750035e-08
1777,0.00012674690619210845,1.0703622876917507e-08,2.9180503093227473e-09,1.9847181422148552e-08
1778,0.0001301251312335288,1.0703622876917507e-08,2.9180503093227473e-09,1.7214537604916458e-08
1779,0.0001380340732534283,1.3265308597608185e-08,2.9180503093227473e-09,1.7214537604916458e-08
1780,0.00014182385348249227,5.479736030013425e-09,5.267190620169718e-09,1.7214537604916458e-08
1781,0.00014971888906854604,5.479736030013425e-09,1.1004740991487388e-08,1.9127054479944102e-08
1782,0.0001469318085582927,7.63786951145968e-09,1.53210079543799e-08,1.046098699727541e-08
1783,0.00015059344670070068,9.812468551980861e-09,1.53210079543799e-08,7.74861749367314e-09
1784,0.0001489027469818081,8.558890358350319e-09,1.4067429760749356e-08,5.241461106412057e-09
1785,0.00014558562959012176,8.558890358350319e-09,1.4067429760749356e-08,5.241461106412057e-09
1786,0.00013574307896695764,3.1459073187737174e-08,1.4067429760749356e-08,5.241461106412057e-09
1787,0.00013222547983917008,3.1459073187737174e-08,1.429657268760463e-08,6.530602725263179e-09
1788,0.00012591144331963733,3.1459073187737174e-08,9.865574389168939e-09,5.924637923117513e-09
1789,0.00013093321987461031,3.046432452334459e-08,6.712692243330107e-09,7.0880227401711895e-09
1790,0.00013574006672050537,2.8289725482823413e-08,6.712692243330107e-09,7.0880227401711895e-09
1791,0.0001323390388279222,2.6625253367131207e-08,5.048220127637901e-09,4.8450447463567664e-09
1792,0.00013213032278664677,2.771351541903349e-08,5.048220127637901e-09,7.021568850161332e-09
1793,0.0001332824519652474,2.2516468689559588e-09,5.048220127637901e-09,8.00759097125641e-09
1794,0.00013793531875957603,2.2516468689559588e-09,4.465908024339374e-09,6.718449352405287e-09
1795,0.0001361649701721035,2.2516468689559588e-09,3.1593559514573956e-09,6.325169404115221e-09
1796,0.0001298323955519923,1.0882620519022827e-09,2.9441327471196085e-09,5.161784587061545e-09
1797,0.00012402644954688315,1.0882620519022827e-09,2.9441327471196085e-09,5.728708237942978e-09
1798,0.0001300193211396358,1.0882620519022827e-09,3.5227894252492273e-09,5.221398678502607e-09
1799,0.0001313535259604188,0.0,5.925867796463535e-09,3.044874574698042e-09
1800,0.00013400033536267335,0.0,7.160859587835538e-09,2.4705163629131934e-09
1801,0.00013465941447066143,0.0,8.415271781002178e-09,3.399197304584537e-09
1802,0.00013970739070958058,4.341267980022069e-10,1.2322413058184014e-08,3.788305605719902e-09
1803,0.00014559559557320817,4.341267980022069e-10,1.3129251273470897e-08,3.788305605719902e-09
1804,0.00014569222236916955,7.392043485257968e-10,1.4959716576612436e-08,4.136614606409239e-09
1805,0.00014724572247359902,9.988818502496395e-10,1.541976990537819e-08,4.077312931727306e-09
1806,0.00014745106870707656,1.7745321244179634e-09,1.3792341808332204e-08,4.594413135653294e-09
1807,0.00015257414322279925,1.7745321244179634e-09,1.4858783473467189e-08,6.693404021516715e-09
1808,0.0001529815760607432,2.4806216604643184e-09,1.3491305659942197e-08,6.000086269101043e-09
1809,0.00015151088882703334,2.2274196772745623e-09,1.0126938843058042e-08,5.783254763969126e-09
1810,0.0001514447940280661,1.2470489054093394e-08,9.679564895646666e-09,6.437067704264823e-09
1811,0.00015091887741748775,1.2165411503569804e-08,9.25540323746889e-09,5.756218993521348e-09
1812,0.00014813622276830886,1.214444226135417e-08,9.410234496393904e-09,5.475572249581871e-09
1813,0.00015182533908435808,1.2726647783242332e-08,1.076835776103735e-08,5.928369097217358e-09
1814,0.00014854650570279255,1.2726647783242332e-08,9.51171497121095e-09,5.29833757819834e-09
1815,0.00014586351296332265,1.2020558247195976e-08,8.208231554769035e-09,5.835537228041485e-09
1816,0.00014700870087835938,1.2029806151225841e-08,9.186838845209877e-09,4.940161026288438e-09
1817,0.00014703684012472098,1.78673677440701e-09,8.735950819880957e-09,4.971738370202721e-09
1818,0.00014931679470464587,1.78673677440701e-09,7.866751757948772e-09,5.453493894564636e-09
1819,0.0001497328859321507,1.6983259560581538e-09,9.228267102859685e-09,5.815975399693838e-09
1820,0.00014958888225789581,5.941553693489254e-09,9.158050635298715e-09,5.140872219985429e-09
1821,0.00015285885768077736,5.941553693489254e-09,8.498922740177558e-09,3.5173574529169726e-09
1822,0.00015343890325831517,5.941553693489254e-09,1.004057196115785e-08,2.8695635153777997e-09
1823,0.00015254238886492594,5.7513809746469386e-09,1.5261403347415533e-08,3.100779117597747e-09
1824,0.00015269860991143754,5.7513809746469386e-09,1.4941145558872952e-08,2.54950885006774e-09
1825,0.00014964757636854692,6.3844649725705185e-09,1.4657274584527004e-08,1.9599861892213457e-09
1826,0.000147856046429037,6.58966227616377e-09,1.2931705690404677e-08,2.1882841411929074e-09
1827,0.0001425886106777138,9.885787426761843e-10,1.1600142893871838e-08,2.311772693909729e-09
1828,0.00013814734328272088,1.0989080518568934e-09,1.1655797359035245e-08,2.3856521202958447e-09
1829,0.00013225730903546458,1.0989080518568934e-09,1.0659114495809824e-08,2.4014317756559933e-09
1830,0.00013022214053697617,1.2895171359288732e-09,6.490124009645675e-09,1.9800434545937306e-09
1831,0.00012629767609593858,2.1255690620312707e-09,6.4181172281558526e-09,2.0317127583499175e-09
1832,0.00012541017765345584,1.6627839819324412e-09,6.9312287655419274e-09,2.160544330744228e-09
1833,0.00012523389783122445,1.637202286440344e-09,9.648306249181765e-09,1.5784914010806362e-09
1834,0.00012611463171197101,1.9694430610149384e-09,9.497733361690003e-09,1.2432691701543978e-09
1835,0.00012443459231040573,3.0320813796233128e-09,1.0564517324443808e-08,1.4149816556547584e-09
1836,0.00012822463135567626,3.1071425591174975e-09,1.1616903185439144e-08,1.6497389803455625e-09
1837,0.0001289404255138444,2.9165334750455176e-09,9.663211818024462e-09,1.95950462205425e-09
1838,0.00013020445060517107,2.0804815489431203e-09,1.0877904926027376e-08,1.8500410489278148e-09
1839,0.00013104659696442207,2.213308377844011e-09,1.0566248384183804e-08,1.897718418916331e-09
1840,0.00013066578997365599,2.7904269212746566e-09,8.455816554889647e-09,2.0282134463986014e-09
1841,0.00012968402422432388,2.528163757707448e-09,8.924059332774244e-09,2.2250636967844984e-09
1842,0.00012954031158837358,2.7539512733757274e-09,1.021346842021233e-08,2.0264404836695907e-09
1843,0.00012898047030570785,2.9411882136136977e-09,1.0790824234163665e-08,1.97900725172419e-09
1844,0.0001268028884494145,3.007971070635916e-09,1.2107995812320788e-08,1.802807324059939e-09
1845,0.00012450492379554947,3.3416649051051397e-09,1.2964902611806955e-08,1.926697864743484e-09
1846,0.0001210482680887383,3.690744178528961e-09,1.3227639491678441e-08,1.7540131172896371e-09
1847,0.00011929259822604113,3.086739903362152e-09,1.2821799051059607e-08,1.5578997060648548e-09
1848,0.00011823909777116828,3.563639058449094e-09,1.275651305223034e-08,1.3326769370587093e-09
1849,0.00011741200536822102,3.2934142000863785e-09,1.0818835351398905e-08,1.2972974282123216e-09
1850,0.00011737406020984054,3.2684656172042382e-09,1.0010971480361214e-08,1.0643645964591997e-09
1851,0.000117316931469499,3.2481113552775197e-09,9.18855493279937e-09,1.2093704609179262e-09
1852,0.00011627999213357856,3.0661022332179044e-09,1.2820993536674256e-08,1.5147698809566838e-09
1853,0.00011724080000671424,2.510415895004162e-09,1.4468275847231586e-08,1.7704036094277699e-09
1854,0.00011855544913227536,2.2578904381097077e-09,1.692261137569468e-08,1.9926020912640142e-09
1855,0.0001176239675260149,1.9735224169156342e-09,1.641074895023361e-08,2.0954196631807675e-09
1856,0.00011719888321489893,1.1928837520943807e-09,1.729037446551729e-08,1.9758183819210527e-09
1857,0.00011551024155258866,1.7256818434547532e-09,1.722134308173346e-08,2.2659523781141745e-09
1858,0.00011456676293164492,2.082477844928781e-09,2.3019478386946242e-08,1.9873807996110114e-09
1859,0.00011382668162696064,2.4182282406684916e-09,1.8252342494560836e-08,1.664553257134977e-09
1860,0.00011235716062531407,2.382704767616468e-09,2.0035308903995234e-08,1.8274354093453633e-09
1861,0.00011187248518191544,2.614636316979256e-09,1.7510954020139025e-08,1.6493672459562602e-09
1862,0.000111589660394072,2.407845843345667e-09,1.9880070224940838e-08,1.7147350840827714e-09
1863,0.00011004133973204131,2.6328088122338856e-09,1.9047631852738992e-08,1.8043280679082484e-09
1864,0.00010807770533054801,1.909756305476914e-09,1.811229940632383e-08,1.7489201039769649e-09
1865,0.00010708605051539572,1.7718910148646826e-09,1.2703580473275418e-08,2.5007714470654766e-09
1866,0.00010679179935583047,1.4171747664271095e-09,3.08561173437535e-08,2.804619092522387e-09
1867,0.00010508918681547843,1.3561795575434132e-09,2.7615904737591076e-08,2.5581494224523128e-09
1868,0.0001014253097569703,2.0147918016506186e-09,2.795517043249366e-08,2.645884574928711e-09
1869,9.938857380932729e-05,2.4736900385212225e-09,2.6815731540048253e-08,4.6398210828968445e-09
1870,9.84853582589754e-05,2.02754483044235e-09,2.650002224007559e-08,4.6123139910544555e-09
1871,9.704815810047356e-05,2.7108188075227903e-09,2.681597775579446e-08,4.688408772324237e-09
1872,9.591729966424671e-05,3.4283005482091002e-09,2.6049405870460466e-08,4.182267690896627e-09
1873,9.436791047586926e-05,3.763686735285583e-09,7.821790643751975e-09,3.929684403277836e-09
1874,9.35472479406079e-05,4.041871734131572e-09,1.2756213989868165e-08,3.905382192240633e-09
1875,9.254893042712606e-05,3.2612862014122103e-09,1.7875079321478486e-08,3.792275461909713e-09
1876,9.187532435004999e-05,3.28331749883353e-09,1.7092853862469123e-08,1.7671257949000311e-09
1877,9.148300263664819e-05,3.64593152494105e-09,1.8214175374302906e-08,1.9404118787948376e-09
1878,9.100470405038712e-05,3.5324135680018085e-09,1.8589158593381886e-08,1.7523634131068532e-09
1879,8.882390933909587e-05,2.898710668322987e-09,1.9213666594250104e-08,1.89070511627928e-09
1880,8.884709469774472e-05,2.9896792343363033e-09,1.874242278836797e-08,2.215726205686711e-09
1881,8.875208732206374e-05,3.0587157885873596e-09,1.4352555271252804e-08,2.2847627599377672e-09
1882,8.826019620755687e-05,3.1575322991171463e-09,9.78149669198355e-09,2.2138259320974338e-09
1883,8.793551907209414e-05,2.877865517320848e-09,9.760962704774556e-09,2.214901769928953e-09
1884,8.691469182459903e-05,2.7241620863855634e-09,1.3265695843399174e-08,1.9524770054703465e-09
1885,8.635861325144236e-05,2.1943807802595116e-09,1.3142065086973226e-08,1.9379277864978964e-09
1886,8.587424963479862e-05,2.1211288043459272e-09,2.116055572035488e-08,1.7745847489893306e-09
1887,8.42961682272809e-05,2.059466636910352e-09,2.3096532876719167e-08,1.4642168588707705e-09
1888,8.260662018853639e-05,1.847259289977643e-09,2.272462909910392e-08,1.2250066754632932e-09
