ngram,bird,bid,brd,bird
1810,2.3128893579788773e-05,2.2685728514001573e-05,4.3829072181113456e-08,2.3128893579788773e-05
1811,2.1987979770139126e-05,2.225407401316001e-05,4.314443913244759e-08,2.1987979770139126e-05
1812,2.164053798229101e-05,2.1024207983698163e-05,3.869602974556788e-08,2.164053798229101e-05
1813,2.0376351780474318e-05,2.1189841260950614e-05,3.999198762625968e-08,2.0376351780474318e-05
1814,1.971313083361435e-05,1.9787119526881725e-05,3.998751501350333e-08,1.971313083361435e-05
1815,2.033320587153347e-05,1.84145277931488e-05,3.996413003700841e-08,2.033320587153347e-05
1816,2.068738779468861e-05,1.7849680131933254e-05,3.5328853239694324e-08,2.068738779468861e-05
1817,2.0141549872018265e-05,1.8117369628661046e-05,4.1297544431781064e-08,2.0141549872018265e-05
1818,2.099932031082322e-05,1.9003057916831623e-05,4.499852909337473e-08,2.099932031082322e-05
1819,2.180535895084696e-05,1.953356669608703e-05,4.451226485814784e-08,2.180535895084696e-05
1820,2.2879172060389203e-05,1.942301761508653e-05,4.021274995531192e-08,2.2879172060389203e-05
1821,2.363995268491895e-05,2.003578135502591e-05,4.218829476241938e-08,2.363995268491895e-05
1822,2.4265746625522816e-05,2.0601658564243864e-05,3.83664264802519e-08,2.4265746625522816e-05
1823,2.4402986517608432e-05,2.0992461941204965e-05,3.674333218636353e-08,2.4402986517608432e-05
1824,2.479343259307955e-05,2.0539862556948458e-05,2.9718585941347035e-08,2.479343259307955e-05
1825,2.5099419092709597e-05,1.9564497051760554e-05,2.514194541447523e-08,2.5099419092709597e-05
1826,2.6453014340534408e-05,1.887061210124687e-05,2.7618714680345746e-08,2.6453014340534408e-05
1827,2.637153245034694e-05,1.836316836748405e-05,2.5639766373533997e-08,2.637153245034694e-05
1828,2.816703350358044e-05,1.810785111696792e-05,2.2208190080570082e-08,2.816703350358044e-05
1829,2.8379257595848424e-05,1.7860062143881805e-05,2.1009308324794673e-08,2.8379257595848424e-05
1830,2.957753323633889e-05,1.763389237956809e-05,2.083339799087623e-08,2.957753323633889e-05
1831,3.0539780449804054e-05,1.767099664513288e-05,2.0256793322102695e-08,3.0539780449804054e-05
1832,3.2312806849534225e-05,1.747476432813398e-05,2.0320408213235297e-08,3.2312806849534225e-05
1833,3.168918945967951e-05,1.7473370202683975e-05,1.7462335323768585e-08,3.168918945967951e-05
1834,3.201239996997174e-05,1.7288246194116903e-05,1.8167496459601092e-08,3.201239996997174e-05
1835,3.087670795918841e-05,1.68362563012384e-05,1.7830690955479766e-08,3.087670795918841e-05
1836,3.114925155906738e-05,1.6712136260009303e-05,1.763575799681608e-08,3.114925155906738e-05
1837,3.0333596701633985e-05,1.652392152858998e-05,1.7784962582010977e-08,3.0333596701633985e-05
1838,3.007026212539391e-05,1.6343192198421874e-05,1.6803321781618966e-08,3.007026212539391e-05
1839,2.880505157268739e-05,1.644447820581263e-05,1.547070915819404e-08,2.880505157268739e-05
1840,2.8873693216675228e-05,1.656445978629303e-05,1.564187002145445e-08,2.8873693216675228e-05
1841,2.893010423576925e-05,1.6735201305501895e-05,1.4353377661028129e-08,2.893010423576925e-05
1842,2.903546763783587e-05,1.690775934548583e-05,1.5269805610427867e-08,2.903546763783587e-05
1843,2.871774034117282e-05,1.6632079288163887e-05,1.562364218951221e-08,2.871774034117282e-05
1844,2.8691243382386995e-05,1.6762528113239178e-05,1.4142264502327504e-08,2.8691243382386995e-05
1845,2.8569407212281866e-05,1.666311124738838e-05,1.4284218760199759e-08,2.8569407212281866e-05
1846,2.8852454696399426e-05,1.639732051574226e-05,1.49084507279034e-08,2.8852454696399426e-05
1847,2.8591874589827576e-05,1.6438931717337774e-05,1.4505344354225663e-08,2.8591874589827576e-05
1848,2.8869347650990157e-05,1.622925421023475e-05,1.4571761067624526e-08,2.8869347650990157e-05
1849,2.8771847220403807e-05,1.6352649254258722e-05,1.51202538743535e-08,2.8771847220403807e-05
1850,2.8999160349485464e-05,1.6503963966637718e-05,1.773507791418589e-08,2.8999160349485464e-05
1851,2.9426868942599477e-05,1.6490888031382512e-05,1.921373676034526e-08,2.9426868942599477e-05
1852,2.9504478724058053e-05,1.6540498108952306e-05,2.1337385445820345e-08,2.9504478724058053e-05
1853,2.9778216620408265e-05,1.6664164442253032e-05,2.2375473664380608e-08,2.9778216620408265e-05
1854,2.980262174138001e-05,1.6661798716605908e-05,2.3819707095640297e-08,2.980262174138001e-05
1855,2.984921411552932e-05,1.6840197401636813e-05,2.5556715600925728e-08,2.984921411552932e-05
1856,2.9990769949758294e-05,1.6798073504885125e-05,2.630824777075499e-08,2.9990769949758294e-05
1857,3.030462227928053e-05,1.6869194691285623e-05,2.4250794642252264e-08,3.030462227928053e-05
1858,3.0020967772413443e-05,1.6569179284228346e-05,2.336080814505489e-08,3.0020967772413443e-05
1859,3.1265464193503636e-05,1.649220978703982e-05,2.4138394648178163e-08,3.1265464193503636e-05
1860,3.138296259359257e-05,1.6200350598540225e-05,2.3474185135390664e-08,3.138296259359257e-05
1861,3.165095430241698e-05,1.606581528384205e-05,2.238593665992994e-08,3.165095430241698e-05
1862,3.228384386082845e-05,1.5847684413269496e-05,2.064061708852348e-08,3.228384386082845e-05
1863,3.256383934058249e-05,1.5743919902888592e-05,1.9719937175263373e-08,3.256383934058249e-05
1864,3.262235882825085e-05,1.5447160876647104e-05,1.901176752535808e-08,3.262235882825085e-05
1865,3.2734656997490674e-05,1.625682931002562e-05,1.8586710456450613e-08,3.2734656997490674e-05
1866,3.233504581398198e-05,1.6221767249849757e-05,1.6405945681339873e-08,3.233504581398198e-05
1867,3.268697193042109e-05,1.6322369317224782e-05,1.6345311390101155e-08,3.268697193042109e-05
1868,3.3409142426015546e-05,1.6137400702323896e-05,1.553939199538945e-08,3.3409142426015546e-05
1869,3.3011831484535446e-05,1.600748717984451e-05,1.4892606513074367e-08,3.3011831484535446e-05
1870,3.303319213695691e-05,1.5835857214239824e-05,1.3526840600012032e-08,3.303319213695691e-05
1871,3.4144655208885e-05,1.5804700264457745e-05,1.3392863706940261e-08,3.4144655208885e-05
1872,3.4782450841573465e-05,1.5284479169557536e-05,1.2740975893369263e-08,3.4782450841573465e-05
1873,3.479384810946483e-05,1.5950531243496308e-05,1.2263465163999041e-08,3.479384810946483e-05
1874,3.427516743873379e-05,1.6093652188179215e-05,1.201734013887647e-08,3.427516743873379e-05
1875,3.412519540039024e-05,1.6024405210503445e-05,1.1588783266347491e-08,3.412519540039024e-05
1876,3.408327081290606e-05,1.632211738719239e-05,1.1606513845257333e-08,3.408327081290606e-05
1877,3.406444946969194e-05,1.6323053517096143e-05,1.2503479140946183e-08,3.406444946969194e-05
1878,3.3262722094410234e-05,1.646453763117149e-05,1.3333009236354038e-08,3.3262722094410234e-05
1879,3.270165949028784e-05,1.618641843898721e-05,1.4261763072097113e-08,3.270165949028784e-05
1880,3.289951928309165e-05,1.5693600419451415e-05,1.4389308538349205e-08,3.289951928309165e-05
1881,3.3527776395203546e-05,1.5572300851220333e-05,1.4897089783971751e-08,3.3527776395203546e-05
1882,3.330822749246311e-05,1.5897938802871587e-05,1.606112588957233e-08,3.330822749246311e-05
1883,3.3060275070186306e-05,1.5793226339155808e-05,1.585323529594364e-08,3.3060275070186306e-05
1884,3.254302230613705e-05,1.5853813887848185e-05,1.503644408984428e-08,3.254302230613705e-05
1885,3.2362426801617925e-05,1.575257517418192e-05,1.4963497742469045e-08,3.2362426801617925e-05
1886,3.2748883573471434e-05,1.6205557975419132e-05,1.4009315992983114e-08,3.2748883573471434e-05
1887,3.237495807947458e-05,1.6021264465442592e-05,1.3904719407621866e-08,3.237495807947458e-05
1888,3.1441543407189397e-05,1.5995603722071144e-05,1.359407837091859e-08,3.1441543407189397e-05
1889,3.1283922258548304e-05,1.60329784973458e-05,1.3212144648174932e-08,3.1283922258548304e-05
1890,3.150070967551853e-05,1.5949610834858114e-05,1.3540127622288115e-08,3.150070967551853e-05
1891,3.178010410920251e-05,1.5965112002699504e-05,1.3460428454387902e-08,3.178010410920251e-05
1892,3.216644810371301e-05,1.600953250350098e-05,1.2721863816368893e-08,3.216644810371301e-05
1893,3.192623704048206e-05,1.590844242725455e-05,1.233903887002238e-08,3.192623704048206e-05
1894,3.1998645291813386e-05,1.6069511600237873e-05,1.3166132692024997e-08,3.1998645291813386e-05
1895,3.250086696685425e-05,1.6364372121253317e-05,1.2474705585978946e-08,3.250086696685425e-05
1896,3.2688362158036656e-05,1.6506020983797498e-05,1.127833306112182e-08,3.2688362158036656e-05
1897,3.289417821049158e-05,1.6741804886675838e-05,1.0784690600879848e-08,3.289417821049158e-05
1898,3.305709521685328e-05,1.7074872760401506e-05,1.0159009125995259e-08,3.305709521685328e-05
1899,3.262537731123822e-05,1.706158556251986e-05,1.0196154270098695e-08,3.262537731123822e-05
1900,3.2617389349200365e-05,1.6805650375317782e-05,1.0083077166862203e-08,3.2617389349200365e-05
1901,3.243225936395382e-05,1.6583372858544214e-05,8.521173671433807e-09,3.243225936395382e-05
1902,3.2044280877536426e-05,1.6382851364531753e-05,8.6337240214261e-09,3.2044280877536426e-05
1903,3.159590076912926e-05,1.596440714430563e-05,9.612719699601615e-09,3.159590076912926e-05
1904,3.120018897919051e-05,1.587007253484834e-05,9.439716754298746e-09,3.120018897919051e-05
1905,3.0465223712131513e-05,1.549089094104212e-05,9.518979445946992e-09,3.0465223712131513e-05
1906,3.0171734189415084e-05,1.562376110086916e-05,9.052127111378435e-09,3.0171734189415084e-05
1907,2.971600354482819e-05,1.5554047422483563e-05,9.42071005332374e-09,2.971600354482819e-05
1908,2.8986339072746758e-05,1.5526655261055566e-05,1.0224912345384901e-08,2.8986339072746758e-05
1909,2.8493223258660043e-05,1.5645007546741647e-05,9.853494655130492e-09,2.8493223258660043e-05
1910,2.775249647259313e-05,1.5734132570547183e-05,8.971673753117265e-09,2.775249647259313e-05
1911,2.7403628337197006e-05,1.5723176537514e-05,9.09366455153255e-09,2.7403628337197006e-05
1912,2.7181419812092956e-05,1.6058214636619334e-05,9.405974856134338e-09,2.7181419812092956e-05
1913,2.6448356428383185e-05,1.629320909809654e-05,9.469844654473393e-09,2.6448356428383185e-05
1914,2.5726917686240214e-05,1.6559349985202842e-05,8.823586432933034e-09,2.5726917686240214e-05
1915,2.5189016793904428e-05,1.6623812241180402e-05,7.568936017625966e-09,2.5189016793904428e-05
1916,2.5017888609519495e-05,1.68067300754566e-05,8.435707561054479e-09,2.5017888609519495e-05
1917,2.4865367127599063e-05,1.7111141849974437e-05,8.087178609323636e-09,2.4865367127599063e-05
1918,2.4591440835917767e-05,1.7265797786032116e-05,7.625710158570037e-09,2.4591440835917767e-05
1919,2.456792909859879e-05,1.7235290215467103e-05,7.348962264127781e-09,2.456792909859879e-05
1920,2.6399879061500542e-05,1.6698850621261435e-05,7.761524312144275e-09,2.6399879061500542e-05
1921,2.6887121618658837e-05,1.6202340962731148e-05,8.226003878064603e-09,2.6887121618658837e-05
1922,2.80919557553716e-05,1.584882323056393e-05,8.2255741265921e-09,2.80919557553716e-05
1923,2.871785831562842e-05,1.5532430812267455e-05,7.118700993759473e-09,2.871785831562842e-05
1924,2.988548892192609e-05,1.4939135326130781e-05,7.665912349352766e-09,2.988548892192609e-05
1925,3.061570402808554e-05,1.4463422433306863e-05,7.478856962299979e-09,3.061570402808554e-05
1926,3.1577065653566804e-05,1.4083720088819973e-05,7.1020836196160934e-09,3.1577065653566804e-05
1927,3.0475064444804696e-05,1.4066208807759852e-05,6.685881562670407e-09,3.0475064444804696e-05
1928,3.115161702485888e-05,1.4153870714445865e-05,6.486001957739518e-09,3.115161702485888e-05
1929,3.097402129372183e-05,1.4578844586919462e-05,6.445314060243845e-09,3.097402129372183e-05
1930,3.059643469376689e-05,1.4595220168952697e-05,7.0807762193274874e-09,3.059643469376689e-05
1931,2.996047624037601e-05,1.5151496362315292e-05,6.543569432336329e-09,2.996047624037601e-05
1932,2.9381769958750476e-05,1.550015596356908e-05,6.28218296431068e-09,2.9381769958750476e-05
1933,2.917668773859207e-05,1.551264644409197e-05,6.5224014126183e-09,2.917668773859207e-05
1934,2.9475834838064786e-05,1.5529322809015866e-05,6.374880433059258e-09,2.9475834838064786e-05
1935,2.8827357839743074e-05,1.5634566807420924e-05,6.3940774579813416e-09,2.8827357839743074e-05
1936,2.8213316909386776e-05,1.5565636983540442e-05,6.900446246151302e-09,2.8213316909386776e-05
1937,2.7720904264632346e-05,1.538757247284853e-05,6.238093977880713e-09,2.7720904264632346e-05
1938,2.6788133774451645e-05,1.5517729220196736e-05,6.378140491948768e-09,2.6788133774451645e-05
1939,2.653369119798299e-05,1.532765405240103e-05,7.203517274742158e-09,2.653369119798299e-05
1940,2.523360204317474e-05,1.5166980769468605e-05,7.424865040255619e-09,2.523360204317474e-05
1941,2.3901290010793934e-05,1.4894262546606893e-05,8.241132094204723e-09,2.3901290010793934e-05
1942,2.3144084480009042e-05,1.4582868971046992e-05,8.436713359673474e-09,2.3144084480009042e-05
1943,2.2615023876174485e-05,1.435179183317814e-05,8.23064854366911e-09,2.2615023876174485e-05
1944,2.2277757255194176e-05,1.4238530379121325e-05,8.390259027229213e-09,2.2277757255194176e-05
1945,2.275742138278604e-05,1.3345090727463166e-05,8.799472388838175e-09,2.275742138278604e-05
1946,2.2439292349320438e-05,1.3135509756726346e-05,8.30735049005073e-09,2.2439292349320438e-05
1947,2.253793848337539e-05,1.2978415465373214e-05,8.301810794364428e-09,2.253793848337539e-05
1948,2.2591884511971978e-05,1.331941153434205e-05,7.2825608400860025e-09,2.2591884511971978e-05
1949,2.2349035914105896e-05,1.3699543809967249e-05,7.209381282434281e-09,2.2349035914105896e-05
1950,2.2553035315857934e-05,1.3649618007808126e-05,7.131673664316298e-09,2.2553035315857934e-05
1951,2.2594618453045507e-05,1.389279584275625e-05,7.074336608578083e-09,2.2594618453045507e-05
1952,2.2322421240720098e-05,1.4541581939348752e-05,6.757822428633225e-09,2.2322421240720098e-05
1953,2.209577412161577e-05,1.477887430415389e-05,7.1045332791389424e-09,2.209577412161577e-05
1954,2.1745291503196184e-05,1.543046047507752e-05,9.925186577370532e-09,2.1745291503196184e-05
1955,2.1599076717393473e-05,1.549860618459726e-05,1.0221584213963654e-08,2.1599076717393473e-05
1956,2.1319645384210162e-05,1.5575669229812255e-05,9.98806592988899e-09,2.1319645384210162e-05
1957,2.049859098666015e-05,1.5845298288955485e-05,1.0140683975074743e-08,2.049859098666015e-05
1958,2.0078438735384096e-05,1.6032474377425388e-05,1.0432566176023426e-08,2.0078438735384096e-05
1959,1.9556809482829912e-05,1.586841634499641e-05,1.0891977605556998e-08,1.9556809482829912e-05
1960,1.925597669989137e-05,1.588936148826698e-05,1.0970524044751073e-08,1.925597669989137e-05
1961,1.9006584157718214e-05,1.548573384622744e-05,7.645663657740442e-09,1.9006584157718214e-05
1962,1.8642573455248828e-05,1.5355566314870623e-05,7.804268025474975e-09,1.8642573455248828e-05
1963,1.863895860359272e-05,1.5324388836493847e-05,7.89586142500655e-09,1.863895860359272e-05
1964,1.8698705129541588e-05,1.5334625849001376e-05,7.954795108336806e-09,1.8698705129541588e-05
1965,1.8701762071162064e-05,1.5074287408164569e-05,7.951563534598044e-09,1.8701762071162064e-05
1966,1.8466276482545902e-05,1.4946451171584027e-05,7.711800531495783e-09,1.8466276482545902e-05
1967,1.841353904248016e-05,1.4863946229784883e-05,7.532767869784201e-09,1.841353904248016e-05
1968,1.820628105113948e-05,1.4986547804645462e-05,8.28425677263616e-09,1.820628105113948e-05
1969,1.7998939126430612e-05,1.499288815206715e-05,8.664056075754648e-09,1.7998939126430612e-05
1970,1.783405631223494e-05,1.4724262785291233e-05,9.174390770892517e-09,1.783405631223494e-05
1971,1.7626378654053303e-05,1.457715630489734e-05,9.804518720711388e-09,1.7626378654053303e-05
1972,1.7170137912866528e-05,1.4482483233483176e-05,1.1683855280101137e-08,1.7170137912866528e-05
1973,1.6949684192825642e-05,1.424267624575545e-05,1.2396849895830136e-08,1.6949684192825642e-05
1974,1.6587274720742634e-05,1.4129665682308509e-05,1.3090468899333376e-08,1.6587274720742634e-05
1975,1.660360482804078e-05,1.4083533122694852e-05,1.4252882429843794e-08,1.660360482804078e-05
1976,1.6442460037069395e-05,1.403700311389652e-05,1.5255466350489703e-08,1.6442460037069395e-05
1977,1.6382475483364294e-05,1.4188859885117771e-05,1.7360481814015268e-08,1.6382475483364294e-05
1978,1.630794525096592e-05,1.4212744905047917e-05,2.018224343203201e-08,1.630794525096592e-05
1979,1.6241803418129814e-05,1.4316490705823526e-05,2.0281986883625384e-08,1.6241803418129814e-05
1980,1.631206344297555e-05,1.4640105031763337e-05,2.282044077515723e-08,1.631206344297555e-05
1981,1.623819168474126e-05,1.4976949777129838e-05,2.3841832635136077e-08,1.623819168474126e-05
1982,1.6124016058581348e-05,1.5165282093221322e-05,2.407170158440814e-08,1.6124016058581348e-05
1983,1.6160078562929163e-05,1.5539210445630098e-05,2.7460328614178512e-08,1.6160078562929163e-05
1984,1.6172386105089182e-05,1.5729909526791224e-05,2.7194315370999382e-08,1.6172386105089182e-05
1985,1.6152189346030354e-05,1.623209508189965e-05,2.7360296631481366e-08,1.6152189346030354e-05
1986,1.641622215434576e-05,1.6520242622521308e-05,2.982665517744668e-08,1.641622215434576e-05
1987,1.64796994275613e-05,1.6609516023891047e-05,2.74675738661959e-08,1.64796994275613e-05
1988,1.665400772513489e-05,1.648989668215758e-05,2.675723160499339e-08,1.665400772513489e-05
1989,1.678588055905753e-05,1.638583775534893e-05,2.6407057619946628e-08,1.678588055905753e-05
1990,1.6844962634162846e-05,1.6236352946309906e-05,2.2113895984229463e-08,1.6844962634162846e-05
1991,1.6900379965331274e-05,1.6252089803206866e-05,2.141835382068231e-08,1.6900379965331274e-05
1992,1.6944838664910223e-05,1.606442778471059e-05,1.81089474844092e-08,1.6944838664910223e-05
1993,1.6908238779121477e-05,1.6113608840636777e-05,1.3785136587785018e-08,1.6908238779121477e-05
1994,1.704314620708049e-05,1.614390436900846e-05,1.3578972866769488e-08,1.704314620708049e-05
1995,1.7291343413359884e-05,1.7119010018567288e-05,1.2639036484074495e-08,1.7291343413359884e-05
1996,1.7522624278041932e-05,1.7406762188849306e-05,1.427587013681984e-08,1.7522624278041932e-05
1997,1.7938735254574567e-05,1.7557779886244263e-05,1.4321814210761983e-08,1.7938735254574567e-05
1998,1.8171716094782043e-05,1.7660719614858473e-05,1.3045317714954763e-08,1.8171716094782043e-05
1999,1.8350014735395754e-05,1.7479750957655987e-05,1.343318269318518e-08,1.8350014735395754e-05
2000,1.8646855096449144e-05,1.7251348773632863e-05,1.4033902801762516e-08,1.8646855096449144e-05
2001,1.888481632964353e-05,1.7078773193393966e-05,1.3794435308308754e-08,1.888481632964353e-05
2002,1.9146502901483992e-05,1.6182258540149113e-05,1.5092069308561155e-08,1.9146502901483992e-05
2003,1.9525244039998923e-05,1.5955470319438193e-05,1.2831500306731414e-08,1.9525244039998923e-05
2004,1.9724124285858124e-05,1.5646407518943306e-05,1.2179140680095607e-08,1.9724124285858124e-05
2005,2.0426384383296992e-05,1.5304394634897888e-05,1.2212566767390496e-08,2.0426384383296992e-05
2006,2.1075837399361524e-05,1.5064988344550199e-05,1.1212978165023709e-08,2.1075837399361524e-05
2007,2.2083796596104677e-05,1.4803474836558703e-05,1.051012489737348e-08,2.2083796596104677e-05
2008,2.268054309492332e-05,1.435073928795256e-05,9.606417122094107e-09,2.268054309492332e-05
2009,2.271059721741559e-05,1.3594092446770187e-05,7.734781259927104e-09,2.271059721741559e-05
2010,2.2732649605521666e-05,1.2865572898590472e-05,7.648955437287798e-09,2.2732649605521666e-05
2011,2.2974665885807815e-05,1.2331467717428626e-05,7.472448628119212e-09,2.2974665885807815e-05
2012,2.2860079947609586e-05,1.1744774773043381e-05,7.661840368505019e-09,2.2860079947609586e-05
2013,2.2677875157179577e-05,1.1288848587095604e-05,9.642938193975072e-09,2.2677875157179577e-05
2014,2.223996878975803e-05,1.09102148988833e-05,9.697551396824013e-09,2.223996878975803e-05
2015,2.2384123699989038e-05,1.0804404545134666e-05,1.0720791238887678e-08,2.2384123699989038e-05
2016,2.30929914063641e-05,1.0804792119805435e-05,1.1683925128989716e-08,2.30929914063641e-05
2017,2.3409766678620752e-05,1.0835278165662507e-05,1.1486726754957507e-08,2.3409766678620752e-05
2018,2.3573075304739176e-05,1.0818348710017744e-05,1.2568692575598562e-08,2.3573075304739176e-05
2019,2.3759616851748433e-05,1.0940981383100734e-05,1.2944819438587274e-08,2.3759616851748433e-05
