ngram,basis,bais,bssis,basisi
1903,6.204011983105115e-05,1.3375500326365649e-08,8.593503765728729e-10,6.314197934350777e-10
1904,6.410584943036415e-05,1.3090552388104828e-08,8.375662544476573e-10,6.866657084206703e-10
1905,6.659390731199113e-05,1.3010052210152675e-08,8.388565873675345e-10,8.195951933005168e-10
1906,6.955020320934377e-05,1.2669340116693612e-08,8.280609055587109e-10,7.5955563267576e-10
1907,7.221602676768921e-05,1.209237928837378e-08,8.514888397545154e-10,8.630753017031217e-10
1908,7.5789588403755e-05,1.1556054525994699e-08,7.658809221742859e-10,1.1410521416621577e-09
1909,7.91052942596642e-05,1.0113856799672964e-08,6.729467935276798e-10,1.0825545935867963e-09
1910,8.340463682543486e-05,1.0165530893248485e-08,7.288247148652869e-10,1.2094672168545222e-09
1911,8.741779518978936e-05,1.0274390988789556e-08,7.837079160236523e-10,1.2382703513352006e-09
1912,9.165273513644934e-05,1.037491070832175e-08,8.507819290340787e-10,1.1088006544669936e-09
1913,9.633797994216106e-05,1.0121485237237136e-08,9.3170116859704e-10,1.4495165861256559e-09
1914,0.0001013598874643711,9.98656839763206e-09,9.313980142700018e-10,1.3614134343674168e-09
1915,0.0001072953236871399,1.0006556979850042e-08,1.022162981240931e-09,1.3189235497408041e-09
1916,0.00011440247284813918,1.0099924452333653e-08,1.1665257172919853e-09,1.4331825567584895e-09
1917,0.00012049730763205193,1.0289767260474036e-08,1.1826017466885575e-09,1.4360602231176601e-09
1918,0.00012689948925981298,1.02337617745109e-08,1.1590712516757711e-09,1.5407449760473924e-09
1919,0.00013267230159336968,1.0554071902138925e-08,1.2562195093680982e-09,1.6809271831595497e-09
1920,0.00013610604219138622,1.11363243706007e-08,1.252450254618509e-09,1.51799618113608e-09
1921,0.000140397936255405,1.1127469358638921e-08,1.3176831054855548e-09,1.7676365450723453e-09
1922,0.00014327426158290888,1.0540225390899747e-08,1.25490105608504e-09,1.7947063835066501e-09
1923,0.00014392359090769396,1.0295167448707128e-08,1.284159144100881e-09,1.85406820055586e-09
1924,0.00014507586352660188,9.411150081461983e-09,1.3607856270374847e-09,1.7422683058170613e-09
1925,0.00014654064268272902,9.295915656285355e-09,1.3636392332776787e-09,1.6588404697489727e-09
1926,0.00014792248007974455,9.130293346767563e-09,1.4288572705975104e-09,1.6410838957600253e-09
1927,0.00015133172772558673,8.962823499254163e-09,1.5625078691223442e-09,1.5914376403993101e-09
1928,0.0001540846112350534,8.531147851645723e-09,1.6850594253270401e-09,2.052430344726527e-09
1929,0.0001584250816709495,9.692506543400116e-09,1.9424553870146202e-09,2.1177504432629793e-09
1930,0.00016434496293576167,9.83957366378669e-09,1.8629592471849523e-09,2.1743912622821225e-09
1931,0.00016916785638646355,9.959064430274469e-09,2.1171711209585655e-09,2.4702002824180826e-09
1932,0.0001724888092472351,9.831846067446089e-09,2.3580700725389647e-09,2.380093788723059e-09
1933,0.00017726878286339343,9.663358240581082e-09,2.5931604006958408e-09,2.3596127750126682e-09
1934,0.00017979115156257258,9.691793272687782e-09,2.4326392487696224e-09,2.357719257923512e-09
1935,0.00018272022966162434,1.289113260583008e-08,2.4021967748311113e-09,1.9371669030781344e-09
1936,0.00018569143971295228,1.2324387859458902e-08,2.341319693677235e-09,1.7881917058204522e-09
1937,0.0001881993916218302,1.2038771757261202e-08,2.3975945356064746e-09,1.6410023340185376e-09
1938,0.00019186532881576568,1.188577439644892e-08,2.3994691313232254e-09,1.5520387039050627e-09
1939,0.00019711290536049222,1.160354929601632e-08,2.4456263998067537e-09,1.7549432542095035e-09
1940,0.00020133464672004005,1.1299462889167801e-08,2.534446145016237e-09,2.013343650527791e-09
1941,0.00020642314172749008,1.1097443916189117e-08,2.670313906502234e-09,2.187011349796819e-09
1942,0.00021123496532839323,8.278844974642295e-09,2.82976838786705e-09,2.431932829719382e-09
1943,0.0002134319386511509,7.696938261351046e-09,3.008617482131675e-09,2.4376076554081092e-09
1944,0.00021641832842890705,8.02172480821436e-09,3.236033948742342e-09,2.7323513769011195e-09
1945,0.00021764302177221647,8.55934136266358e-09,3.073581738328406e-09,2.6155140751628535e-09
1946,0.0002185334139669846,9.259832900454512e-09,2.97299946565894e-09,2.722286190121841e-09
1947,0.00021735660474015667,9.839534139847013e-09,2.626193484900341e-09,2.497125823579844e-09
1948,0.00021777705738453994,1.023347704988607e-08,2.71998636312633e-09,2.5081830104919536e-09
1949,0.00021651071853869195,1.1003906230655502e-08,2.7138017547453532e-09,2.0895558299522624e-09
1950,0.00021699846963331635,1.2676809316555397e-08,2.4787082545226926e-09,2.0904489092136e-09
1951,0.00021694428661638604,1.3622497035165842e-08,2.5505454256550107e-09,1.8147550287902651e-09
1952,0.00021857271869001643,1.464580253899125e-08,2.5891106401689156e-09,1.8623200600690178e-09
1953,0.00021958506632862345,1.493559853571469e-08,2.7122775454151746e-09,1.8268768561416744e-09
1954,0.00022161732028637613,1.5322568737628573e-08,2.719087050755726e-09,1.7506726703229803e-09
1955,0.00022269315793112452,1.5396501978110725e-08,2.7104548446946606e-09,1.669569197179247e-09
1956,0.00022493469753369157,1.5362495275894616e-08,2.5376547529987192e-09,1.8021953770589301e-09
1957,0.00022582291733540063,1.5888029178004866e-08,2.683086863797257e-09,1.7309841496678961e-09
1958,0.0002263790603527533,1.5321855403474923e-08,2.6249407726806696e-09,1.7942347449054603e-09
1959,0.00022560356176524823,1.5183512986587696e-08,2.429229024285868e-09,1.8187360982326238e-09
1960,0.000224714693363889,1.4821125406326376e-08,2.3291270658175124e-09,1.6535665376642734e-09
1961,0.00022435752699883387,1.5773091658185682e-08,2.395725760630439e-09,1.5886703619294451e-09
1962,0.0002241660258732736,1.6152513104827904e-08,2.4704281953447094e-09,1.6644317590852609e-09
1963,0.00022378329802969738,1.66910715090499e-08,2.8844341994270296e-09,1.8823476031850005e-09
1964,0.00022342724384673472,1.6319280783859214e-08,6.279312546121827e-09,1.932518613388469e-09
1965,0.00022128797926208272,1.706524445564485e-08,6.3114282213204225e-09,1.95276145253942e-09
1966,0.00022018880866068815,1.7753425903980054e-08,6.649516397822757e-09,1.9392068665144026e-09
1967,0.0002208113666191431,1.914416041565963e-08,6.783087964328567e-09,2.015708909310275e-09
1968,0.00022096278969131942,1.839254374199787e-08,7.0758947907328155e-09,2.1133111927085224e-09
1969,0.00022223503869359514,1.88453169260226e-08,7.143599489722874e-09,2.09084424377234e-09
1970,0.00022348850740984614,1.9255350330078206e-08,7.652886578414706e-09,1.8519305930045756e-09
1971,0.00022577003151777068,2.1488455459461875e-08,4.412750482479006e-09,1.9046181615982913e-09
1972,0.00023020662982682033,2.2130569884585124e-08,4.68394618329577e-09,1.952962474278357e-09
1973,0.0002338791507229741,2.2170718086808198e-08,4.916277765839741e-09,1.9626334684425775e-09
1974,0.00023674937048261718,2.2692790376968982e-08,5.186143863562214e-09,1.9831528958696207e-09
1975,0.00023901101667433977,2.3465831182940226e-08,5.527481298070061e-09,1.9563673538312644e-09
1976,0.0002392384340055287,2.420705794544834e-08,5.903568047114862e-09,1.88326930240988e-09
1977,0.00023874883273882524,2.444624490140411e-08,5.553687985683707e-09,1.7923064778356336e-09
1978,0.00023640542972965965,2.2256534900780674e-08,6.093744556575789e-09,1.7114578325967094e-09
1979,0.000233777507673949,2.2609731230107044e-08,5.903908917304079e-09,1.5435849265443835e-09
1980,0.00023094874008425644,2.2786157468804698e-08,5.528953866169266e-09,1.5306495753415155e-09
1981,0.00022655359810284738,2.2311243646251048e-08,5.3653249462318595e-09,1.4672688302448072e-09
1982,0.00022192562339893942,2.207843964794977e-08,5.011958467296804e-09,1.4949856907975345e-09
1983,0.00021815246353591128,2.1481184577152945e-08,4.8485298315930385e-09,1.5277854695635744e-09
1984,0.000214690448566606,2.1719400119682826e-08,4.483545249353174e-09,1.5015119941048332e-09
1985,0.00021228478622755835,2.1011772639261446e-08,3.847713227399043e-09,1.538089956985646e-09
1986,0.00020820665979824428,2.03042601145041e-08,3.757496440976687e-09,1.5897011484966583e-09
1987,0.0002043838966138927,1.937388611444086e-08,3.7825767597508636e-09,1.5473835229024807e-09
1988,0.00020125344703306576,1.855527718776427e-08,3.4286550582811922e-09,1.4585145313716907e-09
1989,0.00019939144632579492,1.8585970096296478e-08,3.002611905143583e-09,1.342601863019155e-09
1990,0.00019690014388678328,1.8484935994576646e-08,2.447328086217583e-09,1.2018583826568984e-09
1991,0.0001948046951188839,1.6957296773106075e-08,2.1928946436489127e-09,1.1150699252837626e-09
1992,0.00019248825057210133,1.7027752160661943e-08,1.923399423857981e-09,1.1007710140223788e-09
1993,0.0001907140062290377,1.6441778224621625e-08,1.5152280858592754e-09,1.0025502729580994e-09
1994,0.00018945615114976784,1.7855498159389882e-08,1.3090739286220859e-09,1.0295357978838483e-09
1995,0.00018781086172176792,1.786655598071515e-08,1.1995157882844459e-09,1.2049655955565746e-09
1996,0.00018546007673389146,1.7319739293546784e-08,1.124596336689519e-09,1.3695210838398403e-09
1997,0.0001825562649173662,1.708729361179654e-08,1.071982439323652e-09,1.4089475776555916e-09
1998,0.00017950484055160944,1.7683987607597373e-08,9.757386327485002e-10,1.4879370037666563e-09
1999,0.00017664994395870184,1.8057295087763644e-08,8.636109684521744e-10,1.4677931330681864e-09
2000,0.00017386819776480218,1.7661246814222002e-08,8.280508025291868e-10,1.518006403118071e-09
2001,0.00016961381230170706,1.5704523522889043e-08,6.836642085783495e-10,1.5084382473265885e-09
2002,0.00016569693148734847,1.4941029873633786e-08,5.85077165287424e-10,1.465933660175064e-09
2003,0.00016161716484930366,1.4611194032454478e-08,4.544607646555272e-10,1.3703226490032909e-09
2004,0.00015788341157271394,1.3548810708284366e-08,3.9411160842764813e-10,1.3138174754472637e-09
2005,0.00015322224395017007,1.2632010104596247e-08,3.266234108575564e-10,1.2125851671968795e-09
2006,0.00014671252159002637,1.1117159383543042e-08,2.7211429786043265e-10,1.0793839155809337e-09
2007,0.0001396950860258325,1.0550057716329775e-08,2.099798752533807e-10,9.6153062496234e-10
2008,0.00013278247934067622,9.868352167176551e-09,1.804368940967154e-10,7.699446278954168e-10
2009,0.00012700777110044977,9.510434281371057e-09,1.3211990876338398e-10,5.454434780822431e-10
2010,0.00012188820151745208,8.502091411851812e-09,1.483324262030461e-10,4.3147525433503576e-10
2011,0.00011544153780310548,1.797367695946913e-08,1.2814624212955016e-10,3.2933188715793856e-10
2012,0.0001095067138001988,1.7259092440927556e-08,6.852311823116582e-11,2.398972052754443e-10
2013,0.00010636295337462798,1.733658664245955e-08,7.407859147529855e-11,2.100400250551867e-10
2014,0.00010239528325785483,1.670992436483435e-08,6.871143039464757e-11,2.0849732654656553e-10
2015,9.880033862178348e-05,1.7280491133269445e-08,5.297778337052885e-11,2.0376461430858329e-10
2016,9.488450658474383e-05,1.7618504052511038e-08,5.297778337052885e-11,1.8309215255030153e-10
2017,9.182675057672895e-05,1.9432511525844614e-08,1.882150280537361e-11,1.4196432918112123e-10
2018,9.045577317010612e-05,8.292502950979497e-09,2.258580336644833e-11,1.5085912796752866e-10
2019,8.958554462878965e-05,8.842434340294858e-09,2.8232254208060414e-11,1.885739099594108e-10
