ngram,basis,bais,bssis,basisi
1571,1.969196299406966e-05,0.0,0.0,0.0
1572,1.969196299406966e-05,0.0,0.0,0.0
1573,1.3335690320153454e-05,0.0,0.0,0.0
1574,1.3335690320153454e-05,0.0,0.0,0.0
1575,1.0394608969883329e-05,0.0,0.0,0.0
1576,4.611621924206182e-06,0.0,0.0,0.0
1577,1.4817525555242486e-05,0.0,0.0,0.0
1578,1.2847500101997866e-05,0.0,0.0,0.0
1579,1.608127399777004e-05,0.0,0.0,0.0
1580,1.4822864646443382e-05,0.0,0.0,0.0
1581,1.4822864646443382e-05,0.0,0.0,0.0
1582,1.4822864646443382e-05,0.0,0.0,0.0
1583,2.858049301071982e-05,0.0,0.0,0.0
1584,1.837458937968352e-05,0.0,0.0,0.0
1585,1.827019933183952e-05,0.0,0.0,0.0
1586,1.9349788512304906e-05,0.0,0.0,0.0
1587,1.9695868071981488e-05,0.0,0.0,0.0
1588,1.9695868071981488e-05,0.0,0.0,0.0
1589,2.735165354092065e-05,0.0,0.0,0.0
1590,1.3212615580674278e-05,0.0,0.0,0.0
1591,1.4545282835700033e-05,2.6653346399793267e-07,0.0,0.0
1592,1.416784665967238e-05,2.6653346399793267e-07,0.0,0.0
1593,1.00777603100661e-05,2.6653346399793267e-07,0.0,0.0
1594,1.0905101849597745e-05,2.6653346399793267e-07,0.0,0.0
1595,1.1806696030752001e-05,2.6653346399793267e-07,0.0,0.0
1596,1.2357221489115286e-05,2.6653346399793267e-07,0.0,0.0
1597,1.4016387792383154e-05,2.6653346399793267e-07,0.0,0.0
1598,6.045634855971522e-05,0.0,0.0,0.0
1599,7.28370192908707e-05,1.1791114827376856e-07,0.0,0.0
1600,7.730001016170718e-05,1.1791114827376856e-07,0.0,0.0
1601,7.651723678593823e-05,1.1791114827376856e-07,0.0,0.0
1602,7.759925626617457e-05,1.1791114827376856e-07,0.0,0.0
1603,6.939294533887213e-05,1.1791114827376856e-07,0.0,0.0
1604,7.010842325273967e-05,1.1791114827376856e-07,0.0,0.0
1605,2.2673105896891294e-05,1.1791114827376856e-07,0.0,0.0
1606,1.790004547988896e-05,0.0,0.0,0.0
1607,1.321377788242119e-05,0.0,0.0,0.0
1608,1.2823130158981907e-05,0.0,0.0,0.0
1609,1.140553844639466e-05,0.0,0.0,0.0
1610,1.140553844639466e-05,0.0,0.0,0.0
1611,1.9981117994965253e-05,1.0241227853059951e-07,0.0,0.0
1612,1.9643807328455815e-05,1.0241227853059951e-07,0.0,0.0
1613,1.2355817976380682e-05,1.0241227853059951e-07,0.0,0.0
1614,1.2355817976380682e-05,1.0241227853059951e-07,0.0,0.0
1615,1.3879590986627071e-05,1.0241227853059951e-07,0.0,0.0
1616,1.4394842602476793e-05,1.0241227853059951e-07,0.0,0.0
1617,1.4641925271722098e-05,1.0241227853059951e-07,0.0,0.0
1618,1.026210437820347e-05,0.0,0.0,9.847713857068032e-08
1619,1.026210437820347e-05,0.0,0.0,9.847713857068032e-08
1620,1.4777951280718429e-05,0.0,0.0,9.847713857068032e-08
1621,1.5670041242239157e-05,0.0,0.0,9.847713857068032e-08
1622,1.527184276385794e-05,0.0,0.0,9.847713857068032e-08
1623,1.5537640121822604e-05,0.0,0.0,9.847713857068032e-08
1624,3.8885043198076475e-05,0.0,0.0,9.847713857068032e-08
1625,3.262533592922929e-05,0.0,0.0,0.0
1626,3.308457956206569e-05,0.0,0.0,0.0
1627,2.8249111697472733e-05,0.0,0.0,0.0
1628,3.24669283275268e-05,0.0,0.0,0.0
1629,3.200158854659614e-05,0.0,0.0,0.0
1630,3.962441379761523e-05,0.0,0.0,0.0
1631,1.6086608038027146e-05,0.0,0.0,0.0
1632,1.58057179403061e-05,0.0,0.0,0.0
1633,1.548356710502828e-05,0.0,0.0,0.0
1634,2.3999420136533445e-05,0.0,0.0,0.0
1635,1.9301112128492344e-05,0.0,0.0,0.0
1636,2.0898832060213734e-05,0.0,0.0,0.0
1637,1.1928935886576905e-05,0.0,0.0,0.0
1638,1.234360117255814e-05,0.0,0.0,0.0
1639,1.5375874958018748e-05,0.0,0.0,0.0
1640,1.575282242681299e-05,0.0,0.0,0.0
1641,8.610577424406074e-06,0.0,0.0,0.0
1642,8.630778178745199e-06,0.0,0.0,0.0
1643,6.463145942754116e-06,0.0,0.0,0.0
1644,6.738130334075062e-06,0.0,0.0,0.0
1645,7.887640525236098e-06,0.0,0.0,0.0
1646,9.040315140802185e-06,0.0,0.0,0.0
1647,8.73436597917784e-06,0.0,0.0,0.0
1648,8.415290356619412e-06,0.0,0.0,0.0
1649,8.609313218650122e-06,0.0,0.0,0.0
1650,8.606831045199215e-06,0.0,0.0,0.0
1651,9.191848278078396e-06,0.0,0.0,0.0
1652,8.795763595311915e-06,0.0,0.0,0.0
1653,4.287185731755017e-06,0.0,0.0,0.0
1654,4.286510561866765e-06,0.0,0.0,0.0
1655,3.5224933705129454e-06,0.0,0.0,0.0
1656,4.165276477254208e-06,0.0,0.0,0.0
1657,4.689133691369664e-06,8.341329963254143e-08,0.0,0.0
1658,6.9924544244973475e-06,8.341329963254143e-08,0.0,0.0
1659,6.282358607937308e-06,8.341329963254143e-08,0.0,0.0
1660,6.697629666112854e-06,8.341329963254143e-08,0.0,0.0
1661,6.89332617704557e-06,8.341329963254143e-08,0.0,0.0
1662,6.968209683171673e-06,8.341329963254143e-08,0.0,0.0
1663,6.816419045208022e-06,8.341329963254143e-08,0.0,0.0
1664,7.1479930738860276e-06,0.0,0.0,0.0
1665,4.29331203122274e-06,0.0,0.0,0.0
1666,4.058275862917071e-06,0.0,0.0,0.0
1667,6.662109171884367e-06,0.0,0.0,0.0
1668,7.002801372176951e-06,0.0,0.0,0.0
1669,7.266438615260995e-06,0.0,0.0,0.0
1670,6.574764808777088e-06,0.0,0.0,0.0
1671,5.7879340634566944e-06,0.0,0.0,0.0
1672,5.823701176918153e-06,0.0,0.0,0.0
1673,5.816233949319992e-06,0.0,0.0,0.0
1674,3.8396926486581966e-06,0.0,0.0,0.0
1675,3.3017989997980683e-06,0.0,0.0,0.0
1676,2.930442097489764e-06,0.0,0.0,0.0
1677,2.60605983320212e-06,0.0,0.0,0.0
1678,2.6687233522742256e-06,0.0,0.0,0.0
1679,2.3935302319192227e-06,0.0,0.0,0.0
1680,2.465295324327599e-06,0.0,0.0,0.0
1681,2.4272764968762724e-06,0.0,0.0,0.0
1682,2.48345892422159e-06,0.0,0.0,0.0
1683,2.2257798621337443e-06,0.0,0.0,0.0
1684,3.5276571160076335e-06,0.0,0.0,0.0
1685,3.9753452938384726e-06,0.0,0.0,0.0
1686,4.2376804653291145e-06,0.0,0.0,0.0
1687,4.017344070104757e-06,0.0,0.0,0.0
1688,3.2059967095067677e-06,0.0,0.0,0.0
1689,3.1017591319531287e-06,0.0,0.0,0.0
1690,3.7664084402422304e-06,0.0,0.0,0.0
1691,2.3882386415152723e-06,0.0,0.0,0.0
1692,2.1474709675268448e-06,0.0,0.0,0.0
1693,2.0980812475305096e-06,0.0,0.0,0.0
1694,2.193950937875603e-06,0.0,0.0,0.0
1695,1.991721965006426e-06,0.0,0.0,0.0
1696,2.070055298223191e-06,0.0,0.0,0.0
1697,3.91075856295434e-06,0.0,0.0,0.0
1698,1.7441542906583762e-05,1.0371270572509924e-08,0.0,0.0
1699,1.7107004899636585e-05,1.0371270572509924e-08,0.0,0.0
1700,1.7214779729459095e-05,1.0371270572509924e-08,0.0,0.0
1701,1.7033976811425028e-05,2.00380299020253e-08,0.0,0.0
1702,1.8207160110250697e-05,2.00380299020253e-08,0.0,0.0
1703,1.9207586449608372e-05,2.00380299020253e-08,0.0,0.0
1704,1.6788851545308197e-05,2.00380299020253e-08,0.0,0.0
1705,4.534009406143014e-06,1.882456400283315e-08,0.0,0.0
1706,5.040593277629211e-06,1.882456400283315e-08,0.0,0.0
1707,4.760029769710984e-06,6.74343760514213e-08,0.0,0.0
1708,4.808175536449458e-06,5.776761672190592e-08,0.0,0.0
1709,3.4780220679359834e-06,5.776761672190592e-08,0.0,0.0
1710,2.9300074645886653e-06,5.776761672190592e-08,0.0,0.0
1711,2.853082124585983e-06,6.745994543929815e-08,0.0,0.0
1712,1.5961275465770086e-06,5.830214076598038e-08,0.0,0.0
1713,1.030510933982701e-06,5.830214076598038e-08,0.0,0.0
1714,2.7588880137890167e-06,9.692328717392229e-09,0.0,0.0
1715,2.7060422707693632e-06,9.692328717392229e-09,0.0,0.0
1716,2.9646956696589247e-06,9.692328717392229e-09,0.0,0.0
1717,2.3601502131701376e-06,9.692328717392229e-09,0.0,0.0
1718,2.6601281299625564e-06,0.0,0.0,0.0
1719,2.7088626442913925e-06,6.584871061120014e-09,0.0,0.0
1720,3.2200763046473313e-06,6.584871061120014e-09,0.0,0.0
1721,1.6889291763228748e-06,6.584871061120014e-09,0.0,0.0
1722,3.5636760295736688e-06,6.584871061120014e-09,0.0,0.0
1723,3.5783570605677336e-06,6.584871061120014e-09,0.0,0.0
1724,3.635203670780486e-06,6.584871061120014e-09,0.0,0.0
1725,3.4799454380975348e-06,1.3937824101211455e-08,0.0,0.0
1726,4.077607026634464e-06,7.352953040091441e-09,0.0,0.0
1727,3.917131396389907e-06,7.352953040091441e-09,0.0,0.0
1728,3.7530796817009104e-06,1.3832513039752875e-08,0.0,0.0
1729,1.9972932087901948e-06,1.3832513039752875e-08,0.0,0.0
1730,1.8765978861016005e-06,1.3832513039752875e-08,0.0,0.0
1731,2.536870868295539e-06,1.3832513039752875e-08,0.0,0.0
1732,2.7454532300907886e-06,6.479559999661433e-09,0.0,0.0
1733,3.200640906340725e-06,6.479559999661433e-09,0.0,0.0
1734,3.710428407950011e-06,6.479559999661433e-09,0.0,0.0
1735,4.0658314089471655e-06,0.0,0.0,0.0
1736,4.116859989673165e-06,0.0,0.0,0.0
1737,4.6170234944448955e-06,0.0,0.0,0.0
1738,4.6670799390215374e-06,0.0,0.0,0.0
1739,4.556097045289269e-06,0.0,0.0,0.0
1740,4.279583890820504e-06,0.0,0.0,0.0
1741,3.8619123837893965e-06,0.0,0.0,0.0
1742,3.7083371548110984e-06,0.0,0.0,0.0
1743,4.342312373799879e-06,0.0,0.0,0.0
1744,4.0847188529369305e-06,0.0,0.0,0.0
1745,4.287520580094549e-06,0.0,0.0,0.0
1746,4.886743194479745e-06,9.955954283213941e-09,0.0,0.0
1747,4.758547902383725e-06,1.4115106036375176e-08,0.0,0.0
1748,5.433395147390131e-06,2.867403330648293e-08,0.0,0.0
1749,5.7480693353032364e-06,2.867403330648293e-08,0.0,0.0
1750,6.249423092542981e-06,2.867403330648293e-08,0.0,0.0
1751,7.236020922261689e-06,3.224317194191631e-08,0.0,0.0
1752,7.293085933010193e-06,3.614176209103854e-08,0.0,0.0
1753,8.629620034688351e-06,3.121516023441018e-08,0.0,0.0
1754,8.960412612525812e-06,3.1240077191796445e-08,0.0,0.0
1755,9.436353138880804e-06,2.0534457689791452e-08,0.0,0.0
1756,1.0446809613183308e-05,2.0534457689791452e-08,0.0,0.0
1757,1.0285987303047608e-05,2.0534457689791452e-08,0.0,0.0
1758,9.922387237436072e-06,2.007290384702693e-08,0.0,0.0
1759,1.0460237847707634e-05,2.313190350378136e-08,0.0,0.0
1760,9.555248522831659e-06,1.810255107719578e-08,0.0,0.0
1761,1.135406370979451e-05,2.2245184488107432e-08,0.0,0.0
1762,1.0860017482627882e-05,2.3757040779059935e-08,0.0,0.0
1763,1.0524685746661686e-05,2.9434389909559807e-08,0.0,0.0
1764,1.09286357396091e-05,2.9434389909559807e-08,0.0,0.0
1765,1.1353482087932726e-05,3.22216219420365e-08,2.9474084125727782e-09,0.0
1766,1.1037745675171859e-05,2.8665084274491293e-08,2.9474084125727782e-09,0.0
1767,1.1029936233951179e-05,2.8665084274491293e-08,2.9474084125727782e-09,0.0
1768,1.1660286743010926e-05,3.106723234225228e-08,2.9474084125727782e-09,0.0
1769,1.2048320708605128e-05,2.570206828319702e-08,2.9474084125727782e-09,0.0
1770,1.3550938482304836e-05,2.867348390468903e-08,2.9474084125727782e-09,0.0
1771,1.3864029304906061e-05,3.1306127721921125e-08,2.9474084125727782e-09,0.0
1772,1.4538254617946222e-05,3.068347455479982e-08,0.0,0.0
1773,1.5081365225861581e-05,3.766318583992805e-08,0.0,0.0
1774,1.6174198208318558e-05,4.568057551271717e-08,0.0,0.0
1775,1.4600666613010357e-05,3.784041448438659e-08,0.0,0.0
1776,1.5122997215907422e-05,4.0552783987988864e-08,0.0,0.0
1777,1.466441335651325e-05,4.0658169656434695e-08,0.0,0.0
1778,1.4865892158663233e-05,4.080666953549488e-08,2.7811436962922797e-09,0.0
1779,1.5045239316740272e-05,3.809619159816131e-08,2.7811436962922797e-09,0.0
1780,1.558383259439974e-05,2.771542817470163e-08,2.7811436962922797e-09,0.0
1781,1.6050380249258262e-05,1.9698038501912507e-08,2.7811436962922797e-09,1.9125168750276445e-09
1782,1.6417720481903026e-05,1.89674828224692e-08,4.939277177738534e-09,1.9125168750276445e-09
1783,1.6356365969321424e-05,4.235030282018215e-08,4.939277177738534e-09,1.9125168750276445e-09
1784,1.6057080756581854e-05,3.526062451543664e-08,4.939277177738534e-09,1.9125168750276445e-09
1785,1.635168337088544e-05,3.571572561509941e-08,3.776255879423778e-09,1.9125168750276445e-09
1786,1.8854128938983195e-05,3.9854531484552676e-08,3.776255879423778e-09,1.9125168750276445e-09
1787,1.9119338113731438e-05,5.016766443536166e-08,3.776255879423778e-09,1.9125168750276445e-09
1788,1.8857589176539996e-05,5.5393872726889574e-08,3.776255879423778e-09,0.0
1789,1.9160168189305944e-05,5.90526633307117e-08,1.6181223979775235e-09,0.0
1790,1.9463935132080223e-05,3.7376867442365635e-08,1.6181223979775235e-09,0.0
1791,2.0155309227577944e-05,4.440012522723334e-08,1.6181223979775235e-09,0.0
1792,2.120263239443635e-05,4.4428666460102506e-08,1.0882620519022827e-09,0.0
1793,1.9402076629506026e-05,4.561635183871918e-08,3.0603062940924376e-09,0.0
1794,2.0151029665222658e-05,3.8297175462633145e-08,3.0603062940924376e-09,0.0
1795,2.0927397469807018e-05,4.220368867078962e-08,3.0603062940924376e-09,0.0
1796,2.168057757704186e-05,3.733492619823713e-08,3.0603062940924376e-09,0.0
1797,2.294299234303513e-05,3.4049379887030843e-08,3.0603062940924376e-09,0.0
1798,2.3305539798457175e-05,2.7676276698989407e-08,3.0603062940924376e-09,0.0
1799,2.361783715189501e-05,2.621379944857592e-08,1.972044242190155e-09,0.0
1800,2.33836227770163e-05,1.9972278117056215e-08,0.0,0.0
1801,2.3334942982598606e-05,1.8371342986560942e-08,4.643404708356716e-10,0.0
1802,2.3396039978251792e-05,1.0975128678885376e-08,4.643404708356716e-10,0.0
1803,2.3159203660075684e-05,1.3536966722175033e-08,4.643404708356716e-10,3.5099995925642295e-10
1804,2.3666442887458417e-05,1.4233584723553707e-08,4.643404708356716e-10,6.560775097800128e-10
1805,2.481515834265987e-05,1.4775410609299148e-08,4.643404708356716e-10,6.560775097800128e-10
1806,2.534838677092921e-05,1.4782952512908715e-08,4.643404708356716e-10,6.560775097800128e-10
1807,2.5508919861749746e-05,1.5228509120390754e-08,4.643404708356716e-10,6.560775097800128e-10
1808,2.4770473048972364e-05,1.524766674825579e-08,0.0,6.560775097800128e-10
1809,2.480340637183482e-05,1.477763321235313e-08,0.0,6.560775097800128e-10
1810,2.5099586439734723e-05,1.5408448992916745e-08,0.0,5.230152025755988e-10
1811,2.4886893048200625e-05,1.5921823098048142e-08,0.0,2.17937652052009e-10
1812,2.4114580550563653e-05,1.5452453031425e-08,0.0,2.17937652052009e-10
1813,2.261666070678205e-05,1.4806478709772364e-08,0.0,2.17937652052009e-10
1814,2.285091042202631e-05,1.522176416658892e-08,0.0,2.17937652052009e-10
1815,2.3633150184260948e-05,1.55478515141892e-08,0.0,6.042190716014164e-10
1816,2.3551453653323862e-05,1.5802759608821556e-08,0.0,7.943917904437317e-10
1817,2.323182291417782e-05,1.2861377106178549e-08,0.0,5.764541383917227e-10
1818,2.243273333338688e-05,1.105464228093719e-08,1.790348662973023e-10,1.292593603580932e-09
1819,2.191966268583201e-05,9.419046939232852e-09,1.790348662973023e-10,1.292593603580932e-09
1820,2.189595683635811e-05,9.581742954622996e-09,1.790348662973023e-10,1.4399905395074646e-09
1821,2.1364560130418147e-05,7.974125042815266e-09,1.790348662973023e-10,1.5685447940505526e-09
1822,2.0756776783465674e-05,8.107392154447065e-09,1.790348662973023e-10,1.1822633745011452e-09
1823,2.0620358814734834e-05,7.007398724770805e-09,1.790348662973023e-10,1.1325534240594744e-09
1824,2.064022919512354e-05,7.283285974324372e-09,1.790348662973023e-10,1.2666734407394488e-09
1825,2.068356297968421e-05,7.885732574866973e-09,0.0,5.505339755502397e-10
1826,2.1002253301308622e-05,7.608238356786906e-09,0.0,5.505339755502397e-10
1827,2.160400435968768e-05,9.73249595201001e-09,0.0,4.031370396237069e-10
1828,2.219153819688862e-05,9.935909238224992e-09,5.51646537973381e-10,2.74582785080619e-10
1829,3.2439399676929626e-05,9.469861212656788e-09,5.51646537973381e-10,4.854056204603044e-10
1830,3.2520915348348876e-05,1.0382736511819043e-08,5.51646537973381e-10,3.449428520596598e-10
1831,3.270933016860259e-05,1.0207941603113113e-08,5.51646537973381e-10,2.1082283537968546e-10
1832,3.308121839446747e-05,1.213377100382575e-08,5.51646537973381e-10,4.662712121168105e-10
1833,3.3202887737258736e-05,1.3061908507186866e-08,5.51646537973381e-10,4.662712121168105e-10
1834,3.333732222797282e-05,1.0773921310658352e-08,5.51646537973381e-10,4.662712121168105e-10
1835,3.335977453389205e-05,1.0089545231041695e-08,0.0,4.662712121168105e-10
1836,2.352148398391104e-05,1.0110222151534946e-08,0.0,4.0557073572549436e-10
1837,2.3362689587104667e-05,9.860138261430507e-09,0.0,4.830121461526663e-10
1838,2.3502853374728666e-05,1.0009802161751021e-08,0.0,5.593378934623924e-10
1839,2.321919081233708e-05,9.2178647254875e-09,0.0,3.038895167252674e-10
1840,2.302438250418553e-05,9.780969336046854e-09,7.558596605759606e-11,3.038895167252674e-10
1841,2.2762483110584852e-05,9.73776833771264e-09,2.1554118807236884e-10,3.038895167252674e-10
1842,2.2869558701391463e-05,1.1264945420919048e-08,2.1554118807236884e-10,3.038895167252674e-10
1843,2.310611125722062e-05,1.1215848059821707e-08,2.1554118807236884e-10,2.1934168766993674e-10
1844,2.3511486818149153e-05,1.1734456834793555e-08,4.826726161612425e-10,2.0868313426498323e-10
1845,2.4016262614168227e-05,1.1752520480610786e-08,4.826726161612425e-10,1.9909615226306902e-10
1846,2.478380208361029e-05,1.1044369355569676e-08,4.826726161612425e-10,1.9909615226306902e-10
1847,2.539063929621729e-05,1.0776087324058738e-08,5.889030533065157e-10,4.4151801262667535e-10
1848,2.6129721715863396e-05,1.1078325050967969e-08,5.036355063151429e-10,4.962056876500753e-10
1849,2.657582289040355e-05,1.0207021767476882e-08,5.036355063151429e-10,4.962056876500753e-10
1850,2.7245261922611723e-05,1.0254053986865789e-08,5.511054152711787e-10,4.306311577170366e-10
1851,2.7982932546625045e-05,1.0136980524829856e-08,3.304025822778048e-10,3.638483006948182e-10
1852,2.8262435340106356e-05,1.0286697969620815e-08,4.315257238842106e-10,3.9823267699341207e-10
1853,2.8335478158883882e-05,9.831370765108919e-09,6.245630877556505e-10,3.9823267699341207e-10
1854,2.8478476191854236e-05,8.942447480921243e-09,4.4274668455278135e-10,1.558108166298057e-10
1855,2.8854799373740597e-05,9.778143184036026e-09,4.4056075850943243e-10,2.0612663956650782e-10
1856,2.9403013156427604e-05,1.0343412919817346e-08,4.902595631049524e-10,2.558254441620278e-10
1857,2.938266801980457e-05,1.1374161105034578e-08,5.390581076752149e-10,3.03959670925177e-10
1858,2.938532088592183e-05,1.0752498764381763e-08,4.926295125797151e-10,3.03959670925177e-10
1859,2.945300262321585e-05,1.010939871497791e-08,5.133651480106392e-10,2.0283652931877124e-10
1860,2.979962586583237e-05,1.028033334650656e-08,3.813229930228955e-10,2.0283652931877124e-10
1861,3.0390824187114568e-05,1.0658523841300394e-08,5.507830263302387e-10,3.158098901437764e-10
1862,3.0478123465270202e-05,9.459595773364526e-09,6.65436091150186e-10,2.6652466345034043e-10
1863,3.0904565781903716e-05,9.347147437007867e-09,7.112130487715465e-10,2.1682585885482045e-10
1864,3.156975123731952e-05,8.91739215802545e-09,6.149445952452481e-10,1.6869163209167126e-10
1865,3.21935980796947e-05,1.0353120138972827e-08,7.033976972310135e-10,2.5714473407743657e-10
1866,3.3019048195066194e-05,1.0174563096804995e-08,6.700181600015145e-10,3.4562397388526733e-10
1867,3.338442339944387e-05,9.973975106143079e-09,7.386603233834015e-10,3.4562397388526733e-10
1868,3.36171241152832e-05,1.0714657795927808e-08,6.588236860822455e-10,3.6708571103462514e-10
1869,3.4241863821599896e-05,1.1595719115068245e-08,6.104265267862072e-10,3.509533259243065e-10
1870,3.445174765407241e-05,1.1081781968260072e-08,7.683695267348054e-10,3.509533259243065e-10
1871,3.525507833858553e-05,9.989941191739554e-09,8.49521651437511e-10,4.3210545062701197e-10
1872,3.549960300525916e-05,9.00061523724714e-09,8.839236802821964e-10,3.8460405891806357e-10
1873,3.5641736238695944e-05,9.179520889444705e-09,8.734619456290155e-10,5.301773425043471e-10
1874,3.642359713142339e-05,9.291430862796396e-09,7.83565288050728e-10,6.096587718789387e-10
1875,3.708222876801821e-05,8.969129058503507e-09,7.340569223896714e-10,5.955687649399672e-10
1876,3.74407838015551e-05,8.256044102340963e-09,7.302952171566496e-10,6.326468476076335e-10
1877,3.766147606906348e-05,8.500629216407723e-09,5.467798000083743e-10,6.326468476076335e-10
1878,3.7949257343175956e-05,9.635645360970914e-09,4.6562767530566873e-10,5.877800825425185e-10
1879,3.839955752482638e-05,1.0489847149638568e-08,4.82427800089066e-10,6.864836278795496e-10
1880,3.870178677191559e-05,1.1783809483745245e-08,6.017303917043343e-10,4.5243110448543536e-10
1881,3.929970521962137e-05,1.220143338745824e-08,6.566864671090197e-10,4.992120566133756e-10
1882,3.9694302748622636e-05,1.2055263327275562e-08,6.489810157526778e-10,4.760956985792677e-10
1883,4.0959011260253775e-05,1.2274158070876443e-08,6.303529484100575e-10,3.9943172975525394e-10
1884,4.187137684701676e-05,1.2419399603962639e-08,6.519823213059692e-10,4.299426370479864e-10
1885,4.24693467461371e-05,1.2237647086164673e-08,8.261219922430943e-10,4.807271128789584e-10
1886,4.334695716222216e-05,1.1700718869990721e-08,7.968212002916277e-10,5.617807845898731e-10
1887,4.459438059711829e-05,1.13382815517379e-08,7.100369776263144e-10,6.170487216421756e-10
1888,4.529995931079611e-05,1.099756983892673e-08,6.96348712818968e-10,4.907863401396436e-10
1889,4.641070232277603e-05,1.0926196201767522e-08,7.424518222443055e-10,4.4589939677105607e-10
1890,4.713833134571489e-05,1.178258570076553e-08,8.231537753010189e-10,4.711950869167631e-10
1891,4.872360815560179e-05,1.2145832530206592e-08,7.828311610058591e-10,4.662892314330083e-10
1892,4.982681795289474e-05,1.2236818669464355e-08,8.558788876035704e-10,4.9157730465575e-10
1893,5.102417084604635e-05,1.3030566213347226e-08,8.377711183512762e-10,2.939300509335092e-10
1894,5.19420526481034e-05,1.2780705382908764e-08,8.818776542351969e-10,3.9330452386973237e-10
1895,5.3043082776379637e-05,1.386157588711967e-08,9.067251671712739e-10,4.568181468021594e-10
1896,5.354282309001844e-05,1.3773006988872436e-08,8.669733304283206e-10,5.013784863473956e-10
1897,5.423151950318632e-05,1.3198737468046926e-08,8.385175371510606e-10,5.318130618421029e-10
1898,5.490291940597152e-05,1.283896608076215e-08,8.774982724573427e-10,6.324751892851564e-10
1899,5.5880036338099413e-05,1.242786292924133e-08,7.031665012162997e-10,6.111868134610938e-10
1900,5.698775203200057e-05,1.2048365353020278e-08,7.193434340254815e-10,6.604075580047513e-10
1901,5.8062294556293637e-05,1.2533568215035627e-08,7.189312082164382e-10,5.571752067659982e-10
1902,5.9650018166783934e-05,1.3127891789516916e-08,8.02476363137572e-10,6.48626196404172e-10
