ngram,writing,wrting,writng,writting
1552,7.781649843049568e-05,0.0,0.0,0.0
1553,7.362090556333507e-05,0.0,0.0,0.0
1554,6.706662315991707e-05,0.0,0.0,0.0
1555,5.8498616583944696e-05,0.0,0.0,0.0
1556,5.590151977230562e-05,0.0,0.0,0.0
1557,2.8343888516246807e-05,0.0,0.0,0.0
1558,2.7187576701440514e-05,0.0,0.0,0.0
1559,3.561658442257405e-05,0.0,0.0,0.0
1560,4.817991183309849e-05,0.0,0.0,0.0
1561,4.817991183309849e-05,0.0,0.0,0.0
1562,4.337203180122222e-05,0.0,0.0,0.0
1563,0.00012552692455106547,0.0,0.0,0.00013002181159598486
1564,0.00012552692455106547,0.0,0.0,0.00013002181159598486
1565,0.00011689986526367388,0.0,0.0,0.00013508081506837958
1566,0.00011247998450666532,0.0,0.0,0.00013508081506837958
1567,0.0001012814517317955,0.0,0.0,0.00013508081506837958
1568,0.0001012814517317955,0.0,0.0,0.00013508081506837958
1569,0.0001072230943464092,0.0,0.0,0.00013508081506837958
1570,2.5538337597806405e-05,0.0,0.0,5.059003472394709e-06
1571,3.53457443062715e-05,0.0,0.0,5.059003472394709e-06
1572,2.8319381401940647e-05,0.0,0.0,0.0
1573,3.203038327878208e-05,0.0,0.0,0.0
1574,3.447856956232239e-05,0.0,0.0,0.0
1575,4.0764967837146416e-05,0.0,0.0,0.0
1576,7.313116306509723e-05,0.0,0.0,0.0
1577,7.417162669298705e-05,0.0,0.0,0.0
1578,8.339635600610304e-05,0.0,0.0,0.0
1579,8.58437966339157e-05,0.0,0.0,0.0
1580,0.00010423193868648793,0.0,0.0,0.0
1581,0.00011821817861346062,0.0,0.0,0.0
1582,0.00011779751964370786,0.0,0.0,0.0
1583,8.62183980124038e-05,0.0,0.0,0.0
1584,9.265803808895206e-05,0.0,0.0,0.0
1585,8.136334352976908e-05,0.0,0.0,3.774361760276536e-07
1586,8.186831681606626e-05,0.0,0.0,3.774361760276536e-07
1587,6.149863942742481e-05,0.0,0.0,3.774361760276536e-07
1588,5.039447673230565e-05,0.0,0.0,3.774361760276536e-07
1589,6.0960666555079766e-05,0.0,0.0,7.508891225630318e-07
1590,6.437100039745149e-05,0.0,0.0,7.508891225630318e-07
1591,5.9644419837111074e-05,0.0,0.0,1.0174225865609645e-06
1592,6.0264583485799707e-05,0.0,0.0,6.399864105333108e-07
1593,6.260045847739093e-05,0.0,0.0,6.399864105333108e-07
1594,5.845288874947333e-05,0.0,0.0,1.1428811766173958e-06
1595,6.438014939444006e-05,0.0,0.0,1.5936782671945236e-06
1596,4.9000311394463226e-05,0.0,0.0,1.2202253206591455e-06
1597,4.370374478769788e-05,0.0,0.0,1.2202253206591455e-06
1598,5.2753618287429814e-05,0.0,0.0,9.536918566612127e-07
1599,5.948864015538545e-05,0.0,0.0,9.536918566612127e-07
1600,6.458171953584366e-05,0.0,0.0,9.536918566612127e-07
1601,6.778406649183515e-05,0.0,0.0,4.5079709057712793e-07
1602,6.184339365842919e-05,0.0,0.0,1.0440071816576944e-07
1603,6.65608438014585e-05,0.0,0.0,1.0440071816576944e-07
1604,7.07426869277177e-05,0.0,0.0,1.0440071816576944e-07
1605,6.687297718599439e-05,0.0,0.0,1.0440071816576944e-07
1606,5.7305877687343e-05,0.0,0.0,6.649614761045086e-07
1607,5.007014572454084e-05,0.0,0.0,6.649614761045086e-07
1608,4.746187031352227e-05,0.0,0.0,8.646390727205601e-07
1609,4.6251769942630616e-05,0.0,0.0,7.602383545547906e-07
1610,4.494291767644297e-05,0.0,0.0,7.602383545547906e-07
1611,4.472604736552707e-05,0.0,0.0,9.650629116159898e-07
1612,3.7164353281176386e-05,0.0,0.0,9.650629116159898e-07
1613,4.1866696587281437e-05,0.0,0.0,7.241231157552517e-07
1614,4.5211070755613036e-05,0.0,0.0,1.0537328632511032e-06
1615,4.665834239858668e-05,0.0,0.0,8.540552666350518e-07
1616,5.3080806797619774e-05,0.0,0.0,8.540552666350518e-07
1617,5.331468829743764e-05,0.0,0.0,8.540552666350518e-07
1618,5.799859952406093e-05,0.0,0.0,6.492307095738527e-07
1619,6.410554384014436e-05,0.0,0.0,6.492307095738527e-07
1620,6.636929798073002e-05,0.0,0.0,4.3034866134153814e-07
1621,6.547141830586562e-05,0.0,0.0,4.575749049503689e-07
1622,7.392119161003003e-05,0.0,0.0,4.575749049503689e-07
1623,7.118726404899332e-05,0.0,0.0,7.269890959703064e-07
1624,7.276464540544631e-05,0.0,0.0,7.269890959703064e-07
1625,6.384183611122094e-05,0.0,0.0,7.269890959703064e-07
1626,6.434789403491388e-05,0.0,0.0,7.269890959703064e-07
1627,6.0483921385769334e-05,0.0,0.0,6.262501821246198e-07
1628,6.48660866967735e-05,0.0,0.0,2.6941419101993755e-07
1629,5.924697169185882e-05,0.0,0.0,2.6941419101993755e-07
1630,6.466297002459344e-05,0.0,0.0,0.0
1631,6.706305586184109e-05,0.0,0.0,0.0
1632,7.633004393678025e-05,0.0,0.0,0.0
1633,8.442226473042476e-05,0.0,0.0,0.0
1634,8.36933748879736e-05,0.0,0.0,0.0
1635,8.085904326955122e-05,0.0,0.0,0.0
1636,7.461161684269817e-05,0.0,0.0,8.684440899742185e-08
1637,6.427882336928243e-05,7.316012735308114e-08,0.0,8.684440899742185e-08
1638,6.806376768508926e-05,7.316012735308114e-08,0.0,2.215144832007354e-07
1639,6.014635904908313e-05,7.316012735308114e-08,0.0,2.215144832007354e-07
1640,4.777326129052588e-05,7.316012735308114e-08,0.0,3.243225380953975e-07
1641,4.8116147029629375e-05,7.316012735308114e-08,0.0,3.243225380953975e-07
1642,4.526537954266782e-05,7.316012735308114e-08,0.0,3.243225380953975e-07
1643,5.2553886364746306e-05,7.316012735308114e-08,0.0,2.3747812909797566e-07
1644,5.8760006140801124e-05,0.0,0.0,2.3747812909797566e-07
1645,5.165675845221683e-05,0.0,0.0,1.028080548946621e-07
1646,5.3797693908563815e-05,0.0,0.0,1.028080548946621e-07
1647,5.988307332570132e-05,0.0,0.0,2.080911047284774e-07
1648,6.039862949234832e-05,0.0,0.0,2.080911047284774e-07
1649,7.241311738783094e-05,0.0,0.0,3.645466547043595e-07
1650,6.907732105381521e-05,0.0,0.0,3.645466547043595e-07
1651,6.817393191990309e-05,0.0,0.0,4.0754673591436585e-07
1652,7.066986446651364e-05,0.0,0.0,4.0754673591436585e-07
1653,7.293727321666665e-05,0.0,0.0,4.82922514168292e-07
1654,6.861034229846805e-05,0.0,0.0,4.4076415406379965e-07
1655,6.758084314891935e-05,0.0,0.0,4.4076415406379965e-07
1656,6.210990406024004e-05,0.0,0.0,3.7492326652812024e-07
1657,6.070325460833763e-05,0.0,0.0,3.7492326652812024e-07
1658,6.188036318885029e-05,0.0,0.0,3.3192318531811385e-07
1659,6.216899419086985e-05,0.0,0.0,4.2842473898677523e-07
1660,6.226523640050021e-05,0.0,0.0,3.530489607328491e-07
1661,6.475701905271438e-05,0.0,0.0,1.8711621610886402e-07
1662,6.84784738820911e-05,0.0,0.0,2.2771607583698434e-07
1663,6.71938962893494e-05,0.0,0.0,1.3710141339678167e-07
1664,7.194942528648036e-05,0.0,0.0,1.3710141339678167e-07
1665,7.185237856382238e-05,0.0,0.0,1.811930303574627e-07
1666,7.134422464462529e-05,0.0,0.0,1.24639874294579e-07
1667,6.971607841218688e-05,0.0,0.0,1.5709219017675684e-07
1668,6.860125722596422e-05,0.0,0.0,1.5709219017675684e-07
1669,6.520974784507416e-05,0.0,0.0,2.063546052763091e-07
1670,5.945641013178309e-05,0.0,0.0,2.063546052763091e-07
1671,5.893252871049169e-05,0.0,0.0,2.4546479794805366e-07
1672,5.435819704351681e-05,0.0,0.0,2.0137318098737263e-07
1673,5.5066400299048314e-05,0.0,0.0,1.61424783381595e-07
1674,5.456710641738027e-05,0.0,0.0,1.6150299180545907e-07
1675,5.2810481325390614e-05,0.0,0.0,4.0173248854508916e-07
1676,5.201079069852962e-05,0.0,0.0,3.118702137174166e-07
1677,5.124121889821254e-05,0.0,0.0,3.118702137174166e-07
1678,4.77333679944942e-05,0.0,0.0,3.922714496086753e-07
1679,4.8418576625408605e-05,0.0,0.0,3.922714496086753e-07
1680,4.58909484482969e-05,0.0,0.0,3.922714496086753e-07
1681,4.303299543348008e-05,0.0,0.0,3.5974092530263337e-07
1682,4.3265618712341946e-05,0.0,0.0,1.5983349450315082e-07
1683,4.315744081395678e-05,0.0,0.0,1.5983349450315082e-07
1684,4.269857007394811e-05,0.0,0.0,2.474982352396182e-07
1685,4.259877615757952e-05,2.0205831674502406e-08,0.0,1.2798680667661495e-07
1686,4.2244166252203286e-05,2.0205831674502406e-08,0.0,1.2798680667661495e-07
1687,4.088305701900806e-05,2.0205831674502406e-08,0.0,1.2798680667661495e-07
1688,4.038443356486303e-05,2.0205831674502406e-08,0.0,1.7457838501806172e-07
1689,3.967242446378805e-05,2.0205831674502406e-08,0.0,1.3425631907791414e-07
1690,3.7632133691139256e-05,2.0205831674502406e-08,0.0,1.5502660996194857e-07
1691,3.824610394076444e-05,2.0205831674502406e-08,0.0,6.736186922548118e-08
1692,3.6248843701157186e-05,0.0,0.0,6.736186922548118e-08
1693,3.632484263757111e-05,0.0,0.0,1.6141545294041342e-07
1694,3.8313018324385795e-05,0.0,0.0,1.8580100353509416e-07
1695,3.8320981340283265e-05,0.0,0.0,1.3920942519364742e-07
1696,3.9315878633975186e-05,0.0,0.0,1.3920942519364742e-07
1697,4.1972245526267216e-05,0.0,0.0,1.1843913430961298e-07
1698,4.3671166557552556e-05,0.0,0.0,1.4955294602714275e-07
1699,4.53296052000951e-05,0.0,0.0,1.4955294602714275e-07
1700,4.399241359871147e-05,0.0,0.0,6.849721501112072e-08
1701,4.228167329399314e-05,0.0,0.0,5.377842374595535e-08
1702,4.045114448152682e-05,0.0,0.0,5.377842374595535e-08
1703,3.954212739440014e-05,0.0,0.0,6.481963359712089e-08
1704,3.686938803834242e-05,0.0,0.0,6.481963359712089e-08
1705,3.7630295212563525e-05,0.0,0.0,8.865265194961986e-08
1706,3.544127866916824e-05,0.0,0.0,8.865265194961986e-08
1707,3.526617287466901e-05,0.0,0.0,9.995970527500373e-08
1708,3.595045901810019e-05,0.0,0.0,9.029294594548836e-08
1709,3.709117299877107e-05,1.2025016157427411e-08,0.0,9.029294594548836e-08
1710,3.738235578306818e-05,1.2025016157427411e-08,0.0,7.925173609432282e-08
1711,3.7998018732261176e-05,1.2025016157427411e-08,0.0,7.925173609432282e-08
1712,3.487321581425411e-05,1.2025016157427411e-08,0.0,3.5168325902239824e-08
1713,3.4737042369670235e-05,1.2025016157427411e-08,0.0,3.5168325902239824e-08
1714,3.433750914285026e-05,1.2025016157427411e-08,0.0,3.000664098148523e-08
1715,3.371553326100444e-05,1.2025016157427411e-08,0.0,3.000664098148523e-08
1716,3.348768353004873e-05,0.0,0.0,3.000664098148523e-08
1717,3.319224690910362e-05,0.0,0.0,3.764804645811637e-08
1718,3.4505238155751226e-05,0.0,0.0,3.764804645811637e-08
1719,3.4703797479908515e-05,0.0,0.0,3.995436870241065e-08
1720,3.7833900153470624e-05,0.0,0.0,3.995436870241065e-08
1721,4.2003642842506193e-05,0.0,0.0,7.337149605340138e-08
1722,4.461731545494071e-05,0.0,0.0,7.337149605340138e-08
1723,4.776386413141154e-05,0.0,0.0,7.337149605340138e-08
1724,4.79748253253222e-05,0.0,0.0,6.573009057677024e-08
1725,4.985747831856965e-05,0.0,0.0,7.308304361686169e-08
1726,5.166836542360086e-05,0.0,0.0,5.991330149462166e-08
1727,5.227861869830771e-05,0.0,0.0,6.675601734887745e-08
1728,5.1486862503224984e-05,0.0,0.0,1.4195668894347234e-08
1729,4.955099055743111e-05,0.0,0.0,1.4195668894347234e-08
1730,4.8201901206214514e-05,0.0,0.0,1.4195668894347234e-08
1731,4.916238425981386e-05,0.0,0.0,2.1162408460538373e-08
1732,4.808737139683217e-05,0.0,0.0,1.3809455420446933e-08
1733,4.8317798895628327e-05,0.0,7.024769591420668e-09,4.1908533786129606e-08
1734,4.920584095608709e-05,0.0,7.024769591420668e-09,4.5389281158999695e-08
1735,4.850489546827573e-05,0.0,7.024769591420668e-09,4.5389281158999695e-08
1736,4.93107654619962e-05,0.0,7.024769591420668e-09,6.192625586923636e-08
1737,5.101503172357168e-05,0.0,7.024769591420668e-09,1.1037765342994785e-07
1738,5.2813762262563356e-05,5.491816271582398e-09,1.2516585863003066e-08,1.034109138637567e-07
1739,5.2247449535311065e-05,5.491816271582398e-09,1.2516585863003066e-08,1.680292456285315e-07
1740,4.995712723549721e-05,5.491816271582398e-09,5.491816271582398e-09,1.4741744586948308e-07
1741,4.658639279244069e-05,5.491816271582398e-09,5.491816271582398e-09,1.430353334187982e-07
1742,4.431805479855809e-05,5.491816271582398e-09,5.491816271582398e-09,1.557900779809123e-07
1743,4.336155793030879e-05,5.491816271582398e-09,5.491816271582398e-09,1.5851589044554464e-07
1744,4.2442099844005755e-05,5.491816271582398e-09,5.491816271582398e-09,1.1006449288483314e-07
1745,4.0959728461790034e-05,0.0,0.0,1.1006449288483314e-07
1746,4.136769088550604e-05,0.0,0.0,8.526997825291411e-08
1747,4.35940117833005e-05,0.0,0.0,8.610100315260232e-08
1748,4.766171124564218e-05,0.0,0.0,8.379938419368824e-08
1749,5.4713136965541965e-05,0.0,0.0,7.599992000807885e-08
1750,5.967545491460312e-05,0.0,0.0,5.673713283320987e-08
1751,6.431053770938888e-05,0.0,0.0,7.458282575661152e-08
1752,6.73886487285407e-05,0.0,0.0,8.627859671150873e-08
1753,7.014846310734615e-05,0.0,0.0,5.148413200523854e-08
1754,7.416389312961005e-05,0.0,0.0,5.571803488432384e-08
1755,7.453377786857476e-05,0.0,0.0,6.749153413920794e-08
1756,7.137553101139409e-05,0.0,0.0,6.557172430429351e-08
1757,7.099637982069648e-05,0.0,3.045123264655558e-09,6.861684756894907e-08
1758,7.223629966444735e-05,3.1075847926688637e-09,3.045123264655558e-09,6.009390876978874e-08
1759,7.384640983738271e-05,3.1075847926688637e-09,3.045123264655558e-09,5.535572762076819e-08
1760,7.845491719698268e-05,3.1075847926688637e-09,8.367857264244906e-09,5.032637519418261e-08
1761,8.272861720927591e-05,3.1075847926688637e-09,8.367857264244906e-09,3.7774168808774837e-08
1762,8.928720282191145e-05,3.1075847926688637e-09,8.367857264244906e-09,2.5043519765891427e-08
1763,9.55064907819698e-05,5.946259357918799e-09,1.1206531829494842e-08,5.323346893451994e-08
1764,9.789508684272212e-05,5.946259357918799e-09,8.161408564839284e-09,5.862038473683892e-08
1765,9.653822468992854e-05,2.8386745652499356e-09,8.161408564839284e-09,4.929763061259759e-08
1766,9.495767361451206e-05,2.8386745652499356e-09,8.161408564839284e-09,4.574109294505238e-08
1767,9.145779352236007e-05,2.8386745652499356e-09,2.8386745652499356e-09,5.4574599823402943e-08
1768,8.911393420670979e-05,2.8386745652499356e-09,5.520887112554971e-09,7.335008663947714e-08
1769,8.365478840590055e-05,2.8386745652499356e-09,5.520887112554971e-09,7.06675046099495e-08
1770,7.849570517594527e-05,0.0,5.5651341313023295e-09,4.8090849651722626e-08
1771,7.847026842812608e-05,0.0,5.5651341313023295e-09,5.282202992467384e-08
1772,8.009949046286888e-05,2.6360818290121254e-09,5.5651341313023295e-09,7.127460348905451e-08
1773,8.571291359008424e-05,5.231272684877045e-09,5.5651341313023295e-09,8.603988784930802e-08
1774,8.7538397305512e-05,5.231272684877045e-09,5.5651341313023295e-09,7.987884411063209e-08
1775,8.977677082709436e-05,5.231272684877045e-09,5.771610744886857e-09,7.554680309900569e-08
1776,9.135419116189172e-05,7.943642188479316e-09,5.771610744886857e-09,8.097154210621024e-08
1777,9.812224639712699e-05,7.943642188479316e-09,2.8886891608895635e-09,1.102574318829446e-07
1778,9.880839622512992e-05,7.943642188479316e-09,2.8886891608895635e-09,1.1378107522830305e-07
1779,0.00010066161589098297,5.307560359467191e-09,2.8886891608895635e-09,1.0301355882599442e-07
1780,9.893560698921127e-05,2.712369503602271e-09,2.8886891608895635e-09,8.719636263825642e-08
1781,0.00010278518311679363,2.712369503602271e-09,6.713722910944853e-09,9.599900024121715e-08
1782,9.769742609933019e-05,2.712369503602271e-09,3.825033750055289e-09,8.371368791821559e-08
1783,9.69692794439782e-05,0.0,3.825033750055289e-09,7.828894891101104e-08
1784,9.472026639351887e-05,0.0,3.825033750055289e-09,4.3683238613669214e-08
1785,9.508355391777254e-05,0.0,3.825033750055289e-09,2.6996375928385012e-08
1786,8.915821568474971e-05,0.0,3.825033750055289e-09,2.1991515402370558e-08
1787,8.756874220645321e-05,0.0,3.825033750055289e-09,2.2220658329225832e-08
1788,8.076870394039101e-05,1.3065520728819786e-09,0.0,1.9891422096764344e-08
1789,8.372338197659701e-05,1.3065520728819786e-09,0.0,2.1223443066479116e-08
1790,8.438394641936091e-05,1.3065520728819786e-09,0.0,2.564283667944827e-08
1791,8.141867562829117e-05,1.3065520728819786e-09,0.0,2.4485824923203836e-08
1792,7.950266340880521e-05,2.3948141247842614e-09,0.0,2.8838873130812966e-08
1793,8.253797672555916e-05,3.3808362458793387e-09,0.0,3.0102764979135695e-08
1794,8.52794702430921e-05,4.378821813081199e-09,0.0,2.952045287583717e-08
1795,8.71283617535872e-05,3.0722697401992197e-09,0.0,2.4940949115505517e-08
1796,8.617388812126592e-05,3.0722697401992197e-09,0.0,2.3347117889776266e-08
1797,8.468504113677357e-05,4.206117041962086e-09,5.66923650881433e-10,2.3463113483858577e-08
1798,8.633097812500117e-05,4.784773720091704e-09,5.66923650881433e-10,2.2448494364977834e-08
1799,8.527754731143691e-05,4.297281260992999e-09,5.66923650881433e-10,1.929698534297586e-08
1800,8.339201407839678e-05,3.3112591398979217e-09,9.78587560191662e-10,1.741121634170538e-08
1801,7.895474742066913e-05,4.170635456038749e-09,1.4429280310273335e-09,2.516639468248221e-08
1802,7.665584208942684e-05,4.170635456038749e-09,1.4429280310273335e-09,2.537542874238495e-08
1803,7.681742031958752e-05,4.8726353745515945e-09,1.4429280310273335e-09,3.225410427631914e-08
1804,7.693372754147276e-05,4.348943173835908e-09,1.1810819306694903e-09,3.1989800649715305e-08
1805,7.531640689454175e-05,4.549319016738147e-09,1.1810819306694903e-09,3.7064747461710926e-08
1806,7.815806124459154e-05,4.207099525897564e-09,1.956732204837814e-09,4.8532162923363235e-08
1807,7.98343711981683e-05,4.416320753541925e-09,1.9635107508163075e-09,4.835683447319232e-08
1808,8.256207157890978e-05,2.558958870199238e-09,2.911349352073346e-09,4.8020212822003875e-08
1809,8.413332501991786e-05,2.739883685011689e-09,3.092274166885797e-09,4.686331424506664e-08
1810,8.336452239226284e-05,3.345509647090239e-09,3.092274166885797e-09,3.939594136629207e-08
1811,8.418876054098032e-05,4.141658191006822e-09,3.724732379671382e-09,4.1687606129008666e-08
1812,8.289920723265303e-05,3.840042188991382e-09,3.963440639179591e-09,4.118434444271608e-08
1813,8.35268126268472e-05,4.16343026721222e-09,3.3817697689794304e-09,3.588660733657077e-08
1814,8.407046282497634e-05,4.163167176076042e-09,3.79915985972344e-09,3.9854443935537024e-08
1815,8.299399321133803e-05,4.3563078858507456e-09,2.580121497405433e-09,3.5268433633867905e-08
1816,8.370192725643781e-05,4.3655557898806106e-09,2.3991966825929823e-09,3.564356441744719e-08
1817,8.451905159745365e-05,3.400625051394205e-09,2.913239395750468e-09,3.930501816081947e-08
1818,8.505023911961221e-05,2.1733562727277445e-09,1.9757036324412932e-09,3.793427870237208e-08
1819,8.683216791333897e-05,1.8462371948706797e-09,1.7369953729330844e-09,3.58124189351169e-08
1820,8.546183380531147e-05,1.2642990146868475e-09,1.8378098408179865e-09,3.5516254064711054e-08
1821,8.628555536103834e-05,1.0553408781786645e-09,1.3876400663446832e-09,4.200663512270759e-08
1822,8.55338595491568e-05,1.3612757746425279e-09,1.1944993565699796e-09,4.541286534122589e-08
1823,8.482622693658673e-05,1.311565824200857e-09,1.756350430172558e-09,4.816145146183512e-08
1824,8.464303287577682e-05,1.1029906987758409e-09,1.3764277336950466e-09,4.8959532555110334e-08
1825,8.256799836609778e-05,1.3038062375768179e-09,1.7562781387933261e-09,4.971851146657562e-08
1826,8.123122617169949e-05,1.272007039381557e-09,3.0597587638173505e-09,5.120679702486086e-08
1827,7.973349732180526e-05,1.4811482516665008e-09,3.0786767103917e-09,5.427509311825166e-08
1828,7.759175995098693e-05,1.4811482516665008e-09,2.6930139388322718e-09,5.042924148109965e-08
1829,7.70596691706617e-05,1.122621202347724e-09,3.255208166511433e-09,4.605957900797161e-08
1830,7.587987056467682e-05,1.3633766020910392e-09,2.7886616349448445e-09,5.3708351290181004e-08
1831,7.472729027670409e-05,2.1582031558712143e-09,2.8403309387010314e-09,6.131802139058046e-08
1832,7.537813404009544e-05,1.8635022096853096e-09,2.630779451427502e-09,6.056114873079618e-08
1833,7.610479847893917e-05,1.9924387536665986e-09,1.6572118756639854e-09,7.121907305166328e-08
1834,7.673917675024963e-05,1.949417928668952e-09,1.5096204445238674e-09,7.262109161639988e-08
1835,7.779906237764018e-05,2.033201329521006e-09,1.6771872462279752e-09,8.07986310239325e-08
1836,7.864348091451185e-05,2.26795865421181e-09,1.3401765570313679e-09,9.795067512641253e-08
1837,7.948841500495161e-05,2.0416233069221944e-09,1.244872014995378e-09,8.99873267964527e-08
1838,8.014131162781268e-05,1.1890024837717711e-09,1.4407114231776826e-09,8.248757867233638e-08
1839,8.063047113994668e-05,1.4827602161966119e-09,1.3461939420343428e-09,1.0093727047839301e-07
1840,8.051203933843811e-05,1.4620833274240193e-09,1.4697966891194118e-09,1.299308135368652e-07
1841,7.97454350894051e-05,1.3659405511441086e-09,2.2133852449281376e-09,1.3000172976213825e-07
1842,7.93188831136961e-05,1.5254189102341188e-09,2.3498956510817746e-09,1.326681438992442e-07
1843,7.913545414339751e-05,1.3468366184226405e-09,2.3214357023983366e-09,1.2765119957894706e-07
1844,7.976056076586246e-05,1.1919537975682966e-09,2.5885671304872103e-09,1.2469627108657733e-07
1845,7.980276963540487e-05,1.1823668155663825e-09,2.340415932484368e-09,1.3176650932272033e-07
1846,7.97384324999127e-05,8.686801238650637e-10,2.460295998675731e-09,1.378632481825142e-07
1847,7.955252866460276e-05,9.44949543216619e-10,2.3098075198544977e-09,9.875266471226496e-08
1848,7.977968925843015e-05,9.843472822560324e-10,1.6188492768520746e-09,9.369890209752287e-08
1849,7.913103244001312e-05,1.0097832213253254e-09,1.5297302155151522e-09,8.774073632724009e-08
1850,7.893571975208553e-05,9.554693663244812e-10,1.8551756321625946e-09,7.568055363346307e-08
1851,7.826364786264353e-05,1.0947551555760627e-09,1.8201871755861377e-09,7.949713446261545e-08
1852,7.7639109804295e-05,1.7358783497924334e-09,1.8383943573801226e-09,6.98363155241363e-08
1853,7.720125514814364e-05,1.8636952140279763e-09,2.463141674751463e-09,4.414955233146754e-08
1854,7.760923472233117e-05,1.7121734823583828e-09,2.3621217997466762e-09,4.4017947128541634e-08
1855,7.756564238141956e-05,1.760303379251736e-09,2.563385091493485e-09,4.312561507902046e-08
1856,7.794036771104272e-05,1.6904008986224589e-09,2.59692096398518e-09,3.50622421255561e-08
1857,7.776742651393371e-05,1.6923938441136345e-09,2.2672888645912182e-09,3.3914024858258274e-08
1858,7.808671424364937e-05,1.7835221077788788e-09,2.092749406308008e-09,3.1578637355827207e-08
1859,7.894658587507106e-05,1.1365895367733613e-09,1.941064693898399e-09,3.079024019874461e-08
1860,7.9583352739324e-05,1.1875330084367063e-09,1.3036415003053747e-09,2.887128783665308e-08
1861,7.943683262315712e-05,1.2619741442319666e-09,1.6100141894285054e-09,3.26304004768677e-08
1862,7.962688687257469e-05,1.2159054398251458e-09,1.5243098251880939e-09,3.07490540965968e-08
1863,7.92580924878296e-05,1.494489024597304e-09,1.4667673306093372e-09,2.939352634306098e-08
1864,7.87829516671731e-05,1.6797521944817667e-09,1.3684206664635719e-09,3.098158758112797e-08
1865,7.856083850908493e-05,1.5377912435507061e-09,1.3550437042272483e-09,3.027343455284738e-08
1866,7.862479209766857e-05,1.7422995744555335e-09,1.4877625639389942e-09,3.082786343660311e-08
1867,7.851256356973733e-05,1.671168568608193e-09,1.90975135705429e-09,3.5088475109595104e-08
1868,7.92737233236299e-05,1.8037154309829312e-09,1.580618017423977e-09,3.308415433675041e-08
1869,7.979315393770645e-05,1.7714506607622938e-09,1.4838236988319003e-09,3.5510296163871706e-08
1870,8.092168406749676e-05,1.4207812386907953e-09,1.7574732304380193e-09,3.404000332401276e-08
1871,8.203378508499424e-05,1.212843571605861e-09,1.90673935370914e-09,3.408294801943157e-08
1872,8.247105558569144e-05,1.2472456004505465e-09,2.231078203137774e-09,4.756929047492317e-08
1873,8.248739634707038e-05,1.254869137173082e-09,2.29340310234757e-09,5.048509597673144e-08
