ngram,group,grup,grop,grooup
1547,1.921961094402442e-06,0.0,0.0,0.0
1548,2.4809589636528733e-05,0.0,0.0,0.0
1549,2.3304943299860626e-05,0.0,0.0,0.0
1550,4.599946376921642e-05,0.0,0.0,0.0
1551,4.5582149011482086e-05,0.0,0.0,0.0
1552,8.01954759351377e-05,0.0,0.0,0.0
1553,8.01954759351377e-05,0.0,0.0,0.0
1554,8.01954759351377e-05,0.0,0.0,0.0
1555,5.730784739301141e-05,0.0,0.0,0.0
1556,0.0002144801733915561,0.0,0.0,0.0
1557,0.0001917856529222003,0.0,0.0,0.0
1558,0.0002231598919024691,0.0,0.0,0.0
1559,0.00018854656497881348,0.0,0.0,0.0
1560,0.00018944394547101444,0.0,0.0,0.0
1561,0.00018944394547101444,0.0,0.0,0.0
1562,0.00018944394547101444,0.0,0.0,0.0
1563,3.318086289384935e-05,0.0,0.0,0.0
1564,3.318086289384935e-05,0.0,0.0,0.0
1565,1.8066239135805517e-06,0.0,0.0,0.0
1566,1.8066239135805517e-06,0.0,0.0,0.0
1567,9.092434213796099e-07,0.0,0.0,0.0
1568,9.092434213796099e-07,0.0,0.0,0.0
1569,1.4277939304260404e-05,0.0,0.0,0.0
1570,1.3368695882880794e-05,0.0,0.0,0.0
1571,3.0531657102983445e-05,0.0,0.0,0.0
1572,3.0531657102983445e-05,0.0,0.0,0.0
1573,3.0531657102983445e-05,0.0,0.0,0.0
1574,3.0531657102983445e-05,0.0,0.0,0.0
1575,3.0531657102983445e-05,0.0,0.0,0.0
1576,2.6176570307662977e-05,0.0,0.0,0.0
1577,5.4242805552868436e-05,0.0,0.0,0.0
1578,3.85253229718988e-05,0.0,0.0,0.0
1579,4.1112342192458785e-05,0.0,0.0,0.0
1580,4.1112342192458785e-05,0.0,0.0,0.0
1581,4.1112342192458785e-05,0.0,0.0,0.0
1582,4.1112342192458785e-05,0.0,0.0,0.0
1583,3.257935570997818e-05,0.0,0.0,0.0
1584,4.513120464772717e-06,0.0,0.0,0.0
1585,3.0676418256397094e-06,0.0,0.0,0.0
1586,1.918410297158906e-06,0.0,0.0,0.0
1587,1.918410297158906e-06,0.0,0.0,0.0
1588,1.918410297158906e-06,0.0,0.0,0.0
1589,4.345854514602772e-06,0.0,0.0,0.0
1590,4.125207559419712e-06,0.0,0.0,0.0
1591,5.7244083434073086e-06,0.0,0.0,0.0
1592,6.321380137056362e-06,0.0,0.0,0.0
1593,4.883592444977174e-06,0.0,0.0,0.0
1594,5.218855611539246e-06,0.0,0.0,0.0
1595,1.1980812035160073e-05,0.0,0.0,0.0
1596,1.2288804620246602e-05,0.0,0.0,0.0
1597,1.8808306419616982e-05,0.0,0.0,0.0
1598,2.857722188309708e-05,0.0,0.0,0.0
1599,3.2460873658887325e-05,0.0,0.0,0.0
1600,3.278039191302794e-05,0.0,0.0,0.0
1601,3.322642419334443e-05,0.0,0.0,0.0
1602,2.7926077856526327e-05,0.0,0.0,0.0
1603,2.5190641053995932e-05,0.0,0.0,0.0
1604,1.875170424422582e-05,0.0,0.0,0.0
1605,7.496024888301431e-06,0.0,1.1243689154330891e-07,0.0
1606,6.6990861325523706e-06,0.0,1.1243689154330891e-07,0.0
1607,7.872562028816382e-06,0.0,1.1243689154330891e-07,0.0
1608,7.889976968402021e-06,0.0,1.1243689154330891e-07,0.0
1609,6.617040859120087e-06,0.0,1.1243689154330891e-07,0.0
1610,6.617040859120087e-06,0.0,1.1243689154330891e-07,0.0
1611,1.231882441743437e-05,0.0,1.1243689154330891e-07,0.0
1612,1.2206387525891063e-05,0.0,0.0,0.0
1613,8.682513193239824e-06,0.0,0.0,0.0
1614,7.519128790331056e-06,0.0,0.0,0.0
1615,6.72041840386685e-06,0.0,0.0,0.0
1616,6.53174442634606e-06,0.0,0.0,0.0
1617,6.53174442634606e-06,0.0,0.0,0.0
1618,1.572668760932824e-06,0.0,0.0,0.0
1619,2.0228067601887493e-06,0.0,0.0,0.0
1620,3.1726021266617214e-06,0.0,0.0,0.0
1621,3.5566643613752343e-06,0.0,0.0,0.0
1622,1.6782165240718833e-05,0.0,0.0,0.0
1623,2.513400519481885e-05,0.0,0.0,0.0
1624,4.0813885107127135e-05,0.0,0.0,0.0
1625,3.973063657472916e-05,0.0,0.0,0.0
1626,4.0887851290400636e-05,0.0,0.0,0.0
1627,3.957824544288867e-05,0.0,0.0,0.0
1628,3.9716224624239006e-05,0.0,0.0,0.0
1629,2.649072374489541e-05,0.0,0.0,0.0
1630,7.903067872965559e-05,0.0,8.624899854632012e-08,0.0
1631,6.352083877508059e-05,0.0,8.624899854632012e-08,0.0
1632,6.352083877508059e-05,0.0,8.624899854632012e-08,0.0
1633,6.191348606015319e-05,0.0,8.624899854632012e-08,0.0
1634,6.870148521492021e-05,0.0,8.624899854632012e-08,0.0
1635,6.793215376481905e-05,0.0,8.624899854632012e-08,0.0
1636,6.793215376481905e-05,0.0,8.624899854632012e-08,0.0
1637,7.11351895331193e-06,0.0,0.0,0.0
1638,6.943478995578646e-06,0.0,0.0,0.0
1639,7.177089693349055e-06,0.0,0.0,0.0
1640,7.896746085732178e-06,0.0,0.0,0.0
1641,2.3629107610239382e-06,0.0,0.0,0.0
1642,2.3885408820335996e-06,0.0,0.0,0.0
1643,2.3885408820335996e-06,0.0,0.0,0.0
1644,3.3236569103272425e-06,0.0,0.0,0.0
1645,3.5201242342606875e-06,0.0,0.0,0.0
1646,2.7564469478745324e-05,0.0,0.0,0.0
1647,2.6844813086362202e-05,0.0,0.0,0.0
1648,2.5682347727849575e-05,0.0,0.0,0.0
1649,2.62002200932849e-05,0.0,0.0,0.0
1650,2.6551581186140538e-05,0.0,0.0,0.0
1651,2.6661307109472026e-05,0.0,0.0,0.0
1652,2.6743196778105422e-05,0.0,0.0,0.0
1653,2.4652408358503763e-06,0.0,0.0,0.0
1654,2.506724022006373e-06,0.0,0.0,0.0
1655,2.4731285951215147e-06,0.0,0.0,0.0
1656,1.8473063952179864e-06,0.0,0.0,0.0
1657,1.495945302362348e-06,0.0,0.0,0.0
1658,2.361721633243568e-06,0.0,0.0,0.0
1659,3.6595567678432417e-06,0.0,0.0,0.0
1660,3.6595567678432417e-06,0.0,0.0,0.0
1661,3.6180735816872456e-06,0.0,0.0,0.0
1662,3.6005703967540673e-06,0.0,0.0,0.0
1663,4.060435246953732e-06,0.0,0.0,0.0
1664,4.964403793954781e-06,0.0,0.0,0.0
1665,3.1129002309171483e-06,0.0,0.0,0.0
1666,1.5367081037506329e-06,0.0,0.0,0.0
1667,3.808370170840395e-06,0.0,0.0,0.0
1668,3.808370170840395e-06,0.0,0.0,0.0
1669,3.7677703111122744e-06,0.0,0.0,0.0
1670,3.5011513058894446e-06,0.0,0.0,0.0
1671,2.597182758888396e-06,0.0,0.0,0.0
1672,2.8093163401925788e-06,0.0,0.0,0.0
1673,2.8093163401925788e-06,0.0,0.0,0.0
1674,7.328374229993122e-07,0.0,0.0,0.0
1675,7.671559225335451e-07,0.0,3.431849953423287e-08,0.0
1676,8.959954535774679e-07,0.0,3.431849953423287e-08,0.0
1677,7.027496086006327e-07,0.0,3.431849953423287e-08,0.0
1678,7.027496086006327e-07,0.0,3.431849953423287e-08,0.0
1679,3.8141294973164417e-07,0.0,3.431849953423287e-08,0.0
1680,5.443303133948316e-07,0.0,3.431849953423287e-08,0.0
1681,4.3865055334078663e-07,0.0,3.431849953423287e-08,0.0
1682,9.89002022119426e-07,0.0,0.0,0.0
1683,8.601624910755033e-07,0.0,0.0,0.0
1684,1.5646281440240273e-05,0.0,0.0,0.0
1685,1.657574968508665e-05,0.0,0.0,0.0
1686,1.660793632903993e-05,0.0,0.0,0.0
1687,1.6486219055065832e-05,0.0,0.0,0.0
1688,1.714218091868653e-05,0.0,4.659157834144675e-08,0.0
1689,1.655751095037366e-05,0.0,4.659157834144675e-08,0.0
1690,1.6599051532141728e-05,0.0,4.659157834144675e-08,0.0
1691,1.8373986360334778e-06,0.0,4.659157834144675e-08,0.0
1692,9.079303911870998e-07,0.0,4.659157834144675e-08,0.0
1693,4.646166323547212e-06,0.0,4.659157834144675e-08,0.0
1694,4.6293517844528e-06,0.0,4.659157834144675e-08,0.0
1695,4.116488582894817e-06,0.0,0.0,0.0
1696,4.210964261476745e-06,0.0,0.0,0.0
1697,8.056026376022731e-06,0.0,0.0,0.0
1698,1.2957913733251708e-05,0.0,2.0742541145019848e-08,0.0
1699,1.2957913733251708e-05,0.0,2.0742541145019848e-08,0.0
1700,9.255404360633942e-06,0.0,2.0742541145019848e-08,0.0
1701,9.240685569368776e-06,0.0,2.0742541145019848e-08,0.0
1702,9.103964795745664e-06,0.0,2.0742541145019848e-08,0.0
1703,1.0036321628246827e-05,0.0,2.0742541145019848e-08,0.0
1704,6.149718931932771e-06,0.0,2.0742541145019848e-08,0.0
1705,1.891885249603677e-06,0.0,0.0,0.0
1706,2.301674425910148e-06,0.0,0.0,0.0
1707,4.325216301432582e-06,0.0,0.0,0.0
1708,4.334841276788991e-06,0.0,0.0,0.0
1709,4.2389599985069386e-06,0.0,0.0,0.0
1710,3.4187077752838898e-06,0.0,0.0,0.0
1711,3.4380924327186742e-06,0.0,0.0,0.0
1712,2.76957270476227e-06,0.0,0.0,0.0
1713,2.3597835284557992e-06,0.0,0.0,0.0
1714,5.232066022082498e-06,0.0,0.0,0.0
1715,5.2240966407371814e-06,0.0,0.0,0.0
1716,5.2860813478819835e-06,0.0,0.0,0.0
1717,5.087142465498573e-06,0.0,0.0,0.0
1718,5.083241320948316e-06,0.0,0.0,0.0
1719,5.089826192009436e-06,0.0,0.0,0.0
1720,5.126070704924197e-06,0.0,0.0,0.0
1721,3.05702466261794e-07,0.0,0.0,0.0
1722,7.734904881674863e-07,0.0,0.0,0.0
1723,7.794327205244502e-07,0.0,0.0,0.0
1724,1.188626606664554e-06,0.0,0.0,0.0
1725,1.1878489998602099e-06,0.0,0.0,0.0
1726,2.3885012804417523e-06,0.0,0.0,0.0
1727,2.372784915597289e-06,0.0,6.842715854255792e-09,0.0
1728,2.2646598531699576e-06,0.0,6.842715854255792e-09,0.0
1729,1.7982934313717384e-06,0.0,6.842715854255792e-09,0.0
1730,1.754916206258323e-06,0.0,6.842715854255792e-09,0.0
1731,1.3589811333401615e-06,0.0,6.842715854255792e-09,0.0
1732,2.0952980780261247e-06,0.0,6.842715854255792e-09,0.0
1733,1.1901260096790014e-06,0.0,6.842715854255792e-09,0.0
1734,1.4483313525001255e-06,0.0,0.0,0.0
1735,1.6551592787144337e-06,0.0,0.0,0.0
1736,1.653439975411532e-06,0.0,0.0,0.0
1737,1.6358118892461398e-06,0.0,0.0,0.0
1738,4.410246235002953e-06,0.0,0.0,0.0
1739,3.701225299071861e-06,0.0,0.0,0.0
1740,3.7959859743149797e-06,0.0,0.0,0.0
1741,3.5766659922030286e-06,0.0,0.0,0.0
1742,3.3816731215909257e-06,0.0,0.0,0.0
1743,3.784798382509637e-06,0.0,9.631393587434495e-09,0.0
1744,3.818053297014298e-06,0.0,9.631393587434495e-09,0.0
1745,1.0795229172799736e-06,0.0,9.631393587434495e-09,0.0
1746,1.1719263893285512e-06,0.0,9.631393587434495e-09,0.0
1747,8.957160316315691e-07,0.0,9.631393587434495e-09,0.0
1748,1.53513103181727e-06,0.0,9.631393587434495e-09,0.0
1749,1.6037277857451824e-06,0.0,9.631393587434495e-09,0.0
1750,2.3111466020964144e-06,0.0,0.0,0.0
1751,2.4958257987301683e-06,3.569138635433384e-09,0.0,0.0
1752,2.844475001698551e-06,3.569138635433384e-09,0.0,0.0
1753,3.384002850127997e-06,3.569138635433384e-09,5.029352426585579e-09,0.0
1754,3.4349342610896983e-06,3.569138635433384e-09,5.029352426585579e-09,0.0
1755,2.8902380628486365e-06,3.569138635433384e-09,5.029352426585579e-09,0.0
1756,3.4041163904216124e-06,3.569138635433384e-09,5.029352426585579e-09,0.0
1757,2.693639300689808e-06,3.569138635433384e-09,5.029352426585579e-09,0.0
1758,2.6490234859011252e-06,0.0,8.136937219254442e-09,0.0
1759,2.6471102988320387e-06,0.0,8.136937219254442e-09,0.0
1760,2.16745685780292e-06,0.0,5.768951792463537e-09,0.0
1761,2.49828776434567e-06,0.0,5.768951792463537e-09,0.0
1762,2.607048486424901e-06,0.0,5.768951792463537e-09,0.0
1763,2.485254445413635e-06,0.0,5.768951792463537e-09,0.0
1764,2.5351142767249257e-06,0.0,5.768951792463537e-09,0.0
1765,3.2390968596830916e-06,0.0,2.661366999794674e-09,0.0
1766,3.406933387850586e-06,0.0,2.661366999794674e-09,0.0
1767,3.6896629710879225e-06,0.0,2.9445022927835194e-09,0.0
1768,4.718828595936689e-06,0.0,2.9445022927835194e-09,0.0
1769,4.909828248855774e-06,0.0,2.9445022927835194e-09,0.0
1770,5.5725256191051035e-06,0.0,5.827423876780813e-09,0.0
1771,5.8803061619983055e-06,0.0,5.827423876780813e-09,0.0
1772,6.282491540332558e-06,0.0,5.827423876780813e-09,0.0
1773,6.775143057374018e-06,0.0,5.827423876780813e-09,0.0
1774,7.2147885085931714e-06,0.0,2.8829215839972935e-09,0.0
1775,6.376530564011773e-06,0.0,2.8829215839972935e-09,0.0
1776,7.002160925497135e-06,0.0,2.8829215839972935e-09,0.0
1777,6.570242541264244e-06,0.0,0.0,0.0
1778,6.285429533038821e-06,0.0,0.0,0.0
1779,5.447316652862355e-06,0.0,0.0,0.0
1780,5.0551425374578685e-06,0.0,0.0,0.0
1781,4.6644298501113165e-06,0.0,0.0,0.0
1782,5.117113362627736e-06,0.0,0.0,0.0
1783,4.7552080104651395e-06,0.0,0.0,0.0
1784,4.4596490949645935e-06,0.0,0.0,0.0
1785,4.634305923900683e-06,0.0,0.0,0.0
1786,6.028646144581476e-06,0.0,0.0,0.0
1787,6.149614137029857e-06,0.0,0.0,0.0
1788,6.262575977546346e-06,1.3065520728819786e-09,0.0,0.0
1789,5.928649670750019e-06,1.3065520728819786e-09,1.163384817053676e-09,0.0
1790,5.791077358350906e-06,1.3065520728819786e-09,2.2682332202959644e-09,0.0
1791,5.896243367585287e-06,1.3065520728819786e-09,2.2682332202959644e-09,0.0
1792,5.7317385134021085e-06,1.3065520728819786e-09,2.2682332202959644e-09,0.0
1793,4.701585502126753e-06,1.3065520728819786e-09,3.254255341391042e-09,0.0
1794,4.570427790895337e-06,1.3065520728819786e-09,6.24821191611399e-09,0.0
1795,4.847535754899062e-06,0.0,7.161484040705903e-09,0.0
1796,5.03675183998504e-06,0.0,5.998099223652227e-09,0.0
1797,6.037289624925636e-06,0.0,6.594021773054237e-09,0.0
1798,6.38439957713542e-06,0.0,8.329991870884409e-09,0.0
1799,6.855765345140494e-06,0.0,8.930761463687986e-09,0.0
1800,6.758343325990219e-06,0.0,8.356403251903138e-09,0.0
1801,6.833122889864691e-06,0.0,5.36244667718019e-09,0.0
1802,6.6590336505864145e-06,4.341267980022069e-10,4.883301350590484e-09,0.0
1803,6.744119803313099e-06,4.341267980022069e-10,6.989301042687706e-09,0.0
1804,6.0296518183479615e-06,4.341267980022069e-10,6.508840292137766e-09,0.0
1805,5.99474651608034e-06,6.938042997260498e-10,5.811580201202966e-09,0.0
1806,5.8895059607623675e-06,6.938042997260498e-10,5.727910812325376e-09,0.0
1807,6.007773923296814e-06,6.938042997260498e-10,5.525468130659508e-09,0.0
1808,6.010370335778654e-06,9.291674889817208e-10,5.525468130659508e-09,0.0
1809,5.832390278166193e-06,6.759655057919645e-10,5.2722661474697526e-09,0.0
1810,5.471995726631056e-06,8.939031578439735e-10,3.6021417594765482e-09,0.0
1811,5.503102264421094e-06,1.362671039498561e-09,2.616215498209483e-09,0.0
1812,5.738504959091577e-06,1.102993537774718e-09,1.5775054913141113e-09,0.0
1813,5.823376406104737e-06,1.4909523457110448e-09,1.6423434675719557e-09,0.0
1814,6.163139200257969e-06,1.4909523457110448e-09,1.6420803764357776e-09,0.0
1815,6.4888835627893315e-06,1.2555891564553739e-09,2.414643215534592e-09,0.0
1816,7.234850662436136e-06,1.455009779327554e-09,3.374754745496692e-09,0.0
1817,7.725810779187928e-06,1.5797672693805355e-09,3.4529221545501596e-09,0.0
1818,8.310818689746416e-06,1.110999387725948e-09,3.2185382137228657e-09,0.0
1819,8.86134674666599e-06,2.4636763422997935e-09,3.970025403659301e-09,0.0
1820,9.388332273374544e-06,2.3705114062165323e-09,3.682881095328534e-09,0.0
1821,9.889403437617667e-06,2.884728424388884e-09,3.731031467906527e-09,0.0
1822,1.0384604268308197e-05,4.8810308493431515e-09,3.457544235046279e-09,0.0
1823,1.0936107173620258e-05,5.343462053783046e-09,3.1592845323962545e-09,0.0
1824,1.1690224580109185e-05,7.146687178557645e-09,2.9134818525987173e-09,0.0
1825,1.1898076081706677e-05,9.045939235769701e-09,5.192584219747078e-09,0.0
1826,1.2489194887166377e-05,9.115241260206273e-09,5.0335882287707736e-09,0.0
1827,1.28195206343662e-05,9.029588600638152e-09,5.575359206057482e-09,0.0
1828,1.3451682467088436e-05,8.84635951793809e-09,5.4285800061520155e-09,0.0
1829,1.6231484940882573e-05,7.060879928363509e-09,5.21060151375303e-09,0.0
1830,1.696940840442299e-05,9.267848631390661e-09,4.844347565948124e-09,0.0
1831,1.7658512011361642e-05,8.794032216715867e-09,5.04058081781825e-09,0.0
1832,2.00969025172526e-05,8.682918812524015e-09,3.4426741219688903e-09,0.0
1833,2.0703704389494044e-05,7.2609398335135975e-09,3.345052496899521e-09,0.0
1834,2.180577420014223e-05,7.300979202159599e-09,3.006848809621638e-09,0.0
1835,2.2635798034441124e-05,7.137558068391416e-09,3.483003314335471e-09,0.0
1836,2.1112755868151517e-05,7.3020411146223245e-09,3.7273344728155115e-09,0.0
1837,2.1520469610030496e-05,6.110889556281458e-09,3.638018838561915e-09,0.0
1838,2.212898834841326e-05,4.8967402037953485e-09,4.089454552769212e-09,0.0
1839,2.2248672394198366e-05,3.714853044226426e-09,3.787166072807427e-09,0.0
1840,2.344028897433808e-05,4.0171969084568104e-09,4.501671955838203e-09,0.0
1841,2.3607227506415385e-05,3.907971549540637e-09,4.283221238005857e-09,0.0
1842,2.368138770439795e-05,4.044481955694274e-09,4.852230775905955e-09,0.0
1843,2.4080482294916044e-05,3.997048723748873e-09,5.3104204525819145e-09,0.0
1844,2.466474740815881e-05,2.4723692299793196e-09,5.457476248693638e-09,0.0
1845,2.4973161479075706e-05,2.2813697914918815e-09,6.276775163119705e-09,0.0
1846,2.3953746546924647e-05,1.7403387976764962e-09,6.680513983273581e-09,0.0
1847,2.3216156478156336e-05,1.98344414305472e-09,6.380220478925074e-09,0.0
1848,2.4389790529052595e-05,2.1169273040871114e-09,6.4284360691756e-09,0.0
1849,2.5180083477087984e-05,2.1352873160106e-09,5.5416404163923156e-09,0.0
1850,2.53489898958443e-05,2.0922341359419505e-09,5.222601208641566e-09,0.0
1851,2.584037351230758e-05,2.454748789158602e-09,7.566911161152997e-09,0.0
1852,2.6093095584656112e-05,4.665310586261993e-09,6.489003683591526e-09,0.0
1853,2.684464042041717e-05,5.80657363461309e-09,6.237210430677058e-09,0.0
1854,2.776509193479017e-05,6.4226671600157e-09,5.782645219807949e-09,0.0
1855,2.8030653473771444e-05,6.779249764729148e-09,6.032038424308439e-09,0.0
1856,2.851064709830098e-05,7.798680241271377e-09,6.508822814055293e-09,0.0
1857,2.9434539361058603e-05,7.898934585780028e-09,6.084915206626209e-09,0.0
1858,3.0043646932296853e-05,7.893747814132927e-09,3.609566994506557e-09,0.0
1859,3.1729249583025065e-05,6.7566774397676e-09,3.378772277835245e-09,0.0
1860,3.24434601809896e-05,7.258059740524101e-09,3.5188668169792793e-09,0.0
1861,3.273284320519971e-05,7.791117402027631e-09,4.250570340147419e-09,0.0
1862,3.314134768775797e-05,8.108307041660673e-09,4.230233845754177e-09,0.0
1863,3.323245774871404e-05,7.434769688785536e-09,4.391771486161084e-09,0.0
1864,3.383951324004946e-05,9.404452010792447e-09,4.669146688332912e-09,0.0
1865,3.376239380616296e-05,1.0261139113002367e-08,5.017773434851896e-09,0.0
1866,3.31658312851297e-05,9.318849216098459e-09,5.299101633683887e-09,0.0
1867,3.347875151251044e-05,8.302382686104742e-09,4.973853995338118e-09,0.0
1868,3.399413045761841e-05,7.504016233791536e-09,4.235750702566829e-09,0.0
1869,3.42510559546229e-05,7.111008004656583e-09,4.3515279950818405e-09,0.0
1870,3.5836678372496476e-05,6.611623502651907e-09,4.035818695109177e-09,0.0
1871,3.657379732300926e-05,4.662627997983496e-09,4.532173937730834e-09,0.0
1872,3.778477808477224e-05,3.5242158397912657e-09,4.967922200600177e-09,0.0
1873,3.9561881879178274e-05,5.037488109189374e-09,5.742420888006044e-09,0.0
1874,4.134166270627507e-05,5.140903100045843e-09,7.065831285148403e-09,0.0
1875,4.262854937613676e-05,4.726049519985866e-09,7.25955479856972e-09,0.0
1876,4.41879643143953e-05,4.593498946294159e-09,7.08491056298856e-09,0.0
1877,4.463427623185063e-05,5.228441552722935e-09,7.227585260441824e-09,0.0
1878,4.528698731779254e-05,5.185534509724984e-09,6.8300348234272084e-09,0.0
1879,4.582966929384773e-05,5.823431800270182e-09,7.842005521143034e-09,0.0
1880,4.610341368658867e-05,4.6355099758699225e-09,6.918746528076067e-09,0.0
1881,4.6268254664028063e-05,4.408876406815563e-09,6.1019075506659905e-09,3.156559537563299e-11
1882,4.726379380112381e-05,4.28400140758559e-09,6.8536790211380455e-09,3.156559537563299e-11
1883,4.71727066074631e-05,4.504802150354489e-09,7.126306275243419e-09,3.156559537563299e-11
1884,4.6693932485400834e-05,4.7382845266444716e-09,7.551735681232685e-09,3.156559537563299e-11
1885,4.712883206333832e-05,6.0878042924222035e-09,8.18288548032342e-09,3.156559537563299e-11
1886,4.816267392016016e-05,5.840459734888068e-09,6.535087518752139e-09,3.156559537563299e-11
1887,4.879109733987467e-05,5.531462240629789e-09,6.556327227156901e-09,3.156559537563299e-11
1888,4.9612097167742574e-05,5.476335512050972e-09,6.163104471212932e-09,0.0
1889,5.013952873663844e-05,5.7217607160201365e-09,5.606961149341925e-09,0.0
1890,5.136212244646491e-05,6.141727126873775e-09,5.746662923300505e-09,0.0
1891,5.3105797373323836e-05,5.974928044391195e-09,5.3810050066565344e-09,0.0
1892,5.4648780081022e-05,5.071531639089244e-09,5.1442252679834155e-09,0.0
1893,5.5600795479092214e-05,5.332298792991099e-09,5.0998097491015775e-09,0.0
1894,5.640530330960506e-05,6.110744957662664e-09,5.314800250693403e-09,0.0
1895,5.726342767177682e-05,6.253998398518336e-09,5.130977611043721e-09,0.0
1896,5.735673247337607e-05,6.369143561763784e-09,5.475714929100864e-09,0.0
1897,5.859004938559208e-05,5.752566708697568e-09,5.1409495073682726e-09,0.0
1898,5.9189995226915926e-05,5.332949161638924e-09,5.2310631382113115e-09,0.0
1899,6.020801135621566e-05,5.143245036214645e-09,4.966612073989804e-09,1.8213906573448314e-11
1900,6.136136393511801e-05,4.425749512902501e-09,5.145938215227781e-09,1.8213906573448314e-11
1901,6.213533405181286e-05,3.592664229604533e-09,4.899008373574329e-09,1.8213906573448314e-11
1902,6.302342444541864e-05,3.452905485344461e-09,5.4158240431994335e-09,1.8213906573448314e-11
1903,6.484704187771837e-05,3.341517253373029e-09,4.791488158620691e-09,1.8213906573448314e-11
1904,6.548701120274407e-05,3.3712873128065114e-09,4.738782160324766e-09,1.8213906573448314e-11
1905,6.729850740936984e-05,3.33199839148384e-09,4.480033264999049e-09,1.8213906573448314e-11
1906,6.828054132971115e-05,3.2092051238663544e-09,4.695192266725355e-09,0.0
1907,7.01771755952255e-05,3.481170938814314e-09,5.004721113723219e-09,0.0
1908,7.415616086551122e-05,3.889869981676952e-09,4.991600815224777e-09,0.0
1909,7.650074465865535e-05,3.6765034826048902e-09,4.833485897240816e-09,0.0
1910,7.984075844953103e-05,3.5253543576426895e-09,5.046953680373381e-09,0.0
1911,8.260087633971125e-05,3.622837395157928e-09,5.418367913076086e-09,1.3977931907176761e-11
1912,8.594377037037962e-05,3.600353031580588e-09,5.658093041712878e-09,1.3977931907176761e-11
1913,9.040344074102385e-05,3.790173571819164e-09,5.496847358240789e-09,1.3977931907176761e-11
1914,9.423375117226637e-05,4.285719525297184e-09,5.377624948518392e-09,1.3977931907176761e-11
1915,9.746016855517934e-05,3.788108334948756e-09,5.7030622763980836e-09,2.991665447117851e-11
1916,0.00010249886586929538,3.891326403961313e-09,6.438855290217102e-09,2.991665447117851e-11
1917,0.00010812222379692165,3.716102727123273e-09,6.407701353643753e-09,2.991665447117851e-11
1918,0.00011458644439699128,3.5312739716480176e-09,6.361547796477193e-09,3.0318961627021477e-11
1919,0.0001211817392946354,3.426207983991958e-09,6.349046114248072e-09,3.0318961627021477e-11
1920,0.00012745418436160044,3.041529409283531e-09,6.4532272224328475e-09,3.0318961627021477e-11
1921,0.0001345854439672881,2.3804618910970378e-09,6.560144110474247e-09,3.0318961627021477e-11
1922,0.0001414397660742647,2.713286040290086e-09,6.520597141599995e-09,1.4380239063019725e-11
1923,0.0001493738028719755,2.9698287955832417e-09,6.059355112902105e-09,1.4380239063019725e-11
1924,0.00015689357990465526,3.374316952837424e-09,6.6135123409440306e-09,1.4380239063019725e-11
1925,0.00016540237577698593,3.768226461023769e-09,6.846321541433196e-09,2.3005175145815062e-11
