ngram,wind,wnd,wind,wid
1594,4.90982338305912e-05,0.0,4.90982338305912e-05,5.969717936490529e-07
1595,5.456131800331475e-05,0.0,5.456131800331475e-05,1.0477688842261808e-06
1596,5.0666561427143666e-05,0.0,5.0666561427143666e-05,1.0477688842261808e-06
1597,4.6541014983501683e-05,0.0,4.6541014983501683e-05,1.0477688842261808e-06
1598,3.808685219805089e-05,0.0,3.808685219805089e-05,1.0920028005654916e-06
1599,3.731264093533225e-05,0.0,3.731264093533225e-05,4.950310069164386e-07
1600,3.338349753383747e-05,0.0,3.338349753383747e-05,6.015370916299747e-07
1601,3.873884075541615e-05,0.0,3.873884075541615e-05,6.015370916299747e-07
1602,4.190940580883762e-05,0.0,4.190940580883762e-05,1.507400010528467e-07
1603,4.290041241412317e-05,4.121101093395347e-07,4.290041241412317e-05,1.507400010528467e-07
1604,3.880388612742536e-05,4.121101093395347e-07,3.880388612742536e-05,1.507400010528467e-07
1605,3.9915615031662e-05,4.121101093395347e-07,3.9915615031662e-05,4.4381675122297436e-07
1606,8.136314032266714e-05,4.121101093395347e-07,8.136314032266714e-05,5.238968583398673e-07
1607,8.008697620555592e-05,4.121101093395347e-07,8.008697620555592e-05,4.1739077362633127e-07
1608,9.062694607564481e-05,4.121101093395347e-07,9.062694607564481e-05,4.1739077362633127e-07
1609,8.173144760803552e-05,4.121101093395347e-07,8.173144760803552e-05,4.1739077362633127e-07
1610,8.636612450832868e-05,0.0,8.636612450832868e-05,5.448390376321705e-07
1611,8.303107707823594e-05,0.0,8.303107707823594e-05,5.448390376321705e-07
1612,8.34880513918636e-05,0.0,8.34880513918636e-05,4.765290993548531e-07
1613,4.047839073401909e-05,0.0,4.047839073401909e-05,3.9644899223796007e-07
1614,5.1180957598262466e-05,0.0,5.1180957598262466e-05,3.9644899223796007e-07
1615,3.665687472675927e-05,0.0,3.665687472675927e-05,3.9644899223796007e-07
1616,3.37252245766909e-05,0.0,3.37252245766909e-05,3.9644899223796007e-07
1617,3.8559910275840335e-05,0.0,3.8559910275840335e-05,6.39624723979588e-07
1618,4.0395559543477635e-05,0.0,4.0395559543477635e-05,6.39624723979588e-07
1619,4.590672064555942e-05,0.0,4.590672064555942e-05,4.831584955614485e-07
1620,4.5993227623902e-05,0.0,4.5993227623902e-05,6.846363232528217e-07
1621,4.271856648431692e-05,0.0,4.271856648431692e-05,6.846363232528217e-07
1622,4.058554973848264e-05,0.0,4.058554973848264e-05,6.846363232528217e-07
1623,4.246421550695751e-05,0.0,4.246421550695751e-05,6.846363232528217e-07
1624,3.444071587312335e-05,0.0,3.444071587312335e-05,3.140123275053546e-07
1625,6.40785844682666e-05,0.0,6.40785844682666e-05,3.140123275053546e-07
1626,6.199179564906185e-05,0.0,6.199179564906185e-05,2.0147782769137329e-07
1627,6.142523086184935e-05,0.0,6.142523086184935e-05,1.5977134028487073e-07
1628,5.4273144866913625e-05,0.0,5.4273144866913625e-05,2.2528296637704314e-07
1629,5.8227847018445444e-05,0.0,5.8227847018445444e-05,3.903416541106708e-07
1630,5.8326585920959974e-05,0.0,5.8326585920959974e-05,5.62839651203311e-07
1631,5.8473671223120096e-05,5.6679985911094784e-08,5.8473671223120096e-05,7.328796089365954e-07
1632,2.9010479140976842e-05,1.4830612014650667e-07,2.9010479140976842e-05,1.099384145878243e-06
1633,2.1566650502791163e-05,1.4830612014650667e-07,2.1566650502791163e-05,1.099384145878243e-06
1634,2.5551471870650338e-05,1.4830612014650667e-07,2.5551471870650338e-05,9.396128055933721e-07
1635,3.522509814501973e-05,1.4830612014650667e-07,3.522509814501973e-05,1.038740606418287e-06
1636,3.608759795627391e-05,1.4830612014650667e-07,3.608759795627391e-05,9.605263276820812e-07
1637,4.021474043318969e-05,1.4830612014650667e-07,4.021474043318969e-05,1.0075087126486842e-06
1638,3.7824407627340406e-05,9.162613423541188e-08,3.7824407627340406e-05,8.374687549154e-07
1639,3.800718046217558e-05,0.0,3.800718046217558e-05,6.267046777403656e-07
1640,4.211941047417765e-05,0.0,4.211941047417765e-05,7.295127326350277e-07
1641,3.683241149181933e-05,0.0,3.683241149181933e-05,8.489569073130301e-07
1642,2.873641629516247e-05,0.0,2.873641629516247e-05,6.843174803959431e-07
1643,2.580468091244776e-05,0.0,2.580468091244776e-05,7.781179647281533e-07
1644,2.037909208801076e-05,0.0,2.037909208801076e-05,6.502990491493879e-07
1645,2.1386066301991896e-05,0.0,2.1386066301991896e-05,8.467663730828332e-07
1646,2.2703747163177468e-05,0.0,2.2703747163177468e-05,6.910259133162202e-07
1647,2.4531921423788716e-05,0.0,2.4531921423788716e-05,7.963089631500355e-07
1648,2.7083244276582263e-05,0.0,2.7083244276582263e-05,7.685632600181894e-07
1649,3.0229704861994833e-05,0.0,3.0229704861994833e-05,8.467910350061305e-07
1650,3.950774667568372e-05,0.0,3.950774667568372e-05,7.100662782834531e-07
1651,3.98482471999679e-05,4.300008121000636e-08,3.98482471999679e-05,6.614048930129814e-07
1652,4.298908321028908e-05,4.300008121000636e-08,4.298908321028908e-05,6.876231566366187e-07
1653,4.209925490223603e-05,4.300008121000636e-08,4.209925490223603e-05,8.38374713144471e-07
1654,4.093652413368025e-05,4.300008121000636e-08,4.093652413368025e-05,7.547331628237381e-07
1655,4.846113162264893e-05,4.300008121000636e-08,4.846113162264893e-05,6.630346912775817e-07
1656,4.459605120895763e-05,4.300008121000636e-08,4.459605120895763e-05,6.301142475097419e-07
1657,3.949692602743328e-05,4.300008121000636e-08,3.949692602743328e-05,6.139985434369269e-07
1658,4.2212639787716656e-05,0.0,4.2212639787716656e-05,6.782297309168175e-07
1659,4.179970424697136e-05,0.0,4.179970424697136e-05,1.2275565727090258e-06
1660,4.37089290374258e-05,0.0,4.37089290374258e-05,1.2371546164656268e-06
1661,5.0336443434519295e-05,0.0,5.0336443434519295e-05,1.2470758800223588e-06
1662,4.899391491822566e-05,0.0,4.899391491822566e-05,1.2470758800223588e-06
1663,6.430081806943885e-05,0.0,6.430081806943885e-05,1.2017685488022574e-06
1664,7.00167687942407e-05,0.0,7.00167687942407e-05,1.213267097455173e-06
1665,7.038005891705065e-05,0.0,7.038005891705065e-05,1.1060358287652759e-06
1666,7.993793146202474e-05,0.0,7.993793146202474e-05,3.739717970217628e-07
1667,8.182026847082722e-05,3.245231588217783e-08,8.182026847082722e-05,2.785268285216651e-07
1668,7.440537748542348e-05,3.245231588217783e-08,7.440537748542348e-05,1.441560105571885e-07
1669,8.197090989727127e-05,6.24064081681094e-08,8.197090989727127e-05,1.441560105571885e-07
1670,6.879002934770792e-05,6.24064081681094e-08,6.879002934770792e-05,1.8280517874050668e-07
1671,6.090572008231122e-05,6.24064081681094e-08,6.090572008231122e-05,1.8261239022519605e-07
1672,5.749838003664211e-05,6.24064081681094e-08,5.749838003664211e-05,1.8261239022519605e-07
1673,4.607710590270082e-05,6.24064081681094e-08,4.607710590270082e-05,2.911212188142339e-07
1674,4.3915235957164054e-05,2.995409228593157e-08,4.3915235957164054e-05,2.2621658704987828e-07
1675,4.3014691202967826e-05,2.995409228593157e-08,4.3014691202967826e-05,2.94853586118344e-07
1676,2.9412671990160432e-05,0.0,2.9412671990160432e-05,3.807466068142925e-07
1677,2.7513651210548623e-05,0.0,2.7513651210548623e-05,7.787180079178922e-07
1678,2.6467707357369363e-05,0.0,2.6467707357369363e-05,7.595263866733148e-07
1679,2.6451865258942625e-05,0.0,2.6451865258942625e-05,8.518134637012866e-07
1680,2.4991072288165534e-05,1.8101928844771464e-08,2.4991072288165534e-05,7.576620240407854e-07
1681,2.5345553305149743e-05,4.047777630538414e-08,2.5345553305149743e-05,8.471654138832361e-07
1682,2.506223037406536e-05,4.047777630538414e-08,2.506223037406536e-05,8.390115137249918e-07
1683,2.534805935283657e-05,4.047777630538414e-08,2.534805935283657e-05,7.531184930290433e-07
1684,2.5210839209778768e-05,4.047777630538414e-08,2.5210839209778768e-05,3.1649792374212537e-07
1685,2.3163724758238198e-05,4.047777630538414e-08,2.3163724758238198e-05,3.3699101566396295e-07
1686,2.427687351363212e-05,4.047777630538414e-08,2.427687351363212e-05,2.999623518462613e-07
1687,2.3138410272492494e-05,6.35759371497053e-08,2.3138410272492494e-05,2.868566550010395e-07
1688,2.0826394705051954e-05,4.1200089689092627e-08,2.0826394705051954e-05,2.439448435000356e-07
1689,1.8965394182097433e-05,4.1200089689092627e-08,1.8965394182097433e-05,2.150329143952539e-07
1690,1.865407128726864e-05,4.1200089689092627e-08,1.865407128726864e-05,2.3580320527928832e-07
1691,2.0462684395689784e-05,4.1200089689092627e-08,2.0462684395689784e-05,3.3366741750536934e-07
1692,2.1064657240848256e-05,4.1200089689092627e-08,2.1064657240848256e-05,3.8792793231680533e-07
1693,1.8994752411215033e-05,4.1200089689092627e-08,1.8994752411215033e-05,3.9537190689640867e-07
1694,2.1244210984150413e-05,0.0,2.1244210984150413e-05,4.2732846899135826e-07
1695,1.976615398494427e-05,1.550680346034434e-08,1.976615398494427e-05,4.117504975706002e-07
1696,2.201338468564375e-05,1.550680346034434e-08,2.201338468564375e-05,4.116712192723883e-07
1697,2.4266689511672928e-05,2.2853878281888943e-08,2.4266689511672928e-05,4.2763630452619897e-07
1698,2.1337645323780763e-05,2.2853878281888943e-08,2.1337645323780763e-05,3.505146334451378e-07
1699,2.050810443116851e-05,3.592341865247103e-08,2.050810443116851e-05,3.081206167670254e-07
1700,2.1317588367050382e-05,6.191912405029143e-08,2.1317588367050382e-05,3.4940105056843353e-07
1701,2.0096216498391834e-05,6.191912405029143e-08,2.0096216498391834e-05,3.535784734205143e-07
1702,1.940216342128614e-05,5.839748037520362e-08,1.940216342128614e-05,3.465351860703387e-07
1703,1.712041726672656e-05,5.839748037520362e-08,1.712041726672656e-05,3.260845044142765e-07
1704,1.2821130829771782e-05,5.971217222265426e-08,1.2821130829771782e-05,3.1533442726835605e-07
1705,1.3623299829695107e-05,6.886997689597202e-08,1.3623299829695107e-05,3.312231048166073e-07
1706,1.4880067283229437e-05,5.580043652538994e-08,1.4880067283229437e-05,3.0109570912730176e-07
1707,1.356273891620471e-05,2.980473112756954e-08,1.356273891620471e-05,2.578751525967553e-07
1708,1.2525470603057848e-05,4.909646581349339e-08,1.2525470603057848e-05,2.3841628201840388e-07
1709,1.2577038173081487e-05,3.711130602823687e-08,1.2577038173081487e-05,2.6254602707760047e-07
1710,1.266836066601432e-05,5.432632933986627e-08,1.266836066601432e-05,3.0314988919144525e-07
1711,1.1767682540916472e-05,5.535689138826326e-08,1.1767682540916472e-05,2.9654924763430503e-07
1712,1.0910943469103326e-05,4.619908671494548e-08,1.0910943469103326e-05,2.9250828958993225e-07
1713,1.0522575718953573e-05,4.619908671494548e-08,1.0522575718953573e-05,3.244476017373797e-07
1714,1.1006240973594167e-05,5.5770697266715226e-08,1.1006240973594167e-05,3.2111499795714084e-07
1715,1.1059791371995484e-05,3.6478962580791374e-08,1.1059791371995484e-05,2.97206854936251e-07
1716,1.2498033031858671e-05,5.4188878907877684e-08,1.2498033031858671e-05,2.7567166479717085e-07
1717,1.3584615966725064e-05,3.6973855596248284e-08,1.3584615966725064e-05,2.927992446594934e-07
1718,1.4897250756413477e-05,2.728152687885605e-08,1.4897250756413477e-05,2.9663985604396916e-07
1719,1.4474073135975882e-05,2.728152687885605e-08,1.4474073135975882e-05,2.8380420807090037e-07
1720,1.381017682433594e-05,2.728152687885605e-08,1.381017682433594e-05,2.387752583591204e-07
1721,1.3731576213363691e-05,3.523003247859638e-08,1.3731576213363691e-05,2.2514588745739923e-07
1722,1.5851383977860678e-05,4.2957619176117335e-08,1.5851383977860678e-05,1.9890641311803847e-07
1723,1.7894671405624e-05,3.1422879028955974e-08,1.7894671405624e-05,2.3409330144171951e-07
1724,1.768979005386687e-05,3.1422879028955974e-08,1.768979005386687e-05,1.888043286157881e-07
1725,1.723646827096153e-05,3.1422879028955974e-08,1.723646827096153e-05,1.729320128366193e-07
1726,1.7911927118672922e-05,4.419787507410027e-08,1.7911927118672922e-05,2.106648833790002e-07
1727,1.8995638648838004e-05,4.419787507410027e-08,1.8995638648838004e-05,2.2213190322060784e-07
1728,1.8591013550966246e-05,5.907555993595841e-08,1.8591013550966246e-05,2.2368853182440163e-07
1729,1.694059522248738e-05,5.7719949962477454e-08,1.694059522248738e-05,2.3507687529900068e-07
1730,1.6595523577832084e-05,5.972801174282592e-08,1.6595523577832084e-05,1.89691588405237e-07
1731,1.6215920498195502e-05,5.972801174282592e-08,1.6215920498195502e-05,1.7317464897002666e-07
1732,1.797633350569023e-05,5.972801174282592e-08,1.797633350569023e-05,2.0963136141257825e-07
1733,1.7993837121009294e-05,6.100255488052295e-08,1.7993837121009294e-05,1.9429249371276975e-07
1734,1.875148076838481e-05,7.132601810764885e-08,1.875148076838481e-05,1.944112720967236e-07
1735,2.0068055164301768e-05,4.5395143136569716e-08,2.0068055164301768e-05,2.1372361252198451e-07
1736,2.11217386874653e-05,3.902316641252972e-08,2.11217386874653e-05,2.1665698264022077e-07
1737,2.002650230029498e-05,3.0839928452256315e-08,2.002650230029498e-05,2.0721213494263274e-07
1738,2.0061092202792808e-05,3.633174472383871e-08,2.0061092202792808e-05,2.3319629300593598e-07
1739,2.1092344338415258e-05,3.633174472383871e-08,2.1092344338415258e-05,2.1523395941715406e-07
1740,2.21326070979038e-05,2.2282205540997372e-08,2.21326070979038e-05,2.0303445832528917e-07
1741,2.1531848168316564e-05,1.79000930903125e-08,2.1531848168316564e-05,1.9427023342391943e-07
1742,2.8458684028009884e-05,1.1433167048023409e-08,2.8458684028009884e-05,1.4873309035173016e-07
1743,2.87774190448025e-05,1.1433167048023409e-08,2.87774190448025e-05,1.652093644111119e-07
1744,3.088719261411045e-05,1.1433167048023409e-08,3.088719261411045e-05,1.8953615921191158e-07
1745,3.3309886150943514e-05,1.2252926800166669e-08,3.3309886150943514e-05,1.7551998914606364e-07
1746,3.2836593683376645e-05,1.2252926800166669e-08,3.2836593683376645e-05,1.7456254296023742e-07
1747,3.4446710352702734e-05,1.6412078553327902e-08,3.4446710352702734e-05,1.6125003554634532e-07
1748,3.478380209084467e-05,1.0470727776886894e-08,3.478380209084467e-05,1.7484545570109082e-07
1749,2.911608342921162e-05,1.5426008153391583e-08,2.911608342921162e-05,1.7553446087146896e-07
1750,2.9973925588170198e-05,2.2023471046850318e-08,2.9973925588170198e-05,1.7659366489754446e-07
1751,2.9107987367232064e-05,2.5592609682283703e-08,2.9107987367232064e-05,1.8460576508719635e-07
1752,3.0351033274200745e-05,2.7078213956802496e-08,3.0351033274200745e-05,2.007583483581194e-07
1753,3.402009471236462e-05,2.7078213956802496e-08,3.402009471236462e-05,1.909565199298413e-07
1754,3.566188128648459e-05,3.1287199624736265e-08,3.566188128648459e-05,2.412650122859564e-07
1755,4.3406368734265144e-05,3.1287199624736265e-08,4.3406368734265144e-05,2.350534294188427e-07
1756,4.62200389717639e-05,3.240286033141209e-08,4.62200389717639e-05,2.759417207747512e-07
1757,5.2816979794962595e-05,2.5805397437953355e-08,5.2816979794962595e-05,2.8507891463342663e-07
