ngram,signal,sigal,signl,sgnal
1779,2.1706268593594098e-05,0.0,1.0380763423459679e-08,8.196249520356754e-09
1780,2.218900837241173e-05,0.0,0.0,5.601058664491834e-09
1781,2.245626261096082e-05,0.0,0.0,5.601058664491834e-09
1782,2.3352050837794585e-05,0.0,0.0,2.712369503602271e-09
1783,1.929909948168123e-05,0.0,0.0,0.0
1784,1.856712801132484e-05,0.0,0.0,1.664472115692206e-09
1785,1.7274405503745322e-05,0.0,0.0,1.664472115692206e-09
1786,1.6839993414967986e-05,0.0,1.3400983180287896e-09,3.0045704337209956e-09
1787,1.6098832929856144e-05,0.0,1.3400983180287896e-09,3.0045704337209956e-09
1788,1.580636035214411e-05,0.0,1.3400983180287896e-09,3.0045704337209956e-09
1789,1.5370330662075764e-05,0.0,2.503483135082466e-09,4.1679552507746715e-09
1790,1.5091654339422738e-05,1.1048484032422883e-09,2.503483135082466e-09,4.1679552507746715e-09
1791,1.5789300700167326e-05,1.1048484032422883e-09,2.503483135082466e-09,4.675415610222444e-09
1792,1.6725881713292828e-05,1.1048484032422883e-09,2.503483135082466e-09,5.763677662124727e-09
1793,1.7712653321463483e-05,1.1048484032422883e-09,1.163384817053676e-09,4.4235793440959375e-09
1794,1.859241222388976e-05,2.102833970444148e-09,1.163384817053676e-09,5.4215649112977965e-09
1795,1.924510187174227e-05,2.102833970444148e-09,1.163384817053676e-09,7.248109160481622e-09
1796,2.0836857142317706e-05,2.102833970444148e-09,0.0,6.084724343427947e-09
1797,2.2152381591565374e-05,9.979855672018596e-10,0.0,6.084724343427947e-09
1798,2.2407947783774163e-05,9.979855672018596e-10,0.0,3.912791868287968e-09
1799,2.2753618915365742e-05,9.979855672018596e-10,0.0,2.8245298163856856e-09
1800,2.2181119805151995e-05,9.979855672018596e-10,0.0,3.236193725695914e-09
1801,2.3168938111796577e-05,0.0,0.0,2.7025486293297263e-09
1802,2.486564647240032e-05,0.0,0.0,1.3101311781481074e-09
1803,2.4602618785658187e-05,3.5099995925642295e-10,0.0,1.3101311781481074e-09
1804,2.4253369442054202e-05,3.5099995925642295e-10,0.0,1.3101311781481074e-09
1805,2.4264865974795873e-05,6.106774609802659e-10,0.0,1.3101311781481074e-09
1806,2.3815663163467044e-05,6.106774609802659e-10,0.0,1.3101311781481074e-09
1807,2.401613450534309e-05,6.106774609802659e-10,0.0,8.984672688378786e-10
1808,2.304057384857775e-05,6.106774609802659e-10,4.70726378511342e-10,6.69489987257878e-10
1809,2.1921853788496393e-05,7.916022757927164e-10,4.70726378511342e-10,2.35363189255671e-10
1810,2.1724491099511007e-05,4.406023165362935e-10,6.88664030563351e-10,2.35363189255671e-10
1811,2.1942328073367078e-05,4.406023165362935e-10,9.230479713906448e-10,2.35363189255671e-10
1812,2.263830486169484e-05,1.809248148124506e-10,9.230479713906448e-10,2.35363189255671e-10
1813,2.217066477377167e-05,1.809248148124506e-10,9.230479713906448e-10,2.35363189255671e-10
1814,2.2642499451259418e-05,1.809248148124506e-10,9.230479713906448e-10,2.35363189255671e-10
1815,2.253406325637895e-05,1.809248148124506e-10,6.454623026540065e-10,0.0
1816,2.184022196161095e-05,5.705181723872751e-10,8.356350214963218e-10,0.0
1817,2.1517740086502662e-05,5.705181723872751e-10,7.890449404968081e-10,0.0
1818,2.1006242345070598e-05,5.705181723872751e-10,7.336958659668166e-10,0.0
1819,2.033688880536439e-05,5.705181723872751e-10,7.336958659668166e-10,0.0
1820,2.0804603991564363e-05,5.705181723872751e-10,7.336958659668166e-10,0.0
1821,2.0186898057415548e-05,5.705181723872751e-10,9.908043750529926e-10,0.0
1822,2.0260381851195624e-05,8.200559755065586e-10,7.976636652782889e-10,0.0
1823,2.1286809247352983e-05,2.4953780311928343e-10,6.074909464359735e-10,0.0
1824,2.1539697627304122e-05,2.4953780311928343e-10,5.702633920634526e-10,0.0
1825,2.1827888174032394e-05,2.4953780311928343e-10,6.444621344517795e-10,1.266168043428146e-10
1826,2.2039885932047453e-05,2.4953780311928343e-10,9.99956879204384e-10,1.266168043428146e-10
1827,2.192348438256886e-05,2.4953780311928343e-10,9.99956879204384e-10,2.311874104852864e-10
1828,2.206838585802221e-05,2.4953780311928343e-10,8.531776792989173e-10,2.311874104852864e-10
1829,2.1999892851454206e-05,1.405485569197903e-10,9.937262362187077e-10,2.311874104852864e-10
1830,2.156154031191753e-05,1.405485569197903e-10,1.0890307782546976e-09,2.311874104852864e-10
1831,2.105064543554493e-05,1.405485569197903e-10,1.047805421792804e-09,3.2408207070336713e-10
1832,2.0852039857085663e-05,1.405485569197903e-10,1.0500201898442997e-09,1.974652663605525e-10
1833,2.0834223115733558e-05,1.405485569197903e-10,8.594819697219488e-10,2.7994352867567937e-10
1834,2.0890917117607648e-05,1.405485569197903e-10,1.1086625506528947e-09,1.7537292253320758e-10
1835,2.068820192237451e-05,1.405485569197903e-10,9.983332414721856e-10,1.7537292253320758e-10
1836,2.0459225197555497e-05,0.0,8.577846845523953e-10,1.7537292253320758e-10
1837,2.0368945895045598e-05,7.744141042717193e-11,7.624801425164054e-10,1.7537292253320758e-10
1838,2.0562679960026537e-05,7.744141042717193e-11,7.459112296080508e-10,8.247826231512688e-11
1839,2.0656511229130308e-05,1.5322284710858217e-10,6.420257262337462e-10,8.247826231512688e-11
1840,2.040757837156499e-05,1.5322284710858217e-10,5.526551676610885e-10,0.0
1841,2.0128044395408195e-05,1.5322284710858217e-10,5.134074197523018e-10,6.997761100738638e-11
1842,2.028744711424224e-05,3.9845956534279026e-09,5.742228597378179e-10,6.997761100738638e-11
1843,2.0342186222218777e-05,3.9845956534279026e-09,7.053719196038952e-10,1.355521409404251e-10
1844,2.0113490141479167e-05,3.973937100022949e-09,8.389376336483321e-10,1.355521409404251e-10
1845,1.981727941061503e-05,3.973937100022949e-09,9.628281743318772e-10,2.0229090624823698e-10
1846,1.947488921619619e-05,3.8981556633415386e-09,1.0069268038418296e-09,2.0229090624823698e-10
1847,1.9529822696183275e-05,3.95876112843244e-09,1.1131572409871028e-09,2.0229090624823698e-10
1848,1.941161281138193e-05,3.95876112843244e-09,9.579120829883436e-10,1.323132952408506e-10
1849,1.9312532718426416e-05,2.3486739537353126e-10,1.11205478952365e-09,1.8605283187105622e-10
1850,1.9281280141772834e-05,3.298072132856029e-10,1.0758455475696443e-09,2.628880367362894e-10
1851,1.934593404127684e-05,2.630243562633845e-10,1.2208514120283708e-09,2.628880367362894e-10
1852,1.9580360978060135e-05,2.630243562633845e-10,1.172319836444708e-09,2.972724130348833e-10
1853,1.9888974098388905e-05,2.630243562633845e-10,1.0249176745397953e-09,3.937910949706033e-10
1854,1.9876016137589302e-05,3.539244770272327e-10,9.94606857191676e-10,5.452966808253531e-10
1855,1.983772459165526e-05,3.539244770272327e-10,1.097424429108429e-09,8.603071747056593e-10
1856,1.9594161650664838e-05,2.464454037668215e-10,9.818638917786465e-10,8.065676380754536e-10
1857,1.9354077137125258e-05,1.5150558585474982e-10,1.0313267541560224e-09,6.641579032771818e-10
1858,1.9281463859702592e-05,3.243161295074515e-10,1.0407727536941381e-09,6.641579032771818e-10
1859,1.909046347593955e-05,3.243161295074515e-10,1.0718762068405242e-09,5.63034761670776e-10
1860,1.890864197256243e-05,3.8531133839114773e-10,1.2675977014074492e-09,4.66516079735056e-10
1861,1.8940198060590774e-05,2.902924329489005e-10,1.2290654763777047e-09,3.150104938803062e-10
1862,1.906336001411546e-05,2.902924329489005e-10,1.1272785007042175e-09,0.0
1863,1.9233179565552356e-05,2.902924329489005e-10,1.2665702930902967e-09,0.0
1864,1.92342210669137e-05,3.8448267585573197e-10,1.122167612800849e-09,0.0
1865,1.9051721340344686e-05,2.116721322030303e-10,8.3415003475957e-10,0.0
1866,1.8818611871600816e-05,2.116721322030303e-10,7.840807289153215e-10,4.4239619903915386e-11
1867,1.842590817042427e-05,1.9388938074119518e-10,5.400998933805365e-10,8.74520773257765e-11
1868,1.8019835416842917e-05,2.2702609633487977e-10,6.063733245679056e-10,1.7707547333196365e-10
1869,1.7726966949079985e-05,2.2702609633487977e-10,6.298268256139344e-10,1.7707547333196365e-10
1870,1.7531275651500827e-05,2.692625566957929e-10,3.911374240368153e-10,1.7707547333196365e-10
1871,1.7895576612707892e-05,2.562244384916669e-10,5.534416734422263e-10,2.582275980346692e-10
1872,1.7836675916831674e-05,2.9717614876848385e-10,5.943933837190432e-10,2.582275980346692e-10
1873,1.8078169887303375e-05,4.1420241046554093e-10,4.616745240072971e-10,2.529967307080787e-10
1874,1.862060655964472e-05,3.7098995304367984e-10,5.01415238694593e-10,2.495249879735135e-10
1875,1.861186605570505e-05,3.214815873826231e-10,3.2216844668221864e-10,1.5990159196732634e-10
1876,1.8985477384246353e-05,5.131415134077396e-10,3.579926236404621e-10,1.5990159196732634e-10
1877,1.9174183762515895e-05,4.709050530468265e-10,4.2789596865766555e-10,1.5990159196732634e-10
1878,1.8880705673447145e-05,4.260382879817115e-10,4.107331578026166e-10,7.874946726462082e-11
1879,1.895359491754789e-05,3.850865777048946e-10,5.094367031396477e-10,7.874946726462082e-11
1880,1.8858483079904026e-05,3.009469994636709e-10,7.067567999095661e-10,7.262739814312929e-11
1881,1.873570103530905e-05,5.21906171058184e-10,7.301472759735361e-10,3.2886683455833425e-11
1882,1.9192409776483794e-05,5.142007197018422e-10,8.921951748825612e-10,6.5296262444622e-11
1883,1.938348499866801e-05,3.867860496172984e-10,8.414444815521957e-10,6.5296262444622e-11
1884,1.928830222043741e-05,4.783187675304137e-10,8.630738544481074e-10,9.580716973735446e-11
1885,1.9254001277399118e-05,4.420334078928231e-10,8.340255272124405e-10,9.580716973735446e-11
1886,1.957249722701298e-05,4.696220238084184e-10,6.943702715985925e-10,1.7857301946668158e-10
1887,2.0307318014342206e-05,4.36735340352585e-10,5.799520823896692e-10,1.4568633601084813e-10
1888,2.0284276096000603e-05,2.1577616875807186e-10,7.868493039670759e-10,1.4568633601084813e-10
1889,2.0299911869057852e-05,2.0953748458563126e-10,7.294849843234427e-10,1.1327675702205958e-10
1890,2.0578568572610883e-05,1.452922286450585e-10,6.905354185285769e-10,1.6386813731347364e-10
1891,2.093944229792604e-05,1.0496961434989873e-10,7.014229078513726e-10,1.5896228182971887e-10
1892,2.1568836278415153e-05,2.173275230412029e-10,6.527445449235256e-10,1.8143386396448794e-10
1893,2.1910577093616928e-05,3.050472731556754e-10,8.141762541935549e-10,1.2172968783768264e-10
1894,2.1660636256066418e-05,3.4923081886668276e-10,8.63824983765582e-10,1.4382146069318631e-10
1895,2.2178318821326165e-05,4.339156494432521e-10,6.573101943693363e-10,1.4382146069318631e-10
1896,2.287539375954241e-05,4.46505606298077e-10,6.301483184462902e-10,1.8258231236435917e-10
1897,2.314493342834924e-05,5.208126271519628e-10,7.90620188365462e-10,1.8772119771335938e-10
1898,2.3397312491267386e-05,5.597933624582449e-10,7.60352653854974e-10,1.8015431408573741e-10
1899,2.3900666097428518e-05,5.749327997810789e-10,8.750769712026088e-10,2.487522648182099e-10
1900,2.384712180563448e-05,5.138362473606455e-10,7.85927680078759e-10,2.799024048253226e-10
1901,2.4347067145364626e-05,4.696527016496382e-10,8.761539668381399e-10,2.920840057913614e-10
1902,2.447794343294975e-05,4.021861613586911e-10,9.503866661906913e-10,3.7817545721947303e-10
1903,2.4091887358476276e-05,3.9530359937803693e-10,1.127891280372495e-09,3.712928952388188e-10
1904,2.402768794646753e-05,4.4782649810670705e-10,9.896849411423452e-10,3.6312385043313355e-10
1905,2.434177232706653e-05,4.796105576180107e-10,1.1004946121051518e-09,5.128011745395408e-10
1906,2.3936107027111575e-05,4.762331005738116e-10,1.2596852410380016e-09,5.148215583997537e-10
1907,2.3890328260936906e-05,4.806219826886909e-10,1.2899540443748032e-09,5.33860610480679e-10
1908,2.3492961970207815e-05,4.943464368015579e-10,1.3691151188956395e-09,5.407605989977376e-10
1909,2.322563886991702e-05,5.73595211011175e-10,1.3829599013589648e-09,5.235741959034154e-10
1910,2.3223410348042046e-05,6.24360257939216e-10,1.224350815176578e-09,6.156609111407363e-10
1911,2.3051343565124887e-05,5.813979337648029e-10,1.3864585749320417e-09,5.960555541203608e-10
1912,2.281452985438851e-05,5.026653577504853e-10,1.2611526624604709e-09,5.148247066750449e-10
1913,2.2869081606456477e-05,3.785454687805461e-10,1.119993831804373e-09,4.6462854595498623e-10
1914,2.307385225971562e-05,3.930272179137566e-10,1.2366899607548935e-09,4.4984363852965513e-10
