ngram,status,sttus,statys,stattus
1562,1.4323021917204772e-05,0.0,0.0,0.0
1563,1.4777643627894577e-05,0.0,0.0,0.0
1564,2.750093712425691e-05,0.0,0.0,0.0
1565,1.3177915207052138e-05,0.0,0.0,0.0
1566,1.3177915207052138e-05,0.0,0.0,0.0
1567,1.3177915207052138e-05,0.0,0.0,0.0
1568,1.6118996557322263e-05,0.0,0.0,0.0
1569,1.6118996557322263e-05,0.0,0.0,0.0
1570,1.566437484663246e-05,0.0,0.0,0.0
1571,7.844784704502672e-06,0.0,0.0,0.0
1572,7.844784704502672e-06,0.0,0.0,0.0
1573,7.844784704502672e-06,0.0,0.0,0.0
1574,8.93420779643098e-06,0.0,0.0,0.0
1575,5.993126446160854e-06,0.0,0.0,0.0
1576,6.443806894042479e-06,0.0,0.0,0.0
1577,6.443806894042479e-06,0.0,0.0,0.0
1578,1.5401035398099339e-06,0.0,0.0,0.0
1579,7.360896656142099e-06,0.0,0.0,0.0
1580,7.360896656142099e-06,0.0,0.0,0.0
1581,6.864780938745493e-06,0.0,0.0,0.0
1582,6.864780938745493e-06,0.0,0.0,0.0
1583,8.336590911182742e-06,0.0,0.0,0.0
1584,8.336590911182742e-06,0.0,0.0,0.0
1585,8.336590911182742e-06,0.0,0.0,0.0
1586,3.23469164089017e-06,0.0,0.0,0.0
1587,3.580771200566752e-06,0.0,0.0,0.0
1588,2.9874638260350494e-06,0.0,0.0,0.0
1589,4.107822665641184e-06,0.0,0.0,0.0
1590,2.18533224532231e-06,0.0,0.0,0.0
1591,2.18533224532231e-06,0.0,0.0,0.0
1592,2.18533224532231e-06,0.0,0.0,0.0
1593,1.4664383992827164e-06,0.0,0.0,0.0
1594,1.1203588396061344e-06,0.0,0.0,0.0
1595,1.1203588396061344e-06,0.0,0.0,0.0
1596,2.1041822557370843e-07,0.0,0.0,0.0
1597,2.26847376844879e-06,0.0,0.0,0.0
1598,8.328520120163116e-06,0.0,0.0,0.0
1599,1.0568831904882764e-05,0.0,0.0,0.0
1600,1.0781844074309837e-05,0.0,0.0,0.0
1601,1.0977167936029478e-05,0.0,0.0,0.0
1602,1.1185969372361018e-05,0.0,0.0,0.0
1603,1.0975551146787308e-05,0.0,0.0,0.0
1604,9.768847218895513e-06,0.0,0.0,0.0
1605,3.7088008671811882e-06,0.0,0.0,0.0
1606,1.7888095109291108e-06,0.0,0.0,0.0
1607,1.5757973415020388e-06,0.0,0.0,0.0
1608,1.3804734797823976e-06,0.0,0.0,0.0
1609,1.1716720434508585e-06,0.0,0.0,0.0
1610,1.6814650994742157e-06,0.0,0.0,0.0
1611,1.5577481722825075e-05,0.0,0.0,0.0
1612,1.5846482451057193e-05,0.0,0.0,0.0
1613,1.5685972503628625e-05,0.0,0.0,0.0
1614,1.5685972503628625e-05,0.0,0.0,0.0
1615,1.5685972503628625e-05,0.0,0.0,0.0
1616,1.5685972503628625e-05,0.0,0.0,0.0
1617,1.5176179447605267e-05,0.0,0.0,0.0
1618,7.242426331036508e-07,0.0,0.0,0.0
1619,5.677764046855113e-07,0.0,0.0,0.0
1620,1.7175717711584833e-06,0.0,0.0,0.0
1621,1.8959897667108244e-06,0.0,0.0,0.0
1622,2.880867482092851e-06,0.0,0.0,0.0
1623,4.497352693176383e-06,0.0,0.0,0.0
1624,4.796017078336133e-06,0.0,0.0,0.0
1625,4.500585654503604e-06,0.0,0.0,0.0
1626,5.076916603944223e-06,0.0,0.0,0.0
1627,3.76731075643225e-06,0.0,0.0,0.0
1628,4.833613697233627e-06,0.0,0.0,0.0
1629,4.013794669585227e-06,0.0,0.0,0.0
1630,2.7423054526869758e-06,0.0,0.0,0.0
1631,2.500321053438321e-06,0.0,0.0,0.0
1632,2.500321053438321e-06,0.0,0.0,0.0
1633,1.8114556041837204e-06,0.0,0.0,0.0
1634,3.4158916995303505e-06,0.0,0.0,0.0
1635,2.2534904766351767e-06,8.231971345854358e-08,0.0,0.0
1636,2.783187060880924e-06,8.231971345854358e-08,0.0,0.0
1637,2.4381910666956434e-06,8.231971345854358e-08,0.0,0.0
1638,2.516181154987862e-06,8.231971345854358e-08,0.0,0.0
1639,4.229326163697676e-06,8.231971345854358e-08,0.0,0.0
1640,4.229326163697676e-06,8.231971345854358e-08,0.0,0.0
1641,2.684612155690047e-06,8.231971345854358e-08,0.0,0.0
1642,2.818192111167913e-06,0.0,0.0,0.0
1643,2.1234368391885383e-06,0.0,0.0,0.0
1644,2.6734056218304303e-06,0.0,0.0,0.0
1645,2.636969209593839e-06,0.0,0.0,0.0
1646,1.125301021634836e-06,0.0,0.0,0.0
1647,1.3333921263633134e-06,0.0,0.0,0.0
1648,1.457066982116625e-06,0.0,0.0,0.0
1649,1.3193950881681564e-06,0.0,0.0,0.0
1650,1.363315224775111e-06,0.0,0.0,0.0
1651,1.243347254233283e-06,0.0,0.0,0.0
1652,1.2564563860451017e-06,0.0,0.0,0.0
1653,1.2057311218021432e-06,0.0,0.0,0.0
1654,1.0391232032296621e-06,0.0,0.0,0.0
1655,9.138293047986476e-07,0.0,0.0,0.0
1656,8.356015298107065e-07,0.0,0.0,0.0
1657,9.307035538443285e-07,0.0,0.0,0.0
1658,2.1091717964541852e-06,0.0,0.0,0.0
1659,2.2873336718021164e-06,0.0,0.0,0.0
1660,2.216756915426491e-06,0.0,0.0,0.0
1661,2.444015365199448e-06,0.0,0.0,0.0
1662,2.42651218026627e-06,0.0,0.0,0.0
1663,3.1491569123837896e-06,0.0,0.0,0.0
1664,3.049437732930268e-06,0.0,0.0,0.0
1665,1.4409686782203477e-06,0.0,0.0,0.0
1666,1.271309197850964e-06,0.0,0.0,0.0
1667,2.294513101170586e-06,0.0,0.0,0.0
1668,2.0257714652416325e-06,0.0,0.0,0.0
1669,2.0151256977994436e-06,0.0,0.0,0.0
1670,1.5630251389049071e-06,0.0,0.0,0.0
1671,1.5628323503895963e-06,0.0,0.0,0.0
1672,1.9318413758842975e-06,0.0,0.0,0.0
1673,1.811996187127209e-06,0.0,0.0,0.0
1674,7.411480079814023e-07,0.0,0.0,0.0
1675,7.411480079814023e-07,0.0,0.0,0.0
1676,9.259264593148535e-07,0.0,0.0,0.0
1677,7.561408840014597e-07,0.0,0.0,0.0
1678,7.170306913297151e-07,0.0,0.0,0.0
1679,4.1723697360599286e-07,0.0,0.0,0.0
1680,5.258485466746216e-07,0.0,0.0,0.0
1681,5.38069717289805e-07,0.0,0.0,0.0
1682,7.396800388700545e-07,0.0,0.0,0.0
1683,5.249474952506716e-07,0.0,0.0,0.0
1684,5.410752156162094e-07,0.0,0.0,0.0
1685,9.047801979379853e-07,0.0,0.0,0.0
1686,9.460817165875466e-07,0.0,0.0,0.0
1687,8.374701435189178e-07,0.0,0.0,0.0
1688,9.324931836220327e-07,0.0,0.0,0.0
1689,7.308828620417833e-07,0.0,0.0,0.0
1690,8.762748961999023e-07,0.0,0.0,0.0
1691,7.593885779247753e-07,0.0,0.0,0.0
1692,5.613599114440149e-07,0.0,0.0,0.0
1693,4.821942789184115e-07,0.0,0.0,0.0
1694,4.821942789184115e-07,0.0,0.0,0.0
1695,4.3546036465613724e-07,0.0,0.0,0.0
1696,4.984441476705927e-07,0.0,0.0,0.0
1697,7.938765946846615e-07,0.0,0.0,0.0
1698,2.556992620433058e-06,0.0,0.0,0.0
1699,2.4043858449626247e-06,0.0,0.0,0.0
1700,2.3990303564655084e-06,0.0,0.0,0.0
1701,2.4086971157950236e-06,0.0,0.0,0.0
1702,5.072243007069639e-06,0.0,0.0,0.0
1703,6.886264904843691e-06,0.0,0.0,0.0
1704,6.462763957009494e-06,0.0,0.0,0.0
1705,5.130064739741361e-06,0.0,0.0,0.0
1706,5.283125937743145e-06,0.0,0.0,0.0
1707,5.269282685357471e-06,0.0,0.0,0.0
1708,5.336782864771651e-06,0.0,0.0,0.0
1709,2.604246185049825e-06,0.0,0.0,0.0
1710,8.305306481913379e-07,0.0,0.0,0.0
1711,8.810534138449709e-07,0.0,0.0,0.0
1712,5.049537037393748e-07,0.0,0.0,0.0
1713,3.6045899573114835e-07,0.0,0.0,0.0
1714,6.83312906955637e-07,0.0,0.0,0.0
1715,6.287906748931553e-07,0.0,0.0,0.0
1716,6.578703915595594e-07,0.0,0.0,0.0
1717,5.92787275520225e-07,0.0,0.0,0.0
1718,5.326827329708652e-07,0.0,0.0,7.741756442263587e-09
1719,4.98120247272027e-07,0.0,0.0,7.741756442263587e-09
1720,4.946064733652682e-07,0.0,0.0,7.741756442263587e-09
1721,2.997610383407131e-07,0.0,0.0,7.741756442263587e-09
1722,6.71223253233068e-07,7.727586697520955e-09,0.0,7.741756442263587e-09
1723,6.427942089715089e-07,7.727586697520955e-09,0.0,7.741756442263587e-09
1724,6.10458100831173e-07,7.727586697520955e-09,0.0,7.741756442263587e-09
1725,6.762458727597018e-07,1.5080539737612397e-08,0.0,0.0
1726,8.800536979793248e-07,1.5080539737612397e-08,0.0,0.0
1727,9.508867471197391e-07,1.5080539737612397e-08,0.0,0.0
1728,8.560827368902275e-07,1.5080539737612397e-08,0.0,0.0
1729,5.129516291089788e-07,7.352953040091441e-09,0.0,0.0
1730,5.046174003098258e-07,7.352953040091441e-09,0.0,0.0
1731,5.33580176360309e-07,7.352953040091441e-09,0.0,0.0
1732,4.850847434210794e-07,0.0,0.0,0.0
1733,2.966461544977912e-07,1.4049539182841336e-08,0.0,0.0
1734,2.4898470180849994e-07,1.4049539182841336e-08,0.0,0.0
1735,3.2003245057207354e-07,1.4049539182841336e-08,0.0,0.0
1736,3.076429117803465e-07,1.4049539182841336e-08,0.0,0.0
1737,3.3972783342051116e-07,1.4049539182841336e-08,0.0,0.0
1738,3.707959328786663e-07,1.4049539182841336e-08,0.0,0.0
1739,3.8130191829363215e-07,1.4049539182841336e-08,0.0,0.0
1740,8.478257232777001e-07,0.0,0.0,0.0
1741,9.134761853601958e-07,0.0,0.0,0.0
1742,8.162036339496938e-07,0.0,0.0,0.0
1743,8.835626914560635e-07,0.0,0.0,0.0
1744,8.618956570671799e-07,0.0,0.0,0.0
1745,8.527980465292526e-07,0.0,0.0,0.0
1746,8.869496456652217e-07,0.0,0.0,0.0
1747,4.3521181274692413e-07,4.159151753161236e-09,0.0,0.0
1748,7.795942390690211e-07,4.159151753161236e-09,0.0,0.0
1749,8.199254872514368e-07,4.159151753161236e-09,0.0,0.0
1750,1.0603469523370483e-06,4.159151753161236e-09,0.0,0.0
1751,1.2834022941530878e-06,4.159151753161236e-09,0.0,0.0
1752,1.4293248032767484e-06,4.159151753161236e-09,0.0,0.0
1753,1.4602201677657182e-06,4.159151753161236e-09,0.0,0.0
1754,1.4898076545120733e-06,0.0,0.0,0.0
1755,1.0808672966179853e-06,0.0,0.0,0.0
1756,1.1549646338997782e-06,0.0,0.0,0.0
1757,8.512295640425041e-07,0.0,0.0,0.0
1758,6.666491409695092e-07,0.0,0.0,0.0
1759,6.830865199195355e-07,0.0,0.0,0.0
1760,6.144358784305431e-07,0.0,0.0,0.0
1761,7.097993212872617e-07,0.0,0.0,0.0
1762,8.015420413747571e-07,0.0,0.0,0.0
1763,7.815283262451495e-07,0.0,0.0,0.0
1764,8.288383485575781e-07,0.0,0.0,0.0
1765,8.225272348941612e-07,2.9474084125727782e-09,0.0,0.0
1766,6.815873640724541e-07,2.9474084125727782e-09,0.0,0.0
1767,6.879294898811037e-07,2.9474084125727782e-09,0.0,0.0
1768,2.05534100164836e-06,2.9474084125727782e-09,0.0,0.0
1769,2.0004146514500983e-06,2.9474084125727782e-09,0.0,0.0
1770,2.0598429679401827e-06,5.830329996570072e-09,0.0,0.0
1771,2.0383499596781415e-06,5.830329996570072e-09,0.0,0.0
1772,2.2166491524850632e-06,5.5190034130094185e-09,0.0,0.0
1773,2.392753661492212e-06,5.5190034130094185e-09,0.0,0.0
1774,2.557582336391663e-06,5.5190034130094185e-09,0.0,0.0
1775,1.2550712783974762e-06,5.5190034130094185e-09,0.0,0.0
1776,1.3928580772569279e-06,5.5190034130094185e-09,0.0,0.0
1777,1.4883434086446608e-06,2.6360818290121254e-09,0.0,0.0
1778,1.4643929659996502e-06,2.6360818290121254e-09,0.0,0.0
1779,1.2988728071507336e-06,0.0,0.0,0.0
1780,1.0915269034025447e-06,0.0,0.0,0.0
1781,9.228450039699965e-07,0.0,0.0,0.0
1782,7.435115370364136e-07,0.0,0.0,0.0
1783,5.656647691206931e-07,0.0,0.0,0.0
1784,3.4880276952467935e-07,0.0,0.0,0.0
1785,3.366669188510839e-07,0.0,0.0,0.0
1786,3.237277801255394e-06,0.0,0.0,0.0
1787,3.299872028199908e-06,0.0,0.0,0.0
1788,3.325548119294451e-06,2.6131041457639573e-09,0.0,0.0
1789,3.4023997881961676e-06,2.6131041457639573e-09,0.0,0.0
1790,3.435072151043122e-06,2.6131041457639573e-09,0.0,0.0
1791,3.4670929137194306e-06,3.6990703833339467e-09,0.0,0.0
1792,3.5348505735198288e-06,3.6990703833339467e-09,0.0,0.0
1793,6.305480155788246e-07,3.6990703833339467e-09,0.0,0.0
1794,6.387332811235475e-07,3.6990703833339467e-09,0.0,0.0
1795,7.539801255721354e-07,1.0859662375699892e-09,0.0,0.0
1796,6.565235050207516e-07,1.0859662375699892e-09,0.0,0.0
1797,8.324540000817901e-07,1.0859662375699892e-09,0.0,0.0
1798,8.576220571805087e-07,1.1573133562592375e-09,0.0,0.0
1799,8.536250797013574e-07,1.1573133562592375e-09,0.0,0.0
1800,9.584883936700602e-07,1.1573133562592375e-09,4.116639093102289e-10,0.0
1801,9.006260159237302e-07,1.1573133562592375e-09,1.3403448509815723e-09,0.0
1802,8.055912335943763e-07,1.1573133562592375e-09,1.3403448509815723e-09,0.0
1803,8.507104374595136e-07,1.1573133562592375e-09,1.3403448509815723e-09,0.0
1804,7.149282542481419e-07,1.1573133562592375e-09,1.3403448509815723e-09,0.0
1805,6.866408252140641e-07,0.0,1.3403448509815723e-09,0.0
1806,6.300758619610341e-07,0.0,1.3403448509815723e-09,0.0
1807,4.958829476566149e-07,0.0,1.3471233969600656e-09,0.0
1808,5.164772371050017e-07,0.0,1.8306215273814326e-09,0.0
1809,4.848325545481202e-07,0.0,1.8306215273814326e-09,0.0
1810,4.4565747105350185e-07,0.0,1.8306215273814326e-09,0.0
1811,4.021341218114165e-07,0.0,1.8306215273814326e-09,0.0
1812,3.8966594827018396e-07,0.0,1.8306215273814326e-09,0.0
1813,4.183885339768624e-07,0.0,2.6065391432540862e-09,0.0
1814,6.055663521107948e-07,0.0,2.188096687965364e-09,0.0
1815,6.295612666105756e-07,0.0,9.690583256473572e-10,0.0
1816,6.233010075058181e-07,0.0,1.1592310444896725e-09,0.0
1817,6.323653240412698e-07,0.0,1.1592310444896725e-09,0.0
1818,6.224696156615599e-07,0.0,1.1592310444896725e-09,0.0
1819,6.39806712245315e-07,0.0,1.1592310444896725e-09,0.0
1820,6.430134768769287e-07,0.0,3.8331342861701907e-10,0.0
1821,4.686799895482961e-07,0.0,6.40421937703195e-10,0.0
1822,4.1859010480038705e-07,0.0,5.720501294881331e-10,0.0
1823,4.922038385757332e-07,0.0,6.628029474471069e-10,0.0
1824,5.276353850344354e-07,0.0,1.6016430642069273e-09,0.0
1825,5.983667392683856e-07,0.0,1.6016430642069273e-09,0.0
1826,5.842152372029627e-07,0.0,1.6016430642069273e-09,0.0
1827,5.695095564663331e-07,0.0,1.6016430642069273e-09,0.0
1828,6.328121092532715e-07,0.0,1.3445345551207514e-09,0.0
1829,2.9465154146432075e-06,0.0,1.2197656535611096e-09,0.0
1830,2.9022574860196722e-06,0.0,9.388401167598204e-10,0.0
1831,2.929970934571559e-06,0.0,0.0,0.0
1832,3.0706189631603465e-06,0.0,0.0,0.0
1833,3.118830042987091e-06,0.0,0.0,0.0
1834,3.164212241050076e-06,8.306019364364862e-11,0.0,0.0
1835,3.2688719378321755e-06,8.306019364364862e-11,0.0,0.0
1836,1.0340029835528445e-06,8.306019364364862e-11,0.0,0.0
1837,1.1043436529689643e-06,1.6050160407082055e-10,0.0,0.0
1838,1.2225192936706923e-06,1.6050160407082055e-10,0.0,0.0
1839,1.0958224265777972e-06,1.6050160407082055e-10,0.0,0.0
1840,1.1434388917613042e-06,1.6050160407082055e-10,0.0,0.0
1841,1.1978147784118067e-06,7.744141042717193e-11,0.0,0.0
1842,1.1884804393957893e-06,7.744141042717193e-11,0.0,0.0
1843,1.2300685382017816e-06,7.744141042717193e-11,0.0,0.0
1844,1.278695387035051e-06,0.0,0.0,0.0
1845,1.252837380759177e-06,0.0,0.0,0.0
1846,1.379819000898611e-06,0.0,0.0,0.0
1847,1.445074758521514e-06,0.0,0.0,6.060546509090159e-11
1848,1.5675513428245073e-06,0.0,0.0,6.060546509090159e-11
1849,1.5915700747167908e-06,0.0,0.0,6.060546509090159e-11
1850,1.68609264099879e-06,4.746990895603582e-11,0.0,6.060546509090159e-11
1851,1.8730574181193203e-06,9.389850405153562e-11,0.0,6.060546509090159e-11
1852,1.9988968915640726e-06,9.389850405153562e-11,0.0,1.1116703589410446e-10
1853,2.0600852589528325e-06,9.389850405153562e-11,0.0,1.1116703589410446e-10
1854,2.2582118747647783e-06,9.389850405153562e-11,1.5150558585474982e-10,5.0561570803202876e-11
1855,2.4998027064222176e-06,9.389850405153562e-11,1.5150558585474982e-10,5.0561570803202876e-11
1856,2.7004703367440797e-06,1.435973086470556e-10,1.5150558585474982e-10,5.0561570803202876e-11
1857,2.8973542092509367e-06,9.612739969101978e-11,1.5150558585474982e-10,5.0561570803202876e-11
1858,3.177086487734674e-06,4.969880459551998e-11,1.0731617975220535e-09,1.0816508403240936e-10
1859,3.437451888592997e-06,1.7155758163284977e-10,1.0731617975220535e-09,5.7603513229206473e-11
1860,3.7777952327035436e-06,2.3255279051654602e-10,1.0731617975220535e-09,5.7603513229206473e-11
1861,4.078362020923773e-06,2.3255279051654602e-10,1.204089621659981e-09,1.1409019364170904e-10
1862,4.285713917592407e-06,2.3255279051654602e-10,1.204089621659981e-09,1.1409019364170904e-10
1863,4.6431549825293975e-06,1.8285398592102605e-10,1.204089621659981e-09,1.618280747501493e-10
1864,4.936853721509189e-06,2.299491073744418e-10,1.204089621659981e-09,1.618280747501493e-10
1865,5.122913600124386e-06,2.741756583673245e-10,3.2665996098555997e-10,1.0422456152094282e-10
1866,5.369798990224288e-06,2.407961211378254e-10,6.363372923828032e-10,1.0422456152094282e-10
1867,5.640133557400466e-06,1.798009122541292e-10,6.363372923828032e-10,1.0422456152094282e-10
1868,5.714226387811193e-06,1.798009122541292e-10,3.539038823901259e-10,4.7737881108440257e-11
1869,5.863569575532372e-06,2.193867984104766e-10,2.0165110771662243e-09,4.7737881108440257e-11
1870,5.9842895357827985e-06,2.193867984104766e-10,2.0165110771662243e-09,0.0
1871,6.144384315120988e-06,2.1286773930841362e-10,2.0165110771662243e-09,0.0
1872,6.229680301268152e-06,2.0959289859234786e-10,1.9722845261733416e-09,4.0951710276816906e-11
1873,6.367366300504987e-06,1.2111365878451708e-10,3.2619660623416688e-09,4.0951710276816906e-11
1874,6.358323974252146e-06,1.2111365878451708e-10,3.2619660623416688e-09,4.0951710276816906e-11
1875,6.464209231385862e-06,1.2111365878451708e-10,3.302081092686799e-09,8.106674062194737e-11
1876,6.546969676232298e-06,1.1985975704017652e-10,1.6394738979107005e-09,8.106674062194737e-11
1877,6.579491712597831e-06,1.1985975704017652e-10,3.037540829975427e-09,1.160184131305491e-10
1878,6.77665996460876e-06,7.928369468882376e-11,3.037540829975427e-09,1.160184131305491e-10
1879,6.8681615630339365e-06,3.833198441200685e-11,3.037540829975427e-09,7.506670285373218e-11
1880,6.943609020839046e-06,7.121866786784028e-11,1.4381819624098569e-09,7.506670285373218e-11
1881,7.071622478958618e-06,7.121866786784028e-11,1.4381819624098569e-09,7.506670285373218e-11
1882,7.309893849846308e-06,1.3603782584541742e-10,1.3980669320647264e-09,6.736125149739029e-11
1883,7.6235253020838305e-06,1.940737233617286e-10,1.3980669320647264e-09,6.736125149739029e-11
1884,7.835286981259873e-06,2.245846306544611e-10,6.102181458546494e-11,3.240957898878857e-11
1885,7.844461444100098e-06,3.116544661230236e-10,1.1906837024281255e-10,3.240957898878857e-11
1886,7.995532541826833e-06,5.04774779514732e-10,1.1906837024281255e-10,3.240957898878857e-11
1887,8.203683592000743e-06,6.929598442681087e-10,2.5723821089102776e-10,8.76775160410911e-11
1888,8.381555094924156e-06,8.549768948373782e-10,4.4625810586523025e-10,8.76775160410911e-11
1889,8.641875865578186e-06,8.948413161251928e-10,5.247707942793564e-10,8.14388318686505e-11
1890,8.626161486193138e-06,9.249518809603277e-10,6.76544943083763e-10,1.0673452201435753e-10
1891,8.767975746845228e-06,9.456510772855508e-10,6.155231284982981e-10,1.0673452201435753e-10
1892,9.054983950461195e-06,8.810528239517573e-10,5.799481549757196e-10,1.0673452201435753e-10
1893,9.251990897090373e-06,7.340558577650924e-10,8.566882461361455e-10,1.0673452201435753e-10
1894,9.389995154508921e-06,6.01351200977897e-10,7.185184054879303e-10,5.1466584962055e-11
1895,9.596753573402697e-06,5.028477733410546e-10,5.930121334461549e-10,5.1466584962055e-11
1896,9.595138310812348e-06,4.369250457468356e-10,5.144994450320287e-10,2.529569014570703e-11
1897,1.0033048965851776e-05,3.66176864623797e-10,3.998788066545649e-10,0.0
1898,1.039747751617272e-05,4.2319577405905816e-10,4.179169748359206e-10,1.803816818135573e-11
1899,1.071091082849307e-05,4.55365911644634e-10,3.9544539270115157e-10,1.803816818135573e-11
1900,1.0980158809356258e-05,4.634543780492249e-10,1.1870530154072563e-10,1.803816818135573e-11
1901,1.1213833853876817e-05,4.779074041267555e-10,1.8725204918381066e-10,3.5174855092126986e-11
1902,1.1420993359934073e-05,5.52140103479307e-10,1.2373842625138361e-10,1.2126630652023858e-10
1903,1.1903522395836522e-05,5.611966843613711e-10,1.2373842625138361e-10,1.6908373907347547e-10
1904,1.203991191037598e-05,5.054664187209568e-10,1.8170735749389877e-10,2.0079121896911444e-10
1905,1.2243810747999565e-05,5.344591634339122e-10,1.7891605161698569e-10,1.9799991309220133e-10
1906,1.2381564894375125e-05,5.263624020772945e-10,1.7891605161698569e-10,2.910898298196558e-10
1907,1.2783066267729737e-05,5.014509363299169e-10,2.521669173075455e-10,3.35040351613041e-10
1908,1.3221869526855049e-05,4.672530854296245e-10,1.8362016966446048e-10,3.1790366470226973e-10
1909,1.3813519477220585e-05,3.846307994326281e-10,1.8362016966446048e-10,3.8340331802246194e-10
1910,1.4284023823815265e-05,3.643611464130915e-10,2.38715728731861e-10,3.4935977523607523e-10
1911,1.4872567849774246e-05,3.7833907832026826e-10,1.7154915087675652e-10,3.1765229534043623e-10
1912,1.5411999031909674e-05,2.843596429753197e-10,1.7071639637647858e-10,3.7447597304808763e-10
1913,1.6180529590721043e-05,2.521126036111479e-10,1.8501431537603404e-10,2.9568397532018867e-10
1914,1.6946729374467395e-05,2.812782140141198e-10,1.1176344968547421e-10,2.5173345352680343e-10
1915,1.8021069731081036e-05,2.9234956419995784e-10,1.4364089481347771e-10,2.676721760908052e-10
1916,1.9133225058404995e-05,3.1248484256523364e-10,1.5869275734762108e-10,1.3113293387664474e-10
1917,2.006508345532763e-05,3.2683426699169667e-10,1.4549440224038383e-10,1.3132477843275884e-10
1918,2.0992424781850006e-05,3.703772913365988e-10,1.8943973770621118e-10,1.600852565587983e-10
1919,2.206599336724529e-05,3.9816369943165443e-10,2.0343712329808283e-10,1.0222046324472243e-10
1920,2.2913475861839417e-05,4.07067435315156e-10,1.8913920429852737e-10,8.792254424516699e-11
1921,2.378904017470112e-05,3.486014770499273e-10,1.8913920429852737e-10,8.792254424516699e-11
1922,2.4406812631890977e-05,2.6890786026483633e-10,1.8141305521294067e-10,7.198382168116524e-11
1923,2.511558393182765e-05,1.9364854561157837e-10,1.9091463727376786e-10,8.14854037419924e-11
1924,2.6097365532353122e-05,1.5175134165141506e-10,1.4901743331360454e-10,6.751966941902815e-11
1925,2.704691178223584e-05,1.1723556054515123e-10,7.711623403342368e-11,3.8759191292988706e-11
1926,2.8124623505781138e-05,6.912979315971362e-11,7.162770376822891e-11,1.3916826223171951e-10
1927,2.953864584144737e-05,4.592813827665663e-11,1.1710446104881304e-10,5.711974682925153e-10
1928,3.0501026880561506e-05,4.592813827665663e-11,1.3991394749129123e-10,8.221018132121521e-10
1929,3.187315165372898e-05,9.649973280773899e-11,1.1576265144887441e-10,1.4795325579765516e-09
1930,3.2920635671221786e-05,1.2372712576702583e-10,1.1843659981319073e-10,1.4822065063408679e-09
