ngram,spirit,spiritt,spirt,sprit
1627,0.00012350839200995063,1.5977134028487073e-07,1.5977134028487073e-07,4.291855313048083e-07
1628,0.0001271474497376143,1.9940969033476515e-06,2.2528296637704314e-07,4.291855313048083e-07
1629,0.00011338283677884777,2.984449062231371e-06,2.2528296637704314e-07,4.291855313048083e-07
1630,0.00011581485575464155,3.243196049749843e-06,2.2528296637704314e-07,1.5977134028487073e-07
1631,0.00015311348293575326,3.243196049749843e-06,2.8196295228813793e-07,4.4317125359936783e-07
1632,0.0001620086799708328,3.243196049749843e-06,2.8196295228813793e-07,5.347973878347798e-07
1633,0.0001595175448788463,3.243196049749843e-06,2.8196295228813793e-07,6.718901853933598e-07
1634,0.0001418128886143677,3.083424709464972e-06,1.2219161200326717e-07,5.12118845108489e-07
1635,0.0001445891404208461,1.2490991464021915e-06,5.6679985911094784e-08,5.944385585670326e-07
1636,0.00016399101981992966,2.587469875184719e-07,1.4352439490851664e-07,6.812829675644545e-07
1637,0.0001866866514319554,0.0,1.4352439490851664e-07,9.73923476976779e-07
1638,0.000162977197240772,0.0,2.215144832007354e-07,7.578586007639387e-07
1639,0.00015942865346525132,0.0,2.99384713084042e-07,6.662324665285269e-07
1640,0.0001692969329139617,0.0,2.99384713084042e-07,6.319477238646089e-07
1641,0.00016791252606448585,0.0,2.99384713084042e-07,8.111139899418569e-07
1642,0.00017178834553176005,1.0794983446820489e-07,2.99384713084042e-07,7.287942764833133e-07
1643,0.00018581753309782862,1.9827228113302097e-07,2.1254030408662012e-07,6.419498674858914e-07
1644,0.00016502934886375442,1.9827228113302097e-07,2.1254030408662012e-07,5.32632291034523e-07
1645,0.00017765228507674431,1.9827228113302097e-07,7.787022988330656e-08,5.635309158995889e-07
1646,0.00019079735959946577,1.9827228113302097e-07,1.007384103754053e-07,5.635309158995889e-07
1647,0.00018470798074434112,1.9827228113302097e-07,1.007384103754053e-07,4.607228610049268e-07
1648,0.0001975157533057167,1.9827228113302097e-07,1.007384103754053e-07,4.6495353801999174e-07
1649,0.00021359113972201676,9.032244666481607e-08,2.571939603512874e-07,6.214090879958738e-07
1650,0.00019973084168408865,0.0,2.571939603512874e-07,8.84929915758091e-07
1651,0.00021127565352279426,0.0,2.571939603512874e-07,7.876071452171476e-07
1652,0.00019511118755742376,1.113427937785413e-07,3.685367541298287e-07,8.007162770289662e-07
1653,0.00017848266725195572,1.113427937785413e-07,2.6779834375442337e-07,8.007162770289662e-07
1654,0.00019442481113531227,1.113427937785413e-07,3.0928152991041967e-07,8.421994631849625e-07
1655,0.0001963075524794736,4.0185800896454437e-07,3.0928152991041967e-07,6.588025200926495e-07
1656,0.00017605556890235415,4.0185800896454437e-07,1.5282597993453756e-07,5.476543013368687e-07
1657,0.00018376376205456575,4.0185800896454437e-07,2.0843484500281712e-07,3.119379061087914e-07
1658,0.00016962893382047435,4.0185800896454437e-07,3.1566611369271413e-07,2.7955337803372717e-07
1659,0.00016848521772772074,3.226824004189309e-07,2.0432331991417284e-07,3.290465043294587e-07
1660,0.0001813704615675046,3.226824004189309e-07,2.0432331991417284e-07,3.290465043294587e-07
1661,0.00016773619842881869,3.226824004189309e-07,1.6284013375817657e-07,2.875633181734624e-07
1662,0.00014874206681270152,3.2167185232927816e-08,1.6284013375817657e-07,3.6876303762970307e-07
1663,0.0001301637504574111,3.2167185232927816e-08,1.6284013375817657e-07,3.2345570640960173e-07
1664,0.00010438312425061927,3.2167185232927816e-08,1.4653424987695223e-07,2.9565127387546196e-07
1665,0.00010532026551248106,3.2167185232927816e-08,3.9302981187055204e-08,2.4203563953051344e-07
1666,0.00011126283217371176,0.0,1.1919977639861048e-07,2.0104490821332937e-07
1667,9.484818448462258e-05,0.0,1.516520922807883e-07,2.65949539977685e-07
1668,0.00010537892532218913,0.0,1.516520922807883e-07,3.534559717926251e-07
1669,0.00010134992304041848,0.0,1.516520922807883e-07,3.02210344622316e-07
1670,0.00010940115628597726,0.0,1.516520922807883e-07,3.408595128056342e-07
1671,0.0001165769696984041,0.0,1.123491110937331e-07,5.364104721041128e-07
1672,0.000117080237292352,2.4600601428963794e-08,1.615503139516607e-07,6.102122804512484e-07
1673,0.00012190019333502278,7.408634214048756e-08,8.165351874010542e-08,5.151099620499216e-07
1674,0.00013353760108917153,7.408634214048756e-08,4.920120285792759e-08,5.803274275097335e-07
1675,0.00012047010490537755,7.408634214048756e-08,4.920120285792759e-08,4.928209956947935e-07
1676,0.00013075892223111753,7.408634214048756e-08,4.920120285792759e-08,5.058134137568362e-07
1677,0.00012862299731101042,7.408634214048756e-08,4.920120285792759e-08,4.6716424557351796e-07
1678,0.00011824600161552163,7.408634214048756e-08,4.920120285792759e-08,3.114504291293737e-07
1679,0.00010397598868751499,4.948574071152377e-08,0.0,2.3764862078223814e-07
1680,8.845064283897435e-05,0.0,0.0,3.396192482796323e-07
1681,7.611397502062443e-05,0.0,2.237584746061267e-08,2.318729985160774e-07
1682,6.77617775051788e-05,2.016103297007378e-08,2.237584746061267e-08,2.7219506445622497e-07
1683,5.188189918823939e-05,2.016103297007378e-08,2.237584746061267e-08,2.292485541082507e-07
1684,4.691279069187918e-05,2.016103297007378e-08,2.237584746061267e-08,3.169132948447181e-07
1685,4.059611014132055e-05,2.016103297007378e-08,6.278751080961748e-08,3.174878153393885e-07
1686,5.183351329053819e-05,2.016103297007378e-08,6.278751080961748e-08,3.4511702194452353e-07
1687,5.6978478044454407e-05,2.016103297007378e-08,6.278751080961748e-08,2.1840352409136748e-07
1688,5.3119500340212e-05,2.016103297007378e-08,4.041166334900481e-08,2.426192549722016e-07
1689,5.016284584209123e-05,0.0,4.041166334900481e-08,2.3386835883749362e-07
1690,5.024352607766299e-05,0.0,4.041166334900481e-08,2.5463864972152805e-07
1691,7.455496545714726e-05,0.0,4.041166334900481e-08,1.9143996204158092e-07
1692,7.902862047818157e-05,0.0,2.3668044540110193e-08,1.746963432326863e-07
1693,6.743951962562278e-05,0.0,2.3668044540110193e-08,1.4706713662755127e-07
1694,5.4713007037727425e-05,0.0,2.3668044540110193e-08,1.4706713662755127e-07
1695,5.327812583085948e-05,0.0,2.3668044540110193e-08,1.1598236174644886e-07
1696,5.895297830907761e-05,0.0,2.3668044540110193e-08,1.4739497495546467e-07
1697,6.844867129984777e-05,0.0,3.10151193616548e-08,2.3683080436447718e-07
1698,4.248851395719352e-05,0.0,5.1757660506674645e-08,2.2273602188046686e-07
1699,3.679961108511114e-05,0.0,4.115915633714654e-08,2.3827659845210292e-07
1700,4.157633364749407e-05,0.0,4.115915633714654e-08,2.772701565488335e-07
1701,4.272784021200745e-05,0.0,5.082591566666192e-08,3.256039531964104e-07
1702,4.28570232803135e-05,0.0,6.281107545191844e-08,3.3406746930657913e-07
1703,3.672652331130978e-05,0.0,6.281107545191844e-08,2.931661059944547e-07
1704,2.6052524325288167e-05,0.0,7.278753396836432e-08,3.388717877734442e-07
1705,2.581792536407842e-05,0.0,6.120279749666224e-08,3.3765832187425205e-07
1706,2.924635763130417e-05,0.0,5.920864002259155e-08,3.095250836590172e-07
1707,2.409751453212396e-05,0.0,9.566599905903267e-08,3.0698888459872773e-07
1708,2.2683514544041827e-05,0.0,8.599923972951729e-08,2.586550879511508e-07
1709,2.2673095372738317e-05,0.0,7.401407994426076e-08,2.707598188830421e-07
1710,2.431248503853567e-05,0.0,7.401407994426076e-08,2.8310744580396984e-07
1711,2.5043380446732044e-05,0.0,6.638287532366252e-08,1.3688797244932565e-07
1712,2.651973227330018e-05,0.0,8.981533129924304e-08,1.6032042842490618e-07
1713,2.764051610678767e-05,0.0,7.873994840273163e-08,2.1415313662081254e-07
1714,2.830220598428111e-05,0.0,4.2282589366290524e-08,2.064106082246196e-07
1715,3.0315373805933632e-05,0.0,6.49272960475043e-08,2.177329615652265e-07
1716,2.9255263923135188e-05,0.0,7.378225421104747e-08,2.2593270188053793e-07
1717,3.0015040725369806e-05,0.0,7.378225421104747e-08,2.60275307084612e-07
1718,3.185450545320886e-05,0.0,7.183168193591882e-08,2.5058297836721977e-07
1719,2.910708410906539e-05,0.0,3.924142128702053e-08,2.3774733039415098e-07
1720,2.7930633483005556e-05,0.0,3.924142128702053e-08,1.7283923930173322e-07
1721,2.8933006303434793e-05,0.0,3.924142128702053e-08,1.791646409645052e-07
1722,4.48283179658964e-05,0.0,3.9779474698369606e-08,2.2193539450654498e-07
1723,4.8456762410101616e-05,4.322623275194408e-08,4.327486889467634e-08,2.147116597533178e-07
1724,4.65371465127516e-05,4.322623275194408e-08,4.327486889467634e-08,1.6942268692738643e-07
1725,4.864394421539535e-05,4.322623275194408e-08,4.288606549250419e-08,2.2089335922308756e-07
1726,5.240921018412337e-05,4.322623275194408e-08,4.288606549250419e-08,2.2030123959991344e-07
1727,5.4262368524047944e-05,4.322623275194408e-08,4.288606549250419e-08,2.2030123959991344e-07
1728,5.9102970616160224e-05,4.322623275194408e-08,4.9365625492165625e-08,2.5005660932362973e-07
1729,4.694678032787384e-05,4.322623275194408e-08,4.529879557172275e-08,2.46939316233303e-07
1730,4.6681048843311146e-05,0.0,4.9314919132419684e-08,2.9172063875648746e-07
1731,4.8480535042472184e-05,0.0,4.9314919132419684e-08,2.68236959755086e-07
1732,4.714653914561495e-05,0.0,5.4479013808109555e-08,2.2302481131727552e-07
1733,4.5596588149367433e-05,0.0,6.852855299095089e-08,2.1088708785604077e-07
1734,4.605653521139175e-05,0.0,6.852855299095089e-08,2.418574775374184e-07
1735,4.121364950801113e-05,0.0,6.851591903357854e-08,1.8352880155297108e-07
1736,4.167246152064763e-05,0.0,5.491231393404762e-08,1.3806531283324019e-07
1737,4.145544517086819e-05,9.690279512142297e-08,5.238909445941837e-08,7.007619069148469e-08
1738,4.4096335581603595e-05,9.690279512142297e-08,5.238909445941837e-08,7.556800696306709e-08
1739,4.3445374883179155e-05,2.1967762060220203e-07,4.956479569630444e-08,7.900223205784382e-08
1740,4.469634015029962e-05,2.1967762060220203e-07,5.0489813726731625e-08,7.94647410730574e-08
1741,4.990943749102631e-05,2.1967762060220203e-07,7.425521683249567e-08,9.008380631923631e-08
1742,5.592870313973565e-05,2.1967762060220203e-07,6.778829079020657e-08,1.4101323131399113e-07
1743,5.852848906735224e-05,2.1967762060220203e-07,6.227596571761751e-08,1.4513229982883657e-07
1744,6.176463596472916e-05,1.2277482548077906e-07,5.289676963116108e-08,1.4914528482076354e-07
1745,6.6703022769486e-05,1.2277482548077906e-07,5.289676963116108e-08,1.625881961128276e-07
1746,7.07428137372647e-05,0.0,6.809390638652855e-08,1.87741287151409e-07
1747,7.402042060026101e-05,0.0,6.559680443274374e-08,2.5095958834851574e-07
1748,7.417602319037542e-05,0.0,4.1831401326979696e-08,2.384879879611747e-07
1749,7.71726097030166e-05,0.0,4.678668170348439e-08,1.9100219767714017e-07
1750,8.866751782729157e-05,3.298731446729367e-09,4.678668170348439e-08,1.9456572987662314e-07
1751,9.956210851669312e-05,3.298731446729367e-09,4.232262134402325e-08,1.8741690459884402e-07
1752,0.00010457380059441286,3.298731446729367e-09,4.232262134402325e-08,1.91873718944992e-07
1753,0.00012095388852425717,3.298731446729367e-09,2.7491440489159557e-08,1.771452886600855e-07
1754,0.0001306658357082467,3.298731446729367e-09,3.59343285286481e-08,1.148078462774395e-07
1755,0.00014535786717065742,3.298731446729367e-09,4.7494251832956384e-08,1.0880983834584055e-07
1756,0.00014914163122219698,3.298731446729367e-09,5.1645382573691934e-08,1.3532492206179215e-07
1757,0.00014547045949646936,0.0,8.209661522024752e-08,2.2566418524304156e-07
1758,0.00014618844059961184,0.0,1.0384970851516431e-07,2.4292503247076116e-07
1759,0.0001480862805952451,0.0,1.177648881269176e-07,2.925881814925495e-07
1760,0.00014349778315850666,0.0,1.1036755027354112e-07,2.911003415460657e-07
1761,0.000145757820324174,0.0,9.777390909602803e-08,3.4101912100530693e-07
1762,0.00013806988759565035,0.0,9.96268959393579e-08,3.6082058686913244e-07
1763,0.00014083727312806462,0.0,1.3026192772055571e-07,3.6129771022582903e-07
1764,0.000146567659352773,0.0,1.166747732079492e-07,2.8587031814757733e-07
1765,0.00015192120710188256,0.0,1.0376390515075076e-07,2.932709557106656e-07
1766,0.00015835643820797225,3.4010521383314493e-09,9.665082981566034e-08,2.3041942094031193e-07
1767,0.0001659584855328181,3.4010521383314493e-09,1.0576747198699974e-07,2.3534586952272158e-07
1768,0.00016950304520183375,3.4010521383314493e-09,1.1621625668161479e-07,3.084873684753932e-07
1769,0.00017678207119128535,6.447311763833698e-09,1.2108090530205118e-07,3.143062100109871e-07
1770,0.0001827913656597957,6.447311763833698e-09,9.287114873960231e-08,3.235301875292862e-07
1771,0.00018557515743720745,6.447311763833698e-09,8.390500180358426e-08,4.033617833394081e-07
1772,0.00018263356676990434,6.447311763833698e-09,8.033494022389018e-08,3.8644545595291545e-07
1773,0.00018483457305202528,3.046259625502249e-09,8.391359937068696e-08,3.995990169869401e-07
1774,0.0001872055249155632,3.046259625502249e-09,7.48080533392275e-08,4.481995067148351e-07
1775,0.00018671637267938683,3.046259625502249e-09,5.6032566523153294e-08,3.4276929332983333e-07
1776,0.0001868657356161358,2.712369503602271e-09,5.6741594787825175e-08,3.130157263545438e-07
1777,0.00018680335363439684,2.712369503602271e-09,6.271820929271144e-08,2.873153326683158e-07
1778,0.00018394965861391808,2.712369503602271e-09,7.150714078006461e-08,2.1553180675125206e-07
1779,0.00019070691944632147,1.2959112386364983e-08,9.953689098348864e-08,2.1757271895239683e-07
1780,0.0001871490614056321,1.2959112386364983e-08,9.620354823880461e-08,2.2710396560147013e-07
1781,0.00018192151661163995,1.2959112386364983e-08,1.0883122009935115e-07,1.9319779604692095e-07
1782,0.0001827241129441453,1.2959112386364983e-08,1.4120322232104498e-07,2.2546919759796375e-07
1783,0.0001840344422297286,1.024674288276271e-08,1.3091503145038326e-07,2.1953020531587493e-07
1784,0.00018242253489526256,1.024674288276271e-08,1.333803954902838e-07,2.124196305836839e-07
1785,0.00018887973939334706,1.024674288276271e-08,1.2316602239690967e-07,2.296628015382599e-07
1786,0.0001804991500518684,0.0,9.522450180757655e-08,2.1989010231696478e-07
1787,0.00018050662349976067,0.0,9.849021407960987e-08,2.5145921763883703e-07
1788,0.000180581709303494,5.226208291527915e-09,8.710973529803465e-08,2.354202643622167e-07
1789,0.00018202566259008433,1.9186826096172027e-08,7.335189014919966e-08,2.0856204940855605e-07
1790,0.0001794437225076503,2.1396522902656604e-08,7.349228121305324e-08,2.3307930214449308e-07
1791,0.00018266577847368483,2.4654421742249203e-08,6.546424456489928e-08,2.6428814286256444e-07
1792,0.00018000055570155382,2.574268379415149e-08,7.96687333247194e-08,2.511558026948738e-07
1793,0.0001823042590071314,2.574268379415149e-08,8.81126496210527e-08,2.788898772873186e-07
1794,0.0001826407845198576,2.6740669361353346e-08,8.57834012078586e-08,2.4437236488340985e-07
1795,0.0001845883484098262,4.160644755708225e-08,9.373628273579016e-08,2.7056440135960915e-07
1796,0.00018839295496166284,2.9542152977869918e-08,9.029271146638556e-08,2.827684478948608e-07
1797,0.00018959565828221718,2.789937982226677e-08,9.449316808383759e-08,2.9112441422642276e-07
1798,0.0001901438206134896,2.869207779302282e-08,9.932858396106375e-08,3.044654631269493e-07
1799,0.0001937196752156264,3.0006894112334844e-08,9.066699695787455e-08,3.116605650380474e-07
1800,0.0001978113307684128,3.2065213595444675e-08,8.221431814701776e-08,3.0078718639612946e-07
1801,0.0002039887331193313,3.4781951794928186e-08,8.630328553392377e-08,3.1728166862064556e-07
1802,0.0002074547706537747,1.6860599265961744e-08,9.179581945366927e-08,3.1098854589929813e-07
1803,0.0002055387303698808,5.0766271059948006e-08,8.891023231935183e-08,3.165131049952054e-07
1804,0.00020660352934750596,7.857156043249753e-08,8.92944004452342e-08,3.145234594675068e-07
1805,0.00020569843556066708,1.1970484717746137e-07,8.18617468415336e-08,2.898965131440231e-07
1806,0.00020294304496409104,1.452251807064288e-07,7.760285874220634e-08,2.9285298402165996e-07
1807,0.00020187768054061702,1.8291889323864196e-07,8.626905056985379e-08,3.2113356748400944e-07
1808,0.00019850338867399842,1.8014562222897927e-07,8.10217310385854e-08,3.0717963893169197e-07
1809,0.0001942162447708792,1.7869868752993868e-07,7.541677200200475e-08,2.867803183497537e-07
1810,0.0001947310852951237,1.4485813139484905e-07,7.293896737386213e-08,2.8580454422158906e-07
1811,0.00019485394295770675,1.1718907019389998e-07,6.912529672474323e-08,2.812498759599943e-07
1812,0.00019731802707870623,7.940514258818001e-08,6.837040394153909e-08,3.1580430207408685e-07
1813,0.00019567178553968136,5.8464989357734764e-08,6.856705628674068e-08,2.923501694697604e-07
1814,0.00019927415373136422,2.9160864009217643e-08,6.228068473644401e-08,2.5947349919468774e-07
1815,0.00020183005627976463,3.034395902799604e-08,6.685045406129575e-08,2.61565566412563e-07
1816,0.00020248463884594718,3.209250516127733e-08,6.269725005836335e-08,2.738955048796145e-07
1817,0.00020394844718144408,3.338667006350501e-08,6.197147734659276e-08,2.4012448055340687e-07
1818,0.00020565217086446604,4.0023947965396797e-08,6.07763749168758e-08,2.233063745344615e-07
1819,0.00020704811738271798,4.945730567941707e-08,6.135102127911653e-08,1.815146849334529e-07
1820,0.00021068013406225612,4.439020719258581e-08,6.415784170599181e-08,1.8019861361803384e-07
1821,0.0002101809056642066,3.561350579518928e-08,6.863904492401421e-08,1.836953933726753e-07
1822,0.00020987127832735756,3.735679384878462e-08,6.572802848024497e-08,1.6546793192771604e-07
1823,0.0002120624080167285,3.642963886107964e-08,6.584657187756551e-08,1.5909818021750004e-07
1824,0.00021218267959609096,3.625879545816295e-08,6.37393914157006e-08,1.7246782744807986e-07
1825,0.00021529565440557365,3.385642103178757e-08,6.760658217379906e-08,1.6978827131554552e-07
1826,0.00021437680282230888,1.9748566845326617e-08,6.661481677383563e-08,1.7352987364509837e-07
1827,0.00021679162039488022,2.1283236633402273e-08,6.40113480950991e-08,1.6963349277635382e-07
1828,0.0002237660893505173,2.2259934847771286e-08,6.018372137158881e-08,1.60693677539062e-07
1829,0.00021633127055663084,1.9305664622493168e-08,6.062426903343163e-08,1.610742300174804e-07
1830,0.00021850314182561955,1.8618315080130643e-08,6.119031224573388e-08,1.4979544614236927e-07
1831,0.00021848501429693506,1.5812238693005805e-08,5.978975080113611e-08,1.385678517960644e-07
1832,0.00021941531200094948,1.3854414567962943e-08,5.627831559503907e-08,1.35718905320508e-07
1833,0.00022115801610717817,1.533534651646359e-08,5.568993697936873e-08,1.2445097650827718e-07
1834,0.00021887561680549488,1.5456104776997596e-08,5.642087076905357e-08,1.2587408398141114e-07
1835,0.00021126411905113076,1.4567652671461571e-08,5.976551926372459e-08,1.264289386832778e-07
1836,0.0002195951300174264,1.6356289465692597e-08,6.157443520139947e-08,1.2884426021335977e-07
1837,0.00021824639406986535,2.115177176266668e-08,5.96331355089725e-08,1.3305129442642283e-07
1838,0.00021816283697262406,2.7360776374710634e-08,6.085244765228839e-08,1.362080876024915e-07
1839,0.00021335339780697332,2.794227262268935e-08,6.253989123397982e-08,1.4282200514311887e-07
1840,0.00021064923826738128,2.4340568925497663e-08,6.296400353481399e-08,1.4619121811522617e-07
1841,0.0002117510261346719,2.4197883569903363e-08,6.373347259471172e-08,1.4170144676687153e-07
1842,0.0002123828640573525,2.985791588575434e-08,6.532237810980795e-08,1.4343006528503922e-07
1843,0.0002114338318019041,3.423776297393845e-08,6.50149790512192e-08,1.415355654899031e-07
1844,0.0002118398468675358,3.152298549175774e-08,6.661194364353053e-08,1.371643847392079e-07
1845,0.00021315200761559287,2.590290084013093e-08,6.682652247442483e-08,1.3469094487358495e-07
