ngram,angle,angl,anglee,anggle
1611,5.760862856212563e-06,0.0,0.0,0.0
1612,5.423552189703125e-06,0.0,0.0,0.0
1613,3.0349090447348965e-05,0.0,0.0,0.0
1614,3.0349090447348965e-05,0.0,0.0,0.0
1615,2.955038006088476e-05,0.0,0.0,0.0
1616,2.936170608336397e-05,0.0,0.0,0.0
1617,2.7700971738145847e-05,0.0,0.0,0.0
1618,2.798066256965675e-05,0.0,0.0,0.0
1619,2.8318266060978203e-05,0.0,0.0,0.0
1620,1.4527015131144644e-06,0.0,0.0,0.0
1621,1.8095375042191466e-06,0.0,0.0,0.0
1622,1.8095375042191466e-06,0.0,0.0,0.0
1623,2.078951695239084e-06,0.0,0.0,0.0
1624,4.2125768621709927e-05,0.0,0.0,0.0
1625,4.475901628861071e-05,0.0,0.0,0.0
1626,4.556952187938025e-05,0.0,0.0,0.0
1627,4.5267305137843194e-05,0.0,0.0,0.0
1628,4.543456215547589e-05,0.0,0.0,0.0
1629,4.576467953094314e-05,0.0,0.0,0.0
1630,4.816898435170255e-05,0.0,0.0,0.0
1631,7.998626090609053e-06,0.0,0.0,0.0
1632,5.042543015016625e-06,0.0,0.0,0.0
1633,4.305712309360388e-06,0.0,0.0,0.0
1634,6.52723913065399e-06,0.0,0.0,0.0
1635,7.3202615372533075e-06,0.0,0.0,0.0
1636,1.046392045671902e-05,0.0,0.0,0.0
1637,8.302322320170269e-06,7.316012735308114e-08,0.0,0.0
1638,8.302322320170269e-06,7.316012735308114e-08,0.0,0.0
1639,8.169428480999028e-06,7.316012735308114e-08,0.0,0.0
1640,8.991846795782163e-06,7.316012735308114e-08,0.0,0.0
1641,7.009208323844567e-06,7.316012735308114e-08,0.0,0.0
1642,6.663641394360249e-06,7.316012735308114e-08,0.0,0.0
1643,3.189865099427282e-06,7.316012735308114e-08,0.0,0.0
1644,2.677744224196691e-06,0.0,0.0,0.0
1645,3.267146163515073e-06,0.0,0.0,0.0
1646,7.163810242413352e-06,0.0,0.0,0.0
1647,7.074614667804521e-06,0.0,0.0,0.0
1648,7.661012594845878e-06,0.0,0.0,0.0
1649,6.924147425836834e-06,0.0,0.0,0.0
1650,1.7245379142748008e-05,0.0,0.0,0.0
1651,1.8449381481592093e-05,0.0,0.0,0.0
1652,1.8305350717387876e-05,0.0,0.0,0.0
1653,1.6737852450075608e-05,0.0,0.0,0.0
1654,2.438778674981482e-05,4.1483186155996266e-08,0.0,0.0
1655,2.4550252257020994e-05,4.1483186155996266e-08,0.0,0.0
1656,2.988837091574429e-05,4.1483186155996266e-08,0.0,0.0
1657,2.0957360837720834e-05,4.1483186155996266e-08,0.0,0.0
1658,2.045036171693937e-05,4.1483186155996266e-08,0.0,0.0
1659,2.0294495210951675e-05,4.1483186155996266e-08,0.0,0.0
1660,1.7811893501727483e-05,4.1483186155996266e-08,0.0,0.0
1661,1.0764278694555937e-05,0.0,0.0,0.0
1662,1.1035122578765108e-05,0.0,0.0,0.0
1663,6.250660346397906e-06,0.0,0.0,0.0
1664,6.393254953504116e-06,0.0,0.0,0.0
1665,6.5780840908960925e-06,0.0,0.0,0.0
1666,6.568218217190795e-06,3.9948397605777634e-08,0.0,0.0
1667,6.845018885672159e-06,3.9948397605777634e-08,0.0,0.0
1668,1.3323802964545653e-05,3.9948397605777634e-08,0.0,0.0
1669,1.2424656396043637e-05,3.9948397605777634e-08,0.0,0.0
1670,1.1906860826067195e-05,3.9948397605777634e-08,0.0,0.0
1671,1.0999807662821176e-05,3.9948397605777634e-08,0.0,0.0
1672,1.0314780118798289e-05,3.9948397605777634e-08,0.0,0.0
1673,1.05547415906975e-05,0.0,0.0,0.0
1674,1.0360418741583999e-05,0.0,0.0,0.0
1675,2.4093620498076362e-06,0.0,0.0,0.0
1676,3.8107198991253554e-06,0.0,0.0,0.0
1677,3.7752791156110888e-06,0.0,0.0,0.0
1678,3.408457457356105e-06,0.0,0.0,0.0
1679,3.3962267999803383e-06,0.0,0.0,0.0
1680,3.238665125796355e-06,0.0,0.0,0.0
1681,3.1655158961387187e-06,0.0,0.0,0.0
1682,8.435251759562692e-06,2.016103297007378e-08,0.0,0.0
1683,7.3805961164907785e-06,2.016103297007378e-08,0.0,0.0
1684,1.187938874279228e-05,2.016103297007378e-08,0.0,0.0
1685,1.1782093971695368e-05,2.016103297007378e-08,0.0,0.0
1686,1.162514902424456e-05,2.016103297007378e-08,0.0,0.0
1687,1.1386710696115188e-05,2.016103297007378e-08,0.0,0.0
1688,1.2042672559735884e-05,2.016103297007378e-08,0.0,0.0
1689,6.59310221148449e-06,0.0,0.0,0.0
1690,6.530829953784892e-06,0.0,0.0,0.0
1691,1.8458660438877165e-06,0.0,0.0,0.0
1692,1.755223528172272e-06,0.0,0.0,0.0
1693,3.4832611959245696e-06,0.0,0.0,0.0
1694,3.359660930917536e-06,0.0,0.0,0.0
1695,3.296495029709539e-06,0.0,0.0,0.0
1696,3.3277490842920088e-06,0.0,0.0,0.0
1697,4.7043156346912184e-06,0.0,0.0,0.0
1698,5.298402324375015e-06,0.0,0.0,0.0
1699,5.358093590400261e-06,1.3069540370582087e-08,0.0,0.0
1700,3.7064095376341096e-06,1.3069540370582087e-08,0.0,0.0
1701,3.841744168247325e-06,1.3069540370582087e-08,0.0,0.0
1702,3.674806675592533e-06,2.5054700155838613e-08,0.0,0.0
1703,3.714457250225678e-06,3.6095910007004154e-08,0.0,0.0
1704,1.7286587186455499e-06,3.6095910007004154e-08,0.0,0.0
1705,1.7083706203331012e-06,3.6095910007004154e-08,0.0,0.0
1706,1.7991828786177524e-06,2.3026369636422065e-08,0.0,0.0
1707,1.92609666019702e-06,2.3026369636422065e-08,0.0,0.0
1708,1.8389913642684924e-06,2.3026369636422065e-08,0.0,0.0
1709,1.3356545208255608e-06,1.104120985116554e-08,0.0,0.0
1710,1.8586372963877044e-06,0.0,0.0,0.0
1711,1.9015288594508611e-06,9.692328717392229e-09,0.0,0.0
1712,4.374872740900823e-06,2.055574859533798e-08,0.0,0.0
1713,4.207455156850821e-06,2.055574859533798e-08,0.0,0.0
1714,5.0198640926575015e-06,2.055574859533798e-08,0.0,0.0
1715,5.198081820724708e-06,2.055574859533798e-08,0.0,0.0
1716,5.1949117627308235e-06,2.055574859533798e-08,0.0,0.0
1717,4.8883811254134864e-06,3.5838559548600253e-08,0.0,0.0
1718,5.058578701826784e-06,8.033852541952261e-08,0.0,0.0
1719,2.5683122422443764e-06,6.947510554157685e-08,0.0,0.0
1720,2.7407503669759796e-06,6.947510554157685e-08,0.0,0.0
1721,1.846365815286585e-06,6.947510554157685e-08,0.0,0.0
1722,1.9290222204355293e-06,7.720269223909781e-08,0.0,0.0
1723,2.4450572482237476e-06,1.1425374830358643e-07,0.0,0.0
1724,2.168663521778009e-06,9.897093735032416e-08,0.0,0.0
1725,5.91358073214516e-06,4.477864276200957e-08,0.0,0.0
1726,1.073714571475648e-05,4.477864276200957e-08,0.0,0.0
1727,1.1099091052204e-05,5.162135861626536e-08,0.0,0.0
1728,1.2272000300786853e-05,5.8100918615926796e-08,0.0,0.0
1729,1.2128568227711054e-05,5.037333191840584e-08,0.0,0.0
1730,1.4639659647335585e-05,1.3322275853917226e-08,0.0,0.0
1731,1.5105255751482868e-05,2.0289015420108366e-08,0.0,0.0
1732,1.2214102542072527e-05,2.654753927799902e-08,0.0,0.0
1733,7.360760572997346e-06,2.654753927799902e-08,0.0,0.0
1734,9.234432890739949e-06,2.486655503730617e-08,0.0,0.0
1735,1.6545948889350776e-05,1.8386995037644738e-08,0.0,0.0
1736,1.9990850367841112e-05,2.38993201102338e-08,0.0,0.0
1737,1.7806229217447772e-05,3.0820948333192584e-08,0.0,0.0
1738,1.7553481906621266e-05,2.3854208767001443e-08,0.0,0.0
1739,2.3450146889964734e-05,2.082660139584342e-08,0.0,0.0
1740,2.3510534414786628e-05,2.082660139584342e-08,0.0,0.0
1741,2.1600934197912075e-05,1.566486978228048e-08,0.0,0.0
1742,1.4064496001862739e-05,4.755173169509622e-08,0.0,0.0
1743,1.2380201854154751e-05,4.203940662250716e-08,0.0,0.0
1744,1.1930607018127506e-05,3.511777839954837e-08,0.0,0.0
1745,2.2953983683951913e-05,3.511777839954837e-08,0.0,0.0
1746,1.6986259749631116e-05,3.188686191281574e-08,0.0,0.0
1747,1.8267210017646513e-05,3.188686191281574e-08,0.0,0.0
1748,2.1616456933770678e-05,3.552659373034268e-08,0.0,0.0
1749,3.079184460018171e-05,8.59501219403163e-09,0.0,0.0
1750,2.9462636283434612e-05,1.5192475087490365e-08,0.0,0.0
1751,3.058132395900819e-05,1.5192475087490365e-08,0.0,0.0
1752,2.0424593328373574e-05,1.5192475087490365e-08,0.0,0.0
1753,3.0242465592371965e-05,2.525117994066152e-08,0.0,0.0
1754,2.9894122495274394e-05,4.198745478285153e-08,0.0,0.0
1755,2.7895864020268035e-05,4.220103073342736e-08,0.0,0.0
1756,1.8610096243979308e-05,4.028122089851292e-08,0.0,0.0
1757,2.0494801187201768e-05,3.368375800505419e-08,0.0,0.0
1758,2.2597791874951717e-05,3.368375800505419e-08,0.0,0.0
1759,2.3232030214005916e-05,3.7162552907992515e-08,0.0,0.0
1760,1.5045083728182362e-05,3.508794880044011e-08,0.0,0.0
1761,1.8608082362853956e-05,2.1127241416658242e-08,0.0,0.0
1762,1.8662833164333798e-05,1.7273933648555484e-08,0.0,0.0
1763,1.9390864638678196e-05,1.9915812237465095e-08,0.0,0.0
1764,2.1254400053294376e-05,2.272649192645661e-08,0.0,0.0
1765,2.006846313763942e-05,3.1568717164174945e-08,0.0,0.0
1766,2.6418380652363078e-05,3.1490974399568065e-08,0.0,0.0
