ngram,dsh,dis,dish
1690,0.0,6.783625004962752e-06,1.3561292015700538e-06
1691,0.0,6.313389479016353e-06,1.1570220855056895e-06
1692,0.0,5.899396066005076e-06,1.0225056834250218e-06
1693,0.0,5.672061174014484e-06,8.126380026039572e-07
1694,0.0,4.8918130102850095e-06,5.898230231845705e-07
1695,0.0,4.999150795421363e-06,6.362010976447761e-07
1696,0.0,5.217691328393162e-06,9.352155205176262e-07
1697,0.0,5.957604311593709e-06,1.0249298806489345e-06
1698,0.0,6.861756966307959e-06,1.0166835896338204e-06
1699,0.0,7.32160346420382e-06,1.1131124486902472e-06
1700,0.0,8.04250592929228e-06,1.1620352487235713e-06
1701,0.0,9.02963165572146e-06,1.2923178474011365e-06
1702,0.0,9.35272328206338e-06,1.284593370850676e-06
1703,0.0,9.679337381385267e-06,1.1101371829421884e-06
1704,8.66176666899524e-09,1.062732891503921e-05,1.1262220190084399e-06
1705,8.66176666899524e-09,1.0494624932886967e-05,1.1861363304888073e-06
1706,8.66176666899524e-09,1.0641644881356374e-05,1.3303313396915785e-06
1707,8.66176666899524e-09,1.0464745953088692e-05,1.5276236240424623e-06
1708,8.66176666899524e-09,1.050994589084959e-05,1.5465810828832867e-06
1709,8.66176666899524e-09,1.1223487230641435e-05,1.534994485804678e-06
1710,2.587678998062464e-08,1.136668652179651e-05,1.4850140977224718e-06
1711,2.690735202902163e-08,1.0224288156937941e-05,1.272592182236362e-06
1712,3.777077190696738e-08,1.0009145950919316e-05,1.3049988751845376e-06
1713,3.777077190696738e-08,1.0201322181403936e-05,1.157673109121658e-06
1714,3.777077190696738e-08,1.1095814897998935e-05,8.84405713869845e-07
1715,3.777077190696738e-08,1.0973650140450835e-05,7.787142278305379e-07
1716,5.548068823405369e-08,1.0631514994331934e-05,1.02151736720251e-06
1717,3.826566492242429e-08,1.0194118528618543e-05,1.0442666881057709e-06
1718,2.857333620503206e-08,9.861236581595481e-06,1.4622610089125892e-06
1719,1.770991632708631e-08,1.0150464407031126e-05,1.4797416432494565e-06
1720,1.770991632708631e-08,9.62998267693495e-06,1.5475134042779764e-06
1721,1.770991632708631e-08,8.373620013506816e-06,1.63819317679424e-06
1722,1.770991632708631e-08,8.810794497549068e-06,1.7789038955535425e-06
1723,0.0,8.828623062332294e-06,1.7987115208078258e-06
1724,0.0,9.000012336660543e-06,1.7439185658726534e-06
1725,0.0,9.300499901395856e-06,1.463625811278949e-06
1726,0.0,9.254835211842355e-06,1.3483276575243508e-06
1727,0.0,9.377004646791778e-06,1.3725740391886835e-06
1728,0.0,9.684224746056966e-06,1.3574433117875223e-06
1729,0.0,9.496213221739578e-06,1.467397323397433e-06
1730,0.0,9.652071639720816e-06,1.6573630594913474e-06
1731,0.0,9.795697353963209e-06,1.6910212902335582e-06
1732,0.0,1.0518532820112472e-05,1.7648913594062573e-06
1733,0.0,1.1396362944131916e-05,1.7546506683174812e-06
1734,0.0,1.1990602355841215e-05,2.3427136852660624e-06
1735,0.0,1.2033205166517291e-05,2.3941711414668783e-06
1736,0.0,1.2438251620291599e-05,3.1118894006405232e-06
1737,0.0,1.2497982035191463e-05,2.6982601915343755e-06
1738,5.491816271582398e-09,1.3530290613873928e-05,2.828024410713884e-06
1739,5.491816271582398e-09,1.3353618669498246e-05,2.719843783844616e-06
1740,5.491816271582398e-09,1.2978061671934224e-05,2.943449983052103e-06
1741,5.491816271582398e-09,1.2913642292135461e-05,2.603984041473138e-06
1742,1.186918855263944e-08,1.3289516573422588e-05,3.0030718595038967e-06
1743,1.186918855263944e-08,1.315018809171826e-05,2.159382623696209e-06
1744,1.186918855263944e-08,1.3112966501336945e-05,2.794787893175713e-06
1745,6.377372281057043e-09,1.2713565930815613e-05,2.778151935802141e-06
1746,6.377372281057043e-09,1.2820678551049372e-05,4.627182404094908e-06
1747,6.377372281057043e-09,1.2671590801411575e-05,4.692030545681648e-06
1748,4.6414421258792315e-08,1.2665160414014411e-05,4.509239131168995e-06
1749,4.003704897773527e-08,1.2688173488381185e-05,4.381939886245943e-06
1750,4.3335780424464635e-08,1.3382003089645877e-05,4.743498899577909e-06
1751,4.3335780424464635e-08,1.4040343947791761e-05,4.60561768379973e-06
1752,4.723437057358686e-08,1.4855653067310673e-05,4.930146003191892e-06
1753,5.226372300017244e-08,1.5790106772328727e-05,3.7185048183476155e-06
1754,5.226372300017244e-08,1.7000627329772605e-05,3.996970625459133e-06
1755,1.2226674022437173e-08,1.8047835900298586e-05,4.534680426461689e-06
1756,1.2226674022437173e-08,1.9116784772320117e-05,5.492519773854708e-06
1757,8.927942575707805e-09,1.9756377306683654e-05,5.763561278269792e-06
1758,1.203552736837667e-08,2.0288121959310956e-05,5.691065715447101e-06
1759,8.136937219254442e-09,1.9878325994276175e-05,5.5176145516660265e-06
1760,8.430318792258212e-09,1.987053188453761e-05,5.310258854608817e-06
1761,1.120588625066635e-08,1.9229248469595666e-05,6.016122240128295e-06
1762,1.120588625066635e-08,1.8778223290740114e-05,5.931077404446634e-06
1763,1.120588625066635e-08,1.8412824179644565e-05,5.248335777910792e-06
1764,1.120588625066635e-08,1.7151068017743194e-05,5.519272495543451e-06
1765,8.098301457997487e-09,1.5945234086497555e-05,5.801584653194628e-06
1766,8.098301457997487e-09,1.5270054193803973e-05,6.795876873054242e-06
1767,2.7755674584081393e-09,1.4175842417379109e-05,7.071699591116547e-06
1768,0.0,1.3490734350593162e-05,6.427448884746159e-06
1769,0.0,1.2752580525037566e-05,6.4074282428399395e-06
1770,0.0,1.2445788472957378e-05,6.897541749952195e-06
1771,0.0,1.2348417840257753e-05,7.565247934897863e-06
1772,0.0,1.2398246586339415e-05,7.9376683450911e-06
1773,0.0,1.2678479444210617e-05,7.692100617922343e-06
1774,0.0,1.2832878772834582e-05,7.645822928939846e-06
1775,2.8886891608895635e-09,1.307849665213975e-05,7.716221521799785e-06
1776,2.8886891608895635e-09,1.3268496331875212e-05,7.91546192756089e-06
1777,2.8886891608895635e-09,1.292185931691035e-05,1.0101491170644294e-05
1778,8.450976553474123e-09,1.3238323845143896e-05,8.871599480439077e-06
1779,8.450976553474123e-09,1.3691493872361857e-05,8.493367399101512e-06
1780,8.450976553474123e-09,1.4181540011902274e-05,8.012956836215121e-06
1781,1.0363493428501767e-08,1.4653205653303303e-05,8.641780563526222e-06
1782,7.474804267612204e-09,1.4711906390272946e-05,9.214917164562003e-06
1783,7.474804267612204e-09,1.5006272146170627e-05,1.0707077763072448e-05
1784,1.0803748498996616e-08,1.5066610493314719e-05,9.630288786866004e-06
1785,5.241461106412057e-09,1.518220817940476e-05,1.0225758550015079e-05
1786,5.241461106412057e-09,1.4727403270496455e-05,1.0044461955008696e-05
1787,5.241461106412057e-09,1.4045350456269392e-05,1.0170586457596592e-05
1788,3.328944231384412e-09,1.3598173479424855e-05,9.598428472859918e-06
1789,3.328944231384412e-09,1.3660211802094377e-05,9.69038839165088e-06
1790,3.328944231384412e-09,1.3740467823351668e-05,8.088787451145305e-06
1791,3.257898839592599e-09,1.3874893608902181e-05,6.368626340450387e-06
1792,3.257898839592599e-09,1.3593252853232635e-05,5.938929461990483e-06
1793,4.243920960687677e-09,1.3897568870951155e-05,6.942639369559142e-06
1794,5.2419065278895366e-09,1.4352918697113637e-05,7.076779248953764e-06
1795,7.981722774782644e-09,1.4634138356736262e-05,6.921594116907467e-06
1796,8.929884387498532e-09,1.4997714840449459e-05,6.3391133673056695e-06
1797,8.929884387498532e-09,1.5097488228223352e-05,6.806261548522993e-06
1798,5.671985547905933e-09,1.539211487917263e-05,7.77111550373125e-06
1799,6.27275514070951e-09,1.5768400252064957e-05,8.311351458749933e-06
1800,6.11006083823489e-09,1.60592527598575e-05,7.582037012200869e-06
1801,5.576415741868703e-09,1.647224520898557e-05,7.917103695425404e-06
1802,4.138979920702874e-09,1.7286456308543814e-05,8.809734221618523e-06
1803,3.892818226499831e-09,1.795655147621541e-05,9.695019018961051e-06
1804,3.892818226499831e-09,1.8688853742787614e-05,1.0104420003439632e-05
1805,5.191205782700032e-09,1.9099478647279155e-05,1.018557018791658e-05
1806,5.366086464064779e-09,1.9549669949420994e-05,1.0322102493124216e-05
1807,5.379643556021765e-09,1.969597386570448e-05,1.1011919143909057e-05
1808,6.092119063185107e-09,1.9918736403009723e-05,1.1460531563248619e-05
1809,6.237137155957433e-09,2.0433376058852965e-05,1.0998356369132775e-05
1810,5.9710125415486055e-09,2.0473030807417153e-05,1.0689437008945138e-05
1811,7.142932245685074e-09,2.0272798792575486e-05,1.008023010789267e-05
1812,6.32196120850129e-09,2.0237646302640705e-05,9.603145047419406e-06
1813,9.037940269201222e-09,2.0339671339440558e-05,9.264996021686653e-06
1814,1.049959487607412e-08,2.0615197302374456e-05,8.823490264018932e-06
1815,1.1254186059263458e-08,2.0627899825090674e-05,8.352291323327726e-06
1816,9.996960259606169e-09,1.986027330401287e-05,8.239653782636327e-06
1817,1.2302646092342075e-08,1.9476427301664705e-05,7.957467979784788e-06
1818,1.148879612080021e-08,1.910437796530979e-05,8.22559150037705e-06
1819,1.2213759131058616e-08,1.8935773238938835e-05,8.532947049388895e-06
1820,9.164320588109628e-09,1.8641271578547147e-05,9.172836793628189e-06
1821,6.994335325202375e-09,1.8245170265020404e-05,9.437118933419697e-06
1822,5.312465967133306e-09,1.7862466328162035e-05,9.559488327275695e-06
1823,5.1222932482909906e-09,1.75667989554183e-05,9.814555206893211e-06
1824,2.648972144811016e-09,1.721492844808381e-05,1.0303167463072377e-05
1825,2.7973696295876695e-09,1.6862475994068e-05,1.0388838096072764e-05
1826,2.542976044025583e-09,1.6408037871380137e-05,1.0330571447931497e-05
1827,2.3099264643912575e-09,1.596053308665952e-05,9.756052739768556e-06
1828,2.402030828209588e-09,1.551913789756197e-05,9.399436878863656e-06
1829,2.644412990169899e-09,1.5053953705189218e-05,8.810967236578498e-06
1830,3.0256311583138587e-09,1.4980138855337697e-05,8.684331143220853e-06
1831,3.0360751214684812e-09,1.4768023902433924e-05,8.027322889704789e-06
1832,2.870205739746723e-09,1.463886850875237e-05,7.719560016994365e-06
1833,2.5820458945550027e-09,1.4544616403457309e-05,7.431047379213851e-06
1834,2.622085263201005e-09,1.4161910517681722e-05,7.596962729751665e-06
1835,2.5689934465436946e-09,1.4193046679013475e-05,7.543082444629233e-06
1836,2.377318199440838e-09,1.4058024914577669e-05,7.840060594129941e-06
1837,2.305865673005566e-09,1.3588645093217824e-05,7.775546626882196e-06
1838,2.3324846657298994e-09,1.3440387062603674e-05,7.877660859126731e-06
1839,2.14344970344322e-09,1.333088922755061e-05,7.959222265136695e-06
1840,1.7859674691525891e-09,1.3347127865667322e-05,7.906090234298193e-06
1841,2.166585387288121e-09,1.343420197892036e-05,7.793931737458998e-06
1842,3.3369582494050374e-09,1.3543375774003965e-05,7.965873269962945e-06
1843,3.102288061361337e-09,1.353259813186014e-05,8.343134790525905e-06
1844,2.9260881336970866e-09,1.3593626915410692e-05,8.707635710639547e-06
1845,2.8877402056894296e-09,1.3677278210317517e-05,8.6270869620161e-06
1846,3.3883823524760714e-09,1.3539365422080404e-05,8.726094945034544e-06
1847,4.2375422694616665e-09,1.3261834283184726e-05,8.858057039365771e-06
1848,3.771806787535224e-09,1.3229616732652566e-05,8.799342140264343e-06
1849,2.863783416755845e-09,1.3013994768178755e-05,8.845642826470015e-06
1850,6.8806210094608994e-09,1.285093523100451e-05,8.639227157150994e-06
1851,9.207770863233528e-09,1.2786221564705816e-05,8.578079879433581e-06
1852,1.0103731914615618e-08,1.2681401130976155e-05,8.885257817122952e-06
1853,9.692823591375292e-09,1.2793001327996275e-05,8.8719669812625e-06
1854,8.894832838533619e-09,1.290690111740592e-05,8.959380855750559e-06
1855,9.255787311194093e-09,1.2957099508119946e-05,9.164582089787083e-06
1856,9.422256689159018e-09,1.2839660874825703e-05,9.22204747309609e-06
1857,8.32416668927749e-09,1.2897359998273064e-05,9.278140948611377e-06
1858,6.209072208765828e-09,1.2822966449935588e-05,9.20855031186615e-06
1859,1.0651659712987031e-08,1.2807557141059078e-05,9.228528662268737e-06
1860,1.0776334269380072e-08,1.2661413555698736e-05,9.127176911403825e-06
1861,1.098768806099112e-08,1.251087970948512e-05,9.121672389613065e-06
1862,1.0796980198790607e-08,1.248389162356034e-05,9.203789886669256e-06
1863,1.0534759699508202e-08,1.2507025270939007e-05,9.119073573466657e-06
1864,7.785913184018715e-09,1.255487950402312e-05,8.930834025834753e-06
1865,8.059463794753339e-09,1.2658554234284175e-05,8.749579527440282e-06
1866,3.604190311280929e-09,1.2563519573762147e-05,8.787091376559277e-06
1867,3.497493802509918e-09,1.2626028365048114e-05,8.811400091092634e-06
1868,3.335932276447652e-09,1.2611963809052082e-05,8.79205877676473e-06
1869,3.2391379578555757e-09,1.2450728198538335e-05,8.563407001409879e-06
1870,3.327337405600872e-09,1.2392072026809079e-05,8.589415951324294e-06
1871,3.6599266950432252e-09,1.2125677260753167e-05,8.759025669340709e-06
1872,3.2864652586640985e-09,1.1834362989507749e-05,8.947374616192455e-06
1873,2.838392695484312e-09,1.1703786445390765e-05,8.75888339838379e-06
1874,4.32770944477515e-09,1.150647988522126e-05,8.73247505036748e-06
1875,4.847049856720227e-09,1.1499182489517676e-05,8.748843746226548e-06
1876,4.9161904230083616e-09,1.1370297475618177e-05,8.891038045736163e-06
1877,4.983149210729161e-09,1.1148004887218121e-05,9.007689316474301e-06
1878,5.32221830099441e-09,1.1275503831192119e-05,8.993673093625279e-06
1879,6.542888199488419e-09,1.1337511490897409e-05,8.914878110642479e-06
1880,6.630011016385749e-09,1.1401658152213453e-05,9.122921645549858e-06
1881,5.418034655844752e-09,1.1309246864194783e-05,9.241356435398171e-06
1882,5.694543376526846e-09,1.1059080212102604e-05,9.321688464426967e-06
1883,5.837604304710047e-09,1.1027989135722496e-05,9.30691554198607e-06
1884,7.514555422361013e-09,1.1059211569123103e-05,9.269432666769717e-06
1885,6.897654225568317e-09,1.0833786551042327e-05,9.289486245376923e-06
1886,5.762337464330715e-09,1.06542116295064e-05,9.374861812310492e-06
1887,8.344401170035098e-09,1.0445964627641452e-05,9.327963588085758e-06
1888,9.130925349154495e-09,1.0403357529347496e-05,9.410389014062406e-06
1889,8.690726868313244e-09,1.0458396770575615e-05,9.41175455539321e-06
1890,8.6457411071653e-09,1.0406483072854047e-05,9.385999744284033e-06
1891,6.73551709644877e-09,1.0340275626471599e-05,9.384524154094314e-06
1892,6.849772780727546e-09,1.0342543776330007e-05,9.420456600699773e-06
1893,6.772387793420518e-09,1.0356267661596316e-05,9.556677858719403e-06
1894,3.5998696563359952e-09,1.0423760353920183e-05,9.466299681142637e-06
1895,2.657812081530153e-09,1.0427625056763645e-05,9.387509375561162e-06
1896,2.1701820816590255e-09,1.0433277826190793e-05,9.377166991596044e-06
1897,2.0812558819218096e-09,1.0356165668261902e-05,9.46047943476255e-06
1898,2.276159562418302e-09,1.0227591571622594e-05,9.409135470507732e-06
1899,2.1084518734123694e-09,1.0213676692468912e-05,9.566993347626912e-06
1900,1.9812676895928203e-09,1.0172804910065939e-05,9.380019426836433e-06
1901,1.9709452958593943e-09,1.004333054359969e-05,9.425528592795932e-06
1902,1.7103915902641882e-09,1.0053881591634958e-05,9.427100459496224e-06
1903,1.6143962357416187e-09,9.938186459684012e-06,9.344711153452018e-06
1904,1.6473736660519274e-09,9.922956970902825e-06,9.356205737276468e-06
1905,1.6538253306513135e-09,9.905235986350038e-06,9.289658529659001e-06
1906,1.5411644341664248e-09,9.808970779496512e-06,9.04694882462666e-06
1907,1.6637231592397939e-09,9.70267761398905e-06,8.98418914273082e-06
1908,1.8595043282942925e-09,9.699230239285888e-06,8.905238376298388e-06
1909,2.083501530033719e-09,9.649821160045186e-06,8.846770989683656e-06
1910,2.1423270617810478e-09,9.729446901474148e-06,8.661857594103952e-06
1911,2.1569710303584853e-09,9.735956544838181e-06,8.502136941907728e-06
1912,1.9590191056652527e-09,9.714595762488898e-06,8.401655447544596e-06
1913,1.963580488682583e-09,9.696737314308329e-06,8.377690132225066e-06
1914,1.8460759429065173e-09,9.690286138460838e-06,8.412013422847459e-06
1915,1.6052397189270096e-09,9.716939660263182e-06,8.290676305477973e-06
1916,1.4864924212178364e-09,9.678505843372217e-06,8.033555591932132e-06
1917,1.503719513986011e-09,9.58807205669083e-06,8.106881393489726e-06
1918,1.6004609225207999e-09,9.598806432872412e-06,7.914806896483892e-06
1919,1.5256816920938832e-09,9.599679677713929e-06,7.893709477814679e-06
1920,1.745025235422304e-09,9.44705698202597e-06,7.867038805540818e-06
1921,1.8102580862893497e-09,9.13900040749078e-06,7.732003008901042e-06
1922,1.8600199475875862e-09,8.851711170011964e-06,7.703315467162092e-06
