ngram,party,paty,pary,patty
1860,0.00019755499462397502,3.588906346710782e-09,1.4169756162069852e-08,6.954131442122552e-08
1861,0.0001963376603920811,3.5297963599642148e-09,1.3695399861798511e-08,7.265136403589167e-08
1862,0.00019302658412405954,3.4569581165909214e-09,1.475197234209905e-08,7.430392656715412e-08
1863,0.00019268948900779442,3.679960146131732e-09,1.445249431242246e-08,7.442901558566259e-08
1864,0.00018837742806811417,3.995078553690032e-09,1.4224627824838926e-08,7.113715128070908e-08
1865,0.00018975829256565442,4.6707638709112385e-09,1.559756666681876e-08,7.265317338221524e-08
1866,0.00019050139235332608,4.819373217961649e-09,1.272062747200867e-08,7.151714040024412e-08
1867,0.00019147162674926221,4.763536105250361e-09,1.2377777406210758e-08,7.27214271023513e-08
1868,0.0001919039579141619,5.30917500439289e-09,1.3017161697754481e-08,7.245944390531025e-08
1869,0.0001970323043808873,5.38536643850713e-09,1.211523820947897e-08,7.259057558225582e-08
1870,0.00019621783992209072,6.496468886650421e-09,1.24790387547234e-08,7.077422279979015e-08
1871,0.00019728276986695294,5.994384036763936e-09,1.2216814607565344e-08,1.1710299574474448e-07
1872,0.00019599553031314696,6.6840458247595185e-09,1.107515996372805e-08,1.1638421680361586e-07
1873,0.00019856244242484017,6.85009706101271e-09,1.1269312721091346e-08,1.1569585416688305e-07
1874,0.0002007537820775594,6.696157501500417e-09,1.1909818781979148e-08,1.1210937346715712e-07
1875,0.00020017892113953297,6.757987598098631e-09,1.1271293358967277e-08,1.1091857489629677e-07
1876,0.0001977346941462851,6.4696012674098875e-09,1.1018192199888484e-08,1.1283587803794554e-07
1877,0.00020001203353915895,5.367036434325964e-09,1.1650113762584624e-08,1.1571292800129283e-07
1878,0.00020004974586689577,5.134121223398276e-09,1.1254523091253077e-08,7.095270453711627e-08
1879,0.00020036903983314654,3.739135889802014e-09,1.119965206289716e-08,6.955742090245362e-08
1880,0.0001989340900243925,3.557043199669303e-09,1.1289758144223633e-08,7.453846758867907e-08
1881,0.00019921221038592712,3.752342119562562e-09,1.0864651971737821e-08,7.665294024913497e-08
1882,0.00019950921289689307,3.1707908996837985e-09,1.0852650143635043e-08,8.106026833892039e-08
1883,0.00020045398144117956,3.725236658829496e-09,1.0740051578242823e-08,8.217244637112994e-08
1884,0.00019953829801774451,3.3096829245492033e-09,1.0211755314364673e-08,8.201509668229587e-08
1885,0.0002010887235103707,3.54908114008623e-09,1.1793361208235962e-08,8.683866984223901e-08
1886,0.0001997763673508806,3.750003149275269e-09,1.1837029769066833e-08,9.173946884694878e-08
1887,0.00019842120361447866,3.854144796961683e-09,1.1607280723881428e-08,8.764531246794962e-08
1888,0.00019483473235076026,3.704694979360974e-09,1.1045983429523533e-08,8.891521271639899e-08
1889,0.00019538800864081298,4.487231586303153e-09,1.0965938760218056e-08,8.746504270058203e-08
1890,0.00019143618867799108,3.790163500510297e-09,1.0909671388503739e-08,8.509724632891188e-08
1891,0.000189913299566667,4.037478097883098e-09,1.035328800469415e-08,8.811545321967579e-08
1892,0.0001871768680367885,4.73507620414791e-09,9.311387216826006e-09,8.392476250459627e-08
1893,0.0001872947988366442,4.368224226780626e-09,8.688891637932881e-09,8.349349859112668e-08
1894,0.00018725161706762656,4.9863318236325375e-09,8.21295590266605e-09,8.45409685114516e-08
1895,0.00018640872856069888,5.318605175322741e-09,8.445457159008844e-09,8.607947421523932e-08
1896,0.0001837985889453973,4.599254691381052e-09,8.262959078868853e-09,8.724939501040094e-08
1897,0.00018380881894180284,5.102805892117804e-09,8.08274412479802e-09,9.097278105433101e-08
1898,0.00018239893376760717,5.327365310796901e-09,7.670081649178786e-09,8.766459761285919e-08
1899,0.00018013672628772577,6.977741019907415e-09,7.170508123774003e-09,9.111038882078251e-08
1900,0.00017818768849662905,9.004056230769005e-09,7.278065642221268e-09,9.03272458734656e-08
1901,0.00017856954738298164,8.802344694406169e-09,8.205928381244121e-09,9.370384544484165e-08
1902,0.00017793276596681347,8.645367659860476e-09,8.150248602995752e-09,9.322322215764092e-08
1903,0.00017886055034718344,8.495579033913309e-09,8.72732438697962e-09,8.797897115592995e-08
1904,0.0001770974652442549,8.566495576392948e-09,8.626389634360164e-09,8.620573867444494e-08
1905,0.00017689768200008466,8.689128908453573e-09,9.64021389699659e-09,8.462930927472761e-08
1906,0.00017657640273682773,6.328723925871518e-09,1.008404166518468e-08,8.083508415016435e-08
1907,0.0001783272476002042,7.275834506310324e-09,1.025533144119858e-08,7.544137099151677e-08
1908,0.0001765468852162095,7.664739795235472e-09,9.725529080485882e-09,7.020493291471602e-08
1909,0.00017685993225313723,7.978488885435858e-09,1.0177439081969299e-08,6.698979910473618e-08
1910,0.0001748414444071906,8.731904183838829e-09,1.0036278728721624e-08,6.610115172683046e-08
1911,0.0001744858080720795,8.849658561516094e-09,1.0057700957791634e-08,6.044191839090932e-08
1912,0.0001724762052098023,8.762280266440468e-09,9.255642918759577e-09,6.20383972765077e-08
1913,0.00017008665184091245,9.439447192148367e-09,9.529716507980116e-09,6.182774977706426e-08
1914,0.00016332205476438894,7.254011232963162e-09,9.263857617522068e-09,6.534759222631692e-08
1915,0.00015907930667578642,6.215840128323943e-09,9.984252282078745e-09,6.564197109680339e-08
1916,0.00015360952238552272,6.877843152151643e-09,9.223674522575363e-09,6.361083190345848e-08
1917,0.00015080739103723317,6.376266657527805e-09,9.159448310924745e-09,6.522752369976712e-08
1918,0.0001472517698337989,6.2725921916901535e-09,9.555161868084788e-09,6.731600673707102e-08
1919,0.00014516808109224906,6.3189971033494885e-09,1.0024405369283126e-08,6.570950006334897e-08
1920,0.00014391037361097654,6.552964869145837e-09,9.158212664418995e-09,6.885408408509517e-08
1921,0.00014531107029012804,6.791468815896857e-09,9.459668096464417e-09,6.852803632487589e-08
1922,0.00014497802892167653,7.10981349984406e-09,8.498107360667615e-09,6.809161793138888e-08
1923,0.0001449546211266092,6.813296276370855e-09,8.556531229584965e-09,6.851376050625341e-08
1924,0.0001425983854070572,7.3745473220096105e-09,8.070574240649973e-09,7.362120969998744e-08
1925,0.00014315909148925648,7.066742809972279e-09,7.935188315956663e-09,7.711390789414249e-08
1926,0.00014147834735922515,7.537472550873353e-09,7.316917357716843e-09,7.82074514355762e-08
1927,0.00014103702311071435,7.668844670405406e-09,7.641315009314959e-09,7.589503882497541e-08
1928,0.00014026775066408196,7.551199728997711e-09,7.52206906286444e-09,7.355029550483647e-08
1929,0.00014038861887196878,7.915084587750698e-09,7.925988246678831e-09,7.251336800858813e-08
1930,0.00013817401070679937,7.63502321683112e-09,7.98116531594165e-09,7.48842806176851e-08
1931,0.0001371807697328872,7.274201622006363e-09,8.01833412365584e-09,7.257624190515344e-08
1932,0.00013393327701903348,7.476747094463981e-09,7.611225110488412e-09,6.854041905463809e-08
1933,0.0001334986903072734,7.211927689963562e-09,7.828276439779204e-09,6.902171431225465e-08
1934,0.00013184827236857797,8.272261986519425e-09,7.702141400857597e-09,6.858976523257557e-08
1935,0.00013004875758529773,7.640552698465593e-09,7.517814561351445e-09,7.130704103376826e-08
1936,0.000127756452587034,9.522030402259979e-09,7.328421679021955e-09,7.534738293608306e-08
1937,0.00012855383725504259,8.870393055003336e-09,7.276462162967132e-09,7.693440957317372e-08
1938,0.00012753905009178977,9.671317080517383e-09,7.580913611146149e-09,7.74393740243795e-08
1939,0.00012634138693101704,1.045441048016674e-08,7.3409720207402125e-09,8.277501604782498e-08
1940,0.0001247700399419825,1.0564706887095099e-08,7.817626165465948e-09,8.075670824122686e-08
1941,0.0001232996167215918,8.587629781889713e-09,7.997561089569314e-09,8.353750757805756e-08
1942,0.00012069618449978796,8.286523372242577e-09,8.185085117621123e-09,8.149286908779427e-08
1943,0.00012019764004175418,8.017042934278201e-09,7.959114764081017e-09,8.047539320646787e-08
1944,0.00012026392401561939,8.529029260628818e-09,8.106456648805858e-09,8.093585129082775e-08
1945,0.00012237925797567835,7.748200018095223e-09,8.017478680955037e-09,7.981326888284457e-08
1946,0.0001247787201594162,6.742799398194523e-09,8.436939908611813e-09,9.413806927633622e-08
1947,0.00012653802800092047,7.894674184224674e-09,8.099919084665025e-09,1.0078830976161563e-07
1948,0.00012858623293660848,8.60464563093696e-09,8.049261955380059e-09,1.0478180355123965e-07
1949,0.00013261763420554677,9.08803251701126e-09,7.999788133515397e-09,1.690118348765931e-07
1950,0.00013350254864365394,7.243298944763816e-09,7.72689404523622e-09,1.731444833857105e-07
1951,0.00013368680707312057,8.900614372515342e-09,7.397098298968428e-09,1.7228688266511328e-07
1952,0.00013204591024467454,8.893410738001047e-09,7.560102385387576e-09,1.7392771971864412e-07
1953,0.0001314084282577304,8.90074090621949e-09,7.430353729124103e-09,1.5814400151319725e-07
1954,0.00013154629933913902,7.086511790075991e-09,8.23101942160065e-09,1.5447717568609472e-07
1955,0.00013079367012583783,6.538007119820983e-09,8.532138804996845e-09,1.5423904134844895e-07
1956,0.00012904765857716223,6.671548044171313e-09,8.672871056246225e-09,9.333304668806314e-08
1957,0.000131310845193054,6.594564037700122e-09,9.130693534586953e-09,8.797964515646786e-08
1958,0.00013074501267900423,4.809191489485443e-09,9.50532122853279e-09,9.013336616752505e-08
1959,0.0001319190300169534,4.382010056401344e-09,1.0087127323897351e-08,8.873655080573631e-08
1960,0.00013330249514962946,4.7901254391596075e-09,1.0524890800159677e-08,9.080593749948613e-08
1961,0.0001339170869739194,4.976963444544172e-09,1.0084738631478883e-08,8.872275612605205e-08
1962,0.00013504331997994865,5.330961228011688e-09,9.998056351077724e-09,8.387000503619544e-08
1963,0.0001368310664214992,5.742253688418535e-09,1.0053629547915729e-08,8.471099225256954e-08
1964,0.00013703952052830054,6.000609564793535e-09,1.0715076572052697e-08,8.522398177644521e-08
1965,0.00013998099685912685,6.0838353719918e-09,1.1249564962107733e-08,8.23608741841651e-08
1966,0.00014165826308141862,6.335443471426418e-09,1.1076835575758132e-08,8.203745746219024e-08
1967,0.000142277790083816,7.260965543106782e-09,1.1202781052028449e-08,8.191786398421235e-08
1968,0.00014311194536276162,7.423683953281365e-09,1.1374878562873749e-08,9.117667839778473e-08
1969,0.00014463503404320882,6.8670346234763915e-09,1.1676319086209982e-08,9.500327889457236e-08
1970,0.0001441664415844051,6.188861423339631e-09,1.2232683310742232e-08,9.6311572812218e-08
1971,0.00014273413190884248,5.736312060276662e-09,1.2465409149342577e-08,1.0052050417438555e-07
1972,0.00014038655457885137,5.457062706477294e-09,1.2659226936559013e-08,1.0501823664656382e-07
1973,0.00013935530192351768,5.3610168050864465e-09,1.2820413936814085e-08,1.1076796166012823e-07
1974,0.0001380533690930211,4.208502530594111e-09,1.3116282282510383e-08,1.1227292771666595e-07
1975,0.0001369525769925011,4.6138609440963106e-09,1.3452058007195383e-08,1.0890190692082666e-07
1976,0.00013522963022946248,4.458175130648913e-09,1.3758378817182607e-08,1.114105196669308e-07
1977,0.0001348643480534,4.459370809125776e-09,1.3940923717013578e-08,1.1451272488979417e-07
1978,0.00013540383536435132,4.601423020389461e-09,1.3728192677880152e-08,1.179292660984694e-07
1979,0.00013681906940681593,4.5811635120328125e-09,1.3618408876782593e-08,1.214690286133191e-07
1980,0.00013687302375079265,4.969810150713881e-09,1.3368621257622441e-08,1.2355142026925542e-07
1981,0.00013815187308604697,5.409071095791822e-09,1.3240230499280057e-08,1.279767910692239e-07
1982,0.0001395460359552609,4.877993628075014e-09,1.2961968260632212e-08,1.3033678466659433e-07
1983,0.0001411084272798949,5.282411270306804e-09,1.2679546174914386e-08,1.3232804008111998e-07
1984,0.0001426012022420764,5.484940818994184e-09,1.247383885072395e-08,1.3516474187521714e-07
1985,0.00014441815645633533,5.4286985700408815e-09,1.1988602491693915e-08,1.3510289014513027e-07
1986,0.00014616211618496372,5.698132759286117e-09,1.14668057906085e-08,1.3378744613744077e-07
1987,0.00014943789782202139,5.3095338601951065e-09,1.113317374798076e-08,1.317678461581246e-07
1988,0.00015144757968040982,5.514646231726975e-09,1.0571814408016117e-08,1.307352326713434e-07
1989,0.0001524174793822957,5.541699321653937e-09,1.0425836448137358e-08,1.3520396586435319e-07
1990,0.0001528870322675045,5.366540069471983e-09,1.0267791315600659e-08,1.3622262226168198e-07
1991,0.00015311999595724046,5.1248131770011335e-09,9.334039319242038e-09,1.417516029635278e-07
1992,0.00015346690114321454,4.805720393059281e-09,8.887856165326217e-09,1.4604687237351754e-07
1993,0.00015282829450110773,4.759468057764187e-09,8.568134519342557e-09,1.5063983482832555e-07
1994,0.00015219820904478963,4.946502414020821e-09,8.416422606468847e-09,1.6113336544419455e-07
1995,0.00015282667508082732,4.103815160710107e-09,7.807337760417404e-09,1.7073881102598015e-07
1996,0.00015394587951180126,3.961333293135892e-09,7.010863889433949e-09,1.742015578137008e-07
1997,0.00015521510587339954,3.828439057837077e-09,6.386736599901204e-09,1.8595065601597787e-07
1998,0.000156716354207934,3.7837202894662275e-09,6.571150480892487e-09,1.9532031306620672e-07
1999,0.00015741988733809973,3.842201414170989e-09,6.371357219592255e-09,2.072127642804844e-07
2000,0.0001578247985370191,3.5264374277841982e-09,6.1503652329772e-09,2.1547836784715661e-07
2001,0.00015692084395725812,3.292812498857854e-09,5.612754959218234e-09,2.1903851989333945e-07
2002,0.00015516418872201548,3.2956532423712913e-09,5.631869573871232e-09,2.21120458832047e-07
2003,0.00015309035370592028,3.550318832574411e-09,5.480291966262842e-09,2.2479126065328664e-07
2004,0.0001519696691372831,3.3973549053355002e-09,5.1907062775009245e-09,2.222154884228595e-07
2005,0.00015049294077990844,3.0795613836787084e-09,4.71053723012054e-09,2.209226498247777e-07
2006,0.0001479896766665791,2.9133235982367214e-09,4.361625473490806e-09,2.227748601464035e-07
2007,0.00014689842438591377,2.8007122652797177e-09,4.18855134703173e-09,2.3392279859178545e-07
2008,0.00014762199966103902,3.2237675069118107e-09,3.996296214582782e-09,2.535506869857532e-07
2009,0.00014897771844906465,2.9707257130441788e-09,3.599776127976335e-09,2.647468936142364e-07
2010,0.00014888847778950418,2.559233349051583e-09,3.231265445689603e-09,2.771078421963986e-07
2011,0.00014970977125423296,2.4148830078475824e-09,2.9950509374186497e-09,2.919622090757912e-07
2012,0.00015014813314857229,2.3213092083450094e-09,2.8561911248812878e-09,2.987649452279584e-07
2013,0.00015191864388595735,2.2623773330922502e-09,2.857516350524796e-09,3.043806608664974e-07
2014,0.0001482278759275297,2.292062555626322e-09,2.8128537911596497e-09,2.984534635938222e-07
2015,0.00014453634191470752,4.433894473798716e-09,2.784750113044814e-09,2.8716710533314783e-07
2016,0.00014069646152035733,4.5059825711949284e-09,2.822177380679136e-09,2.883418233068369e-07
2017,0.0001397805378170839,4.822344375673045e-09,2.958205421362455e-09,2.874473968480136e-07
2018,0.00013708032056456432,5.494342225631499e-09,2.9974012605293863e-09,2.8264705065339513e-07
2019,0.00013326754378795158,6.596930002267243e-09,2.9898267750461116e-09,2.817560584844614e-07
