ngram,task,tsk,tas,taskk
1876,3.17626197232e-05,4.108619571547527e-09,2.049831745612859e-07,0.0
1877,3.188229779230564e-05,3.951298780232751e-09,2.0989464693294784e-07,0.0
1878,3.1776872804454926e-05,2.9794330177626958e-09,2.0710849720931686e-07,0.0
1879,3.157198443659581e-05,2.919054046098982e-09,2.04107617410695e-07,0.0
1880,3.151203262469997e-05,3.088040141057442e-09,2.0084644956698738e-07,0.0
1881,3.1257563023245893e-05,3.012194271789781e-09,2.0247795719439766e-07,0.0
1882,3.103519884462003e-05,2.7823850842371e-09,2.0570079430269418e-07,0.0
1883,3.0799505111644976e-05,3.1503043982996003e-09,2.0480320017668419e-07,0.0
1884,3.04488528074996e-05,3.319473077364624e-09,1.958941006867982e-07,0.0
1885,3.0298437715308474e-05,3.399230738157907e-09,1.9550500139432968e-07,0.0
1886,3.0051284349091084e-05,3.546687673708756e-09,1.9379997492511132e-07,0.0
1887,3.015324961909625e-05,3.5955613407269637e-09,1.8852396164805084e-07,0.0
1888,3.024377760344318e-05,3.4008576906988506e-09,1.8886374724453553e-07,0.0
1889,3.0384198907995597e-05,3.554076715468162e-09,1.8132397323305278e-07,0.0
1890,3.0567590459083605e-05,3.208345494038716e-09,1.7733711997282497e-07,0.0
1891,3.081017504363055e-05,3.099340910901154e-09,1.7757624805523976e-07,0.0
1892,3.080292767013556e-05,3.209861392556539e-09,1.8044455682034562e-07,2.247158213476906e-11
1893,3.101943262403698e-05,3.1053147672313995e-09,1.7682761210835451e-07,2.247158213476906e-11
1894,3.082530539748924e-05,2.7845605503935236e-09,1.7412617328968087e-07,2.247158213476906e-11
1895,3.118356029777455e-05,2.8029420689230325e-09,1.73913530180211e-07,2.247158213476906e-11
1896,3.1439201068548884e-05,2.784406197672443e-09,1.6970293107273653e-07,2.247158213476906e-11
1897,3.167217723135504e-05,2.8085205906945377e-09,1.7057673419783116e-07,2.247158213476906e-11
1898,3.153046574360425e-05,2.6513741202549568e-09,1.6877633259225278e-07,2.247158213476906e-11
1899,3.185246402738683e-05,2.4441641567816775e-09,1.6246619744768915e-07,0.0
1900,3.187150001135056e-05,2.305104155172647e-09,1.6572719882138438e-07,0.0
1901,3.2039031533973426e-05,2.3435081335827182e-09,1.6170967650655905e-07,0.0
1902,3.179525005439895e-05,2.2127949155554508e-09,1.5789026568719627e-07,0.0
1903,3.141394803865946e-05,2.0095735869014267e-09,1.5830101420176236e-07,0.0
1904,3.1104222996093866e-05,2.037104992628055e-09,1.5401257818276853e-07,0.0
1905,3.106351063511933e-05,2.1047547355783944e-09,1.5039138442521756e-07,0.0
1906,3.0890157826693864e-05,2.0588730878908936e-09,1.4729364141073476e-07,0.0
1907,3.108429804602305e-05,2.1574888066565124e-09,1.4665923840441663e-07,0.0
1908,3.105733594566118e-05,2.765154629079193e-09,1.5104355303005183e-07,0.0
1909,3.1235092267577e-05,2.7618448956394967e-09,1.4607559657114117e-07,0.0
1910,3.160047344863415e-05,2.772852994833589e-09,1.429797557810681e-07,0.0
1911,3.200555147486739e-05,2.853634979110049e-09,1.4109657188652947e-07,0.0
1912,3.2549119558617736e-05,2.8361471266740476e-09,1.4164310308777723e-07,0.0
1913,3.309731099372064e-05,2.8869465865507695e-09,1.43282826619335e-07,0.0
1914,3.406052305113657e-05,3.003070078325517e-09,1.375382672514596e-07,1.461648956630717e-11
1915,3.5855632242081424e-05,2.595785047227699e-09,1.379934328074991e-07,1.461648956630717e-11
1916,3.741937793425417e-05,2.637524833458217e-09,1.4321116736937256e-07,1.461648956630717e-11
1917,3.865204832566503e-05,2.626820459563005e-09,1.4688447233116415e-07,1.461648956630717e-11
1918,3.9338689280806906e-05,2.3812522905889264e-09,1.4886239187360063e-07,2.8996728629326896e-11
1919,3.998018187953026e-05,2.4621111974606637e-09,1.5174356958271217e-07,2.8996728629326896e-11
1920,4.053510773311635e-05,2.541985114464954e-09,1.5360245900605411e-07,2.8996728629326896e-11
1921,4.0548107790527865e-05,2.411596747694692e-09,1.5459970573569341e-07,1.4380239063019725e-11
1922,3.9755458731503624e-05,2.706762956629559e-09,1.5388307669387098e-07,1.4380239063019725e-11
1923,3.9409492144061786e-05,2.7193702052079924e-09,1.5358551154674517e-07,1.4380239063019725e-11
1924,3.929663892319825e-05,2.837819883844921e-09,1.5489478804348827e-07,1.4380239063019725e-11
1925,3.96158237500848e-05,3.243256012958844e-09,1.5612842625094864e-07,0.0
1926,4.003795350269813e-05,3.3869290229558503e-09,1.5640516843567249e-07,0.0
1927,4.0344870025624656e-05,4.629664175835404e-09,1.5419752433639848e-07,0.0
1928,4.0623030924637404e-05,6.139893323923015e-09,1.5837132139040477e-07,0.0
1929,4.1230712668038905e-05,7.872614718859187e-09,1.5989549240202905e-07,0.0
1930,4.138833589552503e-05,1.0033786690399893e-08,1.618275088536133e-07,0.0
1931,4.1841765778372064e-05,1.2210254267992177e-08,1.6445570086684062e-07,2.6233009812034627e-11
1932,4.2101678055977186e-05,1.5064671668848665e-08,1.7371848619924484e-07,2.6233009812034627e-11
1933,4.2156561123972225e-05,1.7711344264219927e-08,1.7797133214766552e-07,2.6233009812034627e-11
1934,4.2353507264384204e-05,1.8860197467266256e-08,1.8305033019519863e-07,2.6233009812034627e-11
1935,4.267962036205323e-05,2.081264785910467e-08,1.828740668737997e-07,2.6233009812034627e-11
1936,4.247876807182495e-05,2.167158389251459e-08,1.880662340779184e-07,4.7170442155472105e-11
1937,4.262723814463243e-05,2.3385838027983093e-08,1.9010287084191596e-07,6.961285912789248e-11
1938,4.251012433087453e-05,2.4304324648077065e-08,1.9093674755562722e-07,4.337984931585786e-11
1939,4.365737446018362e-05,2.5583526154702796e-08,1.897760029123674e-07,4.337984931585786e-11
1940,4.4982075840899984e-05,2.7516691401631632e-08,1.8902110606891904e-07,4.337984931585786e-11
1941,4.634337944610577e-05,3.030154616112668e-08,1.92257999742651e-07,4.337984931585786e-11
1942,4.736967509545918e-05,3.4198113547339356e-08,1.9622666919920967e-07,4.337984931585786e-11
1943,4.924007849435189e-05,3.464691061034435e-08,1.9723998028504347e-07,2.2442416972420378e-11
1944,5.046384363335424e-05,3.416508675968544e-08,1.9781450687008017e-07,0.0
1945,5.1165918453729576e-05,3.436949873909205e-08,1.9965910829406702e-07,0.0
1946,5.062179687748929e-05,3.3073293944799586e-08,1.9437618448137073e-07,0.0
1947,5.017156737656998e-05,3.101271163684162e-08,1.941955381263532e-07,0.0
1948,4.962031016475521e-05,2.99904406071099e-08,1.9120246008696995e-07,0.0
1949,4.913437286242177e-05,2.6154253112460017e-08,1.909359943803273e-07,0.0
1950,4.8179673155703184e-05,2.626884868358762e-08,1.8915891075721447e-07,0.0
1951,4.773112544041526e-05,2.618884893073365e-08,1.908043632933446e-07,0.0
1952,4.835902395175903e-05,2.6405832948788495e-08,1.8727145954601709e-07,0.0
1953,4.9124132991502325e-05,2.5818409505567226e-08,1.9175851459099898e-07,0.0
1954,4.911443985682646e-05,2.5878340486380173e-08,1.9018466852165667e-07,0.0
1955,4.949074354954064e-05,2.4185108011514396e-08,1.881951488615284e-07,0.0
1956,5.008499907229894e-05,2.3462754532894385e-08,1.9054802180562547e-07,0.0
1957,5.0729670225077174e-05,2.3067547364316202e-08,1.8837346260625054e-07,0.0
1958,5.161212071210944e-05,2.2778408238975445e-08,1.9094802285378266e-07,0.0
1959,5.212847619467149e-05,2.192434449861074e-08,1.9342907567728877e-07,0.0
1960,5.2678397748552796e-05,2.2388390316255676e-08,1.9106730267789578e-07,0.0
1961,5.403983959695324e-05,2.265864626086308e-08,1.9443727085542507e-07,0.0
1962,5.502641631340209e-05,2.343510376233228e-08,1.979693300719581e-07,0.0
1963,5.646479465732617e-05,2.358513892123223e-08,1.9396348501946443e-07,9.90385650474173e-12
1964,5.7721111910983124e-05,2.388926187027859e-08,1.9394795864562703e-07,9.90385650474173e-12
1965,5.8983702599237275e-05,2.439087103718001e-08,1.8868067083336166e-07,1.871893810591528e-11
1966,5.995603818779013e-05,2.6477871577818794e-08,1.9116285240475657e-07,1.871893810591528e-11
1967,6.11674290017358e-05,2.8387589929528597e-08,1.936924474778477e-07,1.871893810591528e-11
1968,6.195166809318055e-05,2.9935156575788824e-08,1.9111184355681742e-07,2.7575479598164675e-11
1969,6.27826183127971e-05,3.007362333765481e-08,1.920160782122236e-07,2.7575479598164675e-11
1970,6.291704786625425e-05,3.120537555340823e-08,1.950005911664578e-07,1.7671623093422947e-11
1971,6.315947497828997e-05,3.113334935887581e-08,1.962923111672613e-07,1.7671623093422947e-11
1972,6.323726224114321e-05,3.173298753925532e-08,1.995047560805168e-07,8.856541492249396e-12
1973,6.337573202992124e-05,3.07275769273474e-08,2.0089780759592812e-07,8.856541492249396e-12
1974,6.377731499794339e-05,3.054228159271588e-08,1.9936721530809466e-07,8.856541492249396e-12
1975,6.440229688970638e-05,3.050807302023324e-08,2.0306119097313058e-07,8.109500174554744e-12
1976,6.475992787662628e-05,3.123014583447262e-08,2.082468435154234e-07,8.109500174554744e-12
1977,6.556158561059939e-05,3.1706423645313664e-08,2.0778161261400134e-07,8.109500174554744e-12
1978,6.599573576490261e-05,3.263425821639235e-08,2.083906959374612e-07,8.109500174554744e-12
1979,6.654170699351068e-05,3.398423307844821e-08,2.076058324616627e-07,8.109500174554744e-12
1980,6.713138489950714e-05,3.6136569799996976e-08,2.0501060151088625e-07,1.5946327591720433e-11
1981,6.734960126258167e-05,3.6318642315791294e-08,2.0483157519330624e-07,2.3576126170369147e-11
1982,6.735852886257427e-05,3.773579594833011e-08,2.0356920669785593e-07,1.54666259958144e-11
1983,6.774921660378044e-05,3.914322834118268e-08,1.993031162328407e-07,3.027163737932627e-11
1984,6.7723477384009e-05,3.992912667172277e-08,1.9877820786210316e-07,3.027163737932627e-11
1985,6.812774206212322e-05,4.166993962582767e-08,1.992533051569418e-07,7.367608804788515e-11
1986,6.807550484414346e-05,4.41338632940967e-08,1.9597218730333615e-07,7.367608804788515e-11
1987,6.846285396022722e-05,4.620158325760063e-08,1.9161882391927065e-07,7.921419571875278e-11
1988,6.86198306669082e-05,4.845969669986516e-08,1.877978702071102e-07,7.158439714010406e-11
1989,6.900801755754011e-05,4.893756663396484e-08,1.8432776625689128e-07,7.158439714010406e-11
1990,6.931802012591756e-05,5.135293993216042e-08,1.7684585072532043e-07,7.009431031633286e-11
1991,6.963620087065334e-05,5.5840158909502084e-08,1.7009457207807698e-07,8.980211514884675e-11
1992,6.952158478920214e-05,5.8316611476324654e-08,1.6268184107762602e-07,4.639766448028786e-11
1993,6.947332232292476e-05,5.996583039648482e-08,1.6020277777378006e-07,5.928038318162417e-11
1994,6.915405018454683e-05,6.153174680889606e-08,1.591315432441271e-07,9.7930487132279e-11
1995,6.904760708234139e-05,6.433440497793136e-08,1.5497357708227355e-07,1.5541467121174942e-10
1996,6.881239304285762e-05,6.688897512065393e-08,1.5522932780446093e-07,1.680187497069393e-10
1997,6.846704803008054e-05,7.042975726432945e-08,1.6375499813290973e-07,1.5470382514719867e-10
1998,6.818042831063005e-05,7.292544016276484e-08,1.603536909604892e-07,1.5810717021328254e-10
1999,6.863107929737973e-05,7.772602726520614e-08,1.610150539883242e-07,1.743769027982646e-10
2000,6.971617507848091e-05,8.265418318030373e-08,1.5988341317552113e-07,1.7707147157272222e-10
2001,7.059277621530262e-05,8.76650249535617e-08,1.5635313234594962e-07,1.351878926263745e-10
2002,7.133323171209278e-05,9.406952118849534e-08,1.5398111129018487e-07,1.1528358426612532e-10
2003,7.193835127899157e-05,1.0047253340417228e-07,1.467563391445635e-07,1.284701928172538e-10
2004,7.274618318271158e-05,1.080155038429049e-07,1.32548613862582e-07,1.8902874305520053e-10
2005,7.32608771483813e-05,1.1490200892337401e-07,1.3179906233062866e-07,1.857919671285505e-10
2006,7.346424847907786e-05,1.2706652289093005e-07,1.2673393915260282e-07,1.8496195150882348e-10
2007,7.349969590515164e-05,1.4177884720213895e-07,1.2033597991083817e-07,1.7475182511368052e-10
2008,7.346048265130125e-05,1.5852632831833295e-07,1.1648011215876458e-07,2.9688735596928543e-10
2009,7.332901857028316e-05,1.7180189258527078e-07,1.1672447186583668e-07,2.6345615941812476e-10
2010,7.427444922671254e-05,1.841884186757982e-07,1.1929618588218155e-07,2.6222884949776507e-10
2011,7.41494815364214e-05,2.0604647740388567e-07,1.2058508705844622e-07,2.0167029925981835e-10
2012,7.404966787102499e-05,2.231531835507537e-07,1.2205387633912324e-07,2.2985464102501637e-10
2013,7.406918406819127e-05,2.2857618984874405e-07,1.22571854888065e-07,2.6257412687588234e-10
2014,7.329036244690152e-05,2.3434982056512255e-07,1.2769503346784665e-07,2.572069657952314e-10
2015,7.225398751740743e-05,2.3313150571928937e-07,1.6200954584227085e-07,1.3036064613693365e-10
2016,7.16901059994208e-05,3.2051438836333546e-07,1.6422120958330716e-07,1.3247045276197434e-10
2017,7.042393432736087e-05,3.411160989230666e-07,1.6815453799760385e-07,1.2589158824201826e-10
2018,6.985997169977054e-05,3.515795441444425e-07,1.7730887122979765e-07,1.510699058904219e-10
2019,6.958293670322746e-05,3.753227169056572e-07,1.876679220913502e-07,1.0473462982302228e-10
