ngram,elevator,elevaor,elevaor,elevatr
1606,4.0040052746397645e-07,0.0,0.0,0.0
1607,4.0040052746397645e-07,0.0,0.0,0.0
1608,4.0040052746397645e-07,0.0,0.0,0.0
1609,4.0040052746397645e-07,0.0,0.0,0.0
1610,4.0040052746397645e-07,0.0,0.0,0.0
1611,4.0040052746397645e-07,0.0,0.0,0.0
1612,6.694012556960973e-07,0.0,0.0,0.0
1613,2.6900072823212084e-07,0.0,0.0,0.0
1614,2.6900072823212084e-07,0.0,0.0,0.0
1615,2.6900072823212084e-07,0.0,0.0,0.0
1616,2.6900072823212084e-07,0.0,0.0,0.0
1617,2.6900072823212084e-07,0.0,0.0,0.0
1618,2.6900072823212084e-07,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0
1620,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0
1623,0.0,0.0,0.0,0.0
1624,0.0,0.0,0.0,0.0
1625,0.0,0.0,0.0,0.0
1626,0.0,0.0,0.0,0.0
1627,0.0,0.0,0.0,0.0
1628,0.0,0.0,0.0,0.0
1629,0.0,0.0,0.0,0.0
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,1.375477073192347e-07,0.0,0.0,0.0
1649,1.375477073192347e-07,0.0,0.0,0.0
1650,1.375477073192347e-07,0.0,0.0,0.0
1651,1.375477073192347e-07,0.0,0.0,0.0
1652,1.375477073192347e-07,0.0,0.0,0.0
1653,1.375477073192347e-07,0.0,0.0,0.0
1654,1.375477073192347e-07,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,2.680781757849867e-07,0.0,0.0,0.0
1659,2.680781757849867e-07,0.0,0.0,0.0
1660,2.680781757849867e-07,0.0,0.0,0.0
1661,2.680781757849867e-07,0.0,0.0,0.0
1662,2.680781757849867e-07,0.0,0.0,0.0
1663,2.680781757849867e-07,0.0,0.0,0.0
1664,2.680781757849867e-07,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,3.245231588217783e-08,0.0,0.0,0.0
1668,3.245231588217783e-08,0.0,0.0,0.0
1669,3.245231588217783e-08,0.0,0.0,0.0
1670,3.245231588217783e-08,0.0,0.0,0.0
1671,3.245231588217783e-08,0.0,0.0,0.0
1672,3.245231588217783e-08,0.0,0.0,0.0
1673,3.245231588217783e-08,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,6.441976308581486e-07,0.0,0.0,0.0
1677,7.113700267577119e-07,0.0,0.0,0.0
1678,7.113700267577119e-07,0.0,0.0,0.0
1679,7.113700267577119e-07,0.0,0.0,0.0
1680,7.113700267577119e-07,0.0,0.0,0.0
1681,7.561217216789373e-07,0.0,0.0,0.0
1682,7.561217216789373e-07,0.0,0.0,0.0
1683,1.1192409082078874e-07,0.0,0.0,0.0
1684,4.475169492122534e-08,0.0,0.0,0.0
1685,4.475169492122534e-08,0.0,0.0,0.0
1686,4.475169492122534e-08,0.0,0.0,0.0
1687,4.475169492122534e-08,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,7.347074821544603e-09,0.0,0.0,0.0
1698,5.920342565397212e-08,0.0,0.0,0.0
1699,5.920342565397212e-08,0.0,0.0,0.0
1700,5.920342565397212e-08,0.0,0.0,0.0
1701,5.920342565397212e-08,0.0,0.0,0.0
1702,5.920342565397212e-08,0.0,0.0,0.0
1703,5.920342565397212e-08,0.0,0.0,0.0
1704,5.185635083242752e-08,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,7.741756442263587e-09,0.0,0.0,0.0
1719,7.741756442263587e-09,0.0,0.0,0.0
1720,7.741756442263587e-09,0.0,0.0,0.0
1721,5.154204682103877e-08,0.0,0.0,0.0
1722,5.154204682103877e-08,0.0,0.0,0.0
1723,5.154204682103877e-08,0.0,0.0,0.0
1724,5.154204682103877e-08,0.0,0.0,0.0
1725,5.115324341886662e-08,0.0,0.0,0.0
1726,5.115324341886662e-08,0.0,0.0,0.0
1727,5.115324341886662e-08,0.0,0.0,0.0
1728,1.3832513039752875e-08,0.0,0.0,0.0
1729,1.3832513039752875e-08,0.0,0.0,0.0
1730,1.3832513039752875e-08,0.0,0.0,0.0
1731,2.0799252605944015e-08,0.0,0.0,0.0
1732,1.3446299565852574e-08,0.0,0.0,0.0
1733,1.3446299565852574e-08,0.0,0.0,0.0
1734,1.3446299565852574e-08,0.0,0.0,0.0
1735,6.966739566191141e-09,0.0,0.0,0.0
1736,6.966739566191141e-09,0.0,0.0,0.0
1737,6.233976534986141e-08,0.0,0.0,0.0
1738,5.537302578367027e-08,0.0,0.0,0.0
1739,5.537302578367027e-08,0.0,0.0,0.0
1740,2.1260586891003186e-07,0.0,0.0,0.0
1741,2.1260586891003186e-07,0.0,0.0,0.0
1742,2.5087010158131307e-07,0.0,0.0,0.0
1743,2.990270705335466e-07,0.0,0.0,0.0
1744,2.4811810510933743e-07,0.0,0.0,0.0
1745,2.544296811330631e-07,0.0,0.0,0.0
1746,2.544296811330631e-07,0.0,0.0,0.0
1747,1.7622072131676498e-07,0.0,0.0,0.0
1748,1.9805911222192663e-07,0.0,0.0,0.0
1749,1.647501599271501e-07,0.0,0.0,0.0
1750,1.231906538683753e-07,0.0,0.0,0.0
1751,5.149009914313345e-07,0.0,0.0,0.0
1752,5.085894154076089e-07,0.0,0.0,0.0
1753,6.795873958813965e-07,0.0,0.0,0.0
1754,6.047475812818805e-07,0.0,0.0,0.0
1755,6.098823447534382e-07,0.0,0.0,0.0
1756,6.23139886611414e-07,0.0,0.0,0.0
1757,6.25677793511922e-07,0.0,0.0,0.0
1758,2.3261098038217044e-07,0.0,0.0,0.0
1759,2.3608977528510877e-07,0.0,0.0,0.0
1760,7.839863006405981e-08,0.0,0.0,0.0
1761,9.641910102077742e-08,0.0,0.0,0.0
1762,8.822401983569047e-08,0.0,0.0,0.0
1763,7.001119760120997e-08,0.0,0.0,0.0
1764,6.930786687421784e-08,0.0,0.0,0.0
1765,1.1041140827014065e-07,0.0,0.0,0.0
1766,1.0693261336720233e-07,0.0,0.0,0.0
1767,1.083482895783813e-07,0.0,0.0,0.0
1768,1.1564808691641052e-07,0.0,0.0,0.0
1769,1.2428634984676785e-07,0.0,0.0,0.0
1770,1.531155656867408e-07,0.0,0.0,0.0
1771,1.4731617043699835e-07,0.0,0.0,0.0
1772,1.0574112607741881e-07,0.0,0.0,0.0
1773,1.1871707984921289e-07,0.0,0.0,0.0
1774,1.0399456838529528e-07,0.0,0.0,0.0
1775,7.737892054089051e-08,0.0,0.0,0.0
1776,8.251101846212805e-08,0.0,0.0,0.0
1777,6.243595304259283e-08,0.0,0.0,0.0
1778,6.258445292165301e-08,0.0,0.0,0.0
1779,5.994837109264089e-08,0.0,0.0,0.0
1780,7.75112416156227e-08,0.0,0.0,0.0
1781,1.1193654587365082e-07,0.0,0.0,0.0
1782,1.3710359197156257e-07,0.0,0.0,0.0
1783,1.1325355409042004e-07,0.0,0.0,0.0
1784,1.1615070886047566e-07,0.0,0.0,0.0
1785,1.1660580996013842e-07,0.0,0.0,0.0
1786,1.661894472196731e-07,0.0,0.0,0.0
1787,1.511203218435802e-07,0.0,0.0,0.0
1788,1.2845398624148986e-07,0.0,0.0,0.0
1789,1.0388840543384958e-07,0.0,0.0,0.0
1790,9.960940288473402e-08,0.0,0.0,0.0
1791,1.0207565916329844e-07,0.0,0.0,0.0
1792,1.0863377296134655e-07,0.0,0.0,0.0
1793,1.2511361800550601e-07,0.0,0.0,0.0
1794,1.2161974538571485e-07,0.0,0.0,0.0
1795,1.317793067049219e-07,0.0,0.0,0.0
1796,1.3682260708541045e-07,0.0,0.0,0.0
1797,1.7095402223990925e-07,0.0,0.0,5.66923650881433e-10
1798,1.782467577982061e-07,0.0,0.0,5.66923650881433e-10
1799,1.894793340641497e-07,0.0,0.0,5.66923650881433e-10
1800,1.2917914661768138e-07,0.0,0.0,5.66923650881433e-10
1801,1.1906068220213228e-07,0.0,0.0,5.66923650881433e-10
1802,1.3187229555963347e-07,0.0,0.0,5.66923650881433e-10
1803,1.3211383948734984e-07,0.0,0.0,5.66923650881433e-10
1804,1.0485090040646128e-07,0.0,0.0,0.0
1805,1.301825528646613e-07,0.0,0.0,0.0
1806,1.4845523324932435e-07,0.0,0.0,2.5855010196299387e-10
1807,1.581743093329432e-07,0.0,0.0,2.5855010196299387e-10
1808,1.6149493780354923e-07,0.0,0.0,2.5855010196299387e-10
1809,1.434098772433247e-07,0.0,0.0,2.5855010196299387e-10
1810,2.0699017611036652e-07,0.0,0.0,2.5855010196299387e-10
1811,2.2429714669718643e-07,0.0,0.0,2.5855010196299387e-10
1812,1.863874027817149e-07,0.0,0.0,2.5855010196299387e-10
1813,1.7967632664246074e-07,1.9397940396816337e-10,1.9397940396816337e-10,0.0
1814,1.7067165813955398e-07,1.9397940396816337e-10,1.9397940396816337e-10,0.0
1815,2.3869399967679783e-07,1.9397940396816337e-10,1.9397940396816337e-10,0.0
1816,2.7434641326960575e-07,1.9397940396816337e-10,1.9397940396816337e-10,0.0
1817,2.0610345734845786e-07,1.9397940396816337e-10,1.9397940396816337e-10,0.0
1818,2.0490095106343427e-07,1.9397940396816337e-10,1.9397940396816337e-10,1.790348662973023e-10
1819,2.1290205915696398e-07,1.9397940396816337e-10,1.9397940396816337e-10,1.790348662973023e-10
1820,2.000647099415736e-07,0.0,0.0,1.790348662973023e-10
1821,2.0721375853278395e-07,0.0,0.0,1.790348662973023e-10
1822,1.4511785855526276e-07,0.0,0.0,1.790348662973023e-10
1823,1.5785462537110106e-07,0.0,0.0,3.1949763469794693e-10
1824,1.719826059343177e-07,0.0,0.0,3.1949763469794693e-10
1825,1.8054944307875432e-07,0.0,0.0,1.4046276840064464e-10
1826,1.9381468315974155e-07,0.0,0.0,1.4046276840064464e-10
1827,1.9685988458409805e-07,0.0,0.0,1.4046276840064464e-10
1828,2.0419570136352506e-07,0.0,0.0,1.4046276840064464e-10
1829,5.812863780160374e-07,0.0,0.0,1.4046276840064464e-10
1830,5.252107421987213e-07,0.0,0.0,0.0
1831,5.233198803823922e-07,0.0,0.0,0.0
1832,5.326602204393436e-07,0.0,0.0,0.0
1833,5.385221898888761e-07,0.0,0.0,0.0
1834,5.434679022999132e-07,0.0,0.0,0.0
1835,5.410214650883713e-07,0.0,0.0,0.0
1836,1.7091610057410174e-07,0.0,0.0,0.0
1837,1.8611919269265593e-07,0.0,0.0,0.0
1838,2.0190287232578286e-07,0.0,0.0,1.5265149461945223e-10
1839,1.8191436116207376e-07,0.0,0.0,3.042143679822727e-10
1840,1.7150189535186655e-07,0.0,0.0,3.042143679822727e-10
1841,1.667824258382617e-07,0.0,0.0,3.042143679822727e-10
1842,1.7283573226580173e-07,0.0,0.0,3.042143679822727e-10
1843,1.7572983779245988e-07,0.0,0.0,3.042143679822727e-10
1844,1.8442528317206908e-07,0.0,0.0,3.042143679822727e-10
1845,1.9173475201179307e-07,0.0,0.0,1.5156287336282048e-10
1846,2.0255590982287686e-07,0.0,0.0,0.0
1847,2.1088630676656196e-07,6.060546509090159e-11,6.060546509090159e-11,0.0
1848,2.2275441072646833e-07,1.1529314011430155e-10,1.1529314011430155e-10,0.0
1849,2.462818591603926e-07,1.1529314011430155e-10,1.1529314011430155e-10,0.0
1850,2.5401730446057105e-07,1.1529314011430155e-10,1.1529314011430155e-10,0.0
1851,2.7232445022816266e-07,1.1529314011430155e-10,1.1529314011430155e-10,4.642859509549981e-11
1852,2.73482781056243e-07,1.1529314011430155e-10,1.1529314011430155e-10,4.642859509549981e-11
1853,2.883607460749512e-07,1.1529314011430155e-10,1.1529314011430155e-10,4.642859509549981e-11
1854,3.079637634430453e-07,5.4687675023399966e-11,5.4687675023399966e-11,4.642859509549981e-11
1855,3.307724491768178e-07,0.0,0.0,9.893034407555084e-11
1856,3.4012738175143955e-07,0.0,0.0,1.486291486710708e-10
1857,3.7711130776837566e-07,0.0,0.0,1.486291486710708e-10
1858,4.3856186542663114e-07,0.0,0.0,1.0220055357557101e-10
1859,5.079384704588717e-07,0.0,0.0,1.6312994209423592e-10
1860,5.373200297396709e-07,0.0,0.0,1.6312994209423592e-10
1861,5.720707503899445e-07,0.0,0.0,1.6312994209423592e-10
1862,5.942713292889883e-07,2.2287308506666444e-10,2.2287308506666444e-10,1.66346464380851e-10
1863,6.632294165293777e-07,5.570382567908285e-10,5.570382567908285e-10,1.6438554089377126e-10
1864,7.909929503771959e-07,5.570382567908285e-10,5.570382567908285e-10,1.6438554089377126e-10
1865,8.441391920704129e-07,5.570382567908285e-10,5.570382567908285e-10,1.6438554089377126e-10
1866,8.916989275218969e-07,5.570382567908285e-10,5.570382567908285e-10,1.4769577227902175e-10
1867,1.0042508620244917e-06,5.570382567908285e-10,5.570382567908285e-10,1.9090822970088287e-10
1868,1.1125179720953123e-06,5.570382567908285e-10,5.570382567908285e-10,1.9090822970088287e-10
1869,1.3026728830871953e-06,3.7375105788051144e-10,3.7375105788051144e-10,1.3518995843421677e-10
1870,1.4937122289536222e-06,3.958588615634742e-11,3.958588615634742e-11,8.74520773257765e-11
1871,1.640516318600151e-06,3.958588615634742e-11,3.958588615634742e-11,1.2802813967712926e-10
1872,1.7308262515923291e-06,3.958588615634742e-11,3.958588615634742e-11,1.2802813967712926e-10
1873,1.8798197386006774e-06,3.958588615634742e-11,3.958588615634742e-11,2.0081478147027099e-10
1874,2.0303551114661137e-06,3.958588615634742e-11,3.958588615634742e-11,1.5760232404840987e-10
1875,2.1664495112158226e-06,3.958588615634742e-11,3.958588615634742e-11,1.9771735439354033e-10
1876,2.2566769238047916e-06,0.0,0.0,1.9771735439354033e-10
1877,2.38573529389084e-06,3.4951672508601714e-11,3.4951672508601714e-11,2.3266902690214205e-10
1878,2.6012473069515963e-06,7.123703214619224e-11,7.123703214619224e-11,2.2837832418837982e-10
1879,2.893392970041272e-06,1.0615084604965424e-10,1.0615084604965424e-10,2.2837832418837982e-10
1880,3.1529735419358725e-06,1.719242129613211e-10,1.719242129613211e-10,1.1135206249132271e-10
1881,3.4601561570265664e-06,1.719242129613211e-10,1.719242129613211e-10,1.1135206249132271e-10
1882,3.807709877686908e-06,1.719242129613211e-10,1.719242129613211e-10,7.123703214619224e-11
1883,4.127977555461777e-06,1.719242129613211e-10,1.719242129613211e-10,7.123703214619224e-11
1884,4.318171574725836e-06,1.3697254045271937e-10,1.3697254045271937e-10,3.6285359637590526e-11
1885,4.535568807893599e-06,1.2971045864380264e-10,1.2971045864380264e-10,5.80465556573476e-11
1886,4.871346521083199e-06,1.499738765715313e-10,1.499738765715313e-10,1.1322378748853827e-10
1887,5.279664167444155e-06,1.39468446712167e-10,1.39468446712167e-10,1.1322378748853827e-10
1888,5.572697903387182e-06,1.6647128913455893e-10,1.6647128913455893e-10,1.6722947233332215e-10
1889,5.9505350691324566e-06,1.6647128913455893e-10,1.6647128913455893e-10,1.6722947233332215e-10
1890,6.414716283740875e-06,1.6647128913455893e-10,1.6647128913455893e-10,1.6722947233332215e-10
1891,6.875575179167624e-06,1.6647128913455893e-10,1.6647128913455893e-10,1.6722947233332215e-10
1892,7.37747755660426e-06,1.599195934406542e-10,1.599195934406542e-10,1.316544988107436e-10
1893,7.757355043785147e-06,1.0474236160946354e-10,1.0474236160946354e-10,9.953894058207474e-11
1894,8.27149174905831e-06,7.156619741266468e-11,7.156619741266468e-11,1.4372248629308208e-10
1895,8.6961974505227e-06,4.4563354990272734e-11,4.4563354990272734e-11,8.971680144829821e-11
1896,8.985094349814712e-06,6.394378082585916e-11,6.394378082585916e-11,8.971680144829821e-11
1897,9.308242624683771e-06,1.1967404646627345e-10,1.1967404646627345e-10,8.971680144829821e-11
1898,9.864926401600574e-06,1.1967404646627345e-10,1.1967404646627345e-10,8.971680144829821e-11
1899,1.0132161150977481e-05,2.246998103456426e-10,2.246998103456426e-10,6.724521931352915e-11
1900,1.0373642908234615e-05,3.692646466380012e-10,3.692646466380012e-10,4.4183545711007355e-11
1901,1.0536008500951408e-05,3.471728737824975e-10,3.471728737824975e-10,1.7136686910771257e-11
1902,1.0825040070423192e-05,3.471728737824975e-10,3.471728737824975e-10,5.1573267482015897e-11
1903,1.1035189865132062e-05,3.5967073763742974e-10,3.5967073763742974e-10,6.751241232727523e-11
1904,1.1497788623923303e-05,3.356479518926544e-10,3.356479518926544e-10,8.336615227509471e-11
1905,1.1629119658859313e-05,4.728697096588266e-10,4.728697096588266e-10,8.336615227509471e-11
1906,1.1905282917723525e-05,4.2294729425090035e-10,4.2294729425090035e-10,1.1439612451757952e-10
1907,1.2223099474795163e-05,3.369831536830554e-10,3.369831536830554e-10,1.2904629844870793e-10
1908,1.2271859434674428e-05,5.154010531852446e-10,5.154010531852446e-10,1.256340656508037e-10
1909,1.2640414362457314e-05,6.532111498528234e-10,6.532111498528234e-10,1.0497849415155462e-10
1910,1.3229974943637249e-05,6.48880639696005e-10,6.48880639696005e-10,8.903934930629528e-11
1911,1.3480375595723412e-05,6.730848874290731e-10,6.730848874290731e-10,7.318560935847579e-11
1912,1.416591164473045e-05,6.07933669674995e-10,6.07933669674995e-10,8.75997171626405e-11
1913,1.4713507880514953e-05,7.87721283043322e-10,7.87721283043322e-10,1.4235725693494723e-10
1914,1.5102952732247235e-05,9.483679377523098e-10,9.483679377523098e-10,1.2770708300381883e-10
1915,1.5630905051823773e-05,8.815210922330508e-10,8.815210922330508e-10,1.1398262889095179e-10
1916,1.5612911218860453e-05,8.189703102187299e-10,8.189703102187299e-10,1.152534823530996e-10
1917,1.570650692883646e-05,9.031484052687436e-10,9.031484052687436e-10,1.2921921667606385e-10
1918,1.567961524935007e-05,9.478983471160924e-10,9.478983471160924e-10,1.2921921667606385e-10
1919,1.5294575080458473e-05,9.184450462067823e-10,9.184450462067823e-10,1.1480510887189916e-10
1920,1.4572265951885908e-05,7.538891217644711e-10,7.538891217644711e-10,5.22192517401646e-11
1921,1.4294741569236586e-05,6.470882044481588e-10,6.470882044481588e-10,5.22192517401646e-11
1922,1.3788602440659556e-05,5.596684465076456e-10,5.596684465076456e-10,5.22192517401646e-11
1923,1.3434405965589186e-05,4.844091318543877e-10,4.844091318543877e-10,3.716738920602123e-11
1924,1.2706741472356953e-05,3.9710478754490756e-10,3.9710478754490756e-10,2.3201654883056986e-11
1925,1.2129528970815176e-05,3.194482932146668e-10,3.194482932146668e-10,6.921200517468712e-11
1926,1.156746800136586e-05,2.997540172427244e-10,2.997540172427244e-10,6.921200517468712e-11
1927,1.1370497954236011e-05,2.2968577635078853e-10,2.2968577635078853e-10,6.874872893192219e-11
1928,1.0879110959649552e-05,1.1723934323359941e-10,1.1723934323359941e-10,9.155821537440038e-11
1929,1.0583826614103081e-05,1.183738444567238e-10,1.183738444567238e-10,9.155821537440038e-11
1930,1.0089262884451142e-05,1.183738444567238e-10,1.183738444567238e-10,1.1878560833368723e-10
1931,9.65373601502506e-06,9.395231418248987e-11,9.395231418248987e-11,1.1878560833368723e-10
1932,9.226093944952091e-06,7.09471390366748e-11,7.09471390366748e-11,7.277525804205709e-11
1933,8.80294075094363e-06,7.119133457348222e-11,7.119133457348222e-11,7.277525804205709e-11
1934,8.53123557525188e-06,7.092083071607342e-11,7.092083071607342e-11,7.250475418464828e-11
1935,8.301649099199235e-06,9.31431638167319e-11,9.31431638167319e-11,9.413993394348706e-11
1936,8.047338919173594e-06,8.879479889462821e-11,8.879479889462821e-11,9.413993394348706e-11
1937,8.100781477488844e-06,8.879479889462821e-11,8.879479889462821e-11,6.691254098420022e-11
1938,8.382017508016101e-06,8.879479889462821e-11,8.879479889462821e-11,6.691254098420022e-11
1939,8.671834231271142e-06,1.634768768767257e-10,1.634768768767257e-10,9.180656631738567e-11
1940,8.832396685777764e-06,1.918962429435313e-10,1.918962429435313e-10,9.180656631738567e-11
1941,8.941307377036927e-06,2.797426496797024e-10,2.797426496797024e-10,6.933869153450241e-11
1942,8.993041904302248e-06,3.5715250003485824e-10,3.5715250003485824e-10,2.4894025333185457e-11
1943,9.01453755172302e-06,3.791217181462311e-10,3.791217181462311e-10,6.780067578799581e-11
1944,9.051711198740772e-06,3.791217181462311e-10,3.791217181462311e-10,6.780067578799581e-11
1945,8.813337704590854e-06,4.1666055922944574e-10,4.1666055922944574e-10,8.657009632960313e-11
1946,8.51385773005729e-06,3.4197848124734824e-10,3.4197848124734824e-10,6.167607099641766e-11
1947,8.373792557644525e-06,3.069489325411924e-10,3.069489325411924e-10,6.167607099641766e-11
1948,8.28005210808312e-06,2.479346509844303e-10,2.479346509844303e-10,9.587607097127915e-11
1949,8.26478247160724e-06,2.163271169340421e-10,2.163271169340421e-10,9.587607097127915e-11
1950,8.282170321243549e-06,2.0726041716212507e-10,2.0726041716212507e-10,5.29694205164688e-11
1951,8.134887788660958e-06,2.7345681076683196e-10,2.7345681076683196e-10,6.951851891764552e-11
1952,8.13414161322206e-06,2.672858680417635e-10,2.672858680417635e-10,5.07490983760382e-11
1953,8.061963918797638e-06,2.986643412742193e-10,2.986643412742193e-10,5.07490983760382e-11
1954,8.018622533459815e-06,3.546871486990812e-10,3.546871486990812e-10,5.07490983760382e-11
1955,7.74284574487995e-06,3.323756527942986e-10,3.323756527942986e-10,1.654909840117672e-11
1956,7.410875891114951e-06,2.7781900886956837e-10,2.7781900886956837e-10,1.654909840117672e-11
1957,7.0628327323772415e-06,3.3318513721823454e-10,3.3318513721823454e-10,2.929282411872387e-11
1958,6.806222245359095e-06,3.0269416635895855e-10,3.0269416635895855e-10,1.2743725717547149e-11
