ngram,elevator,elevaor,elevaor,elevatr
1959,6.4358639195104066e-06,2.826202069991116e-10,2.826202069991116e-10,1.2743725717547149e-11
1960,6.141295476222045e-06,2.7241745565691795e-10,2.7241745565691795e-10,2.3331586662678205e-11
1961,6.015841336193262e-06,3.12393359196734e-10,3.12393359196734e-10,2.3331586662678205e-11
1962,5.814233840542979e-06,2.9360661124577803e-10,2.9360661124577803e-10,2.3331586662678205e-11
1963,5.600201737771775e-06,3.296578872975202e-10,3.296578872975202e-10,3.3235443167419934e-11
1964,5.430224129148493e-06,2.4944511833086784e-10,2.4944511833086784e-10,2.0491717449872785e-11
1965,5.20992664730459e-06,2.1373969558543696e-10,2.1373969558543696e-10,3.8121880652219886e-11
1966,5.063656057505536e-06,2.200318994465584e-10,2.200318994465584e-10,5.5708023511640596e-11
1967,4.918630825808837e-06,2.2539021442875244e-10,2.2539021442875244e-10,5.3964841523994926e-11
1968,4.54645000250561e-06,1.394041509212534e-10,1.394041509212534e-10,5.3964841523994926e-11
1969,4.498794818833371e-06,1.4715616622077273e-10,1.4715616622077273e-10,6.294172722703145e-11
1970,4.459829142433591e-06,1.0640639361688845e-10,1.0640639361688845e-10,7.057688857939733e-11
1971,4.344989325285756e-06,1.0636398408861832e-10,1.0636398408861832e-10,7.057688857939733e-11
1972,4.444782397123552e-06,1.4114576471887678e-10,1.4114576471887678e-10,5.2946725377050234e-11
1973,4.500827084744482e-06,1.2355962185945605e-10,1.2355962185945605e-10,4.361467932843612e-11
1974,4.506084094048544e-06,1.21468094511317e-10,1.21468094511317e-10,5.106500639007194e-11
1975,4.616562494317934e-06,1.1922697055823305e-10,1.1922697055823305e-10,5.917450656462669e-11
1976,4.586305814362797e-06,1.0930963029573019e-10,1.0930963029573019e-10,5.019762086159016e-11
1977,4.608931963697874e-06,1.3264576490772713e-10,1.3264576490772713e-10,5.6737835659895606e-11
1978,4.695976193553568e-06,1.4001472154309295e-10,1.4001472154309295e-10,5.6737835659895606e-11
1979,4.6166842366801575e-06,1.2148834269936389e-10,1.2148834269936389e-10,7.2993237446425e-11
1980,4.724644635903782e-06,1.449988259421315e-10,1.449988259421315e-10,8.041279546994978e-11
1981,4.6843876069552996e-06,1.205563164178144e-10,1.205563164178144e-10,6.411778945082856e-11
1982,4.59522600846997e-06,1.1105080694303763e-10,1.1105080694303763e-10,5.600828927627382e-11
1983,4.551778991818927e-06,1.3262439856649115e-10,1.3262439856649115e-10,5.600828927627382e-11
1984,4.456091768848377e-06,1.225705360620642e-10,1.225705360620642e-10,3.192905662086076e-11
1985,4.391694866561531e-06,1.0625067889006142e-10,1.0625067889006142e-10,3.192905662086076e-11
1986,4.3516911968513994e-06,1.1072094233518674e-10,1.1072094233518674e-10,1.5673654834331378e-11
1987,4.171104852243193e-06,1.0058539418045243e-10,1.0058539418045243e-10,0.0
1988,4.1757487971543535e-06,1.0751680399164901e-10,1.0751680399164901e-10,0.0
1989,4.191373981094719e-06,1.1264984877452327e-10,1.1264984877452327e-10,6.652011778708809e-12
1990,4.207880595328918e-06,8.303982600749954e-11,8.303982600749954e-11,1.3309474058579137e-11
1991,4.239243480697041e-06,6.755731341409214e-11,6.755731341409214e-11,1.9878742501295524e-11
1992,4.243028927573635e-06,9.300669807722959e-11,9.300669807722959e-11,1.9878742501295524e-11
1993,4.275146563616415e-06,7.872239219624305e-11,7.872239219624305e-11,2.6320101851963683e-11
1994,4.340454584702716e-06,7.185058698804575e-11,7.185058698804575e-11,5.233262137130776e-11
1995,4.397729753691237e-06,7.130630857602301e-11,7.130630857602301e-11,5.233262137130776e-11
1996,4.431498642328993e-06,7.025639246958728e-11,7.025639246958728e-11,4.5680609592598944e-11
1997,4.6064084407199905e-06,7.600891691843842e-11,7.600891691843842e-11,3.902314731272862e-11
1998,4.793185066124092e-06,8.099522342502091e-11,8.099522342502091e-11,3.245387887001223e-11
1999,5.040333884867973e-06,5.554583876188346e-11,5.554583876188346e-11,3.245387887001223e-11
2000,5.251660435793123e-06,6.987419670645423e-11,6.987419670645423e-11,2.601251951934407e-11
2001,5.439726854612152e-06,6.844179687278843e-11,6.844179687278843e-11,0.0
2002,5.6370508900727145e-06,7.279177310518366e-11,7.279177310518366e-11,1.6105661447353624e-11
2003,5.789408987766365e-06,5.388565437112826e-11,5.388565437112826e-11,1.6105661447353624e-11
2004,5.9571919207103615e-06,5.3179675940651094e-11,5.3179675940651094e-11,1.6105661447353624e-11
2005,6.1105154470299435e-06,4.6592694484339143e-11,4.6592694484339143e-11,1.6105661447353624e-11
2006,6.346106342139787e-06,4.6592694484339143e-11,4.6592694484339143e-11,1.6105661447353624e-11
2007,6.634145133180677e-06,3.119013826975119e-11,3.119013826975119e-11,1.6105661447353624e-11
2008,7.147712689662253e-06,3.1410487802022555e-11,3.1410487802022555e-11,1.6105661447353624e-11
2009,7.546382611118523e-06,2.067338017045347e-11,2.067338017045347e-11,0.0
2010,7.935336075856217e-06,3.7048964590669087e-11,3.7048964590669087e-11,0.0
2011,8.5850326416091e-06,3.2002418572295104e-11,3.2002418572295104e-11,0.0
2012,9.109090374944831e-06,4.305339765253713e-11,4.305339765253713e-11,0.0
2013,9.40113620475001e-06,5.91064652579108e-11,5.91064652579108e-11,0.0
2014,9.642604579442246e-06,6.41308043376159e-11,6.41308043376159e-11,0.0
2015,9.53674004579495e-06,5.883972475917432e-11,5.883972475917432e-11,0.0
2016,9.728146713834057e-06,5.883972475917432e-11,5.883972475917432e-11,6.25848579310124e-12
2017,9.958370659054102e-06,4.954149706211849e-11,4.954149706211849e-11,7.301566758618113e-12
2018,9.709463301987854e-06,5.944979647454218e-11,5.944979647454218e-11,8.761880110341735e-12
2019,9.532699323244742e-06,4.6277993590027044e-11,4.6277993590027044e-11,1.095235013792717e-11
