ngram,window,wndow,windw,winow
1564,5.384282953205652e-06,0.0,0.0,0.0
1565,5.384282953205652e-06,0.0,0.0,0.0
1566,5.384282953205652e-06,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0
1569,0.0,0.0,0.0,0.0
1570,0.0,0.0,0.0,0.0
1571,4.9037033542325455e-06,0.0,0.0,0.0
1572,5.423664138756326e-06,0.0,0.0,0.0
1573,6.682073490082985e-06,0.0,0.0,0.0
1574,6.682073490082985e-06,0.0,0.0,0.0
1575,6.682073490082985e-06,0.0,0.0,0.0
1576,6.682073490082985e-06,0.0,0.0,0.0
1577,6.682073490082985e-06,0.0,0.0,0.0
1578,6.837545632671598e-06,0.0,0.0,0.0
1579,6.317584848147817e-06,0.0,0.0,0.0
1580,5.0591754968211585e-06,0.0,0.0,0.0
1581,5.652482871352861e-06,0.0,0.0,0.0
1582,5.652482871352861e-06,0.0,0.0,0.0
1583,6.373416778972439e-06,0.0,0.0,0.0
1584,1.0868974771126108e-05,0.0,0.0,0.0
1585,7.130825906642713e-06,0.0,0.0,0.0
1586,8.5686135987219e-06,0.0,0.0,0.0
1587,1.2721568314840884e-05,0.0,0.0,0.0
1588,1.4136778385623724e-05,0.0,0.0,0.0
1589,1.936511937726339e-05,0.0,0.0,0.0
1590,2.072399066881709e-05,0.0,0.0,0.0
1591,1.6494966140661355e-05,0.0,0.0,0.0
1592,1.5173939508323591e-05,0.0,0.0,0.0
1593,1.663874932741497e-05,0.0,0.0,0.0
1594,1.3323952511460188e-05,0.0,0.0,0.0
1595,1.717579743854003e-05,0.0,0.0,0.0
1596,1.1947456446900365e-05,0.0,0.0,0.0
1597,1.1441458419929923e-05,0.0,0.0,0.0
1598,1.2369240656490937e-05,0.0,0.0,0.0
1599,1.4491641390382678e-05,0.0,0.0,0.0
1600,1.3719165573482834e-05,0.0,0.0,0.0
1601,1.6787484907711458e-05,0.0,0.0,0.0
1602,1.1553526876793643e-05,0.0,0.0,0.0
1603,1.1553526876793643e-05,0.0,0.0,0.0
1604,1.13418822625785e-05,0.0,0.0,0.0
1605,1.138437242583937e-05,0.0,0.0,0.0
1606,1.1023733999796345e-05,0.0,0.0,0.0
1607,8.893612305525625e-06,0.0,0.0,0.0
1608,7.982299134060408e-06,0.0,0.0,0.0
1609,7.733242747625419e-06,0.0,0.0,0.0
1610,1.0282207930296344e-05,0.0,0.0,0.0
1611,9.636931313902356e-06,0.0,0.0,0.0
1612,8.66912617831466e-06,0.0,0.0,0.0
1613,8.34565815109402e-06,0.0,0.0,0.0
1614,1.0323316701033036e-05,0.0,0.0,0.0
1615,7.709095890667023e-06,0.0,0.0,0.0
1616,7.331747935625442e-06,0.0,0.0,0.0
1617,6.388820078687526e-06,0.0,0.0,0.0
1618,5.868888414235178e-06,0.0,0.0,0.0
1619,7.287905175092289e-06,0.0,0.0,0.0
1620,6.85700003292108e-06,0.0,0.0,0.0
1621,5.2361774740867465e-06,0.0,0.0,0.0
1622,5.206976262733016e-06,0.0,0.0,0.0
1623,5.476390453752954e-06,0.0,0.0,0.0
1624,7.155661332295235e-06,0.0,0.0,0.0
1625,7.789353958287393e-06,0.0,0.0,0.0
1626,6.790201918452762e-06,0.0,0.0,0.0
1627,6.421898141135378e-06,0.0,0.0,0.0
1628,6.851201695618718e-06,0.0,0.0,0.0
1629,7.324753076838013e-06,0.0,0.0,0.0
1630,7.400334880003356e-06,0.0,0.0,0.0
1631,5.1919464242798445e-06,0.0,0.0,0.0
1632,7.01845741397327e-06,0.0,0.0,0.0
1633,7.152148717588196e-06,0.0,0.0,0.0
1634,7.994081280620386e-06,0.0,0.0,0.0
1635,8.525057150369061e-06,0.0,0.0,0.0
1636,9.002429871023715e-06,0.0,0.0,0.0
1637,1.1510678827367623e-05,0.0,0.0,0.0
1638,1.0905104350708175e-05,0.0,0.0,6.733503710165678e-08
1639,9.649610579539772e-06,0.0,0.0,6.733503710165678e-08
1640,9.13547799947472e-06,0.0,0.0,6.733503710165678e-08
1641,8.072514674495324e-06,0.0,0.0,6.733503710165678e-08
1642,8.050797240295132e-06,0.0,0.0,6.733503710165678e-08
1643,7.019098445328252e-06,0.0,0.0,6.733503710165678e-08
1644,4.8991452266428885e-06,0.0,0.0,6.733503710165678e-08
1645,5.262786057106236e-06,0.0,0.0,0.0
1646,4.667029218450937e-06,0.0,0.0,0.0
1647,6.4395160604492825e-06,0.0,0.0,0.0
1648,7.030144615782774e-06,0.0,0.0,0.0
1649,6.673479902019608e-06,0.0,0.0,0.0
1650,7.72011662775185e-06,0.0,0.0,0.0
1651,7.545825935397131e-06,0.0,0.0,0.0
1652,7.82426780330882e-06,0.0,0.0,0.0
1653,7.696742548952379e-06,0.0,0.0,0.0
1654,6.072146594046249e-06,0.0,0.0,0.0
1655,6.9227608686820275e-06,0.0,0.0,0.0
1656,7.705706138949608e-06,0.0,0.0,0.0
1657,6.944190707664737e-06,0.0,0.0,0.0
1658,7.457502371315579e-06,0.0,0.0,0.0
1659,7.212588375945675e-06,0.0,0.0,0.0
1660,7.897177965787705e-06,0.0,0.0,0.0
1661,7.843975351663954e-06,0.0,0.0,0.0
1662,8.907867692999258e-06,0.0,0.0,0.0
1663,8.697173630675284e-06,0.0,0.0,0.0
1664,1.0145536992110595e-05,0.0,0.0,0.0
1665,1.070461416929902e-05,0.0,0.0,0.0
1666,1.0834810154847219e-05,0.0,0.0,0.0
1667,1.041295571927289e-05,0.0,0.0,0.0
1668,1.0928660815677307e-05,0.0,0.0,0.0
1669,8.514690599830438e-06,0.0,0.0,0.0
1670,7.583443643203022e-06,0.0,0.0,0.0
1671,7.690942019118146e-06,0.0,0.0,0.0
1672,6.502362956390633e-06,0.0,0.0,0.0
1673,5.9490246582884406e-06,0.0,0.0,0.0
1674,5.625987406736905e-06,0.0,0.0,0.0
1675,5.87399881624151e-06,0.0,0.0,0.0
1676,6.39549550994291e-06,0.0,0.0,0.0
1677,7.125619666632181e-06,0.0,0.0,0.0
1678,5.252692143845447e-06,0.0,0.0,0.0
1679,5.248244942127453e-06,0.0,0.0,0.0
1680,4.96579064344717e-06,0.0,0.0,0.0
1681,4.6162208816115576e-06,0.0,0.0,0.0
1682,4.034061898242466e-06,0.0,0.0,0.0
1683,3.621228026012042e-06,0.0,0.0,0.0
1684,3.012684276524981e-06,0.0,0.0,0.0
1685,3.016131407613492e-06,0.0,0.0,0.0
1686,3.18561032080262e-06,0.0,0.0,0.0
1687,3.5170940171675672e-06,0.0,0.0,0.0
1688,3.714499631054683e-06,0.0,0.0,0.0
1689,3.3192566856346924e-06,0.0,0.0,0.0
1690,2.971388084915816e-06,0.0,0.0,0.0
1691,2.6370609508116364e-06,0.0,0.0,0.0
1692,2.5839353189180007e-06,0.0,0.0,0.0
1693,2.258253549111292e-06,0.0,0.0,0.0
1694,1.9833224444352837e-06,0.0,0.0,0.0
1695,1.687981499084604e-06,0.0,0.0,0.0
1696,1.7032517689585802e-06,0.0,0.0,0.0
1697,2.2193750055521377e-06,0.0,0.0,0.0
1698,2.2464924995801994e-06,0.0,0.0,0.0
1699,2.1617044662239745e-06,0.0,0.0,0.0
1700,2.516438485145045e-06,0.0,0.0,0.0
1701,2.3259688077814644e-06,0.0,0.0,0.0
1702,2.251275247999729e-06,0.0,0.0,0.0
1703,2.090742794637533e-06,0.0,0.0,0.0
1704,1.3825616836779124e-06,0.0,0.0,0.0
1705,1.2723453478104472e-06,0.0,0.0,0.0
1706,2.5300611119811426e-06,0.0,0.0,0.0
1707,2.42787425008828e-06,0.0,0.0,0.0
1708,2.5532078495871247e-06,0.0,0.0,0.0
1709,2.5775767288191024e-06,0.0,0.0,0.0
1710,2.9121424063305312e-06,0.0,0.0,0.0
1711,3.047417733016898e-06,0.0,0.0,0.0
1712,3.07856497069484e-06,0.0,0.0,0.0
1713,1.8028370050160447e-06,0.0,0.0,0.0
1714,1.6318502795391915e-06,0.0,0.0,0.0
1715,1.5907399334277476e-06,0.0,0.0,0.0
1716,1.5678943197729365e-06,0.0,0.0,0.0
1717,1.2732192625922574e-06,0.0,0.0,0.0
1718,1.7412625814878474e-06,0.0,0.0,0.0
1719,1.6040149099743367e-06,0.0,0.0,0.0
1720,1.9795883271659217e-06,0.0,0.0,0.0
1721,2.106430388591564e-06,0.0,0.0,0.0
1722,3.2914414223991377e-06,0.0,0.0,0.0
1723,3.7004013344293137e-06,0.0,0.0,0.0
1724,4.0390520845383956e-06,0.0,0.0,0.0
1725,4.203367114184532e-06,0.0,0.0,0.0
1726,4.159713057561021e-06,0.0,0.0,0.0
1727,4.11500119363544e-06,0.0,0.0,0.0
1728,3.805865617323434e-06,0.0,0.0,0.0
1729,2.7497661676534335e-06,0.0,0.0,0.0
1730,3.2990394142221443e-06,0.0,0.0,0.0
1731,2.994767774972778e-06,0.0,0.0,0.0
1732,2.4621044027688706e-06,0.0,0.0,0.0
1733,2.840775136649297e-06,0.0,0.0,0.0
1734,2.924057436562829e-06,0.0,0.0,0.0
1735,3.389322395313294e-06,0.0,0.0,0.0
1736,3.4393404949436705e-06,0.0,0.0,0.0
1737,2.8682167680926796e-06,0.0,0.0,0.0
1738,3.414291963313839e-06,0.0,0.0,0.0
1739,3.6829307126546543e-06,0.0,0.0,0.0
1740,3.7241811047091948e-06,0.0,0.0,0.0
1741,3.853276309330665e-06,0.0,0.0,5.9413507764410105e-09
1742,4.0228873266252255e-06,0.0,0.0,5.9413507764410105e-09
1743,4.52050838768108e-06,0.0,0.0,5.9413507764410105e-09
1744,5.312715659653934e-06,0.0,0.0,1.0405411135902146e-08
1745,5.291986651302848e-06,0.0,0.0,1.0405411135902146e-08
1746,6.014651652159435e-06,0.0,0.0,1.0405411135902146e-08
1747,6.492062701519379e-06,0.0,0.0,1.0405411135902146e-08
1748,6.783131669050947e-06,0.0,0.0,4.464060359461135e-09
1749,6.838957363340471e-06,0.0,0.0,4.464060359461135e-09
1750,7.114673345703133e-06,0.0,0.0,4.464060359461135e-09
1751,7.315575528212191e-06,0.0,0.0,0.0
1752,8.492436336382525e-06,0.0,0.0,0.0
1753,8.908244970890727e-06,0.0,0.0,0.0
1754,8.9855535796752e-06,0.0,0.0,0.0
1755,9.632997716835234e-06,0.0,0.0,0.0
1756,9.92648899357716e-06,0.0,0.0,0.0
1757,1.0645440982313761e-05,0.0,0.0,0.0
1758,1.088941956238289e-05,0.0,0.0,0.0
1759,1.0961242358981898e-05,0.0,0.0,3.4787949029383267e-09
1760,1.073955341520819e-05,0.0,0.0,3.4787949029383267e-09
1761,1.1168439544105371e-05,0.0,0.0,3.4787949029383267e-09
1762,1.1821321095339954e-05,0.0,0.0,3.4787949029383267e-09
1763,1.2918124152097984e-05,0.0,0.0,3.4787949029383267e-09
1764,1.3323201268836524e-05,0.0,0.0,3.4787949029383267e-09
1765,1.4761221011992478e-05,0.0,0.0,3.4787949029383267e-09
1766,1.5025023718148337e-05,0.0,0.0,0.0
1767,1.56143262626886e-05,0.0,0.0,0.0
1768,1.6369953560310284e-05,0.0,0.0,0.0
1769,1.5918652544704465e-05,0.0,0.0,0.0
1770,1.6043287879646024e-05,0.0,0.0,0.0
1771,1.6820757991808932e-05,0.0,0.0,5.265287634464195e-09
1772,1.5680374937281677e-05,0.0,0.0,5.265287634464195e-09
1773,1.61426553729273e-05,0.0,0.0,5.265287634464195e-09
1774,1.6235733190634554e-05,0.0,0.0,5.265287634464195e-09
1775,1.6507597527899115e-05,0.0,2.8886891608895635e-09,5.265287634464195e-09
1776,1.708392028376693e-05,0.0,5.601058664491834e-09,5.265287634464195e-09
1777,1.7728715647535864e-05,0.0,8.519108973814582e-09,5.265287634464195e-09
1778,1.7362095474839278e-05,0.0,8.519108973814582e-09,0.0
1779,1.9162330188139875e-05,0.0,1.108079469450526e-08,0.0
1780,1.902212560318211e-05,0.0,1.108079469450526e-08,0.0
1781,1.979049661063722e-05,0.0,1.108079469450526e-08,1.9125168750276445e-09
1782,2.021003924060746e-05,0.0,8.192105533615696e-09,1.9125168750276445e-09
1783,2.0592961456194253e-05,0.0,5.479736030013425e-09,1.9125168750276445e-09
1784,1.9646690686516066e-05,0.0,2.5616857206906776e-09,1.9125168750276445e-09
1785,1.921460534504149e-05,0.0,2.5616857206906776e-09,1.9125168750276445e-09
1786,1.7780506823328324e-05,0.0,0.0,1.9125168750276445e-09
1787,1.7675473697766263e-05,0.0,0.0,4.49080011272989e-09
1788,1.735646193472868e-05,0.0,0.0,2.5782832377022456e-09
1789,1.6898635034782012e-05,0.0,0.0,2.5782832377022456e-09
1790,1.6804576651858432e-05,0.0,0.0,4.787980044186822e-09
1791,1.743173665350436e-05,0.0,0.0,4.787980044186822e-09
1792,1.826596781029366e-05,0.0,0.0,5.876242096089104e-09
1793,1.8869226031321367e-05,0.0,9.860221210950775e-10,5.876242096089104e-09
1794,1.960963111611948e-05,0.0,9.860221210950775e-10,5.2939299927905785e-09
1795,1.9786027093817082e-05,0.0,1.89929424568699e-09,5.2939299927905785e-09
1796,2.0518935083860663e-05,0.0,1.89929424568699e-09,5.2939299927905785e-09
1797,2.2970877710447114e-05,0.0,3.6000651983312893e-09,3.084233186306002e-09
1798,2.3546640087650822e-05,0.0,3.6000651983312893e-09,3.084233186306002e-09
1799,2.3493302900793162e-05,0.0,4.2008347911348665e-09,1.9959711344037193e-09
1800,2.3287106159841642e-05,0.0,3.214812670039789e-09,1.9959711344037193e-09
1801,2.293250223114488e-05,0.0,3.214812670039789e-09,0.0
1802,2.2995595177885013e-05,0.0,2.735667343450083e-09,8.682535960044138e-10
1803,2.3186847101897e-05,0.0,3.086667302706506e-09,8.682535960044138e-10
1804,2.1242749945875922e-05,0.0,1.6909739005857967e-09,8.682535960044138e-10
1805,2.162140974957895e-05,0.0,2.2103289040334826e-09,1.1279310977282568e-09
1806,2.198917094834282e-05,0.0,1.868109413192899e-09,1.6450313016542444e-09
1807,2.2133530364953913e-05,0.0,2.286551868481622e-09,2.4819162122316894e-09
1808,2.2238554135713328e-05,0.0,2.286551868481622e-09,2.7172794014873602e-09
1809,2.177256205218977e-05,0.0,1.8524250704794148e-09,2.934574726078308e-09
1810,2.155180222221783e-05,0.0,2.15523805151869e-09,3.370450030182326e-09
1811,2.1204156187845262e-05,4.687678816545876e-10,2.3189283826496876e-09,3.370450030182326e-09
1812,2.068602978917105e-05,4.687678816545876e-10,2.0382816387102108e-09,3.5881890474749004e-09
1813,2.0590700712221276e-05,4.687678816545876e-10,2.1676903446835436e-09,3.8470064594215665e-09
1814,2.1086012306373698e-05,4.687678816545876e-10,1.749247889394821e-09,6.771368101153387e-09
1815,2.1353267844200934e-05,4.687678816545876e-10,1.749247889394821e-09,6.729145621672419e-09
1816,2.2150478668793638e-05,4.687678816545876e-10,1.9394206082371366e-09,6.023942138761689e-09
1817,2.2987826793853727e-05,4.687678816545876e-10,1.6283028100464288e-09,6.958847403077633e-09
1818,2.4360853785765357e-05,0.0,1.5176046609864459e-09,6.958847403077633e-09
1819,2.5085580741038678e-05,0.0,1.2788964014782372e-09,7.683810413336038e-09
1820,2.590972170375088e-05,0.0,8.909375935419104e-10,7.792274381301922e-09
1821,2.645891228374759e-05,0.0,1.1480461026280864e-09,5.445124605176131e-09
1822,2.7640782978518734e-05,0.0,1.1480461026280864e-09,6.125366214249084e-09
1823,2.8464946808526292e-05,0.0,9.57873383785771e-10,7.1496484288502415e-09
1824,2.8590454998525922e-05,0.0,8.834182750407291e-10,6.315347927150177e-09
1825,2.836323983501643e-05,0.0,5.253485424461246e-10,6.948431925073757e-09
1826,2.8756832242444424e-05,0.0,5.253485424461246e-10,6.10154714055154e-09
1827,2.844341517110089e-05,0.0,5.253485424461246e-10,5.635447981282888e-09
1828,2.8650288056399275e-05,0.0,2.682400333599487e-10,4.331680514280123e-09
1829,2.756226500163653e-05,7.027427845989515e-11,2.682400333599487e-10,4.3015895369512086e-09
1830,2.818159009621013e-05,1.6557882049588509e-10,2.682400333599487e-10,3.564093694777678e-09
1831,2.8547453309459214e-05,1.6557882049588509e-10,0.0,3.306297624572352e-09
1832,2.8995748185220043e-05,1.6557882049588509e-10,0.0,2.928662003385897e-09
1833,2.8861705037083345e-05,2.4805708281101195e-10,0.0,2.985558586069256e-09
1834,2.9206546709506904e-05,2.4805708281101195e-10,0.0,2.8995169360739634e-09
1835,2.9411169504913103e-05,2.4805708281101195e-10,8.37834008520539e-11,3.375671440787796e-09
1836,3.1011614867436166e-05,1.7778280435111681e-10,1.5884458034623857e-10,3.88348129844372e-09
1837,3.10893189764881e-05,8.247826231512688e-11,1.5884458034623857e-10,3.758439353391501e-09
1838,3.167643834396066e-05,8.247826231512688e-11,1.5884458034623857e-10,4.166687074734301e-09
1839,3.26833134230193e-05,8.247826231512688e-11,3.104074537090591e-10,3.987020134678585e-09
1840,3.3404884171821845e-05,0.0,3.859934197666551e-10,4.784004264164159e-09
1841,3.4379182449941125e-05,6.997761100738638e-11,3.859934197666551e-10,4.801651544626497e-09
1842,3.491678372873659e-05,6.997761100738638e-11,5.454717788566654e-10,5.005768458473828e-09
1843,3.539319472370802e-05,6.997761100738638e-11,5.359851292955195e-10,4.048114438897394e-09
1844,3.566789798372026e-05,6.997761100738638e-11,5.359851292955195e-10,3.773156001926228e-09
1845,3.602887019431884e-05,6.997761100738638e-11,8.02940190526767e-10,3.3531793453001058e-09
1846,3.5653952051818904e-05,6.997761100738638e-11,7.165978167998434e-10,3.538279907162283e-09
1847,3.652840314316563e-05,1.9118854118918956e-10,7.01617315833149e-10,2.7531427138072218e-09
1848,3.740562013782827e-05,1.7589860520520314e-10,8.109926658799488e-10,3.114194410283996e-09
1849,3.787707412681941e-05,2.8337767846561436e-10,5.677309059378846e-10,2.6460309023233565e-09
1850,3.776742856384122e-05,3.78317496377686e-10,5.496262849608818e-10,2.5848730933475395e-09
1851,3.79318771592807e-05,4.2474609147318583e-10,5.960548800563816e-10,2.7355990330134107e-09
1852,3.75980011345486e-05,4.753076622763887e-10,3.7966138962833694e-10,2.923698124871318e-09
1853,3.791589499866989e-05,4.753076622763887e-10,3.627002309603e-10,3.097150187108306e-09
1854,3.7862764916748605e-05,3.540967320945855e-10,3.0209476586939843e-10,2.8244175093965804e-09
1855,3.722656557718957e-05,8.244265468716958e-10,1.927194158225985e-10,2.7434987456434865e-09
1856,3.743199496446843e-05,8.163450828023246e-10,2.4241822041811846e-10,3.0174471968688212e-09
1857,3.7909517621821056e-05,7.21405264890253e-10,4.837536720409779e-10,2.9739631868253014e-09
1858,3.831621610775723e-05,7.325801830239596e-10,6.101356205981797e-10,3.1321409751531146e-09
1859,3.9510800499036645e-05,7.429480007394216e-10,6.814328268323067e-10,2.981733764657284e-09
1860,4.0128677418189386e-05,9.869288362742067e-10,7.551639036318392e-10,3.7063086092256216e-09
1861,4.0464460263527667e-05,9.869288362742067e-10,7.551639036318392e-10,3.667776384195877e-09
1862,4.1105964815609953e-05,6.290661602736947e-10,9.223187174318375e-10,4.3749939068352515e-09
1863,4.128449290874414e-05,5.296685510826547e-10,1.0158335601267205e-09,4.446938579277011e-09
1864,4.183159554876121e-05,6.238587939894862e-10,8.212184424546568e-10,4.7703698293131785e-09
1865,4.231929882994986e-05,6.104818317531624e-10,6.484078988019551e-10,4.5039205222506345e-09
1866,4.209798342864295e-05,5.495524432344975e-10,5.707887416685407e-10,4.7301490185042945e-09
1867,4.199924244728338e-05,3.487840651215736e-10,4.920107813230093e-10,4.4354892298719454e-09
1868,4.150464779481159e-05,3.9359576312466716e-10,4.920107813230093e-10,4.949879617299757e-09
1869,4.1211204786252764e-05,2.2644094932466885e-10,5.623712765309311e-10,3.96891408627198e-09
1870,4.132362560734951e-05,2.2644094932466885e-10,5.036305499623544e-10,4.060840045180417e-09
1871,4.105715301453269e-05,1.3225070641783735e-10,4.5001636940687565e-10,3.813787983832282e-09
1872,4.0641806533260804e-05,8.802415542495469e-11,6.138232105141433e-10,3.5861055553659024e-09
1873,3.991875668621755e-05,8.802415542495469e-11,6.085923431875528e-10,3.523335163307146e-09
1874,3.948735268620242e-05,4.4811698003093574e-11,6.448613151402835e-10,3.175715325630181e-09
1875,3.932166302027846e-05,8.023006069026093e-11,7.250913758305444e-10,2.708811698757886e-09
1876,3.905717052735521e-05,8.023006069026093e-11,6.409040044706517e-10,2.8508545207068484e-09
1877,3.86102547054179e-05,8.023006069026093e-11,5.913827562574272e-10,2.6498249784877105e-09
1878,3.793402044850934e-05,1.1651542032785145e-10,5.508066939060744e-10,2.9377768947672476e-09
1879,3.773796925088391e-05,1.1651542032785145e-10,4.219136667022687e-10,3.1700978033098538e-09
1880,3.798522707906419e-05,1.1651542032785145e-10,3.829049141249438e-10,3.030859595045042e-09
1881,3.7766156310681254e-05,1.1651542032785145e-10,3.0342348475035207e-10,3.303370180570856e-09
1882,3.7547836005355096e-05,1.0110451761516766e-10,2.2319342406009112e-10,3.5966441571032094e-09
1883,3.7048022412428896e-05,1.9747239954348572e-10,6.986548641206371e-11,3.5159225055179734e-09
1884,3.6723451298062825e-05,2.5849421412895065e-10,6.542472119619447e-11,3.322826617032807e-09
1885,3.637662718704503e-05,2.2220885449136015e-10,9.444799902486828e-11,3.1340625967451227e-09
1886,3.590532911143133e-05,2.2220885449136015e-10,1.9747727064700626e-10,3.2888447520917907e-09
1887,3.537110907408143e-05,2.7747679154366267e-10,4.185490188562164e-10,3.5402912347746808e-09
1888,3.526784504564213e-05,3.0447963396605463e-10,4.185490188562164e-10,3.0751854713478063e-09
1889,3.550383709287936e-05,2.6583137080482544e-10,5.49403488972874e-10,2.9093312203798405e-09
1890,3.621287864267028e-05,1.6946348887650738e-10,5.999948692642881e-10,2.997650857697717e-09
1891,3.664296049724466e-05,1.3404672610002015e-10,6.20694065589511e-10,2.836360400517078e-09
1892,3.7078080952466864e-05,1.5651830823478922e-10,6.366139520303754e-10,2.6416469488056903e-09
1893,3.8032521323267634e-05,1.7957998183731101e-10,5.447942137098189e-10,2.5416272420031305e-09
1894,3.828536760660687e-05,1.2431204478500846e-10,3.899977840671198e-10,2.5357000467605774e-09
1895,3.853321270850886e-05,1.1848041000675887e-10,5.170250299319739e-10,2.359864399131035e-09
1896,3.947408237893667e-05,1.6983121853275662e-10,4.2493141148648913e-10,2.5952560418167944e-09
1897,3.9953584096760354e-05,2.812917498135852e-10,4.300702968354894e-10,2.3122633173246398e-09
1898,3.991615968906055e-05,3.45877536928845e-10,6.133563775926173e-10,2.305842754830272e-09
1899,3.984265068928445e-05,4.1447548766131755e-10,6.959105593372174e-10,2.218322827017362e-09
1900,3.918549191439524e-05,5.901904599957066e-10,9.569874773581892e-10,2.4456660189084036e-09
1901,3.929493323084898e-05,7.272839552818766e-10,9.763955953280755e-10,2.128330194623678e-09
1902,3.925252271333842e-05,8.266407796370905e-10,9.871146717482e-10,2.221187805113394e-09
1903,3.819420765337002e-05,8.447539414012186e-10,1.0280495462858648e-09,2.08045577590862e-09
1904,3.7325496253158364e-05,7.967083699116679e-10,1.0357342404367286e-09,2.206316986251368e-09
1905,3.7181179712726066e-05,8.894798746756599e-10,8.317317806705304e-10,2.3585749702499062e-09
1906,3.715643054290142e-05,8.759852724146303e-10,8.593842958688163e-10,2.5798255436677256e-09
1907,3.6940083581222484e-05,7.504594921682792e-10,5.961345524361863e-10,2.29114922272495e-09
1908,3.645223997799414e-05,6.957127215593114e-10,5.5162447823839e-10,2.1438945539488584e-09
1909,3.645191411903527e-05,6.854327621359196e-10,4.4144017409740247e-10,2.2198017075274787e-09
1910,3.6500064327680904e-05,6.448934560968464e-10,4.1684000695596524e-10,2.0025489203387028e-09
1911,3.650362227095424e-05,6.09434360119922e-10,4.6524850242210137e-10,1.905369417798397e-09
1912,3.619019584480806e-05,4.985425564437865e-10,5.356535354161807e-10,1.7564890970283337e-09
1913,3.5764706678622004e-05,6.06840577788148e-10,4.090995122028675e-10,1.8106328658618054e-09
1914,3.555688973782318e-05,5.774391798052392e-10,4.2361494867471094e-10,1.7953089967040877e-09
1915,3.5065597850396966e-05,5.429086228200422e-10,4.1431903146411335e-10,1.8608393080400886e-09
1916,3.4396481039168846e-05,5.380235860005403e-10,4.4696446345669575e-10,1.98038009800529e-09
1917,3.405631494907928e-05,5.387909642249968e-10,4.198003730352237e-10,2.1921682405842293e-09
1918,3.379086878599732e-05,5.827362996908241e-10,3.654978740298885e-10,2.2425504786482975e-09
