ngram,progress,progess,prgress,progres
1652,1.2460749206054191e-05,0.0,0.0,9.867147809927701e-08
1653,1.0794648720288283e-05,0.0,0.0,9.867147809927701e-08
1654,1.2513162671114384e-05,0.0,0.0,9.867147809927701e-08
1655,1.2412786613172752e-05,0.0,0.0,9.867147809927701e-08
1656,1.1523934582718149e-05,0.0,0.0,9.867147809927701e-08
1657,1.3453779437051188e-05,0.0,0.0,9.867147809927701e-08
1658,1.2848550990643812e-05,0.0,0.0,5.567139688927065e-08
1659,1.3250741241271108e-05,0.0,0.0,6.433437046585563e-08
1660,1.5039990427924619e-05,0.0,0.0,6.433437046585563e-08
1661,1.4266257949202554e-05,0.0,0.0,6.433437046585563e-08
1662,1.5656394810191288e-05,0.0,0.0,6.433437046585563e-08
1663,1.6403946184644675e-05,6.569497859995213e-08,0.0,6.433437046585563e-08
1664,1.842996542628888e-05,6.569497859995213e-08,0.0,6.433437046585563e-08
1665,1.9524137444802492e-05,6.569497859995213e-08,0.0,6.433437046585563e-08
1666,1.9587356941233986e-05,6.569497859995213e-08,0.0,3.9948397605777634e-08
1667,1.8898287375382745e-05,9.814729448212997e-08,0.0,3.9948397605777634e-08
1668,1.8810977832929764e-05,9.814729448212997e-08,0.0,3.9948397605777634e-08
1669,1.868145123548207e-05,9.814729448212997e-08,0.0,6.99024898917092e-08
1670,2.1928239480725358e-05,3.245231588217783e-08,0.0,1.4720082625834558e-07
1671,1.8893041539870736e-05,3.245231588217783e-08,0.0,1.4720082625834558e-07
1672,1.813573401575143e-05,3.245231588217783e-08,0.0,1.4720082625834558e-07
1673,1.6884740554295214e-05,3.245231588217783e-08,0.0,1.814810417499757e-07
1674,1.666367461439222e-05,0.0,0.0,1.814810417499757e-07
1675,1.6208214219659567e-05,0.0,0.0,1.814810417499757e-07
1676,1.5748449056575608e-05,0.0,0.0,1.5152694946404415e-07
1677,1.2411638635967392e-05,0.0,0.0,7.422861309740775e-08
1678,1.2624345539994205e-05,0.0,0.0,1.3398432737890937e-07
1679,1.3492456803630506e-05,0.0,0.0,1.3398432737890937e-07
1680,1.4532514537027705e-05,0.0,0.0,7.78576431262731e-08
1681,1.501587303209817e-05,0.0,0.0,7.78576431262731e-08
1682,1.6741928448027465e-05,0.0,0.0,9.801867609634688e-08
1683,1.7675699382380117e-05,0.0,0.0,1.4215313269362794e-07
1684,1.9184575389122722e-05,0.0,0.0,1.713747122624097e-07
1685,1.895091281767236e-05,0.0,0.0,1.1161899798090807e-07
1686,1.8586610817042777e-05,0.0,0.0,1.6687741119117812e-07
1687,1.7850156057517908e-05,0.0,0.0,1.4877548234640665e-07
1688,1.9209025075334857e-05,0.0,0.0,1.4877548234640665e-07
1689,1.8322958827151785e-05,0.0,0.0,1.2861444937633288e-07
1690,1.7661057687031905e-05,0.0,0.0,8.447999277905183e-08
1691,1.5665919558419512e-05,0.0,0.0,7.972446626679033e-08
1692,1.5639241610188037e-05,0.0,0.0,7.972446626679033e-08
1693,1.5016650000429113e-05,0.0,0.0,5.581724695145697e-08
1694,1.5327061451638917e-05,0.0,0.0,5.581724695145697e-08
1695,1.2560160679900686e-05,0.0,0.0,8.683085387214565e-08
1696,1.209805811543317e-05,0.0,0.0,8.683085387214565e-08
1697,1.2859541649439571e-05,7.347074821544603e-09,0.0,1.0152500351523486e-07
1698,1.3777769968977996e-05,7.347074821544603e-09,0.0,7.70589504587146e-08
1699,1.3398636448463158e-05,7.347074821544603e-09,0.0,7.70589504587146e-08
1700,1.3076583724926292e-05,7.347074821544603e-09,0.0,5.8705609262688085e-08
1701,1.2468981887130731e-05,7.347074821544603e-09,0.0,5.8705609262688085e-08
1702,1.2294493509606192e-05,7.347074821544603e-09,0.0,2.7692002341999407e-08
1703,1.1627100320765749e-05,7.347074821544603e-09,0.0,2.7692002341999407e-08
1704,1.0687282805780082e-05,0.0,0.0,1.29978526989102e-08
1705,1.0572362693242862e-05,9.157804673317775e-09,0.0,1.29978526989102e-08
1706,1.0761689996538085e-05,9.157804673317775e-09,0.0,1.29978526989102e-08
1707,1.0137898243556265e-05,9.157804673317775e-09,0.0,0.0
1708,9.247469993819582e-06,9.157804673317775e-09,0.0,0.0
1709,9.216177659254754e-06,9.157804673317775e-09,0.0,0.0
1710,9.54446457918883e-06,9.157804673317775e-09,0.0,0.0
1711,8.408692143088306e-06,9.157804673317775e-09,0.0,0.0
1712,6.6236289057997055e-06,0.0,0.0,0.0
1713,5.66780870160853e-06,0.0,0.0,0.0
1714,7.252836569802769e-06,0.0,0.0,9.571610551769742e-09
1715,7.849519728811824e-06,0.0,0.0,9.571610551769742e-09
1716,7.531752739201433e-06,0.0,0.0,1.8426568715312897e-08
1717,7.392458558440142e-06,0.0,0.0,1.8426568715312897e-08
1718,8.515692700582025e-06,0.0,0.0,1.8426568715312897e-08
1719,8.774539570107923e-06,0.0,0.0,3.159631083755292e-08
1720,9.546022218793432e-06,0.0,0.0,3.159631083755292e-08
1721,1.0284040529638463e-05,0.0,0.0,2.2024700285783183e-08
1722,1.0901296523765528e-05,0.0,0.0,2.2024700285783183e-08
1723,1.1535010798979783e-05,0.0,0.0,2.5520094482089917e-08
1724,1.2181668418114505e-05,0.0,0.0,2.5520094482089917e-08
1725,1.2033385701215593e-05,0.0,0.0,4.02260005622728e-08
1726,1.388479060031906e-05,0.0,0.0,2.7056258440032773e-08
1727,1.4067638273575409e-05,0.0,0.0,2.7056258440032773e-08
1728,1.3304395387032336e-05,0.0,0.0,5.2974498438678504e-08
1729,1.2984334067108908e-05,0.0,0.0,5.2974498438678504e-08
1730,1.2513495286319604e-05,0.0,0.0,4.8807384039102024e-08
1731,1.3429559398251253e-05,0.0,0.0,4.8807384039102024e-08
1732,1.2839264205207915e-05,0.0,0.0,3.410147795891914e-08
1733,1.2943466312468185e-05,0.0,0.0,3.410147795891914e-08
1734,1.3577063197902004e-05,0.0,0.0,3.410147795891914e-08
1735,1.2654628335440066e-05,0.0,0.0,2.7584016594671213e-08
1736,1.2626222087419592e-05,0.0,0.0,2.7584016594671213e-08
1737,1.3845207961691943e-05,0.0,0.0,2.6322406857356588e-08
1738,1.3565322141013375e-05,0.0,0.0,2.6322406857356588e-08
1739,1.3723494833227181e-05,0.0,0.0,4.8938821756954505e-08
1740,1.3035436105773052e-05,0.0,0.0,5.6426100363588764e-08
1741,1.1976498041933934e-05,0.0,0.0,6.236745114002978e-08
1742,1.247649782141837e-05,0.0,0.0,4.934404478668901e-08
1743,1.3199453600723895e-05,0.0,0.0,4.934404478668901e-08
1744,1.2509592514626483e-05,0.0,0.0,5.5814598149644164e-08
1745,1.3965141858664407e-05,0.0,0.0,5.5814598149644164e-08
1746,1.5400538878956077e-05,0.0,0.0,3.8176160391653214e-08
1747,1.6285397707958638e-05,0.0,0.0,3.484803353818019e-08
1748,1.7993230358115397e-05,0.0,0.0,3.254641457926612e-08
1749,2.0786333412356077e-05,0.0,0.0,4.1034883427723146e-08
1750,2.3027555341416572e-05,0.0,0.0,4.763234632118188e-08
1751,2.7149750686865965e-05,1.0707416160065414e-08,0.0,4.137844200613472e-08
1752,2.7005771958751472e-05,1.0707416160065414e-08,0.0,4.527703215525694e-08
1753,2.935302213050558e-05,1.0707416160065414e-08,0.0,5.035775986682113e-08
1754,3.319417971527271e-05,1.0707416160065414e-08,0.0,6.29348829558499e-08
1755,3.7333742511691526e-05,1.0707416160065414e-08,0.0,6.700176667452849e-08
1756,4.1668371393045944e-05,1.9813827277305662e-08,0.0,5.8206866628194934e-08
1757,4.380802394215217e-05,1.9813827277305662e-08,0.0,8.510576066100839e-08
1758,4.69788155896822e-05,9.106411117240247e-09,0.0,8.107506818281049e-08
1759,5.148517292192472e-05,9.106411117240247e-09,0.0,9.45704525483799e-08
1760,5.302994187721717e-05,1.176777811703492e-08,0.0,9.781858294794737e-08
1761,5.342853962377246e-05,1.176777811703492e-08,0.0,9.218457793938991e-08
1762,5.138766209711321e-05,1.176777811703492e-08,0.0,1.1935152980210466e-07
1763,4.847934698253604e-05,2.661366999794674e-09,0.0,1.3882866031370407e-07
1764,4.989241642761044e-05,2.661366999794674e-09,0.0,1.27817740899364e-07
1765,4.911522410111502e-05,1.1503592237513009e-08,0.0,1.276575645192679e-07
1766,4.9408422845382507e-05,1.1503592237513009e-08,0.0,1.1366464214290772e-07
1767,4.957084872460525e-05,1.1786727530501854e-08,0.0,1.2391382523243726e-07
1768,4.969804129879256e-05,1.1786727530501854e-08,0.0,1.289048306826349e-07
1769,5.4452970029420354e-05,1.1786727530501854e-08,0.0,1.1535508116976092e-07
1770,5.832469053400148e-05,1.1786727530501854e-08,0.0,9.845577432697286e-08
1771,6.157681699343292e-05,1.1786727530501854e-08,0.0,8.123562444950494e-08
1772,6.343932130091292e-05,5.5805841217956444e-09,0.0,1.0728511590230028e-07
1773,6.543735279202727e-05,5.5805841217956444e-09,0.0,1.1945520889915834e-07
1774,7.169261516537517e-05,2.6360818290121254e-09,0.0,1.2529628433201522e-07
1775,7.409205136355013e-05,2.6360818290121254e-09,0.0,1.1209169820907456e-07
1776,7.47923186281696e-05,5.3484513326143966e-09,0.0,1.0432972733350912e-07
1777,7.558856824679034e-05,1.4102601753052113e-08,0.0,9.568096258151724e-08
1778,7.463703410134517e-05,1.4102601753052113e-08,0.0,1.1266482451739129e-07
1779,7.526227169104718e-05,1.4028205644730666e-08,0.0,9.391466753478589e-08
1780,7.643914951976123e-05,1.4028205644730666e-08,0.0,9.243836375714767e-08
1781,7.356533023994416e-05,1.4028205644730666e-08,0.0,7.069133748213322e-08
1782,7.331096795886489e-05,2.050260608906943e-08,0.0,8.075144920992119e-08
1783,7.317203978475715e-05,1.7790236585467156e-08,0.0,8.241179573685389e-08
1784,7.477886538254097e-05,9.03608616502944e-09,0.0,1.0904334958792918e-07
1785,7.735806658664452e-05,9.03608616502944e-09,0.0,9.650293415169082e-08
1786,7.78931800076472e-05,7.814498762367554e-09,0.0,9.429678117710085e-08
1787,7.600376661035366e-05,1.168192349203829e-08,0.0,9.309335626182604e-08
1788,7.682555380077767e-05,1.2988475564920269e-08,0.0,9.981536156341722e-08
1789,7.816352340991475e-05,7.677459937635182e-09,0.0,9.617363921116911e-08
1790,7.911020760989882e-05,1.2096853550604334e-08,0.0,9.531447529655321e-08
1791,7.84905839412074e-05,1.3182819788174323e-08,0.0,7.737065134603784e-08
1792,7.723302821562226e-05,1.535934389197889e-08,0.0,8.942715875751414e-08
1793,7.69882182274679e-05,1.4019245573950099e-08,0.0,9.519087841778986e-08
1794,7.831515540601686e-05,1.1149806411481222e-08,9.979855672018596e-10,1.0824708596146593e-07
1795,7.923956893916641e-05,1.166979858778307e-08,9.979855672018596e-10,1.2675281015260354e-07
1796,8.215361802805481e-05,1.1454575383445281e-08,9.979855672018596e-10,1.3830528696904105e-07
1797,8.226457949993866e-05,9.869800151765925e-09,9.979855672018596e-10,1.3924919630069e-07
1798,8.25080434359344e-05,9.941147270455173e-09,9.979855672018596e-10,1.4618519677307112e-07
1799,8.448552190592247e-05,1.0167701537864917e-08,9.979855672018596e-10,1.4905150789802845e-07
1800,8.526191439679158e-05,1.3049348966477834e-08,9.979855672018596e-10,1.4677378804403167e-07
1801,8.689655805937946e-05,1.5766087165961347e-08,0.0,1.4125714439420074e-07
1802,8.887680139326091e-05,1.567605010878635e-08,8.682535960044138e-10,1.365975898741973e-07
1803,8.765407463735235e-05,1.7535888170121846e-08,8.682535960044138e-10,1.3609603196787896e-07
1804,8.897454764727237e-05,1.9582510597209487e-08,1.1733311465280038e-09,1.5099176969053068e-07
1805,8.715042661476349e-05,1.8684874742674092e-08,1.1733311465280038e-09,1.5406482032988477e-07
1806,8.535011563383575e-05,1.7057446645628105e-08,1.4318812484909976e-09,1.5658102877783415e-07
1807,8.47460375682983e-05,1.9197108807362488e-08,1.4318812484909976e-09,1.6430279207010505e-07
1808,8.353569137398154e-05,1.7129927333746153e-08,1.4318812484909976e-09,1.6623131468155146e-07
1809,8.148195359223922e-05,1.7202668258141174e-08,5.636276524865837e-10,1.633425463458999e-07
1810,8.154773968271911e-05,1.657404500944791e-08,5.636276524865837e-10,1.7458550871651823e-07
1811,8.276623806783132e-05,1.6380483017616347e-08,2.5855010196299387e-10,1.7508712752649963e-07
1812,8.662816565317501e-05,1.8030471591958175e-08,2.5855010196299387e-10,1.9458366702045688e-07
1813,8.720333218142124e-05,1.8418697678157514e-08,0.0,1.8508803074317776e-07
1814,9.067879000212997e-05,1.5695927605260555e-08,0.0,1.898698635776392e-07
1815,9.421982706823786e-05,1.636607370260533e-08,0.0,1.9145980851525174e-07
1816,9.629977284930646e-05,1.855045260258846e-08,0.0,1.8761985083009286e-07
1817,9.767322626430541e-05,1.8598594664354096e-08,0.0,1.7263960521469407e-07
1818,9.700530167070351e-05,1.7312578291596636e-08,0.0,1.6162914460794907e-07
1819,9.557304084799918e-05,1.931064578083611e-08,0.0,1.4357568086812274e-07
1820,9.586639394651033e-05,2.0505120395292968e-08,0.0,1.4464296681028698e-07
1821,9.470056725798972e-05,1.987778614725195e-08,0.0,1.3912459349642502e-07
1822,9.280501918900492e-05,2.0928858011716655e-08,0.0,1.4212522765027253e-07
1823,9.268538477564496e-05,2.114911407906967e-08,0.0,1.4114327586055098e-07
1824,9.221404096544055e-05,2.2542836042305225e-08,0.0,1.4437232412741911e-07
1825,9.34352376914051e-05,2.2306593778458657e-08,0.0,1.4354439364134513e-07
1826,9.506263242136421e-05,2.17168110795894e-08,0.0,1.461562005390858e-07
1827,9.652781383400517e-05,2.1345301653192498e-08,0.0,1.5075603495720964e-07
1828,9.696525791826258e-05,2.3094305008035983e-08,0.0,1.5320679023846294e-07
1829,9.535921396621103e-05,2.1341853110154067e-08,0.0,1.412251293686495e-07
1830,9.57356345939583e-05,2.3513374485568354e-08,0.0,1.4235169487619714e-07
1831,9.617715321447966e-05,2.2957657743104065e-08,9.289466021808072e-11,1.4145244214042968e-07
1832,9.610774265768538e-05,2.3368514869202628e-08,9.289466021808072e-11,1.3808373974403105e-07
1833,9.631533404379817e-05,2.2524911840499888e-08,9.289466021808072e-11,1.32570033680882e-07
1834,9.59570222351301e-05,2.3362116812515003e-08,9.289466021808072e-11,1.2594588737004286e-07
1835,9.612973475928552e-05,2.43824282668876e-08,3.4424487070440687e-10,1.2316431760187436e-07
1836,9.821373013047767e-05,2.6143873098151615e-08,4.1930605019859154e-10,1.2305801025799416e-07
1837,9.788063990916791e-05,2.6650753984621848e-08,4.967474606257635e-10,1.1822866647597558e-07
1838,9.82325228895726e-05,2.7325192013855874e-08,5.56504295027135e-10,1.1584084396482857e-07
1839,9.759582046951567e-05,2.844736382964389e-08,5.56504295027135e-10,1.176218101964618e-07
1840,9.683952521299943e-05,2.9752314389952517e-08,5.56504295027135e-10,1.1421608446328588e-07
1841,9.626518814392122e-05,3.3646118526218875e-08,5.56504295027135e-10,1.1004697800639665e-07
1842,9.564265721045169e-05,3.425327983157851e-08,3.051540845408088e-10,1.0676576270693009e-07
1843,9.630488161097414e-05,3.572804173148013e-08,2.3009290504662416e-10,1.0829728174550318e-07
1844,9.73543563824413e-05,3.344377371864279e-08,1.5265149461945223e-10,1.0591759291855851e-07
1845,9.813999141832548e-05,3.317422780924062e-08,0.0,1.0877588607627331e-07
1846,9.950900234148971e-05,3.7802309853824615e-08,6.52204996358969e-11,1.0545490474506941e-07
1847,0.00010079279309138656,3.8447210367767836e-08,6.52204996358969e-11,1.0653161755921506e-07
1848,0.00010231890233366617,3.4682494083020695e-08,1.1990817465929686e-10,1.117244313572233e-07
1849,0.00010334645152657426,3.345031984736124e-08,2.811267845499137e-10,1.112805837319034e-07
1850,0.00010301614487876318,3.3914434689157654e-08,2.811267845499137e-10,1.1401732332875067e-07
1851,0.00010274164898354294,3.269570468335457e-08,3.275553796454135e-10,1.2336366645675817e-07
1852,0.00010236589150736108,3.327021451988392e-08,3.275553796454135e-10,1.1936396556880675e-07
1853,0.00010182293356462781,2.7949208661734052e-08,2.6233488000951665e-10,1.2113932358813274e-07
1854,0.00010100479266839102,2.7868169740129034e-08,6.158479083838233e-10,1.227949896685589e-07
1855,0.00010106420294115586,2.83276490518704e-08,6.136619823404743e-10,1.2507935005195187e-07
1856,0.00010077979303397504,2.823955215701192e-08,4.5244337244985747e-10,1.2607974347084954e-07
1857,0.00010034198307299189,2.5329633501769422e-08,4.5244337244985747e-10,1.2321874010012834e-07
1858,9.954156433065821e-05,2.614540254139034e-08,4.0601477735435765e-10,1.1753480220834587e-07
1859,9.886364465013944e-05,2.6548322143834672e-08,4.0601477735435765e-10,1.172240108157244e-07
1860,9.786557867690655e-05,2.5470566861989548e-08,4.670099862380539e-10,1.1613031603019408e-07
1861,9.713868556510923e-05,2.462958116820703e-08,1.1349695786374729e-10,1.1628576247955737e-07
1862,9.582336289375755e-05,2.5117246441449685e-08,6.099520888369625e-11,1.0998929107180239e-07
1863,9.416642673646233e-05,2.487470140977166e-08,1.0873308999213651e-10,1.0813825822099585e-07
1864,9.342587873106822e-05,2.7177502407279723e-08,2.971135758057995e-10,1.04254905660842e-07
1865,9.231354176465954e-05,2.7970046342521267e-08,7.39379101594955e-10,1.0195628163955917e-07
1866,9.096551990036719e-05,2.666321411278919e-08,7.836187214988704e-10,1.0157758672286426e-07
1867,9.014054895877572e-05,2.7408502895858485e-08,8.090484274588963e-10,1.0068029813023064e-07
1868,8.935700939868443e-05,2.973184923657105e-08,8.090484274588963e-10,9.695563310937619e-08
1869,8.829805197560095e-05,2.9513057648549486e-08,8.090484274588963e-10,9.643103839250346e-08
1870,8.828237852347749e-05,3.080091255063573e-08,8.035470067113692e-10,9.697495682660571e-08
1871,8.79224982262323e-05,2.9580941632697692e-08,6.151665208977062e-10,9.84253775625023e-08
1872,8.765144385896357e-05,2.8760415763226125e-08,1.7290099510855076e-10,9.754292104194714e-08
1873,8.746623331847201e-05,2.9949374028400855e-08,1.2866137520463538e-10,9.786850593432714e-08
1874,8.679788879817352e-05,3.072727520044996e-08,3.6016217785928006e-10,9.835412027671606e-08
1875,8.596392165470337e-05,2.907371765559219e-08,4.002772082044105e-10,9.996059954378974e-08
1876,8.501744949691263e-05,3.033705604187682e-08,6.686011109837051e-10,1.0444954463244877e-07
1877,8.393276532712792e-05,2.909445484533535e-08,6.613163231313937e-10,1.0606353433623944e-07
1878,8.314225436021973e-05,2.87254545229741e-08,6.613163231313937e-10,1.0862807999144155e-07
1879,8.221210841189272e-05,2.8109589069101404e-08,6.613163231313937e-10,1.0754752821640068e-07
1880,8.137070523974086e-05,2.8877053890953774e-08,6.942030065872271e-10,1.0666431040005722e-07
1881,8.101299733555476e-05,2.7614218974950485e-08,4.0784288446449324e-10,1.0774644871552092e-07
1882,8.095302265636357e-05,2.7623091623598028e-08,4.973661700745171e-10,1.0737238247721897e-07
1883,8.127145494134831e-05,2.595477382223115e-08,2.290422672952224e-10,1.0489534015992571e-07
1884,8.10881974757649e-05,2.5841876448242018e-08,1.9409059478662068e-10,1.0487576470755552e-07
1885,8.037291471347479e-05,2.6059012471689258e-08,2.521371504439683e-10,1.0231888580847226e-07
1886,8.015224635268428e-05,2.7187868210733412e-08,2.797257663595636e-10,1.025080322847316e-07
