ngram,district,distrct,distrit,distrct
1821,5.675974015113232e-05,1.3452804901805037e-09,8.916806023709764e-10,1.3452804901805037e-09
1822,5.563279306183436e-05,1.3452804901805037e-09,1.0728466052053624e-09,1.3452804901805037e-09
1823,5.365470185227293e-05,9.649350524958728e-10,1.1635994231643361e-09,9.649350524958728e-10
1824,5.450516203252066e-05,5.850123560183615e-10,1.5659594732042592e-09,5.850123560183615e-10
1825,5.7284338773959984e-05,2.484264413230416e-09,1.461123349295284e-09,2.484264413230416e-09
1826,5.7339484296140396e-05,2.1518703168561207e-09,1.429324151100023e-09,2.1518703168561207e-09
1827,5.910107782775802e-05,2.3610115291410646e-09,1.5338947572424949e-09,2.3610115291410646e-09
1828,6.266197929757514e-05,2.4713408383217737e-09,1.6442240664232039e-09,2.4713408383217737e-09
1829,7.608464043836907e-05,4.087649195318375e-09,1.4807401891937998e-09,4.087649195318375e-09
1830,7.902748205067058e-05,4.468867363462335e-09,1.2951191944285005e-09,4.468867363462335e-09
1831,8.273614054944898e-05,4.799220632012435e-09,1.3572324296186521e-09,4.799220632012435e-09
1832,8.175104760864218e-05,3.5811642460993808e-09,1.3594471976701478e-09,3.5811642460993808e-09
1833,8.28090705908835e-05,4.534883365650952e-09,1.3234272170211829e-09,4.534883365650952e-09
1834,8.554798945884354e-05,4.408802347009657e-09,1.3849769981660082e-09,4.408802347009657e-09
1835,8.79566151914852e-05,5.55522405853992e-09,1.5259978994716254e-09,5.55522405853992e-09
1836,7.970904594653152e-05,5.665322782328579e-09,1.7655421410570478e-09,5.665322782328579e-09
1837,8.117497262511668e-05,5.438987435038964e-09,1.7476790094482298e-09,5.438987435038964e-09
1838,8.035693047401895e-05,5.050839897118615e-09,1.6648344528366214e-09,5.050839897118615e-09
1839,8.300239070584732e-05,4.975895719270897e-09,1.788293267436712e-09,4.975895719270897e-09
1840,8.29046278210756e-05,4.73512399924912e-09,1.8569869372367771e-09,4.73512399924912e-09
1841,8.24030295396889e-05,5.141907082657176e-09,1.8308217719642528e-09,5.141907082657176e-09
1842,8.3897341807772e-05,4.189233269803947e-09,1.8227333214199908e-09,4.189233269803947e-09
1843,8.585975696665368e-05,2.6595497788178032e-09,1.5690898342539989e-09,2.6595497788178032e-09
1844,8.685248134757526e-05,2.9053640842364406e-09,1.6252141378712638e-09,2.9053640842364406e-09
1845,8.765588946906584e-05,3.36294845938921e-09,1.3770629398684215e-09,3.36294845938921e-09
1846,8.770058879495732e-05,3.4089019860873903e-09,1.2590377470747934e-09,3.4089019860873903e-09
1847,9.051457995415799e-05,2.759272746796374e-09,1.4714986213653398e-09,2.759272746796374e-09
1848,9.396231533693416e-05,3.3084953189797618e-09,1.6596694336306378e-09,3.3084953189797618e-09
1849,9.35296224529988e-05,3.3805948516731276e-09,1.6313658202093961e-09,3.3805948516731276e-09
1850,9.26737827415179e-05,3.6585703355740407e-09,1.7669316010326952e-09,3.6585703355740407e-09
1851,9.455330187587865e-05,3.907873516847563e-09,1.865508858500675e-09,3.907873516847563e-09
1852,9.55431314650923e-05,3.727894374147159e-09,1.934277611097863e-09,3.727894374147159e-09
1853,9.752351616043597e-05,3.075689353997697e-09,1.8181736433880197e-09,3.075689353997697e-09
1854,9.804479590716905e-05,3.247385979169134e-09,2.0100612920158157e-09,3.247385979169134e-09
1855,9.810571230316003e-05,2.4708288748342966e-09,1.944444002636e-09,2.4708288748342966e-09
1856,9.825595251251278e-05,2.4425437545565795e-09,1.9282810744972576e-09,2.4425437545565795e-09
1857,9.934173847016479e-05,2.3529184949617435e-09,1.788528610927439e-09,2.3529184949617435e-09
1858,0.00010001917170094592,2.221349802513016e-09,1.729196183067724e-09,2.221349802513016e-09
1859,0.00010302803795119482,2.4767127079375737e-09,1.831596842448237e-09,2.4767127079375737e-09
1860,0.00010449217162593933,2.781688752356055e-09,1.869804438265581e-09,2.781688752356055e-09
1861,0.0001060585189926704,2.5976357572890916e-09,1.99212411646142e-09,2.5976357572890916e-09
1862,0.00010692865492144068,3.0037462675888295e-09,2.1196432545674983e-09,3.0037462675888295e-09
1863,0.00011066368980599301,2.8945440488925556e-09,2.2072753307662244e-09,2.8945440488925556e-09
1864,0.00011357701337796502,3.1217068454024245e-09,2.156023788073875e-09,3.1217068454024245e-09
1865,0.0001181787291508434,3.2224469283446767e-09,2.0716663464069386e-09,3.2224469283446767e-09
1866,0.00011893537781101518,3.0997888541709327e-09,2.430613726162838e-09,3.0997888541709327e-09
1867,0.00012359372340142727,3.054087554283618e-09,2.636540208378335e-09,3.054087554283618e-09
1868,0.00012610830474711423,3.4223679128737264e-09,2.5860638234017787e-09,3.4223679128737264e-09
1869,0.00013158479539145316,3.941325297875307e-09,2.433551249403365e-09,3.941325297875307e-09
1870,0.00013329616506650512,4.293946325490643e-09,2.6961979474445943e-09,4.293946325490643e-09
1871,0.00013641831277969426,4.046894264142509e-09,3.204129580705991e-09,4.046894264142509e-09
1872,0.00013718012217265953,4.041998244045228e-09,3.852807279563259e-09,4.041998244045228e-09
1873,0.00013972698278459056,4.023467479820551e-09,3.345247967523335e-09,4.023467479820551e-09
1874,0.00013848980805570527,4.36030345163374e-09,3.3537430134598723e-09,4.36030345163374e-09
1875,0.0001407485397066921,4.544633590088308e-09,2.9670694472778384e-09,4.544633590088308e-09
1876,0.00013991222242891257,3.9703687004788435e-09,3.0745419860827336e-09,3.9703687004788435e-09
1877,0.00013875507699724819,3.833430017863293e-09,3.1545980748250356e-09,3.833430017863293e-09
1878,0.0001385307197259473,4.411664842964212e-09,2.686807871426262e-09,4.411664842964212e-09
1879,0.00013839167825478529,4.21635491600268e-09,2.1940737639423803e-09,4.21635491600268e-09
1880,0.0001373580577949594,4.011343336861119e-09,2.498452333909995e-09,4.011343336861119e-09
1881,0.0001385874202242121,4.267503699623936e-09,2.57452909784612e-09,4.267503699623936e-09
1882,0.00013803431232060705,3.5778427482607053e-09,2.7875730136882127e-09,3.5778427482607053e-09
1883,0.00013763968516806408,3.2215120214308867e-09,2.6674435676150257e-09,3.2215120214308867e-09
1884,0.00014083843312359283,3.6214456631901625e-09,3.2282388508418437e-09,3.6214456631901625e-09
1885,0.00014125352234779193,2.9682590790043e-09,3.4531379501854887e-09,2.9682590790043e-09
1886,0.0001418278178399695,3.12865426819821e-09,3.567393253816371e-09,3.12865426819821e-09
1887,0.000143497421439471,3.4182401631444037e-09,3.272783488661446e-09,3.4182401631444037e-09
1888,0.00014580652142675326,3.1330287530995093e-09,3.285350737490335e-09,3.1330287530995093e-09
1889,0.00014784534661365406,3.4146699277672253e-09,3.276521863350622e-09,3.4146699277672253e-09
1890,0.00014962117919432267,3.790081137822199e-09,3.355211759219807e-09,3.790081137822199e-09
1891,0.0001504534572762038,3.780742449269578e-09,2.4213369087533465e-09,3.780742449269578e-09
1892,0.0001538626176105546,4.232071899273089e-09,2.32961316903868e-09,4.232071899273089e-09
1893,0.00015603160344263806,4.482931232579241e-09,2.201577904108782e-09,4.482931232579241e-09
1894,0.00015895205433480442,4.570913298656316e-09,2.4334260003858586e-09,4.570913298656316e-09
1895,0.00015829771083580063,4.766017104783162e-09,2.3919701774843816e-09,4.766017104783162e-09
1896,0.00015820298826188913,4.955857438712233e-09,2.3928147399995427e-09,4.955857438712233e-09
1897,0.00015810840289174979,4.992228408440269e-09,2.237880484098501e-09,4.992228408440269e-09
1898,0.00016054765312998955,5.391895311187714e-09,2.1982879960802393e-09,5.391895311187714e-09
1899,0.0001595275160590453,5.378889333940151e-09,2.10225272110977e-09,5.378889333940151e-09
1900,0.00016084369729339545,5.614834755870593e-09,2.2330480956408596e-09,5.614834755870593e-09
1901,0.00016001326938359334,5.711050870311445e-09,2.263813358993616e-09,5.711050870311445e-09
1902,0.00016176521603483707,6.2058225225314345e-09,2.266893561753136e-09,6.2058225225314345e-09
1903,0.00016441509900947234,7.024880423399184e-09,2.0761700929889618e-09,7.024880423399184e-09
1904,0.00016797358070367148,7.70368511839235e-09,2.2287770993857846e-09,7.70368511839235e-09
1905,0.00016701043309045156,7.2976289138588464e-09,2.2867625888116957e-09,7.2976289138588464e-09
1906,0.00017194331199529449,7.934391429590245e-09,2.5957052380525577e-09,7.934391429590245e-09
1907,0.00017269160265901258,7.996289091189673e-09,2.497996254291479e-09,7.996289091189673e-09
1908,0.00017866459633556327,8.357367813666933e-09,2.371517077952896e-09,8.357367813666933e-09
1909,0.00018104358501399735,8.037541299188433e-09,2.3786148289112977e-09,8.037541299188433e-09
1910,0.00018534729731202657,7.857825120741576e-09,2.6056746601657974e-09,7.857825120741576e-09
1911,0.00018848357805317,7.600535946648636e-09,2.9055046939825094e-09,7.600535946648636e-09
1912,0.00019381241041368673,7.770946108820453e-09,3.0346562088620235e-09,7.770946108820453e-09
1913,0.0001938200626422518,7.32069414612267e-09,2.8645946567199385e-09,7.32069414612267e-09
1914,0.00019670548499561846,7.391182903810594e-09,2.8932213133206883e-09,7.391182903810594e-09
1915,0.00019488388040502156,7.663956834237849e-09,3.4041581617064563e-09,7.663956834237849e-09
1916,0.00019687692526661391,8.502968043952056e-09,3.68692612947744e-09,8.502968043952056e-09
1917,0.00019460696577360586,8.672514198845453e-09,3.651743479033647e-09,8.672514198845453e-09
